adref,salary_min,redirect_url,description,latitude,title,salary_is_predicted,id,created,__CLASS__,salary_max,longitude,category.label,category.__CLASS__,category.tag,location.display_name,location.__CLASS__,location.area,company.display_name,company.__CLASS__,contract_time,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaURyNll5cDI4Ukc1a2VZRWpWNjlxdyIsImkiOiI1Nzg1NjI4Mzg4In0.LAw3AWBZW1MnxV6PD7Q4B5TAxyjysmCMokhzxA6qfpQ,0.0,https://www.adzuna.com/details/5785628388?utm_medium=api&utm_source=abfa41a4,"Assured Nursing is seeking a travel RDN - Registered Dietitian Nutritionist for a travel job in Stockbridge, Georgia. Job Description & Requirements Specialty: RDN - Registered Dietitian Nutritionist Discipline: Allied Health Professional Start Date: 07/20/2026 Duration: 12 weeks 40 hours per week Shift: 9 hours, days Employment Type: Travel Looking for a great Travel RDN - Registered Dietitian Nutritionist Job in Stockbridge, Georgia? Assured Nursing posted this RDN - Registered Dietitian Nutr…",33.549245,"Travel RDN - Registered Dietitian Nutritionist - $2,145 per week",0,5785628388,2026-07-02T11:10:44Z,Adzuna::API::Response::Job,111540.0,-84.224393,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Stockbridge, Henry County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Henry County', 'Stockbridge']",Assured Nursing Inc,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaURyNll5cDI4Ukc1a2VZRWpWNjlxdyIsImkiOiI1Nzg1NjI4Mzc4In0.9HQL9XPXmr3gqA9d7cmh4_l8VkJaqcvjzpCLcJL7fag,0.0,https://www.adzuna.com/details/5785628378?utm_medium=api&utm_source=abfa41a4,"AHS Staffing is seeking a travel nurse RN Med Surg for a travel nursing job in Omaha, Nebraska. Job Description & Requirements Specialty: Med Surg Discipline: RN Start Date: 09/14/2026 Duration: 18 weeks 48 hours per week Shift: 12 hours, nights Employment Type: Travel Looking for a great Travel Med Surg Nursing Job in Omaha, Nebraska? AHS Staffing posted this Travel Nursing Job that offers 48 hours a week for 18 weeks in Omaha, Nebraska. Vivian Health provides transparent Travel Med Surg Salar…",41.261559,"Travel Nurse RN - Med Surg - $2,953 per week",0,5785628378,2026-07-02T11:10:44Z,Adzuna::API::Response::Job,153556.0,-95.936348,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Omaha, Douglas County",Adzuna::API::Response::Location,"['US', 'Nebraska', 'Douglas County', 'Omaha']",AHS Staffing,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaURyNll5cDI4Ukc1a2VZRWpWNjlxdyIsImkiOiI1Nzg1NjI4NDAwIn0.ar36rIyw5dOXdb6Ez26Qhiub6n_f0aly6wnmiRUkfqk,214640.55,https://www.adzuna.com/details/5785628400?utm_medium=api&utm_source=abfa41a4,"Our company At Teradata, we believe that people thrive when empowered with better information. Teradata Autonomous Knowledge Platform activates enterprise intelligence by unifying data, knowledge and business context to achieve tangible outcomes. With Teradata, organizations can provide agents with full context for impact when it matters. Our solution lets businesses connect and scale on premises, in the cloud, or through a hybrid approach. Teradata delivers real business value with AI. What Yo…",40.041105,"SVP, Chief Accounting Officer",1,5785628400,2026-07-02T11:10:44Z,Adzuna::API::Response::Job,214640.55,-82.965488,Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,"Minerva Park, Franklin County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Franklin County', 'Minerva Park']",Teradata,Adzuna::API::Response::Company,,permanent
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaURyNll5cDI4Ukc1a2VZRWpWNjlxdyIsImkiOiI1Nzg1NjI4Mzg1In0.ymiF7gmALPGOeyIX_7FEUACz7Lmm-zcW8APn-WjbLx4,0.0,https://www.adzuna.com/details/5785628385?utm_medium=api&utm_source=abfa41a4,"MedPro Healthcare Staffing is seeking a travel nurse RN PCU - Progressive Care Unit for a travel nursing job in Prestonsburg, Kentucky. Job Description & Requirements Specialty: PCU - Progressive Care Unit Discipline: RN Start Date: 07/27/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel MedPro Healthcare Staffing , a Joint Commission-certified staffing agency, is seeking a quality PCU/Step-down Nurse for a travel assignment with one of our top healthcare…",37.6353,"Travel PCU Registered Nurse - $2,188 per week",0,5785628385,2026-07-02T11:10:44Z,Adzuna::API::Response::Job,113776.0,-82.8219,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Dock, Floyd County",Adzuna::API::Response::Location,"['US', 'Kentucky', 'Floyd County', 'Dock']",MedPro Healthcare Staffing,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyODM3MCIsInMiOiJpRHI2WXlwMjhSRzVrZVlFalY2OXF3In0.Nq5LX9ZeXE4CLMVeOkDIcxVbAQxOl_UVHoiwDV_tyMw,140652.27,https://www.adzuna.com/details/5785628370?utm_medium=api&utm_source=abfa41a4,"Radiation Oncology Clinic 36 hours per week Looking for a nursing role that blends cutting-edge technology, meaningful patient relationships, and work-life balance? Join the Radiation Oncology team at the Dartmouth Cancer Center! In this role, you'll gain a diverse clinical experience including patient education, triage, and assisting with a variety of procedures—while getting to know patients throughout their entire treatment journey. Why You'll Love This Role No nights, weekends, or holidays …",43.648884,Registered Nurse (RN) - Radiation Oncology,1,5785628370,2026-07-02T11:10:44Z,Adzuna::API::Response::Job,140652.27,-72.303989,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"West Lebanon, Grafton County",Adzuna::API::Response::Location,"['US', 'New Hampshire', 'Grafton County', 'West Lebanon']",Dartmouth Health,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyODM1NyIsInMiOiJpRHI2WXlwMjhSRzVrZVlFalY2OXF3In0.YC-tr46YKNlAuuPEoZScH-xW_tpIxTWQL3Z1P50mN8g,80578.53,https://www.adzuna.com/details/5785628357?utm_medium=api&utm_source=abfa41a4,"FBT Gibbons LLP is a national law firm focused on serving companies operating and investing in the middle market. With nearly 1,500 employees across 26 offices, we support clients ranging from large multinationals to mid-sized businesses and growth-oriented startups across the United States. Our teams collaborate across departments and geographies to deliver excellent service to our clients, colleagues, and the communities we serve. At FBT Gibbons, diversity enriches our vibrant culture and emp…",40.041105,Legal Practice Assistant,1,5785628357,2026-07-02T11:10:44Z,Adzuna::API::Response::Job,80578.53,-82.965488,Legal Jobs,Adzuna::API::Response::Category,legal-jobs,"Minerva Park, Franklin County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Franklin County', 'Minerva Park']",Frost Brown Todd,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyODM5OCIsInMiOiJpRHI2WXlwMjhSRzVrZVlFalY2OXF3In0.D83r7kwrm-uMvcPiec0MS1xMIEBUqu_g2wuaoEDPhOo,86840.97,https://www.adzuna.com/details/5785628398?utm_medium=api&utm_source=abfa41a4,"Who we are: Spire Orthopedic Partners is a growing national partnership of orthopedic practices that provides the support, capital and operational resources physicians need to grow thriving practices for the future. As a Management Services Organization (MSO), Spire provides the infrastructure for administrative operations that allows practices to operate at their highest level, so doctors can focus their efforts on what matters most - patient care. Headquartered in Stamford, Connecticut, the S…",42.53286,PACU RN,1,5785628398,2026-07-02T11:10:44Z,Adzuna::API::Response::Job,86840.97,-70.97334,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"West Peabody, Essex County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Essex County', 'West Peabody']",ORTHOPAEDIC & NEUROSURGERY SPECIALISTS P.C.,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyODM0MiIsInMiOiJpRHI2WXlwMjhSRzVrZVlFalY2OXF3In0.3H_eVP_Or8J6NDo1Xa8_9e7UEbmIPfIjo4YhjwjS7VY,77398.34,https://www.adzuna.com/details/5785628342?utm_medium=api&utm_source=abfa41a4,"As a Project Manager II, you will manage and oversee all aspects of a project to ensure it is completed on-time and within budget. You will have overall responsibility for managing scope, cost, schedule, internal staffing and outside vendors. You will prepare reports for upper management regarding status of projects. You will gain exposure to some of the complex tasks within the job function while occasionally directed in several aspects of the work. Responsibilities: Directs and manages projec…",38.630539,Project Manager II (Electrical Construction),1,5785628342,2026-07-02T11:10:44Z,Adzuna::API::Response::Job,77398.34,-90.192822,Consultancy Jobs,Adzuna::API::Response::Category,consultancy-jobs,"Saint Louis, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Saint Louis']",Wesco,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyODM3NSIsInMiOiJpRHI2WXlwMjhSRzVrZVlFalY2OXF3In0.7se_q6P1e_8KC-2KTHq-bZF4U5KCukAxn7PhNgmiJ7c,55747.66,https://www.adzuna.com/details/5785628375?utm_medium=api&utm_source=abfa41a4,"Benefits: Flexible schedule Signing bonus About the Role: Cornerstone Innovations Healthcare DBA Caring Touch is seeking compassionate and skilled Registered Nurses (RNs) and Licensed Practical Nurses (LPNs) for a PRN contractor position providing in-home care services in Newport News, VA and surrounding areas. This role is ideal for nurses who value flexibility, independence, and delivering high-quality, patient-centered care in a home setting. We are looking for professionals who are reliable…",36.9786,PRN Contract Registered Nurse RN Licensed Practical Nurse LPN,1,5785628375,2026-07-02T11:10:44Z,Adzuna::API::Response::Job,55747.66,-76.4283,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Hampton Roads, Hampton City",Adzuna::API::Response::Location,"['US', 'Virginia', 'Hampton City', 'Hampton Roads']",Cornerstone Innovations Healthcare,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyODQwNiIsInMiOiJpRHI2WXlwMjhSRzVrZVlFalY2OXF3In0.6Tf622IHFWaxsgHnsQ7qvaiUmgEAo-NOmPENy7wU9Ac,39746.45,https://www.adzuna.com/details/5785628406?utm_medium=api&utm_source=abfa41a4,"Charge Nurse (RN or LVN) Our Charge Nurse work to ensure that each resident attains or maintains the highest possible level of functioning by providing quality nursing care and by working with the interdisciplinary team to ensure a holistic approach to patient care. Position and Schedule Position: Charge Nurse (RN or LVN) Status: Full-time, Part-time Schedules Available: 6a-6p Full-Time Benefits Very Competitive Pay Generous Paid Time Off (PTO) and Holidays Medical Dental Vision Company-paid li…",32.357886,Charge Nurse - RN or LVN,1,5785628406,2026-07-02T11:10:44Z,Adzuna::API::Response::Job,39746.45,-96.228529,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Seven Points, Kaufman County",Adzuna::API::Response::Location,"['US', 'Texas', 'Kaufman County', 'Seven Points']",ML Healthcare,Adzuna::API::Response::Company,part_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyODM3MSIsInMiOiJpRHI2WXlwMjhSRzVrZVlFalY2OXF3In0.ZpcNMddtpsUJh2QjhAnd4sgvIPbpD76kjF-WHNMG1jE,67803.86,https://www.adzuna.com/details/5785628371?utm_medium=api&utm_source=abfa41a4,"Registered Nurse (RN), Intensive Care Unit (ICU) Job Type: Part-Time | Nights Schedule: 2x12 per week; 7p-7a; 1 weekend shift every 6 weeks Your experience matters Highpoint Health Winchester with Ascension Saint Thomas is part of Lifepoint Health, a diversified healthcare delivery network with facilities coast to coast. We are driven by a profound commitment to prioritize your well-being so you can provide exceptional care to others. As a ICU RN joining our team, you're embracing a vital missi…",35.19062,Registered Nurse (RN) Intensive Care Unit (ICU),1,5785628371,2026-07-02T11:10:44Z,Adzuna::API::Response::Job,67803.86,-86.12566,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Winchester, Franklin County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'Franklin County', 'Winchester']",LifePoint Health,Adzuna::API::Response::Company,part_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaURyNll5cDI4Ukc1a2VZRWpWNjlxdyIsImkiOiI1Nzg1NjI4MzQ3In0.HEilmjB0hT74A61DvfoOibefe9-2a7K36xjJSQEfVyQ,127988.41,https://www.adzuna.com/details/5785628347?utm_medium=api&utm_source=abfa41a4,"Regional Chief Nursing Officer Career Opportunity Candidate must reside in CA, AZ, NM, CO, ID, NV, UT, or another Western state. Honored and esteemed for your Chief Nursing Officer expertise Are you seeking a transformative nursing leadership opportunity that feels close to home and heart? Encompass Health invites you to step into the role of Regional Chief Nursing Officer at one of our 150 in-patient rehabilitation hospitals, where we redefine the meaning of a fulfilling career. In our dynamic…",33.5277,Regional Chief Nursing Officer,1,5785628347,2026-07-02T11:10:44Z,Adzuna::API::Response::Job,127988.41,-86.7992,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Birmingham, Jefferson County",Adzuna::API::Response::Location,"['US', 'Alabama', 'Jefferson County', 'Birmingham']",HealthSouth,Adzuna::API::Response::Company,part_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyODM4MSIsInMiOiJpRHI2WXlwMjhSRzVrZVlFalY2OXF3In0.RTf-6veF09jCjOyfjtxn3qGgTltHHYpECClFvHzsyz8,54837.86,https://www.adzuna.com/details/5785628381?utm_medium=api&utm_source=abfa41a4,"Registered Nurse (Cardiac Progressive Care) Concentric is currently seeking candidates in Registered Nurse profession with focus in Registered Nurse (Cardiac Progressive Care) for a 13 week contract in the Columbus, OH area. Concentric is a premier staffing firm dedicated to matching outstanding talent with exceptional opportunities. Our commitment to excellence and our consultative approach has helped us become a premier leader in the staffing industry. Minimum Requirements: 1 year full time R…",40.041105,"TH VMS Balde, Housseinatou RN CPCU MCE",1,5785628381,2026-07-02T11:10:44Z,Adzuna::API::Response::Job,54837.86,-82.965488,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Minerva Park, Franklin County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Franklin County', 'Minerva Park']",Concentric Healthcare,Adzuna::API::Response::Company,full_time,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaURyNll5cDI4Ukc1a2VZRWpWNjlxdyIsImkiOiI1Nzg1NjI4MzU2In0.oAILnJpUJlkW2CTWPg7QnCJ7WT8Oksk4N8q9vZ05_1M,0.0,https://www.adzuna.com/details/5785628356?utm_medium=api&utm_source=abfa41a4,"GHR Healthcare - Travel is seeking a travel Physical Therapist for a travel job in Tampa, Florida. Job Description & Requirements Specialty: Physical Therapist Discipline: Therapy Start Date: ASAP Duration: 13 weeks 40 hours per week Shift: 8 hours Employment Type: Travel Looking for a great Travel Physical Therapist Job in Tampa, Florida? GHR Healthcare - Travel posted this Travel Therapy Job that offers 40 hours a week for 13 weeks in Tampa, Florida. Vivian Health provides transparent Travel …",28.1164,"Travel Physical Therapist - $2,520 per week",0,5785628356,2026-07-02T11:10:44Z,Adzuna::API::Response::Job,131040.0,-82.36277,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Tampa Palms, Hillsborough County",Adzuna::API::Response::Location,"['US', 'Florida', 'Hillsborough County', 'Tampa Palms']",Vivian Health,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaURyNll5cDI4Ukc1a2VZRWpWNjlxdyIsImkiOiI1Nzg1NjI4MzkzIn0.al08rB3z1duiz_CZemwN7eiT_DYWjdaNpy-S5R3EvHM,0.0,https://www.adzuna.com/details/5785628393?utm_medium=api&utm_source=abfa41a4,"ALOIS Healthcare is seeking a travel nurse RN Med Surg / Telemetry for a travel nursing job in Lafayette, Louisiana. Job Description & Requirements Specialty: Med Surg / Telemetry Discipline: RN Start Date: 07/20/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Monitoring, interpreting, and recording data from specialized medical technologies and equipment. Administering medication and performing treatment interventions in consultation with healthcare sp…",30.2259,"Travel Nurse RN - Med Surg / Telemetry - $2,191 per week",0,5785628393,2026-07-02T11:10:44Z,Adzuna::API::Response::Job,113932.0,-92.0218,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Lafayette, Lafayette Parish",Adzuna::API::Response::Location,"['US', 'Louisiana', 'Lafayette Parish', 'Lafayette']",ALOIS Healthcare,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyODM1OSIsInMiOiJpRHI2WXlwMjhSRzVrZVlFalY2OXF3In0.blWNvo4VhMpawxUdiI6q4Cj2XcKIKZE6of8fPdUmRJE,52299.66,https://www.adzuna.com/details/5785628359?utm_medium=api&utm_source=abfa41a4,"Overview At Community First Solutions , we focus on the person-not just the task. We are seeking a compassionate, hands-on Nursing Leader (RN) to join our team. This leader will work alongside our caregivers and nurses, providing direct bedside care while guiding, mentoring, and supporting the team to achieve shared goals. This is a highly visible leadership role where you'll lead by example-not from behind a desk. You'll provide real-time coaching, foster accountability, and help create a coll…",39.40152,"Skilled Care Nurse Manager, RN PRN",1,5785628359,2026-07-02T11:10:44Z,Adzuna::API::Response::Job,52299.66,-84.6168,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Millville, Butler County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Butler County', 'Millville']",Community First Solutions,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyODM4MyIsInMiOiJpRHI2WXlwMjhSRzVrZVlFalY2OXF3In0.wY4bWKrcxqm1Lb3e2LObzDws6MJIYeZy5bt5pYoRYf4,45089.6,https://www.adzuna.com/details/5785628383?utm_medium=api&utm_source=abfa41a4,"Overview Dialysis Clinic, Inc. is recruiting top talent interested in supporting our nonprofit mission to prioritize individualized care for patients facing chronic kidney disease. Our mission states ""the care of the patient is our reason for existence,"" and our dedicated team embodies our sole purpose during every patient interaction. We seek motivated, compassionate individuals to provide top-notch patient care. DCI offers paid training, competitive pay, outstanding benefits, weekends off and…",34.925188,Dialysis Home Therapies Nurse (RN),1,5785628383,2026-07-02T11:10:44Z,Adzuna::API::Response::Job,45089.6,-81.877697,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"White Stone, Spartanburg County",Adzuna::API::Response::Location,"['US', 'South Carolina', 'Spartanburg County', 'White Stone']","DCI Dialysis Clinic, Inc",Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaURyNll5cDI4Ukc1a2VZRWpWNjlxdyIsImkiOiI1Nzg1NjI4Mzk1In0.YFa9zMym02ORqyI5AtYW9_mxM544h1Q4c_mlOMvupDE,101022.93,https://www.adzuna.com/details/5785628395?utm_medium=api&utm_source=abfa41a4,"Visual Manager - Valley Fair Santa Clara, California, United States Mindful movement. It's at the core of why we do what we do at ALO—it's our calling. Because mindful movement in the studio leads to better living. It changes who yogis are off the mat, making their lives and their communities better. That's the real meaning of studio-to-street: taking the consciousness from practice on the mat and putting it into practice in life. Role Objective The Visual Manager is a member of the store leade…",37.34901,Visual Manager - Valley Fair,1,5785628395,2026-07-02T11:10:44Z,Adzuna::API::Response::Job,101022.93,-121.93915,Retail Jobs,Adzuna::API::Response::Category,retail-jobs,"Santa Clara, Santa Clara County",Adzuna::API::Response::Location,"['US', 'California', 'Santa Clara County', 'Santa Clara']",ALO Yoga,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaURyNll5cDI4Ukc1a2VZRWpWNjlxdyIsImkiOiI1Nzg1NjI4MzYyIn0.U-XvghN9lEB38awQXw_nVcs2ldIinRLK_X4rAaYd2pI,140818.95,https://www.adzuna.com/details/5785628362?utm_medium=api&utm_source=abfa41a4,"Nurse Practitioner Or Physician Assistant ECU Health Physicians and ECU Health Cancer Care, located in Greenville, North Carolina, are seeking a Nurse Practitioner or Physician Assistant to join their established cancer program. The successful candidate will provide outpatient clinical care in a multidisciplinary clinic for thoracic, head & neck, and GI/GU oncology patients. Applicants with oncology experience are preferred. ECU Health Cancer Care is the largest provider of oncology services in…",35.614893,NP - Hematology,1,5785628362,2026-07-02T11:10:44Z,Adzuna::API::Response::Job,140818.95,-77.402804,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Greenville, Pitt County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Pitt County', 'Greenville']",StaffDNA,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYyODM0NCIsInMiOiJpRHI2WXlwMjhSRzVrZVlFalY2OXF3In0.TGdAZlaIU0Cetf_Fbv3zfK6Yfi_hNhSE2FS2L6KV_2w,149135.0,https://www.adzuna.com/details/5785628344?utm_medium=api&utm_source=abfa41a4,"Per Diem Nurse Opportunity Entrust your career to HealthTrust! At HealthTrust, we believe that healthcare is not defined by the four walls in which it is practiced. It's defined by its people. We pride ourselves on crafting opportunities which expand skill sets, broaden career horizons, provide economic stability, and cultivate personal growth. Our partnering hospital is seeking a highly skilled nurse to join their team as a per diem partner. The successful candidate will be responsible for mak…",35.200393,Registered Nurse (RN) - Intensive Care Unit (ICU) - Per Diem,1,5785628344,2026-07-02T11:10:44Z,Adzuna::API::Response::Job,149135.0,-82.736926,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Brevard, Transylvania County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Transylvania County', 'Brevard']",HealthTrust Workforce Solutions,Adzuna::API::Response::Company,,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaURyNll5cDI4Ukc1a2VZRWpWNjlxdyIsImkiOiI1Nzg1NjI4MzU4In0.NAOhdc8qDAf2AHLKITVB5m62VcTgjhvN-GjzqIYQZSU,393540.53,https://www.adzuna.com/details/5785628358?utm_medium=api&utm_source=abfa41a4,"Board-Certified Emergency Medicine Physicians Imagine helping patients receive high-quality care without leaving their homes. At DrHouse, we are building a new model of virtual healthcare that is fast, accessible, and centered on both patient and provider experience. DrHouse is seeking board-certified Emergency Medicine physicians to join our growing telemedicine team. This is a telehealth position open to physicians licensed in Massachusetts (MA). Providers may reside anywhere in the state, in…",42.34,"Physician, Emergency Medicine - Telemedicine Opportunity - DrHouse",1,5785628358,2026-07-02T11:10:44Z,Adzuna::API::Response::Job,393540.53,-71.05,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"South Boston, Suffolk County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Suffolk County', 'South Boston']",Dr House LLC,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaURyNll5cDI4Ukc1a2VZRWpWNjlxdyIsImkiOiI1Nzg1NjI4Mzk0In0.DIfV0UtlBLyHZj3UMKp8F-oO1YmS16EAdEfcZ3G3eKw,95067.66,https://www.adzuna.com/details/5785628394?utm_medium=api&utm_source=abfa41a4,"Job Type: Per Diem, days Location: Taunton, MA Program Type: Adult Crisis Unit; Voluntary Inpatient Treatment Pay Range: $36-$40 / hour Job Level: Associate (min. 1 year experience) License: Unrestricted Massachusetts LPN License Program(s): Adult Community Crisis Stabilization At Community Counseling of Bristol County (CCBC), we are building an amazing team of professionals who are changing the way mental health is treated in Southeastern Massachusetts. You can find us in schools, homes, the c…",41.904921,Crisis Stabilization Unit LPN,1,5785628394,2026-07-02T11:10:44Z,Adzuna::API::Response::Job,95067.66,-71.102687,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Taunton, Bristol County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Bristol County', 'Taunton']",Community Counseling of Bristol County,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaURyNll5cDI4Ukc1a2VZRWpWNjlxdyIsImkiOiI1Nzg1NjI4MzUyIn0.E2fnPysQJzaSWhRy8R37MwiETqT9fjkznFew7UagOKc,69323.27,https://www.adzuna.com/details/5785628352?utm_medium=api&utm_source=abfa41a4,"Job Search Results Certified Since 2011 We use cookies and similar technologies to analyze site usage and improve your experience. To learn more about these technologies and how we use them, please see our Privacy Policy. To opt-out, select ""Opt Out"" in this banner. By closing this banner or clicking ""Accept"" you consent to the use of these technologies as described in our Privacy Policy. PrismHR Sitemap Terms of Use Privacy Policy Cookie Policy EEO Code of Conduct E-Verify © 2004–2026 Soliant …",39.64447,"Travel Registered Nurse IR - Englewood, Colorado",1,5785628352,2026-07-02T11:10:44Z,Adzuna::API::Response::Job,69323.27,-104.98388,Other/General Jobs,Adzuna::API::Response::Category,other-general-jobs,"Cherry Hills, Arapahoe County",Adzuna::API::Response::Location,"['US', 'Colorado', 'Arapahoe County', 'Cherry Hills']",Soliant Health,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaURyNll5cDI4Ukc1a2VZRWpWNjlxdyIsImkiOiI1Nzg1NjI4MjkxIn0.8eVFgQTsEuhRCnBrY1-kq7m-AkdHTuJTHN7Sti4n-ek,13473.91,https://www.adzuna.com/details/5785628291?utm_medium=api&utm_source=abfa41a4,"Travel RN Opportunity Join the Medical Talent Team! Join our dynamic team and embark on a rewarding journey with us! We are Joint Commission certified and known for our commitment to excellence and ethical practices in the industry. Offering some of the most competitive pay packages available, we prioritize the well-being and flexibility of our travelers. As a Traveler with Medical Talent, you’ll have the opportunity to work in diverse settings, expand your skill set, and make a difference in t…",39.7427,RN - OR,1,5785628291,2026-07-02T11:10:43Z,Adzuna::API::Response::Job,13473.91,-104.9813,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Glendale, Denver",Adzuna::API::Response::Location,"['US', 'Colorado', 'Denver', 'Glendale']",Medical talent,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaURyNll5cDI4Ukc1a2VZRWpWNjlxdyIsImkiOiI1Nzg1NjI4Mjc5In0.AbmJqBT3WCw9DUbq3pxQaCKVxuMCWCAlwKtlf46PYPc,58304.77,https://www.adzuna.com/details/5785628279?utm_medium=api&utm_source=abfa41a4,"Nurse Extern Nurse Extern Career Opportunity Designed for nursing students who have completed their first term in an accredited RN or LPN program and are looking to gain hands-on patient care experience. We are looking for Nursing students attending local schools and interested in working as a Nurse Assistant to gain clinical experience by learning basic nursing procedures, interacting with healthcare professionals & provide patient care under the direction of an RN. Orientation period- August …",40.310652,"Registered Nurse (RN) - Nurse Extern in Colts Neck, NJ",1,5785628279,2026-07-02T11:10:43Z,Adzuna::API::Response::Job,58304.77,-74.181466,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Vanderburg, Monmouth County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Monmouth County', 'Vanderburg']",Vivian Health,Adzuna::API::Response::Company,part_time,
