salary_max,description,__CLASS__,title,salary_is_predicted,salary_min,id,adref,latitude,redirect_url,created,longitude,location.display_name,location.area,location.__CLASS__,company.__CLASS__,company.display_name,category.__CLASS__,category.tag,category.label,contract_time,contract_type
314206.72,"Amazing Patients, Inspiring Careers: CRNA Certified Registered Nurse Anesthetist - CRNA - NYP/The One NewYork-Presbyterian is excited to expand our mission of delivering the highest quality care to Westchester County and surrounding communities. NYP/The One is a state-of-the-art ambulatory care facility at 1111 Westchester Avenue in White Plains, a center designed to set new standards in patient experience, convenience, and quality care. Led by top Columbia doctors, this multi-disciplinary faci…",Adzuna::API::Response::Job,CRNA,1,314206.72,5676003593,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NjAwMzU5MyIsInMiOiJJcmRQYU1NbThSR3EwcVFJdnVNaExBIn0.NUKdOqRKwTI-3QQ7i1aekketdPSAh7HghUZnk70O--8,41.70132,https://www.adzuna.com/land/ad/5676003593?se=IrdPaMMm8RGq0qQIvuMhLA&utm_medium=api&utm_source=abfa41a4&v=BA2877E1DADC9D873F07D5452772DD56BBAF2D91,2026-03-23T09:30:52Z,-71.1555,"Somerset, Bristol County","['US', 'Massachusetts', 'Bristol County', 'Somerset']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,NewYork-Presbyterian,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,full_time,
208313.5,"Amazing Patients, Inspiring Careers: CRNA Certified Registered Nurse Anesthetist - CRNA - NYP/The One NewYork-Presbyterian is excited to expand our mission of delivering the highest quality care to Westchester County and surrounding communities. NYP/The One is a state-of-the-art ambulatory care facility at 1111 Westchester Avenue in White Plains, a center designed to set new standards in patient experience, convenience, and quality care. Led by top Columbia doctors, this multi-disciplinary faci…",Adzuna::API::Response::Job,Certified Registered Nurse Anesthetist,1,208313.5,5676003613,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NjAwMzYxMyIsInMiOiJJcmRQYU1NbThSR3EwcVFJdnVNaExBIn0.ILIP67ySx4ye7xmhcQfnMJ6L-xHupqyluMdbdfX1Es0,30.443,https://www.adzuna.com/land/ad/5676003613?se=IrdPaMMm8RGq0qQIvuMhLA&utm_medium=api&utm_source=abfa41a4&v=4960CDA6548499307F4D0EC204AB4ED87AFA493C,2026-03-23T09:30:52Z,-84.2838,"Tallahassee, Leon County","['US', 'Florida', 'Leon County', 'Tallahassee']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,NewYork-Presbyterian,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,full_time,
311930.47,"Amazing Patients, Inspiring Careers: CRNAs at NY's Top Hospital Certified Registered Nurse Anesthetist - CRNA - Columbia University Irving Medical Center - SIGN ON BONUS AVAILABLE At NewYork-Presbyterian Hospital, Certified Registered Nurse Anesthetists (CRNAs) deliver incredible care that is unseen anywhere else in the world. Our team of CRNAs at Columbia University Irving Medical Center provides patient-centered anesthesia for all types of surgical procedures, including cardiac, vascular, neu…",Adzuna::API::Response::Job,Certified Registered Nurse Anesthetist,1,311930.47,5676003588,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXJkUGFNTW04UkdxMHFRSXZ1TWhMQSIsImkiOiI1Njc2MDAzNTg4In0.r8w9mmlMW5AE-0_za2UKMf2MXurlNyp-mjRnJ6CAXK8,40.71453,https://www.adzuna.com/land/ad/5676003588?se=IrdPaMMm8RGq0qQIvuMhLA&utm_medium=api&utm_source=abfa41a4&v=1F85E4488F78E809437F511E3AC41EA3B00BB9E3,2026-03-23T09:30:52Z,-74.00869,"Church Street, Manhattan","['US', 'New York', 'New York City', 'Manhattan', 'Church Street']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,NewYork-Presbyterian,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,,
317829.25,"Amazing Patients, Inspiring Careers: CRNA Certified Registered Nurse Anesthetist - CRNA - NYP/The One NewYork-Presbyterian is excited to expand our mission of delivering the highest quality care to Westchester County and surrounding communities. NYP/The One is a state-of-the-art ambulatory care facility at 1111 Westchester Avenue in White Plains, a center designed to set new standards in patient experience, convenience, and quality care. Led by top Columbia doctors, this multi-disciplinary faci…",Adzuna::API::Response::Job,Certified Registered Nurse Anesthetist - CRNA - NYP-The One,1,317829.25,5676003612,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXJkUGFNTW04UkdxMHFRSXZ1TWhMQSIsImkiOiI1Njc2MDAzNjEyIn0.nwLQ3natSanAeA0a9Wd6hZIkqBVQTO1VShTv5uBVR0Y,41.82678,https://www.adzuna.com/land/ad/5676003612?se=IrdPaMMm8RGq0qQIvuMhLA&utm_medium=api&utm_source=abfa41a4&v=0B5874EF62FF6244231A587AA24D21723E7A98A6,2026-03-23T09:30:52Z,-71.51652,"Johnston, Providence County","['US', 'Rhode Island', 'Providence County', 'Johnston']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,NewYork-Presbyterian,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,full_time,
321318.22,"Amazing Patients, Inspiring Careers Certified Registered Nurse Anesthetist - CRNA - Weill Cornell Medical Center - SIGN ON BONUS AVAILABLE At New York-Presbyterian Hospital, Certified Registered Nurse Anesthetists (CRNAs) deliver incredible care that is unseen anywhere else in the world. Our team of CRNAs at Weill Cornell provide patient-centered anesthesia for all types of surgical procedures, including cardiac, vascular, neurosurgery, pediatrics and obstetrics. Nurse Anesthetists administer g…",Adzuna::API::Response::Job,Certified Registered Nurse Anesthetist,1,321318.22,5676003585,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXJkUGFNTW04UkdxMHFRSXZ1TWhMQSIsImkiOiI1Njc2MDAzNTg1In0.b2jR0bUMFO6Yyglq50Lx14bq27q3UHrLb8WTYZsLxPY,41.110875,https://www.adzuna.com/land/ad/5676003585?se=IrdPaMMm8RGq0qQIvuMhLA&utm_medium=api&utm_source=abfa41a4&v=79D9DA5AB793B3AC998D67653AB6FD78184F4852,2026-03-23T09:30:52Z,-73.421475,"South Norwalk, Fairfield County","['US', 'Connecticut', 'Fairfield County', 'South Norwalk']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,NewYork-Presbyterian,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,full_time,
423768.1,"Amazing Patients, Inspiring Careers: CRNAs at NY's Top Hospital Certified Registered Nurse Anesthetist - CRNA - Columbia University Irving Medical Center - SIGN ON BONUS AVAILABLE At NewYork-Presbyterian Hospital, Certified Registered Nurse Anesthetists (CRNAs) deliver incredible care that is unseen anywhere else in the world. Our team of CRNAs at Columbia University Irving Medical Center provides patient-centered anesthesia for all types of surgical procedures, including cardiac, vascular, neu…",Adzuna::API::Response::Job,CRNA,1,423768.1,5676003591,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXJkUGFNTW04UkdxMHFRSXZ1TWhMQSIsImkiOiI1Njc2MDAzNTkxIn0.xJuynQ37rrqueHkPZvkF7-Y8lVxGmKL4tulQJTThcIY,40.765016,https://www.adzuna.com/land/ad/5676003591?se=IrdPaMMm8RGq0qQIvuMhLA&utm_medium=api&utm_source=abfa41a4&v=C5F3BFF14CCDC19694402C998995FBC52AF46B1A,2026-03-23T09:30:52Z,-74.034772,"Summit Avenue, Hudson County","['US', 'New Jersey', 'Hudson County', 'Summit Avenue']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,NewYork-Presbyterian,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,,
270692.7,"Amazing Patients, Inspiring Careers Certified Registered Nurse Anesthetist - CRNA- NewYork-Presbyterian/Lower Manhattan Hospital Transform your career as a Certified Registered Nurse Anesthetist (CRNA) at NewYork-Presbyterian/Lower Manhattan Hospital, the singular source of advanced care and caring for the 600,000 New Yorkers who live and work south of 14th Street. Here, our Certified Registered Nurse Anesthetists' are the voice of the patient. Our CRNAs, administers, monitors and manages patie…",Adzuna::API::Response::Job,Certified Registered Nurse Anesthetist - CRNA- NewYork-Presbyterian-Lower Manhattan Hospital,1,270692.7,5676003616,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NjAwMzYxNiIsInMiOiJJcmRQYU1NbThSR3EwcVFJdnVNaExBIn0.tfXJ5fNprfqdAraXAa0bsiySsoKUN60w8wsiQMX3hXc,41.411193,https://www.adzuna.com/land/ad/5676003616?se=IrdPaMMm8RGq0qQIvuMhLA&utm_medium=api&utm_source=abfa41a4&v=B0A9917AF2B9057D9560BC58F53DD34F8AA0FB3D,2026-03-23T09:30:52Z,-75.664541,"Scranton, Lackawanna County","['US', 'Pennsylvania', 'Lackawanna County', 'Scranton']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,NewYork-Presbyterian,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,full_time,
450540.72,"Amazing Patients, Inspiring Careers Certified Registered Nurse Anesthetist - CRNA -NYP/Queens- SIGN ON BONUS AVAILABLE At New York-Presbyterian Queens Hospital, Certified Registered Nurse Anesthetists (CRNAs) deliver incredible care that is unseen anywhere else in the world. Our team of CRNAs provide patient-centered anesthesia for all types of surgical procedures. You'll work with the brightest minds in healthcare to make tomorrow better for countless patients. It's the kind of nurse anesthesi…",Adzuna::API::Response::Job,Certified Registered Nurse Anesthetist - CRNA - NYP-Queens- SIGN ON BONUS AVAILABLE,1,450540.72,5676003587,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXJkUGFNTW04UkdxMHFRSXZ1TWhMQSIsImkiOiI1Njc2MDAzNTg3In0.JgVh7pOxHiHumYCzvz0qnuBzFNe0pZjJsWHs2rMiZlY,42.25098,https://www.adzuna.com/land/ad/5676003587?se=IrdPaMMm8RGq0qQIvuMhLA&utm_medium=api&utm_source=abfa41a4&v=9ADF90E9D51F918590F7E3A14C8D1565DEB4783D,2026-03-23T09:30:52Z,-71.00232,"Quincy, Norfolk County","['US', 'Massachusetts', 'Norfolk County', 'Quincy']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,NewYork-Presbyterian,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,,
188403.16,"Amazing Patients, Inspiring Careers Certified Registered Nurse Anesthetist - CRNA- NewYork-Presbyterian/Lower Manhattan Hospital Transform your career as a Certified Registered Nurse Anesthetist (CRNA) at NewYork-Presbyterian/Lower Manhattan Hospital, the singular source of advanced care and caring for the 600,000 New Yorkers who live and work south of 14th Street. Here, our Certified Registered Nurse Anesthetists' are the voice of the patient. Our CRNAs, administers, monitors and manages patie…",Adzuna::API::Response::Job,CRNA,1,188403.16,5676003600,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXJkUGFNTW04UkdxMHFRSXZ1TWhMQSIsImkiOiI1Njc2MDAzNjAwIn0.EOQuWXTMCAfJBQSJl5BoliTZ1EonVNPzPo6WXZIzR8U,41.490461,https://www.adzuna.com/land/ad/5676003600?se=IrdPaMMm8RGq0qQIvuMhLA&utm_medium=api&utm_source=abfa41a4&v=6736507914B7B5B97BE6BA6F48F366454CB221C0,2026-03-23T09:30:52Z,-71.310638,"Newport, Newport County","['US', 'Rhode Island', 'Newport County', 'Newport']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,NewYork-Presbyterian,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,full_time,
371555.22,"Amazing Patients, Inspiring Careers: CRNAs at NY's Top Hospital Certified Registered Nurse Anesthetist - CRNA - Columbia University Irving Medical Center - SIGN ON BONUS AVAILABLE At NewYork-Presbyterian Hospital, Certified Registered Nurse Anesthetists (CRNAs) deliver incredible care that is unseen anywhere else in the world. Our team of CRNAs at Columbia University Irving Medical Center provides patient-centered anesthesia for all types of surgical procedures, including cardiac, vascular, neu…",Adzuna::API::Response::Job,Certified Registered Nurse Anesthetist - CRNA - Columbia University Irving Medical Center - SIGN ON BONUS AVAILABLE,1,371555.22,5676003618,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXJkUGFNTW04UkdxMHFRSXZ1TWhMQSIsImkiOiI1Njc2MDAzNjE4In0.7FUXWjxAUW1f81N31q51CUC55hfAoemiHnTjNbaWshk,41.411193,https://www.adzuna.com/land/ad/5676003618?se=IrdPaMMm8RGq0qQIvuMhLA&utm_medium=api&utm_source=abfa41a4&v=5919DF1C79D87E5A358B33624F0F46043E9F3F63,2026-03-23T09:30:52Z,-75.664541,"Scranton, Lackawanna County","['US', 'Pennsylvania', 'Lackawanna County', 'Scranton']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,NewYork-Presbyterian,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,,
469327.6,"Amazing Patients, Inspiring Careers Certified Registered Nurse Anesthetist - CRNA - Weill Cornell Medical Center - SIGN ON BONUS AVAILABLE At New York-Presbyterian Hospital, Certified Registered Nurse Anesthetists (CRNAs) deliver incredible care that is unseen anywhere else in the world. Our team of CRNAs at Weill Cornell provide patient-centered anesthesia for all types of surgical procedures, including cardiac, vascular, neurosurgery, pediatrics and obstetrics. Nurse Anesthetists administer g…",Adzuna::API::Response::Job,CRNA,1,469327.6,5676003599,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXJkUGFNTW04UkdxMHFRSXZ1TWhMQSIsImkiOiI1Njc2MDAzNTk5In0.6ccZNBQhH20hL34LqB9E4ccz0b4_bdBVBZSc4SrlsoQ,39.907309,https://www.adzuna.com/land/ad/5676003599?se=IrdPaMMm8RGq0qQIvuMhLA&utm_medium=api&utm_source=abfa41a4&v=A217F84770E5417D1CC61B5AFA0D333792F20BC2,2026-03-23T09:30:52Z,-75.004004,"Ellisburg, Camden County","['US', 'New Jersey', 'Camden County', 'Ellisburg']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,NewYork-Presbyterian,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,full_time,
552579.2,"Amazing Patients, Inspiring Careers: CRNAs at NY's Top Hospital Certified Registered Nurse Anesthetist - CRNA - Columbia University Irving Medical Center - SIGN ON BONUS AVAILABLE At NewYork-Presbyterian Hospital, Certified Registered Nurse Anesthetists (CRNAs) deliver incredible care that is unseen anywhere else in the world. Our team of CRNAs at Columbia University Irving Medical Center provides patient-centered anesthesia for all types of surgical procedures, including cardiac, vascular, neu…",Adzuna::API::Response::Job,CRNA,1,552579.2,5676003610,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXJkUGFNTW04UkdxMHFRSXZ1TWhMQSIsImkiOiI1Njc2MDAzNjEwIn0.QZd4cL_7SFh98_bEF7TuxovYRZ7nZjEuCQ97aMKQcTM,41.77626,https://www.adzuna.com/land/ad/5676003610?se=IrdPaMMm8RGq0qQIvuMhLA&utm_medium=api&utm_source=abfa41a4&v=E4D4343D30878DB55DA1605DCE01D494DD2A3FCE,2026-03-23T09:30:52Z,-71.43366,"Cranston, Providence County","['US', 'Rhode Island', 'Providence County', 'Cranston']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,NewYork-Presbyterian,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,,
420011.4,"Amazing Patients, Inspiring Careers: CRNAs at NY's Top Hospital Certified Registered Nurse Anesthetist - CRNA - Columbia University Irving Medical Center - SIGN ON BONUS AVAILABLE At NewYork-Presbyterian Hospital, Certified Registered Nurse Anesthetists (CRNAs) deliver incredible care that is unseen anywhere else in the world. Our team of CRNAs at Columbia University Irving Medical Center provides patient-centered anesthesia for all types of surgical procedures, including cardiac, vascular, neu…",Adzuna::API::Response::Job,CRNA,1,420011.4,5676003592,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXJkUGFNTW04UkdxMHFRSXZ1TWhMQSIsImkiOiI1Njc2MDAzNTkyIn0.DPfSmf8pPKRzghEwD1NscyXt9TxoYeEYOapSrk8b_Tc,40.70076,https://www.adzuna.com/land/ad/5676003592?se=IrdPaMMm8RGq0qQIvuMhLA&utm_medium=api&utm_source=abfa41a4&v=C9FDF14D04C4DC4E31B69C167E72E8CEDC11C0D0,2026-03-23T09:30:52Z,-73.79969,"Borough Hall, Queens","['US', 'New York', 'New York City', 'Queens', 'Borough Hall']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,NewYork-Presbyterian,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,,
487059.62,"Amazing Patients, Inspiring Careers Certified Registered Nurse Anesthetist - CRNA -NYP/Queens- SIGN ON BONUS AVAILABLE At New York-Presbyterian Queens Hospital, Certified Registered Nurse Anesthetists (CRNAs) deliver incredible care that is unseen anywhere else in the world. Our team of CRNAs provide patient-centered anesthesia for all types of surgical procedures. You'll work with the brightest minds in healthcare to make tomorrow better for countless patients. It's the kind of nurse anesthesi…",Adzuna::API::Response::Job,CRNA,1,487059.62,5676003615,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXJkUGFNTW04UkdxMHFRSXZ1TWhMQSIsImkiOiI1Njc2MDAzNjE1In0.jDmZ6jPX5ZoZw0WOG2lWEgoOCx0XVS6lSuS6EC1AOgU,41.246923,https://www.adzuna.com/land/ad/5676003615?se=IrdPaMMm8RGq0qQIvuMhLA&utm_medium=api&utm_source=abfa41a4&v=0158B9BF3E64DEF1DF8ED77D62F3F1058EE99B58,2026-03-23T09:30:52Z,-75.886603,"City of Wilkes Barre, Luzerne County","['US', 'Pennsylvania', 'Luzerne County', 'City of Wilkes Barre']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,NewYork-Presbyterian,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,,
461871.6,"Amazing Patients, Inspiring Careers Certified Registered Nurse Anesthetist - CRNA -NYP/Queens- SIGN ON BONUS AVAILABLE At New York-Presbyterian Queens Hospital, Certified Registered Nurse Anesthetists (CRNAs) deliver incredible care that is unseen anywhere else in the world. Our team of CRNAs provide patient-centered anesthesia for all types of surgical procedures. You'll work with the brightest minds in healthcare to make tomorrow better for countless patients. It's the kind of nurse anesthesi…",Adzuna::API::Response::Job,Certified Registered Nurse Anesthetist - CRNA - NYP-Queens- SIGN ON BONUS AVAILABLE,1,461871.6,5676003625,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXJkUGFNTW04UkdxMHFRSXZ1TWhMQSIsImkiOiI1Njc2MDAzNjI1In0.2zXQ6kVci9FZz1nTHVqyXFBJ-WAdtEIFKH2_b5a-NpM,41.82678,https://www.adzuna.com/land/ad/5676003625?se=IrdPaMMm8RGq0qQIvuMhLA&utm_medium=api&utm_source=abfa41a4&v=E5205C96C45B7109BB5A10947A9467DFDC46D786,2026-03-23T09:30:52Z,-71.51652,"Johnston, Providence County","['US', 'Rhode Island', 'Providence County', 'Johnston']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,NewYork-Presbyterian,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,,
456749.28,"Amazing Patients, Inspiring Careers Certified Registered Nurse Anesthetist - CRNA - Weill Cornell Medical Center - SIGN ON BONUS AVAILABLE At New York-Presbyterian Hospital, Certified Registered Nurse Anesthetists (CRNAs) deliver incredible care that is unseen anywhere else in the world. Our team of CRNAs at Weill Cornell provide patient-centered anesthesia for all types of surgical procedures, including cardiac, vascular, neurosurgery, pediatrics and obstetrics. Nurse Anesthetists administer g…",Adzuna::API::Response::Job,CRNA,1,456749.28,5676003621,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NjAwMzYyMSIsInMiOiJJcmRQYU1NbThSR3EwcVFJdnVNaExBIn0.BhfqLGXpTSgCVzcRm4td-wstbYiJioqjNISGYkpvxfg,40.4406,https://www.adzuna.com/land/ad/5676003621?se=IrdPaMMm8RGq0qQIvuMhLA&utm_medium=api&utm_source=abfa41a4&v=239137AAD6901564D100694B7A62B5C58E1465AE,2026-03-23T09:30:52Z,-79.99878,"Pittsburgh, Allegheny County","['US', 'Pennsylvania', 'Allegheny County', 'Pittsburgh']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,NewYork-Presbyterian,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,full_time,
328631.4,"Amazing Patients, Inspiring Careers Certified Registered Nurse Anesthetist - CRNA - Weill Cornell Medical Center - SIGN ON BONUS AVAILABLE At New York-Presbyterian Hospital, Certified Registered Nurse Anesthetists (CRNAs) deliver incredible care that is unseen anywhere else in the world. Our team of CRNAs at Weill Cornell provide patient-centered anesthesia for all types of surgical procedures, including cardiac, vascular, neurosurgery, pediatrics and obstetrics. Nurse Anesthetists administer g…",Adzuna::API::Response::Job,Certified Registered Nurse Anesthetist,1,328631.4,5676003595,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXJkUGFNTW04UkdxMHFRSXZ1TWhMQSIsImkiOiI1Njc2MDAzNTk1In0.6x8K7ItODfbAd2gw4xYtRPMoqVSF2IAQEnuJEUV-8L8,40.765541,https://www.adzuna.com/land/ad/5676003595?se=IrdPaMMm8RGq0qQIvuMhLA&utm_medium=api&utm_source=abfa41a4&v=25B9F6A556B47151413A3BB5D05D867DCA1CC8DB,2026-03-23T09:30:52Z,-73.981135,"Upper West Side, Manhattan","['US', 'New York', 'New York City', 'Manhattan', 'Upper West Side']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,NewYork-Presbyterian,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,full_time,
465717.44,"Amazing Patients, Inspiring Careers Certified Registered Nurse Anesthetist - CRNA - Weill Cornell Medical Center - SIGN ON BONUS AVAILABLE At New York-Presbyterian Hospital, Certified Registered Nurse Anesthetists (CRNAs) deliver incredible care that is unseen anywhere else in the world. Our team of CRNAs at Weill Cornell provide patient-centered anesthesia for all types of surgical procedures, including cardiac, vascular, neurosurgery, pediatrics and obstetrics. Nurse Anesthetists administer g…",Adzuna::API::Response::Job,CRNA,1,465717.44,5676003605,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXJkUGFNTW04UkdxMHFRSXZ1TWhMQSIsImkiOiI1Njc2MDAzNjA1In0.7abq8FnI19RHpAzy_R1ofbxRz29nFO9393uhMhqU5-k,25.82478,https://www.adzuna.com/land/ad/5676003605?se=IrdPaMMm8RGq0qQIvuMhLA&utm_medium=api&utm_source=abfa41a4&v=4DEA1949AB1361C89E70E666D01CE471F665FEEA,2026-03-23T09:30:52Z,-80.28348,"Miami Springs, Miami-Dade County","['US', 'Florida', 'Miami-Dade County', 'Miami Springs']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,NewYork-Presbyterian,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,full_time,
407982.94,"Amazing Patients, Inspiring Careers: CRNAs at NY's Top Hospital Certified Registered Nurse Anesthetist - CRNA - Columbia University Irving Medical Center - SIGN ON BONUS AVAILABLE At NewYork-Presbyterian Hospital, Certified Registered Nurse Anesthetists (CRNAs) deliver incredible care that is unseen anywhere else in the world. Our team of CRNAs at Columbia University Irving Medical Center provides patient-centered anesthesia for all types of surgical procedures, including cardiac, vascular, neu…",Adzuna::API::Response::Job,CRNA,1,407982.94,5676003617,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NjAwMzYxNyIsInMiOiJJcmRQYU1NbThSR3EwcVFJdnVNaExBIn0.yqih_lnTv96PI32lfE7f79dS2RG57azxyUts8vtFQBE,39.907309,https://www.adzuna.com/land/ad/5676003617?se=IrdPaMMm8RGq0qQIvuMhLA&utm_medium=api&utm_source=abfa41a4&v=69773A38B6C3D9E75516B4944D3EC07A2AAFC0B4,2026-03-23T09:30:52Z,-75.004004,"Ellisburg, Camden County","['US', 'New Jersey', 'Camden County', 'Ellisburg']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,NewYork-Presbyterian,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,,
526718.4,"Amazing Patients, Inspiring Careers Certified Registered Nurse Anesthetist - CRNA - Weill Cornell Medical Center - SIGN ON BONUS AVAILABLE At New York-Presbyterian Hospital, Certified Registered Nurse Anesthetists (CRNAs) deliver incredible care that is unseen anywhere else in the world. Our team of CRNAs at Weill Cornell provide patient-centered anesthesia for all types of surgical procedures, including cardiac, vascular, neurosurgery, pediatrics and obstetrics. Nurse Anesthetists administer g…",Adzuna::API::Response::Job,CRNA,1,526718.4,5676003596,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NjAwMzU5NiIsInMiOiJJcmRQYU1NbThSR3EwcVFJdnVNaExBIn0.EJd5OK6tEJ6RnO9DaxC-Reefk-SPKQkj0LOqROtI_Y8,41.95716,https://www.adzuna.com/land/ad/5676003596?se=IrdPaMMm8RGq0qQIvuMhLA&utm_medium=api&utm_source=abfa41a4&v=D075BAA64813E93BAA77119F96531D22D45F3223,2026-03-23T09:30:52Z,-71.43216,"Cumberland, Providence County","['US', 'Rhode Island', 'Providence County', 'Cumberland']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,NewYork-Presbyterian,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,full_time,
185424.23,"Amazing Patients, Inspiring Careers Certified Registered Nurse Anesthetist - CRNA- NewYork-Presbyterian/Lower Manhattan Hospital Transform your career as a Certified Registered Nurse Anesthetist (CRNA) at NewYork-Presbyterian/Lower Manhattan Hospital, the singular source of advanced care and caring for the 600,000 New Yorkers who live and work south of 14th Street. Here, our Certified Registered Nurse Anesthetists' are the voice of the patient. Our CRNAs, administers, monitors and manages patie…",Adzuna::API::Response::Job,Certified Registered Nurse Anesthetist,1,185424.23,5676003602,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NjAwMzYwMiIsInMiOiJJcmRQYU1NbThSR3EwcVFJdnVNaExBIn0.DDMU6nH-fjrsQtI0rU_HkH27_Ov4GoBq75sZZDjvuSY,40.765016,https://www.adzuna.com/land/ad/5676003602?se=IrdPaMMm8RGq0qQIvuMhLA&utm_medium=api&utm_source=abfa41a4&v=6C41350FFCF810B8893671B85E04C1E0B4BD4EF2,2026-03-23T09:30:52Z,-74.034772,"Summit Avenue, Hudson County","['US', 'New Jersey', 'Hudson County', 'Summit Avenue']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,NewYork-Presbyterian,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,full_time,
272738.25,"Amazing Patients, Inspiring Careers: CRNAs at NY's Top Hospital Certified Registered Nurse Anesthetist - CRNA - Columbia University Irving Medical Center - SIGN ON BONUS AVAILABLE At NewYork-Presbyterian Hospital, Certified Registered Nurse Anesthetists (CRNAs) deliver incredible care that is unseen anywhere else in the world. Our team of CRNAs at Columbia University Irving Medical Center provides patient-centered anesthesia for all types of surgical procedures, including cardiac, vascular, neu…",Adzuna::API::Response::Job,Certified Registered Nurse Anesthetist,1,272738.25,5676003520,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NjAwMzUyMCIsInMiOiJJcmRQYU1NbThSR3EwcVFJdnVNaExBIn0.NWimrfSdYUi3oDIVTFNXsGgBXHtio_oBvp2GjiXCYsw,40.6698,https://www.adzuna.com/land/ad/5676003520?se=IrdPaMMm8RGq0qQIvuMhLA&utm_medium=api&utm_source=abfa41a4&v=7B3212F29EA8877AE8FEDF37D7E6ADB5B8362434,2026-03-23T09:30:51Z,-74.2164,"North Elizabeth, Union County","['US', 'New Jersey', 'Union County', 'North Elizabeth']",Adzuna::API::Response::Location,Adzuna::API::Response::Company,NewYork-Presbyterian,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,,
