adref,created,salary_max,longitude,salary_min,id,description,latitude,redirect_url,title,salary_is_predicted,contract_time,__CLASS__,location.display_name,location.__CLASS__,location.area,company.__CLASS__,company.display_name,category.tag,category.__CLASS__,category.label,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwOTIyOCIsInMiOiJMQmRiQm5KUThSR2hMZmxnYnVLUDdnIn0.MllKT7UwCMjUtjIqmzm-KerqM6W_wjHJuOR6YihME00,2026-05-15T09:22:27Z,160000.0,-118.192571,130000.0,5730409228,"Boos & Associates is recognized for the 8th consecutive year as one of the Fastest Growing Companies in the Central San Joaquin Valley. We are seeking an experienced Assurance Manager to be at the center of our business needs in our Long Beach, CA office. If you're ready to serve clients, grow professionally, help expand our firm, and lead others, consider applying. What you will do: The Exp. Assurance Manager is responsible for supervising, directing, and reviewing the results through the dele…",33.769616,https://www.adzuna.com/land/ad/5730409228?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=3EE757533EC97E9A3879A479BA7E3A9209843218,Assurance Experienced Manager,0,,Adzuna::API::Response::Job,"East Long Beach, Los Angeles County",Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'East Long Beach']",Adzuna::API::Response::Company,Boos & Associates A Professional Corporation,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEJkYkJuSlE4UkdoTGZsZ2J1S1A3ZyIsImkiOiI1NzMwNDA5MjMyIn0.6wsN-Lu4gLKlf4h0DciJIgoTVh0687B7W9D8xTTgY3A,2026-05-15T09:22:27Z,32240.0,-97.749258,31200.0,5730409232,"PJS is hiring Part-Time General Cleaners for one of our buildings located Southwest(360) Austin.Overview: The General Cleaner is responsible for maintaining cleanliness in assigned areas. This includes tasks such as cleaning restrooms, common areas, floors, and removing trash.Responsibilities: Clean and sanitize restrooms, including sinks, toilets, and floors- Clean kitchens, break rooms, and other shared spaces- Sweep, mop, and vacuum floors as needed- Remove trash and recycling and replace li…",30.18793,https://www.adzuna.com/land/ad/5730409232?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=60F67029A7E773CBB377A4CE30F282FB374BE5A5,PT General Cleaner *SOUTHWEST AUSTIN/360*,0,part_time,Adzuna::API::Response::Job,"Bluff Springs, Travis County",Adzuna::API::Response::Location,"['US', 'Texas', 'Travis County', 'Bluff Springs']",Adzuna::API::Response::Company,"PJS of Austin, LLC",domestic-help-cleaning-jobs,Adzuna::API::Response::Category,Domestic help & Cleaning Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwOTIyOSIsInMiOiJMQmRiQm5KUThSR2hMZmxnYnVLUDdnIn0.sUzQaD7KdtYzBtCzQho5AG0bmBe2uPKDcI_wWjv6KIs,2026-05-15T09:22:27Z,63824.8,-77.260113,63824.8,5730409229,"Great American Restaurants is growing. With more than 50 years of hospitality excellence, Great American Restaurants operates an award‑winning collection of 14 restaurants, 3 artisan bakeries, and a BBQ spot across Northern Virginia and Maryland. As we prepare to open 3 new locations in the coming year , our company is entering an exciting chapter of growth. We’re looking for passionate, driven hospitality professionals who want to be the best at what they do—leaders who elevate performance, in…",38.855719,https://www.adzuna.com/land/ad/5730409229?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=8CEF4EBDECDD7495BE19814471052311F825028D,Bakery Manager,1,,Adzuna::API::Response::Job,"Merrifield, Fairfax County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Fairfax County', 'Merrifield']",Adzuna::API::Response::Company,Great American Restaurants,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEJkYkJuSlE4UkdoTGZsZ2J1S1A3ZyIsImkiOiI1NzMwNDA5MjI1In0.JOgdH_6mn4zangchekSAB8LYrEZeB8A0lKx6cxthrRc,2026-05-15T09:22:27Z,68640.0,-72.60642,52000.0,5730409225,"Ondrick Materials & Recycling, LLC specializes in Commercial and Municipal asphalt paving and repairs including sealcoating, asphalt milling, and asphalt paving. The Asphalt Worker will be performing tasks involving physical labor at parking lots and roadways by operating one or several types of maintenance equipment. Compensation details: 25-33 Hourly Wage PIae9956471056-25448-39469747",42.16134,https://www.adzuna.com/land/ad/5730409225?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=9D36289AEEF123D6CC9213ACCFFA1D1929F76CB8,Asphalt Raker,0,,Adzuna::API::Response::Job,"Chicopee, Hampden County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Hampden County', 'Chicopee']",Adzuna::API::Response::Company,"Ondrick Materials & Recycling, LLC",maintenance-jobs,Adzuna::API::Response::Category,Maintenance Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwOTIzOCIsInMiOiJMQmRiQm5KUThSR2hMZmxnYnVLUDdnIn0.Nft5PGZGuANBalwJLv0tryVqUvaVOO0hEZg2SpG9Xy4,2026-05-15T09:22:27Z,116983.08,-131.681912,116983.08,5730409238,"JAG Ketchikan is hiring Project Manager positions. JAG Ketchikan is hiring a Project Manager position. JAG Ketchikan offers a competitive pay structure, with per diem available for qualified applicants. Must be U.S. Citizen or National with clean background for a minimum 10 years and able to pass 10 panel drug screens. Immediate openings Position Description A Project Manager must have extensive experience in both project leadership and in marine and industrial manufacturing trades. · Manage in…",55.366933,https://www.adzuna.com/land/ad/5730409238?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=44193D8BB32D282C9E413A8FD93624C27B760141,Project Manager,1,,Adzuna::API::Response::Job,"Ketchikan, Ketchikan Gateway",Adzuna::API::Response::Location,"['US', 'Alaska', 'Ketchikan Gateway', 'Ketchikan']",Adzuna::API::Response::Company,JAG Marine Group,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEJkYkJuSlE4UkdoTGZsZ2J1S1A3ZyIsImkiOiI1NzMwNDA5MjMwIn0.fLbGrOfJh6_Sk5pqYeQn-ohm3300Dn4qaOHBqFq6xo0,2026-05-15T09:22:27Z,62400.0,-78.649567,37440.0,5730409230,"Company Overview: A.O. Hardee and Son, Inc. is a leading sitework construction company specializing in large-scale projects, including highways and infrastructure development. Our team is dedicated to safety, efficiency, and quality in every project, taking pride in delivering superior results to our clients. Job Summary: The Surveying Assistant will work closely with the Site Surveyor, performing a variety of tasks related to surveying, quality control, and topographical assessments. The ideal…",33.872323,https://www.adzuna.com/land/ad/5730409230?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=4A084A0921E61FF2AA1FDBEA6E39500560C3D19B,Survey Assistant and Quality Control,0,full_time,Adzuna::API::Response::Job,"Little River, Horry County",Adzuna::API::Response::Location,"['US', 'South Carolina', 'Horry County', 'Little River']",Adzuna::API::Response::Company,"A.O. Hardee and Son, Inc.",trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwOTIxOSIsInMiOiJMQmRiQm5KUThSR2hMZmxnYnVLUDdnIn0.sA01k3gQYV7UlRUaQ5IYdoN4nbodhu5cv3MGea9B1QM,2026-05-15T09:22:27Z,41170.56,-90.40716,41170.56,5730409219,"JOB: This part-time position will be approimately 25-30 hours per week Great for after school hours Description Who Are We: Friendship Village, a premier Life Plan Community located in St. Louis, is always looking for qualified individuals to join our team. Great working conditions, wonderful residents, and caring, dedicated staff are just a few of the benefits of a senior living career with us. If you love providing exceptional resident care and are interested in serving the needs of a growing…",38.53662,https://www.adzuna.com/land/ad/5730409219?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=D7BBE7CAC131FA1384D7C3BCEA56C9229A0315B4,Food Servers Independent Living 3:30pm to 7:30pm,1,part_time,Adzuna::API::Response::Job,"Sunset Hills, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Sunset Hills']",Adzuna::API::Response::Company,Friendship Village,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwOTIxNSIsInMiOiJMQmRiQm5KUThSR2hMZmxnYnVLUDdnIn0.i8NS3rr-WdualmPpntumLyOqkNgu7PPB8PHi8iPXSnM,2026-05-15T09:22:26Z,97945.32,-89.996139,97945.32,5730409215,"Position Title: Banking Center Manager Locations: Smithton_IL Time Type: Full time Req ID: JR1341-Smithton_IL At Midland, we’re proud to be a little different. You can see it in our bright orange signs-but there’s more to it than that. With our heartfelt and personalized approach, we’re focused on meeting every customer’s needs with the brightest solutions. For more than 140 years, we’ve learned by serving customers skillfully with dedication and follow-through, we can brighten every interactio…",38.397825,https://www.adzuna.com/land/ad/5730409215?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=09E49814CFA1DE88F994DEFA4B986DA7C2EE11E3,Banking Center Manager,1,full_time,Adzuna::API::Response::Job,"Smithton, Saint Clair County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Saint Clair County', 'Smithton']",Adzuna::API::Response::Company,Midland States Bank,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEJkYkJuSlE4UkdoTGZsZ2J1S1A3ZyIsImkiOiI1NzMwNDA5MjE3In0.zNpVcTCTlDP5j2zOPJSRFqLbxGgl5co5uA1DI0voLio,2026-05-15T09:22:26Z,39722.16,-90.40716,39722.16,5730409217,"Full Time 10:30am to 7:30pm Part Time 10:30am to 7:30pm Who Are We: Friendship Village, a premier Life Plan Community located in St. Louis, is looking for qualified individuals to join our team. Great working conditions, wonderful residents, and caring, dedicated staff are just a few benefits of a senior living career with us. If you love providing exceptional resident care and are interested in serving the needs of a growing community of active-minded senior adults, please consider a job in ou…",38.53662,https://www.adzuna.com/land/ad/5730409217?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=141A80C5792374EAF3B1F93A7EE19EF600B4BBAE,"Server, Independent Living 10:30am to 7:30pm",1,part_time,Adzuna::API::Response::Job,"Sunset Hills, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Sunset Hills']",Adzuna::API::Response::Company,Friendship Village,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwOTIxMyIsInMiOiJMQmRiQm5KUThSR2hMZmxnYnVLUDdnIn0.oxoPgaYjPWNbOcZFBnKFCOB91R6-q62E-QIG3CvxtBQ,2026-05-15T09:22:26Z,57096.46,-120.695012,57096.46,5730409213,"“WHEN YOU WORK FOR US, WE WORK FOR YOU.” Travel Respiratory Therapist Weekly Gross Pay: $1766.00 - $1966.00 Location: Templeton, CA, United States Start date: 6/1/2026 Assignment length: 13 Weeks Minimum years of relevant experience in healthcare: 2 years Job type: Traveler Shift: Day (3x12) Certifications: BCLS/BLS - American Heart Association/RRT Position Highlights 13-week travel contract Competitive weekly pay package Work with an experienced clinical and recruiting team Quick start options…",35.543601,https://www.adzuna.com/land/ad/5730409213?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=DB6C5E6503B9AA04155C25F011A79D2AC98431C2,Travel Respiratory Therapist,1,,Adzuna::API::Response::Job,"Templeton, San Luis Obispo County",Adzuna::API::Response::Location,"['US', 'California', 'San Luis Obispo County', 'Templeton']",Adzuna::API::Response::Company,Titan Medical Group,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEJkYkJuSlE4UkdoTGZsZ2J1S1A3ZyIsImkiOiI1NzMwNDA5MjE0In0.85_J3XmXJDhuN1z_QiGN80g4E6-7lJqT3AVon25zM54,2026-05-15T09:22:26Z,230000.0,-78.503937,130000.0,5730409214,"National Radio Astronomy Observatory Title: Deputy Chief Information Officer Location: 800 Bradbury Dr SE, Albuquerque, NM 87106, USA• 155 Observatory Rd, Green Bank, WV 24944, USA• 1011 Lopezville Rd, Socorro, NM 87801, USA• NRAO Headquarters, 520 Edgemont Rd, CHARLOTTESVILLE, Virginia, United States of America Requisition Number: 186 Job Family: Mgmt & Senior Admin Pay Type: Salary Required Education: MGT Position Description: Position Summary The National Radio Astronomy Observatory (NRAO) i…",38.071751,https://www.adzuna.com/land/ad/5730409214?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=2FE419DAD9126FEA7E777CF4CCF5080698A3CBAD,Deputy Chief Information Officer,0,,Adzuna::API::Response::Job,"Newcomb Hall, Charlottesville City",Adzuna::API::Response::Location,"['US', 'Virginia', 'Charlottesville City', 'Newcomb Hall']",Adzuna::API::Response::Company,National Radio Astronomy Observatory,it-jobs,Adzuna::API::Response::Category,IT Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwOTIxNiIsInMiOiJMQmRiQm5KUThSR2hMZmxnYnVLUDdnIn0.XgkxeE0iGYDlS6uwnonDciV0Rs77WL2zQu1667sbRww,2026-05-15T09:22:26Z,83200.0,-89.415302,76960.0,5730409216,"JOIN THE BEST. TO BE THE BEST. Registered Nurse, OR Circulator, Full-time, Part-time or PRN HMC Offers: Excellent benefits Quality childcare located in Hopedale Wellness Center membership 401(k) plan with employer match About the job : The RN - OR Circulator works alongside surgeons and other healthcare personnel in the operating room. The Circulator documents the events happening during the procedure and ensures that the environment is clean and sterile. We have a very active Surgery Departmen…",40.422639,https://www.adzuna.com/land/ad/5730409216?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=65C7C38133166EDCD21494EFF3B0EFDE91BDF9CB,"Registered Nurse, OR Circulator",0,full_time,Adzuna::API::Response::Job,"Hopedale, Tazewell County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Tazewell County', 'Hopedale']",Adzuna::API::Response::Company,Hopedale Medical Complex,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwOTIwNCIsInMiOiJMQmRiQm5KUThSR2hMZmxnYnVLUDdnIn0.Qr6EJcNgh4bY5Qoy8ojr63OD7KISIjarugCYbXihxjA,2026-05-15T09:22:25Z,42004.81,-90.60948,42004.81,5730409204,": Part-Time Tire Technician At Discount Tire, we change more than tires. We make dreams come true. As a Part-Time Tire Technician, you are the backbone of our success, keeping customers safe while building a career and life you love. We are a people-first team who cares for each other, serves customers the right way, and wins together in a promote-from-within culture. We’re proud to be recognized as a Glassdoor Best Places to Work 2026 and named one of Forbes’ America’s Best Large Employers for…",38.63658,https://www.adzuna.com/land/ad/5730409204?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=7AACB4400ADF6254626753662966F530A7C0B755,Tire Service Technician - Mid Rivers,1,part_time,Adzuna::API::Response::Job,"Clarkson Valley, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Clarkson Valley']",Adzuna::API::Response::Company,Discount Tire,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwOTIwMSIsInMiOiJMQmRiQm5KUThSR2hMZmxnYnVLUDdnIn0.5TamSm_5gV6QTA5LR3DPs6drklgP2kygObTeStk3I2o,2026-05-15T09:22:24Z,37440.0,-90.240685,33280.0,5730409201,": Part-Time Tire Technician At Discount Tire, we change more than tires. We make dreams come true. As a Part-Time Tire Technician, you are the backbone of our success, keeping customers safe while building a career and life you love. We are a people-first team who cares for each other, serves customers the right way, and wins together in a promote-from-within culture. We’re proud to be recognized as a Glassdoor Best Places to Work 2026 and named one of Forbes’ America’s Best Large Employers for…",38.675814,https://www.adzuna.com/land/ad/5730409201?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=8FA879DC7A64F044ADCED99E480B3A3C74DDB770,Tire Technician- $16-$18/hour,0,part_time,Adzuna::API::Response::Job,"Goodfellow Terrace, Saint Louis",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Saint Louis', 'Goodfellow Terrace']",Adzuna::API::Response::Company,Discount Tire,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwOTIwMiIsInMiOiJMQmRiQm5KUThSR2hMZmxnYnVLUDdnIn0.vcxI49Rnj-3htBdTeoSaV8weBNj-7UW14iJTpNfKcJE,2026-05-15T09:22:24Z,126276.49,-72.695659,126276.49,5730409202,"Overview: The Quality Inspector will report to the site Quality Manager or Quality Field Operations Manager as applicable, and indirectly to the Sr. Manager of Quality Control, and will be responsible for conducting and documenting inspections in accordance with approved Inspection and Test Plans (ITPs). Quality Inspectors will ensure all reports are being documented accurately, legibly, and traceable to their locations in the field with minimal error in reporting. Quality Inspectors will be re…",41.792693,https://www.adzuna.com/land/ad/5730409202?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=C38E3EB0324658FFFDEFA8C5FC1677A29427EAB0,"Quality Inspector, CWI",1,full_time,Adzuna::API::Response::Job,"Blue Hills, Hartford County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'Hartford County', 'Blue Hills']",Adzuna::API::Response::Company,Phoenix Industrial,energy-oil-gas-jobs,Adzuna::API::Response::Category,"Energy, Oil & Gas Jobs",contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEJkYkJuSlE4UkdoTGZsZ2J1S1A3ZyIsImkiOiI1NzMwNDA5MjAwIn0.uFNdaNf3ERykQiKLwMKSuqT4AbUpu7auoqLkagb5FPk,2026-05-15T09:22:23Z,37723.56,-90.53664,37723.56,5730409200,": Part-Time Tire Technician At Discount Tire, we change more than tires. We make dreams come true. As a Part-Time Tire Technician, you are the backbone of our success, keeping customers safe while building a career and life you love. We are a people-first team who cares for each other, serves customers the right way, and wins together in a promote-from-within culture. We’re proud to be recognized as a Glassdoor Best Places to Work 2026 and named one of Forbes’ America’s Best Large Employers for…",38.5665,https://www.adzuna.com/land/ad/5730409200?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=0832609C85FB3636B3060200082B7D169B7E68DF,Tire Technician - Hiring Now!,1,part_time,Adzuna::API::Response::Job,"Winchester, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Winchester']",Adzuna::API::Response::Company,Discount Tire,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwOTE5OSIsInMiOiJMQmRiQm5KUThSR2hMZmxnYnVLUDdnIn0.qb-SVzsEukvdo7yODipSiDQXk92uDkrPvFU1iulsr3s,2026-05-15T09:22:23Z,44831.18,-90.64908,44831.18,5730409199,": Part-Time Tire Technician At Discount Tire, we change more than tires. We make dreams come true. As a Part-Time Tire Technician, you are the backbone of our success, keeping customers safe while building a career and life you love. We are a people-first team who cares for each other, serves customers the right way, and wins together in a promote-from-within culture. We’re proud to be recognized as a Glassdoor Best Places to Work 2026 and named one of Forbes’ America’s Best Large Employers for…",38.73156,https://www.adzuna.com/land/ad/5730409199?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=45A68BCBA24BF355098DBA4B00562A63D3315A1E,Tire Service Technician - Mid Rivers,1,part_time,Adzuna::API::Response::Job,"Cottleville, Saint Charles County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Charles County', 'Cottleville']",Adzuna::API::Response::Company,Discount Tire,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwOTE5NSIsInMiOiJMQmRiQm5KUThSR2hMZmxnYnVLUDdnIn0.hRtRgKht16a5xQF2S-sWZPKlCsQmVlGNTgXmJvzSnw0,2026-05-15T09:22:22Z,116310.95,-96.765058,116310.95,5730409195,"Overview: The Quality Inspector will report to the site Quality Manager or Quality Field Operations Manager as applicable, and indirectly to the Sr. Manager of Quality Control, and will be responsible for conducting and documenting inspections in accordance with approved Inspection and Test Plans (ITPs). Quality Inspectors will ensure all reports are being documented accurately, legibly, and traceable to their locations in the field with minimal error in reporting. Quality Inspectors will be re…",32.760168,https://www.adzuna.com/land/ad/5730409195?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=803BE7DD0FF2DDF4F81E7C6A06504D9D983B49B4,"Quality Inspector, CWI",1,full_time,Adzuna::API::Response::Job,"Highland Park, Dallas",Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas', 'Highland Park']",Adzuna::API::Response::Company,Phoenix Industrial,energy-oil-gas-jobs,Adzuna::API::Response::Category,"Energy, Oil & Gas Jobs",contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEJkYkJuSlE4UkdoTGZsZ2J1S1A3ZyIsImkiOiI1NzMwNDA5MTg2In0.nTURXGCuwtJfzQ2ahoaFrKs8uO_7P-VdLltNViag-NU,2026-05-15T09:22:19Z,37462.99,-90.25794,37462.99,5730409186,": Part-Time Tire Technician At Discount Tire, we change more than tires. We make dreams come true. As a Part-Time Tire Technician, you are the backbone of our success, keeping customers safe while building a career and life you love. We are a people-first team who cares for each other, serves customers the right way, and wins together in a promote-from-within culture. We’re proud to be recognized as a Glassdoor Best Places to Work 2026 and named one of Forbes’ America’s Best Large Employers for…",38.7429,https://www.adzuna.com/land/ad/5730409186?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=DB50E2BA017052CA7ABCC13038C174F85EFFE64F,Tire Technician - Hiring Now!,1,part_time,Adzuna::API::Response::Job,"Moline Acres, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Moline Acres']",Adzuna::API::Response::Company,Discount Tire,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwOTE5MSIsInMiOiJMQmRiQm5KUThSR2hMZmxnYnVLUDdnIn0.CVHz2jWBlJJOryZRMLh6CsmSR-MxenBuXnyW6siGbcw,2026-05-15T09:22:19Z,36868.4,-90.71625,36868.4,5730409191,": Part-Time Tire Technician At Discount Tire, we change more than tires. We make dreams come true. As a Part-Time Tire Technician, you are the backbone of our success, keeping customers safe while building a career and life you love. We are a people-first team who cares for each other, serves customers the right way, and wins together in a promote-from-within culture. We’re proud to be recognized as a Glassdoor Best Places to Work 2026 and named one of Forbes’ America’s Best Large Employers for…",38.809516,https://www.adzuna.com/land/ad/5730409191?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=1471936F8DC25A9E5A3C49E44763229F3536EC0C,Tire Service Technician - Mid Rivers,1,part_time,Adzuna::API::Response::Job,"O'Fallon, Saint Louis",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Saint Louis', ""O'Fallon""]",Adzuna::API::Response::Company,Discount Tire,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwOTE3OCIsInMiOiJMQmRiQm5KUThSR2hMZmxnYnVLUDdnIn0.JhJfn6tdnWN12c8frQAjiKwDcNXP0ZokJnGlpznMFLE,2026-05-15T09:22:17Z,115455.02,-71.437335,115455.02,5730409178,"Overview: The Quality Inspector will report to the site Quality Manager or Quality Field Operations Manager as applicable, and indirectly to the Sr. Manager of Quality Control, and will be responsible for conducting and documenting inspections in accordance with approved Inspection and Test Plans (ITPs). Quality Inspectors will ensure all reports are being documented accurately, legibly, and traceable to their locations in the field with minimal error in reporting. Quality Inspectors will be re…",42.967702,https://www.adzuna.com/land/ad/5730409178?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=14F0118C49DF283541B337FC8AB9E0E4D1898AB9,"Quality Inspector, CWI",1,full_time,Adzuna::API::Response::Job,"Manchester, Hillsborough County",Adzuna::API::Response::Location,"['US', 'New Hampshire', 'Hillsborough County', 'Manchester']",Adzuna::API::Response::Company,Phoenix Industrial,energy-oil-gas-jobs,Adzuna::API::Response::Category,"Energy, Oil & Gas Jobs",contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTEJkYkJuSlE4UkdoTGZsZ2J1S1A3ZyIsImkiOiI1NzMwNDA5MTcyIn0.K89m_-ikS_SR-HDr46d2ZRDR73ezCnQlQHJyIO4YUsg,2026-05-15T09:22:17Z,50324.21,-80.26888,50324.21,5730409172,"Licensed Hair Stylist - Let Your Talent Pay Off Create. Earn. Grow. Repeat. At Hair Cuttery, stylists aren't just employees; they're the magic behind the mirror. We give you the tools, technology, and training to turn your talent into serious earnings and real career momentum. Looking for Big Vibes, Your Terms, and Real Growth? Here's What We Offer: - Your book, your income. Top stylists working 30 hours with strong guest loyalty are earning an average of $45 to $88/hr (plus tips). $100K per ye…",27.161273,https://www.adzuna.com/land/ad/5730409172?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=7DA0E71B25A6A512A34BCB6D548B78E1F82513E0,Barber / Cosmetologist,1,,Adzuna::API::Response::Job,"Palm City, Martin County",Adzuna::API::Response::Location,"['US', 'Florida', 'Martin County', 'Palm City']",Adzuna::API::Response::Company,Hair Cuttery,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQwOTE3MyIsInMiOiJMQmRiQm5KUThSR2hMZmxnYnVLUDdnIn0.pYUTckFO7r2ik3uGAiggTrFGD92HOVOFaSAJeMTkrDQ,2026-05-15T09:22:17Z,33028.67,-90.451364,33028.67,5730409173,": Part-Time Tire Technician At Discount Tire, we change more than tires. We make dreams come true. As a Part-Time Tire Technician, you are the backbone of our success, keeping customers safe while building a career and life you love. We are a people-first team who cares for each other, serves customers the right way, and wins together in a promote-from-within culture. We’re proud to be recognized as a Glassdoor Best Places to Work 2026 and named one of Forbes’ America’s Best Large Employers for…",38.5361,https://www.adzuna.com/land/ad/5730409173?se=LBdbBnJQ8RGhLflgbuKP7g&utm_medium=api&utm_source=abfa41a4&v=DFDEE50EE71E891270CF271FD38AC7F90885C3EB,Tire Service Technician - Mid Rivers,1,part_time,Adzuna::API::Response::Job,"Fenton, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Fenton']",Adzuna::API::Response::Company,Discount Tire,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,
