title,contract_time,adref,__CLASS__,id,salary_is_predicted,description,latitude,longitude,redirect_url,salary_min,contract_type,salary_max,created,location.__CLASS__,location.area,location.display_name,company.__CLASS__,company.display_name,category.label,category.tag,category.__CLASS__
Senior Depot Specialist,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaEhMOEQ3QkE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzYxMDE4In0.wmT95mphFT_6tncJPf7SLcehlBciaJ2YaFfm7q_x4Lk,Adzuna::API::Response::Job,5710361018,1,"Job Description: Saab, Inc. is seeking a Senior Depot Specialist to join our team supporting defense products and systems deployed worldwide. The Senior Depot Specialist will provide responsive support for hardware and information needs to customers and Saab colleagues, maintain inventory and related records, coordinate vendor repairs for parts and equipment, communicate with internal and external stakeholders regarding support status and repairs, and collaborate with the team to ensure seamles…",42.948,-76.17684,https://www.adzuna.com/details/5710361018?utm_medium=api&utm_source=abfa41a4,80784.9,,80784.9,2026-04-25T08:55:45Z,Adzuna::API::Response::Location,"['US', 'New York', 'Onondaga County', 'Rockwell Springs']","Rockwell Springs, Onondaga County",Adzuna::API::Response::Company,Saab,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
Human Resources Coordinator,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaEhMOEQ3QkE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzYxMDEzIn0.l67uir4ppTLa9WGvFJSU4guE0vTEEQYfjW4w_IiF1uM,Adzuna::API::Response::Job,5710361013,1,"Human Resources Generalist - Full Time Location: Salt Lake City, UT Days & Hours: Monday – Friday / 8:00am to 5:00pm Pay: $20.00/hour We have a GREAT OPPORTUNITY for an HR Generalist to help support our Salt Lake City branch office. This position is responsible for assisting the HR team with various tasks such as unemployment claims, guard card management, OSHA log management, workers comp, benefits, unions, employment verifications, recruitment support and other miscellaneous tasks that may ar…",41.072466,-111.979726,https://www.adzuna.com/details/5710361013?utm_medium=api&utm_source=abfa41a4,39848.77,,39848.77,2026-04-25T08:55:44Z,Adzuna::API::Response::Location,"['US', 'Utah', 'Davis County', 'West Layton']","West Layton, Davis County",Adzuna::API::Response::Company,Securitas,HR & Recruitment Jobs,hr-jobs,Adzuna::API::Response::Category
Security Officer Full Time,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaEhMOEQ3QkE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzYxMDEyIn0.J0Cm_SuW-OxD4nT9h6fACbFBhJE19BqCdOUrFt7lTFM,Adzuna::API::Response::Job,5710361012,1,"Security Officer - FT – Harlan, IA Wage: $19.00/HR Overnights / Evenings: Fri - Sun: 0000 - 0800 & Wed: 1600 - 0000 Join our team at Securitas Security where you will have the opportunity to serve your community while receiving elite training in safety and security. We are seeking customer service driven individuals for our security positions. We have a dedicated Region and Area Management Support Staff which will foster you through your growth and advancement in the company. Come Grow With Us …",41.6457,-95.31528,https://www.adzuna.com/details/5710361012?utm_medium=api&utm_source=abfa41a4,26922.1,,26922.1,2026-04-25T08:55:44Z,Adzuna::API::Response::Location,"['US', 'Iowa', 'Shelby County', 'Harlan']","Harlan, Shelby County",Adzuna::API::Response::Company,Securitas,Travel Jobs,travel-jobs,Adzuna::API::Response::Category
"Local CDL A Drivers: $1,000 Annual Longevity Bonus",full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MTAxMCIsInMiOiJoSEw4RDdCQThSR3RUT29qaWFFTGd3In0.r0nukBZcHCBvcmrRORZ2UiauDZEdWj6BP4YlG4t_qzI,Adzuna::API::Response::Job,5710361010,1,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",42.630718,-73.549371,https://www.adzuna.com/details/5710361010?utm_medium=api&utm_source=abfa41a4,81105.41,,81105.41,2026-04-25T08:55:43Z,Adzuna::API::Response::Location,"['US', 'New York', 'Rensselaer County', 'Averill Park']","Averill Park, Rensselaer County",Adzuna::API::Response::Company,Premier Transportation,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
HR Coordinator,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MTAwOSIsInMiOiJoSEw4RDdCQThSR3RUT29qaWFFTGd3In0.IjeQ3-bs3zI0q4NyEQdTYb0BSpPe1nZdOzvMFFqCqlE,Adzuna::API::Response::Job,5710361009,1,"Human Resources Generalist - Full Time Location: Salt Lake City, UT Days & Hours: Monday – Friday / 8:00am to 5:00pm Pay: $20.00/hour We have a GREAT OPPORTUNITY for an HR Generalist to help support our Salt Lake City branch office. This position is responsible for assisting the HR team with various tasks such as unemployment claims, guard card management, OSHA log management, workers comp, benefits, unions, employment verifications, recruitment support and other miscellaneous tasks that may ar…",40.586,-111.820716,https://www.adzuna.com/details/5710361009?utm_medium=api&utm_source=abfa41a4,42221.28,,42221.28,2026-04-25T08:55:43Z,Adzuna::API::Response::Location,"['US', 'Utah', 'Salt Lake County', 'Granite']","Granite, Salt Lake County",Adzuna::API::Response::Company,Securitas,HR & Recruitment Jobs,hr-jobs,Adzuna::API::Response::Category
Senior Quality Engineer,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MTAxMSIsInMiOiJoSEw4RDdCQThSR3RUT29qaWFFTGd3In0.0oPcxtwU2JUdqC3YXuViaEXwl6yk706efRyxQ9JCYc8,Adzuna::API::Response::Job,5710361011,1,"Job Description: Saab, Inc. in East Syracuse is seeking a Quality Engineer to join a dynamic Quality Assurance team supporting the development of complex marine and ground-based radar systems. The ideal candidate is seeking an opportunity to grow their Quality Engineering expertise and expand their skills in a collaborative and fast paced environment. Saab provides an excellent working environment, offering advancement and professional growth opportunities, a competitive salary, and a comprehen…",42.969903,-75.224079,https://www.adzuna.com/details/5710361011?utm_medium=api&utm_source=abfa41a4,116942.92,,116942.92,2026-04-25T08:55:43Z,Adzuna::API::Response::Location,"['US', 'New York', 'Oneida County', 'Clayville']","Clayville, Oneida County",Adzuna::API::Response::Company,Saab,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category
Senior Depot Specialist,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MTAwOCIsInMiOiJoSEw4RDdCQThSR3RUT29qaWFFTGd3In0.WYEs7cnZMcpgTAsyiid5jc_RxrB3NdimcSFUlPHKbYc,Adzuna::API::Response::Job,5710361008,1,"Job Description: Saab, Inc. is seeking a Senior Depot Specialist to join our team supporting defense products and systems deployed worldwide. The Senior Depot Specialist will provide responsive support for hardware and information needs to customers and Saab colleagues, maintain inventory and related records, coordinate vendor repairs for parts and equipment, communicate with internal and external stakeholders regarding support status and repairs, and collaborate with the team to ensure seamles…",42.648171,-75.649088,https://www.adzuna.com/details/5710361008?utm_medium=api&utm_source=abfa41a4,80255.51,,80255.51,2026-04-25T08:55:42Z,Adzuna::API::Response::Location,"['US', 'New York', 'Chenango County', 'Beaver Meadow']","Beaver Meadow, Chenango County",Adzuna::API::Response::Company,Saab,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
HR Generalist,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MTAwNiIsInMiOiJoSEw4RDdCQThSR3RUT29qaWFFTGd3In0.h29OUHpHDL_dhYdOCr0vhSdVP3CUgKVfkPA3U3BXJww,Adzuna::API::Response::Job,5710361006,1,"Human Resources Generalist - Full Time Location: Salt Lake City, UT Days & Hours: Monday – Friday / 8:00am to 5:00pm Pay: $20.00/hour We have a GREAT OPPORTUNITY for an HR Generalist to help support our Salt Lake City branch office. This position is responsible for assisting the HR team with various tasks such as unemployment claims, guard card management, OSHA log management, workers comp, benefits, unions, employment verifications, recruitment support and other miscellaneous tasks that may ar…",40.5732,-111.8865,https://www.adzuna.com/details/5710361006?utm_medium=api&utm_source=abfa41a4,50468.63,,50468.63,2026-04-25T08:55:42Z,Adzuna::API::Response::Location,"['US', 'Utah', 'Salt Lake County', 'Sandy']","Sandy, Salt Lake County",Adzuna::API::Response::Company,Securitas,HR & Recruitment Jobs,hr-jobs,Adzuna::API::Response::Category
Regional Operations Coordinator,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaEhMOEQ3QkE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzYxMDAzIn0.A7b_EWsWufEVySjCTm68myP4-WyOAOUCIRAZmH4LJCg,Adzuna::API::Response::Job,5710361003,1,"Area Operations Coordinator Salary: $65,000/year Location: St. Louis, MO (In Office) We are looking for outstanding employee who is looking to grow their career with Securitas. As an Area Operations Coordinator , you will perform a high level of administrative duties and implement organizational policies/practices on behalf of the Area. This position requires a high level of P&L understanding for financial reviews, budgeting, trending, data collection, and report analyzation. Looking for an emp…",38.425183,-89.906238,https://www.adzuna.com/details/5710361003?utm_medium=api&utm_source=abfa41a4,38405.39,,38405.39,2026-04-25T08:55:41Z,Adzuna::API::Response::Location,"['US', 'Illinois', 'Saint Clair County', 'Freeburg']","Freeburg, Saint Clair County",Adzuna::API::Response::Company,Securitas,Admin Jobs,admin-jobs,Adzuna::API::Response::Category
Operations Coordinator,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MTAwMiIsInMiOiJoSEw4RDdCQThSR3RUT29qaWFFTGd3In0.NqO4ovwBMZyA5EoLJMNSl44CrirvmOTklVrY7SE-TOA,Adzuna::API::Response::Job,5710361002,1,"Area Operations Coordinator Salary: $65,000/year Location: St. Louis, MO (In Office) We are looking for outstanding employee who is looking to grow their career with Securitas. As an Area Operations Coordinator , you will perform a high level of administrative duties and implement organizational policies/practices on behalf of the Area. This position requires a high level of P&L understanding for financial reviews, budgeting, trending, data collection, and report analyzation. Looking for an emp…",38.605217,-89.815109,https://www.adzuna.com/details/5710361002?utm_medium=api&utm_source=abfa41a4,33786.91,,33786.91,2026-04-25T08:55:41Z,Adzuna::API::Response::Location,"['US', 'Illinois', 'Saint Clair County', 'Lebanon']","Lebanon, Saint Clair County",Adzuna::API::Response::Company,Securitas,Admin Jobs,admin-jobs,Adzuna::API::Response::Category
Buyer-Commodity Professional,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MTAwNSIsInMiOiJoSEw4RDdCQThSR3RUT29qaWFFTGd3In0.SX9x2Vv4V2PqYvGPyiht64NCjvLT-R74FbaFIInXUBs,Adzuna::API::Response::Job,5710361005,1,"Job Description: Saab, Inc. is hiring a Buyer-Commodity Professional to support the expansion and management of internal Supply Chain processes. This role will serve as a key contributor to improving operational efficiencies and supporting the ongoing management of Saab, Inc.’s supplier base. Responsibilities include, but are not limited to: Communicate effectively with internal and external customers. Utilize appropriate tools and computer systems effectively. Apply strong problem-solving skil…",42.450913,-76.051798,https://www.adzuna.com/details/5710361005?utm_medium=api&utm_source=abfa41a4,89979.42,,89979.42,2026-04-25T08:55:41Z,Adzuna::API::Response::Location,"['US', 'New York', 'Cortland County', 'Marathon']","Marathon, Cortland County",Adzuna::API::Response::Company,Saab,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category
Senior Quality Engineer,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaEhMOEQ3QkE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzYxMDA0In0.Mzub9mv4cUrYklOTvnqumuCVdLfvM9ZJAYiClg4lhl8,Adzuna::API::Response::Job,5710361004,1,"Job Description: Saab, Inc. in East Syracuse is seeking a Quality Engineer to join a dynamic Quality Assurance team supporting the development of complex marine and ground-based radar systems. The ideal candidate is seeking an opportunity to grow their Quality Engineering expertise and expand their skills in a collaborative and fast paced environment. Saab provides an excellent working environment, offering advancement and professional growth opportunities, a competitive salary, and a comprehen…",43.154072,-75.350908,https://www.adzuna.com/details/5710361004?utm_medium=api&utm_source=abfa41a4,119122.34,,119122.34,2026-04-25T08:55:41Z,Adzuna::API::Response::Location,"['US', 'New York', 'Oneida County', 'Oriskany']","Oriskany, Oneida County",Adzuna::API::Response::Company,Saab,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category
Human Resources Generalist,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaEhMOEQ3QkE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzYxMDAxIn0.qS2jBvs9Mlts_CN3Blttfe1Kq1R7xhbKIdbiplcV0gQ,Adzuna::API::Response::Job,5710361001,1,"Human Resources Generalist - Full Time Location: Salt Lake City, UT Days & Hours: Monday – Friday / 8:00am to 5:00pm Pay: $20.00/hour We have a GREAT OPPORTUNITY for an HR Generalist to help support our Salt Lake City branch office. This position is responsible for assisting the HR team with various tasks such as unemployment claims, guard card management, OSHA log management, workers comp, benefits, unions, employment verifications, recruitment support and other miscellaneous tasks that may ar…",40.922998,-111.877423,https://www.adzuna.com/details/5710361001?utm_medium=api&utm_source=abfa41a4,55294.37,,55294.37,2026-04-25T08:55:40Z,Adzuna::API::Response::Location,"['US', 'Utah', 'Davis County', 'Centerville']","Centerville, Davis County",Adzuna::API::Response::Company,Securitas,HR & Recruitment Jobs,hr-jobs,Adzuna::API::Response::Category
Senior In-Process Quality Inspector,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MDk5NSIsInMiOiJoSEw4RDdCQThSR3RUT29qaWFFTGd3In0.ub0Kvd8FYaWPqV4xKm6N1nJTKyE-BF3rVh0FEFSyB90,Adzuna::API::Response::Job,5710360995,1,"Job Description: As Saab, Inc. is growing in East Syracuse, NY, we are seeking a Senior Quality Inspector, In-Process Inspection to: Authorize assembly process completion and support the build team with in-process inspections during the build process. Validate visually and dimensionally that the product meets requirements compared to engineering drawings. Inspect for defects in surfaces, fasteners, sealant, paint, and testing. Compile technical data and reports to provide feedback on final insp…",43.73502,-76.05912,https://www.adzuna.com/details/5710360995?utm_medium=api&utm_source=abfa41a4,68186.51,,68186.51,2026-04-25T08:55:37Z,Adzuna::API::Response::Location,"['US', 'New York', 'Jefferson County', 'Ellisburg']","Ellisburg, Jefferson County",Adzuna::API::Response::Company,Saab,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category
Senior Quality Engineer,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MDk5NiIsInMiOiJoSEw4RDdCQThSR3RUT29qaWFFTGd3In0.tELFPG9DfYnRim-8ii_W1wQRml5bxcpWS2lOycuCfyg,Adzuna::API::Response::Job,5710360996,1,"Job Description: Saab, Inc. in East Syracuse is seeking a Quality Engineer to join a dynamic Quality Assurance team supporting the development of complex marine and ground-based radar systems. The ideal candidate is seeking an opportunity to grow their Quality Engineering expertise and expand their skills in a collaborative and fast paced environment. Saab provides an excellent working environment, offering advancement and professional growth opportunities, a competitive salary, and a comprehen…",42.763343,-75.754,https://www.adzuna.com/details/5710360996?utm_medium=api&utm_source=abfa41a4,118726.06,,118726.06,2026-04-25T08:55:37Z,Adzuna::API::Response::Location,"['US', 'New York', 'Madison County', 'Georgetown']","Georgetown, Madison County",Adzuna::API::Response::Company,Saab,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category
Local CDL A Drivers – Home Daily,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MDk5MyIsInMiOiJoSEw4RDdCQThSR3RUT29qaWFFTGd3In0.A3d9R7uQDozte-WRDpUTrY68s6olBwo3P1qSat2Fayw,Adzuna::API::Response::Job,5710360993,1,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",41.7189,-73.2516,https://www.adzuna.com/details/5710360993?utm_medium=api&utm_source=abfa41a4,65271.04,,65271.04,2026-04-25T08:55:37Z,Adzuna::API::Response::Location,"['US', 'Connecticut', '', 'Bantam']","Bantam, ",Adzuna::API::Response::Company,Premier Transportation,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
Senior In-Process Quality Inspector,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MDk4OCIsInMiOiJoSEw4RDdCQThSR3RUT29qaWFFTGd3In0.WdTEuc0vkEiTIYKPudvGCQVyNGhDZAQwXvvl7D2ALCI,Adzuna::API::Response::Job,5710360988,1,"Job Description: As Saab, Inc. is growing in East Syracuse, NY, we are seeking a Senior Quality Inspector, In-Process Inspection to: Authorize assembly process completion and support the build team with in-process inspections during the build process. Validate visually and dimensionally that the product meets requirements compared to engineering drawings. Inspect for defects in surfaces, fasteners, sealant, paint, and testing. Compile technical data and reports to provide feedback on final insp…",43.104,-75.78042,https://www.adzuna.com/details/5710360988?utm_medium=api&utm_source=abfa41a4,69684.98,,69684.98,2026-04-25T08:55:36Z,Adzuna::API::Response::Location,"['US', 'New York', 'Madison County', 'Whitelaw']","Whitelaw, Madison County",Adzuna::API::Response::Company,Saab,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category
Local CDL A Drivers – Home Daily,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MDk4OSIsInMiOiJoSEw4RDdCQThSR3RUT29qaWFFTGd3In0.q4jsS4_qb_HBjp5lfqFxp7pgRl87ObqZgovLlWOh1r4,Adzuna::API::Response::Job,5710360989,1,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",41.393943,-73.314472,https://www.adzuna.com/details/5710360989?utm_medium=api&utm_source=abfa41a4,82935.47,,82935.47,2026-04-25T08:55:36Z,Adzuna::API::Response::Location,"['US', 'Connecticut', 'Fairfield County', 'Newtown']","Newtown, Fairfield County",Adzuna::API::Response::Company,Premier Transportation,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
"Local CDL A Drivers: $500 - $2,500 Driver Referral Bonus (Unlimited)",full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaEhMOEQ3QkE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzYwOTkxIn0._mOQAitTzqEEsLhHKU3Bf0kUXCJ5GePsG7ox91v-fxo,Adzuna::API::Response::Job,5710360991,1,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",42.275816,-71.820142,https://www.adzuna.com/details/5710360991?utm_medium=api&utm_source=abfa41a4,88306.74,,88306.74,2026-04-25T08:55:36Z,Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Worcester County', 'West Side']","West Side, Worcester County",Adzuna::API::Response::Company,Premier Transportation,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
Dishwasher,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MDk4NyIsInMiOiJoSEw4RDdCQThSR3RUT29qaWFFTGd3In0.VMyVt-bRwQ9brOOvSHBdEiwyLtp8FHf9qcO06SkPSRs,Adzuna::API::Response::Job,5710360987,1,"Pay: ﻿ $12.75 ﻿ At Great Wolf, the Dishwasher is key to overall restaurant operations and helps ensure guests have an unforgettable dining experience. The dishwasher helps maintain the overall cleanliness and atmosphere of our restaurant. Hiring immediately with full-time, part-time, and flexible scheduling! Join our Pack: • Grow your career : A great place to start or advance your career with cross-training, scholarship fund, and talent development programs at all levels • Great Perks : Take a…",33.038397,-85.074518,https://www.adzuna.com/details/5710360987?utm_medium=api&utm_source=abfa41a4,35005.27,,35005.27,2026-04-25T08:55:36Z,Adzuna::API::Response::Location,"['US', 'Georgia', 'Troup County', 'Mountville']","Mountville, Troup County",Adzuna::API::Response::Company,Great Wolf Lodge,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category
Security Officer Overnights,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MDk4NCIsInMiOiJoSEw4RDdCQThSR3RUT29qaWFFTGd3In0.XZPnH60Xz0V9qe9mmFUdoDRr0C_tyTLZcCX7eGCrgSs,Adzuna::API::Response::Job,5710360984,1,"Security Officer - FT – Harlan, IA Wage: $19.00/HR Overnights / Evenings: Fri - Sun: 0000 - 0800 & Wed: 1600 - 0000 Join our team at Securitas Security where you will have the opportunity to serve your community while receiving elite training in safety and security. We are seeking customer service driven individuals for our security positions. We have a dedicated Region and Area Management Support Staff which will foster you through your growth and advancement in the company. Come Grow With Us …",41.791385,-95.207294,https://www.adzuna.com/details/5710360984?utm_medium=api&utm_source=abfa41a4,24217.24,,24217.24,2026-04-25T08:55:35Z,Adzuna::API::Response::Location,"['US', 'Iowa', 'Shelby County', 'Irwin']","Irwin, Shelby County",Adzuna::API::Response::Company,Securitas,Travel Jobs,travel-jobs,Adzuna::API::Response::Category
Operations Coordinator,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MDk4NSIsInMiOiJoSEw4RDdCQThSR3RUT29qaWFFTGd3In0.A3FOkahhER8HUPxSo1T-WyFcoDu_9O1cbLPYJO7NmA8,Adzuna::API::Response::Job,5710360985,1,"Area Operations Coordinator Salary: $65,000/year Location: St. Louis, MO (In Office) We are looking for outstanding employee who is looking to grow their career with Securitas. As an Area Operations Coordinator , you will perform a high level of administrative duties and implement organizational policies/practices on behalf of the Area. This position requires a high level of P&L understanding for financial reviews, budgeting, trending, data collection, and report analyzation. Looking for an emp…",38.554164,-90.052544,https://www.adzuna.com/details/5710360985?utm_medium=api&utm_source=abfa41a4,34226.29,,34226.29,2026-04-25T08:55:35Z,Adzuna::API::Response::Location,"['US', 'Illinois', 'Saint Clair County', 'Signal Hill']","Signal Hill, Saint Clair County",Adzuna::API::Response::Company,Securitas,Admin Jobs,admin-jobs,Adzuna::API::Response::Category
HR Operations Coordinator,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaEhMOEQ3QkE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzYwOTgzIn0.RnKHYdCtiN1MXJlqpAMdUFqsQtPyJ0uHGvDg0QQbIZM,Adzuna::API::Response::Job,5710360983,1,"Human Resources Generalist - Full Time Location: Salt Lake City, UT Days & Hours: Monday – Friday / 8:00am to 5:00pm Pay: $20.00/hour We have a GREAT OPPORTUNITY for an HR Generalist to help support our Salt Lake City branch office. This position is responsible for assisting the HR team with various tasks such as unemployment claims, guard card management, OSHA log management, workers comp, benefits, unions, employment verifications, recruitment support and other miscellaneous tasks that may ar…",40.922998,-111.877423,https://www.adzuna.com/details/5710360983?utm_medium=api&utm_source=abfa41a4,49293.42,,49293.42,2026-04-25T08:55:35Z,Adzuna::API::Response::Location,"['US', 'Utah', 'Davis County', 'Centerville']","Centerville, Davis County",Adzuna::API::Response::Company,Securitas,HR & Recruitment Jobs,hr-jobs,Adzuna::API::Response::Category
Human Resources Coordinator,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaEhMOEQ3QkE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzYwOTgwIn0.bvaJnU1Yvq0MHJ1i4C60zNRymxPcjgRd3AtL8vWDkpM,Adzuna::API::Response::Job,5710360980,1,"Human Resources Generalist - Full Time Location: Salt Lake City, UT Days & Hours: Monday – Friday / 8:00am to 5:00pm Pay: $20.00/hour We have a GREAT OPPORTUNITY for an HR Generalist to help support our Salt Lake City branch office. This position is responsible for assisting the HR team with various tasks such as unemployment claims, guard card management, OSHA log management, workers comp, benefits, unions, employment verifications, recruitment support and other miscellaneous tasks that may ar…",40.59486,-111.8235,https://www.adzuna.com/details/5710360980?utm_medium=api&utm_source=abfa41a4,43788.98,,43788.98,2026-04-25T08:55:33Z,Adzuna::API::Response::Location,"['US', 'Utah', 'Salt Lake County', 'Cottonwood']","Cottonwood, Salt Lake County",Adzuna::API::Response::Company,Securitas,HR & Recruitment Jobs,hr-jobs,Adzuna::API::Response::Category
"Local CDL A Drivers: $1,000 Annual Longevity Bonus",full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MDk3NiIsInMiOiJoSEw4RDdCQThSR3RUT29qaWFFTGd3In0.mycsBg5y_BeOEhzKSKv7rMD1bSPoEsYloRDt0XsEIek,Adzuna::API::Response::Job,5710360976,1,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",42.890524,-73.542281,https://www.adzuna.com/details/5710360976?utm_medium=api&utm_source=abfa41a4,65589.52,,65589.52,2026-04-25T08:55:32Z,Adzuna::API::Response::Location,"['US', 'New York', 'Rensselaer County', 'Valley Falls']","Valley Falls, Rensselaer County",Adzuna::API::Response::Company,Premier Transportation,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
Area Operations Coordinator,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaEhMOEQ3QkE4Ukd0VE9vamlhRUxndyIsImkiOiI1NzEwMzYwOTc0In0.xSHHKVKR7Ya2i-LqO5vpTNoH8KVtjFRj-e46mhIO0VU,Adzuna::API::Response::Job,5710360974,1,"Area Operations Coordinator Salary: $65,000/year Location: St. Louis, MO (In Office) We are looking for outstanding employee who is looking to grow their career with Securitas. As an Area Operations Coordinator , you will perform a high level of administrative duties and implement organizational policies/practices on behalf of the Area. This position requires a high level of P&L understanding for financial reviews, budgeting, trending, data collection, and report analyzation. Looking for an emp…",38.46882,-90.30498,https://www.adzuna.com/details/5710360974?utm_medium=api&utm_source=abfa41a4,40344.54,,40344.54,2026-04-25T08:55:32Z,Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Oakville']","Oakville, Saint Louis County",Adzuna::API::Response::Company,Securitas,Admin Jobs,admin-jobs,Adzuna::API::Response::Category
