__CLASS__,latitude,created,longitude,salary_max,id,salary_min,salary_is_predicted,adref,redirect_url,title,description,category.label,category.__CLASS__,category.tag,location.display_name,location.__CLASS__,location.area,company.display_name,company.__CLASS__,contract_time
Adzuna::API::Response::Job,21.429974,2026-05-26T12:40:32Z,-158.174467,50767.06,5741322738,50767.06,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MTMyMjczOCIsInMiOiJmR25vNmlKWjhSR0ljZXFuVXZNUGZnIn0.XV0I40saAdr7AJxgAXwzCKIB1Vj7gJWV6-Cj27EiiYM,https://www.adzuna.com/land/ad/5741322738?se=fGno6iJZ8RGIceqnUvMPfg&utm_medium=api&utm_source=abfa41a4&v=AB112D62918C16B188267FB27D47A9C60D787422,Home Health Aide - Wilson Care Group,Ask how you can make up to $1500 in bonuses! Wilson Homecare is excited to invite anyone with hands-on experience or spent time taking care of a loved one to apply. We hire all care levels from Nurse Aides without a CNA or schooling to Certified Caregivers with extensive experience. We look forward to having you become part of our Wilson Ohana! What you will need to start work: Min 3 Months of hands-on experience (personal or professional) (Paid Training Available) 18 years or older You will ne…,Social work Jobs,Adzuna::API::Response::Category,social-work-jobs,"Waianae, Honolulu",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu', 'Waianae']",Wilson Care Group,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,21.341918,2026-05-26T12:40:32Z,-157.713175,39459.15,5741322747,39459.15,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkdubzZpSlo4UkdJY2VxblV2TVBmZyIsImkiOiI1NzQxMzIyNzQ3In0.hwB2r36t07m56Ew96Ce01gwOFGaeRmOH-kRwWQ0C6Vs,https://www.adzuna.com/land/ad/5741322747?se=fGno6iJZ8RGIceqnUvMPfg&utm_medium=api&utm_source=abfa41a4&v=73EEF6285DE93096FF32414B15C4E5E7EE167004,Home Health Aide - All Care Experience Welcome!,Ask how you can make up to $1500 in bonuses! Wilson Homecare is excited to invite anyone with hands-on experience or spent time taking care of a loved one to apply. We hire all care levels from Nurse Aides without a CNA or schooling to Certified Caregivers with extensive experience. We look forward to having you become part of our Wilson Ohana! What you will need to start work: Min 3 Months of hands-on experience (personal or professional) (Paid Training Available) 18 years or older You will ne…,Social work Jobs,Adzuna::API::Response::Category,social-work-jobs,"Waimanalo, Honolulu",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu', 'Waimanalo']",Wilson Care Group,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,21.3278,2026-05-26T12:40:32Z,-157.8294,45760.0,5741322728,33280.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MTMyMjcyOCIsInMiOiJmR25vNmlKWjhSR0ljZXFuVXZNUGZnIn0.SbJ6XWnkqZOQWQsERZV9ChbwkD4K1JCuDRSWwjNyabo,https://www.adzuna.com/land/ad/5741322728?se=fGno6iJZ8RGIceqnUvMPfg&utm_medium=api&utm_source=abfa41a4&v=552061409BCB7237445164EB0060126D7DAD80A5,Home Health Aide - $16-$22 Hourly Pay - Flexible schedule,Ask how you can make up to $1500 in bonuses! Wilson Homecare is excited to invite anyone with hands-on experience or spent time taking care of a loved one to apply. We hire all care levels from Nurse Aides without a CNA or schooling to Certified Caregivers with extensive experience. We look forward to having you become part of our Wilson Ohana! What you will need to start work: Min 3 Months of hands-on experience (personal or professional) (Paid Training Available) 18 years or older You will ne…,Social work Jobs,Adzuna::API::Response::Category,social-work-jobs,"Fort Shafter, Honolulu",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu', 'Fort Shafter']",Wilson Care Group,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,21.501647,2026-05-26T12:40:32Z,-158.031497,38297.46,5741322740,38297.46,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkdubzZpSlo4UkdJY2VxblV2TVBmZyIsImkiOiI1NzQxMzIyNzQwIn0.iqI_-M9deiad6_-ZSeoqBkBg2-jfIAN9SzMcRJsTl_4,https://www.adzuna.com/land/ad/5741322740?se=fGno6iJZ8RGIceqnUvMPfg&utm_medium=api&utm_source=abfa41a4&v=95AF1BA8E44FE5392307B6565987BC19157951E3,Limited Experience Necessary - Home Health Aide (Wilson Care Group),"Caregiver $1500 Sign-On Bonus! Earn a living, build your resume and support your community all at the same time, call our recruiters for more information or apply online today! Do you have little to no professional experience, but a heart of gold? Have you ever cared for a loved one at home? Are you a fresh graduate who needs a place to start your career? Do you have a genuine desire to care for the people around you? Wilson Care Group could be the perfect place for you! We look forward to havi…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Wahiawa, Honolulu",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu', 'Wahiawa']",Wilson Care Group,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,21.392967,2026-05-26T12:40:32Z,-158.011637,61389.61,5741322749,61389.61,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkdubzZpSlo4UkdJY2VxblV2TVBmZyIsImkiOiI1NzQxMzIyNzQ5In0.swDggf2Za6wLECcWxz0xDd4PRI_bL8vRbOS5kCppbx8,https://www.adzuna.com/land/ad/5741322749?se=fGno6iJZ8RGIceqnUvMPfg&utm_medium=api&utm_source=abfa41a4&v=8D929F5671B57981F697818FE72A2F5FF561F6BC,"Seasonal Hiring Event (Guaranteed Interview)- CNAs ($1,500 Bonus / $16-$22 hourly pay)","Looking to make money as a Qualified Caregiver ? Do you have 6 months experience? Can you handle the full spectrum of care needs? Make a weekly salary pay with Wilson Care Group! $39K $54K annual Caregiver Salary- FLOAT position. Call for Specifics More questions? STOP BY THE OFFICE: Walk-in interviews from 9am - 4pm Monday through Friday! (Must be a current resident of Oahu) Benefits: Opportunity for GROWTH! Flexible schedules We pay Overtime! Medical, Dental, Vision Insurance Paid Weekly PAID…",Social work Jobs,Adzuna::API::Response::Category,social-work-jobs,"Waipahu, Honolulu",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu', 'Waipahu']",Wilson Care Group,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,21.3278,2026-05-26T12:40:32Z,-157.8294,131774.81,5741322731,131774.81,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MTMyMjczMSIsInMiOiJmR25vNmlKWjhSR0ljZXFuVXZNUGZnIn0.8PY43cmqW1cz_P71vbVLxFRcQg_7Wx-1dx1Lz6amwIM,https://www.adzuna.com/land/ad/5741322731?se=fGno6iJZ8RGIceqnUvMPfg&utm_medium=api&utm_source=abfa41a4&v=BD5F8AFA3DEC106056D1D7378820A108364BE1EE,New Grad Registered Nurse (RN) Opportunities (Oahu)- 3K towards relocation after 4 months hired,"Job description: Feeling burned out from fast-paced schedules? Lessen your stress; join our skilled Home Health Nurses where flexible schedules are our priority! Enjoy your Work life Balance in the desired Oahu, Hawaii, and enjoy the work you do focusing on spending time with your client. If you have the heart for helping people, Wilson Care Group is looking for individuals that we can trust with our own kupuna! We have care opportunities island wide for both RN or LPN positions, whether you ha…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Fort Shafter, Honolulu",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu', 'Fort Shafter']",Wilson Care Group,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,21.3278,2026-05-26T12:40:32Z,-157.8294,95957.22,5741322742,95957.22,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MTMyMjc0MiIsInMiOiJmR25vNmlKWjhSR0ljZXFuVXZNUGZnIn0.Tz8ZLrzhUvSiit7rx_tPqH_0dpldYPnK0tY_b8QNmdg,https://www.adzuna.com/land/ad/5741322742?se=fGno6iJZ8RGIceqnUvMPfg&utm_medium=api&utm_source=abfa41a4&v=E8FAB3702CE9A5974AE669614D6C929E9FB8BF19,Full-time CNA/Caregivers ($1500 bonus),Certified Nurse Aide - Wilson Care Group- Full-Time-salary $700 weekly pay ($1500 bonus) Looking to make money as a Qualified Caregiver? Do you have 6 months experience? Can you handle the full spectrum of care needs? Make a weekly salary pay with Wilson Care Group! Ask about our $1500 Bonus! Wilson Care Group is seeking Nurse Aides/CNA's interested in our FLOAT program. Call our Recruiting department at for details on how to join our team! YOU CHOOSE YOUR SCHEDULE: • 2- or 3-Days (20 hours/30 …,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Fort Shafter, Honolulu",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu', 'Fort Shafter']",Wilson Care Group,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,21.3278,2026-05-26T12:40:32Z,-157.8294,75174.59,5741322729,75174.59,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MTMyMjcyOSIsInMiOiJmR25vNmlKWjhSR0ljZXFuVXZNUGZnIn0.H25H3M9MtRjfNpXa-RXKiQV0R31f_JO3QwbWuMQjQiE,https://www.adzuna.com/land/ad/5741322729?se=fGno6iJZ8RGIceqnUvMPfg&utm_medium=api&utm_source=abfa41a4&v=1CEE7794A28BA0A46E8AF87EDFAA257D7B26254F,Caregiver - High School Grads Welcome - (Sign on Bonus up to $1500),Ask how you can make up to $1500 in bonuses! Wilson Homecare is excited to invite anyone with hands-on experience or spent time taking care of a loved one to apply. We hire all care levels from Nurse Aides without a CNA or schooling to Certified Caregivers with extensive experience. We look forward to having you become part of our Wilson Ohana! What you will need to start work: Min 3 Months of hands-on experience (personal or professional) (Paid Training Available) 18 years or older You will ne…,Social work Jobs,Adzuna::API::Response::Category,social-work-jobs,"Fort Shafter, Honolulu",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu', 'Fort Shafter']",Wilson Care Group,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,21.3278,2026-05-26T12:40:32Z,-157.8294,67781.49,5741322735,67781.49,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkdubzZpSlo4UkdJY2VxblV2TVBmZyIsImkiOiI1NzQxMzIyNzM1In0.txG3arMPwgaqSjq7o1n5lFxn2jEpEamjSZfOcjhlsoM,https://www.adzuna.com/land/ad/5741322735?se=fGno6iJZ8RGIceqnUvMPfg&utm_medium=api&utm_source=abfa41a4&v=B7B02F08C2504C0FEB40C43229EF7862E4138D48,"Seasonal Hiring Event (Guaranteed Interview)- Seeking- CNAs ($1,500 Bonus $16-$22 hourly pay)",Certified Nurse Aide - Wilson Care Group- Full-Time-salary $700 weekly pay ($1500 bonus) Looking to make money as a Qualified Caregiver? Do you have 6 months experience? Can you handle the full spectrum of care needs? Make a weekly salary pay with Wilson Care Group! Ask about our $1500 Bonus! Wilson Care Group is seeking Nurse Aides/CNA's interested in our FLOAT program. Call our Recruiting department at for details on how to join our team! YOU CHOOSE YOUR SCHEDULE: • 2- or 3-Days (20 hours/30 …,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Fort Shafter, Honolulu",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu', 'Fort Shafter']",Wilson Care Group,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,21.419886,2026-05-26T12:40:32Z,-157.811727,60587.37,5741322748,60587.37,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MTMyMjc0OCIsInMiOiJTSXZXNnlKWjhSR0JqTzhuWGVTbGtnIn0.0QSBoOAgv1M4nzAnPOUISOy1UJzpV9Ot1eT2QWWACmo,https://www.adzuna.com/land/ad/5741322748?se=SIvW6yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=8566BD752366D598F81E1BC39A8D09E00CA79CC2,Home Health Aide - Wilson Care Group,Ask how you can make up to $1500 in bonuses! Wilson Homecare is excited to invite anyone with hands-on experience or spent time taking care of a loved one to apply. We hire all care levels from Nurse Aides without a CNA or schooling to Certified Caregivers with extensive experience. We look forward to having you become part of our Wilson Ohana! What you will need to start work: Min 3 Months of hands-on experience (personal or professional) (Paid Training Available) 18 years or older You will ne…,Social work Jobs,Adzuna::API::Response::Category,social-work-jobs,"Kaneohe, Honolulu",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu', 'Kaneohe']",Wilson Care Group,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,21.3278,2026-05-26T12:40:32Z,-157.8294,33280.0,5741322739,33280.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MTMyMjczOSIsInMiOiJTSXZXNnlKWjhSR0JqTzhuWGVTbGtnIn0.Jug1XNZVIsZ-ev5QlarquxbLu1faIMi4mVNwBxL6ypA,https://www.adzuna.com/land/ad/5741322739?se=SIvW6yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=D7AD80BA1276808F18E901BEC2060D6D7B5FB7B4,Holiday Caregivers Needed $16/hr (Paid time in Half),"Wilson Homecare is excited to invite anyone with hands-on experience or spent time taking care of a loved one to apply. We hire all care levels from Nurse Aides without a CNA or schooling to Certified Caregivers with extensive experience. We look forward to having you become part of our Wilson Ohana! Holiday Bonus December 13 - January 6: Holiday Pay time and a half Hiring Bonus $100 after 1st shift Up to $1500 Bonus Retention Pay Bonus Match to hours worked: 20 hours-$200, 30 hours-$300, 40 ho…",Social work Jobs,Adzuna::API::Response::Category,social-work-jobs,"Fort Shafter, Honolulu",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu', 'Fort Shafter']",Wilson Care Group,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,21.392967,2026-05-26T12:40:32Z,-158.011637,59112.17,5741322741,59112.17,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0l2VzZ5Slo4UkdCak84blhlU2xrZyIsImkiOiI1NzQxMzIyNzQxIn0.tkExZ-715TDazGbJCsHMGzxL-X1RCLl-1tiCx2LDu3w,https://www.adzuna.com/land/ad/5741322741?se=SIvW6yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=43FE7E9B077F337E39DF78509E162B37BDA22C0F,Limited Experience Necessary - Caregiver (Wilson Care Group),"Caregiver $1500 Sign-On Bonus! Earn a living, build your resume and support your community all at the same time, call our recruiters for more information or apply online today! Do you have little to no professional experience, but a heart of gold? Have you ever cared for a loved one at home? Are you a fresh graduate who needs a place to start your career? Do you have a genuine desire to care for the people around you? Wilson Care Group could be the perfect place for you! We look forward to havi…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Waipahu, Honolulu",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu', 'Waipahu']",Wilson Care Group,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,41.57178,2026-05-26T12:40:32Z,-81.19266,80206.23,5741322725,80206.23,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MTMyMjcyNSIsInMiOiJTSXZXNnlKWjhSR0JqTzhuWGVTbGtnIn0.1dhpi-KGH5oNngblI2OyAjtzMjV4Vu4g8lOjMoJ6gBo,https://www.adzuna.com/land/ad/5741322725?se=SIvW6yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=3BCE86C3120E4E604FD5EAD35C7281DCB56401C9,Licensed Practical Nurse LPN 1st or 2nd Shift,"At Danbury, you don t just clock in at a job. You walk in the door to a work family who wants to make the day count. We truly believe our employees and residents are a family that comes together to enjoy the good things in life, including one another. When our employees feel special, so do our residents. That s the Danbury Difference. We are currently seeking applicants for Licensed Practical Nurse (LPN) position. This position is also often referred to as Practical Nurse or PN. Danbury does no…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Chardon, Geauga County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Geauga County', 'Chardon']",Danbury Mentor,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,21.3278,2026-05-26T12:40:32Z,-157.8294,45760.0,5741322723,33280.0,0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MTMyMjcyMyIsInMiOiJTSXZXNnlKWjhSR0JqTzhuWGVTbGtnIn0.I4Y-7upECKV4gqPkxPfXPeMHHT7CvCLanRHQouSY7Oo,https://www.adzuna.com/land/ad/5741322723?se=SIvW6yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=E91FDE7C71FC536209903628DDA857B2D0091693,Nurse Aide - $16-$22 Hourly Pay,"Join Our Compassionate Home Care Team Nurse Aides Wanted! $1500 Sign On Bonus for Qualified Caregivers Are you a dedicated and compassionate nurse aide looking to make a positive impact in the lives of others? Our home care agency is currently seeking skilled and caring individuals to join our team of professionals. If you have a passion for providing personalized and compassionate care, we want to hear from you! Position: Nurse Aide/Caregiver (Home Care) Location: Oahu - Islandwide locations a…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Fort Shafter, Honolulu",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu', 'Fort Shafter']",Wilson Care Group,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,21.419886,2026-05-26T12:40:32Z,-157.811727,48441.38,5741322734,48441.38,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0l2VzZ5Slo4UkdCak84blhlU2xrZyIsImkiOiI1NzQxMzIyNzM0In0.18xypXvoZIwLxJVNSw-z-83Ke9iAl_v1vw_MD_Z8hLA,https://www.adzuna.com/land/ad/5741322734?se=SIvW6yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=8353C50B7CAD2FEA4A465D685EDD4AA6D405B47C,Limited Experience Necessary - Home Health Aide (Wilson Care Group),"Caregiver $1500 Sign-On Bonus! Earn a living, build your resume and support your community all at the same time, call our recruiters for more information or apply online today! Do you have little to no professional experience, but a heart of gold? Have you ever cared for a loved one at home? Are you a fresh graduate who needs a place to start your career? Do you have a genuine desire to care for the people around you? Wilson Care Group could be the perfect place for you! We look forward to havi…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Kaneohe, Honolulu",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu', 'Kaneohe']",Wilson Care Group,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,21.501647,2026-05-26T12:40:31Z,-158.031497,36027.77,5741322705,36027.77,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0l2VzZ5Slo4UkdCak84blhlU2xrZyIsImkiOiI1NzQxMzIyNzA1In0.oETt9HFoHzgjwmRONc6JznnvugV0gqyxgqDoML198Oo,https://www.adzuna.com/land/ad/5741322705?se=SIvW6yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=FC566CD36A165CFA511249884231B7F9C929BF20,Certified Nurse Aide - On-Call - Weekly Pay,Certified Nurse Aide - Wilson Care Group- Full-Time-salary $700 weekly pay ($1500 bonus) Looking to make money as a Qualified Caregiver? Do you have 6 months experience? Can you handle the full spectrum of care needs? Make a weekly salary pay with Wilson Care Group! Ask about our $1500 Bonus! Wilson Care Group is seeking Nurse Aides/CNA's interested in our FLOAT program. Call our Recruiting department at for details on how to join our team! YOU CHOOSE YOUR SCHEDULE: • 2- or 3-Days (20 hours/30 …,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Wahiawa, Honolulu",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu', 'Wahiawa']",Wilson Care Group,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,21.400754,2026-05-26T12:40:31Z,-157.74216,52119.07,5741322709,52119.07,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0l2VzZ5Slo4UkdCak84blhlU2xrZyIsImkiOiI1NzQxMzIyNzA5In0.7WXdY6IGmaSyMpNoSX8BghLN5NRuhBJ2FRcxZwukOkM,https://www.adzuna.com/land/ad/5741322709?se=SIvW6yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=A84BFC03255F9A270D053FD976E27EFD44A6F614,Caregivers - Flexible schedule,Ask how you can make up to $1500 in bonuses! Wilson Homecare is excited to invite anyone with hands-on experience or spent time taking care of a loved one to apply. We hire all care levels from Nurse Aides without a CNA or schooling to Certified Caregivers with extensive experience. We look forward to having you become part of our Wilson Ohana! What you will need to start work: Min 3 Months of hands-on experience (personal or professional) (Paid Training Available) 18 years or older You will ne…,Social work Jobs,Adzuna::API::Response::Category,social-work-jobs,"Kailua, Honolulu",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu', 'Kailua']",Wilson Care Group,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,21.330503,2026-05-26T12:40:31Z,-158.02166,52577.66,5741322715,52577.66,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0l2VzZ5Slo4UkdCak84blhlU2xrZyIsImkiOiI1NzQxMzIyNzE1In0.fTf3slkKROjiM_FYNuiBhxUT651An4_qw2nnIba4pPs,https://www.adzuna.com/land/ad/5741322715?se=SIvW6yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=EB960400965122F710F8F9AA23BE9590FA110456,"Holiday CNA program- ($1,500 Bonus $16-$22 hourly pay)",Certified Nurse Aide - Wilson Care Group- Full-Time-salary $700 weekly pay ($1500 bonus) Looking to make money as a Qualified Caregiver? Do you have 6 months experience? Can you handle the full spectrum of care needs? Make a weekly salary pay with Wilson Care Group! Ask about our $1500 Bonus! Wilson Care Group is seeking Nurse Aides/CNA's interested in our FLOAT program. Call our Recruiting department at for details on how to join our team! YOU CHOOSE YOUR SCHEDULE: • 2- or 3-Days (20 hours/30 …,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Ewa Beach, Honolulu",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu', 'Ewa Beach']",Wilson Care Group,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,41.419087,2026-05-26T12:40:31Z,-81.915194,38901.7,5741322722,38901.7,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0l2VzZ5Slo4UkdCak84blhlU2xrZyIsImkiOiI1NzQxMzIyNzIyIn0.2zeVxSvWfAZhqHogdgKo-PoHi8jKf0C5hon3ib3pqlc,https://www.adzuna.com/land/ad/5741322722?se=SIvW6yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=8C0A659A09FBB1C03EB77A113CBC08819486CE11,Licensed Practical Nurse (LPN),"Danbury does not require employees to be vaccinated. Pay rate for this position is $27.00 up to $30.00 Openings: FT Nights PT Days Shifts: 6a-6p 6p-6a We offer a great FULL TIME benefits and perks package! Company Paid Benefits: Short Term Disability (Guardian)-for employee only, benefit percentage 60% of salary! Long Term Disability (Guardian)-for employee only, benefit percentage 60% of salary! Life and AD&D (Guardian) Health Advocate (Employee Assistance Program)-for Employee, Spouse, Depend…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"North Olmsted, Cuyahoga County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Cuyahoga County', 'North Olmsted']",Danbury North Ridgeville,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,21.580254,2026-05-26T12:40:31Z,-158.127308,48924.65,5741322698,48924.65,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0l2VzZ5Slo4UkdCak84blhlU2xrZyIsImkiOiI1NzQxMzIyNjk4In0.hDbHlpaz23DO_gXfPmp6P6LkLG0_0MJwEMNTY7rLkhI,https://www.adzuna.com/land/ad/5741322698?se=SIvW6yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=265F3612C487D1817A062A1061AE3ADE854589FE,Caregiver - Veterans Welcome,Ask how you can make up to $1500 in bonuses! Wilson Homecare is excited to invite anyone with hands-on experience or spent time taking care of a loved one to apply. We hire all care levels from Nurse Aides without a CNA or schooling to Certified Caregivers with extensive experience. We look forward to having you become part of our Wilson Ohana! What you will need to start work: Min 3 Months of hands-on experience (personal or professional) (Paid Training Available) 18 years or older You will ne…,Social work Jobs,Adzuna::API::Response::Category,social-work-jobs,"Waialua, Honolulu",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu', 'Waialua']",Wilson Care Group,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,41.232522,2026-05-26T12:40:31Z,-81.638782,35910.42,5741322711,35910.42,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0l2VzZ5Slo4UkdCak84blhlU2xrZyIsImkiOiI1NzQxMzIyNzExIn0.0Zm4_b4CQ8SDrHhiDzkdrls8U_eCVqcC8SJ8DVeApVE,https://www.adzuna.com/land/ad/5741322711?se=SIvW6yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=BD063300512B27C32D13C72108EEBE9377463885,Licensed Practical Nurse (LPN 2nd Shift 2p-10p),"If you have a passion for helping others If it is your calling to make someone s day better If you want to build meaningful relationships with those you work with Then it s time for you to join the Danbury family! Our residents and team members can t wait to meet you. We are looking for new team members who care like we do. We care for our residents, our co-workers, our families, our vendors We Care. That s the Danbury Difference. We are currently seeking a LPN for our community. Check with the…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Richfield, Summit County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Summit County', 'Richfield']",Danbury Broadview Heights,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,21.408823,2026-05-26T12:40:31Z,-157.965531,45760.0,5741322717,33280.0,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0l2VzZ5Slo4UkdCak84blhlU2xrZyIsImkiOiI1NzQxMzIyNzE3In0.FVHr3SqbMNH3-_2iElXh28NIAoMwIpfmAviR47Ni160,https://www.adzuna.com/land/ad/5741322717?se=SIvW6yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=B9BCB5365C15D77E711526872D0C7620381866CE,Nurse Aide - $16-$22 Hourly Pay,"Join Our Compassionate Home Care Team Nurse Aides Wanted! $1500 Sign On Bonus for Qualified Caregivers Are you a dedicated and compassionate nurse aide looking to make a positive impact in the lives of others? Our home care agency is currently seeking skilled and caring individuals to join our team of professionals. If you have a passion for providing personalized and compassionate care, we want to hear from you! Position: Nurse Aide/Caregiver (Home Care) Location: Oahu - Islandwide locations a…",Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Pearl City, Honolulu",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu', 'Pearl City']",Wilson Care Group,Adzuna::API::Response::Company,
Adzuna::API::Response::Job,21.460526,2026-05-26T12:40:31Z,-158.007349,49581.2,5741322703,49581.2,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MTMyMjcwMyIsInMiOiJTSXZXNnlKWjhSR0JqTzhuWGVTbGtnIn0.BJwSW0mt2BIKJQ9Z0a8sZzrYKE_Miihrte1L0R_re6Q,https://www.adzuna.com/land/ad/5741322703?se=SIvW6yJZ8RGBjO8nXeSlkg&utm_medium=api&utm_source=abfa41a4&v=DEE81D424B362D22AF97C994E640E1953EBD4D4C,Seasonal Caregivers needed (Competitive Pay Bonuses),"Wilson Homecare is excited to invite anyone with hands-on experience or spent time taking care of a loved one to apply. We hire all care levels from Nurse Aides without a CNA or schooling to Certified Caregivers with extensive experience. We look forward to having you become part of our Wilson Ohana! Holiday Bonus December 13 - January 6: Holiday Pay time and a half Hiring Bonus $100 after 1st shift Up to $1500 Bonus Retention Pay Bonus Match to hours worked: 20 hours-$200, 30 hours-$300, 40 ho…",Social work Jobs,Adzuna::API::Response::Category,social-work-jobs,"Mililani, Honolulu",Adzuna::API::Response::Location,"['US', 'Hawaii', 'Honolulu', 'Mililani']",Wilson Care Group,Adzuna::API::Response::Company,
