title,salary_min,description,salary_is_predicted,salary_max,adref,latitude,redirect_url,created,__CLASS__,longitude,id,company.display_name,company.__CLASS__,location.area,location.__CLASS__,location.display_name,category.tag,category.label,category.__CLASS__,contract_time,contract_type
Addus Home Care Aide,45428.38,"Payrate: $21.44 Offering Daily Pay for select positions Addus HomeCare is hiring immediately for Home Care Aides. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs while providing a great career with a growing, innovative industry leader. If you have the drive to help others, and you are looking for a meaningful, fulfilling, independent career with an organization that encourages and supports your contribution, we inv…",1,45428.38,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR09oY3FMWmE4Ukc3ZnBSeS1zb3lfdyIsImkiOiI1NzQzNjI4NzE1In0.r8oGGhsM0ld7_FEYiYXabMor7JCYJdFSFq6b1oGxpUU,46.061814,https://www.adzuna.com/land/ad/5743628715?se=GOhcqLZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=E27218207CB93AB48BF09BC6672CDD86E878321F,2026-05-28T12:52:13Z,Adzuna::API::Response::Job,-118.328198,5743628715,Addus Homecare,Adzuna::API::Response::Company,"['US', 'Washington', 'Walla Walla County', 'Walla Walla']",Adzuna::API::Response::Location,"Walla Walla, Walla Walla County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Personal Care Aide,48429.98,"Pay rates range from $19 - $20/hr Currently looking to hire aides for all shifts; daytime, evening, and overnights. Also hiring weekend aides. Arcadia Home Care & Staffing is hiring immediately for Personal Care Aides. This rewarding position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. Arcadia Home Care & Staffing is part of the Addus HomeCare family of companies. If you ha…",1,48429.98,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODcwOCIsInMiOiJHT2hjcUxaYThSRzdmcFJ5LXNveV93In0.G6q4W7nuWBMQAVP1iy9CN0udOaFQYBIvjuSqlN9wKnY,38.323982,https://www.adzuna.com/land/ad/5743628708?se=GOhcqLZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=099E45D1F3AFBC3508576C2531BEFF01DDA6319A,2026-05-28T12:52:13Z,Adzuna::API::Response::Job,-122.303561,5743628708,Arcadia Home Care and Staffing – an Addus family company,Adzuna::API::Response::Company,"['US', 'California', 'Napa County', 'Yountville']",Adzuna::API::Response::Location,"Yountville, Napa County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Personal Care Aide,41304.67,"Addus HomeCare is hiring immediately for Personal Care Aides. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. If you have a drive to help others, and you are looking for a meaningful, fulfilling, independent career with an organization that encourages and supports your contribution, we invite you to join our team. Personal Care Aides Perks: …",1,41304.67,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR09oY3FMWmE4Ukc3ZnBSeS1zb3lfdyIsImkiOiI1NzQzNjI4NzE5In0.ejhLhDQJnE45iEQoePO6MSnMVmGEPKm9lguB_FROuRc,37.074436,https://www.adzuna.com/land/ad/5743628719?se=GOhcqLZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=66D67D2495C4045DA19A63F419ED893927D22C24,2026-05-28T12:52:13Z,Adzuna::API::Response::Job,-89.662074,5743628719,Addus Homecare,Adzuna::API::Response::Company,"['US', 'Missouri', 'Scott County', 'Oran']",Adzuna::API::Response::Location,"Oran, Scott County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Personal Care Aide,36736.92,"HIRING CAREGIVERS IN BRINKLEY ARKANSAS & SURROUNDING AREA Addus HomeCare is hiring immediately for Personal Care Aides. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. If you have a drive to help others, and you are looking for a meaningful, fulfilling, independent career with an organization that encourages and supports your contribution, w…",1,36736.92,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickVRMHFiWmE4UkdETll0U3ZQcU5xdyIsImkiOiI1NzQzNjI4NzIwIn0.5HKO_Fer-kworOaSwmhSiYh0kCpW8WW-Yu1LScLe6HA,34.889702,https://www.adzuna.com/land/ad/5743628720?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=0099EB9584E9D067BA128F7602720C4C1744E4FE,2026-05-28T12:52:13Z,Adzuna::API::Response::Job,-91.191753,5743628720,Addus Homecare,Adzuna::API::Response::Company,"['US', 'Arkansas', 'Monroe County', 'Brinkley']",Adzuna::API::Response::Location,"Brinkley, Monroe County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Personal Care Aide,43500.12,"Pay rates range from $21 - $25/hr Currently looking to hire aides for all shifts. Also hiring weekend aides. Arcadia Home Care & Staffing is hiring immediately for Personal Care Aides. This rewarding position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. Arcadia Home Care & Staffing is part of the Addus HomeCare family of companies. If you have a drive to help others, and you…",1,43500.12,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODcxNyIsInMiOiJyRVEwcWJaYThSR0ROWXRTdlBxTnF3In0._tVBCuKnkhUsbY2QgVPv7qL62X2xeJ-aZgWTAg8THoo,37.982111,https://www.adzuna.com/land/ad/5743628717?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=370591C55272A4EDEAC3CF98F0C9DDBC60E98FC8,2026-05-28T12:52:13Z,Adzuna::API::Response::Job,-122.568755,5743628717,Arcadia Home Care and Staffing – an Addus family company,Adzuna::API::Response::Company,"['US', 'California', 'Marin County', 'San Anselmo']",Adzuna::API::Response::Location,"San Anselmo, Marin County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Personal Care Aide,42254.11,"URGENT HIRE for the ABILENE area ALL SHIFTS also AVAILABLE Arcadia Home Care & Staffing is hiring immediately for Personal Care Aides. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. Arcadia Home Care & Staffing is part of the Addus HomeCare family of companies. If you have a drive to help others, and you are looking for a meaningful, fulfil…",1,42254.11,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODcyMyIsInMiOiJyRVEwcWJaYThSR0ROWXRTdlBxTnF3In0.bK-kMl0OCmG3bGfdUytWu57vEtFB-xM2hwUI0YYZ-a4,32.211882,https://www.adzuna.com/land/ad/5743628723?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=E37F768AD3CB84F5B4B9BFA6253D6416B2ED87F7,2026-05-28T12:52:13Z,Adzuna::API::Response::Job,-98.670975,5743628723,Arcadia Home Care and Staffing – an Addus family company,Adzuna::API::Response::Company,"['US', 'Texas', 'Eastland County', 'Gorman']",Adzuna::API::Response::Location,"Gorman, Eastland County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Home Care Aide,50261.09,"Addus HomeCare is hiring immediately for Personal Care Aides. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. If you have a drive to help others, and you are looking for a meaningful, fulfilling, independent career with an organization that encourages and supports your contribution, we invite you to join our team. Personal Care Aides Perks: …",1,50261.09,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickVRMHFiWmE4UkdETll0U3ZQcU5xdyIsImkiOiI1NzQzNjI4NzExIn0.TSA1c2fD3xkWB-_ngHC-hbExjrBakmvlzla6dBFt9SQ,36.767576,https://www.adzuna.com/land/ad/5743628711?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=E6732BC29818A3DFCB9717413353C9F8F0EEB9BA,2026-05-28T12:52:13Z,Adzuna::API::Response::Job,-90.426103,5743628711,Addus Homecare,Adzuna::API::Response::Company,"['US', 'Missouri', 'Butler County', 'Poplar Bluff']",Adzuna::API::Response::Location,"Poplar Bluff, Butler County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Personal Care Aide,39218.82,"Pay rates range from $19 - $20/hr Currently looking to hire aides for all shifts; daytime, evening, and overnights. Also hiring weekend aides. Arcadia Home Care & Staffing is hiring immediately for Personal Care Aides. This rewarding, position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. Arcadia Home Care & Staffing is part of the Addus HomeCare family of companies. If you h…",1,39218.82,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickVRMHFiWmE4UkdETll0U3ZQcU5xdyIsImkiOiI1NzQzNjI4NzIyIn0.ITMBzJDmVHLFKoECErpNmwk7-FO6l9YSrgW7GMCpML0,38.380032,https://www.adzuna.com/land/ad/5743628722?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=1658EA2993F14B61D0315B88E4FB3BFBDE2578E4,2026-05-28T12:52:13Z,Adzuna::API::Response::Job,-121.986245,5743628722,Arcadia Home Care and Staffing – an Addus family company,Adzuna::API::Response::Company,"['US', 'California', 'Solano County', 'Vacaville']",Adzuna::API::Response::Location,"Vacaville, Solano County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Personal Care Aide,41980.14,"URGENT HIRE for the ABILENE area ALL SHIFTS also AVAILABLE Arcadia Home Care & Staffing is hiring immediately for Personal Care Aides. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. Arcadia Home Care & Staffing is part of the Addus HomeCare family of companies. If you have a drive to help others, and you are looking for a meaningful, fulfil…",1,41980.14,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODcwNCIsInMiOiJyRVEwcWJaYThSR0ROWXRTdlBxTnF3In0.EAZ29SDHSTcPTAbAyVi6AcwwgbMqhzQnBBDwxMld-9Y,32.134721,https://www.adzuna.com/land/ad/5743628704?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=2B167EE3F2196113FC92B27648906C6F5DE1571F,2026-05-28T12:52:12Z,Adzuna::API::Response::Job,-99.175835,5743628704,Arcadia Home Care and Staffing – an Addus family company,Adzuna::API::Response::Company,"['US', 'Texas', 'Callahan County', 'Cross Plains']",Adzuna::API::Response::Location,"Cross Plains, Callahan County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Personal Care Aide,46647.11,"Pay rates range from $22 - $25/hr Hiring for Daytime and overnight shifts including weekends Arcadia Home Care & Staffing is hiring immediately for Personal Care Aides. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. Arcadia Home Care & Staffing is part of the Addus HomeCare family of companies. If you have a drive to help others, and you ar…",1,46647.11,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODY5NiIsInMiOiJyRVEwcWJaYThSR0ROWXRTdlBxTnF3In0.XmfBAlGPzCCGmEU325KCGOwxN4re4ka_ihsRXUZRehs,37.65612,https://www.adzuna.com/land/ad/5743628696?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=FAE6D0C08D0C07B5ECF7538285CD943C0B0D426D,2026-05-28T12:52:12Z,Adzuna::API::Response::Job,-121.86461,5743628696,Arcadia Home Care and Staffing – an Addus family company,Adzuna::API::Response::Company,"['US', 'California', 'Alameda County', 'Pleasanton']",Adzuna::API::Response::Location,"Pleasanton, Alameda County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Home Care Aide (HCA),44569.73,"Pay rate of $20.75 per hour. Offering Daily Pay! Addus HomeCare is hiring immediately for Home Care Aides. This position provides consistent, flexible full-time/part-time hours to accommodate your personal needs while providing a great career with a growing, innovative industry leader. If you have the drive to help others, and you are looking for a meaningful, fulfilling, independent career with an organization that encourages and supports your contribution, we invite you to join our team. Care…",1,44569.73,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODcwNSIsInMiOiJyRVEwcWJaYThSR0ROWXRTdlBxTnF3In0.FJIX0DK9uRpj2KokcPuDsRfaoUtC9LByRhdbnjGiFsY,38.104802,https://www.adzuna.com/land/ad/5743628705?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=172119F142F1368288BFAAD85A89899FEC26650C,2026-05-28T12:52:12Z,Adzuna::API::Response::Job,-122.246774,5743628705,Addus Homecare,Adzuna::API::Response::Company,"['US', 'California', 'Solano County', 'Mare Island']",Adzuna::API::Response::Location,"Mare Island, Solano County",social-work-jobs,Social work Jobs,Adzuna::API::Response::Category,part_time,
Home Care Aide,45746.92,"Offering Daily Pay for select positions Addus HomeCare is hiring immediately for Home Care Aides. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs while providing a great career with a growing, innovative industry leader. If you have the drive to help others, and you are looking for a meaningful, fulfilling, independent career with an organization that encourages and supports your contribution, we invite you to join …",1,45746.92,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODY5OCIsInMiOiJyRVEwcWJaYThSR0ROWXRTdlBxTnF3In0.w6nhxOc8tKmVChSGiV76WhZZ4wxz2_sXn5BovICbQNs,47.736559,https://www.adzuna.com/land/ad/5743628698?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=50F38D0BB0232975031A4CD29F79775C6BF810FC,2026-05-28T12:52:12Z,Adzuna::API::Response::Job,-117.443932,5743628698,Addus Homecare,Adzuna::API::Response::Company,"['US', 'Washington', 'Spokane County', 'Shadle Garland']",Adzuna::API::Response::Location,"Shadle Garland, Spokane County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Personal Care Aide,37269.07,"Addus HomeCare is hiring immediately for Personal Care Aides. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. If you have a drive to help others, and you are looking for a meaningful, fulfilling, independent career with an organization that encourages and supports your contribution, we invite you to join our team. Personal Care Aides Perks: …",1,37269.07,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickVRMHFiWmE4UkdETll0U3ZQcU5xdyIsImkiOiI1NzQzNjI4NzAyIn0.Qx60hDrq8RooHDkId1VgYrV4N5op0ZhrLpagn4BtZ4Y,33.663099,https://www.adzuna.com/land/ad/5743628702?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=C568291B4F78F3FF7475523DECF17A8C02157A21,2026-05-28T12:52:12Z,Adzuna::API::Response::Job,-93.589563,5743628702,Addus Homecare,Adzuna::API::Response::Company,"['US', 'Arkansas', 'Hempstead County', 'Hope']",Adzuna::API::Response::Location,"Hope, Hempstead County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Personal Care Aide,39800.27,"Addus HomeCare is hiring immediately for Personal Care Aides. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. If you have a drive to help others, and you are looking for a meaningful, fulfilling, independent career with an organization that encourages and supports your contribution, we invite you to join our team. Personal Care Aides Perks: …",1,39800.27,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickVRMHFiWmE4UkdETll0U3ZQcU5xdyIsImkiOiI1NzQzNjI4Njk1In0.EHW_6j-A3i9udPLvGPp2hsyPwNRuZZy_5YSlmjJEBSo,34.550663,https://www.adzuna.com/land/ad/5743628695?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=30CA19796FB48A802E7318503041F141635BB89D,2026-05-28T12:52:12Z,Adzuna::API::Response::Job,-93.588351,5743628695,Addus Homecare,Adzuna::API::Response::Company,"['US', 'Arkansas', 'Montgomery County', 'Mount Ida']",Adzuna::API::Response::Location,"Mount Ida, Montgomery County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Personal Care Aide,40046.91,"Pay rates range from $18.67 - $24.00/hr Currently looking to hire aides for all shifts; daytime, evening, and overnights. Also hiring weekend aides. Arcadia Home Care & Staffing is hiring immediately for Personal Care Aides. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. Arcadia Home Care & Staffing is part of the Addus HomeCare family of c…",1,40046.91,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickVRMHFiWmE4UkdETll0U3ZQcU5xdyIsImkiOiI1NzQzNjI4NjkzIn0.sktBDD5lMuLy7DrPxsQwGVwWfd840iktTyMnFVPG_cI,37.720114,https://www.adzuna.com/land/ad/5743628693?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=58DF0FA4980CE09C14855F929A455AC49ED426BA,2026-05-28T12:52:12Z,Adzuna::API::Response::Job,-122.440383,5743628693,Arcadia Home Care and Staffing – an Addus family company,Adzuna::API::Response::Company,"['US', 'California', 'San Francisco', 'Noe Valley']",Adzuna::API::Response::Location,"Noe Valley, San Francisco",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Addus Home Care Aide,50508.93,"Offering Daily Pay for select positions Addus HomeCare is hiring immediately for Home Care Aides. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs while providing a great career with a growing, innovative industry leader. If you have the drive to help others, and you are looking for a meaningful, fulfilling, independent career with an organization that encourages and supports your contribution, we invite you to join …",1,50508.93,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickVRMHFiWmE4UkdETll0U3ZQcU5xdyIsImkiOiI1NzQzNjI4NzAzIn0.hEaGYMWM-TjTMnnYw51osNkumRyQC8FhhSVEmKHhojw,46.210276,https://www.adzuna.com/land/ad/5743628703?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=FB4ACC2D4508A49DEB77F55FDFFB7340106E70A1,2026-05-28T12:52:12Z,Adzuna::API::Response::Job,-119.175348,5743628703,Addus Homecare,Adzuna::API::Response::Company,"['US', 'Washington', 'Benton County', 'Kennewick']",Adzuna::API::Response::Location,"Kennewick, Benton County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Personal Care Aide,47514.41,"PERSONAL CARE AIDES: $16.00 - $18.00 hr Do you enjoy helping others? Are you looking for rewarding work? Arcadia Home Care is looking for caring individuals, just like YOU, to help our clients remain happy, healthy, and successful in their own homes. If you have the drive to help others, and you are looking for a meaningful, fulfilling, independent career with an organization that encourages and supports your contribution, we invite you to join our team. Arcadia Home Care & Staffing is part of …",1,47514.41,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODcwMSIsInMiOiJyRVEwcWJaYThSR0ROWXRTdlBxTnF3In0.e-AY2FDnHa6vAs29LjSrSL3e1Qh8sBVNoMhZWYfgtds,33.673411,https://www.adzuna.com/land/ad/5743628701?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=688C79567CD7B0EC9C048A06644DADF8FD78FC64,2026-05-28T12:52:12Z,Adzuna::API::Response::Job,-112.359397,5743628701,Arcadia Home Care and Staffing – an Addus family company,Adzuna::API::Response::Company,"['US', 'Arizona', 'Maricopa County', 'Sun City West']",Adzuna::API::Response::Location,"Sun City West, Maricopa County",social-work-jobs,Social work Jobs,Adzuna::API::Response::Category,part_time,
Home Care Aide,35520.91,"Now offering DAILY PAY for select positions! Addus HomeCare is hiring for Caregivers / Home Care Aides . This rewarding, entry-level position provides consistent, flexible full time/part time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. Apply today and learn more about our current opportunities. Caregiver Benefits: Now offering DAILY PAY for select positions! Healthcare benefits Employee benefits Flexible schedule - full ti…",1,35520.91,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickVRMHFiWmE4UkdETll0U3ZQcU5xdyIsImkiOiI1NzQzNjI4NzA2In0.L2QGz1ktbW6FGAPs0UKkgFRkqiIpynAhxIIvm2OaJ-8,35.331171,https://www.adzuna.com/land/ad/5743628706?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=26C52AA219B0B6FC5BA3F10ABC6D9D472E30F781,2026-05-28T12:52:12Z,Adzuna::API::Response::Job,-94.306655,5743628706,Addus Homecare,Adzuna::API::Response::Company,"['US', 'Arkansas', 'Sebastian County', 'Barling']",Adzuna::API::Response::Location,"Barling, Sebastian County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Personal Care Aide,54359.86,"Pay rates range from $21 - $25/hr Currently looking to hire aides for all shifts. Also hiring weekend aides. Arcadia Home Care & Staffing is hiring immediately for Personal Care Aides. This rewarding position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. Arcadia Home Care & Staffing is part of the Addus HomeCare family of companies. If you have a drive to help others, and you…",1,54359.86,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickVRMHFiWmE4UkdETll0U3ZQcU5xdyIsImkiOiI1NzQzNjI4Njk5In0.f6wIlV6HVFvvs3cnSpcIijyku8wU7uc_qBDzJjwXtxE,37.897391,https://www.adzuna.com/land/ad/5743628699?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=B3BB7FD2687CF6045AD947CB662E13B185630C64,2026-05-28T12:52:12Z,Adzuna::API::Response::Job,-122.536343,5743628699,Arcadia Home Care and Staffing – an Addus family company,Adzuna::API::Response::Company,"['US', 'California', 'Marin County', 'Muir Woods']",Adzuna::API::Response::Location,"Muir Woods, Marin County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Sr. Injury Adjuster,147416.22,"Why USAA? At USAA, our mission is to empower our members to achieve financial security through highly competitive products, exceptional service and trusted advice. We seek to be the 1 choice for the military community and their families. Embrace a fulfilling career at USAA, where our core values – honesty, integrity, loyalty and service – define how we treat each other and our members. Be part of what truly makes us special and impactful. We are proud to support active-duty military spouses. US…",1,147416.22,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODYyOCIsInMiOiJyRVEwcWJaYThSR0ROWXRTdlBxTnF3In0.DXiF-Fe2KQkjZsSbYljRdrCqsuQQpey65dFiDeX4Y58,38.83367,https://www.adzuna.com/land/ad/5743628628?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=BB787A1C7191C58687CDA9A4FFACD350CEF9ACF2,2026-05-28T12:51:50Z,Adzuna::API::Response::Job,-104.82099,5743628628,USAA,Adzuna::API::Response::Company,"['US', 'Colorado', 'El Paso County', 'Stratmoor Hills']",Adzuna::API::Response::Location,"Stratmoor Hills, El Paso County",legal-jobs,Legal Jobs,Adzuna::API::Response::Category,full_time,contract
"Travel Therapist-PT-Physical Therapist in Grand Junction, Colorado",79756.96,"Job Description Job Description Looking to level up your career and boost your income? At Voyage Healthcare, we help connect nurses, therapists, and allied health pros with high-paying travel jobs at top-rated facilities across the U.S. With thousands of openings nationwide, you can earn up to $3,500 per week (depending on your specialty, location, housing, and benefits)—all while making a real impact on the communities that need you most. Let your next adventure start with us! Position: Therap…",1,79756.96,eyJhbGciOiJIUzI1NiJ9.eyJzIjoickVRMHFiWmE4UkdETll0U3ZQcU5xdyIsImkiOiI1NzQzNjI4NTk1In0.blYdEsPs-gz0_oaOcz3eDIkFYaljcHIDZCQ8lzlDt64,39.075059,https://www.adzuna.com/land/ad/5743628595?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=9470A6E5154E9B13CA79BBFB806043372DED0F08,2026-05-28T12:51:40Z,Adzuna::API::Response::Job,-108.552253,5743628595,Voyage Health,Adzuna::API::Response::Company,"['US', 'Colorado', 'Mesa County', 'Grand Junction']",Adzuna::API::Response::Location,"Grand Junction, Mesa County",hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,full_time,permanent
Pelvic Health Physical Therapist,88567.1,"Job Description Job Description Company Description Therapy Partners of North Texas serves the greater DFW Metroplex with 20 evidence-based practices that provide comprehensive evaluations, treatments, and prevention strategies for general orthopedic-related injuries to the spine and extremities. Our philosophy is to provide excellent therapy through personalized care and education. We support creative and individualized therapeutic planning and intervention. We ensure patient comprehension and…",1,88567.1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODU4NCIsInMiOiJyRVEwcWJaYThSR0ROWXRTdlBxTnF3In0.tk1tyec6dUhASjtKAj9Otgfy3DAUeijJ92DUuA1E6hM,32.9347,https://www.adzuna.com/land/ad/5743628584?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=6B505DC77868408B24632DF61B84324EC6BBF731,2026-05-28T12:51:39Z,Adzuna::API::Response::Job,-97.2515,5743628584,Therapy Partners of North Texas,Adzuna::API::Response::Company,"['US', 'Texas', 'Tarrant County', 'Keller']",Adzuna::API::Response::Location,"Keller, Tarrant County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,full_time,permanent
Inside Sales Representative,48482.29,"Job Description Job Description Company Description Rexel USA is one of the largest distributors of electrical products, data communication, and related supplies in the United States. Rexel USA operates its electrical distribution business in the United States through eight Regions that go to market under various banner and trade names, including Rexel, Rexel Automation, Gexpro, Mayer, and Platt Electric Supply. In addition to an online store, Rexel USA has a distribution network of over 460 wa…",1,48482.29,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODU3OSIsInMiOiJyRVEwcWJaYThSR0ROWXRTdlBxTnF3In0.5x0yDbCgweLmlxS846UCnwqpxwbmlCdPPEeyYoKHsCI,29.681352,https://www.adzuna.com/land/ad/5743628579?se=rEQ0qbZa8RGDNYtSvPqNqw&utm_medium=api&utm_source=abfa41a4&v=680717A7E859C25BD586FF65B3A1957701F652E9,2026-05-28T12:51:38Z,Adzuna::API::Response::Job,-95.200573,5743628579,REXEL,Adzuna::API::Response::Company,"['US', 'Texas', 'Harris County', 'Pasadena']",Adzuna::API::Response::Location,"Pasadena, Harris County",sales-jobs,Sales Jobs,Adzuna::API::Response::Category,full_time,permanent
