salary_max,adref,salary_min,__CLASS__,title,description,salary_is_predicted,redirect_url,latitude,id,longitude,created,location.display_name,location.area,location.__CLASS__,category.label,category.tag,category.__CLASS__,company.display_name,company.__CLASS__,contract_type,contract_time
38300.49,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkJDczhiWmw4UkdqU3NSSTZNX3RyUSIsImkiOiI1NzYwMTEyMzI4In0.1r7yvwVOvsn7-jW8CqMT0Nqj1dAEaCG6aOy_OveorDM,38300.49,Adzuna::API::Response::Job,Shift Manager,"Description We are looking for outstanding leaders to join our team as Shift Managers. Successful management applicants have: -Ridiculously strong people skills. People (customers and team members) are the foundation of our business. You will spend 98% of your time serving, coaching, correcting, training, retraining, inspiring, leading and developing an amazingly diverse group of PEOPLE. -High standards, really high. McDonald's became the most successful restaurant franchise in history because …",1,https://www.adzuna.com/details/5760112328?utm_medium=api&utm_source=abfa41a4,33.904232,5760112328,-84.180623,2026-06-11T12:55:21Z,"Lilburn, Gwinnett County","['US', 'Georgia', 'Gwinnett County', 'Lilburn']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
30091.05,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjM0NSIsInMiOiIyQkNzOGJabDhSR2pTc1JJNk1fdHJRIn0.feQvIrbglkR4qGte22OMe4mVHDYTKnCaX2GHhI3FWLA,30091.05,Adzuna::API::Response::Job,Shift Manager,"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",1,https://www.adzuna.com/details/5760112345?utm_medium=api&utm_source=abfa41a4,28.49112,5760112345,-81.33054,2026-06-11T12:55:21Z,"Edgewood, Orange County","['US', 'Florida', 'Orange County', 'Edgewood']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
21390.19,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkJDczhiWmw4UkdqU3NSSTZNX3RyUSIsImkiOiI1NzYwMTEyMzE2In0.ofiBEc9WcITMmMHIpvilvmG-5s34py9weJjrrIODxzs,21390.19,Adzuna::API::Response::Job,Guest Experience Lead (GEL),"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",1,https://www.adzuna.com/details/5760112316?utm_medium=api&utm_source=abfa41a4,36.389589,5760112316,-100.807503,2026-06-11T12:55:21Z,"Perryton, Ochiltree County","['US', 'Texas', 'Ochiltree County', 'Perryton']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,part_time
35473.21,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjMyMyIsInMiOiIyQkNzOGJabDhSR2pTc1JJNk1fdHJRIn0.zPn1T9zhPrk-FnJT3Y92KRft8dLljBBJO2F5oaVnUsI,35473.21,Adzuna::API::Response::Job,Shift Manager,"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",1,https://www.adzuna.com/details/5760112323?utm_medium=api&utm_source=abfa41a4,29.816468,5760112323,-95.521937,2026-06-11T12:55:21Z,"City Park, Houston","['US', 'Texas', 'Harris County', 'Houston', 'City Park']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
36154.71,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkJDczhiWmw4UkdqU3NSSTZNX3RyUSIsImkiOiI1NzYwMTEyMzMzIn0.JW7jiW3Vf6QXO6zQ13TqB4TGooOISKQ1SHXLUKTVDSI,36154.71,Adzuna::API::Response::Job,Shift Manager,"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",1,https://www.adzuna.com/details/5760112333?utm_medium=api&utm_source=abfa41a4,40.775201,5760112333,-73.983,2026-06-11T12:55:21Z,"Upper West Side, Manhattan","['US', 'New York', 'New York City', 'Manhattan', 'Upper West Side']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
33090.53,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjMyMSIsInMiOiIyQkNzOGJabDhSR2pTc1JJNk1fdHJRIn0.q1FCOVdsDXjh8Aj-MhotXDRu8opKl1bIhDovlvn3wSg,33090.53,Adzuna::API::Response::Job,Shift Manager and Shift Leads,"Linders' Family McDonalds is looking for new stars! Some Benefits: * Work Today, Get Paid Tomorrow * Paid Time Off * Paid Training * Discounts at Local Retailers * $3,000 in Tuition Assistance * Free College Requirements: Managers lead weekly shifts, ensuring customers get a fast, accurate, friendly experience every visit. A Shift Manager provides leadership to crew and other managers during a shift to ensure great Quality, Service and Cleanliness to customers. Shift Managers perform a variety …",1,https://www.adzuna.com/details/5760112321?utm_medium=api&utm_source=abfa41a4,40.466604,5760112321,-87.669959,2026-06-11T12:55:21Z,"Hoopeston, Vermilion County","['US', 'Illinois', 'Vermilion County', 'Hoopeston']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
30674.54,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkJDczhiWmw4UkdqU3NSSTZNX3RyUSIsImkiOiI1NzYwMTEyMzExIn0.m4JFFXMUyAXSeH3scW1zwNBTchAwx-ZWfGvdg_Xgkg4,30674.54,Adzuna::API::Response::Job,Shift Manager,"Disclaimer: All applicants must be 18 or older to work to be in management at this McDonald's. Are You Looking for a Job that Becomes a Career? McDonald's Restaurants are driven by a team of leaders that include Shift Managers, Department Managers and General Managers. Are you dedicated to excellent hospitality management and have a passion for leadership? If so, then we have an outstanding opportunity for you at one of our 11 locally owned and operated McDonald's restaurants. We provide great …",1,https://www.adzuna.com/details/5760112311?utm_medium=api&utm_source=abfa41a4,37.878499,5760112311,-79.303657,2026-06-11T12:55:21Z,"Spottswood, Augusta County","['US', 'Virginia', 'Augusta County', 'Spottswood']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
29022.97,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkJDczhiWmw4UkdqU3NSSTZNX3RyUSIsImkiOiI1NzYwMTEyMjUyIn0.ObK960eJGc4E136F-rNvUp9-zlAzKKcGCioCK21STB8,29022.97,Adzuna::API::Response::Job,Guest Experience Lead (GEL),"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",1,https://www.adzuna.com/details/5760112252?utm_medium=api&utm_source=abfa41a4,28.818647,5760112252,-82.024771,2026-06-11T12:55:20Z,"Wildwood, Sumter County","['US', 'Florida', 'Sumter County', 'Wildwood']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,part_time
41198.45,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkJDczhiWmw4UkdqU3NSSTZNX3RyUSIsImkiOiI1NzYwMTEyMzA1In0.m35y7ZohkpfH4O2HageHSPssJyRubpQakY7y787V-OI,41198.45,Adzuna::API::Response::Job,Shift Manager,"Description: McDonald's Works for Me. I'm going places. I want a satisfying career with good benefits and great opportunities for advancement. I have a lot to offer and I want to grow. The Job for Me - Get a job that inspires your best and moves you forward. Choose your hours. Pursue your education. Build your skills and be yourself. The Team for Me - Our people want to say YES - to working with energy and purpose, finding new talent, providing coaching and direction, honing their leadership sk…",1,https://www.adzuna.com/details/5760112305?utm_medium=api&utm_source=abfa41a4,33.975725,5760112305,-84.816617,2026-06-11T12:55:20Z,"Dallas, Paulding County","['US', 'Georgia', 'Paulding County', 'Dallas']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
34169.02,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjI4OCIsInMiOiIyQkNzOGJabDhSR2pTc1JJNk1fdHJRIn0.6Gf42GWCW_oVEQVUG6LhlCzty0INQi3avjm3a1XD11g,34169.02,Adzuna::API::Response::Job,Shift Manager,"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",1,https://www.adzuna.com/details/5760112288?utm_medium=api&utm_source=abfa41a4,36.176911,5760112288,-95.717602,2026-06-11T12:55:20Z,"Port of Catoo, Rogers County","['US', 'Oklahoma', 'Rogers County', 'Port of Catoo']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
44241.32,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjI3NiIsInMiOiIyQkNzOGJabDhSR2pTc1JJNk1fdHJRIn0.Us_UJ6jls1cKaw3dkqYfCuvswOVFrzdUavkDbdF-iBo,44241.32,Adzuna::API::Response::Job,Manager,"Manager Leonard Management / dba McDonald's Are you looking for a position that inspires your best, moves you forward, encourages your education, & builds your skills? Click Here to Apply Now (https://www.paycomonline.net/v4/ats/web.php/jobs?clientkey=233D4B40009E9F57A49213F4FFABAB98&session\_nonce=4ff82b643ee1a11b245137f9fba038c1) and select the restaurant location that best fits your needs. A position as Manager provides . . .  Opportunity to have a satisfying career with great benefits and a…",1,https://www.adzuna.com/details/5760112276?utm_medium=api&utm_source=abfa41a4,41.144317,5760112276,-96.002216,2026-06-11T12:55:20Z,"Papillion, Sarpy County","['US', 'Nebraska', 'Sarpy County', 'Papillion']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,full_time
25985.91,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjI5NyIsInMiOiIyQkNzOGJabDhSR2pTc1JJNk1fdHJRIn0.6hHnSFionQihXbUdkRklDa_p_N6TmXEMGsI88OrWgLs,25985.91,Adzuna::API::Response::Job,Guest Experience Lead (GEL),"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",1,https://www.adzuna.com/details/5760112297?utm_medium=api&utm_source=abfa41a4,40.401064,5760112297,-111.795943,2026-06-11T12:55:20Z,"Timpanogos, Utah County","['US', 'Utah', 'Utah County', 'Timpanogos']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,part_time
36169.37,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjI3NCIsInMiOiIyQkNzOGJabDhSR2pTc1JJNk1fdHJRIn0.9Zw6wLKQPj4HLmayoQxVx9_TZfTmFzHcE_NY_h8QUao,36169.37,Adzuna::API::Response::Job,Shift Manager,"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",1,https://www.adzuna.com/details/5760112274?utm_medium=api&utm_source=abfa41a4,36.947106,5760112274,-81.087656,2026-06-11T12:55:20Z,"Wytheville, Wythe County","['US', 'Virginia', 'Wythe County', 'Wytheville']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
30075.44,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkJDczhiWmw4UkdqU3NSSTZNX3RyUSIsImkiOiI1NzYwMTEyMjg3In0.geatlwD_HwY_4Yu6qxRiLbvdY9haGu2oe7Myk7QcuvI,30075.44,Adzuna::API::Response::Job,Shift Manager,"Flexible scheduling with a side of always feeling valued. McDonald's offers a job combo that will fit YOU. Along with competitive pay, a Shift Manager at a Valluzzo Company owned restaurant is eligible for incredible benefits including: * Paid vacation* * Education through Archways to Opportunity including opportunities to earn a High School degree, college tuition assistance and English classes as a second language * Get Paid Daily * Service awards * Free Uniforms and Meals * Bonus Incentives …",1,https://www.adzuna.com/details/5760112287?utm_medium=api&utm_source=abfa41a4,31.313633,5760112287,-89.389096,2026-06-11T12:55:20Z,"Lamar Park, Forrest County","['US', 'Mississippi', 'Forrest County', 'Lamar Park']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
23008.09,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMkJDczhiWmw4UkdqU3NSSTZNX3RyUSIsImkiOiI1NzYwMTEyMjUwIn0.Oqy4MtWnArBCACFhFbmtmLYHdrx_Eh7vr4UI-eiBVQc,23008.09,Adzuna::API::Response::Job,Guest Experience Lead (GEL),"This posting is for a role with an independent McDonald's franchisee. We are hiring motivated part-time Guest Experience Leaders! Start moving forward safely today - McDonald's corporate-owned and franchise restaurants have over 50 procedures in place to help ensure the safety and wellbeing of Crew Members, customers, and the community. Start building your future today - Build your skills through world-class training and pursue your education. We offer college tuition assistance, free high scho…",1,https://www.adzuna.com/details/5760112250?utm_medium=api&utm_source=abfa41a4,32.469948,5760112250,-97.413282,2026-06-11T12:55:20Z,"Joshua, Johnson County","['US', 'Texas', 'Johnson County', 'Joshua']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,part_time
35404.9,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjI5OCIsInMiOiJkaW1mOHJabDhSRzFvNDRHUjBmWElnIn0.qIc-yH5glEwxKvyddKc2S5Rw3rvz36Kerq_PpFRuRvg,35404.9,Adzuna::API::Response::Job,Shift Managers!,"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",1,https://www.adzuna.com/details/5760112298?utm_medium=api&utm_source=abfa41a4,39.081557,5760112298,-76.565159,2026-06-11T12:55:20Z,"Severna Park, Anne Arundel County","['US', 'Maryland', 'Anne Arundel County', 'Severna Park']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
28842.02,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZGltZjhyWmw4UkcxbzQ0R1IwZlhJZyIsImkiOiI1NzYwMTEyMjcyIn0.UwGgt7E0ywQkC3eGM2lz7-XRcJFmGY0bkTaxdrNbd6s,28842.02,Adzuna::API::Response::Job,Shift Manager,"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",1,https://www.adzuna.com/details/5760112272?utm_medium=api&utm_source=abfa41a4,35.34378,5760112272,-80.2263,2026-06-11T12:55:20Z,"Plyler, Stanly County","['US', 'North Carolina', 'Stanly County', 'Plyler']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
28080.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZGltZjhyWmw4UkcxbzQ0R1IwZlhJZyIsImkiOiI1NzYwMTEyMzAyIn0.bgcBSo4XCm0uFrGrOAXa64wK_J8iQX8ckJCWJDNZcsU,28080.0,Adzuna::API::Response::Job,Maintenance$13.50 per hour and up,"Pay will be based on experience Applicants must be 18 or older for this position must have references that convey dependability and ability to work independently. This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If yo…",0,https://www.adzuna.com/details/5760112302?utm_medium=api&utm_source=abfa41a4,36.143614,5760112302,-78.778003,2026-06-11T12:55:20Z,"Butner, Graham County","['US', 'North Carolina', 'Graham County', 'Butner']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
35537.1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZGltZjhyWmw4UkcxbzQ0R1IwZlhJZyIsImkiOiI1NzYwMTEyMjgyIn0.wiLgdRM8UnrZke6yl9SAJ2q1861fpyqOYgw4dESY_IE,35537.1,Adzuna::API::Response::Job,Shift Manager,"Competitive Starting Wages (starting at $11 up to $16) Annual review and wage increase Paid vacation for shift managers Free telehealth for all employees & family Free meals when working Free uniforms Ability for daily pay (Zayzoon) Fulltime employees (30hrs a week) access to healthcare, dental and vision Flexible schedule Promotions always available This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a …",1,https://www.adzuna.com/details/5760112282?utm_medium=api&utm_source=abfa41a4,43.046901,5760112282,-87.966681,2026-06-11T12:55:20Z,"West Milwaukee, Milwaukee County","['US', 'Wisconsin', 'Milwaukee County', 'West Milwaukee']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,full_time
32864.06,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjI1MyIsInMiOiJkaW1mOHJabDhSRzFvNDRHUjBmWElnIn0.dQ1i1t3KysRRF61FKqiRsXaVvxIvTlYTaWQw5jeckzk,32864.06,Adzuna::API::Response::Job,Shift Manager,"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",1,https://www.adzuna.com/details/5760112253?utm_medium=api&utm_source=abfa41a4,34.041872,5760112253,-84.595982,2026-06-11T12:55:20Z,"Barrett Parkway, Cobb County","['US', 'Georgia', 'Cobb County', 'Barrett Parkway']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
22880.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZGltZjhyWmw4UkcxbzQ0R1IwZlhJZyIsImkiOiI1NzYwMTEyMjYyIn0.oPmBInXjG0fX34a3bGT-JeKxfK4fIubF68M5UwDvmI4,22880.0,Adzuna::API::Response::Job,$11.00 an hour starting wage for crew team member,"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",0,https://www.adzuna.com/details/5760112262?utm_medium=api&utm_source=abfa41a4,29.546904,5760112262,-95.803798,2026-06-11T12:55:20Z,"Rosenberg, Fort Bend County","['US', 'Texas', 'Fort Bend County', 'Rosenberg']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,part_time
27274.43,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjMwMyIsInMiOiJkaW1mOHJabDhSRzFvNDRHUjBmWElnIn0.r1TGP1Sd4ITfcF0bwNIPx92mebWdpCRNjounDuJ3Yjs,27274.43,Adzuna::API::Response::Job,Guest Experience Lead (GEL),"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",1,https://www.adzuna.com/details/5760112303?utm_medium=api&utm_source=abfa41a4,41.66028,5760112303,-90.55722,2026-06-11T12:55:20Z,"Eldridge, Scott County","['US', 'Iowa', 'Scott County', 'Eldridge']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,part_time
34360.77,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZGltZjhyWmw4UkcxbzQ0R1IwZlhJZyIsImkiOiI1NzYwMTEyMjkzIn0.GTK1OboKsf_kJ4S1jkC0mXVAzfDIQ2w9eB63lk6L7C0,34360.77,Adzuna::API::Response::Job,Shift Manager,"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",1,https://www.adzuna.com/details/5760112293?utm_medium=api&utm_source=abfa41a4,44.841468,5760112293,-93.161187,2026-06-11T12:55:20Z,"Eagan, Dakota County","['US', 'Minnesota', 'Dakota County', 'Eagan']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,
56938.99,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZGltZjhyWmw4UkcxbzQ0R1IwZlhJZyIsImkiOiI1NzYwMTEyMjcxIn0.kRPAP8RE-wS1c3-k9WTEZKUBrKX3SJLUoGiw6w9vYhs,56938.99,Adzuna::API::Response::Job,Manager,"Manager Leonard Management / dba McDonald's Are you looking for a position that inspires your best, moves you forward, encourages your education, & builds your skills? Click Here to Apply Now (https://www.paycomonline.net/v4/ats/web.php/jobs?clientkey=233D4B40009E9F57A49213F4FFABAB98&session\_nonce=4ff82b643ee1a11b245137f9fba038c1) and select the restaurant location that best fits your needs. A position as Manager provides . . .  Opportunity to have a satisfying career with great benefits and a…",1,https://www.adzuna.com/details/5760112271?utm_medium=api&utm_source=abfa41a4,42.872879,5760112271,-100.552176,2026-06-11T12:55:20Z,"Valentine, Cherry County","['US', 'Nebraska', 'Cherry County', 'Valentine']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,full_time
26670.76,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZGltZjhyWmw4UkcxbzQ0R1IwZlhJZyIsImkiOiI1NzYwMTEyMjg0In0.PME5fGgkoxbWtgbXg1G8A2gfI-Fw7eTFiQm6JTCwi2I,26670.76,Adzuna::API::Response::Job,Guest Experience Lead (GEL),"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",1,https://www.adzuna.com/details/5760112284?utm_medium=api&utm_source=abfa41a4,32.658197,5760112284,-96.913903,2026-06-11T12:55:20Z,"Duncanville, Dallas","['US', 'Texas', 'Dallas', 'Duncanville']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,part_time
29403.53,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZGltZjhyWmw4UkcxbzQ0R1IwZlhJZyIsImkiOiI1NzYwMTEyMjk5In0.NolwFnOcZMFB16Uib4w5XUX9sBKGJ9-iW-dg6c2LTJo,29403.53,Adzuna::API::Response::Job,Guest Experience Lead (GEL),"This job posting is for a position in a restaurant owned and operated by an independent franchisee and not McDonald's USA. This franchisee owns a license to use McDonald's logos and food products, for example, when running the restaurant. However, this franchisee is a separate company and a separate employer from McDonald's USA. If you are hired for the job described in this posting, the franchisee will be your employer, not McDonald's USA. Only the franchisee is responsible for employment matt…",1,https://www.adzuna.com/details/5760112299?utm_medium=api&utm_source=abfa41a4,42.324398,5760112299,-83.339163,2026-06-11T12:55:20Z,"Garden City, Wayne County","['US', 'Michigan', 'Wayne County', 'Garden City']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,McDonald's,Adzuna::API::Response::Company,,part_time
18158.19,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MDExMjI2MSIsInMiOiJkaW1mOHJabDhSRzFvNDRHUjBmWElnIn0.3ZxSIkDOA6mf1v0XFndZl_Dm2rYBwVJ5gK5DJz_pJ3g,18158.19,Adzuna::API::Response::Job,Team/Crew Member,"POSITION: Team/Crew Member IMMEDIATE SUPERVISOR: Manager on Duty (MOD) STATUS: Nonexempt POSITION SUMMARY: This position performs basic operational duties to provide quality products and service to guests. ESSENTIAL JOB DUTIES: * Perform station duties (fountain & frozen, dresser, front swamp, back swamp, grill, switchboard, expeditor, food prep, and drive-thru (if applicable)) as assigned to meet operational standards * Comply with all company policies, procedures, and operational standards * …",1,https://www.adzuna.com/details/5760112261?utm_medium=api&utm_source=abfa41a4,37.749426,5760112261,-77.472557,2026-06-11T12:55:20Z,"Ashland, Hanover County","['US', 'Virginia', 'Hanover County', 'Ashland']",Adzuna::API::Response::Location,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category,Sonic Drive-In,Adzuna::API::Response::Company,,
