title,salary_max,id,salary_is_predicted,adref,created,latitude,description,longitude,__CLASS__,salary_min,redirect_url,contract_time,location.area,location.__CLASS__,location.display_name,category.__CLASS__,category.label,category.tag,company.__CLASS__,company.display_name,contract_type
Physician Physiatry/Physical Medicine & Rehabilitation - Competitive Salary,211694.89,5718610655,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxMDY1NSIsInMiOiJkSHpqT014SDhSR1NkSVNYUVFRalBRIn0.OSJhaT_nO76YUvjMh-UwjrZT2wO6nQw5INVwpQ4ChYI,2026-05-04T09:31:46Z,35.084216,"Job Description Germantown, Tennessee, PM&R Job - Inpatient Rehab Facility - Clinical Role:Do you know someone that might be a good fit for this position? Please ask about our generous referral fees!Seeking a board certified or eligible physiatristInpatient rehab facilityFour physicians in the marketShared call of 1:4See 18-20 patients per day at the inpatient facilityGroup has a compliance programAllow RecruitWell to set up a phone call with you and the client to discuss more!Allow RecruitWell…",-89.792009,Adzuna::API::Response::Job,211694.89,https://www.adzuna.com/land/ad/5718610655?se=dHzjOMxH8RGSdISXQQQjPQ&utm_medium=api&utm_source=abfa41a4&v=EE5E3627B074FC7D5E5CDBC717ABD5F85D17D9E1,part_time,"['US', 'Tennessee', 'Shelby County', 'Germantown']",Adzuna::API::Response::Location,"Germantown, Shelby County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,RecruitWell,
Travel MRI Technologist - Radiology/Cardiology,107917.13,5718610670,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZEh6ak9NeEg4UkdTZElTWFFRUWpQUSIsImkiOiI1NzE4NjEwNjcwIn0.uTWtKl_7M6VzPxSZpzaCveY7V57kVvHr1oxpQ7p1eNc,2026-05-04T09:31:46Z,46.249723,"Job Description CrossMed is seeking a travel MRI Technologist for a travel job in Richland, Washington. Job Description & Requirements - Specialty: MRI Technologist - Discipline: Allied Health Professional - Start Date: 05/26/2026 - Duration: 13 weeks - 40 hours per week - Shift: 10 hours, nights - Employment Type: Travel CrossMed Job ID 77268143. Pay package is based on 10 hour shifts and 40 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job titl…",-119.302544,Adzuna::API::Response::Job,107917.13,https://www.adzuna.com/land/ad/5718610670?se=dHzjOMxH8RGSdISXQQQjPQ&utm_medium=api&utm_source=abfa41a4&v=867DBBFD93D90DB33D14C2C095C693D97BEA901A,,"['US', 'Washington', 'Benton County', 'Richland']",Adzuna::API::Response::Location,"Richland, Benton County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,CrossMed,
Travel Vascular Sonographer,236792.83,5718610664,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxMDY2NCIsInMiOiJkSHpqT014SDhSR1NkSVNYUVFRalBRIn0.1D9RGEWHuGwbbvbnnp8cBEnLvgqKP2o3MtnTQH8KCHM,2026-05-04T09:31:46Z,35.395244,"Job Description Host Healthcare is seeking a travel Ultrasound Technologist for a travel job in Kingman, Arizona. Job Description & Requirements - Specialty: Ultrasound Technologist - Discipline: Allied Health Professional - Start Date: 05/25/2026 - Duration: 13 weeks - 40 hours per week - Shift: 8 hours, days - Employment Type: Travel Host Healthcare Job ID a1fVX000003EfRNYA0. Pay package is based on 8 hour shifts and 40 hours per week (subject to confirmation) with tax-free stipend amount to …",-113.991614,Adzuna::API::Response::Job,236792.83,https://www.adzuna.com/land/ad/5718610664?se=dHzjOMxH8RGSdISXQQQjPQ&utm_medium=api&utm_source=abfa41a4&v=0A252904CD3CD50B727B8FCBA1165CB0D3C8C152,,"['US', 'Arizona', 'Mohave County', 'Kingman']",Adzuna::API::Response::Location,"Kingman, Mohave County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Host Healthcare,
"CDL A Truck Driver - Earn up to $125,000 Annually",125000.0,5718610650,0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZEh6ak9NeEg4UkdTZElTWFFRUWpQUSIsImkiOiI1NzE4NjEwNjUwIn0.iDSDUWc8Gqm5WcLzLtXIFB0-JeAc2hepIJl6pJ4cizM,2026-05-04T09:31:46Z,41.192759,"Job Description CDL-A Truck Drivers – Home Weekly – Earn up to $125,000 Annually! /n/n Pay & Benefits: /n/n /n/t - Earn $2,000-$2,400 Weekly /n/t - $0.95-$1.02 CPM  $25 Per Stop; Starting Pay based on Experience /n/t - CPM increases every 6 months (up to $1.06 CPM) /n/t - Safe Stop Bonus Program ($5 per safe stop, paid Quarterly) /n/t - Unlimited Driver Referral Program ($2,000-$3,000 per referral, paid out over 180 days) /n/t - Rider & Pet Policies* /n/t - Paid time off after 1 year, plus 6 pa…",-104.359124,Adzuna::API::Response::Job,0.0,https://www.adzuna.com/land/ad/5718610650?se=dHzjOMxH8RGSdISXQQQjPQ&utm_medium=api&utm_source=abfa41a4&v=30DDC0E1B242929049AB73869A576A2DDE06B41E,,"['US', 'Wyoming', 'Laramie County', 'Burns']",Adzuna::API::Response::Location,"Burns, Laramie County",Adzuna::API::Response::Category,Travel Jobs,travel-jobs,Adzuna::API::Response::Company,Hogan Transportation,
Travel Nurse RN - Labor and Delivery,73184.57,5718610662,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxMDY2MiIsInMiOiJkSHpqT014SDhSR1NkSVNYUVFRalBRIn0.igk2Djm7AfAJLvMpWd1rPIxGAOM8jT5MqCD7MBb4aiw,2026-05-04T09:31:46Z,44.623064,"Job Description Triage Staffing is seeking a travel nurse RN Labor and Delivery for a travel nursing job in Green Bay, Wisconsin. Job Description & Requirements - Specialty: Labor and Delivery - Discipline: RN - Start Date: 05/18/2026 - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, nights - Employment Type: Travel Travel Nursing: Labor and Delivery Green Bay, WI Location: Green Bay, WI Start Date: 5/18/2026 Shift Details: 12H Nights 36 hours per week Length: 13 WEEKS Apply for speci…",-87.796007,Adzuna::API::Response::Job,73184.57,https://www.adzuna.com/land/ad/5718610662?se=dHzjOMxH8RGSdISXQQQjPQ&utm_medium=api&utm_source=abfa41a4&v=878C4A45C0076705C08B77B8CFCC1571CAF20807,,"['US', 'Wisconsin', 'Brown County', 'Green Bay']",Adzuna::API::Response::Location,"Green Bay, Brown County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Triage Staffing,
Gastroenterology,52053.0,5718610667,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZEh6ak9NeEg4UkdTZElTWFFRUWpQUSIsImkiOiI1NzE4NjEwNjY3In0.cvo-qR9qYiPKZ4-F8fEbcQq0_mCnpsUhoFnFlb7daww,2026-05-04T09:31:46Z,37.730605,"Job Description Job Description & Requirements Gastroenterology StartDate: ASAP Pay Rate: $800000.00 - $800000.00 A leader in healthcare services is seeking a gastroenterologist to join the specialty clinic in Southern Illinois. Candidates must be board-certified or board-eligible in gastroenterology, and general GIs are encouraged to apply. Opportunity Highlights - 80/20 procedures/outpatient - First Year Salary Guarantee - $800,000 - 100K signing bonus, APP supervision bonus, 15K relocation b…",-88.933126,Adzuna::API::Response::Job,52053.0,https://www.adzuna.com/land/ad/5718610667?se=dHzjOMxH8RGSdISXQQQjPQ&utm_medium=api&utm_source=abfa41a4&v=9D535F8710AE57EDC2E25B23805DED0323876E8A,,"['US', 'Illinois', 'Williamson County', 'Marion']",Adzuna::API::Response::Location,"Marion, Williamson County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,"AMN Healthcare, Inc.",
Registered Nurse - Med/Surg (Surgical) - Relocation Required,16524.4,5718610663,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxMDY2MyIsInMiOiJkSHpqT014SDhSR1NkSVNYUVFRalBRIn0.lz2SRWVgRnA7Pw4ADNtx-pUcT5-xHC_SGlSCic_hKe0,2026-05-04T09:31:46Z,29.46357,"Job Description This job requires relocation. Description Summary: The competent Nurse, in the same or similar clinical setting, practices independently and demonstrates an awareness of all relevant aspects of a situation. Provides routine and complex care, with the ability to on long-range goals or plans. Continues to develop the ability to cope with and manage contingencies of clinical nursing. Makes appropriate assignments and delegates to other care providers as a means to help manage the c…",-98.522671,Adzuna::API::Response::Job,16524.4,https://www.adzuna.com/land/ad/5718610663?se=dHzjOMxH8RGSdISXQQQjPQ&utm_medium=api&utm_source=abfa41a4&v=C03720077D5DF248547999669CE8EABF13AB5C5E,full_time,"['US', 'Texas', 'Bexar County', 'San Antonio']",Adzuna::API::Response::Location,"San Antonio, Bexar County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Christus Health,
RN - CCU - Part Time,48981.88,5718610672,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxMDY3MiIsInMiOiJkSHpqT014SDhSR1NkSVNYUVFRalBRIn0.Ld5or_wRjkXRTuHZYa27jlrR5TPt-Vo-jEutvNXfC1g,2026-05-04T09:31:46Z,35.588778,"Job Description At Duke Health, we're driven by a commitment to compassionate care that changes the lives of patients, their loved ones, and the greater community. No matter where your talents lie, join us and discover how we can advance health together. Duke Health Lake Norman Hospital Pursue your passion for caring with Duke Health Lake Norman Hospital in Mooresville, North Carolina. The smallest of Duke Healthâ€™s four hospitals at 123-beds, it offers a comprehensive range of medical service…",-80.762717,Adzuna::API::Response::Job,48981.88,https://www.adzuna.com/land/ad/5718610672?se=dHzjOMxH8RGSdISXQQQjPQ&utm_medium=api&utm_source=abfa41a4&v=7F59403A53464709F1FDD87690788507C4F0241B,part_time,"['US', 'North Carolina', 'Iredell County', 'Mooresville']",Adzuna::API::Response::Location,"Mooresville, Iredell County",Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Adzuna::API::Response::Company,Duke Health,
Travel MRI Technologist,128947.97,5718610679,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZEh6ak9NeEg4UkdTZElTWFFRUWpQUSIsImkiOiI1NzE4NjEwNjc5In0.vscqp903Rkxc7dYfZQwBqDLssiV9UdJP4KAKS2fwFgM,2026-05-04T09:31:46Z,39.799492,"Job Description GHR Healthcare - Travel is seeking a travel MRI Technologist for a travel job in Springfield, Illinois. Job Description & Requirements - Specialty: MRI Technologist - Discipline: Allied Health Professional - Start Date: 05/26/2026 - Duration: 13 weeks - 40 hours per week - Shift: 8 hours - Employment Type: Travel GHR Healthcare - Travel Job ID 77367709. Pay package is based on 8 hour shifts and 40 hours per week (subject to confirmation) with tax-free stipend amount to be determ…",-89.649874,Adzuna::API::Response::Job,128947.97,https://www.adzuna.com/land/ad/5718610679?se=dHzjOMxH8RGSdISXQQQjPQ&utm_medium=api&utm_source=abfa41a4&v=7853B426EA5882C46385ED04334E56E8D034E284,,"['US', 'Illinois', 'Sangamon County', 'Springfield']",Adzuna::API::Response::Location,"Springfield, Sangamon County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,GHR Healthcare - Travel,
Travel Pediatric Cardiac Sonographer,77651.26,5718610674,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxMDY3NCIsInMiOiJkSHpqT014SDhSR1NkSVNYUVFRalBRIn0.hn7nybvP6C8XLLpO9r22QCQVgY4sDeaMnCCsRZXP7gg,2026-05-04T09:31:46Z,39.817872,"Job Description Cuready Healthcare Staffing is seeking a travel Pediatric Echocardiography for a travel job in Decatur, Illinois. Job Description & Requirements - Specialty: Pediatric Echocardiography - Discipline: Allied Health Professional - Start Date: 05/26/2026 - Duration: 13 weeks - 40 hours per week - Shift: 8 hours - Employment Type: Travel ```html/nEcho Tech/Cardiac Sonographer Pediatrics/n Location: Decatur, Illinois /n Schedule: 4x10 Days /n Weekly Estimated Pay: $2739.8 - $3131.2 /n…",-88.962188,Adzuna::API::Response::Job,77651.26,https://www.adzuna.com/land/ad/5718610674?se=dHzjOMxH8RGSdISXQQQjPQ&utm_medium=api&utm_source=abfa41a4&v=AE343754A7AB69C7C63D749D4E34033F25C6681C,,"['US', 'Illinois', 'Macon County', 'Decatur']",Adzuna::API::Response::Location,"Decatur, Macon County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Cuready Healthcare Staffing,contract
Registered Nurse (RN) - Behavioral Health - Adolescent,61448.41,5718610678,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZEh6ak9NeEg4UkdTZElTWFFRUWpQUSIsImkiOiI1NzE4NjEwNjc4In0.TjDOaj7QSS_sBbGKoI3LHN2VjWh_lN1x74OfTMgQKK8,2026-05-04T09:31:46Z,42.380876,"Job Description Up to $15,000 Sign-on Bonus Based on Eligibility This role provides direct clinical patient care. The role will assume responsibility for assessing, planning, implementing direct clinical care to assigned patients on a per shift basis, and unit level. The role is responsible for supervision of staff to which appropriate care is delegated. The role is accountable to support CNO to ensure high quality, safe and appropriate nursing care, competency of clinical staff, and appropriat…",-71.100288,Adzuna::API::Response::Job,61448.41,https://www.adzuna.com/land/ad/5718610678?se=dHzjOMxH8RGSdISXQQQjPQ&utm_medium=api&utm_source=abfa41a4&v=516BC836C34FF89045873AAA2D14BBB9E3AF9714,,"['US', 'Massachusetts', 'Middlesex County', 'Somerville']",Adzuna::API::Response::Location,"Somerville, Middlesex County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Metrowest Medical Center - Consolidated,
Physician Gastroenterology - Competitive Salary,104533.85,5718610680,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxMDY4MCIsInMiOiJkSHpqT014SDhSR1NkSVNYUVFRalBRIn0.5L56oXr-CilbcZl-Br7dSDb_pO7Kwd2rpx5DgRXzyVM,2026-05-04T09:31:46Z,44.118807,"Job Description Are you a Gastroenterologist searching for your next perm position? This position with one of VISTA’s healthcare partners in Rapid City, South Dakota might just be the opportunity for you! Opportunity Highlights - Healthcare system is composed of 5 hospitalist and 40 medical clinics and specialty centers - Must have completed an Advanced Endoscopy fellowship or supervised training - ERCP and EUS required - Excellent benefits package and highly competitive compensation with produ…",-103.187884,Adzuna::API::Response::Job,104533.85,https://www.adzuna.com/land/ad/5718610680?se=dHzjOMxH8RGSdISXQQQjPQ&utm_medium=api&utm_source=abfa41a4&v=E93E8125ACAC4F14E2135B715B481CA7A5242A0F,,"['US', 'South Dakota', 'Pennington County', 'Rapid City']",Adzuna::API::Response::Location,"Rapid City, Pennington County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,VISTA Staffing Solutions,contract
Travel NICU Respiratory Therapist,29076.02,5718610640,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxMDY0MCIsInMiOiJkSHpqT014SDhSR1NkSVNYUVFRalBRIn0.gSehbp4_iMppqAyDpClT1Cw6RXIBQwPIxoWhd8k_0c0,2026-05-04T09:31:46Z,38.882174,"Job Description Epic Travel Staffing Allied is seeking a travel Registered Respiratory Therapist for a travel job in Columbia, Missouri. Job Description & Requirements - Specialty: Registered Respiratory Therapist - Discipline: Allied Health Professional - Start Date: 07/06/2026 - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, nights - Employment Type: Travel Job Opportunities/n Travel Registered Respiratory Therapist - /n/n Epic Travel Staffing is hiring a Travel Registered Respirat…",-92.25231,Adzuna::API::Response::Job,29076.02,https://www.adzuna.com/land/ad/5718610640?se=dHzjOMxH8RGSdISXQQQjPQ&utm_medium=api&utm_source=abfa41a4&v=467D6A19C0A1E3DE1240F44131038E97E8BC10F8,,"['US', 'Missouri', 'Boone County', 'Columbia']",Adzuna::API::Response::Location,"Columbia, Boone County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Epic Travel Staffing Allied,permanent
Travel Interventional Radiology Technologist,233574.11,5718610627,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxMDYyNyIsInMiOiJkSHpqT014SDhSR1NkSVNYUVFRalBRIn0.UcDBKwJZS_wGN9R7Px52yIfSZBsXqhdCUBcAFtwkee8,2026-05-04T09:31:46Z,38.882174,"Job Description Host Healthcare is seeking a travel Interventional Radiology Technologist for a travel job in Columbia, Missouri. Job Description & Requirements - Specialty: Interventional Radiology Technologist - Discipline: Allied Health Professional - Start Date: 05/18/2026 - Duration: 13 weeks - 40 hours per week - Shift: 8 hours, days - Employment Type: Travel Host Healthcare Job ID a1fVX000003CnjBYAS. Pay package is based on 8 hour shifts and 40 hours per week (subject to confirmation) wi…",-92.25231,Adzuna::API::Response::Job,233574.11,https://www.adzuna.com/land/ad/5718610627?se=dHzjOMxH8RGSdISXQQQjPQ&utm_medium=api&utm_source=abfa41a4&v=1F1AA763710EFB136DB5AE894F0C222A7B39619C,,"['US', 'Missouri', 'Boone County', 'Columbia']",Adzuna::API::Response::Location,"Columbia, Boone County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Host Healthcare,
Licensed Marriage and Family Therapist (LMFT),109740.01,5718610628,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZEh6ak9NeEg4UkdTZElTWFFRUWpQUSIsImkiOiI1NzE4NjEwNjI4In0.9pzQbf78doA-QEmdR4zWd_pvW2UckE7iLzvCNXLQdoI,2026-05-04T09:31:46Z,42.251368,"Job Description At LifeStance Health, we believe in a truly healthy society where mental and physical healthcare are unified to make lives better. Our mission is to help people lead healthier, more fulfilling lives by improving access to trusted, affordable, and personalized mental healthcare. Everywhere. Every day. It’s a lofty goal; we know. But we make it happen with the best team in behavioral health. /n /n Thank you for taking the time to explore a career with us. As the fastest growing be…",-70.996288,Adzuna::API::Response::Job,109740.01,https://www.adzuna.com/land/ad/5718610628?se=dHzjOMxH8RGSdISXQQQjPQ&utm_medium=api&utm_source=abfa41a4&v=9CEA53CA295D027F94FC3BE73B2F6CF02B442AED,,"['US', 'Massachusetts', 'Norfolk County', 'Quincy']",Adzuna::API::Response::Location,"Quincy, Norfolk County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,LifeStance Health,
Physician Family Practice-Without OB - Competitive Salary,109487.24,5718610633,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZEh6ak9NeEg4UkdTZElTWFFRUWpQUSIsImkiOiI1NzE4NjEwNjMzIn0.8XwIkXiLgXISRxG1nGY_w-eX-ppiEcVFjEu720K2aLM,2026-05-04T09:31:46Z,35.154363,"Job Description Practice full-scope family medicine in Southeast Missouri with a predictable weekday schedule and strong clinical collaboration. Join a respected community healthcare organization where you can build lasting patient relationships and deliver comprehensive outpatient care. Outpatient Family Nurse Practitioner role. Monday-Friday, 8am-5pm schedule. Manage acute & chronic conditions across lifespan. Collaborative team with physician support. Easy access to regional airports and int…",-90.060664,Adzuna::API::Response::Job,109487.24,https://www.adzuna.com/land/ad/5718610633?se=dHzjOMxH8RGSdISXQQQjPQ&utm_medium=api&utm_source=abfa41a4&v=4BA96180940FDD0EF733310FCB72D8092034051C,,"['US', 'Tennessee', 'Shelby County', 'Memphis']",Adzuna::API::Response::Location,"Memphis, Shelby County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,"The Curare Group, Inc",
Licensed Vocational Nurse Clinic- Hiring Incentive Available - Tyler Specialty OBGYN - Relocation,11811.45,5718610643,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxMDY0MyIsInMiOiJkSHpqT014SDhSR1NkSVNYUVFRalBRIn0.8wlx9OC1SRDXREXBdyFUt8iYNlwT_x_1Jojs7UmcdiE,2026-05-04T09:31:46Z,32.936887,"Job Description This job requires relocation. Description Summary: Provides care under supervision of physician or registered nurses for clinic patients, according to established standards and practices. Performs various lab procedures when necessary and in accordance with competency. Responsibilities: - Meets expectations of the applicable OneCHRISTUS Competencies: Leader of Self, Leader of Others, or Leader of Leaders. - Under the direction of the physician; performs basic patient care duties…",-96.631746,Adzuna::API::Response::Job,11811.45,https://www.adzuna.com/land/ad/5718610643?se=dHzjOMxH8RGSdISXQQQjPQ&utm_medium=api&utm_source=abfa41a4&v=241F72B0E0ADEDCEDBF2DCDB950E3E4AE04F84EC,full_time,"['US', 'Texas', 'Dallas', 'Garland']",Adzuna::API::Response::Location,"Garland, Dallas",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Christus Health,
Travel CT Technologist,249405.66,5718610645,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxMDY0NSIsInMiOiJkSHpqT014SDhSR1NkSVNYUVFRalBRIn0.OoDZuZff0uhjqYsv2bzj3KRTdNrTHmCW1uDgQWRU7nQ,2026-05-04T09:31:46Z,42.931734,"Job Description Assured Nursing is seeking a travel CT Technologist for a travel job in Auburn, New York. Job Description & Requirements - Specialty: CT Technologist - Discipline: Allied Health Professional - Start Date: ASAP - Duration: 13 weeks - 36 hours per week - Shift: 12 hours, nights - Employment Type: Travel Assured Nursing Job ID 36529243. Pay package is based on 12 hour shifts and 36.0 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted job …",-76.566053,Adzuna::API::Response::Job,249405.66,https://www.adzuna.com/land/ad/5718610645?se=dHzjOMxH8RGSdISXQQQjPQ&utm_medium=api&utm_source=abfa41a4&v=E7B9365D4990B455CA0D2301C1C2FC3D9DC3380A,,"['US', 'New York', 'Cayuga County', 'Auburn']",Adzuna::API::Response::Location,"Auburn, Cayuga County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Assured Nursing,
Local Contract CT Technologist,106652.54,5718610646,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZEh6ak9NeEg4UkdTZElTWFFRUWpQUSIsImkiOiI1NzE4NjEwNjQ2In0.9gvyd7YeKCwGrLM7VkIi8nVTcOsIwweUwwR7p7QUFKY,2026-05-04T09:31:46Z,42.105218,"Job Description Stability Healthcare is seeking a local contract CT Technologist for a local contract job in Springfield, Massachusetts. Job Description & Requirements - Specialty: CT Technologist - Discipline: Allied Health Professional - Duration: 13 weeks - 40 hours per week - Shift: 10 hours, nights - Employment Type: Local Contract Stability Healthcare is looking for a Computed Tomography Technologist Allied contract position in Springfield, MA. ""The Computed Tomography (CT) Technologist i…",-72.59294,Adzuna::API::Response::Job,106652.54,https://www.adzuna.com/land/ad/5718610646?se=dHzjOMxH8RGSdISXQQQjPQ&utm_medium=api&utm_source=abfa41a4&v=67C82A7923BC28E0B0EC74CD7701F168F2344C98,,"['US', 'Massachusetts', 'Hampden County', 'Springfield']",Adzuna::API::Response::Location,"Springfield, Hampden County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Stability Healthcare,contract
Orthopedic Sports Medicine Surgeon,95689.92,5718610626,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxMDYyNiIsInMiOiJkSHpqT014SDhSR1NkSVNYUVFRalBRIn0.FI3ZlpY4BSWpXZzCSWQwismsqimWtUmZokLLR5BovDY,2026-05-04T09:31:46Z,39.799492,"Job Description Job Description & Requirements Orthopedic Sports Medicine Surgeon StartDate: ASAP Pay Rate: $700000.00 - $1000000.00 Join a well-established, physician-owned orthopedic group renowned for compassionate, collaborative, high-quality care. Due to the retirement of a surgeon who has served the community for 33 years, we’re seeking a 100% Sports Medicine specialist to step into immediate patient volume with a robust referral network. You’ll enjoy a 2-year partnership track, ownership…",-89.649874,Adzuna::API::Response::Job,95689.92,https://www.adzuna.com/land/ad/5718610626?se=dHzjOMxH8RGSdISXQQQjPQ&utm_medium=api&utm_source=abfa41a4&v=14523E3E89C8ABB89671EBA016EA797BE541F13E,,"['US', 'Illinois', 'Sangamon County', 'Springfield']",Adzuna::API::Response::Location,"Springfield, Sangamon County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,"AMN Healthcare, Inc.",
Licensed Clinical Therapist (LISW-CP/LPC/LMFT),77215.27,5718610639,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxODYxMDYzOSIsInMiOiJkSHpqT014SDhSR1NkSVNYUVFRalBRIn0.YTT_yLtsrm6WHrF3aZA85WCLaIJf7JSrApYhK250o3U,2026-05-04T09:31:46Z,32.823485,"Job Description At LifeStance Health, we believe in a truly healthy society where mental and physical healthcare are unified to make lives better. Our mission is to help people lead healthier, more fulfilling lives by improving access to trusted, affordable, and personalized mental healthcare. Everywhere. Every day. It’s a lofty goal; we know. But we make it happen with the best team in behavioral health. /n /n Thank you for taking the time to explore a career with us. As the fastest growing be…",-79.852082,Adzuna::API::Response::Job,77215.27,https://www.adzuna.com/land/ad/5718610639?se=dHzjOMxH8RGSdISXQQQjPQ&utm_medium=api&utm_source=abfa41a4&v=9487912CC2CB71C53C76FC17371693C8588828EB,,"['US', 'South Carolina', 'Charleston County', 'Mount Pleasant']",Adzuna::API::Response::Location,"Mount Pleasant, Charleston County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,LifeStance Health,
OR Registered Nurse,58156.44,5718610635,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZEh6ak9NeEg4UkdTZElTWFFRUWpQUSIsImkiOiI1NzE4NjEwNjM1In0.B_Bephg9GsgMStT1RlrSNiTpBOp8DhSvoFFrd162zFg,2026-05-04T09:31:46Z,,"Job Description Overview: Position: Registered Nurse - RN - OR RN Salary Range: $2,448 – $3,101 per week (base gross), based on a 40-hour (5x8-hour) schedule; equivalent to $61.21 – $77.53 per hour. Assignment length: 12 weeks Shifts Available: Full Time -Days Location: Redding CA Premiere Healthcare Staffing is here to help you on your career journey! We place talented candidates with our partner healthcare facilities with the shared goal of providing exceptional, compassionate care. - Paid We…",,Adzuna::API::Response::Job,58156.44,https://www.adzuna.com/land/ad/5718610635?se=dHzjOMxH8RGSdISXQQQjPQ&utm_medium=api&utm_source=abfa41a4&v=7725EC2EE80253F76A1F5E3E1AD5B8EB4648A7F3,full_time,['US'],Adzuna::API::Response::Location,US,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Premiere Healthcare Staffing,
