title,adref,salary_min,latitude,id,contract_time,description,__CLASS__,redirect_url,longitude,created,salary_is_predicted,salary_max,company.display_name,company.__CLASS__,location.__CLASS__,location.display_name,location.area,category.tag,category.label,category.__CLASS__,contract_type
CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkF6TWZFYTA4UkdzWW9VVVNZUk5idyIsImkiOiI1ODkwNzkwNDI4In0.anwy2v7Jaq0oEH-WUPAzx_4d9hS28R7d1HtCzbGdxn8,67600.0,39.088308,5890790428,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790428?se=vAzMfEa08RGsYoUUSYRNbw&utm_medium=api&utm_source=abfa41a4&v=065FF2E86523272425E1AA3EB3BCF4AE71BAF4C1,-77.574843,2026-09-19T12:09:29Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Leesburg, Loudoun County","['US', 'Virginia', 'Loudoun County', 'Leesburg']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkF6TWZFYTA4UkdzWW9VVVNZUk5idyIsImkiOiI1ODkwNzkwNDM0In0.vNHbdUQ6_Zv_zbJ2OnT8WauXLCUpIhs2jNi0XlB8ekw,0.0,39.088308,5890790434,full_time,"CDL-A Dedicated Truck Driver: Walmart Route - Home Weekly $2,500 Sign On Bonus!. Walmart Dedicated account averages $1,400/ week Top earners average $1,800 per week $2,500 Sign On Bonus Home Weekly 100% No Touch Freight Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability In…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790434?se=vAzMfEa08RGsYoUUSYRNbw&utm_medium=api&utm_source=abfa41a4&v=7BA87646901C85D8D3E165EFB75CFCFD82F2F49D,-77.574843,2026-09-19T12:09:29Z,0,67600.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Leesburg, Loudoun County","['US', 'Virginia', 'Loudoun County', 'Leesburg']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MDQ0MCIsInMiOiJ2QXpNZkVhMDhSR3NZb1VVU1lSTmJ3In0.Sf51CtdTKphwt69Ru_MnOwhmPg9q39L6ZSVLHN2Kq7M,0.0,39.088308,5890790440,full_time,"CDL-A Dedicated Truck Driver: Avg $1,600/wk  $2,500 BONUS - Home Weekly. Pay: $2,500 Sign On Bonus $0.60 - $0.63 per mile All in Pay: $1.05 (CPM  accessorial pay) Average $1,600 per week Top earners average $1,800 per week Unload & Backhaul Pay What We Offer: Consistent Miles Home Weekly 100% Touch Freight 24/7 Driver Support Paid Vacation Route: FL, GA, AL, MS, and LA Equipment: Newer Equipment Averaging 36 Months Benefits: Health, Dental & Vision Insurance with prescription benefits for emplo…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790440?se=vAzMfEa08RGsYoUUSYRNbw&utm_medium=api&utm_source=abfa41a4&v=2D31844CAA346245D8D004C5D134BCFD81ED4ECD,-77.574843,2026-09-19T12:09:29Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Leesburg, Loudoun County","['US', 'Virginia', 'Loudoun County', 'Leesburg']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkF6TWZFYTA4UkdzWW9VVVNZUk5idyIsImkiOiI1ODkwNzkwNDI0In0.BTPPPuUisMmk9FgNj6tgyMm0tflMbsMGajuwhkJER98,67600.0,32.180398,5890790424,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790424?se=vAzMfEa08RGsYoUUSYRNbw&utm_medium=api&utm_source=abfa41a4&v=0C4A500DC3D3E3ABE957119DE70C70ECC437D245,-82.308253,2026-09-19T12:09:29Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Santa Claus, Toombs County","['US', 'Georgia', 'Toombs County', 'Santa Claus']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkF6TWZFYTA4UkdzWW9VVVNZUk5idyIsImkiOiI1ODkwNzkwNDE4In0.bWT37E8rhFIX_lze7IV2sGUCVoW7hKrBU3Wy6aGeOVU,67600.0,32.41789,5890790418,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790418?se=vAzMfEa08RGsYoUUSYRNbw&utm_medium=api&utm_source=abfa41a4&v=FFE33F3672799CCB61BD0A3AB350350CEC940350,-85.69998,2026-09-19T12:09:29Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Tuskegee, Macon County","['US', 'Alabama', 'Macon County', 'Tuskegee']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkF6TWZFYTA4UkdzWW9VVVNZUk5idyIsImkiOiI1ODkwNzkwNDE5In0.1RUcmMLZMDyAcF62KBZ8teaOY2ztLiAi-4C0o8ygvtM,67600.0,31.941407,5890790419,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790419?se=vAzMfEa08RGsYoUUSYRNbw&utm_medium=api&utm_source=abfa41a4&v=94B848A06EACCEA3780117CA65B05B5958970A87,-81.939315,2026-09-19T12:09:29Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Glennville, Tattnall County","['US', 'Georgia', 'Tattnall County', 'Glennville']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkF6TWZFYTA4UkdzWW9VVVNZUk5idyIsImkiOiI1ODkwNzkwNDUxIn0.LYKx80wSYbWgQSxyQhyRUVbAuPGh8flAICZSDJraz4I,0.0,39.088308,5890790451,full_time,"CDL-A Dedicated Truck Driver: Avg $1,600/wk  $2,500 BONUS - Home Weekly. Pay: $2,500 Sign On Bonus $0.60 - $0.63 per mile All in Pay: $1.05 (CPM  accessorial pay) Average $1,600 per week Top earners average $1,800 per week Unload & Backhaul Pay What We Offer: Consistent Miles Home Weekly 100% Touch Freight 24/7 Driver Support Paid Vacation Route: FL, GA, AL, MS, and LA Equipment: Newer Equipment Averaging 36 Months Benefits: Health, Dental & Vision Insurance with prescription benefits for emplo…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790451?se=vAzMfEa08RGsYoUUSYRNbw&utm_medium=api&utm_source=abfa41a4&v=3CD4AC568438748E97812994CCF6D92021B7C7E4,-77.574843,2026-09-19T12:09:29Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Leesburg, Loudoun County","['US', 'Virginia', 'Loudoun County', 'Leesburg']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MDQyMCIsInMiOiJ2QXpNZkVhMDhSR3NZb1VVU1lSTmJ3In0.Idp59LyOvzYkaRfO0QVvV9TRPBUc6xQaxxaqK7PuvzU,67600.0,31.803589,5890790420,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790420?se=vAzMfEa08RGsYoUUSYRNbw&utm_medium=api&utm_source=abfa41a4&v=B60222A93CF08DA06599274AC8F68761392854EC,-81.406838,2026-09-19T12:09:29Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Midway, Liberty County","['US', 'Georgia', 'Liberty County', 'Midway']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkF6TWZFYTA4UkdzWW9VVVNZUk5idyIsImkiOiI1ODkwNzkwNDIyIn0.wJw8hJBds0tIWkTkx3d_WzCm6ljclj6T8vgAtgmsDsU,67600.0,31.759316,5890790422,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790422?se=vAzMfEa08RGsYoUUSYRNbw&utm_medium=api&utm_source=abfa41a4&v=A3EF6FE7B1B2F6ABF1D54320559F16FAFB819D4A,-81.722921,2026-09-19T12:09:29Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Bayview, Long County","['US', 'Georgia', 'Long County', 'Bayview']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkF6TWZFYTA4UkdzWW9VVVNZUk5idyIsImkiOiI1ODkwNzkwNDQzIn0.kWByZo786PSgN-K2VjFP5HD6nuSXPfbTF0whgA6BVqw,67600.0,39.088308,5890790443,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790443?se=vAzMfEa08RGsYoUUSYRNbw&utm_medium=api&utm_source=abfa41a4&v=5CD3B35C61D701028EB4400E04FFBB3BD93AC8FB,-77.574843,2026-09-19T12:09:29Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Leesburg, Loudoun County","['US', 'Virginia', 'Loudoun County', 'Leesburg']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MDQwMSIsInMiOiJ2QXpNZkVhMDhSR3NZb1VVU1lSTmJ3In0.eib2UUmb_uPieDYlUOANF4Nsuf4f8N_obMXYvEEnbUc,67600.0,32.180398,5890790401,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790401?se=vAzMfEa08RGsYoUUSYRNbw&utm_medium=api&utm_source=abfa41a4&v=41AFF8A4FEDB2E2363725DF84472A8E59BE49343,-82.308253,2026-09-19T12:09:28Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Santa Claus, Toombs County","['US', 'Georgia', 'Toombs County', 'Santa Claus']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkF6TWZFYTA4UkdzWW9VVVNZUk5idyIsImkiOiI1ODkwNzkwNDA0In0.LQ9ihlsAi0Z7kFZ708M5spXYzEUsbm2mazweB6kF0XE,67600.0,31.803589,5890790404,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790404?se=vAzMfEa08RGsYoUUSYRNbw&utm_medium=api&utm_source=abfa41a4&v=D358A4A44BFED2C727F5C2828FD4D6961507550D,-81.406838,2026-09-19T12:09:28Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Midway, Liberty County","['US', 'Georgia', 'Liberty County', 'Midway']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MDM4NCIsInMiOiJ2QXpNZkVhMDhSR3NZb1VVU1lSTmJ3In0.8Yfx2L0mPlNu-YHAXKhVhHoCTW2Gv9lIG6ovkeCeh98,67600.0,32.213718,5890790384,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790384?se=vAzMfEa08RGsYoUUSYRNbw&utm_medium=api&utm_source=abfa41a4&v=F19C1E2E6820B5D5E598A77572BE49B9242EC0BD,-82.409626,2026-09-19T12:09:28Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Vidalia, Toombs County","['US', 'Georgia', 'Toombs County', 'Vidalia']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkF6TWZFYTA4UkdzWW9VVVNZUk5idyIsImkiOiI1ODkwNzkwMzg2In0.oKcYI3Nqkpz1kfHRIZcxffoYk_6aUjX-jBYwJT_GevY,67600.0,31.775031,5890790386,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790386?se=vAzMfEa08RGsYoUUSYRNbw&utm_medium=api&utm_source=abfa41a4&v=69B3378B5C3AC2E3F040E1CB8DF21384589DCE6A,-82.352233,2026-09-19T12:09:28Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Baxley, Appling County","['US', 'Georgia', 'Appling County', 'Baxley']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkF6TWZFYTA4UkdzWW9VVVNZUk5idyIsImkiOiI1ODkwNzkwMzc3In0.zfK0uelKW6ttEi20s4cfwKMOZxqz37efChC-UqxT8uk,67600.0,31.855506,5890790377,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790377?se=vAzMfEa08RGsYoUUSYRNbw&utm_medium=api&utm_source=abfa41a4&v=F21748CA035663E8BEB6AD692B8737E0C01997FF,-82.590465,2026-09-19T12:09:28Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Hazlehurst, Jeff Davis County","['US', 'Georgia', 'Jeff Davis County', 'Hazlehurst']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkF6TWZFYTA4UkdzWW9VVVNZUk5idyIsImkiOiI1ODkwNzkwNDEyIn0.i1d49T3_2AuoGdFtrLB9S3XiXps93DutyK2Z1-ZtcAk,67600.0,31.803589,5890790412,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790412?se=vAzMfEa08RGsYoUUSYRNbw&utm_medium=api&utm_source=abfa41a4&v=35D31FBBCF494C0A5C85CC18B963A7F89005DD68,-81.406838,2026-09-19T12:09:28Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Midway, Liberty County","['US', 'Georgia', 'Liberty County', 'Midway']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MDM5NyIsInMiOiJ0RmZkZlVhMDhSR1doSVV0MGdzSDVRIn0.Vy4CSyUwFk0F2tIZnYJ-paHIOq8ntBKRdr9GhsCMxxA,67600.0,32.19636,5890790397,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790397?se=tFfdfUa08RGWhIUt0gsH5Q&utm_medium=api&utm_source=abfa41a4&v=730652B93763CDF56867BFEE28F500898D924D92,-83.184,2026-09-19T12:09:28Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Eastman, Dodge County","['US', 'Georgia', 'Dodge County', 'Eastman']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MDQwOCIsInMiOiJ0RmZkZlVhMDhSR1doSVV0MGdzSDVRIn0.67z-zvmewj4mCUj9nYWU5Wd54xngfUWFPTX5voPKQm4,67600.0,32.19636,5890790408,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790408?se=tFfdfUa08RGWhIUt0gsH5Q&utm_medium=api&utm_source=abfa41a4&v=F34A42D3C04DAB35BF73C4C42F4EBFC3EB9129EC,-83.184,2026-09-19T12:09:28Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Eastman, Dodge County","['US', 'Georgia', 'Dodge County', 'Eastman']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MDM4MyIsInMiOiJ0RmZkZlVhMDhSR1doSVV0MGdzSDVRIn0.FuRWeBRGzmu2N2p_hc90IUDtJhugh9Daz8YfFSCX3dw,67600.0,32.180398,5890790383,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890790383?se=tFfdfUa08RGWhIUt0gsH5Q&utm_medium=api&utm_source=abfa41a4&v=2A25363834E29CBA3718187A8BCB2FAE79BDAFA6,-82.308253,2026-09-19T12:09:28Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Santa Claus, Toombs County","['US', 'Georgia', 'Toombs County', 'Santa Claus']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
