adref,description,redirect_url,salary_min,salary_is_predicted,salary_max,title,created,id,longitude,latitude,__CLASS__,location.__CLASS__,location.display_name,location.area,company.__CLASS__,company.display_name,category.label,category.__CLASS__,category.tag,contract_time,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MjA5MjA3MiIsInMiOiJWZzlYZlVLcDhSR1M5dFgzZ1BVOU5nIn0.UpEJP1Mtl_IKqLB5CzpaLF18r8MbvcPXVi_cy8H7Ke8,"Overview MasTec Utility Services delivers critical infrastructure construction and engineering services for power delivery, gas, and water customers, specializing in overhead and underground electric distribution for power delivery systems, gas distribution construction for gas systems, and turnkey solutions for a variety of water, sewer, and civil infrastructure projects. Backed by the strength of decades of experience, unrivaled industry skills, and a deep commitment to core values, MUS deliv…",https://www.adzuna.com/details/5872092072?utm_medium=api&utm_source=abfa41a4,62600.77,1,62600.77,Project Coordinator nex,2026-09-05T11:37:31Z,5872092072,-97.224395,32.993377,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"Roanoke, Denton County","['US', 'Texas', 'Denton County', 'Roanoke']",Adzuna::API::Response::Company,MasTec Advanced Technologies,"Energy, Oil & Gas Jobs",Adzuna::API::Response::Category,energy-oil-gas-jobs,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MjA5MjA4MyIsInMiOiJWZzlYZlVLcDhSR1M5dFgzZ1BVOU5nIn0.5z3CvUEcFG5Wo8C_7P_rD9tnpeFNrBxpHr73y4vevZQ,"Physician Assistant | Infectious Disease Location: Greemsboro, NC Employer: Adelphi Locums Pay: Competitive weekly pay (inquire for details) Start Date: ASAP About the Position LocumJobsNetwork is working with Adelphi Locums to find a qualified Infectious Disease PA in Greemsboro, North Carolina, 27401! JOB OVERVIEW Job Id: Y-PA-3451925 Profession: Physician Assistant Specialty: Infectious Disease Job Type: Locum Tenens Location: Greemsboro, NC Coverage Type: Clinical Only Coverage Period: Nov …",https://www.adzuna.com/details/5872092083?utm_medium=api&utm_source=abfa41a4,552192.5,1,552192.5,"Locum Physician Assistant (PA) - Infectious Disease in Greemsboro, NC",2026-09-05T11:37:31Z,5872092083,,,Adzuna::API::Response::Job,Adzuna::API::Response::Location,US,['US'],Adzuna::API::Response::Company,LocumJobsNetwork,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MjA5MjA3NCIsInMiOiJWZzlYZlVLcDhSR1M5dFgzZ1BVOU5nIn0.RXMx3gOhaKj5A82w9vZqV7_uknft5sECjDptitC2HxE,"Physician Assistant | Infectious Disease Location: Greemsboro, NC Employer: Adelphi Locums Pay: Competitive weekly pay (inquire for details) Start Date: ASAP About the Position JOB OVERVIEW Job Id: Y-PA-3451925 Profession: Physician Assistant Specialty: Infectious Disease Job Type: Locum Tenens Location: Greemsboro, NC Coverage Type: Clinical Only Coverage Period: Nov 16, 2026 – May 17, 2027 JOB REQUIREMENTS Licenses: Active NC license DEA: Yes",https://www.adzuna.com/details/5872092074?utm_medium=api&utm_source=abfa41a4,351188.12,1,351188.12,"Locum Physician Assistant (PA) - Infectious Disease in Greemsboro, NC",2026-09-05T11:37:31Z,5872092074,,,Adzuna::API::Response::Job,Adzuna::API::Response::Location,US,['US'],Adzuna::API::Response::Company,Adelphi Locums,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVmc5WGZVS3A4UkdTOXRYM2dQVTlOZyIsImkiOiI1ODcyMDkyMDQ3In0.4_zBkt9UcLD98PEjSEqTh5Pzoa9BAuFKT5P6uIbODWU,"CDL-A TRUCK DRIVERS: GET HIGHER PAY 54 - 60 CPM (based on experience). Solo OTR Drivers: 2,000 Miles Per Week On Average. Now with $2,000 Sign On Bonus! Choose Home Time that works for you. Top 20% of our OTR Drivers earn $1,565 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with …",https://www.adzuna.com/land/ad/5872092047?se=Vg9XfUKp8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=55493DABC95BED0A51C44F2FA957DFBB344792BD,0.0,0,81640.0,Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.57k per week - U.S. Xpress - OTR,2026-09-05T11:37:31Z,5872092047,-91.305797,29.698046,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"Patterson, Saint Mary Parish","['US', 'Louisiana', 'Saint Mary Parish', 'Patterson']",Adzuna::API::Response::Company,U.S. Xpress - OTR,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MjA5MTk5MyIsInMiOiJWZzlYZlVLcDhSR1M5dFgzZ1BVOU5nIn0.GR72BMNCh7g8T1dkLT2vrkA1PSsJjKaLRGdDET3UVls,"CDL-A TRUCK DRIVERS: 52 - 56 CPM (based on experience). Solo OTR Drivers: 2,000 Miles Per Week On Average Top 20% of our OTR Drivers earn $1,650 Weekly 12 days out / 2 days home No Touch Freight Newer Equipment Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. O…",https://www.adzuna.com/land/ad/5872091993?se=Vg9XfUKp8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=A3B96348292EDBE9EDA905BF9BB6A28B5C071258,0.0,0,85800.0,Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,2026-09-05T11:37:30Z,5872091993,-121.760543,38.554152,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"Davis, Yolo County","['US', 'California', 'Yolo County', 'Davis']",Adzuna::API::Response::Company,U.S. Xpress - OTR,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MjA5MTk3MCIsInMiOiJWZzlYZlVLcDhSR1M5dFgzZ1BVOU5nIn0.vnsNCjYe6PGnV3ayQtRgbxiN47lifsaR_rXKYkDNmL4,"CDL-A TRUCK DRIVERS: 52 - 56 CPM (based on experience). Solo OTR Drivers: 2,000 Miles Per Week On Average Top 20% of our OTR Drivers earn $1,650 Weekly 12 days out / 2 days home No Touch Freight Newer Equipment Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. O…",https://www.adzuna.com/land/ad/5872091970?se=Vg9XfUKp8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=7930E613A701FB9291E9B237818D04720425549C,0.0,0,85800.0,CDL-A Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,2026-09-05T11:37:30Z,5872091970,-120.854716,38.149439,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"Valley Springs, Calaveras County","['US', 'California', 'Calaveras County', 'Valley Springs']",Adzuna::API::Response::Company,U.S. Xpress - OTR,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MjA5MTk5NiIsInMiOiJWZzlYZlVLcDhSR1M5dFgzZ1BVOU5nIn0.DSoOMcmrBRz5gwcGe-BpsO7R_z4YLHnB9wKvlgZoNhE,"CDL-A TRUCK DRIVERS: 52 - 56 CPM (based on experience). Solo OTR Drivers: 2,000 Miles Per Week On Average Top 20% of our OTR Drivers earn $1,650 Weekly 12 days out / 2 days home No Touch Freight Newer Equipment Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. O…",https://www.adzuna.com/land/ad/5872091996?se=Vg9XfUKp8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=1256DFAD5DF0111869C7AA30546B7C9E9A1A6949,0.0,0,85800.0,CDL-A Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,2026-09-05T11:37:30Z,5872091996,-92.650925,30.821519,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"Oakdale, Allen Parish","['US', 'Louisiana', 'Allen Parish', 'Oakdale']",Adzuna::API::Response::Company,U.S. Xpress - OTR,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MjA5MTk1MiIsInMiOiJWZzlYZlVLcDhSR1M5dFgzZ1BVOU5nIn0.bqYVM9kOMJmEC4KwVZ1wN7AEcY-rKLqTeXgnKMpTLx0,"CDL-A TRUCK DRIVERS: 52 - 56 CPM (based on experience). Solo OTR Drivers: 2,000 Miles Per Week On Average Top 20% of our OTR Drivers earn $1,650 Weekly 12 days out / 2 days home No Touch Freight Newer Equipment Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. O…",https://www.adzuna.com/land/ad/5872091952?se=Vg9XfUKp8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=BEBBF6F4276D0857415BF10283153FB7F064828F,0.0,0,85800.0,Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,2026-09-05T11:37:30Z,5872091952,-121.270043,38.123496,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"Kettleman, San Joaquin County","['US', 'California', 'San Joaquin County', 'Kettleman']",Adzuna::API::Response::Company,U.S. Xpress - OTR,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MjA5MTkzMCIsInMiOiJWZzlYZlVLcDhSR1M5dFgzZ1BVOU5nIn0.tkE_-pgjlT7mhK6xWja8LJsYwtfAILHXJtU-7d01suM,"CDL-A TRUCK DRIVERS: 52 - 56 CPM (based on experience). Solo OTR Drivers: 2,000 Miles Per Week On Average Top 20% of our OTR Drivers earn $1,650 Weekly 12 days out / 2 days home No Touch Freight Newer Equipment Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. O…",https://www.adzuna.com/land/ad/5872091930?se=Vg9XfUKp8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=BD5BC1D340189FADE9276C1D1051F3765AF44B8F,0.0,0,85800.0,Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,2026-09-05T11:37:29Z,5872091930,-121.814634,37.995858,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"Antioch, Contra Costa County","['US', 'California', 'Contra Costa County', 'Antioch']",Adzuna::API::Response::Company,U.S. Xpress - OTR,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MjA5MTkyOCIsInMiOiJWZzlYZlVLcDhSR1M5dFgzZ1BVOU5nIn0.tKbw0sEhj9BlQ6EC1Af4LMoRuNx7GFLUuvwruyCkTVM,"CDL-A TRUCK DRIVERS: 52 - 56 CPM (based on experience). Solo OTR Drivers: 2,000 Miles Per Week On Average Top 20% of our OTR Drivers earn $1,650 Weekly 12 days out / 2 days home No Touch Freight Newer Equipment Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. O…",https://www.adzuna.com/land/ad/5872091928?se=Vg9XfUKp8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=EAF57F97ED52D5C76D06875081B0A01CD73F51BC,0.0,0,85800.0,Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,2026-09-05T11:37:29Z,5872091928,-122.33262,37.97934,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"Hilltop Mall, Contra Costa County","['US', 'California', 'Contra Costa County', 'Hilltop Mall']",Adzuna::API::Response::Company,U.S. Xpress - OTR,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVmc5WGZVS3A4UkdTOXRYM2dQVTlOZyIsImkiOiI1ODcyMDkxOTE3In0.7EOGQkZm4lk-mE8wd9_kHXhxdG9bvecsPYtwVm9Y080,"CDL-A TRUCK DRIVERS: GET HIGHER PAY 57 - 64 CPM (based on experience). Solo Drivers: 2,000 Miles Per Week On Average $4,000 Sign On Bonus Choose Home Time that works for you Top 20% of our OTR Drivers earn $1,600 Weekly Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match p…",https://www.adzuna.com/land/ad/5872091917?se=Vg9XfUKp8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=446684703EA729071DAD5DE68702904253C5238B,194625.61,1,194625.61,Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - U.S. Xpress - OTR,2026-09-05T11:37:29Z,5872091917,-84.56226,39.33444,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"Lindenwald, Butler County","['US', 'Ohio', 'Butler County', 'Lindenwald']",Adzuna::API::Response::Company,U.S. Xpress - OTR,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVmc5WGZVS3A4UkdTOXRYM2dQVTlOZyIsImkiOiI1ODcyMDkxODk2In0.g0DckAuINMmt5DBkm8k339_XtKMWPzMDu2H39Em2A38,"CDL-A TRUCK DRIVERS: 52 - 56 CPM (based on experience). Solo OTR Drivers: 2,000 Miles Per Week On Average Top 20% of our OTR Drivers earn $1,650 Weekly 12 days out / 2 days home No Touch Freight Newer Equipment Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. O…",https://www.adzuna.com/land/ad/5872091896?se=Vg9XfUKp8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=BEEFEDE2763F12623B39FAAFA7E6246F7F805BF3,0.0,0,85800.0,CDL-A Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,2026-09-05T11:37:29Z,5872091896,-74.034772,40.765016,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"Summit Avenue, Hudson County","['US', 'New Jersey', 'Hudson County', 'Summit Avenue']",Adzuna::API::Response::Company,U.S. Xpress - OTR,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVmc5WGZVS3A4UkdTOXRYM2dQVTlOZyIsImkiOiI1ODcyMDkxODU5In0.uCSsXZyJvM2Z3eTnbEeEIzyTJQZtQnzU-NgA87XoXWY,"CDL-A TRUCK DRIVERS: 52 - 56 CPM (based on experience). Solo OTR Drivers: 2,000 Miles Per Week On Average Top 20% of our OTR Drivers earn $1,650 Weekly 12 days out / 2 days home No Touch Freight Newer Equipment Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. O…",https://www.adzuna.com/land/ad/5872091859?se=Vg9XfUKp8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=CADCA22C4F6687B71C381F6415F68A5A5C2C2883,0.0,0,85800.0,Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,2026-09-05T11:37:28Z,5872091859,-121.390352,36.846684,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"Hollister, San Benito County","['US', 'California', 'San Benito County', 'Hollister']",Adzuna::API::Response::Company,U.S. Xpress - OTR,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVmc5WGZVS3A4UkdTOXRYM2dQVTlOZyIsImkiOiI1ODcyMDkxODM1In0.F6Iu-LnVyOQ1njIJsAjB1MQ8K1Ln5bYNCUEcV5Mm7Jk,"Findlay, Ohio Houston, Texas Denver, Colorado San Antonio, Texas Full time 00022196 An exciting career awaits you At MPC, we're committed to being a great place to work - one that welcomes new ideas, encourages diverse perspectives, develops our people, and fosters a collaborative team environment. POSITION SUMMARY: Marathon Petroleum Corporation is seeking an experienced environmental attorney to join its in-house legal team's Health, Environmental, Safety, Security & Product Quality (HESS&PQ)…",https://www.adzuna.com/details/5872091835?utm_medium=api&utm_source=abfa41a4,179701.16,1,179701.16,Counsel / Senior Counsel,2026-09-05T11:37:28Z,5872091835,-95.403251,29.772722,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"Old Sixth Ward, Houston","['US', 'Texas', 'Harris County', 'Houston', 'Old Sixth Ward']",Adzuna::API::Response::Company,Marathon Petroleum Corporation,Legal Jobs,Adzuna::API::Response::Category,legal-jobs,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVmc5WGZVS3A4UkdTOXRYM2dQVTlOZyIsImkiOiI1ODcyMDkxODM4In0.JVk8-p1VrNESIId7T2wvL7Rxd5BufmZ_WyshwGWtV6k,"Findlay, Ohio Houston, Texas San Antonio, Texas Full time 00023891 An exciting career awaits you At MPC, we're committed to being a great place to work - one that welcomes new ideas, encourages diverse perspectives, develops our people, and fosters a collaborative team environment. Position Summary The Strategic Finance Director leads the strategic finance function for then MPC or MPLX business segment, serving as a trusted advisor to executive leadership, including the CEO, CFO, and senior bus…",https://www.adzuna.com/details/5872091838?utm_medium=api&utm_source=abfa41a4,189208.39,1,189208.39,Strategic Finance Director,2026-09-05T11:37:28Z,5872091838,-98.518233,29.4697,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"San Antonio, Bexar County","['US', 'Texas', 'Bexar County', 'San Antonio']",Adzuna::API::Response::Company,Marathon Petroleum Corporation,Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVmc5WGZVS3A4UkdTOXRYM2dQVTlOZyIsImkiOiI1ODcyMDkxODg2In0.fpWImY-LR8kwVj8TfBNKwk7SfsjnwsD3l1G0_iyusec,"Findlay, Ohio Houston, Texas San Antonio, Texas Full time 00023891 An exciting career awaits you At MPC, we're committed to being a great place to work - one that welcomes new ideas, encourages diverse perspectives, develops our people, and fosters a collaborative team environment. Position Summary The Strategic Finance Director leads the strategic finance function for then MPC or MPLX business segment, serving as a trusted advisor to executive leadership, including the CEO, CFO, and senior bus…",https://www.adzuna.com/details/5872091886?utm_medium=api&utm_source=abfa41a4,217388.86,1,217388.86,Strategic Finance Director,2026-09-05T11:37:28Z,5872091886,-95.403251,29.772722,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"Old Sixth Ward, Houston","['US', 'Texas', 'Harris County', 'Houston', 'Old Sixth Ward']",Adzuna::API::Response::Company,Marathon Petroleum Corporation,Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVmc5WGZVS3A4UkdTOXRYM2dQVTlOZyIsImkiOiI1ODcyMDkxODc1In0.w5e7vFWCgN_JUlXUDiKEg1XFW4d3U74fvj01g_cjKdQ,"CDL-A TRUCK DRIVERS: 52 - 56 CPM (based on experience). Solo OTR Drivers: 2,000 Miles Per Week On Average Top 20% of our OTR Drivers earn $1,650 Weekly 12 days out / 2 days home No Touch Freight Newer Equipment Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. O…",https://www.adzuna.com/land/ad/5872091875?se=Vg9XfUKp8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=CB997807609416EFE8EA6F6910A7C60AFB4B3A65,0.0,0,85800.0,Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,2026-09-05T11:37:28Z,5872091875,-121.8492,36.5877,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"Del Rey Oaks, Monterey County","['US', 'California', 'Monterey County', 'Del Rey Oaks']",Adzuna::API::Response::Company,U.S. Xpress - OTR,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVmc5WGZVS3A4UkdTOXRYM2dQVTlOZyIsImkiOiI1ODcyMDkxODM5In0.aXZRi9DV5XtfSG9MEuDemdLrFQZKoGgpIqB7kZJd16Q,"CDL-A TRUCK DRIVERS: 52 - 56 CPM (based on experience). Solo OTR Drivers: 2,000 Miles Per Week On Average Top 20% of our OTR Drivers earn $1,650 Weekly 12 days out / 2 days home No Touch Freight Newer Equipment Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. O…",https://www.adzuna.com/land/ad/5872091839?se=Vg9XfUKp8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=0144F27725CE5AC0F7A04616EE6EE651FD3DC85A,0.0,0,85800.0,Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,2026-09-05T11:37:28Z,5872091839,-120.61154,37.398019,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"Winton, Merced County","['US', 'California', 'Merced County', 'Winton']",Adzuna::API::Response::Company,U.S. Xpress - OTR,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MjA5MTc1MyIsInMiOiJWZzlYZlVLcDhSR1M5dFgzZ1BVOU5nIn0.hdUTOfBWe8uvN1xHRNu9kdsRfB5ohgZJbIW_BnFj41A,"CDL-A TRUCK DRIVERS: 52 - 56 CPM (based on experience). Solo OTR Drivers: 2,000 Miles Per Week On Average Top 20% of our OTR Drivers earn $1,650 Weekly 12 days out / 2 days home No Touch Freight Newer Equipment Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. O…",https://www.adzuna.com/land/ad/5872091753?se=Vg9XfUKp8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=DB599DEE5E1009D404C4133BD615F2A669635ECD,0.0,0,85800.0,Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,2026-09-05T11:37:27Z,5872091753,-120.695012,35.543601,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"Templeton, San Luis Obispo County","['US', 'California', 'San Luis Obispo County', 'Templeton']",Adzuna::API::Response::Company,U.S. Xpress - OTR,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVmc5WGZVS3A4UkdTOXRYM2dQVTlOZyIsImkiOiI1ODcyMDkxODA0In0.vHe2v4MwykbDSSAK5lSxn9OOHkyHLD8_T8HXR_lB15M,"CDL-A TRUCK DRIVERS: 52 - 56 CPM (based on experience). Solo OTR Drivers: 2,000 Miles Per Week On Average Top 20% of our OTR Drivers earn $1,650 Weekly 12 days out / 2 days home No Touch Freight Newer Equipment Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. O…",https://www.adzuna.com/land/ad/5872091804?se=Vg9XfUKp8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=716AA3BCDABF4F4DFCC87D8AB0F066F40A3A364F,0.0,0,85800.0,Truck Driver Company - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,2026-09-05T11:37:27Z,5872091804,-120.842606,37.064819,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"Los Banos, Merced County","['US', 'California', 'Merced County', 'Los Banos']",Adzuna::API::Response::Company,U.S. Xpress - OTR,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3MjA5MTczOSIsInMiOiJWZzlYZlVLcDhSR1M5dFgzZ1BVOU5nIn0.5BKy6GnZacxFlq55e40uaos5NO-3iwPd4QGlW0f6Gxg,"CDL-A TRUCK DRIVERS: 52 - 56 CPM (based on experience). Solo OTR Drivers: 2,000 Miles Per Week On Average Top 20% of our OTR Drivers earn $1,650 Weekly 12 days out / 2 days home No Touch Freight Newer Equipment Team Drivers: $10,000 Sign On Bonus/split with an average of 5,500 miles per week! $0.72 - $0.80 CPM Split Starting Pay Our teams average $260,000 annually. Top Teams earn $300,000 annually! Don’t have a team partner? We will help you find the right partner with our Team Match program. O…",https://www.adzuna.com/land/ad/5872091739?se=Vg9XfUKp8RGS9tX3gPU9Ng&utm_medium=api&utm_source=abfa41a4&v=234BFCCCE7820AF5CB4F59F45D88DBEFC19976EA,0.0,0,85800.0,Class A CDL Company Driver - 1-5mo EXP Required - OTR - Dry Van - $1.65k per week - U.S. Xpress - OTR,2026-09-05T11:37:27Z,5872091739,-120.825,35.30142,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"Los Osos, San Luis Obispo County","['US', 'California', 'San Luis Obispo County', 'Los Osos']",Adzuna::API::Response::Company,U.S. Xpress - OTR,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,full_time,
