description,title,salary_is_predicted,__CLASS__,id,created,salary_min,adref,salary_max,redirect_url,category.__CLASS__,category.label,category.tag,company.display_name,company.__CLASS__,location.__CLASS__,location.display_name,location.area,longitude,latitude,contract_time,contract_type
"Job Description What we will do Johnson Controls is looking for a dynamic person to lead a crucial relationship between our field offices and our supplier base! As a Pre-Construction Field Procurement Manager, you will be the main procurement contact for your assigned branch office partnering directly with our HVAC Controls Sales Organization to develop accurate installation cost models for our projects. You will lead the development of installation costing and the identification and selection …","HVAC Estimator / Procurement Manager (Raleigh, NC)",1,Adzuna::API::Response::Job,5684145836,2026-03-31T08:39:38Z,81527.82,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NDE0NTgzNiIsInMiOiJCREZpX0E4dDhSR05POEtfOXBZUWR3In0.BRjV5lJs6T2mNXXZ3H5uiHOVVcdoWP_yjawJKq4srCs,81527.82,https://www.adzuna.com/land/ad/5684145836?se=BDFi_A8t8RGNO8K_9pYQdw&utm_medium=api&utm_source=abfa41a4&v=0C89A2A5C2B0C0CF0E7F71D3E0AE90B0D2FE0AB2,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Johnson Controls,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Raleigh, Smith County","['US', 'Mississippi', 'Smith County', 'Raleigh']",-89.522291,32.033488,,
"Job Description Champions Do More \n \n\n \n As one of the fastest-growing and most exciting brands in the industry, Crash Champions is the largest founder-led multi-shop operator (MSO) of high-quality collision repair service in the U.S. The company, which also operates the growing Crash Champions LUXE | EV Certified brand of highline and luxury EV repair centers, services customers at more than 650 state-of-the-art locations in 38 states across the U.S. Crash Champions was founded in 1999 as …",Auto Body Technician,1,Adzuna::API::Response::Job,5684145790,2026-03-31T08:39:18Z,56587.93,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NDE0NTc5MCIsInMiOiJaSjk1X1E4dDhSR05POEtfOXBZUWR3In0.vblgON-in0IXteUMFo51DqxxSEptytzykJ_AgvNiGe4,56587.93,https://www.adzuna.com/land/ad/5684145790?se=ZJ95_Q8t8RGNO8K_9pYQdw&utm_medium=api&utm_source=abfa41a4&v=3975E57BCE0C37ADC1A1B73719807CBA11D47771,Adzuna::API::Response::Category,Accounting & Finance Jobs,accounting-finance-jobs,Crash Champions,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"San Jose, San Miguel County","['US', 'New Mexico', 'San Miguel County', 'San Jose']",-105.471249,35.426307,,
"Job Description Have a car? Earn a $1,000 BONUS  $10,000 GUARANTEE* when you sign up to drive your own vehicle and help transport others to healthcare appointments around Chicago! \n\n Veyo is a mission-driven company helping individuals get to and from their non-emergency medical appointments. We're actively seeking local drivers to partner with us. As a Veyo driver, you use your own vehicle, set your own schedule, and make a meaningful impact in your community. \n\n Why Drive with Veyo? \n \n…","Part-Time Driver - $10,000 Guaranteed  Bonus",1,Adzuna::API::Response::Job,5684145792,2026-03-31T08:39:18Z,15664.05,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWko5NV9ROHQ4UkdOTzhLXzlwWVFkdyIsImkiOiI1Njg0MTQ1NzkyIn0.r41anE1BHcJPuEEGDX3OYVfAlRLwGO8FLP6SNfoMceI,15664.05,https://www.adzuna.com/land/ad/5684145792?se=ZJ95_Q8t8RGNO8K_9pYQdw&utm_medium=api&utm_source=abfa41a4&v=9076519F1CE479880896C26E288F6B16B19B6CB2,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Veyo,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"River Forest, Cook County","['US', 'Illinois', 'Cook County', 'River Forest']",-87.813948,41.897809,,
Job Description Position Summary : loanDepot is offering an incredible opportunity for individuals seeking a challenging yet fulfilling career in sales with a renowned industry leader. Our consumer direct sales approach boasts a team of over 350 inside sales team members who cater to our valued customers nationwide. This is your moment to become part of something significant! Joining us as an ACES Lending Officer means embarking on a transformative journey where you'll undergo comprehensive tra…,Inside Sales - Mortgage Lending - Entry Level,1,Adzuna::API::Response::Job,5684145795,2026-03-31T08:39:18Z,60498.11,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NDE0NTc5NSIsInMiOiJaSjk1X1E4dDhSR05POEtfOXBZUWR3In0.CeckQ84_2-T44pFwX1Y0IK6LWIr8D4wDeWXW5ket6oQ,60498.11,https://www.adzuna.com/land/ad/5684145795?se=ZJ95_Q8t8RGNO8K_9pYQdw&utm_medium=api&utm_source=abfa41a4&v=D5B352F2FAD43A1DF468F0A1F4623130D0C63DF5,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,loanDepot,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Paradise Valley, Maricopa County","['US', 'Arizona', 'Maricopa County', 'Paradise Valley']",-111.942645,33.531154,,
"Job Description Have a car? Earn a $1,000 BONUS  $10,000 GUARANTEE* when you sign up to drive your own vehicle and help transport others to healthcare appointments around Chicago! \n\n Veyo is a mission-driven company helping individuals get to and from their non-emergency medical appointments. We're actively seeking local drivers to partner with us. As a Veyo driver, you use your own vehicle, set your own schedule, and make a meaningful impact in your community. \n\n Why Drive with Veyo? \n \n…","Medical Transportation Driver - $10,000 Guarantee  Bonus",1,Adzuna::API::Response::Job,5684145791,2026-03-31T08:39:18Z,19357.87,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWko5NV9ROHQ4UkdOTzhLXzlwWVFkdyIsImkiOiI1Njg0MTQ1NzkxIn0.lizGny04n5Igk_RaS1IJNLU2jTvonhs0lgqh6Tz5HdU,19357.87,https://www.adzuna.com/land/ad/5684145791?se=ZJ95_Q8t8RGNO8K_9pYQdw&utm_medium=api&utm_source=abfa41a4&v=1A4D04F693C83E25327BB97C4162DA9090CE0EF4,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,Veyo,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Hines, Harney County","['US', 'Oregon', 'Harney County', 'Hines']",-119.157428,43.47767,,
"Job Description Have a car? Earn a $1,000 BONUS  $10,000 GUARANTEE* when you sign up to drive your own vehicle and help transport others to healthcare appointments around Chicago! \n\n Veyo is a mission-driven company helping individuals get to and from their non-emergency medical appointments. We're actively seeking local drivers to partner with us. As a Veyo driver, you use your own vehicle, set your own schedule, and make a meaningful impact in your community. \n\n Why Drive with Veyo? \n \n…","Non-Emergency Medical Driver - $10,000 Guarantee  Bonus",1,Adzuna::API::Response::Job,5684145796,2026-03-31T08:39:18Z,13649.73,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWko5NV9ROHQ4UkdOTzhLXzlwWVFkdyIsImkiOiI1Njg0MTQ1Nzk2In0.tXuk_2W_bfVVPic7ev_9texpYQtz0jrn45dmltLDXos,13649.73,https://www.adzuna.com/land/ad/5684145796?se=ZJ95_Q8t8RGNO8K_9pYQdw&utm_medium=api&utm_source=abfa41a4&v=E003618D61DF68D5BAB4D0A0CFC7055A05AD7DB4,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,Veyo,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Burbank, Los Angeles County","['US', 'California', 'Los Angeles County', 'Burbank']",-118.293589,34.203909,,
"Job Description Have a car? Earn a $1,000 BONUS  $10,000 GUARANTEE* when you sign up to drive your own vehicle and help transport others to healthcare appointments around Chicago! \n\n Veyo is a mission-driven company helping individuals get to and from their non-emergency medical appointments. We're actively seeking local drivers to partner with us. As a Veyo driver, you use your own vehicle, set your own schedule, and make a meaningful impact in your community. \n\n Why Drive with Veyo? \n \n…","Part-Time Driver - $10,000 Guaranteed  Bonus",1,Adzuna::API::Response::Job,5684145797,2026-03-31T08:39:18Z,15967.3,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWko5NV9ROHQ4UkdOTzhLXzlwWVFkdyIsImkiOiI1Njg0MTQ1Nzk3In0.VALAIjHJp-EY7AESTSYJGJa3UZzos6eB32xJdM8826s,15967.3,https://www.adzuna.com/land/ad/5684145797?se=ZJ95_Q8t8RGNO8K_9pYQdw&utm_medium=api&utm_source=abfa41a4&v=9CC692F1263ADC1F39F22074401F5EE256689080,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Veyo,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Hines, Harney County","['US', 'Oregon', 'Harney County', 'Hines']",-119.157428,43.47767,,
"Job Description Have a car? Earn a $1,000 BONUS  $10,000 GUARANTEE* when you sign up to drive your own vehicle and help transport others to healthcare appointments around Chicago! \n\n Veyo is a mission-driven company helping individuals get to and from their non-emergency medical appointments. We're actively seeking local drivers to partner with us. As a Veyo driver, you use your own vehicle, set your own schedule, and make a meaningful impact in your community. \n\n Why Drive with Veyo? \n \n…","Flexible Driving Gig - $10,000 Guarantee  Bonus",1,Adzuna::API::Response::Job,5684145793,2026-03-31T08:39:18Z,17053.41,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NDE0NTc5MyIsInMiOiJaSjk1X1E4dDhSR05POEtfOXBZUWR3In0.06r_-JcNJWM85SYRC96NgzTg8KBYkgP3bddqKb4TDJ0,17053.41,https://www.adzuna.com/land/ad/5684145793?se=ZJ95_Q8t8RGNO8K_9pYQdw&utm_medium=api&utm_source=abfa41a4&v=338E8D9CE2ACEA89BBAEB62A00A13ECCB379B2F5,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,Veyo,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Oak Park, Ventura County","['US', 'California', 'Ventura County', 'Oak Park']",-118.757778,34.171667,,
"Job Description Have a car? Earn a $1,000 BONUS  $10,000 GUARANTEE* when you sign up to drive your own vehicle and help transport others to healthcare appointments around Chicago! \n\n Veyo is a mission-driven company helping individuals get to and from their non-emergency medical appointments. We're actively seeking local drivers to partner with us. As a Veyo driver, you use your own vehicle, set your own schedule, and make a meaningful impact in your community. \n\n Why Drive with Veyo? \n \n…","Medical Transportation Driver - $10,000 Guarantee  Bonus",1,Adzuna::API::Response::Job,5684145794,2026-03-31T08:39:18Z,18660.47,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NDE0NTc5NCIsInMiOiJaSjk1X1E4dDhSR05POEtfOXBZUWR3In0.rZcNsGPmhWqwJX5qmrBGgEVnFrpvPin6OF3w1DGK3Ag,18660.47,https://www.adzuna.com/land/ad/5684145794?se=ZJ95_Q8t8RGNO8K_9pYQdw&utm_medium=api&utm_source=abfa41a4&v=DA53C07362CE6FB9A0B9F6AF78A3E4BB69723B8F,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,Veyo,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Burbank, Los Angeles County","['US', 'California', 'Los Angeles County', 'Burbank']",-118.293589,34.203909,,
"Job Description Dedicated CDL-A Truck Drivers – No Touch Freight – Earn $1,510-$1,730 Weekly! \n\n Pay & Benefits: \n\n \n\t $0.60-$0.65 CPM; Based on Experience \n\t Average Annual Pay of $78,520-$85,800 \n\t Top Drivers Earn $90,000 Annually! \n\t Driver Referral Program = Unlimited Earning Potential! \n\t Vacation and Holiday Pay \n\t Medical, Dental, Vision, Life Insurance, 401(k) \n\t Late-Model Trucks \n\t Paid Online Orientation \n \n\n Job Details: \n\n \n\t Home Most Nights; Layovers a…",CDL-A Truck Drivers - Home Most Nights - No Touch Freight,1,Adzuna::API::Response::Job,5684145788,2026-03-31T08:39:17Z,54996.08,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWko5NV9ROHQ4UkdOTzhLXzlwWVFkdyIsImkiOiI1Njg0MTQ1Nzg4In0.JwpLBD8oM8LfziZzhh9qFWYtsZvhmdsQnE8Su2IczMs,54996.08,https://www.adzuna.com/land/ad/5684145788?se=ZJ95_Q8t8RGNO8K_9pYQdw&utm_medium=api&utm_source=abfa41a4&v=5970879B5B1588BE3BE9D3C69F780F26F682B0CB,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,Hogan Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Newark, Alameda County","['US', 'California', 'Alameda County', 'Newark']",-122.04024,37.529659,,
"Job Description Dedicated CDL-A Truck Drivers – No Touch Freight – Earn $1,510-$1,730 Weekly! \n\n Pay & Benefits: \n\n \n\t $0.60-$0.65 CPM; Based on Experience \n\t Average Annual Pay of $78,520-$85,800 \n\t Top Drivers Earn $90,000 Annually! \n\t Driver Referral Program = Unlimited Earning Potential! \n\t Vacation and Holiday Pay \n\t Medical, Dental, Vision, Life Insurance, 401(k) \n\t Late-Model Trucks \n\t Paid Online Orientation \n \n\n Job Details: \n\n \n\t Home Most Nights; Layovers a…",CDL-A Truck Drivers - Home Most Nights - No Touch Freight,1,Adzuna::API::Response::Job,5684145787,2026-03-31T08:39:17Z,54759.41,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWko5NV9ROHQ4UkdOTzhLXzlwWVFkdyIsImkiOiI1Njg0MTQ1Nzg3In0.SKXySTDAUvSFoumwcDiPyYL8rzVh-9XS97IknvDMpMY,54759.41,https://www.adzuna.com/land/ad/5684145787?se=ZJ95_Q8t8RGNO8K_9pYQdw&utm_medium=api&utm_source=abfa41a4&v=3BD7E4B0F62DF1521FD75047665443C3500348E5,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,Hogan Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Christiansburg, Montgomery County","['US', 'Virginia', 'Montgomery County', 'Christiansburg']",-80.41,37.13,,
"Job Description Dedicated CDL-A Truck Drivers – No Touch Freight – Earn $1,510-$1,730 Weekly! \n\n Pay & Benefits: \n\n \n\t $0.60-$0.65 CPM; Based on Experience \n\t Average Annual Pay of $78,520-$85,800 \n\t Top Drivers Earn $90,000 Annually! \n\t Driver Referral Program = Unlimited Earning Potential! \n\t Vacation and Holiday Pay \n\t Medical, Dental, Vision, Life Insurance, 401(k) \n\t Late-Model Trucks \n\t Paid Online Orientation \n \n\n Job Details: \n\n \n\t Home Most Nights; Layovers a…",CDL-A Truck Drivers - Home Most Nights - No Touch Freight,1,Adzuna::API::Response::Job,5684145785,2026-03-31T08:39:17Z,55354.15,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWko5NV9ROHQ4UkdOTzhLXzlwWVFkdyIsImkiOiI1Njg0MTQ1Nzg1In0.RyMqSh40p7K41PZRnlnBMZZkj2GVIM4lqgm12gP7KZ8,55354.15,https://www.adzuna.com/land/ad/5684145785?se=ZJ95_Q8t8RGNO8K_9pYQdw&utm_medium=api&utm_source=abfa41a4&v=AEF6BCF63D3A07B344A4231CE7632CE54979FEBC,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,Hogan Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Marysville, Yuba County","['US', 'California', 'Yuba County', 'Marysville']",-121.591355,39.145725,,
"Job Description Dedicated CDL-A Truck Drivers – No Touch Freight – Earn $1,510-$1,730 Weekly! \n\n Pay & Benefits: \n\n \n\t $0.60-$0.65 CPM; Based on Experience \n\t Average Annual Pay of $78,520-$85,800 \n\t Top Drivers Earn $90,000 Annually! \n\t Driver Referral Program = Unlimited Earning Potential! \n\t Vacation and Holiday Pay \n\t Medical, Dental, Vision, Life Insurance, 401(k) \n\t Late-Model Trucks \n\t Paid Online Orientation \n \n\n Job Details: \n\n \n\t Home Most Nights; Layovers a…",CDL-A Truck Drivers - Home Most Nights - No Touch Freight,1,Adzuna::API::Response::Job,5684145783,2026-03-31T08:39:17Z,53278.71,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWko5NV9ROHQ4UkdOTzhLXzlwWVFkdyIsImkiOiI1Njg0MTQ1NzgzIn0.xwVOC9mTeGBT1KDD1htJPbsTB13ZnGKpSSo-zFNbcwU,53278.71,https://www.adzuna.com/land/ad/5684145783?se=ZJ95_Q8t8RGNO8K_9pYQdw&utm_medium=api&utm_source=abfa41a4&v=36C9C7CFD46DB9FE242C44FBBD05BD4D02AF0F79,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,Hogan Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Mechanicsburg, Sangamon County","['US', 'Illinois', 'Sangamon County', 'Mechanicsburg']",-89.397312,39.809491,,
"Job Description Dedicated CDL-A Truck Drivers – No Touch Freight – Earn $1,510-$1,730 Weekly! \n\n Pay & Benefits: \n\n \n\t $0.60-$0.65 CPM; Based on Experience \n\t Average Annual Pay of $78,520-$85,800 \n\t Top Drivers Earn $90,000 Annually! \n\t Driver Referral Program = Unlimited Earning Potential! \n\t Vacation and Holiday Pay \n\t Medical, Dental, Vision, Life Insurance, 401(k) \n\t Late-Model Trucks \n\t Paid Online Orientation \n \n\n Job Details: \n\n \n\t Home Most Nights; Layovers a…",CDL-A Truck Drivers - Home Most Nights - No Touch Freight,1,Adzuna::API::Response::Job,5684145784,2026-03-31T08:39:17Z,54501.26,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWko5NV9ROHQ4UkdOTzhLXzlwWVFkdyIsImkiOiI1Njg0MTQ1Nzg0In0.y_Zt4He6cwTKtk4eZAyNuFbvsLVm-wWQ8AYNefi0bno,54501.26,https://www.adzuna.com/land/ad/5684145784?se=ZJ95_Q8t8RGNO8K_9pYQdw&utm_medium=api&utm_source=abfa41a4&v=34FDF2775E46B67E0300E51EE9E5D3B21E373703,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,Hogan Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Alexandria, Alexandria City","['US', 'Virginia', 'Alexandria City', 'Alexandria']",-77.059325,38.818947,,
"Job Description Dedicated CDL-A Truck Drivers – No Touch Freight – Earn $1,510-$1,730 Weekly! \n\n Pay & Benefits: \n\n \n\t $0.60-$0.65 CPM; Based on Experience \n\t Average Annual Pay of $78,520-$85,800 \n\t Top Drivers Earn $90,000 Annually! \n\t Driver Referral Program = Unlimited Earning Potential! \n\t Vacation and Holiday Pay \n\t Medical, Dental, Vision, Life Insurance, 401(k) \n\t Late-Model Trucks \n\t Paid Online Orientation \n \n\n Job Details: \n\n \n\t Home Most Nights; Layovers a…",CDL-A Truck Drivers - Home Most Nights - No Touch Freight,1,Adzuna::API::Response::Job,5684145786,2026-03-31T08:39:17Z,55715.61,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NDE0NTc4NiIsInMiOiJaSjk1X1E4dDhSR05POEtfOXBZUWR3In0.7NF1ODjjfwW1vEm2qrVmSQ100yBpjPi77Mn2mmhq2mo,55715.61,https://www.adzuna.com/land/ad/5684145786?se=ZJ95_Q8t8RGNO8K_9pYQdw&utm_medium=api&utm_source=abfa41a4&v=BD4F05F1BD8C4CB54A705DAC082D8A709243F7ED,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,Hogan Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Kenton, Kenton County","['US', 'Kentucky', 'Kenton County', 'Kenton']",-84.459289,38.864611,,
"Job Description About Gifted Healthcare Gifted Healthcare is an award-winning travel nursing agency that partners with premier healthcare facilities across the United States. We believe in the power of one person to make a meaningful difference in patient care. Our mission is to help nurses thrive and advance their careers by providing exceptional job opportunities, day-one benefits, and 24/7 support. Role Overview The Travel Registered Nurse (RN) provides high-quality patient care across a var…",Travel Registered Nurse (RN),1,Adzuna::API::Response::Job,5684145789,2026-03-31T08:39:17Z,40686.1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWko5NV9ROHQ4UkdOTzhLXzlwWVFkdyIsImkiOiI1Njg0MTQ1Nzg5In0.YCuKUJYmj6pdWFUEwLbv4xFYYLg02N6OYY2b03S1vYU,40686.1,https://www.adzuna.com/land/ad/5684145789?se=ZJ95_Q8t8RGNO8K_9pYQdw&utm_medium=api&utm_source=abfa41a4&v=8687975E61A03FC7DFC14F57D2B7B7636629132B,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Gifted Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Kew Gardens, Queens","['US', 'New York', 'New York City', 'Queens', 'Kew Gardens']",-73.830299,40.70809,,
"Find your calling at Mercy! Overview The Charge Registered Nurse utilizing theoretical concepts as a basis for decisions in practice will assess, plan, implement and evaluate nursing care in accordance with standards of nursing practice. Position Details: Qualifications: Education: Graduated from a school of nursing (Associate's Degree, Diploma, or BSN). Licensure: Is personally responsible for obtaining, and maintaining, a current RN license within the hiring state and/or compact licensure in …",Behavioral Health - Charge RN Full Time/Days - 3 Weekends per month,1,Adzuna::API::Response::Job,5684145778,2026-03-31T08:39:15Z,134768.22,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWko5NV9ROHQ4UkdOTzhLXzlwWVFkdyIsImkiOiI1Njg0MTQ1Nzc4In0.8_pW4PFc11ZY-nfh3SjkDTt7A4ZHMaa-SK33Pg7vHGs,134768.22,https://www.adzuna.com/land/ad/5684145778?se=ZJ95_Q8t8RGNO8K_9pYQdw&utm_medium=api&utm_source=abfa41a4&v=4AB78E0DA338BC0FC243048299921F5910879207,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Mercy,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Ada, Pontotoc County","['US', 'Oklahoma', 'Pontotoc County', 'Ada']",-96.679985,34.783,full_time,
"Job Description: The Supervisor Pharmacy Technician is responsible for ensuring safe, timely and productive workflows in pharmacy operations. The Supervisor is responsible for overseeing assigned areas of pharmacy services, including but not limited to , sterile and non-sterile compounding, pharmacy automation and technology, drug dispensing and delivery, documentation and maintenance of staff training and competency. The Supervisor Pharmacy Technician effectively supervises and coordinates the…",Pharmacy Technician Supervisor - WCMC Pharmacy - Full Time - 8 Hour - Days,1,Adzuna::API::Response::Job,5684145780,2026-03-31T08:39:15Z,147541.53,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NDE0NTc4MCIsInMiOiJaSjk1X1E4dDhSR05POEtfOXBZUWR3In0.qa9YyKzsGOKB8myp7P4vWHUVoTbQiOc7jAtgBKiMnX8,147541.53,https://www.adzuna.com/land/ad/5684145780?se=ZJ95_Q8t8RGNO8K_9pYQdw&utm_medium=api&utm_source=abfa41a4&v=9BAED640DA06D4991045B835AF89819F96118D28,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,John Muir Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Waldon, Contra Costa County","['US', 'California', 'Contra Costa County', 'Waldon']",-122.066891,37.921848,full_time,
"Find your calling at Mercy! Job Profile Summary Under the direction of the primary care operations team, the Primary Care Patient Care LPN works directly with Mercy Primary Care Providers to provide safe, timely, effective, efficient, equitable, patient-centered care in a systematic way. The Primary Care Patient Care LPN will partner with patients, providers, and other members of the clinical care team to drive quality outcomes for all patients. Duties and responsibilities will be performed in …","Primary Care Assistant-LPN, FT, Days",1,Adzuna::API::Response::Job,5684145781,2026-03-31T08:39:15Z,127330.75,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWko5NV9ROHQ4UkdOTzhLXzlwWVFkdyIsImkiOiI1Njg0MTQ1NzgxIn0.n1F8AT5bZAnuao8mKJR-oJvoG7aWrESPFPuSYxsRr0U,127330.75,https://www.adzuna.com/land/ad/5684145781?se=ZJ95_Q8t8RGNO8K_9pYQdw&utm_medium=api&utm_source=abfa41a4&v=E91378B1B6C4565CEDC84AAF99433AF29BB7C203,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Mercy,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Cape Girardeau, Cape Girardeau County","['US', 'Missouri', 'Cape Girardeau County', 'Cape Girardeau']",-89.554715,37.327619,full_time,
"SIGN ON BONUS OFFERED! Full Time $12,000.00/ Part Time $6,000.00 paid out in four installments! Wages starting at $30.40 with incentives included! Want to make a difference in someone’s life every day? As a licensed practical nurse (LPN) with Courtney Manor you will work as part of a team providing skilled nursing and short-term rehabilitation care to our valued guests. If you have patience, compassion and a desire to care for guests in a gentle and empathetic way, you will love this role. At C…",Licensed Practical Nurse (LPN) Midnights - Sign On Bonus,1,Adzuna::API::Response::Job,5684145779,2026-03-31T08:39:15Z,126728.54,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWko5NV9ROHQ4UkdOTzhLXzlwWVFkdyIsImkiOiI1Njg0MTQ1Nzc5In0.0iQT4nJzLhwnqhA6Fh7XWIsG3lKjVbcrKTFp37yusPg,126728.54,https://www.adzuna.com/land/ad/5684145779?se=ZJ95_Q8t8RGNO8K_9pYQdw&utm_medium=api&utm_source=abfa41a4&v=214D8E481C7021F5E5B98ECAABAC6CC5BEEB9C9E,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Courtney Manor,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Bad Axe, Huron County","['US', 'Michigan', 'Huron County', 'Bad Axe']",-82.997529,43.805545,part_time,
"Job Description: Pharmacists ensure the effective use of medications by providing medication order verification while assessing for optimal drug product selection, dosage regimen design, effective administration and drug therapy monitoring services. Pharmacists interact with patients, family, and other healthcare providers to assure continuity of services and to achieve desired patient outcomes through safe, timely and cost effective drug therapy. Pharmacists supervise pharmacy technicians and …",Pharmacist - OSC Pharmacy - Per Diem - 8 Hour - Days,1,Adzuna::API::Response::Job,5684145782,2026-03-31T08:39:15Z,368083.06,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWko5NV9ROHQ4UkdOTzhLXzlwWVFkdyIsImkiOiI1Njg0MTQ1NzgyIn0.Z0M7q0hF9Btc50MTYQs8QgkHt7s3n9iK1nWgCiirFxw,368083.06,https://www.adzuna.com/land/ad/5684145782?se=ZJ95_Q8t8RGNO8K_9pYQdw&utm_medium=api&utm_source=abfa41a4&v=80D04E3EC775474914D1DFC71BCF88A2E2C6AA8A,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,John Muir Health,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Waldon, Contra Costa County","['US', 'California', 'Contra Costa County', 'Waldon']",-122.066891,37.921848,full_time,
"Job Description Dedicated CDL-A Truck Drivers – No Touch Freight – Earn $1,510-$1,730 Weekly! \n\n Pay & Benefits: \n\n \n\t $0.60-$0.65 CPM; Based on Experience \n\t Average Annual Pay of $78,520-$85,800 \n\t Top Drivers Earn $90,000 Annually! \n\t Driver Referral Program = Unlimited Earning Potential! \n\t Vacation and Holiday Pay \n\t Medical, Dental, Vision, Life Insurance, 401(k) \n\t Late-Model Trucks \n\t Paid Online Orientation \n \n\n Job Details: \n\n \n\t Home Most Nights; Layovers a…",CDL-A Truck Drivers - Home Most Nights - No Touch Freight,1,Adzuna::API::Response::Job,5684145767,2026-03-31T08:39:14Z,49564.32,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NDE0NTc2NyIsInMiOiJaSjk1X1E4dDhSR05POEtfOXBZUWR3In0.8pduHDs0lgjpcMqPgES7WlbuOvLBv9eQrXss3kBB8Lg,49564.32,https://www.adzuna.com/land/ad/5684145767?se=ZJ95_Q8t8RGNO8K_9pYQdw&utm_medium=api&utm_source=abfa41a4&v=A0D3C50D4A71C062F1AB77B88B233C8DB15246B7,Adzuna::API::Response::Category,Travel Jobs,travel-jobs,Hogan Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Johnstown, Jackson County","['US', 'Arkansas', 'Jackson County', 'Johnstown']",-91.162625,35.578414,,
