salary_max,title,id,adref,longitude,salary_min,salary_is_predicted,redirect_url,__CLASS__,latitude,created,description,category.__CLASS__,category.tag,category.label,company.__CLASS__,company.display_name,location.__CLASS__,location.display_name,location.area,contract_time,contract_type
9800.0,"Travel Nurse RN - Labor & Delivery - $2,450 per week in Oklahoma City, OK",5795652752,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NTY1Mjc1MiIsInMiOiJYdTNHVTNWODhSR1FvNkFsQUN0bWV3In0.SHDqxjKziSFrKJhX7uD-SOUQtBjOxtv1Dm94QY3wim4,-97.5164,9800.0,0,https://www.adzuna.com/details/5795652752?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,35.4678,2026-07-10T09:40:10Z,"Registered Nurse (RN) | Labor & Delivery Location: Oklahoma City, OK Agency: OneStaff Medical Pay: $2,450 per week Shift Information: Rotating - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: 7/28/2026 About the Position We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Midwest, we are here to stand by your side and help you find your dream assignment anywhere in this great co…",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,OneStaff Medical,Adzuna::API::Response::Location,"Oklahoma City, Oklahoma County","['US', 'Oklahoma', 'Oklahoma County', 'Oklahoma City']",full_time,contract
10315.0,"Travel Nurse RN - Medical-Surgical - $2,579 per week in Wichita, KS",5795652747,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWHUzR1UzVjg4UkdRbzZBbEFDdG1ldyIsImkiOiI1Nzk1NjUyNzQ3In0.9AhtS-gCYnE0YlX0ieM9xbLQ9QfC93TBidshhB_8DMM,-97.332753,10315.0,0,https://www.adzuna.com/details/5795652747?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,37.684363,2026-07-10T09:40:09Z,"Registered Nurse (RN) | Medical-Surgical Location: Wichita, KS Agency: OneStaff Medical Pay: $2,579 per week Shift Information: Rotating - 4 days x 12 hours Contract Duration: 13 Weeks Start Date: 7/29/2026 About the Position TravelNurseSource is working with OneStaff Medical to find a qualified Med/Surg RN in Wichita, Kansas, 67214! We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in the Mid…",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Location,"Wichita, Sedgwick County","['US', 'Kansas', 'Sedgwick County', 'Wichita']",full_time,contract
8066.0,"Travel Nurse RN - Progressive Care Unit - $2,017 per week in Louisville, KY",5795652746,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWHUzR1UzVjg4UkdRbzZBbEFDdG1ldyIsImkiOiI1Nzk1NjUyNzQ2In0.bP83kywgBq8QShiweJmL01jqsLeONUkQa8zWeZaTjVo,-85.751283,8066.0,0,https://www.adzuna.com/details/5795652746?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,38.255693,2026-07-10T09:40:09Z,"Registered Nurse (RN) | Progressive Care Unit Location: Louisville, KY Agency: OneStaff Medical Pay: $2,017 per week Shift Information: Rotating - 3 days x 12 hours Contract Duration: 13 Weeks Start Date: 7/13/2026 About the Position TravelNurseSource is working with OneStaff Medical to find a qualified PCU RN in Louisville, Kentucky, 40202! We. Are. OneStaff. Medical. An independently-owned, nationally-recognized and amazingly awesome staffing firm ready to work for you! A work ethic forged in…",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Location,"Louisville, Jefferson County","['US', 'Kentucky', 'Jefferson County', 'Louisville']",full_time,contract
119485.97,EP Lab Tech,5795652722,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWHUzR1UzVjg4UkdRbzZBbEFDdG1ldyIsImkiOiI1Nzk1NjUyNzIyIn0.P_yvxNAjg3Yza1jE1gdNDFQVC21DeBTtPqJmucEUi70,-96.69858,119485.97,1,https://www.adzuna.com/land/ad/5795652722?se=Xu3GU3V88RGQo6AlACtmew&utm_medium=api&utm_source=abfa41a4&v=E3167783FD0CFA76E8DC23A9415499FCDE75C199,Adzuna::API::Response::Job,33.0234,2026-07-10T09:40:07Z,"Experience the HCA Healthcare difference where colleagues are trusted, valued members of our healthcare team. Grow your career with an organization committed to delivering respectful, compassionate care, and where the unique and intrinsic worth of each individual is recognized. Submit your application for the opportunity below: EP Lab Tech Job Summary and Qualifications * This is a Full Time Days position, Monday - Friday, 10 hours shifts. Hours are typically 6:30am - 5 pm. NO CALL required for…",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,HCA Healthcare,Adzuna::API::Response::Location,"Plano, Collin County","['US', 'Texas', 'Collin County', 'Plano']",full_time,
109550.74,Territory Underwriting Specialist,5795652719,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NTY1MjcxOSIsInMiOiJ5RXplVkhWODhSRzZKUDBuR2hmTFZnIn0.gZzRh21RcmeffAXJqgdzrNhyMMhob9pE6fXVceC2HoA,-89.633176,109550.74,1,https://www.adzuna.com/land/ad/5795652719?se=yEzeVHV88RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=BBE9419E614E88FBE36E5D7494973EE89D7D4A80,Adzuna::API::Response::Job,32.832673,2026-07-10T09:40:06Z,"This role markets Commercial Lines products, builds agency partnerships, leads underwriting for new/complex business, manages growth and profitability, and maintains market visibility. The preferred candidate for this position will reside in the Jackson, MS - Mobile, AL - Birmingham, AL triangle with travel required in and around that territory. What You'll Do The Territory Underwriter Specialist will be responsible for agent and broker relationships. In addition, you’ll: Solicit accounts throu…",Adzuna::API::Response::Category,sales-jobs,Sales Jobs,Adzuna::API::Response::Company,Sentry Insurance,Adzuna::API::Response::Location,"Mississippi, US","['US', 'Mississippi']",,
47348.63,Diesel Technician,5795652713,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NTY1MjcxMyIsInMiOiJ5RXplVkhWODhSRzZKUDBuR2hmTFZnIn0.CEnfYWENkuSYQ_seWU9CI5fx7Is_ifV_tBxOu73STl4,-72.859545,47348.63,1,https://www.adzuna.com/details/5795652713?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,41.390914,2026-07-10T09:40:04Z,"Add On Benefits for Diesel Technician: An industry-leading performance-based Technician Incentive pay plan that rewards you for your contribution! $150 Annual Redwing Boot Program CDL and renewal costs may be covered Job Responsibilities for Diesel Technician: Provide technical service on vehicles and equipment including troubleshooting, electrical and diagnostic services Read Repair Orders and be able to perform general and detailed repair of all trucks, engines and components Install injector…",Adzuna::API::Response::Category,maintenance-jobs,Maintenance Jobs,Adzuna::API::Response::Company,Allegiance Truck Centers,Adzuna::API::Response::Location,"North Haven, New Haven County","['US', 'Connecticut', 'New Haven County', 'North Haven']",,
32240.0,504 D S. Van Dorn St. Dunkin' Crew Member,5795652714,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NTY1MjcxNCIsInMiOiJ5RXplVkhWODhSRzZKUDBuR2hmTFZnIn0.1bYVS7Hz2R4HT2O8xX4QcSyhqTMxGNZ9Jy1ZEfOM_eg,-77.122148,28080.0,0,https://www.adzuna.com/details/5795652714?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,38.817054,2026-07-10T09:40:04Z,"Description BENEFITS - Flexible Schedule - Paid Vacation - Health Insurance - Bonuses - Tips - Referral Program This Dunkin' Donuts restaurant is independently owned and operated under a franchise granted by DD Franchising LLC. You are applying for work with a franchisee of Dunkin' Donuts, not Dunkin' Brands, Inc., Dunkin' Donuts or any of their affiliates. Any information you submit will be provided solely to the franchisee. If hired, the franchisee will be your only employer. Franchisees are …",Adzuna::API::Response::Category,hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Company,Dunkin,Adzuna::API::Response::Location,"Cameron Station, Alexandria City","['US', 'Virginia', 'Alexandria City', 'Cameron Station']",,
6957.0,"Travel Nurse RN - Telemetry - $1,590 to $1,739 per week in Charlotte, NC",5795652716,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NTY1MjcxNiIsInMiOiJ5RXplVkhWODhSRzZKUDBuR2hmTFZnIn0.D-CmG_L9-PtEBk-BjKU9NHHVE8QZ0XZe7iY0J_zBJfE,-80.846082,6957.0,0,https://www.adzuna.com/details/5795652716?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,35.232678,2026-07-10T09:40:04Z,"Registered Nurse (RN) | Telemetry Location: Charlotte, NC Agency: Host Healthcare Pay: $1,590 to $1,739 per week Shift Information: Nights Contract Duration: 8 Weeks Start Date: 10/5/2026 About the Position TravelNurseSource is working with Host Healthcare to find a qualified Telemetry RN in Charlotte, North Carolina, 28207! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Telemetry in Charlotte, NC. If you are interested in thi…",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Location,"Charlotte, Mecklenburg County","['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']",full_time,contract
41615.21,Deli Production Team Member,5795652708,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NTY1MjcwOCIsInMiOiJ5RXplVkhWODhSRzZKUDBuR2hmTFZnIn0.qh8PktC6O3ybpzITLSDpH8x57ju4hzJAK1aRPzFv8sU,-111.811457,41615.21,1,https://www.adzuna.com/land/ad/5795652708?se=yEzeVHV88RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=EE675B9285F7B98E9E52F29FDAF85FE41808D37C,Adzuna::API::Response::Job,35.235268,2026-07-10T09:40:03Z,"Company Description Pay Rates Starting between: $15.15 - $20.53 / hour Are you passionate about team building, customer service, and meeting new people? Pilot Company offers a dynamic environment where no two days are the same. Team members have the opportunity to build an inclusive atmosphere with their co-workers and make a better day for every type of guest - whether it's the professional driver stopping for a clean shower, the commuter grabbing their morning coffee, or the vacationer needin…",Adzuna::API::Response::Category,hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Company,Pilot Flying J,Adzuna::API::Response::Location,"Bellemont, Coconino County","['US', 'Arizona', 'Coconino County', 'Bellemont']",full_time,
8748.0,"Travel Nurse RN - Medical-Surgical - $1,969 to $2,187 per week in Oklahoma City, OK",5795652709,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieUV6ZVZIVjg4Ukc2SlAwbkdoZkxWZyIsImkiOiI1Nzk1NjUyNzA5In0.Rn8eMxdAuNsDa6mw8KEvJprQMCkdzrAb2K8m3OfiRjc,-97.5164,8748.0,0,https://www.adzuna.com/details/5795652709?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,35.4678,2026-07-10T09:40:03Z,"Registered Nurse (RN) | Medical-Surgical Location: Oklahoma City, OK Agency: All Medical Personnel Pay: $1,969 to $2,187 per week Contract Duration: 12 Weeks Start Date: ASAP About the Position TravelNurseSource is working with All Medical Personnel to find a qualified Med/Surg RN in Oklahoma City, Oklahoma, 73101! Specialty: RN-Medical Surgical Travel Job Description: Registered nurses in this specialty practice primarily on hospital units and care for adult patients who are acutely ill with a…",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Location,"Oklahoma City, Oklahoma County","['US', 'Oklahoma', 'Oklahoma County', 'Oklahoma City']",full_time,contract
29085.47,Sales - Wireless Specialist - Gatesville TX,5795652704,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NTY1MjcwNCIsInMiOiJ5RXplVkhWODhSRzZKUDBuR2hmTFZnIn0.PZQF9oyG_75uwKLYDROZaWE6XGuYX3xViugGoh4tRRM,-97.743911,29085.47,1,https://www.adzuna.com/details/5795652704?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,31.435165,2026-07-10T09:40:03Z,"Why Russell Cellular? The pay for the position includes a base rate of $12 per hour plus uncapped commission potential. The average with commission is $17 per hour with the opportunity to make more. • Unlimited Commissions• Health, dental, vision, and life insurance• Paid sick days and company holidays• Employer matched 401K• Listed in Inc. 5000's Fastest Growing Private Companies in America for 9 consecutive years and inducted into the Inc. Hall of Fame in 2018• Employee Assistance Programs• 7…",Adzuna::API::Response::Category,sales-jobs,Sales Jobs,Adzuna::API::Response::Company,Russell Cellular,Adzuna::API::Response::Location,"Gatesville, Coryell County","['US', 'Texas', 'Coryell County', 'Gatesville']",,
48403.01,Clinical Nurse Coordinator RN Pre-Admit Testing,5795652710,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieUV6ZVZIVjg4Ukc2SlAwbkdoZkxWZyIsImkiOiI1Nzk1NjUyNzEwIn0.ifJyd36f_RXkKFWe7eSqGDMU5oM5qH6aKdU7u1p7VeA,-95.409253,48403.01,1,https://www.adzuna.com/land/ad/5795652710?se=yEzeVHV88RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=57A2A15D775955F69A6AAB9B45DD988847D018D9,Adzuna::API::Response::Job,29.704908,2026-07-10T09:40:03Z,"As the nation’s largest private employer of Registered Nurses, we’re honored by the trust of over 100,000 nurses and committed to supporting safe, high-quality care for which they can practice. That’s why more than 80% of our hospitals earn an A or B Leapfrog safety grade, rank in the top 5% nationally for patient outcomes through Health Grades , or are recognized as Magnet or Pathway to Excellence facilities. Join us! Job Summary and Qualifications We are seeking a Clinical Nurse Coordinator (…",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,HCA Healthcare,Adzuna::API::Response::Location,"Southgate, Houston","['US', 'Texas', 'Harris County', 'Houston', 'Southgate']",,
10576.0,"Travel Nurse RN - Cardiovascular Intensive Care Unit - $2,379 to $2,644 per week in Oklahoma City, OK",5795652711,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NTY1MjcxMSIsInMiOiJ5RXplVkhWODhSRzZKUDBuR2hmTFZnIn0.UaOa1KoKUM0TLVZqOw9pge0h3Lc4QTBuC4vyJjfjakg,-97.5164,10576.0,0,https://www.adzuna.com/details/5795652711?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,35.4678,2026-07-10T09:40:03Z,"Registered Nurse (RN) | Cardiovascular Intensive Care Unit Location: Oklahoma City, OK Agency: All Medical Personnel Pay: $2,379 to $2,644 per week Contract Duration: 12 Weeks Start Date: ASAP About the Position TravelNurseSource is working with All Medical Personnel to find a qualified CVICU RN in Oklahoma City, Oklahoma, 73101! Specialty: Travel RN - Cardiovascular Intensive Care Unit Job Description: Assist physicians with patient management. Assess, plan and evaluate patient care needs. Pro…",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Location,"Oklahoma City, Oklahoma County","['US', 'Oklahoma', 'Oklahoma County', 'Oklahoma City']",full_time,contract
62265.25,Registered Nurse Post-Surgical,5795652706,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NTY1MjcwNiIsInMiOiJ5RXplVkhWODhSRzZKUDBuR2hmTFZnIn0.aEiHDf8GnGKGPryiuRZg5GjlEK7SZhODUotlLsJeLqg,-95.40858,62265.25,1,https://www.adzuna.com/land/ad/5795652706?se=yEzeVHV88RG6JP0nGhfLVg&utm_medium=api&utm_source=abfa41a4&v=9942D3124C7756671C432593CF0CBABD5E6D5653,Adzuna::API::Response::Job,29.67972,2026-07-10T09:40:03Z,"As the nation’s largest private employer of Registered Nurses, we’re honored by the trust of over 100,000 nurses and committed to supporting safe, high-quality care for which they can practice. That’s why more than 80% of our hospitals earn an A or B Leapfrog safety grade, rank in the top 5% nationally for patient outcomes through Health Grades , or are recognized as Magnet or Pathway to Excellence facilities. Join us! Job Summary and Qualifications We are seeking a Registered Nurse Acute Inpat…",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,HCA Healthcare,Adzuna::API::Response::Location,"Gridiron, Harris County","['US', 'Texas', 'Harris County', 'Gridiron']",,
8748.0,"Travel Nurse RN - Medical-Surgical - $1,969 to $2,187 per week in Oklahoma City, OK",5795652705,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NTY1MjcwNSIsInMiOiJ5RXplVkhWODhSRzZKUDBuR2hmTFZnIn0._D_Ii2ZbWTV2q_KKIpn9IywFxTkG_c92AW62CYXQU2k,-97.5164,8748.0,0,https://www.adzuna.com/details/5795652705?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,35.4678,2026-07-10T09:40:03Z,"Registered Nurse (RN) | Medical-Surgical Location: Oklahoma City, OK Agency: All Medical Personnel Pay: $1,969 to $2,187 per week Contract Duration: 12 Weeks Start Date: ASAP About the Position Specialty: RN-Medical Surgical Travel Job Description: Registered nurses in this specialty practice primarily on hospital units and care for adult patients who are acutely ill with a wide variety of medical problems and diseases or are recovering from surgery. Assist physicians with patient management. P…",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,All Medical Personnel,Adzuna::API::Response::Location,"Oklahoma City, Oklahoma County","['US', 'Oklahoma', 'Oklahoma County', 'Oklahoma City']",full_time,contract
8860.0,"Travel Nurse RN - PCU / Stepdown - $1,994 to $2,215 per week in Utica, NY",5795652712,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NTY1MjcxMiIsInMiOiJ5RXplVkhWODhSRzZKUDBuR2hmTFZnIn0.CsHonp4IFGJbkjapr7tGt9jpI9pQLuD2yB8rwWNZqGs,-75.218735,8860.0,0,https://www.adzuna.com/details/5795652712?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,43.080883,2026-07-10T09:40:03Z,"Registered Nurse (RN) | PCU / Stepdown Location: Utica, NY Agency: All Medical Personnel Pay: $1,994 to $2,215 per week Contract Duration: 13 Weeks Start Date: ASAP About the Position Specialty: RN-PCU – Travel Job Description: Assist physicians with patient management. Identifies irregular telemetry readings and notify appropriate medical team members. Monitor and adjust specialized equipment used on patients and interpret and record electronic displays. Monitor electrocardiograms output. Init…",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,All Medical Personnel,Adzuna::API::Response::Location,"Utica, Oneida County","['US', 'New York', 'Oneida County', 'Utica']",full_time,contract
8860.0,"Travel Nurse RN - PCU / Stepdown - $1,994 to $2,215 per week in Utica, NY",5795652707,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieUV6ZVZIVjg4Ukc2SlAwbkdoZkxWZyIsImkiOiI1Nzk1NjUyNzA3In0._9MCyVyNT2JYj-mJExxY-vSpHmNbyhqbdzpWLKgFyS0,-75.218735,8860.0,0,https://www.adzuna.com/details/5795652707?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,43.080883,2026-07-10T09:40:03Z,"Registered Nurse (RN) | PCU / Stepdown Location: Utica, NY Agency: All Medical Personnel Pay: $1,994 to $2,215 per week Contract Duration: 13 Weeks Start Date: ASAP About the Position TravelNurseSource is working with All Medical Personnel to find a qualified PCU / Stepdown RN in Utica, New York, 13501! Specialty: RN-PCU – Travel Job Description: Assist physicians with patient management. Identifies irregular telemetry readings and notify appropriate medical team members. Monitor and adjust spe…",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Location,"Utica, Oneida County","['US', 'New York', 'Oneida County', 'Utica']",full_time,contract
6276.0,"Travel Nurse RN - Intensive Care Unit (ICU) / Critical Care - $1,412 to $1,569 per week in DFW Region, TX",5795652701,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NTY1MjcwMSIsInMiOiJ5RXplVkhWODhSRzZKUDBuR2hmTFZnIn0.RuiPzPrfFvIcve4vc54mXEpo8oAq9Ih0fxMFkq5VH3Q,,6276.0,0,https://www.adzuna.com/details/5795652701?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,,2026-07-10T09:40:02Z,"Registered Nurse (RN) | Intensive Care Unit (ICU) / Critical Care Location: DFW Region, TX Agency: All Medical Personnel Pay: $1,412 to $1,569 per week Contract Duration: 13 Weeks Start Date: ASAP About the Position TravelNurseSource is working with All Medical Personnel to find a qualified ICU/Critical Care RN in DFW Region, Texas, 75261! Specialty: RN-ICU-Travel Job Description: Assist physicians with patient management. Provide patient care to patients. Collaborate with other disciplines to …",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Location,US,['US'],full_time,contract
146160.25,Senior IT Administrator,5795652697,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NTY1MjY5NyIsInMiOiJ5RXplVkhWODhSRzZKUDBuR2hmTFZnIn0.dh6El6LifsLSZUhOpUsn1Mll0Nno2xvYh3b9UFz2M8E,-75.998569,146160.25,1,https://www.adzuna.com/details/5795652697?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,36.864357,2026-07-10T09:40:02Z,"The Ascendancy Group’s Mission To be the unequaled provider of special operations forces (SOF) and Intelligence Community focused technical, service, and training-based solutions. * This position is contingent upon contract award * Overview As a TAG Senior IT Administrator, you will lead the end-to-end technical strategy, security architecture, and operational oversight for Deployable Communications Kits (DCKs) used for secure, managed-attribution communications. In this role, you will own infr…",Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Company,Ascendancy Group,Adzuna::API::Response::Location,"Virginia Beach, Virginia Beach City","['US', 'Virginia', 'Virginia Beach City', 'Virginia Beach']",,
8915.0,"Travel Nurse RN - Ambulatory Surgery - $2,076 to $2,229 per week in Oklahoma City, OK",5795652695,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieUV6ZVZIVjg4Ukc2SlAwbkdoZkxWZyIsImkiOiI1Nzk1NjUyNjk1In0.F4cxR1RE_KUNaPKW1r9SqRKTBjceRShdBseYXXSyg3c,-97.5164,8915.0,0,https://www.adzuna.com/details/5795652695?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,35.4678,2026-07-10T09:40:01Z,"Registered Nurse (RN) | Ambulatory Surgery Location: Oklahoma City, OK Agency: Host Healthcare Pay: $2,076 to $2,229 per week Shift Information: Days Contract Duration: 13 Weeks Start Date: 7/20/2026 About the Position TravelNurseSource is working with Host Healthcare to find a qualified Ambulatory Surgery RN in Oklahoma City, Oklahoma, 73104! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Ambulatory Surgery in Oklahoma City, …",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Location,"Oklahoma City, Oklahoma County","['US', 'Oklahoma', 'Oklahoma County', 'Oklahoma City']",full_time,contract
8736.0,"Travel Nurse RN - Operating Room - $2,031 to $2,184 per week in Oklahoma City, OK",5795652691,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieUV6ZVZIVjg4Ukc2SlAwbkdoZkxWZyIsImkiOiI1Nzk1NjUyNjkxIn0.GM1BojrBREaXoFFZS97Ag9vkJdi-OBRpE2qP35tIvWw,-97.5164,8736.0,0,https://www.adzuna.com/details/5795652691?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,35.4678,2026-07-10T09:40:01Z,"Registered Nurse (RN) | Operating Room Location: Oklahoma City, OK Agency: Host Healthcare Pay: $2,031 to $2,184 per week Shift Information: Days Contract Duration: 13 Weeks Start Date: 7/13/2026 About the Position TravelNurseSource is working with Host Healthcare to find a qualified OR RN in Oklahoma City, Oklahoma, 73104! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Operating Room in Oklahoma City, OK. If you are intereste…",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Location,"Oklahoma City, Oklahoma County","['US', 'Oklahoma', 'Oklahoma County', 'Oklahoma City']",full_time,contract
11204.0,"Travel Nurse RN - Labor & Delivery - $2,706 to $2,801 per week in Oklahoma City, OK",5795652681,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NTY1MjY4MSIsInMiOiJ5RXplVkhWODhSRzZKUDBuR2hmTFZnIn0.xjbCEg9Vp49xMufkbhCm35CeJfZD5nxOmTtsKRGwnms,-97.5164,11204.0,0,https://www.adzuna.com/details/5795652681?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,35.4678,2026-07-10T09:40:00Z,"Registered Nurse (RN) | Labor & Delivery Location: Oklahoma City, OK Agency: GQR Healthcare Pay: $2,706 to $2,801 per week Shift Information: Nights Contract Duration: 13 Weeks Start Date: ASAP About the Position TravelNurseSource is working with GQR Healthcare to find a qualified Labor/Delivery RN in Oklahoma City, Oklahoma, 73104! Contract - W2 Labor and Delivery Registered Nurse (RN) Job Location: Oklahoma City, Oklahoma Start Date: July 20, 2026 Profession: Registered Nurse (RN) Facility: H…",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Location,"Oklahoma City, Oklahoma County","['US', 'Oklahoma', 'Oklahoma County', 'Oklahoma City']",full_time,contract
8401.0,"Travel Nurse RN - Cardiac Catheterization Lab - $1,947 to $2,100 per week in Wichita, KS",5795652686,eyJhbGciOiJIUzI1NiJ9.eyJzIjoieUV6ZVZIVjg4Ukc2SlAwbkdoZkxWZyIsImkiOiI1Nzk1NjUyNjg2In0.NJQw_1ztLM543O8u0hI933LG1_VYjYWGal3xt7f5pMs,-97.332753,8401.0,0,https://www.adzuna.com/details/5795652686?utm_medium=api&utm_source=abfa41a4,Adzuna::API::Response::Job,37.684363,2026-07-10T09:40:00Z,"Registered Nurse (RN) | Cardiac Catheterization Lab Location: Wichita, KS Agency: Host Healthcare Pay: $1,947 to $2,100 per week Shift Information: Nights Contract Duration: 13 Weeks Start Date: ASAP About the Position TravelNurseSource is working with Host Healthcare to find a qualified Cath Lab RN in Wichita, Kansas, 67214! Host Healthcare is an award-winning travel healthcare company with an immediate opening for this Registered Nurse - Cardiac Cath Lab in Wichita, KS. If you are interested …",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Company,TravelNurseSource,Adzuna::API::Response::Location,"Wichita, Sedgwick County","['US', 'Kansas', 'Sedgwick County', 'Wichita']",full_time,contract
