salary_max,id,latitude,adref,salary_min,longitude,description,title,__CLASS__,salary_is_predicted,redirect_url,created,category.tag,category.__CLASS__,category.label,company.display_name,company.__CLASS__,location.display_name,location.__CLASS__,location.area,contract_time,contract_type
51718.75,5733255717,38.596475,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV29PakZ0ZFM4Ukc4RHBnODBXMGE4ZyIsImkiOiI1NzMzMjU1NzE3In0.Wd27JAim5zQhhOWvKiD0nfnMDQYQyVeWINLPlSS5BXk,51718.75,-89.752933,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Driver gig - Earn on your schedule,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5733255717?se=WoOjFtdS8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=906FB4D02D028D10471C737A8D8C5A6891B366FC,2026-05-18T12:25:00Z,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Uber,Adzuna::API::Response::Company,"Lebanon, Saint Clair County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Saint Clair County', 'Lebanon']",part_time,
37001.16,5733255711,38.827549,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV29PakZ0ZFM4Ukc4RHBnODBXMGE4ZyIsImkiOiI1NzMzMjU1NzExIn0.twsTxjaLXN9CoZg1XttIFc_peIxltb24NzVAeHMsa6A,37001.16,-91.020142,"Earn at least $2170 driving with Uber when you complete your first 140 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 140 trips with Ub…","Flexible $: Earn At Least $2170 For Your First 140 Trips, Guaranteed.",Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5733255711?se=WoOjFtdS8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=9551D83F582B23F6BC27033FA8B7DDA768FDDCDC,2026-05-18T12:24:59Z,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Uber,Adzuna::API::Response::Company,"Wright City, Warren County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Warren County', 'Wright City']",part_time,
36503.91,5733255714,38.52443,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV29PakZ0ZFM4Ukc4RHBnODBXMGE4ZyIsImkiOiI1NzMzMjU1NzE0In0.5NZFMVKfjzfehLmaVd6WTviNvdNfhDuv_lGUR4PLPMc,36503.91,-90.199715,"Earn at least $2170 driving with Uber when you complete your first 140 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 140 trips with Ub…","Choose your schedule - Earn At Least $2170 For Your First 140 Trips, Guaranteed.",Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5733255714?se=WoOjFtdS8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=7F89AED1B3B81DDCC585E1171BEAE127C8135149,2026-05-18T12:24:59Z,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Uber,Adzuna::API::Response::Company,"Dupo, Saint Clair County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Saint Clair County', 'Dupo']",part_time,
61068.0,5733255712,38.675814,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzI1NTcxMiIsInMiOiJXb09qRnRkUzhSRzhEcGc4MFcwYThnIn0.I-qU7cjskWo0bxdwHGr1dWKvaAuSXIRSFy2esrx99fw,61068.0,-90.240685,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",You Could Earn $29.36 Per Hour | Set Your Own Schedule With Uber,Adzuna::API::Response::Job,0,https://www.adzuna.com/land/ad/5733255712?se=WoOjFtdS8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=72144BF9C1722EC9B33DB6E39ADE15988C3CDE53,2026-05-18T12:24:59Z,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Uber,Adzuna::API::Response::Company,"Goodfellow Terrace, Saint Louis",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Saint Louis', 'Goodfellow Terrace']",part_time,
34850.68,5733255710,38.615485,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzI1NTcxMCIsInMiOiJXb09qRnRkUzhSRzhEcGc4MFcwYThnIn0.sINoCg_aGRuBgY49xHaBo9oZyc9fAd8h0JD3VqfqsHU,34850.68,-90.128387,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Earn extra cash - Sign up and drive with Uber,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5733255710?se=WoOjFtdS8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=F102E244D83F64EB9D51613EE3F1F9AB03BBB9E6,2026-05-18T12:24:58Z,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Uber,Adzuna::API::Response::Company,"East Saint Louis, Saint Clair County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Saint Clair County', 'East Saint Louis']",part_time,
32432.65,5733255709,38.675814,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzI1NTcwOSIsInMiOiJXb09qRnRkUzhSRzhEcGc4MFcwYThnIn0.pEtLXMQ616-sIB3INdLc5YYZEF9iLYwHzI5IJT1UcWw,32432.65,-90.240685,"Earn at least $2170 driving with Uber when you complete your first 140 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 140 trips with Ub…",Flexible schedule - Earn at least $2170 by driving 140 trips with Uber,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5733255709?se=WoOjFtdS8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=29C2F84062C1E00AA359AFA947AC53758174E3FF,2026-05-18T12:24:57Z,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Uber,Adzuna::API::Response::Company,"Goodfellow Terrace, Saint Louis",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Saint Louis', 'Goodfellow Terrace']",part_time,
44738.15,5733255707,38.612081,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzI1NTcwNyIsInMiOiJXb09qRnRkUzhSRzhEcGc4MFcwYThnIn0.kRGI2XQWFwhLRvo6i_svUBBdIhsPQE-evAC4MVfUIzA,44738.15,-90.291378,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Driver - Cash out with Instant Pay,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5733255707?se=WoOjFtdS8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=EAA85A5FF3311402165063B081DAF878DF3104C5,2026-05-18T12:24:57Z,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Uber,Adzuna::API::Response::Company,"Manchester, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Manchester']",part_time,
38771.66,5733255708,38.656969,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV29PakZ0ZFM4Ukc4RHBnODBXMGE4ZyIsImkiOiI1NzMzMjU1NzA4In0.yrwDRqP1G5A7N9LWjLCEKl6-wCVhOBBFwXb_Y9_qiEU,38771.66,-90.246377,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Flexible Gig - Drive with Uber,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5733255708?se=WoOjFtdS8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=D9D92AC345AADB9BCABA731BD544F466B667E2AE,2026-05-18T12:24:57Z,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Uber,Adzuna::API::Response::Company,"Goodfellow Terrace, Saint Louis",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Saint Louis', 'Goodfellow Terrace']",part_time,
36979.39,5733255706,38.663066,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzI1NTcwNiIsInMiOiJXb09qRnRkUzhSRzhEcGc4MFcwYThnIn0.whiyw9GMYUGbMs5zvBt1LRM5CoLQLSmIh57a3fwZfM0,36979.39,-90.210739,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…","Drive with Uber - Drive anytime, get Instant Pay",Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5733255706?se=WoOjFtdS8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=2DF83ECEC2F193244563C8607A95E620F77672D7,2026-05-18T12:24:56Z,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Uber,Adzuna::API::Response::Company,"Saint Louis, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Saint Louis']",part_time,
52410.85,5733255705,38.612997,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV29PakZ0ZFM4Ukc4RHBnODBXMGE4ZyIsImkiOiI1NzMzMjU1NzA1In0.XKD85e-r4XWS_O2LfZbBVqODqMO9cTFYZWH4sORo_a8,52410.85,-90.216174,"Earn at least $2170 driving with Uber when you complete your first 140 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 140 trips with Ub…",Part-time gig: Earn at least $2170 in your first 140 trips.,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5733255705?se=WoOjFtdS8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=B1C5FDEE26894CF626673B1FE6600862FE0B3377,2026-05-18T12:24:55Z,part-time-jobs,Adzuna::API::Response::Category,Part time Jobs,Uber,Adzuna::API::Response::Company,"Saint Louis, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Saint Louis']",part_time,
36339.09,5733255699,38.66249,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV29PakZ0ZFM4Ukc4RHBnODBXMGE4ZyIsImkiOiI1NzMzMjU1Njk5In0.aRT1gA2OoT1K3zHkqnM5UbvQNj22A4B12UMMJJgl2Do,36339.09,-90.32379,"Earn at least $2170 driving with Uber when you complete your first 140 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 140 trips with Ub…",Drive with Uber: Earn at least $2170 when you complete 140 trips.,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5733255699?se=WoOjFtdS8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=1AD62D40EB8A816597698BFAAF13C757E990FBBA,2026-05-18T12:24:54Z,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Uber,Adzuna::API::Response::Company,"Clayton, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Clayton']",part_time,
41456.36,5733255703,38.741013,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV29PakZ0ZFM4Ukc4RHBnODBXMGE4ZyIsImkiOiI1NzMzMjU1NzAzIn0.3KlWk0JAcxXTKE3jN0N9pa1cSSAqtjdN3Bx_rjatWEI,41456.36,-90.341406,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Earn Cash - Drive with Uber,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5733255703?se=WoOjFtdS8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=907128995817992D7101578156A17188CE25F579,2026-05-18T12:24:54Z,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Uber,Adzuna::API::Response::Company,"Kinloch, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Kinloch']",part_time,
39849.57,5733255702,38.591791,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV29PakZ0ZFM4Ukc4RHBnODBXMGE4ZyIsImkiOiI1NzMzMjU1NzAyIn0.cL8GT6v-JHZWGAxUkrFYxkBArDoSSnGBDZMb4vzWjeg,39849.57,-89.995638,"Earn at least $2170 driving with Uber when you complete your first 140 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 140 trips with Ub…",Drive with Uber - Earn at least $2170 in your first 140 trips with Uber.,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5733255702?se=WoOjFtdS8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=B1546E97C490C063C09A1BAA6D6266C9D04C220A,2026-05-18T12:24:54Z,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Uber,Adzuna::API::Response::Company,"Fairview Heights, Saint Clair County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Saint Clair County', 'Fairview Heights']",part_time,
31805.01,5733255698,38.597129,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV29PakZ0ZFM4Ukc4RHBnODBXMGE4ZyIsImkiOiI1NzMzMjU1Njk4In0.WTRUo3FQtAuaZEIHIy94ZsJPndY4-hqdl-gYtPHBqQg,31805.01,-90.881976,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Drive with Uber,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5733255698?se=WoOjFtdS8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=7AE5BCE514CE993756EE706F389F28552B2374AD,2026-05-18T12:24:53Z,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Uber,Adzuna::API::Response::Company,"Augusta, Saint Charles County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Charles County', 'Augusta']",part_time,
33411.92,5733255691,38.47422,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV29PakZ0ZFM4Ukc4RHBnODBXMGE4ZyIsImkiOiI1NzMzMjU1NjkxIn0.H_Lg9uCRYRm4ynRf_w0CwOJZYusOcnD9QYr6EGYpj6w,33411.92,-90.53208,"Earn at least $2170 driving with Uber when you complete your first 140 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 140 trips with Ub…",Flexible schedule - Earn at least $2170 by driving 140 trips with Uber,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5733255691?se=WoOjFtdS8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=CEC6C92D6101203D38BBD4E114184B26D58B8C1C,2026-05-18T12:24:52Z,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Uber,Adzuna::API::Response::Company,"Byrnes Mill, Jefferson County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Jefferson County', 'Byrnes Mill']",part_time,
30133.09,5733255693,38.527557,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV29PakZ0ZFM4Ukc4RHBnODBXMGE4ZyIsImkiOiI1NzMzMjU1NjkzIn0.X53IvOUW3BwpbyEBe4A3BXZBsGYkivh7Rpjqev8tMWs,30133.09,-90.206331,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…","Drive with Uber - Drive anytime, get Instant Pay",Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5733255693?se=WoOjFtdS8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=B87765690DDB5B2C23FCF7FC7216BDF514829266,2026-05-18T12:24:52Z,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Uber,Adzuna::API::Response::Company,"Dupo, Saint Clair County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Saint Clair County', 'Dupo']",part_time,
36535.32,5733255690,38.714462,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzI1NTY5MCIsInMiOiJXb09qRnRkUzhSRzhEcGc4MFcwYThnIn0.lltyCdTW4NTXMH61zXgzWrdX-38eo989OFBKsT4qg48,36535.32,-89.788335,"Earn at least $2170 driving with Uber when you complete your first 140 trips in 30 days. Why Uber? Driving is an easy way to boost your income while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). What you need to know: Signup in seconds: Get started today and we’ll provide support along the way. Get paid fast: Cash out up to 5X a day with Uber’s Instant Pay. Guaranteed earnings: Earnings guaranteed for your first 140 trips with Ub…","Fast Pay - Earn at least $2170 in your first 140 trips, guaranteed.",Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5733255690?se=WoOjFtdS8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=773F6E65578A71ECB81396A0F54EE2C54502291A,2026-05-18T12:24:52Z,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Uber,Adzuna::API::Response::Company,"Marine, Madison County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Madison County', 'Marine']",part_time,
39884.66,5733255688,38.59098,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzI1NTY4OCIsInMiOiJXb09qRnRkUzhSRzhEcGc4MFcwYThnIn0.wQ_vSEWjXSUy_7kl-9KQ8nOjfpjTLkElLBau0Q1HOOg,39884.66,-90.36504,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Drive on Your Schedule,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5733255688?se=WoOjFtdS8RG8Dpg80W0a8g&utm_medium=api&utm_source=abfa41a4&v=D1F55BCB322171A050588CEF17AE71CE6B644CE7,2026-05-18T12:24:51Z,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Uber,Adzuna::API::Response::Company,"Webster Groves, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Webster Groves']",part_time,
61068.0,5733255687,38.609355,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0lDQUY5ZFM4UkdwWjl4cC1XTkhxdyIsImkiOiI1NzMzMjU1Njg3In0.GDZR8VE22qg7Y__r-QSiHgVeqVaaFAUXXgOBpPMyrF0,61068.0,-90.154678,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",You Could Earn $29.36 Per Hour On Your Own Time With Uber,Adzuna::API::Response::Job,0,https://www.adzuna.com/land/ad/5733255687?se=SICAF9dS8RGpZ9xp-WNHqw&utm_medium=api&utm_source=abfa41a4&v=31AD5F508B180404B64FCF875F0911CEF0B7CBFF,2026-05-18T12:24:51Z,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Uber,Adzuna::API::Response::Company,"East Saint Louis, Saint Clair County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Saint Clair County', 'East Saint Louis']",part_time,
36000.06,5733255682,38.6343,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzI1NTY4MiIsInMiOiJTSUNBRjlkUzhSR3BaOXhwLVdOSHF3In0.eiEaa1ITD4GTr_ued3o79YStGbB-LtwvZ7COTXCcvu0,36000.06,-90.1838,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Drive on Your Schedule,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5733255682?se=SICAF9dS8RGpZ9xp-WNHqw&utm_medium=api&utm_source=abfa41a4&v=E14FFCEB7BED0EFC376E408191078BA020DCB449,2026-05-18T12:24:49Z,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Uber,Adzuna::API::Response::Company,"Saint Louis, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Saint Louis']",part_time,
43319.71,5733255681,38.59098,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzI1NTY4MSIsInMiOiJTSUNBRjlkUzhSR3BaOXhwLVdOSHF3In0.PXc7lSwvHDiUZiQGYZVQRp4luHH1H-MzquuGYvrXHcw,43319.71,-90.36504,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Driver - Cash out with Instant Pay,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5733255681?se=SICAF9dS8RGpZ9xp-WNHqw&utm_medium=api&utm_source=abfa41a4&v=9DB69996191A96BD36BA5988CB1CB4457F66571B,2026-05-18T12:24:49Z,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Uber,Adzuna::API::Response::Company,"Webster Groves, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Webster Groves']",part_time,
39556.02,5733255678,38.609355,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMzI1NTY3OCIsInMiOiJTSUNBRjlkUzhSR3BaOXhwLVdOSHF3In0.7x67BKAXDULHD36ad1CiFJdxl63csin3WJ3khwiFUFw,39556.02,-90.154678,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",Earn Extra Income Driving,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5733255678?se=SICAF9dS8RGpZ9xp-WNHqw&utm_medium=api&utm_source=abfa41a4&v=12C294D59EF91FE17D911EC4193E29432D986D91,2026-05-18T12:24:47Z,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Uber,Adzuna::API::Response::Company,"East Saint Louis, Saint Clair County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Saint Clair County', 'East Saint Louis']",part_time,
61068.0,5733255675,38.663066,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU0lDQUY5ZFM4UkdwWjl4cC1XTkhxdyIsImkiOiI1NzMzMjU1Njc1In0.WYVM6Hx_W1-brVMZ_BeawU2wrxJFIj4xnhKBnJYRSiM,61068.0,-90.210739,"What is Uber? Driving with Uber is an alternative to a part-time or full-time job and can get you earning cash on the road quickly. Driving with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary) Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss: You decide how much or little you want to drive a…",$29.36 Per Hour Could Be Yours | Drive With Uber,Adzuna::API::Response::Job,0,https://www.adzuna.com/land/ad/5733255675?se=SICAF9dS8RGpZ9xp-WNHqw&utm_medium=api&utm_source=abfa41a4&v=6EDA1F4CBCAAC4B5B2DA2B51305EE18D2BB5C4CD,2026-05-18T12:24:46Z,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Uber,Adzuna::API::Response::Company,"Saint Louis, Saint Louis County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Saint Louis']",part_time,
