salary_is_predicted,redirect_url,id,salary_min,adref,longitude,description,__CLASS__,title,created,salary_max,latitude,contract_time,category.label,category.__CLASS__,category.tag,location.__CLASS__,location.display_name,location.area,company.__CLASS__,company.display_name,contract_type
0,https://www.adzuna.com/details/5695696603?utm_medium=api&utm_source=abfa41a4,5695696603,0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicnVzdmR1ZzA4UkdxanFiWEJlTUVQZyIsImkiOiI1Njk1Njk2NjAzIn0.bNhsUbVma4jnEQvrn3eYObBayKmFvs8icYArmZqZIlY,-81.552062,"Hiring Regional Reefer Drivers, Prioritize Productivity, Not Seniority. Now Hiring Regional Reefer Drivers – Prioritize Productivity, Not Seniority! Looking for a career where your hard work and availability—not tenure—determine your success? Decker Truck Line is hiring Regional Reefer drivers and giving motivated drivers the opportunity to maximize miles and earnings. If you’re ready to be productive, we’ll keep you moving and help you hit your goals. $5,000 Sign-On Bonus Experienced Drivers D…",Adzuna::API::Response::Job,Class A CDL Company Driver - 6mo EXP Required - Regional - Reefer - $112k per year - Decker,2026-04-10T09:49:32Z,112000.0,39.254219,full_time,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Location,"Fort Neal, Wood County","['US', 'West Virginia', 'Wood County', 'Fort Neal']",Adzuna::API::Response::Company,Decker,
0,https://www.adzuna.com/details/5695696559?utm_medium=api&utm_source=abfa41a4,5695696559,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTY5NjU1OSIsInMiOiJydXN2ZHVnMDhSR3FqcWJYQmVNRVBnIn0.5STk_fd1cei9T-c6XNR_mRkufrvIMY34xSP-SI84cBs,-81.445052,"Hiring Regional Reefer Drivers, Prioritize Productivity, Not Seniority. Now Hiring Regional Reefer Drivers – Prioritize Productivity, Not Seniority! Looking for a career where your hard work and availability—not tenure—determine your success? Decker Truck Line is hiring Regional Reefer drivers and giving motivated drivers the opportunity to maximize miles and earnings. If you’re ready to be productive, we’ll keep you moving and help you hit your goals. $5,000 Sign-On Bonus Experienced Drivers D…",Adzuna::API::Response::Job,Regional Truck Driver Company - 6mo EXP Required - Reefer - $112k per year - Decker,2026-04-10T09:49:32Z,112000.0,40.48869,full_time,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Location,"New Philadelphia, Tuscarawas County","['US', 'Ohio', 'Tuscarawas County', 'New Philadelphia']",Adzuna::API::Response::Company,Decker,
0,https://www.adzuna.com/details/5695696516?utm_medium=api&utm_source=abfa41a4,5695696516,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTY5NjUxNiIsInMiOiJydXN2ZHVnMDhSR3FqcWJYQmVNRVBnIn0.USKnry1whUk_JAwzf8G_4ukW0UHmuCxzljEW-B_t8cA,-87.39707,"Hiring Regional Reefer Drivers, Prioritize Productivity, Not Seniority. Now Hiring Regional Reefer Drivers – Prioritize Productivity, Not Seniority! Looking for a career where your hard work and availability—not tenure—determine your success? Decker Truck Line is hiring Regional Reefer drivers and giving motivated drivers the opportunity to maximize miles and earnings. If you’re ready to be productive, we’ll keep you moving and help you hit your goals. $5,000 Sign-On Bonus Experienced Drivers D…",Adzuna::API::Response::Job,CDL-A Company Driver - 6mo EXP Required - Regional - Reefer - $112k per year - Decker,2026-04-10T09:49:32Z,112000.0,39.471874,full_time,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Location,"Terre Haute, Vigo County","['US', 'Indiana', 'Vigo County', 'Terre Haute']",Adzuna::API::Response::Company,Decker,
0,https://www.adzuna.com/details/5695696532?utm_medium=api&utm_source=abfa41a4,5695696532,0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicnVzdmR1ZzA4UkdxanFiWEJlTUVQZyIsImkiOiI1Njk1Njk2NTMyIn0.soTAFJam8KyLlv0zJkM7tO40ewRZOE5zS6J8VRTcMZg,-82.99249,"Hiring Regional Reefer Drivers, Prioritize Productivity, Not Seniority. Now Hiring Regional Reefer Drivers – Prioritize Productivity, Not Seniority! Looking for a career where your hard work and availability—not tenure—determine your success? Decker Truck Line is hiring Regional Reefer drivers and giving motivated drivers the opportunity to maximize miles and earnings. If you’re ready to be productive, we’ll keep you moving and help you hit your goals. $5,000 Sign-On Bonus Experienced Drivers D…",Adzuna::API::Response::Job,CDL-A Company Driver - 6mo EXP Required - Regional - Reefer - $112k per year - Decker,2026-04-10T09:49:32Z,112000.0,39.337182,full_time,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Location,"Chillicothe, Ross County","['US', 'Ohio', 'Ross County', 'Chillicothe']",Adzuna::API::Response::Company,Decker,
0,https://www.adzuna.com/details/5695696589?utm_medium=api&utm_source=abfa41a4,5695696589,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTY5NjU4OSIsInMiOiJydXN2ZHVnMDhSR3FqcWJYQmVNRVBnIn0.5cr0tXoEbSPALupFEdKzMkYXXHhnMDGt0UMvSpArxsE,-77.992724,"Hiring Regional Reefer Drivers, Prioritize Productivity, Not Seniority. Now Hiring Regional Reefer Drivers – Prioritize Productivity, Not Seniority! Looking for a career where your hard work and availability—not tenure—determine your success? Decker Truck Line is hiring Regional Reefer drivers and giving motivated drivers the opportunity to maximize miles and earnings. If you’re ready to be productive, we’ll keep you moving and help you hit your goals. $5,000 Sign-On Bonus Experienced Drivers D…",Adzuna::API::Response::Job,Regional Truck Driver Company - 6mo EXP Required - Reefer - $112k per year - Decker,2026-04-10T09:49:32Z,112000.0,39.491129,full_time,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Location,"Martinsburg, Berkeley County","['US', 'West Virginia', 'Berkeley County', 'Martinsburg']",Adzuna::API::Response::Company,Decker,
0,https://www.adzuna.com/details/5695696545?utm_medium=api&utm_source=abfa41a4,5695696545,0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicnVzdmR1ZzA4UkdxanFiWEJlTUVQZyIsImkiOiI1Njk1Njk2NTQ1In0.hWXjiqu4Yy0akQyFaqlxUAWY8Rde2ZiNOf_X3MAvcgM,-98.36506,"Hiring Regional Reefer Drivers, Prioritize Productivity, Not Seniority. Now Hiring Regional Reefer Drivers – Prioritize Productivity, Not Seniority! Looking for a career where your hard work and availability—not tenure—determine your success? Decker Truck Line is hiring Regional Reefer drivers and giving motivated drivers the opportunity to maximize miles and earnings. If you’re ready to be productive, we’ll keep you moving and help you hit your goals. $5,000 Sign-On Bonus Experienced Drivers D…",Adzuna::API::Response::Job,CDL-A Company Driver - 6mo EXP Required - Regional - Reefer - $112k per year - Decker,2026-04-10T09:49:32Z,112000.0,34.584678,full_time,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Location,"Meers, Comanche County","['US', 'Oklahoma', 'Comanche County', 'Meers']",Adzuna::API::Response::Company,Decker,
0,https://www.adzuna.com/details/5695696481?utm_medium=api&utm_source=abfa41a4,5695696481,0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicnVzdmR1ZzA4UkdxanFiWEJlTUVQZyIsImkiOiI1Njk1Njk2NDgxIn0.gOnKL7nhh_wZdVQsGHSOuoYGhjFf1K9xuBGgdRaPsXg,-87.073582,"Hiring Regional Reefer Drivers, Prioritize Productivity, Not Seniority. Now Hiring Regional Reefer Drivers – Prioritize Productivity, Not Seniority! Looking for a career where your hard work and availability—not tenure—determine your success? Decker Truck Line is hiring Regional Reefer drivers and giving motivated drivers the opportunity to maximize miles and earnings. If you’re ready to be productive, we’ll keep you moving and help you hit your goals. $5,000 Sign-On Bonus Experienced Drivers D…",Adzuna::API::Response::Job,CDL-A Company Driver - 6mo EXP Required - Regional - Reefer - $112k per year - Decker,2026-04-10T09:49:31Z,112000.0,37.756686,full_time,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Location,"Philpot, Daviess County","['US', 'Kentucky', 'Daviess County', 'Philpot']",Adzuna::API::Response::Company,Decker,
0,https://www.adzuna.com/details/5695696506?utm_medium=api&utm_source=abfa41a4,5695696506,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTY5NjUwNiIsInMiOiJydXN2ZHVnMDhSR3FqcWJYQmVNRVBnIn0.o-RXUc1-34zJqSOw7gBcKA6-RCie9NuLnVt7K-Qfdt8,-92.107396,"Hiring Regional Reefer Drivers, Prioritize Productivity, Not Seniority. Now Hiring Regional Reefer Drivers – Prioritize Productivity, Not Seniority! Looking for a career where your hard work and availability—not tenure—determine your success? Decker Truck Line is hiring Regional Reefer drivers and giving motivated drivers the opportunity to maximize miles and earnings. If you’re ready to be productive, we’ll keep you moving and help you hit your goals. $5,000 Sign-On Bonus Experienced Drivers D…",Adzuna::API::Response::Job,Regional Truck Driver Company - 6mo EXP Required - Reefer - $112k per year - Decker,2026-04-10T09:49:31Z,112000.0,32.530571,full_time,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Location,"Monroe, Ouachita Parish","['US', 'Louisiana', 'Ouachita Parish', 'Monroe']",Adzuna::API::Response::Company,Decker,
0,https://www.adzuna.com/details/5695696398?utm_medium=api&utm_source=abfa41a4,5695696398,0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicnVzdmR1ZzA4UkdxanFiWEJlTUVQZyIsImkiOiI1Njk1Njk2Mzk4In0.apf5I7QQNv5lJMykq1WYqhxIW1Pib8WjN403W3rQ_fo,-87.622223,"Hiring Regional Reefer Drivers, Prioritize Productivity, Not Seniority. Now Hiring Regional Reefer Drivers – Prioritize Productivity, Not Seniority! Looking for a career where your hard work and availability—not tenure—determine your success? Decker Truck Line is hiring Regional Reefer drivers and giving motivated drivers the opportunity to maximize miles and earnings. If you’re ready to be productive, we’ll keep you moving and help you hit your goals. $5,000 Sign-On Bonus Experienced Drivers D…",Adzuna::API::Response::Job,Class A CDL Company Driver - 6mo EXP Required - Regional - Reefer - $112k per year - Decker,2026-04-10T09:49:31Z,112000.0,34.7538,full_time,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Location,"Muscle Shoals, Colbert County","['US', 'Alabama', 'Colbert County', 'Muscle Shoals']",Adzuna::API::Response::Company,Decker,
0,https://www.adzuna.com/details/5695696434?utm_medium=api&utm_source=abfa41a4,5695696434,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTY5NjQzNCIsInMiOiJydXN2ZHVnMDhSR3FqcWJYQmVNRVBnIn0.x1KIKR-j354eXQZAmZqDe59_VWTb6Dw2qzlPme-q9hU,-91.047058,"Hiring Regional Reefer Drivers, Prioritize Productivity, Not Seniority. Now Hiring Regional Reefer Drivers – Prioritize Productivity, Not Seniority! Looking for a career where your hard work and availability—not tenure—determine your success? Decker Truck Line is hiring Regional Reefer drivers and giving motivated drivers the opportunity to maximize miles and earnings. If you’re ready to be productive, we’ll keep you moving and help you hit your goals. $5,000 Sign-On Bonus Experienced Drivers D…",Adzuna::API::Response::Job,Regional Truck Driver Company - 6mo EXP Required - Reefer - $112k per year - Decker,2026-04-10T09:49:31Z,112000.0,30.543031,full_time,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Location,"Central, East Baton Rouge Parish","['US', 'Louisiana', 'East Baton Rouge Parish', 'Central']",Adzuna::API::Response::Company,Decker,
1,https://www.adzuna.com/land/ad/5695696469?se=rusvdug08RGqjqbXBeMEPg&utm_medium=api&utm_source=abfa41a4&v=AFE9C226BEB098CCE0FF668AC0F2E9C367448CF2,5695696469,79449.05,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTY5NjQ2OSIsInMiOiJydXN2ZHVnMDhSR3FqcWJYQmVNRVBnIn0.k4BQVLCyz3pGWytZiYuKZoRf3FVrWs1RXdbuVe5Fflw,-90.192897,"Job Description Job Description Bachelor's or Master's degree in Special Education, active Special Education Teacher license and minimum 1 years Special Education Teacher experience required. Applicants who do not meet these qualifications will not be considered. A long-term substitute opportunity is available for a Special Education Teacher supporting elementary students in a public charter school setting. This role is ideal for a licensed PreK–8 Special Education professional with experience …",Adzuna::API::Response::Job,"3rd Grade Special Ed Teacher | Cambridge, Massachusetts",2026-04-10T09:49:31Z,79449.05,41.303647,,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs,Adzuna::API::Response::Location,"Cambridge, Henry County","['US', 'Illinois', 'Henry County', 'Cambridge']",Adzuna::API::Response::Company,Bilingual Therapies,
0,https://www.adzuna.com/details/5695696414?utm_medium=api&utm_source=abfa41a4,5695696414,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTY5NjQxNCIsInMiOiJydXN2ZHVnMDhSR3FqcWJYQmVNRVBnIn0.kUmqV9WTY3Lgulih5iZmdgSjxSOrabTgw3Y0P2EhpAg,-83.72212,"Hiring Regional Reefer Drivers, Prioritize Productivity, Not Seniority. Now Hiring Regional Reefer Drivers – Prioritize Productivity, Not Seniority! Looking for a career where your hard work and availability—not tenure—determine your success? Decker Truck Line is hiring Regional Reefer drivers and giving motivated drivers the opportunity to maximize miles and earnings. If you’re ready to be productive, we’ll keep you moving and help you hit your goals. $5,000 Sign-On Bonus Experienced Drivers D…",Adzuna::API::Response::Job,Class A CDL Company Driver - 6mo EXP Required - Regional - Reefer - $112k per year - Decker,2026-04-10T09:49:31Z,112000.0,32.893753,full_time,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Location,"Payne, Bibb County","['US', 'Georgia', 'Bibb County', 'Payne']",Adzuna::API::Response::Company,Decker,
0,https://www.adzuna.com/details/5695696482?utm_medium=api&utm_source=abfa41a4,5695696482,0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicnVzdmR1ZzA4UkdxanFiWEJlTUVQZyIsImkiOiI1Njk1Njk2NDgyIn0.y54FxuNSJt-LPsF1xtGpTjN1QHKot7_fGcGEizWCNF8,-98.541645,"Hiring Regional Reefer Drivers, Prioritize Productivity, Not Seniority. Now Hiring Regional Reefer Drivers – Prioritize Productivity, Not Seniority! Looking for a career where your hard work and availability—not tenure—determine your success? Decker Truck Line is hiring Regional Reefer drivers and giving motivated drivers the opportunity to maximize miles and earnings. If you’re ready to be productive, we’ll keep you moving and help you hit your goals. $5,000 Sign-On Bonus Experienced Drivers D…",Adzuna::API::Response::Job,Regional Truck Driver Company - 6mo EXP Required - Reefer - $112k per year - Decker,2026-04-10T09:49:31Z,112000.0,39.070407,full_time,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Location,"Lucas, Russell County","['US', 'Kansas', 'Russell County', 'Lucas']",Adzuna::API::Response::Company,Decker,
0,https://www.adzuna.com/details/5695696454?utm_medium=api&utm_source=abfa41a4,5695696454,0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicnVzdmR1ZzA4UkdxanFiWEJlTUVQZyIsImkiOiI1Njk1Njk2NDU0In0.O10Wbe6sgd4csJh33BCzuFegRRZZn51yy1JRzAg_5bs,-90.7824,"Hiring Regional Reefer Drivers, Prioritize Productivity, Not Seniority. Now Hiring Regional Reefer Drivers – Prioritize Productivity, Not Seniority! Looking for a career where your hard work and availability—not tenure—determine your success? Decker Truck Line is hiring Regional Reefer drivers and giving motivated drivers the opportunity to maximize miles and earnings. If you’re ready to be productive, we’ll keep you moving and help you hit your goals. $5,000 Sign-On Bonus Experienced Drivers D…",Adzuna::API::Response::Job,Class A CDL Company Driver - 6mo EXP Required - Regional - Reefer - $112k per year - Decker,2026-04-10T09:49:31Z,112000.0,29.60736,full_time,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Location,"Bayou Blue, Terrebonne Parish","['US', 'Louisiana', 'Terrebonne Parish', 'Bayou Blue']",Adzuna::API::Response::Company,Decker,
0,https://www.adzuna.com/details/5695696424?utm_medium=api&utm_source=abfa41a4,5695696424,0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicnVzdmR1ZzA4UkdxanFiWEJlTUVQZyIsImkiOiI1Njk1Njk2NDI0In0._QX-Q1yArLkjtW9S_X4tObENF_YyB4GQwMCmjuyTkUg,-84.164133,"Hiring Regional Reefer Drivers, Prioritize Productivity, Not Seniority. Now Hiring Regional Reefer Drivers – Prioritize Productivity, Not Seniority! Looking for a career where your hard work and availability—not tenure—determine your success? Decker Truck Line is hiring Regional Reefer drivers and giving motivated drivers the opportunity to maximize miles and earnings. If you’re ready to be productive, we’ll keep you moving and help you hit your goals. $5,000 Sign-On Bonus Experienced Drivers D…",Adzuna::API::Response::Job,CDL-A Company Driver - 6mo EXP Required - Regional - Reefer - $112k per year - Decker,2026-04-10T09:49:31Z,112000.0,31.57381,full_time,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Location,"Albany, Dougherty County","['US', 'Georgia', 'Dougherty County', 'Albany']",Adzuna::API::Response::Company,Decker,
1,https://www.adzuna.com/land/ad/5695696476?se=rusvdug08RGqjqbXBeMEPg&utm_medium=api&utm_source=abfa41a4&v=568F542358458481E8018FC3BA830173C15B3632,5695696476,77070.71,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTY5NjQ3NiIsInMiOiJydXN2ZHVnMDhSR3FqcWJYQmVNRVBnIn0.B3WJsUG77NvoodVm8xLGGVaiYpfePc-yR7aWL5NMSY8,-93.114341,"Job Description Job Description Bachelor's or Master's degree in Special Education, active Special Education Teacher license and minimum 1 years Special Education Teacher experience required. Applicants who do not meet these qualifications will not be considered. A special education teaching opportunity is available in Dover, NH, covering a maternity leave from the end of March through June. This contract position offers flexibility, with options for full-time or part-time schedules, including …",Adzuna::API::Response::Job,"Special Education Teacher in Dover, NH",2026-04-10T09:49:31Z,77070.71,35.401471,,Teaching Jobs,Adzuna::API::Response::Category,teaching-jobs,Adzuna::API::Response::Location,"Dover, Pope County","['US', 'Arkansas', 'Pope County', 'Dover']",Adzuna::API::Response::Company,Bilingual Therapies,
0,https://www.adzuna.com/details/5695696508?utm_medium=api&utm_source=abfa41a4,5695696508,0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicnVzdmR1ZzA4UkdxanFiWEJlTUVQZyIsImkiOiI1Njk1Njk2NTA4In0.SfM-KzSl2aUv0fVj2LUHHTE2JR1My7d7LXe20A_LGzY,-84.892517,"Hiring Regional Reefer Drivers, Prioritize Productivity, Not Seniority. Now Hiring Regional Reefer Drivers – Prioritize Productivity, Not Seniority! Looking for a career where your hard work and availability—not tenure—determine your success? Decker Truck Line is hiring Regional Reefer drivers and giving motivated drivers the opportunity to maximize miles and earnings. If you’re ready to be productive, we’ll keep you moving and help you hit your goals. $5,000 Sign-On Bonus Experienced Drivers D…",Adzuna::API::Response::Job,Class A CDL Company Driver - 6mo EXP Required - Regional - Reefer - $112k per year - Decker,2026-04-10T09:49:31Z,112000.0,39.832739,full_time,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Location,"Richmond Square, Wayne County","['US', 'Indiana', 'Wayne County', 'Richmond Square']",Adzuna::API::Response::Company,Decker,
0,https://www.adzuna.com/details/5695696496?utm_medium=api&utm_source=abfa41a4,5695696496,0.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicnVzdmR1ZzA4UkdxanFiWEJlTUVQZyIsImkiOiI1Njk1Njk2NDk2In0.8fqWacvVEttUB8jNHNrh61MYCNp8VPnGLJJF-_rl2Jw,-92.58636,"Hiring Regional Reefer Drivers, Prioritize Productivity, Not Seniority. Now Hiring Regional Reefer Drivers – Prioritize Productivity, Not Seniority! Looking for a career where your hard work and availability—not tenure—determine your success? Decker Truck Line is hiring Regional Reefer drivers and giving motivated drivers the opportunity to maximize miles and earnings. If you’re ready to be productive, we’ll keep you moving and help you hit your goals. $5,000 Sign-On Bonus Experienced Drivers D…",Adzuna::API::Response::Job,CDL-A Company Driver - 6mo EXP Required - Regional - Reefer - $112k per year - Decker,2026-04-10T09:49:31Z,112000.0,40.19688,full_time,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Location,"Kirksville, Adair County","['US', 'Missouri', 'Adair County', 'Kirksville']",Adzuna::API::Response::Company,Decker,
0,https://www.adzuna.com/details/5695696449?utm_medium=api&utm_source=abfa41a4,5695696449,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTY5NjQ0OSIsInMiOiJydXN2ZHVnMDhSR3FqcWJYQmVNRVBnIn0.XslwP_91O4TXt_aBrL5-9katULZG5CB3N1-zL-6YdoY,-82.823565,"Hiring Regional Reefer Drivers, Prioritize Productivity, Not Seniority. Now Hiring Regional Reefer Drivers – Prioritize Productivity, Not Seniority! Looking for a career where your hard work and availability—not tenure—determine your success? Decker Truck Line is hiring Regional Reefer drivers and giving motivated drivers the opportunity to maximize miles and earnings. If you’re ready to be productive, we’ll keep you moving and help you hit your goals. $5,000 Sign-On Bonus Experienced Drivers D…",Adzuna::API::Response::Job,CDL-A Company Driver - 6mo EXP Required - Regional - Reefer - $112k per year - Decker,2026-04-10T09:49:31Z,112000.0,37.526765,full_time,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Location,"Eastern, Floyd County","['US', 'Kentucky', 'Floyd County', 'Eastern']",Adzuna::API::Response::Company,Decker,
0,https://www.adzuna.com/details/5695696413?utm_medium=api&utm_source=abfa41a4,5695696413,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTY5NjQxMyIsInMiOiJydXN2ZHVnMDhSR3FqcWJYQmVNRVBnIn0.dIxC8MxpRfIEtIz9q7Vdah7g-pMz-EZIip8MY_G9R5Y,-83.72212,"Hiring Regional Reefer Drivers, Prioritize Productivity, Not Seniority. Now Hiring Regional Reefer Drivers – Prioritize Productivity, Not Seniority! Looking for a career where your hard work and availability—not tenure—determine your success? Decker Truck Line is hiring Regional Reefer drivers and giving motivated drivers the opportunity to maximize miles and earnings. If you’re ready to be productive, we’ll keep you moving and help you hit your goals. $5,000 Sign-On Bonus Experienced Drivers D…",Adzuna::API::Response::Job,Regional Truck Driver Company - 6mo EXP Required - Reefer - $112k per year - Decker,2026-04-10T09:49:31Z,112000.0,32.893753,full_time,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Location,"Payne, Bibb County","['US', 'Georgia', 'Bibb County', 'Payne']",Adzuna::API::Response::Company,Decker,
0,https://www.adzuna.com/details/5695696457?utm_medium=api&utm_source=abfa41a4,5695696457,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTY5NjQ1NyIsInMiOiJydXN2ZHVnMDhSR3FqcWJYQmVNRVBnIn0.vlxEjP2C7wO2jPiPlQiYO-qLo31_ZpSjQ6DgPi3Cq-U,-88.83564,"Hiring Regional Reefer Drivers, Prioritize Productivity, Not Seniority. Now Hiring Regional Reefer Drivers – Prioritize Productivity, Not Seniority! Looking for a career where your hard work and availability—not tenure—determine your success? Decker Truck Line is hiring Regional Reefer drivers and giving motivated drivers the opportunity to maximize miles and earnings. If you’re ready to be productive, we’ll keep you moving and help you hit your goals. $5,000 Sign-On Bonus Experienced Drivers D…",Adzuna::API::Response::Job,CDL-A Company Driver - 6mo EXP Required - Regional - Reefer - $112k per year - Decker,2026-04-10T09:49:31Z,112000.0,41.37612,full_time,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Location,"Ottawa, LaSalle County","['US', 'Illinois', 'LaSalle County', 'Ottawa']",Adzuna::API::Response::Company,Decker,
0,https://www.adzuna.com/details/5695696401?utm_medium=api&utm_source=abfa41a4,5695696401,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTY5NjQwMSIsInMiOiJydXN2ZHVnMDhSR3FqcWJYQmVNRVBnIn0.zRUOq4BISSgbHkHCl19uNG5O2i3pn5XBBVMox1GJiVA,-87.564769,"Hiring Regional Reefer Drivers, Prioritize Productivity, Not Seniority. Now Hiring Regional Reefer Drivers – Prioritize Productivity, Not Seniority! Looking for a career where your hard work and availability—not tenure—determine your success? Decker Truck Line is hiring Regional Reefer drivers and giving motivated drivers the opportunity to maximize miles and earnings. If you’re ready to be productive, we’ll keep you moving and help you hit your goals. $5,000 Sign-On Bonus Experienced Drivers D…",Adzuna::API::Response::Job,Regional Truck Driver Company - 6mo EXP Required - Reefer - $112k per year - Decker,2026-04-10T09:49:31Z,112000.0,33.195186,full_time,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Location,"Skyland, Tuscaloosa County","['US', 'Alabama', 'Tuscaloosa County', 'Skyland']",Adzuna::API::Response::Company,Decker,
0,https://www.adzuna.com/details/5695696435?utm_medium=api&utm_source=abfa41a4,5695696435,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTY5NjQzNSIsInMiOiJydXN2ZHVnMDhSR3FqcWJYQmVNRVBnIn0.wSvDCaZ6_X0RdxTE8CccBCaqQPwWXUn8oACeCOs2chM,-93.623385,"Hiring Regional Reefer Drivers, Prioritize Productivity, Not Seniority. Now Hiring Regional Reefer Drivers – Prioritize Productivity, Not Seniority! Looking for a career where your hard work and availability—not tenure—determine your success? Decker Truck Line is hiring Regional Reefer drivers and giving motivated drivers the opportunity to maximize miles and earnings. If you’re ready to be productive, we’ll keep you moving and help you hit your goals. $5,000 Sign-On Bonus Experienced Drivers D…",Adzuna::API::Response::Job,Regional Truck Driver Company - 6mo EXP Required - Reefer - $112k per year - Decker,2026-04-10T09:49:31Z,112000.0,42.036515,full_time,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Location,"Ames, Story County","['US', 'Iowa', 'Story County', 'Ames']",Adzuna::API::Response::Company,Decker,
0,https://www.adzuna.com/details/5695696477?utm_medium=api&utm_source=abfa41a4,5695696477,0.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NTY5NjQ3NyIsInMiOiJydXN2ZHVnMDhSR3FqcWJYQmVNRVBnIn0.U1NS_euSgCkw2qlYj_ChX8otlPuaX3Ktq0hBxSlZvOY,-86.146798,"Hiring Regional Reefer Drivers, Prioritize Productivity, Not Seniority. Now Hiring Regional Reefer Drivers – Prioritize Productivity, Not Seniority! Looking for a career where your hard work and availability—not tenure—determine your success? Decker Truck Line is hiring Regional Reefer drivers and giving motivated drivers the opportunity to maximize miles and earnings. If you’re ready to be productive, we’ll keep you moving and help you hit your goals. $5,000 Sign-On Bonus Experienced Drivers D…",Adzuna::API::Response::Job,Class A CDL Company Driver - 6mo EXP Required - Regional - Reefer - $112k per year - Decker,2026-04-10T09:49:31Z,112000.0,40.491243,full_time,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,Adzuna::API::Response::Location,"Kokomo, Howard County","['US', 'Indiana', 'Howard County', 'Kokomo']",Adzuna::API::Response::Company,Decker,
