title,description,salary_is_predicted,redirect_url,created,id,longitude,salary_max,latitude,salary_min,adref,__CLASS__,company.display_name,company.__CLASS__,location.__CLASS__,location.area,location.display_name,category.__CLASS__,category.label,category.tag,contract_time,contract_type
Cook,"Role: Cook Join Healthcare Services Group (HCSG) as a Cook, where you will play a vital role in preparing and cooking nutritious meals for residents in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Starting from USD $17.00/Hr. Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Programs G…",1,https://www.adzuna.com/details/5819834261?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:27Z,5819834261,-79.94034,24974.81,37.3065,24974.81,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmdPejAyS0w4UkdjaGQ3YUlWdnlEUSIsImkiOiI1ODE5ODM0MjYxIn0.wwTc1g99fK4WP0EopA4PYsbTJRW1Nkwy2tZfaNuv1Xo,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Virginia', 'Roanoke County', 'Roanoke', 'Bonsack']","Bonsack, Roanoke",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,full_time,
Cook,"Role: Cook Join Healthcare Services Group (HCSG) as a Cook, where you will play a vital role in preparing and cooking nutritious meals for residents in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Programs Get paid when you need it with…",1,https://www.adzuna.com/details/5819834231?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:27Z,5819834231,-99.659972,26962.46,45.450677,26962.46,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNDIzMSIsInMiOiJKZ096MDJLTDhSR2NoZDdhSVZ2eURRIn0.9OfS90zbM2g9GI8gFtV8yh3rrBOKIxrd0tx3HPd0U0Y,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'South Dakota', 'Edmunds County', 'Bowdle']","Bowdle, Edmunds County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,part_time,
Housekeeper,"Role: Housekeeper Join Healthcare Services Group (HCSG) as a Housekeeper, where you will play a vital role in maintaining a clean and safe environment in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Programs Get paid when you need it wi…",1,https://www.adzuna.com/details/5819834349?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:27Z,5819834349,-81.427579,26379.05,41.097895,26379.05,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmdPejAyS0w4UkdjaGQ3YUlWdnlEUSIsImkiOiI1ODE5ODM0MzQ5In0.YAd0udFkSTGgDBPNiII_igblegQCtLP-W94DU1atO1g,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Ohio', 'Summit County', 'Tallmadge']","Tallmadge, Summit County",Adzuna::API::Response::Category,Domestic help & Cleaning Jobs,domestic-help-cleaning-jobs,full_time,
Housekeeper,"Role: Housekeeper Join Healthcare Services Group (HCSG) as a Housekeeper, where you will play a vital role in maintaining a clean and safe environment in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Programs Get paid when you need it wi…",1,https://www.adzuna.com/details/5819834242?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:27Z,5819834242,-87.09102,24234.71,33.28722,24234.71,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNDI0MiIsInMiOiJKZ096MDJLTDhSR2NoZDdhSVZ2eURRIn0.ehTn8JU5502lD-mJi3FjAViyeuvZCiMLd9tY1265LkI,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Alabama', 'Jefferson County', 'Lake View']","Lake View, Jefferson County",Adzuna::API::Response::Category,Domestic help & Cleaning Jobs,domestic-help-cleaning-jobs,part_time,
Food Service Worker/Kitchen Helper/Dietary Aide,"Role: Food Service Worker Join Healthcare Services Group (HCSG) as a Food Service Worker/Kitchen Helper/Dietary Aide, where you will assist in preparing and serving meals for residents in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Starting from USD $13.00/Hr. Free Telemedicine* Free Prescription Discount Program…",1,https://www.adzuna.com/details/5819834294?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:27Z,5819834294,-81.98758,28577.01,38.43513,28577.01,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmdPejAyS0w4UkdjaGQ3YUlWdnlEUSIsImkiOiI1ODE5ODM0Mjk0In0.mQnJRoa4lDW0eVAafFPYQMDxE5WJTwRes-ODA9T1onQ,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'West Virginia', 'Putnam County', 'Hurricane']","Hurricane, Putnam County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,full_time,
Dietary Aide,"Role: Dietary Aide Join Healthcare Services Group (HCSG) as a Dietary Aide, where you will prepare and serve meals for residents in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Programs Get paid when you need it with PNC EarnedIt Financ…",1,https://www.adzuna.com/details/5819834246?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:27Z,5819834246,-89.577382,23008.13,33.041036,23008.13,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmdPejAyS0w4UkdjaGQ3YUlWdnlEUSIsImkiOiI1ODE5ODM0MjQ2In0.zyGXVClfcKf0LXP5bnXs7GypK1cRQOQ1ZRPN8eAAPEA,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Mississippi', 'Attala County', 'Kosciusko']","Kosciusko, Attala County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,full_time,
Laundry Worker,"Role: Laundry Worker Join Healthcare Services Group (HCSG) as a Laundry Worker, where you will play a crucial role in maintaining the cleanliness and availability of linens and garments in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Pr…",1,https://www.adzuna.com/details/5819834283?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:27Z,5819834283,-80.57808,29254.08,39.28914,29254.08,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNDI4MyIsInMiOiJKZ096MDJLTDhSR2NoZDdhSVZ2eURRIn0.fnB3idcHCClKWacpcqhR753DksJQnS2uq--kUArlDrw,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'West Virginia', 'Harrison County', 'Salem']","Salem, Harrison County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,part_time,
Housekeeper,"Role: Housekeeper Join Healthcare Services Group (HCSG) as a Housekeeper, where you will play a vital role in maintaining a clean and safe environment in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Starting from USD $13.50/Hr. Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Programs…",1,https://www.adzuna.com/details/5819834343?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:27Z,5819834343,-86.125447,21230.62,38.206455,21230.62,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmdPejAyS0w4UkdjaGQ3YUlWdnlEUSIsImkiOiI1ODE5ODM0MzQzIn0.D-T79k-Qmsc1t6Xjay6-P-ojUq2mWxulsTMqJUd_VjE,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Indiana', 'Harrison County', 'Corydon']","Corydon, Harrison County",Adzuna::API::Response::Category,Domestic help & Cleaning Jobs,domestic-help-cleaning-jobs,part_time,
Dietary Aide,"Role: Dietary Aide Join Healthcare Services Group (HCSG) as a Dietary Aide, where you will prepare and serve meals for residents in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Programs Get paid when you need it with PNC EarnedIt Financ…",1,https://www.adzuna.com/details/5819834272?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:27Z,5819834272,-82.278905,25409.43,38.907024,25409.43,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNDI3MiIsInMiOiJKZ096MDJLTDhSR2NoZDdhSVZ2eURRIn0.0U_zIV7SIh2vmjR2Kz2DKDGW1J3gbOpB8T5y8Th95-o,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Ohio', 'Gallia County', 'Bidwell']","Bidwell, Gallia County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,full_time,
Floor Tech,"Role: Floor Tech Join Healthcare Services Group (HCSG) as a Floor Tech, where you will play a vital role in maintaining the cleanliness and appearance of floors in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! USD $13.00 - USD $14.00 /Hr. Free Telemedicine* Free Prescription Discount Program Free Employee Assistanc…",1,https://www.adzuna.com/details/5819834296?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:27Z,5819834296,-90.249698,47530.95,30.023945,47530.95,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNDI5NiIsInMiOiJKZ096MDJLTDhSR2NoZDdhSVZ2eURRIn0.6kUdbwIlVDiTN06BHfEjDqW44zp1xryj7CgEMWFqwuE,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Louisiana', 'Jefferson Parish', 'Green Lawn Terrace']","Green Lawn Terrace, Jefferson Parish",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
Dietary Aide,"Role: Dietary Aide Join Healthcare Services Group (HCSG) as a Dietary Aide, where you will prepare and serve meals for residents in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! USD $15.50 - USD $17.00 /Hr. Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Programs Get paid when you nee…",1,https://www.adzuna.com/details/5819834302?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:27Z,5819834302,-72.574175,24948.76,42.35989,24948.76,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmdPejAyS0w4UkdjaGQ3YUlWdnlEUSIsImkiOiI1ODE5ODM0MzAyIn0.pb5KQhuCoQWmvzewbbxa7ICLdNeXG5yUKDLMowtJhU4,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Hampshire County', 'Hadley']","Hadley, Hampshire County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,part_time,
Housekeeper,"Role: Housekeeper Join Healthcare Services Group (HCSG) as a Housekeeper, where you will play a vital role in maintaining a clean and safe environment in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Programs Get paid when you need it wi…",1,https://www.adzuna.com/details/5819834289?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:27Z,5819834289,-86.575377,25563.41,36.727709,25563.41,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmdPejAyS0w4UkdjaGQ3YUlWdnlEUSIsImkiOiI1ODE5ODM0Mjg5In0.v6zKJlJD0leyxRpWzOYGpNFqp05voBFd87t4lCT32iQ,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Kentucky', 'Simpson County', 'Franklin']","Franklin, Simpson County",Adzuna::API::Response::Category,Domestic help & Cleaning Jobs,domestic-help-cleaning-jobs,part_time,
Cook,"Role: Cook Join Healthcare Services Group (HCSG) as a Cook, where you will play a vital role in preparing and cooking nutritious meals for residents in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Starting from USD $13.00/Hr. Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Programs G…",1,https://www.adzuna.com/details/5819834259?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:27Z,5819834259,-80.705652,28076.98,40.368692,28076.98,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNDI1OSIsInMiOiJKZ096MDJLTDhSR2NoZDdhSVZ2eURRIn0.esxjQubsfoBLp6Md4avj-kvr1cjMegvBAfbIMJeGXH8,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Ohio', 'Jefferson County', 'Steubenville']","Steubenville, Jefferson County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,full_time,
Cook,"Role: Cook Join Healthcare Services Group (HCSG) as a Cook, where you will play a vital role in preparing and cooking nutritious meals for residents in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Programs Get paid when you need it with…",1,https://www.adzuna.com/details/5819834273?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:27Z,5819834273,-82.278905,27261.85,38.907024,27261.85,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNDI3MyIsInMiOiJKZ096MDJLTDhSR2NoZDdhSVZ2eURRIn0.MPZX0NIzcletd3dJJhhPGHEZbf3x74g6KMUNgwc2Pbs,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Ohio', 'Gallia County', 'Bidwell']","Bidwell, Gallia County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,full_time,
Dietary Manager,"Role: Dietary Manager / Food Service Director / Dining Services Director / Dining Services Department Manager Join Healthcare Services Group (HCSG) as a Food Service Director, leading the dining department at a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Comprehensive Benefits Package - Medical, Dental, and Vision …",1,https://www.adzuna.com/details/5819834342?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:27Z,5819834342,-82.399975,41501.06,34.19024,41501.06,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmdPejAyS0w4UkdjaGQ3YUlWdnlEUSIsImkiOiI1ODE5ODM0MzQyIn0.dkIJWR2EagUnD7KiuEMI3Je9DrYTvIYMfgDK5uI71WI,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'South Carolina', 'Abbeville County', 'Abbeville']","Abbeville, Abbeville County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,full_time,
Cook,"Role: Cook Join Healthcare Services Group (HCSG) as a Cook, where you will play a vital role in preparing and cooking nutritious meals for residents in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Starting from USD $14.00/Hr. Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Programs G…",1,https://www.adzuna.com/details/5819834262?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:27Z,5819834262,-77.065099,31169.72,36.723282,31169.72,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmdPejAyS0w4UkdjaGQ3YUlWdnlEUSIsImkiOiI1ODE5ODM0MjYyIn0.CuAkY9-N0ojGVYY3pp2wKl0sF4jEMloVxcEba2g6DBc,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Virginia', 'Southampton County', 'Courtland']","Courtland, Southampton County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,part_time,
Traveling Floor Tech,"Travel between 4 locations Role: Floor Tech Join Healthcare Services Group (HCSG) as a Floor Tech, where you will play a vital role in maintaining the cleanliness and appearance of floors in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! USD $18.00 - USD $19.00 /Hr. Free Telemedicine* Free Prescription Discount Prog…",1,https://www.adzuna.com/details/5819834318?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:27Z,5819834318,-84.287316,46590.38,43.615963,46590.38,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNDMxOCIsInMiOiJKZ096MDJLTDhSR2NoZDdhSVZ2eURRIn0.MMoHsfpo95E7znbAlyb9JexJLyVe9DnafXYOQxtnEzU,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Michigan', 'Midland County', 'Midland']","Midland, Midland County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
Food Service Worker/Kitchen Helper/Dietary Aide,"Role: Food Service Worker Join Healthcare Services Group (HCSG) as a Food Service Worker/Kitchen Helper/Dietary Aide, where you will assist in preparing and serving meals for residents in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Pro…",1,https://www.adzuna.com/details/5819834346?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:27Z,5819834346,-86.567359,25086.95,34.727581,25086.95,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNDM0NiIsInMiOiJKZ096MDJLTDhSR2NoZDdhSVZ2eURRIn0.uk1FP3nuquhOKdWGSt1bxbrkUaLZh7ANCZdZNB56o2o,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Alabama', 'Madison County', 'Huntsville']","Huntsville, Madison County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,part_time,
Laundry Worker,"Role: Laundry Worker Join Healthcare Services Group (HCSG) as a Laundry Worker, where you will play a crucial role in maintaining the cleanliness and availability of linens and garments in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Pr…",1,https://www.adzuna.com/details/5819834249?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:27Z,5819834249,-81.1,28482.22,40.741405,28482.22,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXRHNjFHS0w4UkdabVlGbEVQME9kdyIsImkiOiI1ODE5ODM0MjQ5In0.ak4n-sZiNOB-jxoPSzNVc-WHHlgs_x95ul0cUohZDpA,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Ohio', 'Stark County', 'Minerva']","Minerva, Stark County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,part_time,
Housekeeper,"Role: Housekeeper Join Healthcare Services Group (HCSG) as a Housekeeper, where you will play a vital role in maintaining a clean and safe environment in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Programs Get paid when you need it wi…",1,https://www.adzuna.com/details/5819834234?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:27Z,5819834234,-80.14374,30667.05,25.96488,30667.05,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXRHNjFHS0w4UkdabVlGbEVQME9kdyIsImkiOiI1ODE5ODM0MjM0In0.4dI3Y0uHElhfybotD8JgNbOBwxe23eLtRu6WNnbscZk,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Florida', 'Miami-Dade County', 'Aventura']","Aventura, Miami-Dade County",Adzuna::API::Response::Category,Domestic help & Cleaning Jobs,domestic-help-cleaning-jobs,,
Laundry Worker,"Role: Laundry Worker Join Healthcare Services Group (HCSG) as a Laundry Worker, where you will play a crucial role in maintaining the cleanliness and availability of linens and garments in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Pr…",1,https://www.adzuna.com/details/5819834288?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:27Z,5819834288,-86.575377,28790.98,36.727709,28790.98,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXRHNjFHS0w4UkdabVlGbEVQME9kdyIsImkiOiI1ODE5ODM0Mjg4In0.IqSgaXyg7uq9bQttyPhf3kqbZN4bPXT_Lni-sK7cR2Y,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Kentucky', 'Simpson County', 'Franklin']","Franklin, Simpson County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,part_time,
Food Service Director,"Role: Food Service Director / Dining Services Director Join Healthcare Services Group (HCSG) as a Food Service Director, leading the dining department at a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! USD $55.00 - USD $60,000.00 /Yr. Comprehensive Benefits Package - Medical, Dental, and Vision Free Telemedicine Serv…",1,https://www.adzuna.com/details/5819834274?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:27Z,5819834274,-81.501333,50156.75,41.10579,50156.75,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXRHNjFHS0w4UkdabVlGbEVQME9kdyIsImkiOiI1ODE5ODM0Mjc0In0.gpYCxNhZ4JEgsyhyDMEkRm-k5v5OiTPvRr1ZOrPaqok,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Ohio', 'Summit County', 'Chapel Hill Mall']","Chapel Hill Mall, Summit County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,full_time,
Dietary Aide,"Role: Dietary Aide Join Healthcare Services Group (HCSG) as a Dietary Aide, where you will prepare and serve meals for residents in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Starting from USD $13.00/Hr. Free Telemedicine* Free Prescription Discount Program Free Employee Assistance Programs Get paid when you nee…",1,https://www.adzuna.com/details/5819834260?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:27Z,5819834260,-80.705652,26118.91,40.368692,26118.91,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNDI2MCIsInMiOiJtdEc2MUdLTDhSR1ptWUZsRVAwT2R3In0.Jb10aiS6iDGytnRx99KUMHKfE1ynHNBkzftudD5x_X4,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Ohio', 'Jefferson County', 'Steubenville']","Steubenville, Jefferson County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,full_time,
Environmental Services Department Manager,"Role: Environmental Services Department Manager Join Healthcare Services Group (HCSG) as an Account Manager, leading housekeeping, laundry, and floor care teams in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Comprehensive Benefits Package - Medical, Dental, and Vision Free Telemedicine Services on Day 1* Paid Hol…",1,https://www.adzuna.com/details/5819834213?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:26Z,5819834213,-90.439275,41102.38,31.229699,41102.38,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXRHNjFHS0w4UkdabVlGbEVQME9kdyIsImkiOiI1ODE5ODM0MjEzIn0.GP6vhWJuGClA3TRIBpdhsg2CVQDLndNHlhFZrkfyrI4,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Mississippi', 'Pike County', 'South Mccomb']","South Mccomb, Pike County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
Dining Services District Manager,"Role: Dining Services District Manager Join Healthcare Services Group (HCSG) as a Dining Services District Manager, where you will oversee dining services operations across multiple locations. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! USD $75,000.00 - USD $80,000.00 /Yr. What We Offer Unlimited Paid Time Off Comprehensive Benefits Packag…",1,https://www.adzuna.com/details/5819834225?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:26Z,5819834225,-76.74396,60317.96,39.3279,60317.96,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNDIyNSIsInMiOiJtdEc2MUdLTDhSR1ptWUZsRVAwT2R3In0.Zd5DViDUHye8WL2Ec-kUmswrsWWkvln1K-nnjOqzi-M,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Maryland', 'Baltimore County', 'Windsor Mill']","Windsor Mill, Baltimore County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
Laundry Worker,"Role: Laundry Worker Join Healthcare Services Group (HCSG) as a Laundry Worker, where you will play a crucial role in maintaining the cleanliness and availability of linens and garments in a long-term care facility. At HCSG, we are passionate about positively impacting the communities we serve. If you share our commitment to excellence and enhancing customer and resident experiences, join us and make a difference! Starting from USD $14.00/Hr. Free Telemedicine* Free Prescription Discount Progra…",1,https://www.adzuna.com/details/5819834220?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:22:26Z,5819834220,-80.09922,26075.26,26.23254,26075.26,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibXRHNjFHS0w4UkdabVlGbEVQME9kdyIsImkiOiI1ODE5ODM0MjIwIn0.NK0k6F1Wbu4r9aRN77UKRmgR9rLcXdKf20T7f2_wAyc,Adzuna::API::Response::Job,"Healthcare Services Group, Inc.",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Florida', 'Broward County', 'Pompano Beach']","Pompano Beach, Broward County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,part_time,
