contract_time,adref,id,salary_is_predicted,description,longitude,redirect_url,title,latitude,__CLASS__,created,salary_min,salary_max,location.__CLASS__,location.area,location.display_name,category.label,category.tag,category.__CLASS__,company.display_name,company.__CLASS__,contract_type
,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMHBwck52WWw4UkcxOHJld3FiMG1CUSIsImkiOiI1Njc1MjExNTA0In0.lDA66HEZJsNg_4CZV7hlmRGcJhMDJWEoUgz7VruRrsc,5675211504,1,"Become a part of our caring community and help us put health first The Clinical Care Nurse (RN) is a clinic-based nursing role focused on improving patient outcomes. You will support safe Transitions of Care (TOC), reduce avoidable ED utilization, and drive Medicare Advantage Stars and quality performance. The Clinical Care RN plays a critical role in advancing clinical quality and supporting patients across transitions of care to improve patient outcomes. CenterWell/Conviva clinic locations ma…",-89.101468,https://www.adzuna.com/details/5675211504?utm_medium=api&utm_source=abfa41a4,Clinical Care Nurse (RN),30.381408,Adzuna::API::Response::Job,2026-03-22T09:26:30Z,51477.14,51477.14,Adzuna::API::Response::Location,"['US', 'Mississippi', 'Harrison County', 'Gulfport']","Gulfport, Harrison County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,CenterWell Senior Primary Care,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMHBwck52WWw4UkcxOHJld3FiMG1CUSIsImkiOiI1Njc1MjExNTA4In0.k2Zc4NYZLjHqatb_pzxVpJlxU1CTx6MFWzkEGrYqbys,5675211508,1,"Become a part of our caring community and help us put health first The Clinical Care Nurse (RN) is a clinic-based nursing role focused on improving patient outcomes. You will support safe Transitions of Care (TOC), reduce avoidable ED utilization, and drive Medicare Advantage Stars and quality performance. The Clinical Care RN plays a critical role in advancing clinical quality and supporting patients across transitions of care to improve patient outcomes. CenterWell/Conviva clinic locations ma…",-84.31839,https://www.adzuna.com/details/5675211508?utm_medium=api&utm_source=abfa41a4,Clinical Care Nurse (RN),33.94066,Adzuna::API::Response::Job,2026-03-22T09:26:30Z,33320.72,33320.72,Adzuna::API::Response::Location,"['US', 'Georgia', 'DeKalb County', 'North Springs']","North Springs, DeKalb County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,CenterWell Senior Primary Care,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMHBwck52WWw4UkcxOHJld3FiMG1CUSIsImkiOiI1Njc1MjExNTA1In0.5RTBagZtr5iMsEzycRwhVNYkzLHrBjrWuUxIuxKdjqA,5675211505,1,"Become a part of our caring community and help us put health first The Clinical Care Nurse (RN) is a clinic-based nursing role focused on improving patient outcomes. You will support safe Transitions of Care (TOC), reduce avoidable ED utilization, and drive Medicare Advantage Stars and quality performance. The Clinical Care RN plays a critical role in advancing clinical quality and supporting patients across transitions of care to improve patient outcomes. CenterWell/Conviva clinic locations ma…",-79.87471,https://www.adzuna.com/details/5675211505?utm_medium=api&utm_source=abfa41a4,Clinical Care Nurse (RN),36.075981,Adzuna::API::Response::Job,2026-03-22T09:26:30Z,38730.57,38730.57,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Guilford County', 'Country Park Acres']","Country Park Acres, Guilford County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,CenterWell Senior Primary Care,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMTUxMSIsInMiOiIwcHByTnZZbDhSRzE4cmV3cWIwbUJRIn0.uiJwvm74XbZsTtO13YAVoL6zt6qR5gFVSqLvLRUvm38,5675211511,1,"Become a part of our caring community and help us put health first The Clinical Care Nurse (RN) is a clinic-based nursing role focused on improving patient outcomes. You will support safe Transitions of Care (TOC), reduce avoidable ED utilization, and drive Medicare Advantage Stars and quality performance. The Clinical Care RN plays a critical role in advancing clinical quality and supporting patients across transitions of care to improve patient outcomes. CenterWell/Conviva clinic locations ma…",-88.966125,https://www.adzuna.com/details/5675211511?utm_medium=api&utm_source=abfa41a4,Clinical Care Nurse (RN),30.403176,Adzuna::API::Response::Job,2026-03-22T09:26:30Z,31531.24,31531.24,Adzuna::API::Response::Location,"['US', 'Mississippi', 'Harrison County', 'West Biloxi']","West Biloxi, Harrison County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,CenterWell Senior Primary Care,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMHBwck52WWw4UkcxOHJld3FiMG1CUSIsImkiOiI1Njc1MjExNDk4In0.VnXjqOg_BTOOh6bIKp3dlAXnkH6IEjJ8kOmTfsmG1f0,5675211498,1,"Become a part of our caring community and help us put health first The Clinical Care Nurse (RN) is a clinic-based nursing role focused on improving patient outcomes. You will support safe Transitions of Care (TOC), reduce avoidable ED utilization, and drive Medicare Advantage Stars and quality performance. The Clinical Care RN plays a critical role in advancing clinical quality and supporting patients across transitions of care to improve patient outcomes. CenterWell locations may be available …",-86.156516,https://www.adzuna.com/details/5675211498?utm_medium=api&utm_source=abfa41a4,Clinical Care Nurse (RN),39.772249,Adzuna::API::Response::Job,2026-03-22T09:26:30Z,35011.58,35011.58,Adzuna::API::Response::Location,"['US', 'Indiana', 'Marion County', 'Indianapolis']","Indianapolis, Marion County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,CenterWell Senior Primary Care,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMHBwck52WWw4UkcxOHJld3FiMG1CUSIsImkiOiI1Njc1MjExNTA2In0.Lwc2f05iPJ5y1ebs9Uv0naox2tn_0ov-6QG4ymzV9_U,5675211506,1,"Become a part of our caring community and help us put health first The Clinical Care Nurse (RN) is a clinic-based nursing role focused on improving patient outcomes. You will support safe Transitions of Care (TOC), reduce avoidable ED utilization, and drive Medicare Advantage Stars and quality performance. The Clinical Care RN plays a critical role in advancing clinical quality and supporting patients across transitions of care to improve patient outcomes. Conviva clinic locations may be availa…",-80.668893,https://www.adzuna.com/details/5675211506?utm_medium=api&utm_source=abfa41a4,Clinical Care Nurse (RN),26.684088,Adzuna::API::Response::Job,2026-03-22T09:26:30Z,33114.93,33114.93,Adzuna::API::Response::Location,"['US', 'Florida', 'Palm Beach County', 'Belle Glade']","Belle Glade, Palm Beach County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,Conviva Senior Primary Care,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMTUxMyIsInMiOiIwcHByTnZZbDhSRzE4cmV3cWIwbUJRIn0.vptfMrCsAYxpPkIwh9URjHGpry4z51LSBa8Mjpl_8F8,5675211513,1,"Become a part of our caring community and help us put health first The Clinical Care Nurse (RN) is a clinic-based nursing role focused on improving patient outcomes. You will support safe Transitions of Care (TOC), reduce avoidable ED utilization, and drive Medicare Advantage Stars and quality performance. The Clinical Care RN plays a critical role in advancing clinical quality and supporting patients across transitions of care to improve patient outcomes. CenterWell/Conviva clinic locations ma…",-91.156989,https://www.adzuna.com/details/5675211513?utm_medium=api&utm_source=abfa41a4,Clinical Care Nurse (RN),30.58545,Adzuna::API::Response::Job,2026-03-22T09:26:30Z,31305.77,31305.77,Adzuna::API::Response::Location,"['US', 'Louisiana', 'East Baton Rouge Parish', 'Baker']","Baker, East Baton Rouge Parish",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,CenterWell Senior Primary Care,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMTQ3MyIsInMiOiIwcHByTnZZbDhSRzE4cmV3cWIwbUJRIn0.NBXV5hg0TSis-JYUKJ_gmJWDcQjpwRWXqa9JV7xc9JE,5675211473,1,"Overview HarmonyCares is a leading national value-based provider of in-home primary care services for people with complex healthcare needs. Headquartered out of Troy, Michigan, HarmonyCares operates home-based primary care practices in 14 states. HarmonyCares employs more than 200 primary care providers to deliver patient-centered care under an integrated, team-based, physician-driven model. Our Mission - To bring personalized, quality-based healthcare to the home of patients who have difficult…",-90.685279,https://www.adzuna.com/details/5675211473?utm_medium=api&utm_source=abfa41a4,"Nurse Practitioner (PRN) Per Visit in Dubuque County, Iowa (Remote)(Must live in Iowa)",42.515007,Adzuna::API::Response::Job,2026-03-22T09:26:29Z,159291.45,159291.45,Adzuna::API::Response::Location,"['US', 'Iowa', 'Dubuque County', 'Center Grove']","Center Grove, Dubuque County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,HarmonyCares,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMTQ4MSIsInMiOiIwcHByTnZZbDhSRzE4cmV3cWIwbUJRIn0.LLDppKq-khL0fVTAzGuv6hhgpgYCw8w7cGPC9OJi42A,5675211481,1,"Overview HarmonyCares is a leading national value-based provider of in-home primary care services for people with complex healthcare needs. Headquartered out of Troy, Michigan, HarmonyCares operates home-based primary care practices in 14 states. HarmonyCares employs more than 200 primary care providers to deliver patient-centered care under an integrated, team-based, physician-driven model. Our Mission - To bring personalized, quality-based healthcare to the home of patients who have difficult…",-82.11678,https://www.adzuna.com/details/5675211481?utm_medium=api&utm_source=abfa41a4,Nurse Practitioner Primary Care Cleveland Ohio,41.37108,Adzuna::API::Response::Job,2026-03-22T09:26:29Z,109490.38,109490.38,Adzuna::API::Response::Location,"['US', 'Ohio', 'Lorain County', 'Elyria']","Elyria, Lorain County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,HarmonyCares,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMTQ4MiIsInMiOiIwcHByTnZZbDhSRzE4cmV3cWIwbUJRIn0.bB1-XNOXFwGytOsz8xddJZw-dRkYC9-Q_kHX9oohU-A,5675211482,1,"Overview HarmonyCares is a leading national value-based provider of in-home primary care services for people with complex healthcare needs. Headquartered out of Troy, Michigan, HarmonyCares operates home-based primary care practices in 14 states. HarmonyCares employs more than 200 primary care providers to deliver patient-centered care under an integrated, team-based, physician-driven model. Our Mission - To bring personalized, quality-based healthcare to the home of patients who have difficult…",-81.825946,https://www.adzuna.com/details/5675211482?utm_medium=api&utm_source=abfa41a4,Nurse Practitioner Primary Care Cleveland Ohio,41.2473,Adzuna::API::Response::Job,2026-03-22T09:26:29Z,116006.2,116006.2,Adzuna::API::Response::Location,"['US', 'Ohio', 'Medina County', 'Brunswick']","Brunswick, Medina County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,HarmonyCares,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMTQ3NiIsInMiOiIwcHByTnZZbDhSRzE4cmV3cWIwbUJRIn0.Z58IwL4K2pfWj6ntMD8oc9xfJekNWP7Jz7QDMFqKGvE,5675211476,1,"Overview HarmonyCares is a leading national value-based provider of in-home primary care services for people with complex healthcare needs. Headquartered out of Troy, Michigan, HarmonyCares operates home-based primary care practices in 14 states. HarmonyCares employs more than 200 primary care providers to deliver patient-centered care under an integrated, team-based, physician-driven model. Our Mission - To bring personalized, quality-based healthcare to the home of patients who have difficult…",-81.92348,https://www.adzuna.com/details/5675211476?utm_medium=api&utm_source=abfa41a4,Nurse Practitioner Primary Care Cleveland Ohio,41.45014,Adzuna::API::Response::Job,2026-03-22T09:26:29Z,95557.33,95557.33,Adzuna::API::Response::Location,"['US', 'Ohio', 'Cuyahoga County', 'Westlake']","Westlake, Cuyahoga County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,HarmonyCares,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMTQ4NyIsInMiOiIwcHByTnZZbDhSRzE4cmV3cWIwbUJRIn0.KV63o03zH_ueDzjOOj8Fvc-N6aQ4LF-DTDfNKl3pKkM,5675211487,1,"Overview HarmonyCares is a leading national value-based provider of in-home primary care services for people with complex healthcare needs. Headquartered out of Troy, Michigan, HarmonyCares operates home-based primary care practices in 14 states. HarmonyCares employs more than 200 primary care providers to deliver patient-centered care under an integrated, team-based, physician-driven model. Our Mission - To bring personalized, quality-based healthcare to the home of patients who have difficult…",-81.221719,https://www.adzuna.com/details/5675211487?utm_medium=api&utm_source=abfa41a4,Nurse Practitioner (NP) - St. Johns / Flagler Counties,29.578065,Adzuna::API::Response::Job,2026-03-22T09:26:29Z,86319.22,86319.22,Adzuna::API::Response::Location,"['US', 'Florida', 'Flagler County', 'Palm Coast']","Palm Coast, Flagler County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,HarmonyCares,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMHBwck52WWw4UkcxOHJld3FiMG1CUSIsImkiOiI1Njc1MjExNDcwIn0.ySrovm7gxa-6Sxij4tseSwtmMmpNarFq1zOfuapHlEI,5675211470,1,"Overview HarmonyCares is a leading national value-based provider of in-home primary care services for people with complex healthcare needs. Headquartered out of Troy, Michigan, HarmonyCares operates home-based primary care practices in 14 states. HarmonyCares employs more than 200 primary care providers to deliver patient-centered care under an integrated, team-based, physician-driven model. Our Mission - To bring personalized, quality-based healthcare to the home of patients who have difficult…",-84.646828,https://www.adzuna.com/details/5675211470?utm_medium=api&utm_source=abfa41a4,PRN Family Nurse Practitioner-Per Visit,38.988477,Adzuna::API::Response::Job,2026-03-22T09:26:29Z,75329.54,75329.54,Adzuna::API::Response::Location,"['US', 'Kentucky', 'Boone County', 'Hopeful Heights']","Hopeful Heights, Boone County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,HarmonyCares,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMHBwck52WWw4UkcxOHJld3FiMG1CUSIsImkiOiI1Njc1MjExNDg1In0.wxo8IffMapbY3WdYKanZnNIGzqAIPVD3YSNNQP_jU4w,5675211485,1,"Overview HarmonyCares is a leading national value-based provider of in-home primary care services for people with complex healthcare needs. Headquartered out of Troy, Michigan, HarmonyCares operates home-based primary care practices in 14 states. HarmonyCares employs more than 200 primary care providers to deliver patient-centered care under an integrated, team-based, physician-driven model. Our Mission - To bring personalized, quality-based healthcare to the home of patients who have difficult…",-81.59322,https://www.adzuna.com/details/5675211485?utm_medium=api&utm_source=abfa41a4,Nurse Practitioner Primary Care Cleveland Ohio,41.4255,Adzuna::API::Response::Job,2026-03-22T09:26:29Z,94643.85,94643.85,Adzuna::API::Response::Location,"['US', 'Ohio', 'Cuyahoga County', 'Garfield']","Garfield, Cuyahoga County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,HarmonyCares,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2dOX05fWWw4UkcxOHJld3FiMG1CUSIsImkiOiI1Njc1MjExNDc3In0.cSZCbVuEGwFaMWfNw2DXkW-RJr2CJm1iquRW1MRLABU,5675211477,1,"Overview HarmonyCares is a leading national value-based provider of in-home primary care services for people with complex healthcare needs. Headquartered out of Troy, Michigan, HarmonyCares operates home-based primary care practices in 14 states. HarmonyCares employs more than 200 primary care providers to deliver patient-centered care under an integrated, team-based, physician-driven model. Our Mission - To bring personalized, quality-based healthcare to the home of patients who have difficult…",-84.978465,https://www.adzuna.com/details/5675211477?utm_medium=api&utm_source=abfa41a4,PRN Family Nurse Practitioner Home Visits,32.472589,Adzuna::API::Response::Job,2026-03-22T09:26:29Z,138538.22,138538.22,Adzuna::API::Response::Location,"['US', 'Alabama', 'Russell County', 'Phenix City']","Phenix City, Russell County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,HarmonyCares,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMTQ4MCIsInMiOiJnZ05fTl9ZbDhSRzE4cmV3cWIwbUJRIn0.M6-VK0oGgGyRaHXnXjJuOmbtL7hn7RQrGV13-Zv_H3w,5675211480,1,"Overview HarmonyCares is a leading national value-based provider of in-home primary care services for people with complex healthcare needs. Headquartered out of Troy, Michigan, HarmonyCares operates home-based primary care practices in 14 states. HarmonyCares employs more than 200 primary care providers to deliver patient-centered care under an integrated, team-based, physician-driven model. Our Mission - To bring personalized, quality-based healthcare to the home of patients who have difficult…",-84.29124,https://www.adzuna.com/details/5675211480?utm_medium=api&utm_source=abfa41a4,Nurse Practitioner Primary Care Cincinnati Ohio,39.08148,Adzuna::API::Response::Job,2026-03-22T09:26:29Z,122415.77,122415.77,Adzuna::API::Response::Location,"['US', 'Ohio', 'Hamilton County', 'Mount Carmel']","Mount Carmel, Hamilton County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,HarmonyCares,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMTQ3NCIsInMiOiJnZ05fTl9ZbDhSRzE4cmV3cWIwbUJRIn0.8xb1wlGzPZ3YE5FXXqAYIjRjKQENctcPsr-JkZ9KXZE,5675211474,1,"Overview HarmonyCares is a leading national value-based provider of in-home primary care services for people with complex healthcare needs. Headquartered out of Troy, Michigan, HarmonyCares operates home-based primary care practices in 14 states. HarmonyCares employs more than 200 primary care providers to deliver patient-centered care under an integrated, team-based, physician-driven model. Our Mission - To bring personalized, quality-based healthcare to the home of patients who have difficult…",-85.564608,https://www.adzuna.com/details/5675211474?utm_medium=api&utm_source=abfa41a4,"CHA - Nurse Practitioner, Specialty Programs - Per Visit",42.201074,Adzuna::API::Response::Job,2026-03-22T09:26:29Z,145593.9,145593.9,Adzuna::API::Response::Location,"['US', 'Michigan', 'Kalamazoo County', 'Portage']","Portage, Kalamazoo County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,HarmonyCares,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMTQ3OCIsInMiOiJnZ05fTl9ZbDhSRzE4cmV3cWIwbUJRIn0.U_M6ikezK0pQVSllsB0BTcQM4v3te-7MCQ8I5uRTeaM,5675211478,1,"Overview HarmonyCares is a leading national value-based provider of in-home primary care services for people with complex healthcare needs. Headquartered out of Troy, Michigan, HarmonyCares operates home-based primary care practices in 14 states. HarmonyCares employs more than 200 primary care providers to deliver patient-centered care under an integrated, team-based, physician-driven model. Our Mission - To bring personalized, quality-based healthcare to the home of patients who have difficult…",-82.340884,https://www.adzuna.com/details/5675211478?utm_medium=api&utm_source=abfa41a4,"PRN Nurse Practitioner -(Remote) Per Visit Health Risk Assessments in Aiken, South Carolina and Surrounding areas (Candidate must live in SC)",34.829463,Adzuna::API::Response::Job,2026-03-22T09:26:29Z,112672.03,112672.03,Adzuna::API::Response::Location,"['US', 'South Carolina', 'Greenville County', 'Batesville']","Batesville, Greenville County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,HarmonyCares,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMTQ4NiIsInMiOiJnZ05fTl9ZbDhSRzE4cmV3cWIwbUJRIn0.TzD94ucb3yRTuVa_t40xRLshF3QEUs_DPVioV3qVHms,5675211486,1,"Overview HarmonyCares is a leading national value-based provider of in-home primary care services for people with complex healthcare needs. Headquartered out of Troy, Michigan, HarmonyCares operates home-based primary care practices in 14 states. HarmonyCares employs more than 200 primary care providers to deliver patient-centered care under an integrated, team-based, physician-driven model. Our Mission - To bring personalized, quality-based healthcare to the home of patients who have difficult…",-85.317908,https://www.adzuna.com/details/5675211486?utm_medium=api&utm_source=abfa41a4,"CHA - Nurse Practitioner, Specialty Programs - Per Visit",42.117462,Adzuna::API::Response::Job,2026-03-22T09:26:29Z,117204.96,117204.96,Adzuna::API::Response::Location,"['US', 'Michigan', 'Calhoun County', 'Athens']","Athens, Calhoun County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,HarmonyCares,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2dOX05fWWw4UkcxOHJld3FiMG1CUSIsImkiOiI1Njc1MjExNDg5In0.DJa0TfmS7Ql3OaQUoO5v87kqemqBXWhePDwKIpdP4sM,5675211489,1,"Overview HarmonyCares is a leading national value-based provider of in-home primary care services for people with complex healthcare needs. Headquartered out of Troy, Michigan, HarmonyCares operates home-based primary care practices in 14 states. HarmonyCares employs more than 200 primary care providers to deliver patient-centered care under an integrated, team-based, physician-driven model. Our Mission - To bring personalized, quality-based healthcare to the home of patients who have difficult…",-81.85578,https://www.adzuna.com/details/5675211489?utm_medium=api&utm_source=abfa41a4,Nurse Practitioner Primary Care Cleveland Ohio,41.12862,Adzuna::API::Response::Job,2026-03-22T09:26:29Z,112709.43,112709.43,Adzuna::API::Response::Location,"['US', 'Ohio', 'Medina County', 'Briarwood Beach']","Briarwood Beach, Medina County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,HarmonyCares,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMTQ4MyIsInMiOiJnZ05fTl9ZbDhSRzE4cmV3cWIwbUJRIn0.XppJye8JnJo3crtA1xihmSnVYzlmKi_gnR04xRGLQYU,5675211483,1,"Overview HarmonyCares is a leading national value-based provider of in-home primary care services for people with complex healthcare needs. Headquartered out of Troy, Michigan, HarmonyCares operates home-based primary care practices in 14 states. HarmonyCares employs more than 200 primary care providers to deliver patient-centered care under an integrated, team-based, physician-driven model. Our Mission - To bring personalized, quality-based healthcare to the home of patients who have difficult…",-81.54996,https://www.adzuna.com/details/5675211483?utm_medium=api&utm_source=abfa41a4,Nurse Practitioner Primary Care Cleveland Ohio,41.50446,Adzuna::API::Response::Job,2026-03-22T09:26:29Z,100607.01,100607.01,Adzuna::API::Response::Location,"['US', 'Ohio', 'Cuyahoga County', 'Shaker Heights']","Shaker Heights, Cuyahoga County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,HarmonyCares,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMTQ3MiIsInMiOiJnZ05fTl9ZbDhSRzE4cmV3cWIwbUJRIn0.NE14x8ezzi8yXC2MPSB5m0X4ewqW5QPx8ZkkXaZIsAM,5675211472,1,"Overview HarmonyCares is a leading national value-based provider of in-home primary care services for people with complex healthcare needs. Headquartered out of Troy, Michigan, HarmonyCares operates home-based primary care practices in 14 states. HarmonyCares employs more than 200 primary care providers to deliver patient-centered care under an integrated, team-based, physician-driven model. Our Mission - To bring personalized, quality-based healthcare to the home of patients who have difficult…",-81.67516,https://www.adzuna.com/details/5675211472?utm_medium=api&utm_source=abfa41a4,Nurse Practitioner Primary Care Cleveland Ohio,41.32097,Adzuna::API::Response::Job,2026-03-22T09:26:29Z,100814.08,100814.08,Adzuna::API::Response::Location,"['US', 'Ohio', 'Cuyahoga County', 'Broadview Heights']","Broadview Heights, Cuyahoga County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,HarmonyCares,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2dOX05fWWw4UkcxOHJld3FiMG1CUSIsImkiOiI1Njc1MjExNDc5In0.7nOEtuhspNn-13hpqENrpD-Z_2ibFkJaQgYo8wsUnuE,5675211479,1,"Overview HarmonyCares is a leading national value-based provider of in-home primary care services for people with complex healthcare needs. Headquartered out of Troy, Michigan, HarmonyCares operates home-based primary care practices in 14 states. HarmonyCares employs more than 200 primary care providers to deliver patient-centered care under an integrated, team-based, physician-driven model. Our Mission - To bring personalized, quality-based healthcare to the home of patients who have difficult…",-93.618919,https://www.adzuna.com/details/5675211479?utm_medium=api&utm_source=abfa41a4,"Nurse Practitioner - Per Visit PRN Health Risk assessments in Cedar Rapids, Iowa",41.585685,Adzuna::API::Response::Job,2026-03-22T09:26:29Z,165707.38,165707.38,Adzuna::API::Response::Location,"['US', 'Iowa', 'Polk County', 'Des Moines']","Des Moines, Polk County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,HarmonyCares,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMTQ5MCIsInMiOiJnZ05fTl9ZbDhSRzE4cmV3cWIwbUJRIn0.8NXDkcCOxJC8ZLSxcvq_QxjlULsdPlzSdHm81DaAEZs,5675211490,1,"Overview HarmonyCares is a leading national value-based provider of in-home primary care services for people with complex healthcare needs. Headquartered out of Troy, Michigan, HarmonyCares operates home-based primary care practices in 14 states. HarmonyCares employs more than 200 primary care providers to deliver patient-centered care under an integrated, team-based, physician-driven model. Our Mission - To bring personalized, quality-based healthcare to the home of patients who have difficult…",-85.504222,https://www.adzuna.com/details/5675211490?utm_medium=api&utm_source=abfa41a4,"CHA - Nurse Practitioner, Specialty Programs - Per Visit",42.117872,Adzuna::API::Response::Job,2026-03-22T09:26:29Z,125725.06,125725.06,Adzuna::API::Response::Location,"['US', 'Michigan', 'Kalamazoo County', 'Vicksburg']","Vicksburg, Kalamazoo County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,HarmonyCares,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2dOX05fWWw4UkcxOHJld3FiMG1CUSIsImkiOiI1Njc1MjExNDY5In0.wWhHH7mO1285lkOgvXmWBa-BeSRNzZybJtvzrNuWMVs,5675211469,1,"Come care with us at West Coast University! As a Nursing Faculty member for a certified Great Place to Work, you will guide nursing students to do more than change their own lives – you will help change the lives of every patient they treat throughout their career in healthcare. At West Coast University you will have the opportunity to share your success story with the next generation of nurses as a key member of our student-centered, innovative community! You will make an impact by: Serving as…",-96.708505,https://www.adzuna.com/details/5675211469?utm_medium=api&utm_source=abfa41a4,Nursing Clinical Faculty - Full-time,32.949602,Adzuna::API::Response::Job,2026-03-22T09:26:25Z,85523.66,85523.66,Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas', 'Buckingham']","Buckingham, Dallas",Teaching Jobs,teaching-jobs,Adzuna::API::Response::Category,West Coast University,Adzuna::API::Response::Company,
,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3NTIxMTQ2MSIsInMiOiJnZ05fTl9ZbDhSRzE4cmV3cWIwbUJRIn0.w71tJif-uKl_cmbHO81xtjWyFcFBitfxrm_pMLzc20U,5675211461,1,"DescriptionSummary:The RN 1 Act Med Sg D MFH Tyler A is responsible for patient assessment, patient care planning, and provision of quality nursing care to an assigned group of patients for a defined work period. Do not wait to apply after reading this description a high application volume is expected for this opportunity. Provides professional nursing care for the comfort and well-being of patients. Prepares equipment and assists physician during examinations and treatments. Administers prescr…",-95.294803,https://www.adzuna.com/details/5675211461?utm_medium=api&utm_source=abfa41a4,"RN, Registered Nurse - Med/Surg",32.325203,Adzuna::API::Response::Job,2026-03-22T09:26:15Z,11548.04,11548.04,Adzuna::API::Response::Location,"['US', 'Texas', 'Smith County', 'Tyler']","Tyler, Smith County",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category,CHRISTUS Health,Adzuna::API::Response::Company,
