title,longitude,id,created,latitude,adref,redirect_url,contract_time,salary_min,description,salary_max,__CLASS__,salary_is_predicted,company.__CLASS__,company.display_name,category.tag,category.__CLASS__,category.label,location.display_name,location.__CLASS__,location.area,contract_type
Merchandising Sales Associate,-90.901681,5757383956,2026-06-09T10:49:06Z,43.549171,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibUlFYzlSMWs4UkdzTnI4RTJUWVlWUSIsImkiOiI1NzU3MzgzOTU2In0.vuvE5I_fyC5m7gERFKxrDA9YmSYNhm1FN_i-6evpNuY,https://www.adzuna.com/details/5757383956?utm_medium=api&utm_source=abfa41a4,,47928.33,"The Field Activity Support Team (FAST) Team Member is responsible for traveling to stores within an assigned district to own and execute start to finish variable tasks such as planograms, as well as provide support for other tasks including merchan Sales Associate, Merchandising, Customer Experience, Sales, Associate, Team Member, Retail",47928.33,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Tractor Supply Company,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"Viroqua, Vernon County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Vernon County', 'Viroqua']",
Retail Sales Associate Full Time,-74.018936,5757383975,2026-06-09T10:49:06Z,40.289708,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibUlFYzlSMWs4UkdzTnI4RTJUWVlWUSIsImkiOiI1NzU3MzgzOTc1In0.bVFVFWYIXSiq-1mLzuqkFNG4Lwfo1i5gUdWYVMF6p1o,https://www.adzuna.com/details/5757383975?utm_medium=api&utm_source=abfa41a4,part_time,49717.43,"PetSmart does Anything for Pets - JOIN OUR TEAM! Retail Sales Associate Full Time About Life at PetSmart At PetSmart, Anything for Pets begins with our people. Every associate plays a vital role in creating meaningful experiences for pets and their families, and we empower our teams with the tools, resources, and opportunities to grow and succeed. Benefits that benefit you * Paid Weekly * Health & Wellness Benefits* * 401k Plan with company match * Paid Time off for full-time associates * Assoc…",49717.43,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,PetSmart,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"West Long Branch, Monmouth County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Monmouth County', 'West Long Branch']",
Retail Sales Associate Full Time,-122.69753,5757383894,2026-06-09T10:49:06Z,38.34896,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibUlFYzlSMWs4UkdzTnI4RTJUWVlWUSIsImkiOiI1NzU3MzgzODk0In0.dF3LvPPZRskJZMu59OEyGxjD28gE4x830mhieKIcMHw,https://www.adzuna.com/details/5757383894?utm_medium=api&utm_source=abfa41a4,part_time,41607.98,"PetSmart does Anything for Pets - JOIN OUR TEAM! Retail Sales Associate Full Time About Life at PetSmart At PetSmart, Anything for Pets begins with our people. Every associate plays a vital role in creating meaningful experiences for pets and their families, and we empower our teams with the tools, resources, and opportunities to grow and succeed. Benefits that benefit you * Paid Weekly * Health & Wellness Benefits* * 401k Plan with company match * Paid Time off for full-time associates * Assoc…",41607.98,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,PetSmart,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"Cotati, Sonoma County",Adzuna::API::Response::Location,"['US', 'California', 'Sonoma County', 'Cotati']",
Customer Service Associate II,-85.090391,5757383966,2026-06-09T10:49:06Z,33.579162,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM4Mzk2NiIsInMiOiJtSUVjOVIxazhSR3NOcjhFMlRZWVZRIn0.wn9fT8l3R83s-leGynyGw6Mbsg9a-Pcfz0ljRESoNLg,https://www.adzuna.com/details/5757383966?utm_medium=api&utm_source=abfa41a4,,43688.04,"Your positive, friendly disposition and eagerness to get things done make you the right person for our Customer Service Associate II position. Join our team today and lets create an inviting shopping experience for our customers. Your Role:As a Cus Customer Service, Associate, Service, Operations, Customer, Retail",43688.04,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,"Dollar Tree Family Dollar - Dollar Tree, Inc.",customer-services-jobs,Adzuna::API::Response::Category,Customer Services Jobs,"Carrollton, Carroll County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Carroll County', 'Carrollton']",
Customer Service/Sales,-94.808785,5757383901,2026-06-09T10:49:06Z,39.750793,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibUlFYzlSMWs4UkdzTnI4RTJUWVlWUSIsImkiOiI1NzU3MzgzOTAxIn0.Mw1sk0eqtPWs4BNh0S4hvhDL0yjuPdOiU47ukETEEl8,https://www.adzuna.com/details/5757383901?utm_medium=api&utm_source=abfa41a4,,61394.06,"Customer Service/ Sales associates provide fast, friendly service by actively seeking out customers to assess their needs and provide assistance. These associates learn about products using our tools, and provide information to customers in order to Customer Service, Sales Associate, Sales Specialist, Sales, Retail, Customer",61394.06,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,"The Home Depot, Inc.",retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"Country Club, Buchanan County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Buchanan County', 'Country Club']",
Retail Sales Associate Part Time,-74.9376,5757383958,2026-06-09T10:49:06Z,39.80742,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibUlFYzlSMWs4UkdzTnI4RTJUWVlWUSIsImkiOiI1NzU3MzgzOTU4In0.xV_xApyI3ROkk3MVfRaY4wD1fbNQ_dGDWAvxwtV7Vdg,https://www.adzuna.com/details/5757383958?utm_medium=api&utm_source=abfa41a4,part_time,48336.68,"PetSmart does Anything for Pets - JOIN OUR TEAM! Retail Sales Associate Part Time About Life at PetSmart At PetSmart, Anything for Pets begins with our people. Every associate plays a vital role in creating meaningful experiences for pets and their families, and we empower our teams with the tools, resources, and opportunities to grow and succeed. Benefits that benefit you * Paid Weekly * Health & Wellness Benefits* * 401k Plan with company match * Paid Time off for full-time associates * Assoc…",48336.68,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,PetSmart,part-time-jobs,Adzuna::API::Response::Category,Part time Jobs,"East Berlin, Camden County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Camden County', 'East Berlin']",
Merchandising Sales Associate,-91.689521,5757383943,2026-06-09T10:49:06Z,41.299402,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM4Mzk0MyIsInMiOiJtSUVjOVIxazhSR3NOcjhFMlRZWVZRIn0.nQfPDLUWeaLLcknOZSo8p22sirEqV-5PvxYeS5pg2A8,https://www.adzuna.com/details/5757383943?utm_medium=api&utm_source=abfa41a4,,41219.91,"The Field Activity Support Team (FAST) Team Member is responsible for traveling to stores within an assigned district to own and execute start to finish variable tasks such as planograms, as well as provide support for other tasks including merchan Sales Associate, Merchandising, Customer Experience, Sales, Associate, Team Member, Retail",41219.91,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Tractor Supply Company,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"Washington, Washington County",Adzuna::API::Response::Location,"['US', 'Iowa', 'Washington County', 'Washington']",
Retail Sales Associate Part Time,-90.3945,5757383960,2026-06-09T10:49:06Z,36.75552,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM4Mzk2MCIsInMiOiJtSUVjOVIxazhSR3NOcjhFMlRZWVZRIn0.tYzclwf1QUNzM6WMHmei4k8S_EX0cF5s-amffWU8hsE,https://www.adzuna.com/details/5757383960?utm_medium=api&utm_source=abfa41a4,part_time,56681.21,"PetSmart does Anything for Pets - JOIN OUR TEAM! Retail Sales Associate Part Time About Life at PetSmart At PetSmart, Anything for Pets begins with our people. Every associate plays a vital role in creating meaningful experiences for pets and their families, and we empower our teams with the tools, resources, and opportunities to grow and succeed. Benefits that benefit you * Paid Weekly * Health & Wellness Benefits* * 401k Plan with company match * Paid Time off for full-time associates * Assoc…",56681.21,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,PetSmart,part-time-jobs,Adzuna::API::Response::Category,Part time Jobs,"Poplar Bluff, Butler County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Butler County', 'Poplar Bluff']",
Retail Sales Associate Part Time,-82.2996,5757383944,2026-06-09T10:49:06Z,27.9141,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM4Mzk0NCIsInMiOiJtSUVjOVIxazhSR3NOcjhFMlRZWVZRIn0.P7CZzGY1BmkAJDfSjv-82Affu28TWT7oe9ayw-gT61Q,https://www.adzuna.com/details/5757383944?utm_medium=api&utm_source=abfa41a4,part_time,44876.86,"PetSmart does Anything for Pets - JOIN OUR TEAM! Retail Sales Associate Part Time About Life at PetSmart At PetSmart, Anything for Pets begins with our people. Every associate plays a vital role in creating meaningful experiences for pets and their families, and we empower our teams with the tools, resources, and opportunities to grow and succeed. Benefits that benefit you * Paid Weekly * Health & Wellness Benefits* * 401k Plan with company match * Paid Time off for full-time associates * Assoc…",44876.86,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,PetSmart,part-time-jobs,Adzuna::API::Response::Category,Part time Jobs,"Brandon, Hillsborough County",Adzuna::API::Response::Location,"['US', 'Florida', 'Hillsborough County', 'Brandon']",
Customer Service Associate I,-83.108716,5757383925,2026-06-09T10:49:06Z,29.635905,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM4MzkyNSIsInMiOiJtSUVjOVIxazhSR3NOcjhFMlRZWVZRIn0.IVKB-AG6frY3lZXgDlZAlRI3gcB-JgIH_HTTZpcoatg,https://www.adzuna.com/details/5757383925?utm_medium=api&utm_source=abfa41a4,,36758.82,"Were seeking a Customer Service Associate to join our team and deliver a great shopping experience for every customer. Duties include, but are not limited to, the following: Assist customers with questions and recommendations Manage sales transactio Customer Service, Associate, Service, Retail, Customer",36758.82,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,"Dollar Tree Family Dollar - Dollar Tree, Inc.",retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"Cross City, Dixie County",Adzuna::API::Response::Location,"['US', 'Florida', 'Dixie County', 'Cross City']",
Retail Sales Associate Full Time,-88.01868,5757383941,2026-06-09T10:49:06Z,42.96,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM4Mzk0MSIsInMiOiJtSUVjOVIxazhSR3NOcjhFMlRZWVZRIn0.-WmOhEcX0fwrOnZ47GNh2CYLiKCIgfcumiqOTfrAW1U,https://www.adzuna.com/details/5757383941?utm_medium=api&utm_source=abfa41a4,part_time,43677.38,"PetSmart does Anything for Pets - JOIN OUR TEAM! Retail Sales Associate Full Time About Life at PetSmart At PetSmart, Anything for Pets begins with our people. Every associate plays a vital role in creating meaningful experiences for pets and their families, and we empower our teams with the tools, resources, and opportunities to grow and succeed. Benefits that benefit you * Paid Weekly * Health & Wellness Benefits* * 401k Plan with company match * Paid Time off for full-time associates * Assoc…",43677.38,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,PetSmart,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"Greendale, Milwaukee County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Milwaukee County', 'Greendale']",
Customer Service/Sales,-84.33508,5757383880,2026-06-09T10:49:06Z,32.905968,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM4Mzg4MCIsInMiOiJtSUVjOVIxazhSR3NOcjhFMlRZWVZRIn0.UJ2lIYBVS9E8NDn-RRmWibOCnXo9anN9TGfBazgxhCY,https://www.adzuna.com/details/5757383880?utm_medium=api&utm_source=abfa41a4,,46952.93,"Customer Service/ Sales associates provide fast, friendly service by actively seeking out customers to assess their needs and provide assistance. These associates learn about products using our tools, and provide information to customers in order to Customer Service, Sales Associate, Sales Specialist, Sales, Retail, Customer",46952.93,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,"The Home Depot, Inc.",retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"Thomaston, Upson County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Upson County', 'Thomaston']",
Retail Sales Associate Full Time,-85.7694,5757383969,2026-06-09T10:49:06Z,38.3109,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibUlFYzlSMWs4UkdzTnI4RTJUWVlWUSIsImkiOiI1NzU3MzgzOTY5In0.1CfrQCHY8oWXYh4STzDRaBqa6sklXOFdBt58uFsWy3U,https://www.adzuna.com/details/5757383969?utm_medium=api&utm_source=abfa41a4,part_time,41426.29,"PetSmart does Anything for Pets - JOIN OUR TEAM! Retail Sales Associate Full Time About Life at PetSmart At PetSmart, Anything for Pets begins with our people. Every associate plays a vital role in creating meaningful experiences for pets and their families, and we empower our teams with the tools, resources, and opportunities to grow and succeed. Benefits that benefit you * Paid Weekly * Health & Wellness Benefits* * 401k Plan with company match * Paid Time off for full-time associates * Assoc…",41426.29,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,PetSmart,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"Jeffersonville, Clark County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Clark County', 'Jeffersonville']",
Crew Leader,-98.204689,5757383963,2026-06-09T10:49:06Z,38.345042,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM4Mzk2MyIsInMiOiJtSUVjOVIxazhSR3NOcjhFMlRZWVZRIn0.dHkP5qRH1n7TpuhTnYKGCgRcUlPdO9Tu-glH2mHhibo,https://www.adzuna.com/details/5757383963?utm_medium=api&utm_source=abfa41a4,,19473.1,"Fun. Flexible hours. Great pay. Fantastic people. Professional fulfillment. That uniquely cool SONIC uniform. Can this possibly get any better? YES IT CAN! Like a Chili Cheese Coney, the SONIC Drive-In Restaurant Team Member position is a savory plethora of food service responsibilities rolled into one. You'll work Fountain & Frozen, Food Production, Grill, Fryer, Switchboard and, if applicable, Drive-Thru. SONIC Drive-In is a food service mecca, and our Restaurant Team Member is at the center.…",19473.1,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Sonic Drive-In,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,"Lyons, Rice County",Adzuna::API::Response::Location,"['US', 'Kansas', 'Rice County', 'Lyons']",
Senior Retail Sales Associate (Full Time),-82.471808,5757383887,2026-06-09T10:49:06Z,34.932533,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM4Mzg4NyIsInMiOiJtSUVjOVIxazhSR3NOcjhFMlRZWVZRIn0.-Tmab1qKNp9QjlH7OnC-b9nWP5SDWz0Jo21lNqBC8hk,https://www.adzuna.com/details/5757383887?utm_medium=api&utm_source=abfa41a4,full_time,44094.73,"AutoZone's Full-Time Senior Retail Sales Associate drives sales through superior customer service by exceeding customer expectations and providing a WOW! Customer Service experience. While assisting customers, the Senior Retail Sales Associate will p Retail Sales Associate, Sales Associate, Retail Sales, Customer Service, Senior, Retail, Automotive",44094.73,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,"AutoZone, Inc.",retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"Travelers Rest, Greenville County",Adzuna::API::Response::Location,"['US', 'South Carolina', 'Greenville County', 'Travelers Rest']",
Merchandising Sales Associate,-90.158421,5757383884,2026-06-09T10:49:06Z,32.239037,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicHFZZjloMWs4Ukd1ZnJzOW1ycmdIQSIsImkiOiI1NzU3MzgzODg0In0.11vyMnfkKgLXmyw888tpPUg0cDTV3QJst8QLF-pPF8Y,https://www.adzuna.com/details/5757383884?utm_medium=api&utm_source=abfa41a4,,29455.78,"The Field Activity Support Team (FAST) Team Member is responsible for traveling to stores within an assigned district to own and execute start to finish variable tasks such as planograms, as well as provide support for other tasks including merchan Sales Associate, Merchandising, Customer Experience, Sales, Associate, Team Member, Retail",29455.78,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Tractor Supply Company,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"Richland, Rankin County",Adzuna::API::Response::Location,"['US', 'Mississippi', 'Rankin County', 'Richland']",
Merchandising Sales Associate,-84.892517,5757383964,2026-06-09T10:49:06Z,39.832739,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM4Mzk2NCIsInMiOiJwcVlmOWgxazhSR3VmcnM5bXJyZ0hBIn0.Mg5vFK0w23_uwwGT9BezToIJPftDzC1ghAg32v6aryw,https://www.adzuna.com/details/5757383964?utm_medium=api&utm_source=abfa41a4,,37558.9,"The Field Activity Support Team (FAST) Team Member is responsible for traveling to stores within an assigned district to own and execute start to finish variable tasks such as planograms, as well as provide support for other tasks including merchan Sales Associate, Merchandising, Customer Experience, Sales, Associate, Team Member, Retail",37558.9,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Tractor Supply Company,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"Richmond Square, Wayne County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Wayne County', 'Richmond Square']",
Customer Service/Sales,-73.503589,5757383913,2026-06-09T10:49:06Z,40.816433,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM4MzkxMyIsInMiOiJwcVlmOWgxazhSR3VmcnM5bXJyZ0hBIn0.XzrHYXXgADo-AduGt6dmuH5_8dpFMWIrWowzaxV2UQQ,https://www.adzuna.com/details/5757383913?utm_medium=api&utm_source=abfa41a4,,50772.82,"Customer Service/ Sales associates provide fast, friendly service by actively seeking out customers to assess their needs and provide assistance. These associates learn about products using our tools, and provide information to customers in order to Customer Service, Sales Associate, Sales Specialist, Sales, Retail, Customer",50772.82,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,"The Home Depot, Inc.",retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"Syosset, Nassau County",Adzuna::API::Response::Location,"['US', 'New York', 'Nassau County', 'Syosset']",
Team Member,-83.716964,5757383915,2026-06-09T10:49:06Z,31.13098,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM4MzkxNSIsInMiOiJwcVlmOWgxazhSR3VmcnM5bXJyZ0hBIn0.S0onTPp0wy-XjxlrmnnZW2htbA0HlQXpKjMGuG3FN9Q,https://www.adzuna.com/details/5757383915?utm_medium=api&utm_source=abfa41a4,,34660.43,"The Team Member is responsible for interacting with customers and team members, supporting selling initiatives and performing assigned tasks, while delivering a Legendary Customer Experience. Do you love the life out here and want to share it with ot Team Member, Customer Experience, Retail, Skills",34660.43,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Tractor Supply Company,customer-services-jobs,Adzuna::API::Response::Category,Customer Services Jobs,"Riverside, Colquitt County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Colquitt County', 'Riverside']",
Merchandising Sales Associate,-80.88124,5757383877,2026-06-09T10:49:06Z,35.68261,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM4Mzg3NyIsInMiOiJwcVlmOWgxazhSR3VmcnM5bXJyZ0hBIn0.W-2mZqHdNoqj-kQhgxBJwYp-42htULS3OWBuq6W2syo,https://www.adzuna.com/details/5757383877?utm_medium=api&utm_source=abfa41a4,,32306.67,"The Field Activity Support Team (FAST) Team Member is responsible for traveling to stores within an assigned district to own and execute start to finish variable tasks such as planograms, as well as provide support for other tasks including merchan Sales Associate, Merchandising, Customer Experience, Sales, Associate, Team Member, Retail",32306.67,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Tractor Supply Company,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"Troutman, Iredell County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Iredell County', 'Troutman']",
Team Member,-84.0198,5757383893,2026-06-09T10:49:06Z,33.6831,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicHFZZjloMWs4Ukd1ZnJzOW1ycmdIQSIsImkiOiI1NzU3MzgzODkzIn0.WxyZtW0Uc12w43JLpJ1R83q8ChwMCvUV-ndQPie5cpM,https://www.adzuna.com/details/5757383893?utm_medium=api&utm_source=abfa41a4,,38693.17,"The Team Member is responsible for interacting with customers and team members, supporting selling initiatives and performing assigned tasks, while delivering a Legendary Customer Experience. Do you love the life out here and want to share it with ot Team Member, Customer Experience, Retail, Skills",38693.17,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Tractor Supply Company,customer-services-jobs,Adzuna::API::Response::Category,Customer Services Jobs,"Conyers, Rockdale County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Rockdale County', 'Conyers']",
Customer Service Representative,-81.591821,5757383929,2026-06-09T10:49:06Z,28.533458,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM4MzkyOSIsInMiOiJwcVlmOWgxazhSR3VmcnM5bXJyZ0hBIn0._a-4nReLNqDOK9bQM_uWBVKv5lZ3i_jHw92Qh0D31Rw,https://www.adzuna.com/details/5757383929?utm_medium=api&utm_source=abfa41a4,part_time,27299.88,"Store 2707490: 14990 W Colonial Dr, Winter Garden, Florida 34787 Shift Availability Evenings & Overnight Time Type Part time Customer Service Representative We want you to join our team as a Customer Service Representative. If you have the desire to be challenged, work in a fast-paced, fun environment and to grow your career - look no further. As a Customer Service Representative, you will enjoy: * Medical, Vision, Dental, & Life Insurance/Short & Long Term Disability * Flexible Schedules * Wee…",27299.88,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,"Circle K Stores, Inc.",retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"Winter Garden, Orange County",Adzuna::API::Response::Location,"['US', 'Florida', 'Orange County', 'Winter Garden']",
Merchandising Sales Associate,-89.759895,5757383890,2026-06-09T10:49:06Z,45.864973,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicHFZZjloMWs4Ukd1ZnJzOW1ycmdIQSIsImkiOiI1NzU3MzgzODkwIn0.WiDNUXGCnmXwrQXnfIMwSpwS_2fCKpRIQSggRIdxuJs,https://www.adzuna.com/details/5757383890?utm_medium=api&utm_source=abfa41a4,,41210.08,"The Field Activity Support Team (FAST) Team Member is responsible for traveling to stores within an assigned district to own and execute start to finish variable tasks such as planograms, as well as provide support for other tasks including merchan Sales Associate, Merchandising, Customer Experience, Sales, Associate, Team Member, Retail",41210.08,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Tractor Supply Company,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"Minocqua, Oconto County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Oconto County', 'Minocqua']",
Retail Sales Associate Full Time,-83.259196,5757383954,2026-06-09T10:49:06Z,42.4756,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM4Mzk1NCIsInMiOiJwcVlmOWgxazhSR3VmcnM5bXJyZ0hBIn0.voeWOZn_UHokGXYiclwAiiJkSMH5q5_Zw6Pp2hFx25k,https://www.adzuna.com/details/5757383954?utm_medium=api&utm_source=abfa41a4,part_time,37848.46,"PetSmart does Anything for Pets - JOIN OUR TEAM! Retail Sales Associate Full Time About Life at PetSmart At PetSmart, Anything for Pets begins with our people. Every associate plays a vital role in creating meaningful experiences for pets and their families, and we empower our teams with the tools, resources, and opportunities to grow and succeed. Benefits that benefit you * Paid Weekly * Health & Wellness Benefits* * 401k Plan with company match * Paid Time off for full-time associates * Assoc…",37848.46,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,PetSmart,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"Lathrup Village, Oakland County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Oakland County', 'Lathrup Village']",
Retail Sales Associate Full Time,-76.871671,5757383970,2026-06-09T10:49:06Z,40.813739,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM4Mzk3MCIsInMiOiJwcVlmOWgxazhSR3VmcnM5bXJyZ0hBIn0.7oarc8VeqRVHTjp7xMIV1TMa61z8JKqiUAy0F9nlFF4,https://www.adzuna.com/details/5757383970?utm_medium=api&utm_source=abfa41a4,part_time,45500.61,"PetSmart does Anything for Pets - JOIN OUR TEAM! Retail Sales Associate Full Time About Life at PetSmart At PetSmart, Anything for Pets begins with our people. Every associate plays a vital role in creating meaningful experiences for pets and their families, and we empower our teams with the tools, resources, and opportunities to grow and succeed. Benefits that benefit you * Paid Weekly * Health & Wellness Benefits* * 401k Plan with company match * Paid Time off for full-time associates * Assoc…",45500.61,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,PetSmart,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"Selinsgrove, Snyder County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Snyder County', 'Selinsgrove']",
Customer Service/Sales,-73.71012,5757383920,2026-06-09T10:49:06Z,42.6246,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicHFZZjloMWs4Ukd1ZnJzOW1ycmdIQSIsImkiOiI1NzU3MzgzOTIwIn0.nMQ8vJX1o7nwM4Yn_2XPAmaNyjZ47ijYWBMbbff2290,https://www.adzuna.com/details/5757383920?utm_medium=api&utm_source=abfa41a4,,60392.16,"Customer Service/ Sales associates provide fast, friendly service by actively seeking out customers to assess their needs and provide assistance. These associates learn about products using our tools, and provide information to customers in order to Customer Service, Sales Associate, Sales Specialist, Sales, Retail, Customer",60392.16,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,"The Home Depot, Inc.",retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"Defreestville, Rensselaer County",Adzuna::API::Response::Location,"['US', 'New York', 'Rensselaer County', 'Defreestville']",
Merchandising Sales Associate,-87.8986,5757383936,2026-06-09T10:49:06Z,44.892175,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM4MzkzNiIsInMiOiJwcVlmOWgxazhSR3VmcnM5bXJyZ0hBIn0.DzGYYa7dRtPEMtcrBAPpQOLZKU_UmEq41OQtn32ycAU,https://www.adzuna.com/details/5757383936?utm_medium=api&utm_source=abfa41a4,,36165.95,"The Field Activity Support Team (FAST) Team Member is responsible for traveling to stores within an assigned district to own and execute start to finish variable tasks such as planograms, as well as provide support for other tasks including merchan Sales Associate, Merchandising, Customer Experience, Sales, Associate, Team Member, Retail",36165.95,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,Tractor Supply Company,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"Oconto, Oconto County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Oconto County', 'Oconto']",
bealls Store Associate,-102.94056,5757383948,2026-06-09T10:49:06Z,31.56426,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NzM4Mzk0OCIsInMiOiJwcVlmOWgxazhSR3VmcnM5bXJyZ0hBIn0.rx2Uc55tuc0GXDQv3YvYZVfe6x65l4qMukGtht20BfU,https://www.adzuna.com/details/5757383948?utm_medium=api&utm_source=abfa41a4,,39638.45,"Organization, we encourage authenticity, reward accountability, and provide stability and life balance to associates. If you enjoy working with amazing team members in an energetic and fast paced environment, you will love the team-focused culture at Store Associate, Associate, Store, Retail",39638.45,Adzuna::API::Response::Job,1,Adzuna::API::Response::Company,"Bealls, Inc. - Burkes Outlet",retail-jobs,Adzuna::API::Response::Category,Retail Jobs,"Thorntonville, Ward County",Adzuna::API::Response::Location,"['US', 'Texas', 'Ward County', 'Thorntonville']",
