longitude,title,salary_max,salary_is_predicted,created,description,latitude,id,__CLASS__,salary_min,redirect_url,adref,category.__CLASS__,category.tag,category.label,location.__CLASS__,location.area,location.display_name,company.__CLASS__,company.display_name,contract_time,contract_type
-80.012,Deliver Food with Uber Eats,23289.31,1,2026-05-06T11:09:32Z,"Your Schedule. Your Goals. Start Delivering with Uber. What is Uber? Delivering with Uber is an alternative to a part-time or full-time job and can get you earning cash quickly. Delivering with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss:…",39.994,5720608329,Adzuna::API::Response::Job,23289.31,https://www.adzuna.com/land/ad/5720608329?se=gEMgomBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=96DC5E7A9C2188903477F94E953C8CA6300A45E8,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0VNZ29tQko4UkdyQ2JyUTQ2OGcwZyIsImkiOiI1NzIwNjA4MzI5In0.9seF6E5G75LSmR1I_TwxN_YcFAWDWaqFziKsgIowLks,Adzuna::API::Response::Category,travel-jobs,Travel Jobs,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Greene County', 'Clarksville']","Clarksville, Greene County",Adzuna::API::Response::Company,Uber eats,,
-89.56409,CDL A Truck Driver - up to $92k / yr,92000.0,0,2026-05-06T11:09:32Z,"Hiring CDL-A Truck Drivers PAY THAT GOES THE DISTANCE - Drivers can earn $0.62 - $0.66CPM* GREAT TRUCKS, EASY MILES - Late-model equipment, 100% no-touch freight OWN MORE THAN YOUR ROUTE - ESOP ownership means your miles build equity Why Drive for J&R Schugel? At J&R Schugel, drivers aren't just hauling freight - they're building a future. Our OTR drivers are the backbone of a driver-powered company built on respect, reliability, and long-term growth. With modern equipment, consistent miles, an…",40.70923,5720608328,Adzuna::API::Response::Job,0.0,https://www.adzuna.com/land/ad/5720608328?se=gEMgomBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=30A32FD7DE83B648F66B36F475FCC002CC7AE5E8,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0VNZ29tQko4UkdyQ2JyUTQ2OGcwZyIsImkiOiI1NzIwNjA4MzI4In0.Kgqsv9YKm8TUwz_wJjklk8OZ6vcuaCodAwsx8CYc7Mo,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"['US', 'Illinois', 'Peoria County', 'Vets Row']","Vets Row, Peoria County",Adzuna::API::Response::Company,J&R Schugel,full_time,contract
-111.874454,CDL A Truck Driver - Dedicated Route,89307.21,1,2026-05-06T11:09:32Z,"Hiring CDL-A Drivers TOP DRIVERS EARN - Up to $115,000 per year WE WORK TO GET YOU HOME - Flexible home time options MAXIMIZE HOURS ON THE ROAD - No-touch freight, regular drop  hook Why Drive for Redbone Trucking? Redbone Trucking was founded by a driver in 2005 and is largely operated by drivers today - most of our office staff still have an active CDL. We understand and respect the hard work you put in every day and are committed to making you feel like a valued part of a purpose-driven team…",40.876216,5720608330,Adzuna::API::Response::Job,89307.21,https://www.adzuna.com/land/ad/5720608330?se=gEMgomBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=C1ACF7E50C148C961EF596A6050F397D8C0D1181,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMDYwODMzMCIsInMiOiJnRU1nb21CSjhSR3JDYnJRNDY4ZzBnIn0.Oov2WF33LFXhBrngW788DbDMmJIRu4z_fQeamN8VUiQ,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"['US', 'Utah', 'Davis County', 'Bountiful']","Bountiful, Davis County",Adzuna::API::Response::Company,Redbone Trucking Inc.,full_time,contract
-89.95656,"CDL A Truck Driver - 1099 - $5,500 / wk",110527.74,1,2026-05-06T11:09:31Z,"Hiring CDL-A Truck Drivers MORE CONTROL. MORE EARNINGS. - Average $5,500 gross per week MORE FREEDOM. LESS RISK. - Walkaway lease with $0 down  $0 interest EASY FREIGHT. FAST TURNS. - 100% no-touch freight and 70% drop  hook Why Drive for Suit Transportation? Suit Transportation was built by drivers, for drivers. Our leadership team includes former professional drivers and owners with nearly 90 years of combined trucking experience, so we understand what it takes to succeed on the road-and how …",35.07032,5720608310,Adzuna::API::Response::Job,110527.74,https://www.adzuna.com/land/ad/5720608310?se=gEMgomBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=955432F375BFF32DC090124EDB38836B72A6C2B0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMDYwODMxMCIsInMiOiJnRU1nb21CSjhSR3JDYnJRNDY4ZzBnIn0.AdGtdM7prPRTSIbFXAlPPDpSlTmUh1cs8nBCZgwIWxk,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"['US', 'Tennessee', 'Shelby County', 'Cloverdale']","Cloverdale, Shelby County",Adzuna::API::Response::Company,Suit Transportation,full_time,contract
-93.60019,CDL A Truck Driver - No Touch Dry Van,121517.0,1,2026-05-06T11:09:31Z,"Hiring CDL-A Truck Drivers STACK YOUR YEAR - Top performers earn up to $100,000 per year* NO TOUCH, ALL TORQUE - 100% no-touch dry van freight DRIVER-FOCUSED, FUTURE-BUILT - Strong safety culture with real room to grow Why Drive for Veriha Trucking? At Veriha Trucking, you're not just filling a seat - you're driving for a 2026 TCA Elite Fleet. We keep it simple: steady miles, competitive pay, modern equipment, and real support. With strong leadership, smart technology, and a culture built on re…",41.59295,5720608313,Adzuna::API::Response::Job,121517.0,https://www.adzuna.com/land/ad/5720608313?se=gEMgomBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=7B910F0C51F6A0531C8AE68FAD5D1C4D0955E77B,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0VNZ29tQko4UkdyQ2JyUTQ2OGcwZyIsImkiOiI1NzIwNjA4MzEzIn0.a_2ntb8rOP3TlrlzqtJxIiFfquIy25NSdzrZbC71Tv4,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"['US', 'Iowa', 'Polk County', 'South Des Moines']","South Des Moines, Polk County",Adzuna::API::Response::Company,Veriha Trucking,full_time,contract
-92.107396,"CDL A Truck Driver - 1099 - $5,500 / wk",102834.03,1,2026-05-06T11:09:31Z,"Hiring CDL-A Truck Drivers MORE CONTROL. MORE EARNINGS. - Average $5,500 gross per week MORE FREEDOM. LESS RISK. - Walkaway lease with $0 down  $0 interest EASY FREIGHT. FAST TURNS. - 100% no-touch freight and 70% drop  hook Why Drive for Suit Transportation? Suit Transportation was built by drivers, for drivers. Our leadership team includes former professional drivers and owners with nearly 90 years of combined trucking experience, so we understand what it takes to succeed on the road-and how …",32.530571,5720608325,Adzuna::API::Response::Job,102834.03,https://www.adzuna.com/land/ad/5720608325?se=gEMgomBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=CC69BE3E7DBA8CE9FDFDE3117DCA65327A690A87,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0VNZ29tQko4UkdyQ2JyUTQ2OGcwZyIsImkiOiI1NzIwNjA4MzI1In0.XptYaeDLT5EMTJ5PdlN8AhsWzBXXt2nIpdylDCs7Eaw,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"['US', 'Louisiana', 'Ouachita Parish', 'Monroe']","Monroe, Ouachita Parish",Adzuna::API::Response::Company,Suit Transportation,full_time,contract
-77.656169,CDL A Flatbed Truck Driver - no-touch freight,197487.75,1,2026-05-06T11:09:31Z,"Hiring CDL-A Drivers Short Haul drivers earn up to $1,400 per week Favorable schedule - Home daily and home weekends! Driver-friendly loads - 100% no-touch, mostly pre-loaded and pre-tarped *Pay varies by experience level and production. There is no deadline to apply. Applications are accepted on an ongoing basis. At Contrans, we pride ourselves on being a courageous, safe and stable company that has been in business for over 25 years. We're always on the lookout for individuals to join our dep…",39.940634,5720608314,Adzuna::API::Response::Job,197487.75,https://www.adzuna.com/land/ad/5720608314?se=gEMgomBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=1B2CDF66F0DEEF08892C9B1D7D48226B6E8EC791,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0VNZ29tQko4UkdyQ2JyUTQ2OGcwZyIsImkiOiI1NzIwNjA4MzE0In0.OQfSL5w47Ce-iI45UUbn-WtIsPqMx8-j4b9mfV3AJuo,Adzuna::API::Response::Category,travel-jobs,Travel Jobs,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Franklin County', 'Chambersburg']","Chambersburg, Franklin County",Adzuna::API::Response::Company,Contrans Flatbed USA,full_time,contract
-86.2843,"CDL A Truck Driver - 1099 - $5,500 / wk",117283.79,1,2026-05-06T11:09:31Z,"Hiring CDL-A Truck Drivers MORE CONTROL. MORE EARNINGS. - Average $5,500 gross per week MORE FREEDOM. LESS RISK. - Walkaway lease with $0 down  $0 interest EASY FREIGHT. FAST TURNS. - 100% no-touch freight and 70% drop  hook Why Drive for Suit Transportation? Suit Transportation was built by drivers, for drivers. Our leadership team includes former professional drivers and owners with nearly 90 years of combined trucking experience, so we understand what it takes to succeed on the road-and how …",32.3544,5720608315,Adzuna::API::Response::Job,117283.79,https://www.adzuna.com/land/ad/5720608315?se=gEMgomBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=82FD1319E73073C1863F7B4B34BA4662593D761C,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0VNZ29tQko4UkdyQ2JyUTQ2OGcwZyIsImkiOiI1NzIwNjA4MzE1In0.4fCqgdNhrwwZwFbw0YXuFRoG6Uw1zsAzi6WvyRjaW1E,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"['US', 'Alabama', 'Montgomery County', 'Montgomery']","Montgomery, Montgomery County",Adzuna::API::Response::Company,Suit Transportation,full_time,contract
-80.324287,"CDL A Truck Driver - 1099 - $5,500 / wk",123293.44,1,2026-05-06T11:09:31Z,"Hiring CDL-A Truck Drivers MORE CONTROL. MORE EARNINGS. - Average $5,500 gross per week MORE FREEDOM. LESS RISK. - Walkaway lease with $0 down  $0 interest EASY FREIGHT. FAST TURNS. - 100% no-touch freight and 70% drop  hook Why Drive for Suit Transportation? Suit Transportation was built by drivers, for drivers. Our leadership team includes former professional drivers and owners with nearly 90 years of combined trucking experience, so we understand what it takes to succeed on the road-and how …",36.095314,5720608316,Adzuna::API::Response::Job,123293.44,https://www.adzuna.com/land/ad/5720608316?se=gEMgomBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=7215A962C093E2A23D925CDF303E6DF80E08FBA2,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMDYwODMxNiIsInMiOiJnRU1nb21CSjhSR3JDYnJRNDY4ZzBnIn0.dHxcbwhWJqXPmP17_RdFjK-NNXvSvxJgKFYZoUZHD3Q,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Forsyth County', 'Hanes']","Hanes, Forsyth County",Adzuna::API::Response::Company,Suit Transportation,full_time,contract
-93.28257,CDL A Truck Driver - up to $92k / yr,92000.0,0,2026-05-06T11:09:31Z,"Hiring CDL-A Truck Drivers PAY THAT GOES THE DISTANCE - Drivers can earn $0.62 - $0.66CPM* GREAT TRUCKS, EASY MILES - Late-model equipment, 100% no-touch freight OWN MORE THAN YOUR ROUTE - ESOP ownership means your miles build equity Why Drive for J&R Schugel? At J&R Schugel, drivers aren't just hauling freight - they're building a future. Our OTR drivers are the backbone of a driver-powered company built on respect, reliability, and long-term growth. With modern equipment, consistent miles, an…",37.196044,5720608312,Adzuna::API::Response::Job,0.0,https://www.adzuna.com/land/ad/5720608312?se=gEMgomBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=709C8CF8C41F89AF3929073000D1B4313574ED6B,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMDYwODMxMiIsInMiOiJnRU1nb21CSjhSR3JDYnJRNDY4ZzBnIn0.K7eydgpzp0My-hJj9Z5gS86ZifwSCT6GTn2JUSBOdgQ,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"['US', 'Missouri', 'Greene County', 'Springfield']","Springfield, Greene County",Adzuna::API::Response::Company,J&R Schugel,full_time,contract
-78.961118,Flexible Schedule - Deliver with Uber Eats,23505.19,1,2026-05-06T11:09:31Z,"Your Schedule. Your Goals. Start Delivering with Uber. What is Uber? Delivering with Uber is an alternative to a part-time or full-time job and can get you earning cash quickly. Delivering with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss:…",40.697822,5720608323,Adzuna::API::Response::Job,23505.19,https://www.adzuna.com/land/ad/5720608323?se=gEMgomBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=38EAC9C0E51E606C27C60865D18451B4E31C13C3,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMDYwODMyMyIsInMiOiJnRU1nb21CSjhSR3JDYnJRNDY4ZzBnIn0.Qu9uGyTvv9wDyJoTG5vXlKegjazM60h85HlDaSen6AQ,Adzuna::API::Response::Category,travel-jobs,Travel Jobs,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Indiana County', 'Clymer']","Clymer, Indiana County",Adzuna::API::Response::Company,Uber eats,,
-80.20722,Want Cash Jobs? Earn With Uber Instead,53246.36,1,2026-05-06T11:09:31Z,"Your Schedule. Your Goals. Start Delivering with Uber. What is Uber? Delivering with Uber is an alternative to a part-time or full-time job and can get you earning cash quickly. Delivering with Uber allows you to earn quick cash while maintaining the flexibility your schedule requires (gig, part-time, full-time, seasonal, hourly, or temporary). Why Drive With Uber?: Receive your earnings fast: With Uber, you can cash out your earnings up to 5 times a day with Instant Pay. You are your own boss:…",40.41384,5720608322,Adzuna::API::Response::Job,53246.36,https://www.adzuna.com/land/ad/5720608322?se=gEMgomBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=13253F5D6AC023CBC4BB7CD04646C445287A7EF7,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMDYwODMyMiIsInMiOiJnRU1nb21CSjhSR3JDYnJRNDY4ZzBnIn0.RKn0tWzmcJg36Tqh3kqaLY65PQioVfyaneZIpLOFmkc,Adzuna::API::Response::Category,travel-jobs,Travel Jobs,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Allegheny County', 'Noblestown']","Noblestown, Allegheny County",Adzuna::API::Response::Company,Uber eats,,
-92.0218,"Regional Truck Driver: 99% no-touch, 1099 options",143205.5,1,2026-05-06T11:09:31Z,"Contracting CDL-A Truck Drivers CONTRACTORS EARN BIG - Top drivers gross $200,000 per year* MORE MILES, LESS FUSS - 99% no-touch freight BECOME YOUR OWN BOSS - Attractive lease program options Lease Driver Job Details Earn like an owner from day one. Top lease drivers gross $200,000 per year, earning $1.12/mi loaded  FSC and $1.07/mi empty  FSC with steady, easy freight to keep your business moving.* Start with confidence - $0 down. Step into ownership with no financial barriers and predictable…",30.2259,5720608320,Adzuna::API::Response::Job,143205.5,https://www.adzuna.com/details/5720608320?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0VNZ29tQko4UkdyQ2JyUTQ2OGcwZyIsImkiOiI1NzIwNjA4MzIwIn0.8YRYAKfmiKP5ZqG6FGV1e5mD09WNxDfNADQltXFwVPI,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"['US', 'Louisiana', 'Lafayette Parish', 'Lafayette']","Lafayette, Lafayette Parish",Adzuna::API::Response::Company,Dart Transit,full_time,contract
-86.85432,CDL A Truck Driver - No Touch Dry Van,131023.83,1,2026-05-06T11:09:31Z,"Hiring CDL-A Truck Drivers STACK YOUR YEAR - Top performers earn up to $100,000 per year* NO TOUCH, ALL TORQUE - 100% no-touch dry van freight DRIVER-FOCUSED, FUTURE-BUILT - Strong safety culture with real room to grow Why Drive for Veriha Trucking? At Veriha Trucking, you're not just filling a seat - you're driving for a 2026 TCA Elite Fleet. We keep it simple: steady miles, competitive pay, modern equipment, and real support. With strong leadership, smart technology, and a culture built on re…",40.4175,5720608317,Adzuna::API::Response::Job,131023.83,https://www.adzuna.com/land/ad/5720608317?se=gEMgomBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=E7B1CA5758481EE550BE0FE3DFAF28E41C6014E7,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0VNZ29tQko4UkdyQ2JyUTQ2OGcwZyIsImkiOiI1NzIwNjA4MzE3In0.wobVmk32sL6J7Nsbt5nQOkDk9zd3QTRUfnrW4l9ctZ8,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"['US', 'Indiana', 'Tippecanoe County', 'Lafayette']","Lafayette, Tippecanoe County",Adzuna::API::Response::Company,Veriha Trucking,full_time,contract
-81.5203,CDL A Truck Driver,120747.29,1,2026-05-06T11:09:30Z,"Hiring CDL-A Truck Drivers Contrans Flatbed USA is hiring experienced flatbed truck drivers in the midwest for various routes. We offer competitive pay, full company benefits, and minimum guaranteed pay. Fill out a short form and speak to a recruiter today about your future career opportunities with Contrans! CDL A Truck Driver Top drivers earn up to $90,000 per year* Pay range: $1,000-$2,200 per week, depending on route and location Home time: Home weekends, Home Daily, or home most days, depe…",41.0655,5720608266,Adzuna::API::Response::Job,120747.29,https://www.adzuna.com/land/ad/5720608266?se=gEMgomBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=C8007C24D129435F6C69A84A087F29312E43FD00,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0VNZ29tQko4UkdyQ2JyUTQ2OGcwZyIsImkiOiI1NzIwNjA4MjY2In0.XrTQAIn8uxwcqPeaFlPNvV34IwcncW3zZmq4BvhGjUg,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"['US', 'Ohio', 'Summit County', 'Akron']","Akron, Summit County",Adzuna::API::Response::Company,Contrans Flatbed USA,full_time,contract
-83.120268,Regional CDL A Truck Driver,221887.77,1,2026-05-06T11:09:30Z,"Contrans Flatbed USA is hiring experienced flatbed drivers in the Midwest looking for competitive pay and a favorable schedule with home time EVERY weekend! 100% no-touch freight with most loads pre-loaded and pre-tarped. Regional Truck Driver Top drivers earn up to $90,000 per year* Pay range: $1,400-$2,200 per week, based on location NEW $1,500 minimum per week when stipulations are met Home every weekend Company driver flatbed position 100% no touch freight Most loads are pre-loaded and pre-…",42.560178,5720608282,Adzuna::API::Response::Job,221887.77,https://www.adzuna.com/land/ad/5720608282?se=gEMgomBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=66D029FCCEA44884AE89D48BFAA0620E8298D525,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0VNZ29tQko4UkdyQ2JyUTQ2OGcwZyIsImkiOiI1NzIwNjA4MjgyIn0.66QKttlTMhlC1QaVNh38jhZBvlhPha8wVjOgctmDkEQ,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"['US', 'Michigan', 'Oakland County', 'Troy']","Troy, Oakland County",Adzuna::API::Response::Company,Contrans Flatbed USA,full_time,contract
-80.331821,CDL A Truck Driver,97442.77,1,2026-05-06T11:09:30Z,"Hiring CDL-A Truck Drivers Contrans Flatbed USA is hiring experienced flatbed truck drivers in the midwest for various routes. We offer competitive pay, full company benefits, and minimum guaranteed pay. Fill out a short form and speak to a recruiter today about your future career opportunities with Contrans! CDL A Truck Driver Top drivers earn up to $90,000 per year* Pay range: $1,000-$2,200 per week, depending on route and location Home time: Home weekends, Home Daily, or home most days, depe…",39.280394,5720608300,Adzuna::API::Response::Job,97442.77,https://www.adzuna.com/land/ad/5720608300?se=gEMgomBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=B73E872E6B98EEEB264A4FCAE81E8662540AA7CC,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMDYwODMwMCIsInMiOiJnRU1nb21CSjhSR3JDYnJRNDY4ZzBnIn0.vKyAVHRFXEiMIsq_pZg_FEmLEvTUK71rKVS74UjnDeA,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"['US', 'West Virginia', 'Harrison County', 'Laurel Park']","Laurel Park, Harrison County",Adzuna::API::Response::Company,Contrans Flatbed USA,full_time,contract
-96.765058,CDL A Truck Driver - 1099 - Up to $130k / yr,130000.0,0,2026-05-06T11:09:30Z,"Hiring CDL-A Drivers BIG EARNING POWER - Up to $130,000 net per year* RUN EASY, EARN BIG - Mostly drop  hook, no-touch miles FREEDOM TO GROW - Multiple trailer & freight options Hiring Company Drivers  Lease Operators! EOS is hiring truck drivers in your local area! EOS Trucking is where drivers build real earning power and real career flexibility. With multiple driving opportunities, late-model equipment, and a freight network designed to keep you moving-not waiting-you can choose the path tha…",32.760168,5720608269,Adzuna::API::Response::Job,1099.0,https://www.adzuna.com/land/ad/5720608269?se=gEMgomBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=DFA6971CE66C204DC848DD45DA832D09B25F421F,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMDYwODI2OSIsInMiOiJnRU1nb21CSjhSR3JDYnJRNDY4ZzBnIn0.YMvjArGHoNX28YyCniL5DvJalPUQoST4RXzSyVamcuU,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas', 'Highland Park']","Highland Park, Dallas",Adzuna::API::Response::Company,EOS Trucking,full_time,contract
-84.085443,CDL A Flatbed Truck Driver - Home Daily,173653.7,1,2026-05-06T11:09:30Z,"Hiring CDL-A Drivers Short Haul drivers earn up to $1,500 per week Favorable schedule - Home daily and home weekends! Driver-friendly loads - 100% no-touch, mostly pre-loaded and pre-tarped *Pay varies by experience level and production. There is no deadline to apply. Applications are accepted on an ongoing basis. At Contrans, we pride ourselves on being a courageous, safe and stable company that has been in business for over 25 years. We're always on the lookout for individuals to join our dep…",39.630402,5720608290,Adzuna::API::Response::Job,173653.7,https://www.adzuna.com/land/ad/5720608290?se=gEMgomBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=E27FAC5F3ED40BDAC19C2A815CAF9C9490DC7987,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMDYwODI5MCIsInMiOiJnRU1nb21CSjhSR3JDYnJRNDY4ZzBnIn0.g_gcHTCsGGknoZ07mqElLWl4uQceBTzUa6kQ2-WFm-0,Adzuna::API::Response::Category,travel-jobs,Travel Jobs,Adzuna::API::Response::Location,"['US', 'Ohio', 'Greene County', 'Beaver Creek']","Beaver Creek, Greene County",Adzuna::API::Response::Company,Contrans Flatbed USA,full_time,contract
-85.36662,CDL A Truck Driver - No Touch Dry Van,118625.67,1,2026-05-06T11:09:30Z,"Hiring CDL-A Truck Drivers STACK YOUR YEAR - Top performers earn up to $100,000 per year* NO TOUCH, ALL TORQUE - 100% no-touch dry van freight DRIVER-FOCUSED, FUTURE-BUILT - Strong safety culture with real room to grow Why Drive for Veriha Trucking? At Veriha Trucking, you're not just filling a seat - you're driving for a 2026 TCA Elite Fleet. We keep it simple: steady miles, competitive pay, modern equipment, and real support. With strong leadership, smart technology, and a culture built on re…",40.24386,5720608309,Adzuna::API::Response::Job,118625.67,https://www.adzuna.com/land/ad/5720608309?se=gEMgomBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=64374DB41601F6733191531266B1AB625CA4EB16,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyMDYwODMwOSIsInMiOiJnRU1nb21CSjhSR3JDYnJRNDY4ZzBnIn0.EOllAag1DuHxUqvuZ3j4vWRodAsnM_ihvwxrw95b29Q,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"['US', 'Indiana', 'Delaware County', 'Royerton']","Royerton, Delaware County",Adzuna::API::Response::Company,Veriha Trucking,full_time,contract
-84.3879,CDL A Truck Driver - 1099 - Up to $130k / yr,130000.0,0,2026-05-06T11:09:30Z,"Hiring CDL-A Drivers BIG EARNING POWER - Up to $130,000 net per year* RUN EASY, EARN BIG - Mostly drop  hook, no-touch miles FREEDOM TO GROW - Multiple trailer & freight options Hiring Company Drivers  Lease Operators! EOS is hiring truck drivers in your local area! EOS Trucking is where drivers build real earning power and real career flexibility. With multiple driving opportunities, late-model equipment, and a freight network designed to keep you moving-not waiting-you can choose the path tha…",33.7487,5720608292,Adzuna::API::Response::Job,1099.0,https://www.adzuna.com/land/ad/5720608292?se=gEMgomBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=F62215A038B9FDE4E7449925B81093FB9423C4AA,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0VNZ29tQko4UkdyQ2JyUTQ2OGcwZyIsImkiOiI1NzIwNjA4MjkyIn0.RBMbxh78iKdd8m1KW_SR3AVsfKrWe7JV0ht1fMqCL38,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"['US', 'Georgia', 'DeKalb County', 'Northlake']","Northlake, DeKalb County",Adzuna::API::Response::Company,EOS Trucking,full_time,contract
-84.991532,CDL A Truck Driver,85006.98,1,2026-05-06T11:09:30Z,"Hiring CDL-A Truck Drivers Contrans Flatbed USA is hiring experienced flatbed truck drivers in the Southeast for various routes. We offer competitive pay, full company benefits, and minimum guaranteed pay. Fill out a short form and speak to a recruiter today about your future career opportunities with Contrans! CDL A Truck Driver Top drivers earn up to $90,000 per year* Pay range: $1,000-$2,200 per week, depending on route and location Home time: Home weekends, Home Daily, or home most days, de…",33.034662,5720608268,Adzuna::API::Response::Job,85006.98,https://www.adzuna.com/land/ad/5720608268?se=gEMgomBJ8RGrCbrQ468g0g&utm_medium=api&utm_source=abfa41a4&v=A1F6977C6FCBACAEE59310C9AE77E508AEEC6E5A,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ0VNZ29tQko4UkdyQ2JyUTQ2OGcwZyIsImkiOiI1NzIwNjA4MjY4In0.4mG9JKJYD7MKtyV6GSwxwdb8QUbcLbWMh2MI8Z-XmKc,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Location,"['US', 'Georgia', 'Troup County', 'Mountville']","Mountville, Troup County",Adzuna::API::Response::Company,Contrans Flatbed USA,full_time,contract
