adref,longitude,title,__CLASS__,contract_time,salary_is_predicted,latitude,created,salary_min,description,salary_max,redirect_url,id,company.__CLASS__,company.display_name,location.display_name,location.__CLASS__,location.area,category.__CLASS__,category.tag,category.label,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTYwNyIsInMiOiI1dWZZZHBDVjhSR05FTzBTeERyN3ZRIn0._DABwatkqGEvuZvHXiSLtVij1MGYQyDCEVp2l9oV8yk,-90.42393,Electronic Drawing Technician,Adzuna::API::Response::Job,,1,40.010716,2026-08-11T09:57:34Z,54477.46,"Min USD $25.72/Hr. Max USD $39.86/Hr. Overview The Drawing Technician supports the Facilities Design & Construction team by producing, managing, and maintaining accurate architectural and engineering documentation for our healthcare campuses. This role is essential to ensuring our project managers, architects/engineers, and clinical partners have reliable drawings and space information to support renovations, compliance, and long-term planning. The Drawing Technician will work with AutoCAD and …",54477.46,https://www.adzuna.com/land/ad/5836765607?se=5ufYdpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=FC28F0016CBE4AF547A5513BE1977F6B6BBC91A4,5836765607,Adzuna::API::Response::Company,Memorial Health,"Beardstown, Cass County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Cass County', 'Beardstown']",Adzuna::API::Response::Category,it-jobs,IT Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNXVmWWRwQ1Y4UkdORU8wU3hEcjd2USIsImkiOiI1ODM2NzY1NjE5In0.4reU0Y0ZZ2DmOje-tq3rqIsUcfr0PYp4KsgfCdVyU64,-89.320226,Electronic Drawing Technician,Adzuna::API::Response::Job,,1,40.34665,2026-08-11T09:57:34Z,54893.84,"Min USD $25.72/Hr. Max USD $39.86/Hr. Overview The Drawing Technician supports the Facilities Design & Construction team by producing, managing, and maintaining accurate architectural and engineering documentation for our healthcare campuses. This role is essential to ensuring our project managers, architects/engineers, and clinical partners have reliable drawings and space information to support renovations, compliance, and long-term planning. The Drawing Technician will work with AutoCAD and …",54893.84,https://www.adzuna.com/land/ad/5836765619?se=5ufYdpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=8FC3B550E02B4B68628D04BF57D41DC6E47CD157,5836765619,Adzuna::API::Response::Company,Memorial Health,"Armington, Tazewell County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Tazewell County', 'Armington']",Adzuna::API::Response::Category,it-jobs,IT Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNXVmWWRwQ1Y4UkdORU8wU3hEcjd2USIsImkiOiI1ODM2NzY1NTcwIn0.hcT2y0zwhp8kGdvuWfXjfAdpI-TZj78O_mrJhmdhiK4,-89.954379,Lab Services Technician,Adzuna::API::Response::Job,,1,39.591319,2026-08-11T09:57:34Z,59171.34,"Min USD $17.14/Hr. Max USD $26.56/Hr. Overview Registers, orders, labels specimens with appropriate barcode labels and receives all lab specimens arriving at MMC Lab for both inpatient, outpatient, and outreach services. Evaluates specimen received verses testing ordered and confirms specimen collection was accurate and specimens are labeled with appropriate patient identifiers. Recognizes critical ""stat"" specimens compared to routine testing. Understands all aspects of lab safety regarding spe…",59171.34,https://www.adzuna.com/land/ad/5836765570?se=5ufYdpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=5AF95BC5AEF2B68BD5B5CE56012F53A8E402D6D3,5836765570,Adzuna::API::Response::Company,Memorial Health,"Waverly, Morgan County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Morgan County', 'Waverly']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTU5NCIsInMiOiI1dWZZZHBDVjhSR05FTzBTeERyN3ZRIn0.C03OgaSx3Fq4Kh4rXHUeBgu6wcRaw-R3OScppmOsEss,-89.734712,Electronic Drawing Technician,Adzuna::API::Response::Job,,1,39.07789,2026-08-11T09:57:34Z,55807.08,"Min USD $25.72/Hr. Max USD $39.86/Hr. Overview The Drawing Technician supports the Facilities Design & Construction team by producing, managing, and maintaining accurate architectural and engineering documentation for our healthcare campuses. This role is essential to ensuring our project managers, architects/engineers, and clinical partners have reliable drawings and space information to support renovations, compliance, and long-term planning. The Drawing Technician will work with AutoCAD and …",55807.08,https://www.adzuna.com/land/ad/5836765594?se=5ufYdpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=2163BD96671E50F898AA80C5316D524F8D5D21EC,5836765594,Adzuna::API::Response::Company,Memorial Health,"Mount Olive, Macoupin County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Macoupin County', 'Mount Olive']",Adzuna::API::Response::Category,it-jobs,IT Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNXVmWWRwQ1Y4UkdORU8wU3hEcjd2USIsImkiOiI1ODM2NzY1NjI4In0.mSq21giKn-UuGNVbMfvAP3XoeOBJ8XmfKYCQH2IVv6Y,-89.57796,Electronic Drawing Technician,Adzuna::API::Response::Job,,1,39.59616,2026-08-11T09:57:34Z,55086.57,"Min USD $25.72/Hr. Max USD $39.86/Hr. Overview The Drawing Technician supports the Facilities Design & Construction team by producing, managing, and maintaining accurate architectural and engineering documentation for our healthcare campuses. This role is essential to ensuring our project managers, architects/engineers, and clinical partners have reliable drawings and space information to support renovations, compliance, and long-term planning. The Drawing Technician will work with AutoCAD and …",55086.57,https://www.adzuna.com/land/ad/5836765628?se=5ufYdpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=1D7D38FD4378BAD12CE5B40EB61355BE14228AAA,5836765628,Adzuna::API::Response::Company,Memorial Health,"Pawnee, Sangamon County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Sangamon County', 'Pawnee']",Adzuna::API::Response::Category,it-jobs,IT Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTU4MCIsInMiOiI1dWZZZHBDVjhSR05FTzBTeERyN3ZRIn0.oqxpAi7qn8WtzkZsgygrgrqw2oGiyeRMagOUe5vp8Ls,-90.044576,Electronic Drawing Technician,Adzuna::API::Response::Job,,1,39.742142,2026-08-11T09:57:34Z,53774.53,"Min USD $25.72/Hr. Max USD $39.86/Hr. Overview The Drawing Technician supports the Facilities Design & Construction team by producing, managing, and maintaining accurate architectural and engineering documentation for our healthcare campuses. This role is essential to ensuring our project managers, architects/engineers, and clinical partners have reliable drawings and space information to support renovations, compliance, and long-term planning. The Drawing Technician will work with AutoCAD and …",53774.53,https://www.adzuna.com/land/ad/5836765580?se=5ufYdpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=6CDF459955F21717F8D551ECB8252FB930A9EE90,5836765580,Adzuna::API::Response::Company,Memorial Health,"Sinclair, Morgan County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Morgan County', 'Sinclair']",Adzuna::API::Response::Category,it-jobs,IT Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTYxNCIsInMiOiI1dWZZZHBDVjhSR05FTzBTeERyN3ZRIn0.PsGQgdqAjzLmJKd4L_mLPYFhx_VuHzb3L7gt40uP0wU,-89.85,Electronic Drawing Technician,Adzuna::API::Response::Job,,1,39.55,2026-08-11T09:57:34Z,56539.01,"Min USD $25.72/Hr. Max USD $39.86/Hr. Overview The Drawing Technician supports the Facilities Design & Construction team by producing, managing, and maintaining accurate architectural and engineering documentation for our healthcare campuses. This role is essential to ensuring our project managers, architects/engineers, and clinical partners have reliable drawings and space information to support renovations, compliance, and long-term planning. The Drawing Technician will work with AutoCAD and …",56539.01,https://www.adzuna.com/land/ad/5836765614?se=5ufYdpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=9B25F943753059DFCD32F15D276C04C53C60770A,5836765614,Adzuna::API::Response::Company,Memorial Health,"Lowder, Sangamon County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Sangamon County', 'Lowder']",Adzuna::API::Response::Category,it-jobs,IT Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTUzNiIsInMiOiI1dWZZZHBDVjhSR05FTzBTeERyN3ZRIn0.Xe0lm_7d7Yx0pqnZHriZbg6BpKUK6s66zlEJ24TPo5s,-89.68368,MENTAL HEALTH SECURITY CLERK - IP TECH,Adzuna::API::Response::Job,,1,39.7725,2026-08-11T09:57:34Z,68746.8,"Min USD $17.60/Hr. Max USD $28.15/Hr. Overview Position Overview: Our Mental Health Security Clerk plays a vital role in maintaining a safe and secure environment for patients, visitors, employees, and physicians. This position is crucial in ensuring the overall safety of the unit while serving as the primary communication and information hub. Key Responsibilities: Maintain a visible presence on the unit to enhance security and support. Answer telephones and direct unit traffic effectively. Ent…",68746.8,https://www.adzuna.com/land/ad/5836765536?se=5ufYdpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=836CC61E5DF90E74406EBB0376E72F52BCF42486,5836765536,Adzuna::API::Response::Company,Memorial Health,"Jerome, Sangamon County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Sangamon County', 'Jerome']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTU2MiIsInMiOiI1dWZZZHBDVjhSR05FTzBTeERyN3ZRIn0.KB28yBa1FfCumpDZ_COAhZCql5YofnuE_0ZHkemhCvw,-89.60196,Lab Services Technician,Adzuna::API::Response::Job,,1,39.89094,2026-08-11T09:57:34Z,59525.7,"Min USD $17.14/Hr. Max USD $26.56/Hr. Overview Registers, orders, labels specimens with appropriate barcode labels and receives all lab specimens arriving at MMC Lab for both inpatient, outpatient, and outreach services. Evaluates specimen received verses testing ordered and confirms specimen collection was accurate and specimens are labeled with appropriate patient identifiers. Recognizes critical ""stat"" specimens compared to routine testing. Understands all aspects of lab safety regarding spe…",59525.7,https://www.adzuna.com/land/ad/5836765562?se=5ufYdpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=ACBB209E88FDE406138FFB97452651FA260FE7F1,5836765562,Adzuna::API::Response::Company,Memorial Health,"Sherman, Sangamon County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Sangamon County', 'Sherman']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNXVmWWRwQ1Y4UkdORU8wU3hEcjd2USIsImkiOiI1ODM2NzY1NjI5In0.uNlmSTeKP3HQzFN3sDqv_6sz7CtNHJ9GfQysxtRU2y8,-89.922111,Electronic Drawing Technician,Adzuna::API::Response::Job,,1,39.942403,2026-08-11T09:57:34Z,54013.17,"Min USD $25.72/Hr. Max USD $39.86/Hr. Overview The Drawing Technician supports the Facilities Design & Construction team by producing, managing, and maintaining accurate architectural and engineering documentation for our healthcare campuses. This role is essential to ensuring our project managers, architects/engineers, and clinical partners have reliable drawings and space information to support renovations, compliance, and long-term planning. The Drawing Technician will work with AutoCAD and …",54013.17,https://www.adzuna.com/land/ad/5836765629?se=5ufYdpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=44259368C2F87A90FB75D2FC2A73086FF5D07F92,5836765629,Adzuna::API::Response::Company,Memorial Health,"Tallula, Menard County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Menard County', 'Tallula']",Adzuna::API::Response::Category,it-jobs,IT Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNXVmWWRwQ1Y4UkdORU8wU3hEcjd2USIsImkiOiI1ODM2NzY1NjA5In0.zOqNgCDf5CUboHjZSPl0xr5RTu5-2nz5x29B88pVI1w,-90.45468,Electronic Drawing Technician,Adzuna::API::Response::Job,,1,39.5931,2026-08-11T09:57:34Z,55523.76,"Min USD $25.72/Hr. Max USD $39.86/Hr. Overview The Drawing Technician supports the Facilities Design & Construction team by producing, managing, and maintaining accurate architectural and engineering documentation for our healthcare campuses. This role is essential to ensuring our project managers, architects/engineers, and clinical partners have reliable drawings and space information to support renovations, compliance, and long-term planning. The Drawing Technician will work with AutoCAD and …",55523.76,https://www.adzuna.com/land/ad/5836765609?se=5ufYdpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=0DA42DEEACD35CA14AA270A603BFAA86FB3F8351,5836765609,Adzuna::API::Response::Company,Memorial Health,"Winchester, Scott County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Scott County', 'Winchester']",Adzuna::API::Response::Category,it-jobs,IT Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTU4NiIsInMiOiI1dWZZZHBDVjhSR05FTzBTeERyN3ZRIn0.vy87w9dFLoFuZsKDz3Y3cQx3lftPO1VLtrRY0i-ojFY,-89.083339,Electronic Drawing Technician,Adzuna::API::Response::Job,,1,40.097038,2026-08-11T09:57:34Z,55463.32,"Min USD $25.72/Hr. Max USD $39.86/Hr. Overview The Drawing Technician supports the Facilities Design & Construction team by producing, managing, and maintaining accurate architectural and engineering documentation for our healthcare campuses. This role is essential to ensuring our project managers, architects/engineers, and clinical partners have reliable drawings and space information to support renovations, compliance, and long-term planning. The Drawing Technician will work with AutoCAD and …",55463.32,https://www.adzuna.com/land/ad/5836765586?se=5ufYdpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=3150BDF2E893FF353F9A84CED2B39CC616B4E7ED,5836765586,Adzuna::API::Response::Company,Memorial Health,"Kenney, De Witt County",Adzuna::API::Response::Location,"['US', 'Illinois', 'De Witt County', 'Kenney']",Adzuna::API::Response::Category,it-jobs,IT Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNXVmWWRwQ1Y4UkdORU8wU3hEcjd2USIsImkiOiI1ODM2NzY1NTM0In0.Qb-fc3s0G95JPw6kGuu7rz0SEDl8pa-cKjzHoTUbn3Y,-89.68368,Emergency Department Technician,Adzuna::API::Response::Job,,1,39.7725,2026-08-11T09:57:34Z,69376.31,"Min USD $17.60/Hr. Max USD $28.15/Hr. Overview Provide direct patient care under the supervision and guidance of the Registered Nurse to an assigned group of patients. Assist as a team member to provide direct care to all patients in the emergency department including all age groups. Nursing Care is provided in accordance with established standards, policies, procedures, protocols and guidelines. Transports medications as requested from the Pharmacy to the nursing unit. Transports specimens to …",69376.31,https://www.adzuna.com/land/ad/5836765534?se=5ufYdpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=C7BF71F29DE8FCC7D450554449651CAAFB446EFA,5836765534,Adzuna::API::Response::Company,Memorial Health,"Jerome, Sangamon County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Sangamon County', 'Jerome']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNXVmWWRwQ1Y4UkdORU8wU3hEcjd2USIsImkiOiI1ODM2NzY1NTg5In0.-cDptKchg9MDRBcgn4XlZuCP8asqtFULAixloM133IU,-90.033351,Electronic Drawing Technician,Adzuna::API::Response::Job,,1,39.883366,2026-08-11T09:57:34Z,55098.61,"Min USD $25.72/Hr. Max USD $39.86/Hr. Overview The Drawing Technician supports the Facilities Design & Construction team by producing, managing, and maintaining accurate architectural and engineering documentation for our healthcare campuses. This role is essential to ensuring our project managers, architects/engineers, and clinical partners have reliable drawings and space information to support renovations, compliance, and long-term planning. The Drawing Technician will work with AutoCAD and …",55098.61,https://www.adzuna.com/land/ad/5836765589?se=5ufYdpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=23AE9EC614F7ECFF56269B57A70EC458A40740E1,5836765589,Adzuna::API::Response::Company,Memorial Health,"Ashland, Cass County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Cass County', 'Ashland']",Adzuna::API::Response::Category,it-jobs,IT Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTU3NSIsInMiOiI1dWZZZHBDVjhSR05FTzBTeERyN3ZRIn0.jU0JV6SNSrkzIOpmuAbp5oULvgh2KO-jDEV03xQoUpk,-90.062513,Lab Services Technician,Adzuna::API::Response::Job,,1,39.610593,2026-08-11T09:57:34Z,58879.58,"Min USD $17.14/Hr. Max USD $26.56/Hr. Overview Registers, orders, labels specimens with appropriate barcode labels and receives all lab specimens arriving at MMC Lab for both inpatient, outpatient, and outreach services. Evaluates specimen received verses testing ordered and confirms specimen collection was accurate and specimens are labeled with appropriate patient identifiers. Recognizes critical ""stat"" specimens compared to routine testing. Understands all aspects of lab safety regarding spe…",58879.58,https://www.adzuna.com/land/ad/5836765575?se=5ufYdpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=07198BC477FA3886427B8C4114BAEC77E6267DA5,5836765575,Adzuna::API::Response::Company,Memorial Health,"Franklin, Morgan County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Morgan County', 'Franklin']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNXVmWWRwQ1Y4UkdORU8wU3hEcjd2USIsImkiOiI1ODM2NzY1NjE4In0.ltPBuikV3DEseOOBPxQMfaGIo1VeqtKgjqmSUK15qrA,-89.190409,Electronic Drawing Technician,Adzuna::API::Response::Job,,1,39.638246,2026-08-11T09:57:34Z,56461.58,"Min USD $25.72/Hr. Max USD $39.86/Hr. Overview The Drawing Technician supports the Facilities Design & Construction team by producing, managing, and maintaining accurate architectural and engineering documentation for our healthcare campuses. This role is essential to ensuring our project managers, architects/engineers, and clinical partners have reliable drawings and space information to support renovations, compliance, and long-term planning. The Drawing Technician will work with AutoCAD and …",56461.58,https://www.adzuna.com/land/ad/5836765618?se=5ufYdpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=284B9368B6A6356C812F19B0CC00A2C0E003CA03,5836765618,Adzuna::API::Response::Company,Memorial Health,"Stonington, Christian County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Christian County', 'Stonington']",Adzuna::API::Response::Category,it-jobs,IT Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNXVmWWRwQ1Y4UkdORU8wU3hEcjd2USIsImkiOiI1ODM2NzY1NjE1In0.WWR7GkaS-kDDOzOS8uB27tbpVQsvNgqhQI_8WCTItwY,-88.810622,Electronic Drawing Technician,Adzuna::API::Response::Job,,1,39.944112,2026-08-11T09:57:34Z,59306.02,"Min USD $25.72/Hr. Max USD $39.86/Hr. Overview The Drawing Technician supports the Facilities Design & Construction team by producing, managing, and maintaining accurate architectural and engineering documentation for our healthcare campuses. This role is essential to ensuring our project managers, architects/engineers, and clinical partners have reliable drawings and space information to support renovations, compliance, and long-term planning. The Drawing Technician will work with AutoCAD and …",59306.02,https://www.adzuna.com/land/ad/5836765615?se=5ufYdpCV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=1DAEAC31F99CB8DA635560DD2DA075FE80AF5CF2,5836765615,Adzuna::API::Response::Company,Memorial Health,"Newburg, Macon County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Macon County', 'Newburg']",Adzuna::API::Response::Category,it-jobs,IT Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoic25yeGQ1Q1Y4UkdORU8wU3hEcjd2USIsImkiOiI1ODM2NzY1NTU4In0.S_NZralh_8_uzRfQZLRLbvFTSvOzosw_JgrCwC_mAZY,-89.763265,Lab Services Technician,Adzuna::API::Response::Job,,1,39.538371,2026-08-11T09:57:34Z,61030.49,"Min USD $17.14/Hr. Max USD $26.56/Hr. Overview Registers, orders, labels specimens with appropriate barcode labels and receives all lab specimens arriving at MMC Lab for both inpatient, outpatient, and outreach services. Evaluates specimen received verses testing ordered and confirms specimen collection was accurate and specimens are labeled with appropriate patient identifiers. Recognizes critical ""stat"" specimens compared to routine testing. Understands all aspects of lab safety regarding spe…",61030.49,https://www.adzuna.com/land/ad/5836765558?se=snrxd5CV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=6D64655DC8F82F0AE8ED990FE36ABE692FEF9E8C,5836765558,Adzuna::API::Response::Company,Memorial Health,"Thayer, Sangamon County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Sangamon County', 'Thayer']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTU2NyIsInMiOiJzbnJ4ZDVDVjhSR05FTzBTeERyN3ZRIn0.Y6aM6tknGAEiZ6ljYdvSvL-CW9uDvrjEK-Ac9fo5YVs,-89.287953,Lab Services Technician,Adzuna::API::Response::Job,,1,40.219963,2026-08-11T09:57:34Z,59049.86,"Min USD $17.14/Hr. Max USD $26.56/Hr. Overview Registers, orders, labels specimens with appropriate barcode labels and receives all lab specimens arriving at MMC Lab for both inpatient, outpatient, and outreach services. Evaluates specimen received verses testing ordered and confirms specimen collection was accurate and specimens are labeled with appropriate patient identifiers. Recognizes critical ""stat"" specimens compared to routine testing. Understands all aspects of lab safety regarding spe…",59049.86,https://www.adzuna.com/land/ad/5836765567?se=snrxd5CV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=9987A1516816CEEDA7867C4975F48B0BDB3A0A1E,5836765567,Adzuna::API::Response::Company,Memorial Health,"Atlanta, Logan County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Logan County', 'Atlanta']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoic25yeGQ1Q1Y4UkdORU8wU3hEcjd2USIsImkiOiI1ODM2NzY1NTUxIn0.WhDj8S4XFsIVFEfxcrr5jWsp9p4dWa4_6M5PK6e1cKs,-89.5077,Lab Services Technician,Adzuna::API::Response::Job,,1,39.85446,2026-08-11T09:57:34Z,54974.63,"Min USD $17.14/Hr. Max USD $26.56/Hr. Overview Registers, orders, labels specimens with appropriate barcode labels and receives all lab specimens arriving at MMC Lab for both inpatient, outpatient, and outreach services. Evaluates specimen received verses testing ordered and confirms specimen collection was accurate and specimens are labeled with appropriate patient identifiers. Recognizes critical ""stat"" specimens compared to routine testing. Understands all aspects of lab safety regarding spe…",54974.63,https://www.adzuna.com/land/ad/5836765551?se=snrxd5CV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=A88136E307DAFCD274779A6DAC98A227A3831DBF,5836765551,Adzuna::API::Response::Company,Memorial Health,"Barclay, Sangamon County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Sangamon County', 'Barclay']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoic25yeGQ1Q1Y4UkdORU8wU3hEcjd2USIsImkiOiI1ODM2NzY1NTQwIn0.mNnvd2M_iZg9UXqBCeVuEj9QWlhog3xzsp0oyKROQaw,-89.484984,Lab Services Technician,Adzuna::API::Response::Job,,1,40.297997,2026-08-11T09:57:34Z,61066.82,"Min USD $17.14/Hr. Max USD $26.56/Hr. Overview Registers, orders, labels specimens with appropriate barcode labels and receives all lab specimens arriving at MMC Lab for both inpatient, outpatient, and outreach services. Evaluates specimen received verses testing ordered and confirms specimen collection was accurate and specimens are labeled with appropriate patient identifiers. Recognizes critical ""stat"" specimens compared to routine testing. Understands all aspects of lab safety regarding spe…",61066.82,https://www.adzuna.com/land/ad/5836765540?se=snrxd5CV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=259AE84A7750CD460C53B83648F40F73E79719BB,5836765540,Adzuna::API::Response::Company,Memorial Health,"Emden, Logan County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Logan County', 'Emden']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoic25yeGQ1Q1Y4UkdORU8wU3hEcjd2USIsImkiOiI1ODM2NzY1NTk5In0.uOeRbeGoEHqB-g2xfMa3Vlso7oOlORTEbln8MniTPy4,-89.414522,Electronic Drawing Technician,Adzuna::API::Response::Job,,1,39.587101,2026-08-11T09:57:34Z,55430.85,"Min USD $25.72/Hr. Max USD $39.86/Hr. Overview The Drawing Technician supports the Facilities Design & Construction team by producing, managing, and maintaining accurate architectural and engineering documentation for our healthcare campuses. This role is essential to ensuring our project managers, architects/engineers, and clinical partners have reliable drawings and space information to support renovations, compliance, and long-term planning. The Drawing Technician will work with AutoCAD and …",55430.85,https://www.adzuna.com/land/ad/5836765599?se=snrxd5CV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=BE4EBF7277BEE457738AD1623C54B7D90F6BE45D,5836765599,Adzuna::API::Response::Company,Memorial Health,"Kincaid, Christian County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Christian County', 'Kincaid']",Adzuna::API::Response::Category,it-jobs,IT Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTU3OSIsInMiOiJzbnJ4ZDVDVjhSR05FTzBTeERyN3ZRIn0.SXz9ZoWbOqQJNu9wNSkW1G6AjAWbruJqdXmHGZzrCrA,-89.877671,Lab Services Technician,Adzuna::API::Response::Job,,1,39.74138,2026-08-11T09:57:34Z,58184.18,"Min USD $17.14/Hr. Max USD $26.56/Hr. Overview Registers, orders, labels specimens with appropriate barcode labels and receives all lab specimens arriving at MMC Lab for both inpatient, outpatient, and outreach services. Evaluates specimen received verses testing ordered and confirms specimen collection was accurate and specimens are labeled with appropriate patient identifiers. Recognizes critical ""stat"" specimens compared to routine testing. Understands all aspects of lab safety regarding spe…",58184.18,https://www.adzuna.com/land/ad/5836765579?se=snrxd5CV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=52D02D0089ED4FEA73696B9C594F2674757BD988,5836765579,Adzuna::API::Response::Company,Memorial Health,"Berlin, Sangamon County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Sangamon County', 'Berlin']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjc2NTU3MyIsInMiOiJzbnJ4ZDVDVjhSR05FTzBTeERyN3ZRIn0.Xk2GLCTeG0PUZ-2bDMWi2WoMzRfLcXru8VMaVaLCdzE,-90.401481,Lab Services Technician,Adzuna::API::Response::Job,,1,39.766799,2026-08-11T09:57:34Z,59557.22,"Min USD $17.14/Hr. Max USD $26.56/Hr. Overview Registers, orders, labels specimens with appropriate barcode labels and receives all lab specimens arriving at MMC Lab for both inpatient, outpatient, and outreach services. Evaluates specimen received verses testing ordered and confirms specimen collection was accurate and specimens are labeled with appropriate patient identifiers. Recognizes critical ""stat"" specimens compared to routine testing. Understands all aspects of lab safety regarding spe…",59557.22,https://www.adzuna.com/land/ad/5836765573?se=snrxd5CV8RGNEO0SxDr7vQ&utm_medium=api&utm_source=abfa41a4&v=5971FB2A9454A637F682CE3D675A8C75501A9637,5836765573,Adzuna::API::Response::Company,Memorial Health,"Bethel, Morgan County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Morgan County', 'Bethel']",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
