description,__CLASS__,created,salary_min,id,redirect_url,salary_is_predicted,longitude,salary_max,latitude,contract_time,adref,title,location.__CLASS__,location.display_name,location.area,category.tag,category.label,category.__CLASS__,company.__CLASS__,company.display_name,contract_type
"RUN OTR (FULL 48 STATES) WITH SAFEWAY LOGISTICS - NO LOCAL POSITIONS AVAILABLE SafewayLogisticsis based out of Indianapolis, IN. We leverage the United MayflowerLogisticsNetwork and work together in hauling High-Value Electronics, Medical Equipment, Displays, Tradeshow, Copiers, MRIs, Jet Engines, Artwork, Aerospace product, HHG crates. Take pride in hauling high-end electronic products as part of a $2 billion company in business for over 100 years! We are a family-owned, driver-first focused c…",Adzuna::API::Response::Job,2026-08-19T08:12:56Z,74929.3,5848132253,https://www.adzuna.com/land/ad/5848132253?se=2M9VSNWb8RG_DMOFQOGUaQ&utm_medium=api&utm_source=abfa41a4&v=6C0D9AA3096D44D5ADE727FDD9AA8A00648DDB7C,1,-83.158245,74929.3,40.033396,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMjI1MyIsInMiOiIyTTlWU05XYjhSR19ETU9GUU9HVWFRIn0.OtAlelTj2Q19de9bI2NW0UyX7aGx9U-9IPoj-YcFNc8,OTR Class A Truck Drivers,Adzuna::API::Response::Location,"Hilliard, Franklin County","['US', 'Ohio', 'Franklin County', 'Hilliard']",travel-jobs,Travel Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Safeway Logistics,
"Step Deck/Flatbed Company Drivers - OTR Routes Available! Call us now to get started! Drive for one of the most respected fleets on the road today. We offer a solid base of customers with year-round freight. Personal and professional dispatch, a great work environment, and a competitive compensation structure. We are seeking responsible drivers with the desire to serve our customers and earn a good living at the same time. Weekly minimum guarantee of $1650 per week $.66 CPM Stop Pay Paid Weekly…",Adzuna::API::Response::Job,2026-08-19T08:12:56Z,67942.57,5848132251,https://www.adzuna.com/land/ad/5848132251?se=2M9VSNWb8RG_DMOFQOGUaQ&utm_medium=api&utm_source=abfa41a4&v=0F3B023BFBBEC0F945652957C2D5C234DE5B61D0,1,-86.054986,67942.57,39.480606,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMjI1MSIsInMiOiIyTTlWU05XYjhSR19ETU9GUU9HVWFRIn0.joyaPf0bZk-LzIHaDNokWtsuj72WndKU1FlwoZ-R-HU,CDL A Flatbed Driver,Adzuna::API::Response::Location,"Franklin, Johnson County","['US', 'Indiana', 'Johnson County', 'Franklin']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Safeway Logistics,
"Werner Enterprises has excellent opportunities for Class-A truck drivers in many locations throughout the country. For more than 70 years, Werner has offered Class-A truck drivers the opportunities to drive, grow and succeed. Learn more about the many advantages of our driving positions and apply now! As a driver at Werner Enterprises, you have the freedom and flexibility to choose the account that works best with your lifestyle! We have over 250 home time and pay packages available! Call one o…",Adzuna::API::Response::Job,2026-08-19T08:12:55Z,71224.87,5848132241,https://www.adzuna.com/land/ad/5848132241?se=2M9VSNWb8RG_DMOFQOGUaQ&utm_medium=api&utm_source=abfa41a4&v=F0310AB2877E27F10F724D14029F116D1B77F60E,1,-86.396648,71224.87,33.677324,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMjI0MSIsInMiOiIyTTlWU05XYjhSR19ETU9GUU9HVWFRIn0._vgLueMvyAqY9B537-6vCAr10fjGTVOl3cqEEyNZhJs,CDL A Dedicated Truck Driver Home weekly,Adzuna::API::Response::Location,"Odenville, St. Clair County","['US', 'Alabama', 'St. Clair County', 'Odenville']",travel-jobs,Travel Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Werner Enterprises,
"MA - Medical Assistant - Caledonia *Days - 24hrs/wk. Requisition : req12493 Shift: Days FTE status: 0.6 On-call: No Weekends: Yes General Summary: Under the direction of the Office Manager, the Medical Assistant performs administrative and clinical duties to care for patients in an ambulatory setting. Administrative duties include maintaining medical records, handling patient calls and completing forms. Clinical duties include measuring and recording vital signs and medical histories, preparing…",Adzuna::API::Response::Job,2026-08-19T08:12:55Z,51108.9,5848132246,https://www.adzuna.com/details/5848132246?utm_medium=api&utm_source=abfa41a4,1,-85.559774,51108.9,42.812707,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMjI0NiIsInMiOiIyTTlWU05XYjhSR19ETU9GUU9HVWFRIn0.bYYJKEVJF1ipZgksA0jUXUJXlgxW15kNfdA1RCUVXe4,MA - Medical Assistant - Caledonia *Days - 24hrs/wk.,Adzuna::API::Response::Location,"Dutton, Kent County","['US', 'Michigan', 'Kent County', 'Dutton']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,University of Michigan Health-West,
"Bespoke Post is a lifestyle brand built on the spirit of discovery . We’re dedicated to tracking down under-the-radar goods and creating guides that help our customers level up their daily lives. Whether it’s through our shop, editorial stories, award-winning subscription boxes, or our own lineup of in-house brands, we’re here to shine a light on quality products and interesting people that spark curiosity and lead to richer experiences. The Role: We're hiring a Graphic Designer. This is a craf…",Adzuna::API::Response::Job,2026-08-19T08:12:55Z,75000.0,5848132242,https://www.adzuna.com/details/5848132242?utm_medium=api&utm_source=abfa41a4,0,,85000.0,,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMjI0MiIsInMiOiIyTTlWU05XYjhSR19ETU9GUU9HVWFRIn0.3pLX8dTM3x3ELkF4bZW0zfejY_FcOntqHER4eSRiM6M,Graphic Designer,Adzuna::API::Response::Location,"New York City, New York","['US', 'New York', 'New York City']",pr-advertising-marketing-jobs,"PR, Advertising & Marketing Jobs",Adzuna::API::Response::Category,Adzuna::API::Response::Company,Bespoke Post,
"Step Deck/Flatbed Company Drivers - OTR Routes Available! Call us now to get started! Drive for one of the most respected fleets on the road today. We offer a solid base of customers with year-round freight. Personal and professional dispatch, a great work environment, and a competitive compensation structure. We are seeking responsible drivers with the desire to serve our customers and earn a good living at the same time. Weekly minimum guarantee of $1650 per week $.66 CPM Stop Pay Paid Weekly…",Adzuna::API::Response::Job,2026-08-19T08:12:55Z,70057.27,5848132244,https://www.adzuna.com/land/ad/5848132244?se=2M9VSNWb8RG_DMOFQOGUaQ&utm_medium=api&utm_source=abfa41a4&v=34C555C20A63A1ED9A11A5D3D5A8E36147EDEE2A,1,-84.398314,70057.27,33.55252,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMk05VlNOV2I4UkdfRE1PRlFPR1VhUSIsImkiOiI1ODQ4MTMyMjQ0In0.zZ56xGLLUYtPXRjRTJpHtz-7mCvxOZ2pMRUFop6jrL0,CDL A Flatbed Driver,Adzuna::API::Response::Location,"Riverdale, Clayton County","['US', 'Georgia', 'Clayton County', 'Riverdale']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Safeway Logistics,
"RUN OTR (FULL 48 STATES) WITH SAFEWAY LOGISTICS - NO LOCAL POSITIONS AVAILABLE SafewayLogisticsis based out of Indianapolis, IN. We leverage the United MayflowerLogisticsNetwork and work together in hauling High-Value Electronics, Medical Equipment, Displays, Tradeshow, Copiers, MRIs, Jet Engines, Artwork, Aerospace product, HHG crates. Take pride in hauling high-end electronic products as part of a $2 billion company in business for over 100 years! We are a family-owned, driver-first focused c…",Adzuna::API::Response::Job,2026-08-19T08:12:55Z,78272.38,5848132243,https://www.adzuna.com/land/ad/5848132243?se=2M9VSNWb8RG_DMOFQOGUaQ&utm_medium=api&utm_source=abfa41a4&v=C8842A275E909D01C0407D507D93670AF238E58D,1,-90.32792,78272.38,38.58705,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMk05VlNOV2I4UkdfRE1PRlFPR1VhUSIsImkiOiI1ODQ4MTMyMjQzIn0.SrPpwuALcqRj1Z9AoBVKfP_1R9ovJO8lWTG1aGKtllU,OTR Class A Truck Drivers,Adzuna::API::Response::Location,"Shrewsbury, Saint Louis County","['US', 'Missouri', 'Saint Louis County', 'Shrewsbury']",travel-jobs,Travel Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Safeway Logistics,
"RUN OTR (FULL 48 STATES) WITH SAFEWAY LOGISTICS - NO LOCAL POSITIONS AVAILABLE SafewayLogisticsis based out of Indianapolis, IN. We leverage the United MayflowerLogisticsNetwork and work together in hauling High-Value Electronics, Medical Equipment, Displays, Tradeshow, Copiers, MRIs, Jet Engines, Artwork, Aerospace product, HHG crates. Take pride in hauling high-end electronic products as part of a $2 billion company in business for over 100 years! We are a family-owned, driver-first focused c…",Adzuna::API::Response::Job,2026-08-19T08:12:55Z,80195.68,5848132239,https://www.adzuna.com/land/ad/5848132239?se=2M9VSNWb8RG_DMOFQOGUaQ&utm_medium=api&utm_source=abfa41a4&v=15BEC54E78B322C28661146DD13F156A0A56FDAC,1,-90.466769,80195.68,35.275087,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMjIzOSIsInMiOiIyTTlWU05XYjhSR19ETU9GUU9HVWFRIn0.rWuRtlen0B7IA_Z-mp4CnD0nnWQqLxSIBWd0wEwPOA8,OTR Class A Truck Drivers,Adzuna::API::Response::Location,"Earle, Crittenden County","['US', 'Arkansas', 'Crittenden County', 'Earle']",travel-jobs,Travel Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Safeway Logistics,
"Lifeguards - Community Education-Wylie Pool Rate of Pay: Pay starts at $13.73/hour - Must be 18 years or older Job Summary: Dexter Community Education is seeking certified lifeguards to ensure the safety of participants during a variety of aquatic programs. Lifeguards will supervise swim lessons, open swim sessions, and team practices for both swim and dive. Positions are part-time with flexible scheduling available across weekday mornings, afternoons, evenings, and weekends. Required Licenses/…",Adzuna::API::Response::Job,2026-08-19T08:12:55Z,26043.52,5848132237,https://www.adzuna.com/details/5848132237?utm_medium=api&utm_source=abfa41a4,1,-83.89656,26043.52,42.35526,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMjIzNyIsInMiOiIyTTlWU05XYjhSR19ETU9GUU9HVWFRIn0.T8GFF26H-yjpqunPsGmreiE1lSPFkmyh8T1ucjk-HdQ,Lifeguards,Adzuna::API::Response::Location,"Four Mile Lk, Washtenaw County","['US', 'Michigan', 'Washtenaw County', 'Four Mile Lk']",teaching-jobs,Teaching Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Dexter Community Schools,
"Why choose the College of Lake County for your next opportunity? The College of Lake County (CLC) offers a competitive salary, excellent benefits that includes Blue Cross Blue Shield of Illinois health, Delta Dental and Superior Vision insurance plans, tuition support for employees and qualified family members, three retirement plans, disability, group and supplemental life insurance, health and dependent care flexible spending account plans, a compressed work week in the summer (Closed Fridays…",Adzuna::API::Response::Job,2026-08-19T08:12:54Z,43788.98,5848132229,https://www.adzuna.com/details/5848132229?utm_medium=api&utm_source=abfa41a4,1,-119.174843,43788.98,37.253,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMk05VlNOV2I4UkdfRE1PRlFPR1VhUSIsImkiOiI1ODQ4MTMyMjI5In0._XI_LuBvfIHtmVW6c9yDzV_y0Gs0s3ArRW_NdPt1MUo,Substitute Lead Teacher,Adzuna::API::Response::Location,"Lakeshore, Fresno County","['US', 'California', 'Fresno County', 'Lakeshore']",teaching-jobs,Teaching Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,College of Lake County,
"Job Description: Job Title Advanced OT System Specialist Collaborate with Innovative 3Mers Around the World Choosing where to start and grow your career has a major impact on your professional and personal life, so it’s equally important you know that the company that you choose to work at, and its leaders, will support and guide you. With a wide variety of people, global locations, technologies and products, 3M is a place where you can collaborate with other curious, creative 3Mers. This posit…",Adzuna::API::Response::Job,2026-08-19T08:12:54Z,164612.0,5848132231,https://www.adzuna.com/details/5848132231?utm_medium=api&utm_source=abfa41a4,0,-117.75493,201193.0,33.751486,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMjIzMSIsInMiOiIyTTlWU05XYjhSR19ETU9GUU9HVWFRIn0.kPH1kyJPUMSH83r6STOOa_X7ytoFDiDil7wxNXGo99k,Advanced OT System Specialist,Adzuna::API::Response::Location,"Irvine, Orange County","['US', 'California', 'Orange County', 'Irvine']",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,3M,
"Description Provide exceptional customer service in a safe and clean environment to ensure the customer's return visit. Treat customers/employees in a fair and ethical manner, promoting an inclusive work environment, being a responsible member of the community, providing the right products at the right time with fair and accurate pricing. Demonstrate the company's core values of respect, honesty, integrity, diversity, inclusion and safety. Responsibilities Create an environment that enables cus…",Adzuna::API::Response::Job,2026-08-19T08:12:53Z,42120.29,5848132225,https://www.adzuna.com/details/5848132225?utm_medium=api&utm_source=abfa41a4,1,-112.43433,42120.29,33.623105,part_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMjIyNSIsInMiOiIyTTlWU05XYjhSR19ETU9GUU9HVWFRIn0.HbAytSevilQDyaBLXlHZiF8yDRjpZ-HamxkiB6PUBJA,Starbucks/Barista,Adzuna::API::Response::Location,"Surprise, Maricopa County","['US', 'Arizona', 'Maricopa County', 'Surprise']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Kroger,
"Full-time Description Why Everstory At Everstory Partners, our mission is to create supportive spaces where individuals and families can find solace, meaning, and hope in the midst of loss. At the heart of our mission is a deep understanding of the profound and complex nature of grief. Every person’s journey through loss is unique, and we are committed to providing compassionate and personalized support. We also believe that grief is not a problem to be solved or a burden to manage alone, but r…",Adzuna::API::Response::Job,2026-08-19T08:12:53Z,33280.0,5848132227,https://www.adzuna.com/details/5848132227?utm_medium=api&utm_source=abfa41a4,0,-79.447995,37440.0,36.57999,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMk05VlNOV2I4UkdfRE1PRlFPR1VhUSIsImkiOiI1ODQ4MTMyMjI3In0.Nh0gfWzQxy2XQU9__it6sw3Z6MIo2KYofOGhQjBMefs,Cemetery Groundskeeper,Adzuna::API::Response::Location,"Schoolfield, Danville City","['US', 'Virginia', 'Danville City', 'Schoolfield']",maintenance-jobs,Maintenance Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Everstory Partners,
"HIRING IMMEDIATELY at Mendocino Farms! NOW HIRING A CATERING SPECIALIST! Make up to $20.00 - $25.00 / hr including tips! We’re not just selling sandwiches and salads. We’re selling HAPPY! Catering Specialists: Lead the store’s Catering Team and work closely with catering clients. Manage the daily execution of all catering orders. Complete daily sales building tasks to promote continuing growth of the catering program. Perks and Benefits: Health, Dental, Vision, Life Insurance* 401(K) Match, and…",Adzuna::API::Response::Job,2026-08-19T08:12:52Z,41600.0,5848132221,https://www.adzuna.com/details/5848132221?utm_medium=api&utm_source=abfa41a4,0,-121.952999,52000.0,37.353966,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMjIyMSIsInMiOiIyTTlWU05XYjhSR19ETU9GUU9HVWFRIn0.fdKe67pqkOcnxpulCxMgQ8QqwTeJprqw8hvFypAV7M0,CATERING SPECIALIST,Adzuna::API::Response::Location,"Santa Clara, Santa Clara County","['US', 'California', 'Santa Clara County', 'Santa Clara']",hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Mendocino Farms,
"Line Cook II | The SOMM Hotel & Spa Create menu magic and make hungry people happy. Showcase your skills by providing daily preparation requirements while working together with the culinary team to ensure quality and constancy of food items. Line Cook II is responsible for reading and interpreting recipes, conducting inventory and adhering to standards for sanitation and safe food handling procedures. Let’s start off with the most important part - what’s in it for you: The Perks *Eligibility of…",Adzuna::API::Response::Job,2026-08-19T08:12:52Z,46327.95,5848132223,https://www.adzuna.com/details/5848132223?utm_medium=api&utm_source=abfa41a4,1,-122.163458,46327.95,47.754265,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMk05VlNOV2I4UkdfRE1PRlFPR1VhUSIsImkiOiI1ODQ4MTMyMjIzIn0.vOx1jwteJMGIRjGkWKENL0Qs0hDwMMC8c4bkK6imfeU,Line Cook II | The SOMM Hotel & Spa,Adzuna::API::Response::Location,"Woodinville, King County","['US', 'Washington', 'King County', 'Woodinville']",hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Columbia Hospitality,
"Bravus Mining and Resources’ Carmichael mine is an open cut thermal coal mine in the North Galilee Basin, approximately 160 kilometres northwest of the town of Clermont. Carmichael produces more than 12 million tonnes of thermal coal for the export market each year. More than 1400 people are engaged in permanent roles at Carmichael and workers travel to site on direct flights from Townsville, Rockhampton, Cairns, or Mackay (a flight time of approximately 55 minutes). Those team members who live…",Adzuna::API::Response::Job,2026-08-19T08:12:51Z,126734.1,5848132216,https://www.adzuna.com/details/5848132216?utm_medium=api&utm_source=abfa41a4,1,-81.748256,126734.1,28.519622,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMjIxNiIsInMiOiIyTTlWU05XYjhSR19ETU9GUU9HVWFRIn0.Ko-h9aBGfhK4hGNhHjcXsogbzhQRjlA4_XIsPOkq6Qc,Supervisor - Infrastructure,Adzuna::API::Response::Location,"Clermont, Lake County","['US', 'Florida', 'Lake County', 'Clermont']",trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Bravus Mining,permanent
"Koam Engineering Systems, Inc. (KES Inc.) is an employee-owned small business specializing in technology innovation and systems integration by combining innovative products and reliable engineering services. Headquartered in San Diego, California and with offices in Gig Harbor, WA KES provides services globally in systems engineering & technical assistance, requirements analysis, software design & development, systems integration & testing, independent verification & validation, and operational…",Adzuna::API::Response::Job,2026-08-19T08:12:51Z,102435.27,5848132218,https://www.adzuna.com/details/5848132218?utm_medium=api&utm_source=abfa41a4,1,-117.164709,102435.27,32.726967,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMk05VlNOV2I4UkdfRE1PRlFPR1VhUSIsImkiOiI1ODQ4MTMyMjE4In0.AiePutby_K1rQbiyA9Jwp5EdILIe677ClD-reakKXyM,Sr. Systems Administrator,Adzuna::API::Response::Location,"San Diego, San Diego County","['US', 'California', 'San Diego County', 'San Diego']",it-jobs,IT Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,KES,
"Description Position at Community Options, Inc. Community Options, Inc. is a national non-profit agency providing services to individuals with disabilities in 12 states. We are actively seeking a Residential Program Manager with the in Pflugerville, TX . The Program Manager leads a team to provide person-centered care tailored to meet the needs of individuals with intellectual and developmental disabilities. This person will support teams with day-to-day operations and challenges to achieve pro…",Adzuna::API::Response::Job,2026-08-19T08:12:48Z,44677.22,5848132212,https://www.adzuna.com/details/5848132212?utm_medium=api&utm_source=abfa41a4,1,-97.620004,44677.22,30.43937,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMk05VlNOV2I4UkdfRE1PRlFPR1VhUSIsImkiOiI1ODQ4MTMyMjEyIn0.PaXPFwbTqVmeuB7sZY8x9H0QP5V7d8V-3eiR5ofiw-E,Residential Program Manager (IDD Services),Adzuna::API::Response::Location,"Pflugerville, Travis County","['US', 'Texas', 'Travis County', 'Pflugerville']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Community Options,
"Job Summary As a Pharmacy Technician Trainee, you’ll be a key part of our collaborative team. You’ll bring your skills and expertise to building a service conscious Pharmacy team that consistently looks to develop great relationships with patients. You’ll help us exceed expectations, meet needs and provide safe, accurate and efficient care in order to reach the best patient, Team Member and company outcomes. Job Description Experience Required: 0 to 6 months Education Required: High school dipl…",Adzuna::API::Response::Job,2026-08-19T08:12:48Z,78409.4,5848132213,https://www.adzuna.com/details/5848132213?utm_medium=api&utm_source=abfa41a4,1,-76.305833,78409.4,39.424623,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMk05VlNOV2I4UkdfRE1PRlFPR1VhUSIsImkiOiI1ODQ4MTMyMjEzIn0.zQ3sI82tl7ktlSOd39Lk6G7G0-dQnHW0tgeR7C1SQI4,Pharmacy Technician Trainee - Edgewood Giant Eagle,Adzuna::API::Response::Location,"Edgewood, Harford County","['US', 'Maryland', 'Harford County', 'Edgewood']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Giant Eagle,
"Description A Day in the life: As an Assistant Grocery Manager, you’re a key leader in keeping the store running smoothly and efficiently. You support the Assistant Store Director in overseeing daily operations across multiple departments—including Grocery, Frozen, Dairy, and Liquor/Beer—while helping to lead, train, and inspire your team. Whether you're managing inventory, ensuring shelves are fully stocked and attractively merchandised, or stepping in to lead the store in the absence of senio…",Adzuna::API::Response::Job,2026-08-19T08:12:47Z,44032.58,5848132211,https://www.adzuna.com/details/5848132211?utm_medium=api&utm_source=abfa41a4,1,-104.80953,44032.58,41.187702,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMk05VlNOV2I4UkdfRE1PRlFPR1VhUSIsImkiOiI1ODQ4MTMyMjExIn0.rkKtkNQ7ZM4l5ep7yz94Y2grC6sBREGi9HGIItD6W8U,Assistant Grocery Manager,Adzuna::API::Response::Location,"Archer, Laramie County","['US', 'Wyoming', 'Laramie County', 'Archer']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Albertsons,
"Location: 1200 N Main St, Clearfield, Utah 84015 United States of America Repair Dispatch Manager Ready to rev up your career? If you are an excellent communicator with a knack for management, consider joining the U-Haul Team as a Repair Dispatch Manager. In this role you will be responsible for keeping U-Haul equipment in the best shape possible, coordinating maintenance and repair initiatives to support repair shops, centers and vendors in your area. Whether you are looking for your first job…",Adzuna::API::Response::Job,2026-08-19T08:12:47Z,54273.67,5848132206,https://www.adzuna.com/details/5848132206?utm_medium=api&utm_source=abfa41a4,1,-112.026054,54273.67,41.110777,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMjIwNiIsInMiOiIyTTlWU05XYjhSR19ETU9GUU9HVWFRIn0.mAcI-X5ENf_EnNPe_GK9GZ6syrIQPutJ0r3Ak3e1c6g,Repair Dispatch Manager,Adzuna::API::Response::Location,"Clearfield, Davis County","['US', 'Utah', 'Davis County', 'Clearfield']",maintenance-jobs,Maintenance Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,U-Haul,
"Are you looking to join a dynamic team that provides its people with the tools to be successfull and opportunities to grow? Universal Logistics is a leading provider of customized transportation and logistics solutions, offering a comprehensive suite of services including transportation, value-added, intermodal, and specialized services utilized throughout entire supply chains. Universal has immediate career opportunities in your area. Apply today to become part of the Universal team! LINC, a d…",Adzuna::API::Response::Job,2026-08-19T08:12:47Z,33280.0,5848132205,https://www.adzuna.com/details/5848132205?utm_medium=api&utm_source=abfa41a4,0,-90.060664,35360.0,35.154363,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMk05VlNOV2I4UkdfRE1PRlFPR1VhUSIsImkiOiI1ODQ4MTMyMjA1In0.enka363gzlhOabDXb9e_GaXv4d0SDf-0WfPsa-jH-nM,2nd Shift Forklift Operator - Memphis JD,Adzuna::API::Response::Location,"Memphis, Shelby County","['US', 'Tennessee', 'Shelby County', 'Memphis']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Universal Logistics,
"Description First Hawaiian Bank is currently seeking a Security Guard to join our Security Department at our Kamehameha Industrial Center. Compensation: The pay range for the role is $20.00 - $25.00/hr; commensurate with experience. Work Schedule: This position will primarily be scheduled for the overnight shift of 9:30PM - 5:30AM (hours may vary) Responsibilities Under the direction of the Security Supervisor, the Security Guard supports the physical security program at Kamehameha Industrial C…",Adzuna::API::Response::Job,2026-08-19T08:12:47Z,41600.0,5848132210,https://www.adzuna.com/details/5848132210?utm_medium=api&utm_source=abfa41a4,0,-157.97263,52000.0,21.442979,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMjIxMCIsInMiOiIyTTlWU05XYjhSR19ETU9GUU9HVWFRIn0.hwGTo0FR-P45iRWVp2xKn5zsLGelf7QCwL_t1t0iatE,Security Guard (Kamehameha Industrial Center),Adzuna::API::Response::Location,"Honolulu, Hawaii","['US', 'Hawaii', 'Honolulu']",admin-jobs,Admin Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,First Hawaiian Bank,
Please Note: This position will be posted through 8/20/2026 Full-time positions are available. Please tell us about your availability! Pay: $15.95 per hour. Please Note: This position will work to bring processed clothing to the Sales Floor and will interact with Customers providing assistance to them. Excellent customer service skills are a must! Our Retail Centers are open 9:00 a.m. to 9:00 p.m. Mondays through Saturdays and 9:00 a.m. to 8:00 p.m. Sundays. This position is eligible for Daily …,Adzuna::API::Response::Job,2026-08-19T08:12:47Z,28783.38,5848132207,https://www.adzuna.com/details/5848132207?utm_medium=api&utm_source=abfa41a4,1,-107.858337,28783.38,37.203863,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMjIwNyIsInMiOiIyTTlWU05XYjhSR19ETU9GUU9HVWFRIn0.Uq7ozCGHpZRAMD40cIXf4CojJkG598PWIxh4_0-jCEA,Sales Floor Associate - Durango Store,Adzuna::API::Response::Location,"College Heights Durango, La Plata County","['US', 'Colorado', 'La Plata County', 'College Heights Durango']",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Goodwill of Colorado,
"Description At Forte Opening Solutions, we don't just manufacture doors; we create pathways to possibilities. We empower our employees to shape the future of our industry. Join a team where craftsmanship meets cutting-edge technology, and where your ideas can open new doors. Together, we build not just products, but a culture of excellence and collaboration. This position is responsible for managing and building business relationships through a consultative approach with our distributor custome…",Adzuna::API::Response::Job,2026-08-19T08:12:47Z,84426.57,5848132209,https://www.adzuna.com/details/5848132209?utm_medium=api&utm_source=abfa41a4,1,-82.53156,84426.57,28.0017,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMk05VlNOV2I4UkdfRE1PRlFPR1VhUSIsImkiOiI1ODQ4MTMyMjA5In0.D2TSXDAzDrdDh24ntY86hehDktxxgKrUdLpxrf_Crvo,"Distributor, Sales Consultant",Adzuna::API::Response::Location,"Egypt Lake-Leto, Hillsborough County","['US', 'Florida', 'Hillsborough County', 'Egypt Lake-Leto']",sales-jobs,Sales Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Forte Opening Solutions,contract
"Description Responsible for development of and direction of patient care services for the market’s cardiovascular service line. Directs activities of Patient Care Navigators and Chest Pain Coordinator. Department administrator. Establishes and enforces policies, procedures, standards and objectives. Directs and supervises staff as well as workflow. Position has budgetary or fiscal accountability. Responsible 24 hours a day for the ongoing effective operation of the Department exerting a leaders…",Adzuna::API::Response::Job,2026-08-19T08:12:46Z,200059.73,5848132202,https://www.adzuna.com/details/5848132202?utm_medium=api&utm_source=abfa41a4,1,-111.030341,200059.73,32.249218,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODEzMjIwMiIsInMiOiIyTTlWU05XYjhSR19ETU9GUU9HVWFRIn0.OjB5-j3utFiyPmWtsZftDx1rWK-TYYrKv26kJNPZDVw,Director Nursing ED,Adzuna::API::Response::Location,"Tucson, Pima County","['US', 'Arizona', 'Pima County', 'Tucson']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,Adzuna::API::Response::Company,Conifer Health Solutions,
