latitude,title,longitude,adref,contract_time,id,description,salary_max,created,__CLASS__,salary_is_predicted,redirect_url,salary_min,location.area,location.display_name,location.__CLASS__,category.__CLASS__,category.label,category.tag,company.__CLASS__,company.display_name,contract_type
38.368965,Global Marketing Account Lead - CloudHealth,-75.624973,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNzIwNDMyMCIsInMiOiJOdWhjNzMyRDhSR0ZNYTZiV0h6dGhRIn0.PonUawdbit07kie_kTyzvWw457Zzr7mOUpIWEtb7xKg,full_time,5807204320,"Position: Global Marketing Account Lead - CloudHealth Job Description: The Global Marketing Account Lead oversees marketing strategy development and campaign planning/ execution for CloudHealth. An all-rounder in marketing, you will be experienced in developing/ implementing global go-to-market and marketing plans utilizing both digital and field marketing tactics to increase Arrow’s market share and develop pipeline in line with organization priorities and business plans. A natural communicato…",138931.44,2026-07-19T09:43:54Z,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5807204320?se=Nuhc732D8RGFMa6bWHzthQ&utm_medium=api&utm_source=abfa41a4&v=93B125C040F9155755722C906928E0F2FF3D7B14,138931.44,"['US', 'Maryland', 'Wicomico County', 'Salisbury']","Salisbury, Wicomico County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,"PR, Advertising & Marketing Jobs",pr-advertising-marketing-jobs,Adzuna::API::Response::Company,"Arrow Electronics, Inc.",
41.513984,Senior Reactor Operator,-88.110025,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNzIwNDMxNiIsInMiOiJOdWhjNzMyRDhSR0ZNYTZiV0h6dGhRIn0.LyhSztu7ZaZwfnLbEP9Y82OC70s_BzLe_xi8ziWQnk4,full_time,5807204316,"WHO WE ARE As the nation's largest producer of clean, carbon-free energy, Constellation is focused on our purpose: accelerating the transition to a carbon-free future. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Our culture and employee experience make it clear: We are powered by passion and purpose. Together, we're creating healthier communities and a cleaner planet, and our …",95450.49,2026-07-19T09:43:51Z,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5807204316?se=Nuhc732D8RGFMa6bWHzthQ&utm_medium=api&utm_source=abfa41a4&v=270CACD4F0252D288E1153F15A11A7AE9C5D110C,95450.49,"['US', 'Illinois', 'Will County', 'Rockdale']","Rockdale, Will County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Company,Constellation Energy,
39.090324,Senior Site EHS Manager,-84.717401,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNzIwNDMxNyIsInMiOiJOdWhjNzMyRDhSR0ZNYTZiV0h6dGhRIn0.i0NQz_-psxuDQ23vTprM0BBFEmab7qDzXBsv9iitkBs,full_time,5807204317,"At Amazon, we prioritize health, safety, and well-being above all else. There is nothing more important. To support this priority, Amazon is seeking an experienced and innovative Senior Site Workplace Health and Safety (WHS) Manager to join our team. In this position, you will be responsible for partnering with the site level operations team for your designated site in order to execute company WHS policies and ensure compliance to all applicable local and regional regulations. By leveraging lea…",132199.39,2026-07-19T09:43:51Z,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5807204317?se=Nuhc732D8RGFMa6bWHzthQ&utm_medium=api&utm_source=abfa41a4&v=02045D088E58419CB12EA1B67C1AD13CF26327C5,132199.39,"['US', 'Kentucky', 'Boone County', 'Francisville']","Francisville, Boone County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Scientific & QA Jobs,scientific-qa-jobs,Adzuna::API::Response::Company,Amazon.com Services LLC,
41.091843,Senior Reactor Operator,-88.42611,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNzIwNDMxMiIsInMiOiJOdWhjNzMyRDhSR0ZNYTZiV0h6dGhRIn0.c8DEAzdXWOWb6gx4QM18M3zaffioq4i7YteVN3z1SHU,full_time,5807204312,"WHO WE ARE As the nation's largest producer of clean, carbon-free energy, Constellation is focused on our purpose: accelerating the transition to a carbon-free future. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Our culture and employee experience make it clear: We are powered by passion and purpose. Together, we're creating healthier communities and a cleaner planet, and our …",111154.9,2026-07-19T09:43:49Z,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5807204312?se=Nuhc732D8RGFMa6bWHzthQ&utm_medium=api&utm_source=abfa41a4&v=87EE172804C92C9B3773A38F4E39A34863959AC5,111154.9,"['US', 'Illinois', 'Livingston County', 'Dwight']","Dwight, Livingston County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Company,Constellation Energy,
39.47707,CNA (Part Time),-76.632665,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNzIwNDMxMyIsInMiOiJOdWhjNzMyRDhSR0ZNYTZiV0h6dGhRIn0.RhJoNufOKpsUbuufggpl_uCBlpF0O30C201V77aAs74,full_time,5807204313,"About Us: Overview: Does being kind and compassionate come naturally to you? Do you thrive on the ability to help others and make a difference in the lives of others? If this sounds like you, then Brightview Senior Living is for you! Responsibilities: Use your compassion to provide warm, engaging personal care services, support and companionship. Engage and assist residents with activities of daily living (ADLs). Look for changes in residents' day and personal care needs and work with the Nurse…",61834.52,2026-07-19T09:43:49Z,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5807204313?se=Nuhc732D8RGFMa6bWHzthQ&utm_medium=api&utm_source=abfa41a4&v=F80D8470629B94E0A8CBA9B2D01D4B6DC9423396,61834.52,"['US', 'Maryland', 'Baltimore County', 'Cockeysville']","Cockeysville, Baltimore County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Part time Jobs,part-time-jobs,Adzuna::API::Response::Company,"Brightview Senior Living, LLC",
41.172778,Senior Reactor Operator,-88.276667,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNzIwNDMxMSIsInMiOiJOdWhjNzMyRDhSR0ZNYTZiV0h6dGhRIn0.3Ei0t2J1EwC6cKRMlsRTSpwQqEXRWm6px2aoN306f_8,full_time,5807204311,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",120897.08,2026-07-19T09:43:49Z,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5807204311?se=Nuhc732D8RGFMa6bWHzthQ&utm_medium=api&utm_source=abfa41a4&v=8AB9E2D63D75F6EFABFAE6F1A9727303B4AAEB6B,120897.08,"['US', 'Illinois', 'Grundy County', 'South Wilmington']","South Wilmington, Grundy County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Company,Constellation Energy,
26.052059,Dialysis Patient Care Technician,-97.744255,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTnVoYzczMkQ4UkdGTWE2YldIenRoUSIsImkiOiI1ODA3MjA0MzE0In0.9_PP-IrSTFxwlKm74d5HHEvFEolIeEwmU9c1W99lluc,full_time,5807204314,"How you will change lives As a Patient Care Technician (PCT) at US Renal Care, you will be an integral part of a cross-functional team providing care and delegated activities of treatment to patients. The PCT will work under the supervision of a Registered Nurse (RN) or Charge Nurse (CN) for patients with renal failure. What you'll be doing Patient care. You will work directly with patients to provide safe, comfortable, and high-quality dialysis treatment. Responsibilities include gathering pat…",39867.44,2026-07-19T09:43:49Z,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5807204314?se=Nuhc732D8RGFMa6bWHzthQ&utm_medium=api&utm_source=abfa41a4&v=B813597928EE14D9F8E88E3522176F27B90C57BE,39867.44,"['US', 'Texas', 'Cameron County', 'Los Indios']","Los Indios, Cameron County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,U.S. Renal Care,
41.002695,Senior Reactor Operator,-88.522288,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNzIwNDMwMiIsInMiOiJOdWhjNzMyRDhSR0ZNYTZiV0h6dGhRIn0.4xEKWoAYBrZSmlnofb9GevlY0du5jJBtPmPTeLfgdO8,full_time,5807204302,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",78926.23,2026-07-19T09:43:47Z,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5807204302?se=Nuhc732D8RGFMa6bWHzthQ&utm_medium=api&utm_source=abfa41a4&v=573D45650AC5584B9E57006D73AD680787A94302,78926.23,"['US', 'Illinois', 'Livingston County', 'Odell']","Odell, Livingston County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Company,Constellation Energy,
40.873256,Dialysis Patient Care Technician,-73.870576,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNzIwNDMwMyIsInMiOiJOdWhjNzMyRDhSR0ZNYTZiV0h6dGhRIn0.EZWohfs1JLAmDCT1kVZl1IesS3IgyMAc-UoJ022pDSc,full_time,5807204303,"How you will change lives As a Patient Care Technician (PCT) at US Renal Care, you will be an integral part of a cross-functional team providing care and delegated activities of treatment to patients. The PCT will work under the supervision of a Registered Nurse (RN) or Charge Nurse (CN) for patients with renal failure. What you'll be doing Patient care. You will work directly with patients to provide safe, comfortable, and high-quality dialysis treatment. Responsibilities include gathering pat…",41064.34,2026-07-19T09:43:47Z,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5807204303?se=Nuhc732D8RGFMa6bWHzthQ&utm_medium=api&utm_source=abfa41a4&v=59BBCB89D912DF2F18983B0FE99F3E4F3C0FC37A,41064.34,"['US', 'New York', 'New York City', 'Bronx', 'Van Cott']","Van Cott, Bronx",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,U.S. Renal Care,
40.445052,"Senior Specialist, Corporate Actions Team Lead",-79.978494,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTnVoYzczMkQ4UkdGTWE2YldIenRoUSIsImkiOiI1ODA3MjA0Mjk5In0.aNZ-CARFiXzajM39kTiRX5Hy9hN4PGdCAa8qpuX4a7Q,full_time,5807204299,"Senior Specialist, Corporate Actions Team Lead At BNY, our culture allows us to run our company better and enables employees’ growth and success. As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world’s investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities worldwide. Recogni…",129948.16,2026-07-19T09:43:46Z,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5807204299?se=Nuhc732D8RGFMa6bWHzthQ&utm_medium=api&utm_source=abfa41a4&v=99F99FCAA9D6459E038D40A04A87BC578AED499F,129948.16,"['US', 'Pennsylvania', 'Allegheny County', 'Pittsburgh']","Pittsburgh, Allegheny County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,IT Jobs,it-jobs,Adzuna::API::Response::Company,BNY,
37.610389,Program Director,-77.320284,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNzIwNDI5MiIsInMiOiJOdWhjNzMyRDhSR0ZNYTZiV0h6dGhRIn0.tBvAkhbLBaCIP9ZH4h2JfF9phlkITvtKFpGWRXeVuOA,full_time,5807204292,"Sevita provides community-based services for individuals with intellectual and developmental disabilities. Here we believe every person has the right to live well, and everyone deserves to have a fulfilling career. You’ll join a mission-driven team and create relationships that motivate us all every day. Join us today, and experience a career well lived. Program Director, IDD Services Have you been looking for a fantastic role to continue your career path in Social and Human Services? Look no f…",93928.55,2026-07-19T09:43:45Z,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5807204292?se=Nuhc732D8RGFMa6bWHzthQ&utm_medium=api&utm_source=abfa41a4&v=61A384A1CCBD858BAE537BDAC30F8296B6E1A101,93928.55,"['US', 'Virginia', 'Henrico County', 'Henrico']","Henrico, Henrico County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,Sevita,
42.83976,Dialysis Patient Care Technician,-78.78582,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTnVoYzczMkQ4UkdGTWE2YldIenRoUSIsImkiOiI1ODA3MjA0Mjk3In0.JfJWrim2ciRF4QRVJe0PjCbs5hZ0q8k_M-22BtU84n8,full_time,5807204297,"How you will change lives As a Patient Care Technician (PCT) at US Renal Care, you will be an integral part of a cross-functional team providing care and delegated activities of treatment to patients. The PCT will work under the supervision of a Registered Nurse (RN) or Charge Nurse (CN) for patients with renal failure. What you'll be doing Patient care. You will work directly with patients to provide safe, comfortable, and high-quality dialysis treatment. Responsibilities include gathering pat…",42177.29,2026-07-19T09:43:45Z,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5807204297?se=Nuhc732D8RGFMa6bWHzthQ&utm_medium=api&utm_source=abfa41a4&v=7C6822D6DEB2ACCDB3B79741565B3D7040C5B32E,42177.29,"['US', 'New York', 'Erie County', 'Lackawanna']","Lackawanna, Erie County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,U.S. Renal Care,
41.38644,Multi-Store Supervisor - 801,-81.7377,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNzIwNDI4OCIsInMiOiJOdWhjNzMyRDhSR0ZNYTZiV0h6dGhRIn0.wzHuUDVY7C7DZepgDjzEy2RlwlXCv5loehhjNwiRETo,full_time,5807204288,"Additional Job Info: Additional $1.50/hr. for working 10pm-6am Overview: Love meeting new people and shaking things up? Time to flex your hustle as a Multi-Store Supervisor! You'll be the secret sauce behind creating a positive, high-energy atmosphere across multiple stores in your district. No boring 9-to-5 here-every day's a new adventure as you hop from store to store! This gig? Total career glow-up material. We're growing like crazy and opening stores left and right, so you've got all the r…",55230.23,2026-07-19T09:43:43Z,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5807204288?se=Nuhc732D8RGFMa6bWHzthQ&utm_medium=api&utm_source=abfa41a4&v=075EBD89E17131B6AC30EF313F1848AB7E490695,55230.23,"['US', 'Ohio', 'Cuyahoga County', 'Parma']","Parma, Cuyahoga County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Retail Jobs,retail-jobs,Adzuna::API::Response::Company,"Sheetz, Inc",
41.189426,Regional Sales Manager Core Commercial,-81.628623,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTnVoYzczMkQ4UkdGTWE2YldIenRoUSIsImkiOiI1ODA3MjA0Mjg1In0.sx8V7dXLnV2PpKU_K_qeU4K0Cq4McjG930aQMG1xx48,full_time,5807204285,"Securitas Technology, part of Securitas, is a world-leading provider of integrated security solutions that protect, connect and optimize businesses of all types and sizes. More than 13,000 colleagues in 40 countries are focused daily on our purpose to help make your world a safer place and our commitment to deliver an unparalleled client experience. With clients at the heart of all we do, our people, knowledge and technology power our connected ecosystem of health, safety and security solutions…",108258.95,2026-07-19T09:43:43Z,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5807204285?se=Nuhc732D8RGFMa6bWHzthQ&utm_medium=api&utm_source=abfa41a4&v=B76AFB0D1CDDAC40611F0DEAD310FE540C239CAF,108258.95,"['US', 'Ohio', 'Summit County', 'Bath']","Bath, Summit County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Sales Jobs,sales-jobs,Adzuna::API::Response::Company,Securitas Technology,
41.778876,Senior Reactor Operator,-88.433711,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTnVoYzczMkQ4UkdGTWE2YldIenRoUSIsImkiOiI1ODA3MjA0Mjg0In0.cY6ph94zrglALaDldKxzWuLVzTDarwTcIz-fVD1WA84,full_time,5807204284,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",77313.79,2026-07-19T09:43:39Z,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5807204284?se=Nuhc732D8RGFMa6bWHzthQ&utm_medium=api&utm_source=abfa41a4&v=DB3005A9E0D8329C9804B30FFA92F4D21DB3A6EB,77313.79,"['US', 'Illinois', 'Kane County', 'Sugar Grove']","Sugar Grove, Kane County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Company,Constellation Energy,
40.445052,"Senior Specialist, Middle Office",-79.978494,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTnVoYzczMkQ4UkdGTWE2YldIenRoUSIsImkiOiI1ODA3MjA0Mjc1In0.DA8JbdbB6xhmvg5vznJbBLdVw0CMbfB6dFZqCHMS4s4,full_time,5807204275,"Senior Specialist, Middle Office At BNY, our culture allows us to run our company better and enables employees’ growth and success. As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world’s investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities worldwide. Recognized as a top d…",82333.47,2026-07-19T09:43:38Z,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5807204275?se=Nuhc732D8RGFMa6bWHzthQ&utm_medium=api&utm_source=abfa41a4&v=3D7F5F96CC46384D8FF15A0FB0D085B4D7508E3C,82333.47,"['US', 'Pennsylvania', 'Allegheny County', 'Pittsburgh']","Pittsburgh, Allegheny County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Accounting & Finance Jobs,accounting-finance-jobs,Adzuna::API::Response::Company,BNY,
41.188404,Senior Reactor Operator,-88.310242,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTnVoYzczMkQ4UkdGTWE2YldIenRoUSIsImkiOiI1ODA3MjA0Mjc3In0.luxE9c6M4gA19Y9Lgop-OUscH8tf_IBOAq03UbhCsI4,full_time,5807204277,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",82529.13,2026-07-19T09:43:38Z,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5807204277?se=Nuhc732D8RGFMa6bWHzthQ&utm_medium=api&utm_source=abfa41a4&v=AC88A2C396A614DAAC8F9FC5B6C0254EEA2BB4CE,82529.13,"['US', 'Illinois', 'Grundy County', 'Gardner']","Gardner, Grundy County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Company,Constellation Energy,
33.627424,Dialysis Patient Care Technician,-83.985718,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTnVoYzczMkQ4UkdGTWE2YldIenRoUSIsImkiOiI1ODA3MjA0Mjc0In0.hFL8V7Q-zWZyxtXZgnQ89hgAdCsKqCZPqXHjEdVGgiE,full_time,5807204274,"How you will change lives As a Patient Care Technician (PCT) at US Renal Care, you will be an integral part of a cross-functional team providing care and delegated activities of treatment to patients. The PCT will work under the supervision of a Registered Nurse (RN) or Charge Nurse (CN) for patients with renal failure. What you'll be doing Patient care. You will work directly with patients to provide safe, comfortable, and high-quality dialysis treatment. Responsibilities include gathering pat…",39004.53,2026-07-19T09:43:37Z,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5807204274?se=Nuhc732D8RGFMa6bWHzthQ&utm_medium=api&utm_source=abfa41a4&v=4F564EBBC88A39916DAF44A889E69C40E6B6E2A7,39004.53,"['US', 'Georgia', 'Rockdale County', 'Conyers']","Conyers, Rockdale County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,U.S. Renal Care,
43.084561,Dialysis Patient Care Technician,-75.235085,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTnVoYzczMkQ4UkdGTWE2YldIenRoUSIsImkiOiI1ODA3MjA0MjYyIn0.hgANg-Wc1gv4hEvQfXshCTLEWiiI09RttO3KIWPc3cA,full_time,5807204262,"How you will change lives As a Patient Care Technician (PCT) at US Renal Care, you will be an integral part of a cross-functional team providing care and delegated activities of treatment to patients. The PCT will work under the supervision of a Registered Nurse (RN) or Charge Nurse (CN) for patients with renal failure. What you'll be doing Patient care. You will work directly with patients to provide safe, comfortable, and high-quality dialysis treatment. Responsibilities include gathering pat…",46664.24,2026-07-19T09:43:35Z,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5807204262?se=Nuhc732D8RGFMa6bWHzthQ&utm_medium=api&utm_source=abfa41a4&v=5D9516C160E75A8269ACCDD05CA9515EAB16DDFA,46664.24,"['US', 'New York', 'Oneida County', 'Utica']","Utica, Oneida County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,U.S. Renal Care,
34.098096,Dialysis Patient Care Technician,-118.358692,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTnVoYzczMkQ4UkdGTWE2YldIenRoUSIsImkiOiI1ODA3MjA0MjU4In0.wgb755ryxb33VJ2ztlPY2cN2JrwuTEpKr1s5qOeMKQ0,full_time,5807204258,"How you will change lives As a Patient Care Technician (PCT) at US Renal Care, you will be an integral part of a cross-functional team providing care and delegated activities of treatment to patients. The PCT will work under the supervision of a Registered Nurse (RN) or Charge Nurse (CN) for patients with renal failure. What you'll be doing Patient care. You will work directly with patients to provide safe, comfortable, and high-quality dialysis treatment. Responsibilities include gathering pat…",48751.39,2026-07-19T09:43:34Z,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5807204258?se=Nuhc732D8RGFMa6bWHzthQ&utm_medium=api&utm_source=abfa41a4&v=14B4800E652091AFA0CDD7E77A10D867A344CC67,48751.39,"['US', 'California', 'Los Angeles County', 'West Hollywood']","West Hollywood, Los Angeles County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,U.S. Renal Care,
41.756226,Senior Reactor Operator,-88.53963,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNzIwNDI1NyIsInMiOiJOdWhjNzMyRDhSR0ZNYTZiV0h6dGhRIn0.a9bmrzQtwtqyvnNaCRaTAQQDFYpIovduuYwtzqX_vM8,full_time,5807204257,"Who We Are As the largest private-sector power producer in the world and the nation's largest producer of clean and reliable energy, Constellation is focused on our purpose: lighting the way to a brilliant tomorrow for all. We have been the leader in clean energy production for more than a decade, and we are cultivating a workplace where our employees can grow, thrive, and contribute. Now integrated with Calpine, our portfolio includes 55 gigawatts of capacity from nuclear, natural gas, geother…",80529.29,2026-07-19T09:43:33Z,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5807204257?se=Nuhc732D8RGFMa6bWHzthQ&utm_medium=api&utm_source=abfa41a4&v=76314C05BBC6D4E90A8885758943A72B3D4704CE,80529.29,"['US', 'Illinois', 'Kane County', 'Big Rock']","Big Rock, Kane County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Company,Constellation Energy,
33.39336,Global Marketing Account Lead - CloudHealth,-111.93156,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTnVoYzczMkQ4UkdGTWE2YldIenRoUSIsImkiOiI1ODA3MjA0MjU1In0.5Qr_ErAJXOD9DMf-7rfiO7PI-si75JnbSTQS4NM8pnA,full_time,5807204255,"Position: Global Marketing Account Lead - CloudHealth Job Description: The Global Marketing Account Lead oversees marketing strategy development and campaign planning/ execution for CloudHealth. An all-rounder in marketing, you will be experienced in developing/ implementing global go-to-market and marketing plans utilizing both digital and field marketing tactics to increase Arrow’s market share and develop pipeline in line with organization priorities and business plans. A natural communicato…",152905.64,2026-07-19T09:43:33Z,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5807204255?se=Nuhc732D8RGFMa6bWHzthQ&utm_medium=api&utm_source=abfa41a4&v=F79D7F5260DA3D4C14E80418E74B5BF9852AFB4E,152905.64,"['US', 'Arizona', 'Maricopa County', 'Guadalupe']","Guadalupe, Maricopa County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,"PR, Advertising & Marketing Jobs",pr-advertising-marketing-jobs,Adzuna::API::Response::Company,"Arrow Electronics, Inc.",
32.82432,Dialysis Patient Care Technician,-97.179251,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNzIwNDI1MSIsInMiOiJOdWhjNzMyRDhSR0ZNYTZiV0h6dGhRIn0.6O9_hEdnDrQDEuGutgqeGuNridcqP1dTMI3QlkbiU_U,full_time,5807204251,"How you will change lives As a Patient Care Technician (PCT) at US Renal Care, you will be an integral part of a cross-functional team providing care and delegated activities of treatment to patients. The PCT will work under the supervision of a Registered Nurse (RN) or Charge Nurse (CN) for patients with renal failure. What you'll be doing Patient care. You will work directly with patients to provide safe, comfortable, and high-quality dialysis treatment. Responsibilities include gathering pat…",48192.79,2026-07-19T09:43:31Z,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5807204251?se=Nuhc732D8RGFMa6bWHzthQ&utm_medium=api&utm_source=abfa41a4&v=908651004DDC247D560B65FA2CC7978DED357A0E,48192.79,"['US', 'Texas', 'Tarrant County', 'Hurst']","Hurst, Tarrant County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,U.S. Renal Care,
29.28499,Dialysis Patient Care Technician-Must have Dialysis CCHT,-98.73093,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNzIwNDI0NyIsInMiOiJOdWhjNzMyRDhSR0ZNYTZiV0h6dGhRIn0.tmiy7vV2pTxY0j5mxFbimmRQZdcZXdGK1IplrgnUjNo,full_time,5807204247,"How you will change lives As a Patient Care Technician (PCT) at US Renal Care, you will be an integral part of a cross-functional team providing care and delegated activities of treatment to patients. The PCT will work under the supervision of a Registered Nurse (RN) or Charge Nurse (CN) for patients with renal failure. What you'll be doing Patient care. You will work directly with patients to provide safe, comfortable, and high-quality dialysis treatment. Responsibilities include gathering pat…",44411.42,2026-07-19T09:43:30Z,Adzuna::API::Response::Job,1,https://www.adzuna.com/land/ad/5807204247?se=Nuhc732D8RGFMa6bWHzthQ&utm_medium=api&utm_source=abfa41a4&v=BB8050FDDED3F70C998D244EE55255C440F16F83,44411.42,"['US', 'Texas', 'Bexar County', 'Atascosa']","Atascosa, Bexar County",Adzuna::API::Response::Location,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,U.S. Renal Care,
