description,redirect_url,longitude,adref,latitude,salary_min,id,__CLASS__,title,created,salary_is_predicted,salary_max,company.__CLASS__,company.display_name,category.label,category.tag,category.__CLASS__,location.display_name,location.area,location.__CLASS__,contract_time,contract_type
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607180?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=DD57C52654B39459CEF52ED5F2FF247BC4242CC1,-79.447995,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjYwNzE4MCIsInMiOiJmaWd5aERsbjhSR1BMOW9OTFRuUzlRIn0.Ub_kGwrN88-e_uP8MxErXv1CC9D0Jem9s1bWmMSkC6s,36.57999,92294.8,5762607180,Adzuna::API::Response::Job,Truck Driver Company - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:32Z,1,92294.8,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Schoolfield, Danville City","['US', 'Virginia', 'Danville City', 'Schoolfield']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607120?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=E55383149C9199ADD64B89004C7891902F0BF702,-89.554715,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmlneWhEbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNjA3MTIwIn0.T_r_ronwXN53vjjTZepXPdXgeoGSQZUdT07Zmt03q_0,37.327619,80505.41,5762607120,Adzuna::API::Response::Job,Truck Driver Company - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:31Z,1,80505.41,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Cape Girardeau, Cape Girardeau County","['US', 'Missouri', 'Cape Girardeau County', 'Cape Girardeau']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607162?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=9D7FA8C61EEE1EBDAE533BB25278B5C9186894BC,-92.77095,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmlneWhEbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNjA3MTYyIn0.2XO50c332NO3MY820f5pgvPp80CixCFfftyBYOHyvNg,38.019748,75964.32,5762607162,Adzuna::API::Response::Job,Class A CDL Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:31Z,1,75964.32,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Greenview, Camden County","['US', 'Missouri', 'Camden County', 'Greenview']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607115?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=AB43FA93357F0EA8439822DB03AA5A0E8D3B887A,-87.073582,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjYwNzExNSIsInMiOiJmaWd5aERsbjhSR1BMOW9OTFRuUzlRIn0.oILSj7gtuG6aOSvK6q3YCngfEoW8UyvHRXgY4H9vZkQ,37.756686,77122.1,5762607115,Adzuna::API::Response::Job,CDL-A Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:31Z,1,77122.1,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Philpot, Daviess County","['US', 'Kentucky', 'Daviess County', 'Philpot']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607130?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=5FE394354BBFA8D84B7F8C86ADB0D0B57687E1EC,-96.376012,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmlneWhEbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNjA3MTMwIn0.Dj_Fd9d2W0nfcQgxWyI8rpJ6d6nzgwh2fMnstvOsvIc,42.502864,75743.32,5762607130,Adzuna::API::Response::Job,Class A CDL Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:31Z,1,75743.32,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Sioux City, Woodbury County","['US', 'Iowa', 'Woodbury County', 'Sioux City']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607144?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=1BEBCB8A04F616C74E29CE29DD542FDD78C8CA0F,-87.39707,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmlneWhEbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNjA3MTQ0In0.JGC8L6tortAg0wdhFT_CXP_mpDF2YQmoyQvPyrLblgI,39.471874,81257.77,5762607144,Adzuna::API::Response::Job,Truck Driver Company - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:31Z,1,81257.77,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Terre Haute, Vigo County","['US', 'Indiana', 'Vigo County', 'Terre Haute']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607143?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=1B1AFE382BFC2932D0ECCB6BC5372C44018F3E79,-78.527622,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmlneWhEbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNjA3MTQzIn0.w7LCn6c2Z2Rij-kOeDQMhM2fMq8tTsyrakb71OmTuvs,39.993885,77764.2,5762607143,Adzuna::API::Response::Job,Class A CDL Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:31Z,1,77764.2,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Bedford, Bedford County","['US', 'Pennsylvania', 'Bedford County', 'Bedford']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607157?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=B55041CAD3F89A36148038E038741FE17DB65DD5,-92.58636,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjYwNzE1NyIsInMiOiJmaWd5aERsbjhSR1BMOW9OTFRuUzlRIn0.xY6bp1ZVdguKppHcelRdiB0ueMm3e6dldJdL1BxN59A,40.19688,86132.06,5762607157,Adzuna::API::Response::Job,Class A CDL Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:31Z,1,86132.06,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Kirksville, Adair County","['US', 'Missouri', 'Adair County', 'Kirksville']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607114?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=DB933D09FB33DCA5CF03A016393DB382FD9F2DDE,-94.180326,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjYwNzExNCIsInMiOiJmaWd5aERsbjhSR1BMOW9OTFRuUzlRIn0.b8bmY5W4kYLvHtUplBZUJZmO4TOfZ4_f50VFCeexrpw,42.507397,83977.29,5762607114,Adzuna::API::Response::Job,Truck Driver Company - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:31Z,1,83977.29,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"West Fort Dodge, Webster County","['US', 'Iowa', 'Webster County', 'West Fort Dodge']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607128?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=A16AEB8798A6AD43B09A511FC5C7065D4DBB58BA,-81.663836,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmlneWhEbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNjA3MTI4In0.nI32JUoV8o0C7dXCbVkzMabGiJ3D9GG-r0jrr40eE64,36.215935,83638.24,5762607128,Adzuna::API::Response::Job,Class A CDL Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:31Z,1,83638.24,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Perkinsville, Watauga County","['US', 'North Carolina', 'Watauga County', 'Perkinsville']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607113?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=AA67E81CF4FD7A4B37DA05358704309CE8AFA5D5,-82.823565,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmlneWhEbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNjA3MTEzIn0.BbH4FUIjijW3GSgmYCehj_3vrpP_OY8nY1Q_7hI3JI0,37.526765,65026.99,5762607113,Adzuna::API::Response::Job,Truck Driver Company - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:31Z,1,65026.99,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Eastern, Floyd County","['US', 'Kentucky', 'Floyd County', 'Eastern']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607141?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=3B4EF34DE5A2A045955048196BCAC2EA648CAC74,-98.541645,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjYwNzE0MSIsInMiOiJmaWd5aERsbjhSR1BMOW9OTFRuUzlRIn0.cwAs4WC7XcPBENdMpZl6xkm5FdFnirSaqHs7BF6ORx4,39.070407,76114.94,5762607141,Adzuna::API::Response::Job,CDL-A Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:31Z,1,76114.94,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Lucas, Russell County","['US', 'Kansas', 'Russell County', 'Lucas']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607153?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=14C360C5E962053AD8CC1E8DA5872A6BD4FAFA70,-87.33548,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmlneWhEbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNjA3MTUzIn0.OZyB_jdaRdX3K7dU874EZmz6qgT9Vr11sa29C-vwxms,36.549812,79504.84,5762607153,Adzuna::API::Response::Job,CDL-A Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:31Z,1,79504.84,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Clarksville, Montgomery County","['US', 'Tennessee', 'Montgomery County', 'Clarksville']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607150?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=EBF530D85BBB57D9670ED90C8DC84926A70690A5,-94.843862,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjYwNzE1MCIsInMiOiJmaWd5aERsbjhSR1BMOW9OTFRuUzlRIn0.vTMrlCN64BfJx8vKlz7SZZmQLDkqJckw7bcGGrazF-Q,39.76637,78086.73,5762607150,Adzuna::API::Response::Job,Truck Driver Company - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:31Z,1,78086.73,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Saint Joseph, Buchanan County","['US', 'Missouri', 'Buchanan County', 'Saint Joseph']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607121?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=6D3016CE54844EABFC27662E16D4F26498E939A2,-94.005589,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmlneWhEbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNjA3MTIxIn0.JL1uUCidD2XyHmmyE5d0zIRpvqoSFNWIa3iwj6t9NjU,33.430582,66753.3,5762607121,Adzuna::API::Response::Job,CDL-A Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:31Z,1,66753.3,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Texarkana, Miller County","['US', 'Arkansas', 'Miller County', 'Texarkana']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607134?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=FA0F61556583713417433596343C4DCB66B28584,-86.146798,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmlneWhEbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNjA3MTM0In0.nXK0tS4m3GjCaVoBluYw_6KtstuHtdEhbEW0972g5Jk,40.491243,87179.03,5762607134,Adzuna::API::Response::Job,Class A CDL Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:31Z,1,87179.03,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Kokomo, Howard County","['US', 'Indiana', 'Howard County', 'Kokomo']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607049?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=A0BEEEC070FA378DD75FA86CD42BD7CFD05C6347,-95.239539,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmlneWhEbG44UkdQTDlvTkxUblM5USIsImkiOiI1NzYyNjA3MDQ5In0.ssp6pYTGskX8hcrP7zvGDhbboJXsYExuyp_JJLuYRG8,38.968784,81048.58,5762607049,Adzuna::API::Response::Job,CDL-A Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:30Z,1,81048.58,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Lawrence, Douglas County","['US', 'Kansas', 'Douglas County', 'Lawrence']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607101?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=C0BA2EF2DAA59978FA7832963C5C65119C42DB41,-82.358684,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjYwNzEwMSIsInMiOiJmaWd5aERsbjhSR1BMOW9OTFRuUzlRIn0.fvfKtzd00nRvTUjAEs-yUpVMbbHmBagtcOfbn-nadFY,36.533772,82715.41,5762607101,Adzuna::API::Response::Job,Class A CDL Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:30Z,1,82715.41,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Blountville, Sullivan County","['US', 'Tennessee', 'Sullivan County', 'Blountville']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607078?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=C1E1A2894833B458B82F34104B7D3C63A1F886E2,-93.200318,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjYwNzA3OCIsInMiOiJmaWd5aERsbjhSR1BMOW9OTFRuUzlRIn0.qxoHPJEx9YS5u_O22Uuho5WygBGH39lgXYDBhJt4dUc,43.149083,95227.64,5762607078,Adzuna::API::Response::Job,CDL-A Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:30Z,1,95227.64,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Mason City, Cerro Gordo County","['US', 'Iowa', 'Cerro Gordo County', 'Mason City']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607064?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=E633ACE18BF08D351387715B11B898DA1328BE6A,-93.86208,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjYwNzA2NCIsInMiOiJmaWd5aERsbjhSR1BMOW9OTFRuUzlRIn0.M2Ur0bI8HQub4KSYYaJDt1RgUdfS70sQnY8TAe-wk-M,32.60862,84941.83,5762607064,Adzuna::API::Response::Job,CDL-A Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:30Z,1,84941.83,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Risinger Woods, Caddo Parish","['US', 'Louisiana', 'Caddo Parish', 'Risinger Woods']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607056?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=1336BCE791916E32BA27AEB6FD62ADF9F5A4A111,-86.525521,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjYwNzA1NiIsInMiOiJmaWd5aERsbjhSR1BMOW9OTFRuUzlRIn0.iPe9hN-5YSK0g_nu0SsrVgsy6Wh5T1L9Qu3DWO0BGrg,39.172163,77330.53,5762607056,Adzuna::API::Response::Job,Truck Driver Company - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:30Z,1,77330.53,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Clear Creek, Monroe County","['US', 'Indiana', 'Monroe County', 'Clear Creek']",Adzuna::API::Response::Location,full_time,
"Class A CDL OTR Truck Drivers – High Miles, Weekly Pay, Full Benefits. Join a well-established asset-based Midwest carrier with over 30 years in business and a fleet of 200 trucks. We offer consistent miles, reliable freight, modern equipment and a full staff of experienced members to assist and support you. Pay & Miles Earn up to six () figures annually Average weekly pay: $1500 – $1900 2,700 – 3,400 miles per week Competitive CPM based on experience Paid the same rate for loaded and empty mil…",https://www.adzuna.com/land/ad/5762607100?se=figyhDln8RGPL9oNLTnS9Q&utm_medium=api&utm_source=abfa41a4&v=DC2072C6338F73FC75F41B82D95A99DAE0B9A90E,-87.564769,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2MjYwNzEwMCIsInMiOiJmaWd5aERsbjhSR1BMOW9OTFRuUzlRIn0.jzJqRV60NeQ_WDFgn9N3SXQY9kDSBI90bFOxw1oSEr0,33.195186,85396.35,5762607100,Adzuna::API::Response::Job,CDL-A Company Driver - 1yr EXP Required - OTR - Climate Express,2026-06-13T09:10:30Z,1,85396.35,Adzuna::API::Response::Company,Climate Express,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,"Skyland, Tuscaloosa County","['US', 'Alabama', 'Tuscaloosa County', 'Skyland']",Adzuna::API::Response::Location,full_time,
