longitude,redirect_url,salary_min,title,contract_time,created,id,__CLASS__,salary_max,adref,description,latitude,salary_is_predicted,company.display_name,company.__CLASS__,location.area,location.__CLASS__,location.display_name,category.__CLASS__,category.tag,category.label,contract_type
-95.294803,https://www.adzuna.com/details/5832027255?utm_medium=api&utm_source=abfa41a4,43622.22,Bistro Server (AM),part_time,2026-08-07T10:07:49Z,5832027255,Adzuna::API::Response::Job,43622.22,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMnNhNzBHcVM4UkdjM09ZY2tEZ3VfdyIsImkiOiI1ODMyMDI3MjU1In0.9vT64UyM1XNNcup1-vKmKSec8AdnamdAPuwqmfrYDbA,"Opportunity: Bistro Server Serve food and/or beverage to guests in a courteous and friendly manner and in accordance with established brand/hotel guest service and sustainability standards. Your Growth Path Banquet Server/Captain; Restaurant Supervisor – Restaurant Manager – Banquet Manager Your Focus Set up necessary supplies, food, and beverage at the beginning of the shift and maintain a stocked work area at all times. Take orders from customers, input orders, obtain payment and provide chan…",32.325203,1,Hersha Hospitality Management LP,Adzuna::API::Response::Company,"['US', 'Texas', 'Smith County', 'Tyler']",Adzuna::API::Response::Location,"Tyler, Smith County",Adzuna::API::Response::Category,hospitality-catering-jobs,Hospitality & Catering Jobs,
-95.294803,https://www.adzuna.com/details/5832027269?utm_medium=api&utm_source=abfa41a4,45790.0,Bistro Server (PM),part_time,2026-08-07T10:07:49Z,5832027269,Adzuna::API::Response::Job,45790.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNzI2OSIsInMiOiIyc2E3MEdxUzhSR2MzT1lja0RndV93In0.H_iIVDAFrEF8H-5DbE5IcDsk8T96LS7q9FEsS_poCPE,"Opportunity: Bistro Server Serve food and/or beverage to guests in a courteous and friendly manner and in accordance with established brand/hotel guest service and sustainability standards. Your Growth Path Banquet Server/Captain; Restaurant Supervisor – Restaurant Manager – Banquet Manager Your Focus Set up necessary supplies, food, and beverage at the beginning of the shift and maintain a stocked work area at all times. Take orders from customers, input orders, obtain payment and provide chan…",32.325203,1,Hersha Hospitality Management LP,Adzuna::API::Response::Company,"['US', 'Texas', 'Smith County', 'Tyler']",Adzuna::API::Response::Location,"Tyler, Smith County",Adzuna::API::Response::Category,hospitality-catering-jobs,Hospitality & Catering Jobs,
-90.675829,https://www.adzuna.com/details/5832027228?utm_medium=api&utm_source=abfa41a4,102563.62,Branch Manager,full_time,2026-08-07T10:07:47Z,5832027228,Adzuna::API::Response::Job,102563.62,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNzIyOCIsInMiOiIyc2E3MEdxUzhSR2MzT1lja0RndV93In0.Q0voWKb3p-c1UncW77FIZziuLM4zTTNaBZKfA80pRcc,"If you're seeking more than just a job, join Heights Finance and kickstart your career! Are you ready to make a difference in the world of consumer finance? At Heights Finance, a proud member of the Attain Finance family, we bring over 50 years of expertise in providing credit solutions across the U.S. and Canada. Our deep roots in the financial industry have empowered us to develop convenient, easily accessible financial services that meet our customers' growing needs. Join a leading consumer …",40.459178,1,Attain Finance,Adzuna::API::Response::Company,"['US', 'Illinois', 'McDonough County', 'Macomb']",Adzuna::API::Response::Location,"Macomb, McDonough County",Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,
-87.66303,https://www.adzuna.com/details/5832027229?utm_medium=api&utm_source=abfa41a4,66024.44,Financial Service Representative,full_time,2026-08-07T10:07:47Z,5832027229,Adzuna::API::Response::Job,66024.44,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNzIyOSIsInMiOiIyc2E3MEdxUzhSR2MzT1lja0RndV93In0.-agLJEiSLK9RJ-JOwCrh4kz47asKE_JGjk-YWGLxw7M,"If you're seeking more than just a job, join Heights Finance and kickstart your career ! Are you ready to make a difference in the world of consumer finance? At Heights Finance, a proud member of the Attain Finance family, we bring over 50 years of expertise in providing credit solutions across the U.S. and Canada. Our deep roots in the financial industry have empowered us to develop convenient, easily accessible financial services that meet our customers' growing needs. Join a leading consumer…",41.700037,1,Attain Finance,Adzuna::API::Response::Company,"['US', 'Illinois', 'Cook County', 'Chicago', 'East Beverly']",Adzuna::API::Response::Location,"East Beverly, Chicago",Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,
-81.06228,https://www.adzuna.com/details/5832027192?utm_medium=api&utm_source=abfa41a4,61299.81,Financial Service Representative,full_time,2026-08-07T10:07:47Z,5832027192,Adzuna::API::Response::Job,61299.81,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMnNhNzBHcVM4UkdjM09ZY2tEZ3VfdyIsImkiOiI1ODMyMDI3MTkyIn0.9lpJSCGU0uANDWMzqtaLhZMIPLcnShLN9i6v20YCii4,"If you're seeking more than just a job, join Heights Finance and kickstart your career ! Are you ready to make a difference in the world of consumer finance? At Heights Finance, a proud member of the Attain Finance family, we bring over 50 years of expertise in providing credit solutions across the U.S. and Canada. Our deep roots in the financial industry have empowered us to develop convenient, easily accessible financial services that meet our customers' growing needs. Join a leading consumer…",32.04468,1,Attain Finance,Adzuna::API::Response::Company,"['US', 'Georgia', 'Chatham County', 'Thunderbolt']",Adzuna::API::Response::Location,"Thunderbolt, Chatham County",Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,
-74.194885,https://www.adzuna.com/details/5832027208?utm_medium=api&utm_source=abfa41a4,85986.22,Staff Nurse - CARDIO SVS OPS,full_time,2026-08-07T10:07:47Z,5832027208,Adzuna::API::Response::Job,85986.22,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWmdTUzBXcVM4UkdXUG9KcVFYRlBudyIsImkiOiI1ODMyMDI3MjA4In0.fCiFo0dy7cDY3m-kx2fTKPf7jo3qsdf4DYIB8naCkIw,"About the Role The primary purpose of the Staff Nurse position is to provide patient care (neonate to maturity) based on the identified individualized needs of assigned patients and families within the clinical nursing role. The Staff Nurse will assess, screen, evaluate, educate, and provide care management/outcome management in accordance with professional nursing standards and patient needs. The role of the Staff Nurse also includes practice/office support. What You’ll Do Independently obtain…",40.738372,1,University Hospital,Adzuna::API::Response::Company,"['US', 'New Jersey', 'Essex County', 'Roseville']",Adzuna::API::Response::Location,"Roseville, Essex County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
-88.354497,https://www.adzuna.com/details/5832027170?utm_medium=api&utm_source=abfa41a4,26554.98,Day Hall Monitor Substitute,part_time,2026-08-07T10:07:47Z,5832027170,Adzuna::API::Response::Job,26554.98,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWmdTUzBXcVM4UkdXUG9KcVFYRlBudyIsImkiOiI1ODMyMDI3MTcwIn0.AV6lbO-wQKDXjrAUAOUSIAbfonxyvGXlThtDqowSWec,"POSITION SUMMARY IMSA is actively seeking applications for the part-time position of Day Hall Monitor Substitute in the Office of Residence Life. Day Hall Monitors support Residential Life live-in staff by assisting with the day to day operations of the residence halls as well as with the development of students. This position is a non-exempt, 10 month, employment-at-will position at a starting rate of $15.00 per hour. Hours/Shift/Work Schedule: Monday – Friday, 7:30am – 3:00pm with a 30 minute…",41.765311,1,Illinois Mathematics and Science Academy,Adzuna::API::Response::Company,"['US', 'Illinois', 'Kendall County', 'Montgomery']",Adzuna::API::Response::Location,"Montgomery, Kendall County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
-74.194885,https://www.adzuna.com/details/5832027174?utm_medium=api&utm_source=abfa41a4,131993.67,Registered Dietitian - Oncology,full_time,2026-08-07T10:07:47Z,5832027174,Adzuna::API::Response::Job,131993.67,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWmdTUzBXcVM4UkdXUG9KcVFYRlBudyIsImkiOiI1ODMyMDI3MTc0In0.dwcTANwtPZcwJi-jTnKs9nowhPixFD4nTZSbNuS0aSE,"About the Role The primary purpose of the Registered Dietitian position is to plan, develop, implement, and coordinate all phases of nutritional care for patients in the outpatient Cancer Center. Primary responsibilities include Nutrition Assessment, Nutrition Care Plan Development and Follow-Up, Nutrition Education, and Nutrition Counseling for oncology patients. Provides nutrition and hydration requirements and recommendations throughout the continuum of cancer care, including prevention, dia…",40.738372,1,University Hospital,Adzuna::API::Response::Company,"['US', 'New Jersey', 'Essex County', 'Roseville']",Adzuna::API::Response::Location,"Roseville, Essex County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
-84.783251,https://www.adzuna.com/details/5832027205?utm_medium=api&utm_source=abfa41a4,53792.74,Financial Service Representative,full_time,2026-08-07T10:07:47Z,5832027205,Adzuna::API::Response::Job,53792.74,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNzIwNSIsInMiOiJaZ1NTMFdxUzhSR1dQb0pxUVhGUG53In0.2F0yi2BtKt6xBgDAcPjnhBUFYEgnl4jm50mc1FuOWQY,"If you're seeking more than just a job, join Heights Finance and kickstart your career ! Are you ready to make a difference in the world of consumer finance? At Heights Finance, a proud member of the Attain Finance family, we bring over 50 years of expertise in providing credit solutions across the U.S. and Canada. Our deep roots in the financial industry have empowered us to develop convenient, easily accessible financial services that meet our customers' growing needs. Join a leading consumer…",37.641542,1,Attain Finance,Adzuna::API::Response::Company,"['US', 'Kentucky', 'Boyle County', 'Danville']",Adzuna::API::Response::Location,"Danville, Boyle County",Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,
-74.194885,https://www.adzuna.com/details/5832027218?utm_medium=api&utm_source=abfa41a4,71298.41,Supervisor Distribution,full_time,2026-08-07T10:07:47Z,5832027218,Adzuna::API::Response::Job,71298.41,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWmdTUzBXcVM4UkdXUG9KcVFYRlBudyIsImkiOiI1ODMyMDI3MjE4In0.YLVHA7xrnAYBk7n8q9jRppafw_ll3KpN_wfcixHt8Sk,"About the Role The primary purpose of the Supervisor Distribution position is to assist in planning, organizing, and supervising the day-to-day operations of General Store/Peri-op Warehouse and/or Shipping & Receiving Mail. Supervises and coordinates the activities of the assigned area along with staff involved in receiving, storing, inventorying, issuing, and distributing a wide variety of mail and medical supplies. Oversees personnel, receiving of goods, storeroom inventory, and supply chain …",40.738372,1,University Hospital,Adzuna::API::Response::Company,"['US', 'New Jersey', 'Essex County', 'Roseville']",Adzuna::API::Response::Location,"Roseville, Essex County",Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,
-74.194885,https://www.adzuna.com/details/5832027154?utm_medium=api&utm_source=abfa41a4,65805.93,Billing Specialist,full_time,2026-08-07T10:07:46Z,5832027154,Adzuna::API::Response::Job,65805.93,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNzE1NCIsInMiOiJaZ1NTMFdxUzhSR1dQb0pxUVhGUG53In0.DmGtuAWFYdg0X1syA3-RPhmN_oMzVHdvjKM_hTCtGR8,"About the Role The primary purpose of the Billing Specialist position is to ensure accurate and timely processing of all patient and insurance billing, follow-up, and correspondence for University Hospital. What You’ll Do Performs pre-billing preparations as required for electronic and manual claims submission. Reviews pre-bill edit/error reports and makes necessary corrections; Resubmits claims. Obtains and/or corrects any missing data elements required for billing purposes. Mails all hard cop…",40.738372,1,University Hospital,Adzuna::API::Response::Company,"['US', 'New Jersey', 'Essex County', 'Roseville']",Adzuna::API::Response::Location,"Roseville, Essex County",Adzuna::API::Response::Category,accounting-finance-jobs,Accounting & Finance Jobs,
-92.367138,https://www.adzuna.com/details/5832027149?utm_medium=api&utm_source=abfa41a4,29120.0,Delivery Driver- Part Time,part_time,2026-08-07T10:07:46Z,5832027149,Adzuna::API::Response::Job,29120.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWmdTUzBXcVM4UkdXUG9KcVFYRlBudyIsImkiOiI1ODMyMDI3MTQ5In0.-Von-yCVN8DcPE-swWHaiOxEJILDPqcBN2TI6ViErtY,"Parts Authority, founded in 1973, is a leading national distributor of automotive replacement parts, tools/equipment and transmissions. Headquartered in Long Island, New York, Parts Authority is rapidly expanding, and today has more than 300 locations servicing customers in Arizona, California, Colorado, Connecticut, Florida, Georgia, Illinois, Iowa, Maine, Maryland, Massachusetts, Missouri, New Jersey, New Mexico, New York, North Carolina, Ohio, Oregon, Texas, Utah, Virginia, Washington, Washi…",42.476222,0,Parts Authority,Adzuna::API::Response::Company,"['US', 'Iowa', 'Black Hawk County', 'Blackhawk Village']",Adzuna::API::Response::Location,"Blackhawk Village, Black Hawk County",Adzuna::API::Response::Category,part-time-jobs,Part time Jobs,
-80.14782,https://www.adzuna.com/details/5832027156?utm_medium=api&utm_source=abfa41a4,34320.0,Warehouse Associate,full_time,2026-08-07T10:07:46Z,5832027156,Adzuna::API::Response::Job,34320.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWmdTUzBXcVM4UkdXUG9KcVFYRlBudyIsImkiOiI1ODMyMDI3MTU2In0.do2s9OaZKTO0fmTK3b2AcJbkyPub_UTGhPzhPMPlZAM,"Careers Powered by Parts Authority Pompano Beach, Florida WAREHOUSE ASSOCIATES Hourly Rate: $16.50 Parts Authority was formed by the merger of four companies, that date back to 1973, that had common ownership and had the vision of creating a better vehicle for the wholesale distribution of automotive and truck parts. Parts Authority, founded in 1973, is a leading national distributor of automotive replacement parts, tools/equipment and transmissions. Headquartered in Long Island, New York, Part…",26.2779,0,Parts Authority,Adzuna::API::Response::Company,"['US', 'Florida', 'Broward County', 'Lighthouse Point']",Adzuna::API::Response::Location,"Lighthouse Point, Broward County",Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,
-72.645366,https://www.adzuna.com/details/5832027155?utm_medium=api&utm_source=abfa41a4,38480.0,Warehouse Associate,full_time,2026-08-07T10:07:46Z,5832027155,Adzuna::API::Response::Job,38480.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNzE1NSIsInMiOiJaZ1NTMFdxUzhSR1dQb0pxUVhGUG53In0.O41yN4qEyskgNcDwsOdcfe8exOhZwcFnYGnpQC8d60Y,"Join the Growing Parts Authority Team! Looking for a rewarding career with competitive pay, outstanding benefits, and long-term stability? Parts Authority is seeking motivated Warehouse Associates to join our growing team Location : Windsor Locks, CT Shift: 1st and 2nd positions available Hourly Rates: $18.00-$18.50 What You’ll Do: Drive Results: Maintain high productivity and quality standards in a active warehouse environment. Stay Mobile: Lift, move, and transport assets/inventory (50 lbs. w…",41.927049,0,Parts Authority,Adzuna::API::Response::Company,"['US', 'Connecticut', 'Hartford County', 'Windsor Locks']",Adzuna::API::Response::Location,"Windsor Locks, Hartford County",Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,
-74.194885,https://www.adzuna.com/details/5832027167?utm_medium=api&utm_source=abfa41a4,57669.59,"Administrative Assistant, Community and Population Health",full_time,2026-08-07T10:07:46Z,5832027167,Adzuna::API::Response::Job,57669.59,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNzE2NyIsInMiOiJaZ1NTMFdxUzhSR1dQb0pxUVhGUG53In0.Ak3rAdv86AjqE8tX_6xYgRuxgvIg34lbp7wa8T3HY14,"About the Role The Administrative Assistant provides essential clerical and administrative support to ensure the efficient operation of the Community and Population Health Department. The role involves handling a variety of tasks related to organization, communication, and coordination, contributing to the smooth workflow of healthcare services, and providing administrative support to the Community and Population Health leadership team and all department key initiatives and programs. Under the …",40.738372,1,University Hospital,Adzuna::API::Response::Company,"['US', 'New Jersey', 'Essex County', 'Roseville']",Adzuna::API::Response::Location,"Roseville, Essex County",Adzuna::API::Response::Category,admin-jobs,Admin Jobs,
-90.77964,https://www.adzuna.com/details/5832027151?utm_medium=api&utm_source=abfa41a4,34320.0,Warehouse Associate -Stock Part Time,part_time,2026-08-07T10:07:46Z,5832027151,Adzuna::API::Response::Job,34320.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWmdTUzBXcVM4UkdXUG9KcVFYRlBudyIsImkiOiI1ODMyMDI3MTUxIn0.-ArJD3xKz1n4sZGSwa389TnDk-bOVXpN_O_Rf4eZqGc,"Careers Powered by Parts Authority LLC. NOW HIRING! PART-TIME WEEKEND POSITIONS  Dubuque Super Warehouse Open Positions: Warehouse Associates Warehouse Internet Shippers Hourly Rate: $16.50 IWI is a division of Parts Authority — one of the fastest-growing supply chain companies in the country. We offer career advancement opportunities, job stability, and a strong team environment. Weekend Shift Schedule Saturday & Sunday | 12:00 PM – 9:00 PM Flexible scheduling available for one or both days! P…",42.53064,0,Parts Authority,Adzuna::API::Response::Company,"['US', 'Iowa', 'Dubuque County', 'Durango']",Adzuna::API::Response::Location,"Durango, Dubuque County",Adzuna::API::Response::Category,part-time-jobs,Part time Jobs,
-95.497781,https://www.adzuna.com/details/5832027142?utm_medium=api&utm_source=abfa41a4,31200.0,Warehouse Associate -Stock,full_time,2026-08-07T10:07:45Z,5832027142,Adzuna::API::Response::Job,31200.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWmdTUzBXcVM4UkdXUG9KcVFYRlBudyIsImkiOiI1ODMyMDI3MTQyIn0.OWU6t2_bZllrtfd82RnlY03ZJzlXrcci6jdTFS8KncI,Parts Authority-Career Central   *YOUR FUTURE IS NOW  We have newly created career opportunities for Warehouse Associates in our most successful rapidly expanding Division Parts Authority is one of the fastest growing Supply Chain companies in the Country. We offer promotable career advancement and job stability- 50 years old and GROWING! We also have shipping and receiving opportunities on our Digital Business and Internet Operations Team. 4 Health Plan options Dental Vision 401K w/ company co…,29.796272,0,Parts Authority,Adzuna::API::Response::Company,"['US', 'Texas', 'Harris County', 'Spring Valley']",Adzuna::API::Response::Location,"Spring Valley, Harris County",Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,
-72.639933,https://www.adzuna.com/details/5832027144?utm_medium=api&utm_source=abfa41a4,34320.0,Warehouse Associate,full_time,2026-08-07T10:07:45Z,5832027144,Adzuna::API::Response::Job,34320.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWmdTUzBXcVM4UkdXUG9KcVFYRlBudyIsImkiOiI1ODMyMDI3MTQ0In0.mp1-6u1Cd8uWzLoK7qt-nDBmw0dDKr02G2dQFHEy1sk,Parts Authority-Career Central   *YOUR FUTURE IS NOW  We have newly created career opportunities for Warehouse Associates in our most successful rapidly expanding Division Parts Authority is one of the fastest growing Supply Chain companies in the Country. We offer promotable career advancement and job stability- 50 years old and GROWING! 4 Health Plan options Dental Vision 401K w/ company contribution Paid Vacation & sick leave Free Life Insurance and more Parts Authority was formed by the mer…,42.116046,0,Parts Authority,Adzuna::API::Response::Company,"['US', 'Massachusetts', 'Hampden County', 'West Springfield']",Adzuna::API::Response::Location,"West Springfield, Hampden County",Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,
-112.01748,https://www.adzuna.com/details/5832027143?utm_medium=api&utm_source=abfa41a4,37440.0,Auto Parts Counter Professional,full_time,2026-08-07T10:07:45Z,5832027143,Adzuna::API::Response::Job,41600.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWmdTUzBXcVM4UkdXUG9KcVFYRlBudyIsImkiOiI1ODMyMDI3MTQzIn0.Xi9WYqFroPti2dM6b4Dh0YJMUCf0AVJO-IF-UbX2sf8,"About Us: Join the leading force in the automotive industry! Founded in 1973, Parts Authority is a national powerhouse in distributing automotive replacement parts, tools, equipment, and transmissions. Headquartered in Long Island, New York, we're expanding rapidly with over 300 locations serving customers nationwide. From coast to coast, we're the go-to destination for top-quality automotive parts. What Sets Us Apart: At Parts Authority, our secret weapon is our team. Our professionally traine…",40.69656,0,Parts Authority,Adzuna::API::Response::Company,"['US', 'Utah', 'Salt Lake County', 'Hunter']",Adzuna::API::Response::Location,"Hunter, Salt Lake County",Adzuna::API::Response::Category,sales-jobs,Sales Jobs,
-72.745158,https://www.adzuna.com/details/5832027133?utm_medium=api&utm_source=abfa41a4,46444.03,Bilingual Virtual Counter Agent - Counter Sales,full_time,2026-08-07T10:07:43Z,5832027133,Adzuna::API::Response::Job,46444.03,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWmdTUzBXcVM4UkdXUG9KcVFYRlBudyIsImkiOiI1ODMyMDI3MTMzIn0.JJ2xeW3RDTnswsw2FOWu6RETM5Iz9AslvFMimos1qV4,JOB DESCRIPTION Bilingual Virtual Counter Agent - Counter Sales Assist customers with purchasing decisions and product selection. Provide exceptional customer service through virtual interactions via kiosk technology. Process sales transactions and customer orders using CSD. Coordinate deliveries and communicate estimated arrival times for materials. Answer customer inquiries and provide product information and recommendations. Maintain accurate order and billing information. Collaborate with s…,40.936338,1,Riverhead Building Supply Corporation,Adzuna::API::Response::Company,"['US', 'New York', 'Suffolk County', 'Calverton']",Adzuna::API::Response::Location,"Calverton, Suffolk County",Adzuna::API::Response::Category,sales-jobs,Sales Jobs,
-118.293589,https://www.adzuna.com/details/5832027129?utm_medium=api&utm_source=abfa41a4,35152.0,Chip Runner,full_time,2026-08-07T10:07:43Z,5832027129,Adzuna::API::Response::Job,35152.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNzEyOSIsInMiOiJaZ1NTMFdxUzhSR1dQb0pxUVhGUG53In0.lQooRD8cD4z6WYxylEs8xhzWEfG1DFM365LEVQmT1D8,"Major Responsibilities: Acknowledge and greet customers and guests in a friendly, warm and courteous manner. Run chips, markers and checks. Buy chips for patrons and dealers as needed. Assist in obtaining chips for new or converted games. Always be aware of empty seats. Inform the Floorperson as needed Verify collections and amounts at designated times. Assure that the practice to ""echo"" is done in tandem with Dealers. Become familiar with ""regular"" players, their initials and the games they pr…",33.886331,0,Flynt Management Group,Adzuna::API::Response::Company,"['US', 'California', 'Los Angeles County', 'Gardena']",Adzuna::API::Response::Location,"Gardena, Los Angeles County",Adzuna::API::Response::Category,customer-services-jobs,Customer Services Jobs,
-73.292894,https://www.adzuna.com/details/5832027118?utm_medium=api&utm_source=abfa41a4,73605.16,Licensed Practical Nurse - Phone Triage,full_time,2026-08-07T10:07:42Z,5832027118,Adzuna::API::Response::Job,73605.16,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNzExOCIsInMiOiJaZ1NTMFdxUzhSR1dQb0pxUVhGUG53In0.pj98yDz_aNoZgH9wileZ6CTpyR0PX2PWA39WZC8QJG0,"Licensed Practical Nurse - University Associates in Obstetrics & Gynecology, UFPC Location: Commack, NY Schedule: Full Time Days/Hours: Monday - Friday; 8:30 AM - 5 PM Pay: $28.62 - $35.74 Our compensation philosophy aims to provide marketable compensation programs and to compensate employees based on relevant experience and education. Individual compensation discussions begin during the hiring process and may occur during job review and promotional opportunities. Salaries vary depending on exp…",40.842876,1,SB Clinical Practice Management Plan,Adzuna::API::Response::Company,"['US', 'New York', 'Suffolk County', 'Commack']",Adzuna::API::Response::Location,"Commack, Suffolk County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,
-118.048631,https://www.adzuna.com/details/5832027117?utm_medium=api&utm_source=abfa41a4,40854.18,CNC Lathe Machine Operator (2nd Shift),,2026-08-07T10:07:42Z,5832027117,Adzuna::API::Response::Job,40854.18,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWmdTUzBXcVM4UkdXUG9KcVFYRlBudyIsImkiOiI1ODMyMDI3MTE3In0.2InZdWXaEGyJUDkSEDLQVbQPTn_N3ZUlaaL0TKB3E50,"We are seeking a reliable and detail-oriented Machine Operator (2nd shift) to set up, operate, and maintain machinery in a safe and efficient manner. The ideal candidate will be responsible for ensuring equipment runs smoothly, producing high-quality parts or products according to specifications. This role plays a critical part in our production process, requiring attention to detail, mechanical aptitude, and a commitment to safety and productivity. Shift 1: 2:00pm - 10:30pm Compensation: $22.0…",33.719698,1,Element Materials Technology,Adzuna::API::Response::Company,"['US', 'California', 'Orange County', 'Seal Beach']",Adzuna::API::Response::Location,"Seal Beach, Orange County",Adzuna::API::Response::Category,manufacturing-jobs,Manufacturing Jobs,
-82.46986,https://www.adzuna.com/details/5832027107?utm_medium=api&utm_source=abfa41a4,7500.0,"Travel Nurse RN - Post-Anesthesia Care Unit (PACU) / Pre-Post Op - $1,691 to $1,875 per week in Bradenton, FL",full_time,2026-08-07T10:07:41Z,5832027107,Adzuna::API::Response::Job,7500.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMjAyNzEwNyIsInMiOiJaZ1NTMFdxUzhSR1dQb0pxUVhGUG53In0.Gk1G6LntrZSrxS1pc2mc4ymlxyEfZNBAmgHBWDblYuc,"Registered Nurse (RN) | Post-Anesthesia Care Unit (PACU) / Pre-Post Op Location: Bradenton, FL Agency: LRS Healthcare Pay: $1,691 to $1,875 per week Shift Information: Days Contract Duration: 13 Weeks Start Date: ASAP About the Position TravelNurseSource is working with LRS Healthcare to find a qualified PACU/Pre-Post Op RN in Bradenton, Florida, 34209! Ready to start your next travel adventure? LRS Healthcare offers a full benefits package, 24/7 support, and a responsive, traveler-first cultur…",27.399151,0,TravelNurseSource,Adzuna::API::Response::Company,"['US', 'Florida', 'Manatee County', 'Bradenton']",Adzuna::API::Response::Location,"Bradenton, Manatee County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,contract
-73.596506,https://www.adzuna.com/details/5832027108?utm_medium=api&utm_source=abfa41a4,36818.89,Receptionist/Clerical,full_time,2026-08-07T10:07:41Z,5832027108,Adzuna::API::Response::Job,36818.89,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWmdTUzBXcVM4UkdXUG9KcVFYRlBudyIsImkiOiI1ODMyMDI3MTA4In0.sCscGsVJA7IbMeHQ-3MNyNPfVxU5dw1kxcbWSAc2p1Y,Receptionist/Clerical Job Description Key Responsibilities: Start your day in Locust Valley and finish in Mineola. This position offers the opportunity to support and collaborate with both locations. Answer incoming phone calls and take accurate messages Assist sales staff with filing and administrative tasks Check and communicate the status of customer orders Make change and support counter sales transactions Support sales transactions and credit approval processes Provide administrative and o…,40.880283,1,Riverhead Building Supply Corporation,Adzuna::API::Response::Company,"['US', 'New York', 'Nassau County', 'Locust Valley']",Adzuna::API::Response::Location,"Locust Valley, Nassau County",Adzuna::API::Response::Category,admin-jobs,Admin Jobs,
-82.46986,https://www.adzuna.com/details/5832027114?utm_medium=api&utm_source=abfa41a4,7500.0,"Travel Nurse RN - Post-Anesthesia Care Unit (PACU) / Pre-Post Op - $1,691 to $1,875 per week in Bradenton, FL",full_time,2026-08-07T10:07:41Z,5832027114,Adzuna::API::Response::Job,7500.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWmdTUzBXcVM4UkdXUG9KcVFYRlBudyIsImkiOiI1ODMyMDI3MTE0In0.RQDQSVr_4cpNXwvijvdapsRVCdYvnPyo3P5At93pZtY,"Registered Nurse (RN) | Post-Anesthesia Care Unit (PACU) / Pre-Post Op Location: Bradenton, FL Agency: LRS Healthcare Pay: $1,691 to $1,875 per week Shift Information: Days Contract Duration: 13 Weeks Start Date: ASAP About the Position Ready to start your next travel adventure? LRS Healthcare offers a full benefits package, 24/7 support, and a responsive, traveler-first culture. What are you waiting for? Apply today! Qualifications: 2 year of recent experience in area of specialty preferred Va…",27.399151,0,LRS Healthcare,Adzuna::API::Response::Company,"['US', 'Florida', 'Manatee County', 'Bradenton']",Adzuna::API::Response::Location,"Bradenton, Manatee County",Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,contract
