title,salary_min,id,created,salary_max,longitude,__CLASS__,redirect_url,adref,latitude,description,salary_is_predicted,location.area,location.__CLASS__,location.display_name,category.__CLASS__,category.label,category.tag,company.display_name,company.__CLASS__,contract_time,contract_type
Travel Nurse - RN - ER - Emergency Room - $1996 / Week,0.0,5687542166,2026-04-02T10:08:55Z,103792.0,-91.336643,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687542166?se=pG08158u8RGcxc4zvH7dUg&utm_medium=api&utm_source=abfa41a4&v=21460E05141855043DF6ACBDC45F7B6B04F1A2B1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0MjE2NiIsInMiOiJwRzA4MTU4dThSR2N4YzR6dkg3ZFVnIn0.Zpj4YL4nYCto7q8WNHuKixd8QYVh_nMVWf2UpEKK_CM,40.631126,"Fusion Medical Staffing is seeking an experienced Emergency Room Registered Nurse for an exciting Travel Nursing job in Fort Madison, IA. Shift: Inquire Start Date: 05/18/2026 Duration: 8 weeks Pay: $1996 / Week Travel ER RN Company: Fusion Medical Staffing Location: Facility in Fort Madison, Iowa Job Details Fusion Medical Staffing is seeking a skilled ER RN for a 8-week travel assignment in Fort Madison, Iowa. As a member of our team, you'll have the opportunity to make a positive impact on t…",0,"['US', 'Iowa', 'Lee County', 'Fort Madison']",Adzuna::API::Response::Location,"Fort Madison, Lee County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Fusion Medical Staffing,Adzuna::API::Response::Company,,
Travel Nurse - RN - Cardiac Cath Lab - $1932.5 / Week,0.0,5687542138,2026-04-02T10:08:55Z,100490.0,-96.983643,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687542138?se=pG08158u8RGcxc4zvH7dUg&utm_medium=api&utm_source=abfa41a4&v=CE1AA3BEDD2ACB4F36FB03D14D278906C1B7E653,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEcwODE1OHU4UkdjeGM0enZIN2RVZyIsImkiOiI1Njg3NTQyMTM4In0.iBPHLm15MTlwyPtBm6aTj8am9BmIHxPNr3CcWOycmaI,28.812569,"Host Healthcare is seeking an experienced Cardiac Cath Lab Registered Nurse for an exciting Travel Nursing job in Victoria, TX. Shift: Inquire Start Date: ASAP Duration: 13 weeks Pay: $1932.5 / Week About Host Healthcare: At Host Healthcare, we are dedicated to empowering the life and healthcare career you deserve. As a nurse, allied, or therapy professional, you will be matched to one of our responsive recruiters who will have your back throughout your journey. You will also be connected with …",0,"['US', 'Texas', 'Victoria County', 'Victoria']",Adzuna::API::Response::Location,"Victoria, Victoria County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Host Healthcare,Adzuna::API::Response::Company,,
Travel Nurse - Registered Nurse - OR - Operating Room,43243.22,5687542154,2026-04-02T10:08:55Z,43243.22,-80.580546,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687542154?se=pG08158u8RGcxc4zvH7dUg&utm_medium=api&utm_source=abfa41a4&v=0A6B9D14C998C087093105AE4441011C5DB68E38,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEcwODE1OHU4UkdjeGM0enZIN2RVZyIsImkiOiI1Njg3NTQyMTU0In0.w1VDvwuGFxF7iWbImHVqtMQGQUgszvhPPOjYXa2IWog,34.263819,"Medical Solutions is seeking an experienced Operating Room Registered Nurse for an exciting Travel Nursing job in Camden, SC. Shift: 5x8 hr days Start Date: 04/27/2026 Duration: 13 weeks A facility in Camden, SC is seeking its next amazing RN (Registered Nurse) to work in OR (Operating Room). Minimum of one (1) year of recent clinical experience required. Nurses and allied healthcare professionals are in high demand nationwide, and our team of industry-leading, traveler-favorite recruiters can …",1,"['US', 'South Carolina', 'Kershaw County', 'Kirkwood']",Adzuna::API::Response::Location,"Kirkwood, Kershaw County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Medical Solutions,Adzuna::API::Response::Company,,
Travel Nurse - RN - Endoscopy - $2341.6 / Week - Hiring Now,0.0,5687542169,2026-04-02T10:08:55Z,121763.0,-73.440181,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687542169?se=pG08158u8RGcxc4zvH7dUg&utm_medium=api&utm_source=abfa41a4&v=6C17BE3C98EEAFFD2B1DDC0C0946294A90AF99CC,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEcwODE1OHU4UkdjeGM0enZIN2RVZyIsImkiOiI1Njg3NTQyMTY5In0.LvS1wXwWQtpe2l8q5CujsKzrJq1vyFIPmzMe-tMbKcY,41.125735,"Cynet Health is seeking an experienced Endoscopy Registered Nurse for an exciting Travel Nursing job in Norwalk, CT. Shift: 4x10 hr days Start Date: 04/27/2026 Duration: 13 weeks Pay: $2341.6 / Week About Cynet Health: Ranked Best Travel Nursing Companies 2022 by BluePipes. We offer the most competitive pay for every position we fill. We understand this is a partnership. You will have no surprises. Your salary will be discussed upfront and there will be no troubling negotiation tactics. Chat li…",0,"['US', 'Connecticut', 'Fairfield County', 'Norwalk']",Adzuna::API::Response::Location,"Norwalk, Fairfield County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Cynet Health,Adzuna::API::Response::Company,,
Travel Nurse - RN - LTC - Long Term Care - $2106 / Week - Hiring Now,0.0,5687542155,2026-04-02T10:08:55Z,109512.0,-99.3816,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687542155?se=pG08158u8RGcxc4zvH7dUg&utm_medium=api&utm_source=abfa41a4&v=E1E9F6A7CB54D2F9D6EAB87DCA828FAF53BE4A11,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEcwODE1OHU4UkdjeGM0enZIN2RVZyIsImkiOiI1Njg3NTQyMTU1In0.ml8telkMWJ8r3dclcFF_FA1YKFEc9VCfsmE14cp0dzQ,40.43496,"Coast Medical Service is seeking an experienced Long Term Care Registered Nurse for an exciting Travel Nursing job in Holdrege, NE. Shift: 5x8 hr days Start Date: 02/16/2026 Duration: 13 weeks Pay: $2106 / Week Coast Medical Service is a nationwide travel nursing & allied healthcare staffing agency dedicated to providing an elite traveler experience for the experienced or first-time traveler. Coast is featured on Blue Pipes' 2023 Best Travel Agencies and named a 2022 Top Rated Healthcare Staffi…",0,"['US', 'Nebraska', 'Phelps County', 'Holdrege']",Adzuna::API::Response::Location,"Holdrege, Phelps County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Coast Medical Service,Adzuna::API::Response::Company,,
Travel Nurse - RN - ICU - Intensive Care Unit - $1959 / Week,0.0,5687542133,2026-04-02T10:08:55Z,101868.0,-84.159572,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687542133?se=pG08158u8RGcxc4zvH7dUg&utm_medium=api&utm_source=abfa41a4&v=DD3153FD9D8052E53BBE464846EDEA9A7FC2D1CA,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0MjEzMyIsInMiOiJwRzA4MTU4dThSR2N4YzR6dkg3ZFVnIn0._iMcH_4cSdrPq-nj62nxFkynBGs5t90sIyCTPx0er2g,33.679485,"LRS Healthcare - Nursing is seeking an experienced Intensive Care Unit Registered Nurse for an exciting Travel Nursing job in Lithonia, GA. Shift: Inquire Start Date: 04/20/2026 Duration: 13 weeks Pay: $1959 / Week Ready to start your next travel adventure? LRS Healthcare offers a full benefits package, 24/7 support, and a responsive, traveler-first culture. What are you waiting for? Apply today! Qualifications: 2 year of recent experience in area of specialty preferred Valid license and/or cer…",0,"['US', 'Georgia', 'DeKalb County', 'Stonecrest']",Adzuna::API::Response::Location,"Stonecrest, DeKalb County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,LRS Healthcare - Nursing,Adzuna::API::Response::Company,,
Travel Nurse - RN - NICU - Neonatal Intensive Care Unit - $2655 / Week,0.0,5687542174,2026-04-02T10:08:55Z,138060.0,-75.884472,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687542174?se=pG08158u8RGcxc4zvH7dUg&utm_medium=api&utm_source=abfa41a4&v=05C79B52E95152AB247996658327171C7E2974CB,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEcwODE1OHU4UkdjeGM0enZIN2RVZyIsImkiOiI1Njg3NTQyMTc0In0.HvDZN3prLvSX_DiIFCoXgJPTh-ibeb8UeEV_UHOJ3bE,41.244381,"TRS Healthcare is seeking an experienced Neonatal Intensive Care Unit Registered Nurse for an exciting Travel Nursing job in Wilkes-Barre, PA. Shift: 3x12 hr nights Start Date: 04/27/2026 Duration: 13 weeks Pay: $2655 / Week TRS Healthcare is seeking a Registered Nurse that is licensed in PA to work in the specialty area of Neonatal Intensive Care Unit. (Compact license acceptable) This is a 13 week assignment The shift is 7p-7a. The start date for this assignment is 04/27/2026 The Registered N…",0,"['US', 'Pennsylvania', 'Luzerne County', 'City of Wilkes Barre']",Adzuna::API::Response::Location,"City of Wilkes Barre, Luzerne County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,TRS Healthcare,Adzuna::API::Response::Company,,
Travel Nurse - RN - TELE - Telemetry - $1973 / Week,0.0,5687542147,2026-04-02T10:08:55Z,102596.0,-80.6592,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687542147?se=pG08158u8RGcxc4zvH7dUg&utm_medium=api&utm_source=abfa41a4&v=7FFF79656E6DB76D68DB6BF195B8FD235B8FE66B,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0MjE0NyIsInMiOiJwRzA4MTU4dThSR2N4YzR6dkg3ZFVnIn0.xk6ekrroJMMyioQs66YGFdefx85foYerKT3OBee5L5s,41.0966,"MedPro Healthcare Staffing is seeking an experienced Telemetry Registered Nurse for an exciting Travel Nursing job in Youngstown, OH. Shift: 3x12 hr nights Start Date: 04/20/2026 Duration: 13 weeks Pay: $1973 / Week MedPro Healthcare Staffing , a Joint Commission-certified staffing agency, is seeking a quality Telemetry registered nurse for a travel assignment with one of our top healthcare clients. Requirements Active RN License Degree from accredited nursing program BLS & ACLS Certifications …",0,"['US', 'Ohio', 'Mahoning County', 'Youngstown']",Adzuna::API::Response::Location,"Youngstown, Mahoning County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,MedPro Healthcare Staffing,Adzuna::API::Response::Company,,
Travel Nurse - RN - MS - Medical Surgical - $1682 / Week - Hiring Now,0.0,5687542118,2026-04-02T10:08:55Z,87464.0,-87.397144,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687542118?se=pG08158u8RGcxc4zvH7dUg&utm_medium=api&utm_source=abfa41a4&v=9D034748743BFB33F8B6C84FA64C5FD3D4B41FB7,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEcwODE1OHU4UkdjeGM0enZIN2RVZyIsImkiOiI1Njg3NTQyMTE4In0.ZApJ-yrD9XxIqeUTqZXASgjYQCbDFWqoTr9HlyMY8eI,36.071672,"Cynet Health is seeking an experienced Medical Surgical Registered Nurse for an exciting Travel Nursing job in Dickson, TN. Shift: 3x12 hr nights Start Date: 04/27/2026 Duration: 6 weeks Pay: $1682 / Week About Cynet Health: Ranked Best Travel Nursing Companies 2022 by BluePipes. We offer the most competitive pay for every position we fill. We understand this is a partnership. You will have no surprises. Your salary will be discussed upfront and there will be no troubling negotiation tactics. C…",0,"['US', 'Tennessee', 'Dickson County', 'Dickson']",Adzuna::API::Response::Location,"Dickson, Dickson County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Cynet Health,Adzuna::API::Response::Company,,
Travel Nurse - Registered Nurse - LD - Labor and Delivery - $2056 / Week,0.0,5687542161,2026-04-02T10:08:55Z,106912.0,-78.406444,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687542161?se=pG08158u8RGcxc4zvH7dUg&utm_medium=api&utm_source=abfa41a4&v=CEF048DBFB97A52A18C52B0539E0AA284E7E69A9,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEcwODE1OHU4UkdjeGM0enZIN2RVZyIsImkiOiI1Njg3NTQyMTYxIn0.0pLR-E4bWTs93LZ0SfqHCqEdNxei8N4_9EIa7OLRbc4,36.325332,"Stability Healthcare is seeking an experienced Labor and Delivery Registered Nurse for an exciting Travel Nursing job in Henderson, NC. Shift: 3x12 hr nights Start Date: ASAP Duration: 13 weeks Pay: $2056 / Week About Stability Healthcare: Stability HealthCare is a premier Per Diem and Travel Nurse Company. We provide the most qualified Nurses with great opportunities throughout the United States. We are recognized in the industry, not by our size, but the quality of our professionals, committe…",0,"['US', 'North Carolina', 'Vance County', 'Henderson']",Adzuna::API::Response::Location,"Henderson, Vance County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Stability Healthcare,Adzuna::API::Response::Company,,
Travel Nurse - Registered Nurse - NICU - Neonatal Intensive Care Unit - $1991 / Week,0.0,5687542152,2026-04-02T10:08:55Z,103532.0,-83.059881,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687542152?se=pG08158u8RGcxc4zvH7dUg&utm_medium=api&utm_source=abfa41a4&v=685723FC1D7EFC1C714F86E1271D30B6986938F6,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEcwODE1OHU4UkdjeGM0enZIN2RVZyIsImkiOiI1Njg3NTQyMTUyIn0.2LEI7pWaLgwD-rYWWBa4uSAdMZAvXdHbrreyLJKJHvg,42.344531,"Fusion Medical Staffing is seeking an experienced Neonatal Intensive Care Unit Registered Nurse for an exciting Travel Nursing job in Detroit, MI. Shift: Inquire Start Date: ASAP Duration: 13 weeks Pay: $1991 / Week Travel NICU RN Company: Fusion Medical Staffing Location: Facility in Detroit, Michigan Job Details Fusion Medical Staffing is seeking a NICU RN for a 13-week travel assignment in Detroit, Michigan. As a member of our team, you'll have the opportunity to make a positive impact on th…",0,"['US', 'Michigan', 'Wayne County', 'Detroit']",Adzuna::API::Response::Location,"Detroit, Wayne County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Fusion Medical Staffing,Adzuna::API::Response::Company,,
Travel Nurse - RN - NICU - Neonatal Intensive Care Unit - $2050 / Week - Hiring Now,0.0,5687542139,2026-04-02T10:08:55Z,106600.0,-89.3817,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687542139?se=pG08158u8RGcxc4zvH7dUg&utm_medium=api&utm_source=abfa41a4&v=4504418A6D0341ABDEEB03626369469B9C9A34DA,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEcwODE1OHU4UkdjeGM0enZIN2RVZyIsImkiOiI1Njg3NTQyMTM5In0.am2D313XRrsu1QGDzyifxKHCdcoxgOSKKSbShAZPN4c,43.07298,"LRS Healthcare - Nursing is seeking an experienced Neonatal Intensive Care Unit Registered Nurse for an exciting Travel Nursing job in Madison, WI. Shift: Inquire Start Date: 05/18/2026 Duration: 13 weeks Pay: $2050 / Week Ready to start your next travel adventure? LRS Healthcare offers a full benefits package, 24/7 support, and a responsive, traveler-first culture. What are you waiting for? Apply today! Qualifications: 2 year of recent experience in area of specialty preferred Valid license an…",0,"['US', 'Wisconsin', 'Dane County', 'Madison']",Adzuna::API::Response::Location,"Madison, Dane County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,LRS Healthcare - Nursing,Adzuna::API::Response::Company,,
Travel Nurse - RN - MS - Medical Surgical - $1996.15 / Week - Hiring Now,0.0,5687542124,2026-04-02T10:08:55Z,103799.0,-84.91512,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687542124?se=pG08158u8RGcxc4zvH7dUg&utm_medium=api&utm_source=abfa41a4&v=CD137AFAD437BC3A361A652FABCC5270D2FFEFB5,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0MjEyNCIsInMiOiJwRzA4MTU4dThSR2N4YzR6dkg3ZFVnIn0.6UsbWwfCZwuv344hrnDpOFDkVPKr7fk2ohWAJtWO50A,45.34746,"Coast Medical Service is seeking an experienced Medical Surgical Registered Nurse for an exciting Travel Nursing job in Petoskey, MI. Shift: 3x12 hr nights Start Date: 04/20/2026 Duration: 13 weeks Pay: $1996.15 / Week Coast Medical Service is a nationwide travel nursing & allied healthcare staffing agency dedicated to providing an elite traveler experience for the experienced or first-time traveler. Coast is featured on Blue Pipes' 2023 Best Travel Agencies and named a 2022 Top Rated Healthcar…",0,"['US', 'Michigan', 'Emmet County', 'Bay View']",Adzuna::API::Response::Location,"Bay View, Emmet County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Coast Medical Service,Adzuna::API::Response::Company,,
Travel Nurse - Registered Nurse - TELE - Telemetry - $2235 / Week,0.0,5687542168,2026-04-02T10:08:55Z,116220.0,-98.490529,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687542168?se=pG08158u8RGcxc4zvH7dUg&utm_medium=api&utm_source=abfa41a4&v=D581ADB92D5255B15AFB464D6849129E28D9D58E,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0MjE2OCIsInMiOiJwRzA4MTU4dThSR2N4YzR6dkg3ZFVnIn0.Lqw62gQsqaMt5YfzFw-sDfA2P4SQBQKFHwlP17Ud5V8,45.464841,"Fusion Medical Staffing is seeking an experienced Telemetry Registered Nurse for an exciting Travel Nursing job in Aberdeen, SD. Shift: Inquire Start Date: 04/06/2026 Duration: 13 weeks Pay: $2235 / Week Travel Telemetry RN Company: Fusion Medical Staffing Location: Facility in Aberdeen, South Dakota Job Details Fusion Medical Staffing is seeking a skilled Telemetry RN for a 13-week travel assignment in Aberdeen, South Dakota. As a member of our team, you'll have the opportunity to make a posit…",0,"['US', 'South Dakota', 'Brown County', 'Aberdeen']",Adzuna::API::Response::Location,"Aberdeen, Brown County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Fusion Medical Staffing,Adzuna::API::Response::Company,,
Travel Nurse - RN - OR - Operating Room - $2313.84 / Week,0.0,5687542132,2026-04-02T10:08:55Z,120319.0,-101.41638,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687542132?se=pG08158u8RGcxc4zvH7dUg&utm_medium=api&utm_source=abfa41a4&v=616EE1F32C07046B131A3852832E6EF501BF27CB,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0MjEzMiIsInMiOiJwRzA4MTU4dThSR2N4YzR6dkg3ZFVnIn0.QCaT7VqHqH4_FfXd3sRQJW7QqpAM_37-6Mt3_2J1S-E,35.67798,"TRS Healthcare is seeking an experienced Operating Room Registered Nurse for an exciting Travel Nursing job in Borger, TX. Shift: 5x8 hr days Start Date: 04/20/2026 Duration: 13 weeks Pay: $2313.84 / Week TRS Healthcare is seeking a Registered Nurse that is licensed in TX to work in the specialty area of OR - Operating Room. (Compact license acceptable) This is a 13 week assignment The shift is 8 Hour days. The start date for this assignment is 04/20/2026 The Registered Nurse assumes responsibi…",0,"['US', 'Texas', 'Hutchinson County', 'Borger']",Adzuna::API::Response::Location,"Borger, Hutchinson County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,TRS Healthcare,Adzuna::API::Response::Company,,
Travel Nurse - RN - ICU - Intensive Care Unit - $2023.56 / Week,0.0,5687542173,2026-04-02T10:08:55Z,105225.0,-76.998061,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687542173?se=pG08158u8RGcxc4zvH7dUg&utm_medium=api&utm_source=abfa41a4&v=47C04F5E9D2ABF22D8508E64A9A69337E11A642D,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0MjE3MyIsInMiOiJwRzA4MTU4dThSR2N4YzR6dkg3ZFVnIn0.NqmWb5atPjh8cxT4gPORkqsX6caXd4nFecOEWZqlVXg,42.861324,"TRS Healthcare is seeking an experienced Intensive Care Unit Registered Nurse for an exciting Travel Nursing job in Geneva, NY. Shift: 3x12 hr days Start Date: 04/27/2026 Duration: 13 weeks Pay: $2023.56 / Week TRS Healthcare is seeking a Registered Nurse that is licensed in NY to work in the specialty area of Intensive Care Unit. This is a 13 week assignment The shift is 7a-7p. The start date for this assignment is 04/27/2026 The Registered Nurse assumes responsibility and accountability for i…",0,"['US', 'New York', 'Ontario County', 'Geneva']",Adzuna::API::Response::Location,"Geneva, Ontario County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,TRS Healthcare,Adzuna::API::Response::Company,,
Travel Nurse - RN - CVICU - Cardiovascular Intensive Care Unit - $2710.2 / Week,0.0,5687542145,2026-04-02T10:08:55Z,140930.0,-97.5625,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687542145?se=pG08158u8RGcxc4zvH7dUg&utm_medium=api&utm_source=abfa41a4&v=9E14CF07419A646B40E34ED3DB47CEF7560DBB99,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicEcwODE1OHU4UkdjeGM0enZIN2RVZyIsImkiOiI1Njg3NTQyMTQ1In0.7I9SJwxguUKJLTRzWFQwaZkJgMlpZnS8HPobamWyEd4,35.49155,"TRS Healthcare is seeking an experienced Cardiovascular Intensive Care Unit Registered Nurse for an exciting Travel Nursing job in Oklahoma City, OK. Shift: 4x10 hr days Start Date: 04/06/2026 Duration: 13 weeks Pay: $2710.2 / Week TRS Healthcare is seeking a Registered Nurse that is licensed in OK to work in the specialty area of Cardiovascular Intensive Care Unit. (Compact license acceptable) This is a 13 week assignment The shift is 10 Hour Days. The start date for this assignment is 04/06/2…",0,"['US', 'Oklahoma', 'Oklahoma County', 'Warr Acres']",Adzuna::API::Response::Location,"Warr Acres, Oklahoma County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,TRS Healthcare,Adzuna::API::Response::Company,,
Travel Nurse - RN - SDU - Stepdown Unit - $2360 / Week,0.0,5687542093,2026-04-02T10:08:54Z,122720.0,-81.66832,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687542093?se=pG08158u8RGcxc4zvH7dUg&utm_medium=api&utm_source=abfa41a4&v=20D8B372EA505241D43379B2294AB53E3BF1478F,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0MjA5MyIsInMiOiJwRzA4MTU4dThSR2N4YzR6dkg3ZFVnIn0.8y7rv3mIgHgKdoSJ63ZAMnXBaxPb1BL6RkQZYzHdIx4,41.49307,"MedPro Healthcare Staffing is seeking an experienced Stepdown Unit Registered Nurse for an exciting Travel Nursing job in Cleveland, OH. Shift: 3x12 hr flex Start Date: 04/27/2026 Duration: 13 weeks Pay: $2360 / Week MedPro Healthcare Staffing , a Joint Commission-certified staffing agency, is seeking a quality Step Down Registered Nurse for a travel assignment with one of our top healthcare clients. Requirements Active RN License. Degree from accredited nursing program. BLS Certifications. Eig…",0,"['US', 'Ohio', 'Cuyahoga County', 'Newburgh Heights']",Adzuna::API::Response::Location,"Newburgh Heights, Cuyahoga County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,MedPro Healthcare Staffing,Adzuna::API::Response::Company,,
Travel Nurse - RN - OR - Operating Room - $2269 / Week - Hiring Now,0.0,5687542079,2026-04-02T10:08:54Z,117988.0,-76.62372,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687542079?se=vpdq2J8u8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=7389AF4F9A507DAB321FE57603AD2FDCA583118C,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidnBkcTJKOHU4UkdCdUw5Q2tKbGY5ZyIsImkiOiI1Njg3NTQyMDc5In0.mIDoJn9yzrirxOIRv2Jg_sASeQvQpJ5EwAVKMAZAjLo,39.29592,"Fusion Medical Staffing is seeking an experienced Operating Room Registered Nurse for an exciting Travel Nursing job in Baltimore, MD. Shift: Inquire Start Date: 04/13/2026 Duration: 14 weeks Pay: $2269 / Week Travel OR RN Company: Fusion Medical Staffing Location: Facility in Baltimore, Maryland Job Details Fusion Medical Staffing is seeking a skilled Operating Room RN for a 14-week travel assignment in Baltimore, Maryland. As a member of our team, you'll have the opportunity to make a positiv…",0,"['US', 'Maryland', 'Baltimore County', 'Baltimore']",Adzuna::API::Response::Location,"Baltimore, Baltimore County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Fusion Medical Staffing,Adzuna::API::Response::Company,,
Travel Nurse - RN - Psych - Psychiatric - $2128 / Week - Hiring Now,0.0,5687542106,2026-04-02T10:08:54Z,110656.0,-89.409955,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687542106?se=vpdq2J8u8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=C144EFE0345DF12B540186EC463CD5B044D8C9EB,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4NzU0MjEwNiIsInMiOiJ2cGRxMko4dThSR0J1TDlDa0psZjlnIn0.DjDj9ypWn4y_fZv5ojndhbZ1MWiLQeczX5iqNyv4y8I,45.646867,"Coast Medical Service is seeking an experienced Psychiatric Registered Nurse for an exciting Travel Nursing job in Rhinelander, WI. Shift: 3x12 hr days Start Date: 04/20/2026 Duration: 13 weeks Pay: $2128 / Week Coast Medical Service is a nationwide travel nursing & allied healthcare staffing agency dedicated to providing an elite traveler experience for the experienced or first-time traveler. Coast is featured on Blue Pipes' 2023 Best Travel Agencies and named a 2022 Top Rated Healthcare Staff…",0,"['US', 'Wisconsin', 'Oconto County', 'Lake George']",Adzuna::API::Response::Location,"Lake George, Oconto County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Coast Medical Service,Adzuna::API::Response::Company,,
Travel Nurse - RN - MS/TELE - Medical Surgical/Telemetry - $1996 / Week - Hiring Now,0.0,5687542085,2026-04-02T10:08:54Z,103792.0,-83.01474,Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5687542085?se=vpdq2J8u8RGBuL9CkJlf9g&utm_medium=api&utm_source=abfa41a4&v=9565955B975A08CB7D55DC99996116D88E23EEAE,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidnBkcTJKOHU4UkdCdUw5Q2tKbGY5ZyIsImkiOiI1Njg3NTQyMDg1In0.z-VgN2njaKyVwHm7AgkLinFumjuXzcZDOafXWyL-Vfo,40.10094,"Fusion Medical Staffing is seeking an experienced Medical Surgical/Telemetry Registered Nurse for an exciting Travel Nursing job in Columbus, OH. Shift: Inquire Start Date: 05/04/2026 Duration: 13 weeks Pay: $1996 / Week Travel Med Surg/Tele RN Company: Fusion Medical Staffing Location: Facility in Columbus, Ohio Job Details Fusion Medical Staffing is seeking a Med Surg/Tele RN for a 13-week travel assignment in Columbus, Ohio. As a member of our team, you'll have the opportunity to make a posi…",0,"['US', 'Ohio', 'Franklin County', 'Mount Air']",Adzuna::API::Response::Location,"Mount Air, Franklin County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Fusion Medical Staffing,Adzuna::API::Response::Company,,
