created,redirect_url,title,salary_is_predicted,contract_time,salary_min,adref,description,salary_max,id,__CLASS__,company.display_name,company.__CLASS__,location.area,location.display_name,location.__CLASS__,category.label,category.__CLASS__,category.tag,latitude,longitude,contract_type
2026-08-26T09:56:53Z,https://www.adzuna.com/land/ad/5856866856?se=oFWua1ah8RGQA_bVNgJMEA&utm_medium=api&utm_source=abfa41a4&v=DAF5CECD1E4EE96C76955F01B9F5F3ACFE9D9010,Truck Driver Company - 3yrs EXP Required - Local - Dry Van - Dana Companies - 5720,1,full_time,86249.69,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1Njg2Njg1NiIsInMiOiJvRld1YTFhaDhSR1FBX2JWTmdKTUVBIn0.Vh_SpfyI8tiC3Eu8phV_kNlZJysp1x6QZH9hQxqdt9A,"Company Driver – OTR/Regional/Local - Bulk Jobs with Huge Pay. Dana Transport is one of the largest privately owned tank companies in the United States, and building a first-class Dry Bulk Team. Our program pays some of the highest salaries and is one of the most modern dry bulk fleets in North America. Become part of the Dana family today! Freight/Trailer Type: Pneumatic Trailer / Dry Bulk Driver compensation: $1400-2400 gross a week Paid % with hourly supplemental 50% of all detention billed …",86249.69,5856866856,Adzuna::API::Response::Job,Dana Companies - 5720,Adzuna::API::Response::Company,"['US', 'Massachusetts', 'Essex County', 'Saugus']","Saugus, Essex County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,42.463548,-71.011881,
2026-08-26T09:56:53Z,https://www.adzuna.com/land/ad/5856866837?se=oFWua1ah8RGQA_bVNgJMEA&utm_medium=api&utm_source=abfa41a4&v=7EA34F618A17EDA967209E63BDE8604BE22D1313,CDL-A Company Driver - 3yrs EXP Required - Local - Dry Van - Dana Companies - 5720,1,full_time,71438.88,eyJhbGciOiJIUzI1NiJ9.eyJzIjoib0ZXdWExYWg4UkdRQV9iVk5nSk1FQSIsImkiOiI1ODU2ODY2ODM3In0.nBW2jEU_ly3brmIDJykdOW2EtlTP9be_EOmLrbtio6I,"Company Driver – OTR/Regional/Local - Bulk Jobs with Huge Pay. Dana Transport is one of the largest privately owned tank companies in the United States, and building a first-class Dry Bulk Team. Our program pays some of the highest salaries and is one of the most modern dry bulk fleets in North America. Become part of the Dana family today! Freight/Trailer Type: Pneumatic Trailer / Dry Bulk Driver compensation: $1400-2400 gross a week Paid % with hourly supplemental 50% of all detention billed …",71438.88,5856866837,Adzuna::API::Response::Job,Dana Companies - 5720,Adzuna::API::Response::Company,"['US', 'New Jersey', 'Middlesex County', 'Metuchen']","Metuchen, Middlesex County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,40.542172,-74.358222,
2026-08-26T09:56:53Z,https://www.adzuna.com/land/ad/5856866843?se=oFWua1ah8RGQA_bVNgJMEA&utm_medium=api&utm_source=abfa41a4&v=22465B7E370BFC2BC16E535C865FE1F387D48C3F,Local Truck Driver - 3yrs EXP Required - Dry Van - Dana Companies - 5720,1,full_time,59554.32,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1Njg2Njg0MyIsInMiOiJvRld1YTFhaDhSR1FBX2JWTmdKTUVBIn0.PQt9-SpzEnK7nx5_oZirU0TnuJ06qV1Vcqe1MUiIPHU,"Company Driver – OTR/Regional/Local - Bulk Jobs with Huge Pay. Dana Transport is one of the largest privately owned tank companies in the United States, and building a first-class Dry Bulk Team. Our program pays some of the highest salaries and is one of the most modern dry bulk fleets in North America. Become part of the Dana family today! Freight/Trailer Type: Pneumatic Trailer / Dry Bulk Driver compensation: $1400-2400 gross a week Paid % with hourly supplemental 50% of all detention billed …",59554.32,5856866843,Adzuna::API::Response::Job,Dana Companies - 5720,Adzuna::API::Response::Company,"['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']","Charlotte, Mecklenburg County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,35.227805,-80.844267,
2026-08-26T09:56:53Z,https://www.adzuna.com/land/ad/5856866852?se=oFWua1ah8RGQA_bVNgJMEA&utm_medium=api&utm_source=abfa41a4&v=FE250FFD74B9876E4980A56735F4596C612879F7,CDL-A Company Driver - 3yrs EXP Required - Local - Dry Van - Dana Companies - 5720,1,full_time,76239.6,eyJhbGciOiJIUzI1NiJ9.eyJzIjoib0ZXdWExYWg4UkdRQV9iVk5nSk1FQSIsImkiOiI1ODU2ODY2ODUyIn0._RAVxUJSGxQxZmlc9d1gBNgHXyS31je9XTvm4GlvBwA,"Company Driver – OTR/Regional/Local - Bulk Jobs with Huge Pay. Dana Transport is one of the largest privately owned tank companies in the United States, and building a first-class Dry Bulk Team. Our program pays some of the highest salaries and is one of the most modern dry bulk fleets in North America. Become part of the Dana family today! Freight/Trailer Type: Pneumatic Trailer / Dry Bulk Driver compensation: $1400-2400 gross a week Paid % with hourly supplemental 50% of all detention billed …",76239.6,5856866852,Adzuna::API::Response::Job,Dana Companies - 5720,Adzuna::API::Response::Company,"['US', 'Massachusetts', 'Bristol County', 'New Bedford']","New Bedford, Bristol County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,41.634924,-70.942095,
2026-08-26T09:56:53Z,https://www.adzuna.com/land/ad/5856866848?se=oFWua1ah8RGQA_bVNgJMEA&utm_medium=api&utm_source=abfa41a4&v=D3B98B08600F5C601AD3BE2CEE4C3F3D82F21105,Truck Driver Company - 3yrs EXP Required - Local - Dry Van - Dana Companies - 5720,1,full_time,61187.78,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1Njg2Njg0OCIsInMiOiJvRld1YTFhaDhSR1FBX2JWTmdKTUVBIn0.BOkxi7650I6e1mNfa1oeUyPAGms1EKmVJdzKM6BlogA,"Company Driver – OTR/Regional/Local - Bulk Jobs with Huge Pay. Dana Transport is one of the largest privately owned tank companies in the United States, and building a first-class Dry Bulk Team. Our program pays some of the highest salaries and is one of the most modern dry bulk fleets in North America. Become part of the Dana family today! Freight/Trailer Type: Pneumatic Trailer / Dry Bulk Driver compensation: $1400-2400 gross a week Paid % with hourly supplemental 50% of all detention billed …",61187.78,5856866848,Adzuna::API::Response::Job,Dana Companies - 5720,Adzuna::API::Response::Company,"['US', 'Pennsylvania', 'Monroe County', 'Pocono Pines']","Pocono Pines, Monroe County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,41.0817,-75.422801,
2026-08-26T09:56:53Z,https://www.adzuna.com/land/ad/5856866853?se=oFWua1ah8RGQA_bVNgJMEA&utm_medium=api&utm_source=abfa41a4&v=F06F454156ADB5F8C13A87E9698C51E478DD3547,Class A CDL Company Driver - 3yrs EXP Required - Local - Dry Van - Dana Companies - 5720,1,full_time,61455.62,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1Njg2Njg1MyIsInMiOiJvRld1YTFhaDhSR1FBX2JWTmdKTUVBIn0.soOoGbPRULfOMYMeomtFDOqD-hVpqVWhoQb_wH_cqRI,"Company Driver – OTR/Regional/Local - Bulk Jobs with Huge Pay. Dana Transport is one of the largest privately owned tank companies in the United States, and building a first-class Dry Bulk Team. Our program pays some of the highest salaries and is one of the most modern dry bulk fleets in North America. Become part of the Dana family today! Freight/Trailer Type: Pneumatic Trailer / Dry Bulk Driver compensation: $1400-2400 gross a week Paid % with hourly supplemental 50% of all detention billed …",61455.62,5856866853,Adzuna::API::Response::Job,Dana Companies - 5720,Adzuna::API::Response::Company,"['US', 'Pennsylvania', 'Monroe County', 'Pocono Pines']","Pocono Pines, Monroe County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,41.0817,-75.422801,
2026-08-26T09:56:53Z,https://www.adzuna.com/land/ad/5856866827?se=oFWua1ah8RGQA_bVNgJMEA&utm_medium=api&utm_source=abfa41a4&v=506745A44AA41D95AB69750486E7B1C4222EB59C,CDL-A Company Driver - 3yrs EXP Required - Local - Dry Van - Dana Companies - 5720,1,full_time,59653.57,eyJhbGciOiJIUzI1NiJ9.eyJzIjoib0ZXdWExYWg4UkdRQV9iVk5nSk1FQSIsImkiOiI1ODU2ODY2ODI3In0.DZG5yvBvroEFtjE6TtR5oINJB--YJpwCo9A6qd_rkkk,"Company Driver – OTR/Regional/Local - Bulk Jobs with Huge Pay. Dana Transport is one of the largest privately owned tank companies in the United States, and building a first-class Dry Bulk Team. Our program pays some of the highest salaries and is one of the most modern dry bulk fleets in North America. Become part of the Dana family today! Freight/Trailer Type: Pneumatic Trailer / Dry Bulk Driver compensation: $1400-2400 gross a week Paid % with hourly supplemental 50% of all detention billed …",59653.57,5856866827,Adzuna::API::Response::Job,Dana Companies - 5720,Adzuna::API::Response::Company,"['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']","Charlotte, Mecklenburg County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,35.227805,-80.844267,
2026-08-26T09:56:53Z,https://www.adzuna.com/land/ad/5856866855?se=oFWua1ah8RGQA_bVNgJMEA&utm_medium=api&utm_source=abfa41a4&v=ABE24410FBFAC10782F64CD42F2B1FF65F8BC5FA,Local Truck Driver - 3yrs EXP Required - Dry Van - Dana Companies - 5720,1,full_time,65057.57,eyJhbGciOiJIUzI1NiJ9.eyJzIjoib0ZXdWExYWg4UkdRQV9iVk5nSk1FQSIsImkiOiI1ODU2ODY2ODU1In0.O3ScSV7DHX14orkigwP8kkmCF5tU3RqPPyOyLwHE4vg,"Company Driver – OTR/Regional/Local - Bulk Jobs with Huge Pay. Dana Transport is one of the largest privately owned tank companies in the United States, and building a first-class Dry Bulk Team. Our program pays some of the highest salaries and is one of the most modern dry bulk fleets in North America. Become part of the Dana family today! Freight/Trailer Type: Pneumatic Trailer / Dry Bulk Driver compensation: $1400-2400 gross a week Paid % with hourly supplemental 50% of all detention billed …",65057.57,5856866855,Adzuna::API::Response::Job,Dana Companies - 5720,Adzuna::API::Response::Company,"['US', 'Connecticut', 'Windham County', 'Chestnut Hill']","Chestnut Hill, Windham County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,41.712509,-72.209222,
2026-08-26T09:56:53Z,https://www.adzuna.com/land/ad/5856866828?se=oFWua1ah8RGQA_bVNgJMEA&utm_medium=api&utm_source=abfa41a4&v=BDEFF4C6CDE25102A90DC635F35004074D8E2599,CDL-A Company Driver - 3yrs EXP Required - Local - Dry Van - Dana Companies - 5720,1,full_time,69187.02,eyJhbGciOiJIUzI1NiJ9.eyJzIjoib0ZXdWExYWg4UkdRQV9iVk5nSk1FQSIsImkiOiI1ODU2ODY2ODI4In0.lq2uGvPBLEGHJoDyqraeiEFzvd9CWxMHMtY67oUdKG8,"Company Driver – OTR/Regional/Local - Bulk Jobs with Huge Pay. Dana Transport is one of the largest privately owned tank companies in the United States, and building a first-class Dry Bulk Team. Our program pays some of the highest salaries and is one of the most modern dry bulk fleets in North America. Become part of the Dana family today! Freight/Trailer Type: Pneumatic Trailer / Dry Bulk Driver compensation: $1400-2400 gross a week Paid % with hourly supplemental 50% of all detention billed …",69187.02,5856866828,Adzuna::API::Response::Job,Dana Companies - 5720,Adzuna::API::Response::Company,"['US', 'Rhode Island', 'Washington County', 'North Kingstown']","North Kingstown, Washington County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,41.58648,-71.46756,
2026-08-26T09:56:53Z,https://www.adzuna.com/land/ad/5856866834?se=oFWua1ah8RGQA_bVNgJMEA&utm_medium=api&utm_source=abfa41a4&v=0BC4F6A2BED8FBC69EB50D9C8C8F30B26FA216AB,Local Truck Driver - 3yrs EXP Required - Dry Van - Dana Companies - 5720,1,full_time,69071.84,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1Njg2NjgzNCIsInMiOiJvRld1YTFhaDhSR1FBX2JWTmdKTUVBIn0.KWl-gqvN5eI4bmlc-CwD43aBPd50e6KL_vzusjHV2t0,"Company Driver – OTR/Regional/Local - Bulk Jobs with Huge Pay. Dana Transport is one of the largest privately owned tank companies in the United States, and building a first-class Dry Bulk Team. Our program pays some of the highest salaries and is one of the most modern dry bulk fleets in North America. Become part of the Dana family today! Freight/Trailer Type: Pneumatic Trailer / Dry Bulk Driver compensation: $1400-2400 gross a week Paid % with hourly supplemental 50% of all detention billed …",69071.84,5856866834,Adzuna::API::Response::Job,Dana Companies - 5720,Adzuna::API::Response::Company,"['US', 'Rhode Island', 'Washington County', 'North Kingstown']","North Kingstown, Washington County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,41.58648,-71.46756,
2026-08-26T09:56:52Z,https://www.adzuna.com/land/ad/5856866812?se=oFWua1ah8RGQA_bVNgJMEA&utm_medium=api&utm_source=abfa41a4&v=624FD228EB1B0903E1B1F2687D2E2D0BA0E81764,Local Truck Driver - 3yrs EXP Required - Dry Van - Dana Companies - 5720,1,full_time,77374.57,eyJhbGciOiJIUzI1NiJ9.eyJzIjoib0ZXdWExYWg4UkdRQV9iVk5nSk1FQSIsImkiOiI1ODU2ODY2ODEyIn0.uIgS7bQTGndwJwrawtRl-1Z5moMdJR2Yhdd2RI8C3CM,"Company Driver – OTR/Regional/Local - Bulk Jobs with Huge Pay. Dana Transport is one of the largest privately owned tank companies in the United States, and building a first-class Dry Bulk Team. Our program pays some of the highest salaries and is one of the most modern dry bulk fleets in North America. Become part of the Dana family today! Freight/Trailer Type: Pneumatic Trailer / Dry Bulk Driver compensation: $1400-2400 gross a week Paid % with hourly supplemental 50% of all detention billed …",77374.57,5856866812,Adzuna::API::Response::Job,Dana Companies - 5720,Adzuna::API::Response::Company,"['US', 'North Carolina', 'Forsyth County', 'Winston Salem']","Winston Salem, Forsyth County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,36.103638,-80.215929,
2026-08-26T09:56:52Z,https://www.adzuna.com/land/ad/5856866815?se=oFWua1ah8RGQA_bVNgJMEA&utm_medium=api&utm_source=abfa41a4&v=76837350B24909E5A8E49064E353AFFFDE0791A0,CDL-A Company Driver - 3yrs EXP Required - Local - Dry Van - Dana Companies - 5720,1,full_time,77503.52,eyJhbGciOiJIUzI1NiJ9.eyJzIjoib0ZXdWExYWg4UkdRQV9iVk5nSk1FQSIsImkiOiI1ODU2ODY2ODE1In0.zObw-BuTVjBH_Kq7Wr19xTXBlytes8c6pZircTJkYZ8,"Company Driver – OTR/Regional/Local - Bulk Jobs with Huge Pay. Dana Transport is one of the largest privately owned tank companies in the United States, and building a first-class Dry Bulk Team. Our program pays some of the highest salaries and is one of the most modern dry bulk fleets in North America. Become part of the Dana family today! Freight/Trailer Type: Pneumatic Trailer / Dry Bulk Driver compensation: $1400-2400 gross a week Paid % with hourly supplemental 50% of all detention billed …",77503.52,5856866815,Adzuna::API::Response::Job,Dana Companies - 5720,Adzuna::API::Response::Company,"['US', 'North Carolina', 'Forsyth County', 'Winston Salem']","Winston Salem, Forsyth County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,36.103638,-80.215929,
2026-08-26T09:56:52Z,https://www.adzuna.com/land/ad/5856866821?se=oFWua1ah8RGQA_bVNgJMEA&utm_medium=api&utm_source=abfa41a4&v=EB703AD482AB9940A1045E888A15DE7CCE7D18E3,Class A CDL Company Driver - 6mo EXP Required - Regional - Dry Van - $1k - $2.18k per week - Roehl Transport,0,full_time,52000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoib0ZXdWExYWg4UkdRQV9iVk5nSk1FQSIsImkiOiI1ODU2ODY2ODIxIn0.8dwQGUERbRtwtgYxUf_PrxRwbyUUxRoxPo_gN3gX0Ms,"CDL-A Truck Driver (Regional). ROEHL IS URGENTLY HIRING HOME WEEKLY CDL-A TRUCK DRIVERS Roehl, for every mile of your driving career. DRIVE toward balance. GROW with opportunity. THRIVE with support. With Roehl’s Regional & Dedicated positions, you can DRIVE your career forward while enjoying the consistency and predictability of home weekly routes. GROW your earnings with our Dynamic Pay Plan and quarterly bonuses, and THRIVE in a positive environment built around flexibility, reliability, and…",113360.0,5856866821,Adzuna::API::Response::Job,Roehl Transport,Adzuna::API::Response::Company,"['US', 'Michigan', 'Wayne County', 'Romulus']","Romulus, Wayne County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,42.2152,-83.3497,
2026-08-26T09:56:52Z,https://www.adzuna.com/land/ad/5856866820?se=oFWua1ah8RGQA_bVNgJMEA&utm_medium=api&utm_source=abfa41a4&v=C95ED576BB8A9D6F02B0F398B833F9AA567F3CBC,Class A CDL Company Driver - 3yrs EXP Required - Local - Dry Van - Dana Companies - 5720,1,full_time,69714.56,eyJhbGciOiJIUzI1NiJ9.eyJzIjoib0ZXdWExYWg4UkdRQV9iVk5nSk1FQSIsImkiOiI1ODU2ODY2ODIwIn0.cuSInIGfZpsJuLejScsLmkn2b3CrwlgLEGUsXon_gRA,"Company Driver – OTR/Regional/Local - Bulk Jobs with Huge Pay. Dana Transport is one of the largest privately owned tank companies in the United States, and building a first-class Dry Bulk Team. Our program pays some of the highest salaries and is one of the most modern dry bulk fleets in North America. Become part of the Dana family today! Freight/Trailer Type: Pneumatic Trailer / Dry Bulk Driver compensation: $1400-2400 gross a week Paid % with hourly supplemental 50% of all detention billed …",69714.56,5856866820,Adzuna::API::Response::Job,Dana Companies - 5720,Adzuna::API::Response::Company,"['US', 'Connecticut', 'Hartford County', 'Barry Square']","Barry Square, Hartford County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,41.747873,-72.694442,
2026-08-26T09:56:52Z,https://www.adzuna.com/land/ad/5856866816?se=oFWua1ah8RGQA_bVNgJMEA&utm_medium=api&utm_source=abfa41a4&v=AF36AD24861EE7427EFE320090C3F564AEFB4625,Truck Driver Company - 3yrs EXP Required - Local - Dry Van - Dana Companies - 5720,1,full_time,98663.82,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1Njg2NjgxNiIsInMiOiJvRld1YTFhaDhSR1FBX2JWTmdKTUVBIn0.FEAHjh3TNybPKy-EoGhz2sOagxhPSiayYqqU_Gxeeek,"Company Driver – OTR/Regional/Local - Bulk Jobs with Huge Pay. Dana Transport is one of the largest privately owned tank companies in the United States, and building a first-class Dry Bulk Team. Our program pays some of the highest salaries and is one of the most modern dry bulk fleets in North America. Become part of the Dana family today! Freight/Trailer Type: Pneumatic Trailer / Dry Bulk Driver compensation: $1400-2400 gross a week Paid % with hourly supplemental 50% of all detention billed …",98663.82,5856866816,Adzuna::API::Response::Job,Dana Companies - 5720,Adzuna::API::Response::Company,"['US', 'North Carolina', 'Guilford County', 'Greensboro']","Greensboro, Guilford County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,36.070282,-79.771856,
2026-08-26T09:56:52Z,https://www.adzuna.com/land/ad/5856866795?se=oFWua1ah8RGQA_bVNgJMEA&utm_medium=api&utm_source=abfa41a4&v=D757BBE52A77EC6C81BEF94F1C8B56F156389216,CDL-A Company Driver - 6mo EXP Required - Regional - Dry Van - $1k - $2.18k per week - Roehl Transport,0,full_time,52000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoib0ZXdWExYWg4UkdRQV9iVk5nSk1FQSIsImkiOiI1ODU2ODY2Nzk1In0.L2Ly7cIQ4WmYp-5zCJJ7cPx9t2eyDeV5ZEVHbhlPIm4,"CDL-A Truck Driver (Regional). ROEHL IS URGENTLY HIRING HOME WEEKLY CDL-A TRUCK DRIVERS Roehl, for every mile of your driving career. DRIVE toward balance. GROW with opportunity. THRIVE with support. With Roehl’s Regional & Dedicated positions, you can DRIVE your career forward while enjoying the consistency and predictability of home weekly routes. GROW your earnings with our Dynamic Pay Plan and quarterly bonuses, and THRIVE in a positive environment built around flexibility, reliability, and…",113360.0,5856866795,Adzuna::API::Response::Job,Roehl Transport,Adzuna::API::Response::Company,"['US', 'Ohio', 'Lucas County', 'Toledo']","Toledo, Lucas County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,41.665197,-83.553563,
2026-08-26T09:56:52Z,https://www.adzuna.com/land/ad/5856866817?se=oFWua1ah8RGQA_bVNgJMEA&utm_medium=api&utm_source=abfa41a4&v=EE150122B168B64417F5DB7F2704DA2C513F5CF0,Local Truck Driver - 3yrs EXP Required - Dry Van - Dana Companies - 5720,1,full_time,98722.83,eyJhbGciOiJIUzI1NiJ9.eyJzIjoib0ZXdWExYWg4UkdRQV9iVk5nSk1FQSIsImkiOiI1ODU2ODY2ODE3In0.EmKuc6ZzZoFfBkqmwPI8wxS_oAUEM2Wlnk-2pCWqgBY,"Company Driver – OTR/Regional/Local - Bulk Jobs with Huge Pay. Dana Transport is one of the largest privately owned tank companies in the United States, and building a first-class Dry Bulk Team. Our program pays some of the highest salaries and is one of the most modern dry bulk fleets in North America. Become part of the Dana family today! Freight/Trailer Type: Pneumatic Trailer / Dry Bulk Driver compensation: $1400-2400 gross a week Paid % with hourly supplemental 50% of all detention billed …",98722.83,5856866817,Adzuna::API::Response::Job,Dana Companies - 5720,Adzuna::API::Response::Company,"['US', 'North Carolina', 'Guilford County', 'Greensboro']","Greensboro, Guilford County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,36.070282,-79.771856,
2026-08-26T09:56:52Z,https://www.adzuna.com/land/ad/5856866801?se=oFWua1ah8RGQA_bVNgJMEA&utm_medium=api&utm_source=abfa41a4&v=15772FE217E9D18E45A07DF85DFF25F856F22430,Regional Truck Driver Company - 6mo EXP Required - Dry Van - $1k - $2.18k per week - Roehl Transport,0,full_time,52000.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1Njg2NjgwMSIsInMiOiJvRld1YTFhaDhSR1FBX2JWTmdKTUVBIn0.eYnF7xjL3ptumZxbpH-8rN_A9nCzN_eMusZHrETmbAM,"CDL-A Truck Driver (Regional). ROEHL IS URGENTLY HIRING HOME WEEKLY CDL-A TRUCK DRIVERS Roehl, for every mile of your driving career. DRIVE toward balance. GROW with opportunity. THRIVE with support. With Roehl’s Regional & Dedicated positions, you can DRIVE your career forward while enjoying the consistency and predictability of home weekly routes. GROW your earnings with our Dynamic Pay Plan and quarterly bonuses, and THRIVE in a positive environment built around flexibility, reliability, and…",113360.0,5856866801,Adzuna::API::Response::Job,Roehl Transport,Adzuna::API::Response::Company,"['US', 'Michigan', 'Wayne County', 'Romulus']","Romulus, Wayne County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,42.2152,-83.3497,
2026-08-26T09:56:52Z,https://www.adzuna.com/land/ad/5856866822?se=oFWua1ah8RGQA_bVNgJMEA&utm_medium=api&utm_source=abfa41a4&v=04F31EB9E57AAB5C1916D244431A79F868E690E5,CDL-A Company Driver - 3yrs EXP Required - Local - Dry Van - Dana Companies - 5720,1,full_time,69568.12,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1Njg2NjgyMiIsInMiOiJvRld1YTFhaDhSR1FBX2JWTmdKTUVBIn0.OMFlj0EJqjYcCSscvyFgbI8KNm9cCUKLXq_mbQZdNhU,"Company Driver – OTR/Regional/Local - Bulk Jobs with Huge Pay. Dana Transport is one of the largest privately owned tank companies in the United States, and building a first-class Dry Bulk Team. Our program pays some of the highest salaries and is one of the most modern dry bulk fleets in North America. Become part of the Dana family today! Freight/Trailer Type: Pneumatic Trailer / Dry Bulk Driver compensation: $1400-2400 gross a week Paid % with hourly supplemental 50% of all detention billed …",69568.12,5856866822,Adzuna::API::Response::Job,Dana Companies - 5720,Adzuna::API::Response::Company,"['US', 'Connecticut', 'Hartford County', 'Barry Square']","Barry Square, Hartford County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,41.747873,-72.694442,
2026-08-26T09:56:52Z,https://www.adzuna.com/land/ad/5856866810?se=oFWua1ah8RGQA_bVNgJMEA&utm_medium=api&utm_source=abfa41a4&v=E186E157B18B7F64F34982C0C3B1980CF6AE6408,CDL-A Company Driver - 6mo EXP Required - Regional - Dry Van - $1k - $2.18k per week - Roehl Transport,0,full_time,52000.0,eyJhbGciOiJIUzI1NiJ9.eyJzIjoib0ZXdWExYWg4UkdRQV9iVk5nSk1FQSIsImkiOiI1ODU2ODY2ODEwIn0.u6R0W5L26kvEvCDC_iu3uMQ7I1oQJtUpcY07q_24lE8,"CDL-A Truck Driver (Regional). ROEHL IS URGENTLY HIRING HOME WEEKLY CDL-A TRUCK DRIVERS Roehl, for every mile of your driving career. DRIVE toward balance. GROW with opportunity. THRIVE with support. With Roehl’s Regional & Dedicated positions, you can DRIVE your career forward while enjoying the consistency and predictability of home weekly routes. GROW your earnings with our Dynamic Pay Plan and quarterly bonuses, and THRIVE in a positive environment built around flexibility, reliability, and…",113360.0,5856866810,Adzuna::API::Response::Job,Roehl Transport,Adzuna::API::Response::Company,"['US', 'Pennsylvania', 'Allegheny County', 'Pittsburgh']","Pittsburgh, Allegheny County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,40.445052,-79.978494,
2026-08-26T09:56:52Z,https://www.adzuna.com/land/ad/5856866823?se=oFWua1ah8RGQA_bVNgJMEA&utm_medium=api&utm_source=abfa41a4&v=067A9A8279B618DEFF20258048C47BF65DA1AE56,Class A CDL Company Driver - 3yrs EXP Required - Local - Dry Van - Dana Companies - 5720,1,full_time,99095.61,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1Njg2NjgyMyIsInMiOiJvRld1YTFhaDhSR1FBX2JWTmdKTUVBIn0.cXgvpRfvFrrv1zAZoLwVscmMdcyZCp8a_tgqeK4hEeY,"Company Driver – OTR/Regional/Local - Bulk Jobs with Huge Pay. Dana Transport is one of the largest privately owned tank companies in the United States, and building a first-class Dry Bulk Team. Our program pays some of the highest salaries and is one of the most modern dry bulk fleets in North America. Become part of the Dana family today! Freight/Trailer Type: Pneumatic Trailer / Dry Bulk Driver compensation: $1400-2400 gross a week Paid % with hourly supplemental 50% of all detention billed …",99095.61,5856866823,Adzuna::API::Response::Job,Dana Companies - 5720,Adzuna::API::Response::Company,"['US', 'North Carolina', 'Guilford County', 'Greensboro']","Greensboro, Guilford County",Adzuna::API::Response::Location,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,36.070282,-79.771856,
