title,__CLASS__,salary_is_predicted,adref,salary_max,latitude,redirect_url,salary_min,id,description,longitude,created,location.area,location.__CLASS__,location.display_name,company.display_name,company.__CLASS__,category.label,category.tag,category.__CLASS__,contract_time,contract_type
CDL A Truck Driver - Home Daily,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU29laG42eTI4UkdBRjc1WEJONjRZZyIsImkiOiI1ODk0MTU1MzkxIn0.5vinxr-CeYvg8OAGddPmWDDPT52s6VDxOowlI4VMV7g,57747.74,40.151155,https://www.adzuna.com/land/ad/5894155391?se=Soehn6y28RGAF75XBN64Yg&utm_medium=api&utm_source=abfa41a4&v=E833F38301D27275D7511375189A54778B5DA5CA,57747.74,5894155391,"As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when your day starts and ends.If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving e…",-89.36933,2026-09-22T12:33:31Z,"['US', 'Illinois', 'Logan County', 'Lincoln']",Adzuna::API::Response::Location,"Lincoln, Logan County",Lazer Logistics,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
CDL A Truck Driver - Home Daily,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiU29laG42eTI4UkdBRjc1WEJONjRZZyIsImkiOiI1ODk0MTU1MzU0In0.s2Tl4e_QWCVQuPkShlB0dvEY1cbiZGktk2MMQAVNSZ0,62737.99,43.449775,https://www.adzuna.com/land/ad/5894155354?se=Soehn6y28RGAF75XBN64Yg&utm_medium=api&utm_source=abfa41a4&v=FEA0932739A903114E789621CF6084CAED78591B,62737.99,5894155354,"As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when your day starts and ends.If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving e…",-88.630518,2026-09-22T12:33:31Z,"['US', 'Wisconsin', 'Dodge County', 'Horicon']",Adzuna::API::Response::Location,"Horicon, Dodge County",Lazer Logistics,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
CDL A Truck Driver - Home Daily,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDE1NTMzNSIsInMiOiJTb2VobjZ5MjhSR0FGNzVYQk42NFlnIn0.OXJzk6_MllGi2qQbbYHqLZrMtTRSYFQJO1Nc280zIFY,67948.08,43.437889,https://www.adzuna.com/land/ad/5894155335?se=Soehn6y28RGAF75XBN64Yg&utm_medium=api&utm_source=abfa41a4&v=C4F5A8667DCFFC9E0E07B4F08B6DC0F740C38294,67948.08,5894155335,"As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when your day starts and ends.If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving e…",-89.23971,2026-09-22T12:33:31Z,"['US', 'Wisconsin', 'Columbia County', 'Rio']",Adzuna::API::Response::Location,"Rio, Columbia County",Lazer Logistics,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
CDL A Truck Driver - Home Daily,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDE1NTM2NSIsInMiOiJTb2VobjZ5MjhSR0FGNzVYQk42NFlnIn0.5HPLpbOG90jWt90ux_rwpBKRoQKer1Dg4_wI4w_jpFI,73106.58,43.080402,https://www.adzuna.com/land/ad/5894155365?se=Soehn6y28RGAF75XBN64Yg&utm_medium=api&utm_source=abfa41a4&v=9BB8C6129CF601FE49AC5438D7567C6AC301440F,73106.58,5894155365,"As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when your day starts and ends.If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving e…",-88.910702,2026-09-22T12:33:31Z,"['US', 'Wisconsin', 'Jefferson County', 'Lake Mills']",Adzuna::API::Response::Location,"Lake Mills, Jefferson County",Lazer Logistics,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
CDL A Truck Driver - Home Daily,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDE1NTM5NSIsInMiOiJTb2VobjZ5MjhSR0FGNzVYQk42NFlnIn0.tW8uoq4jvLYkL3UUNqHYnpDi898QpCFGcruxxNtuXYM,56127.43,40.629573,https://www.adzuna.com/land/ad/5894155395?se=Soehn6y28RGAF75XBN64Yg&utm_medium=api&utm_source=abfa41a4&v=91776F5C3A73083D5F696A4A68985B794FFFDDF7,56127.43,5894155395,"As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when your day starts and ends.If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving e…",-89.330883,2026-09-22T12:33:31Z,"['US', 'Illinois', 'Tazewell County', 'Deer Creek']",Adzuna::API::Response::Location,"Deer Creek, Tazewell County",Lazer Logistics,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
CDL A Truck Driver - Home Daily,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDE1NTM0MCIsInMiOiJZbzY0b0t5MjhSR0FGNzVYQk42NFlnIn0.NqZu3pdPL10n91IZ-DbodKQFvBRAJlJ80cQDdLTWC2o,73457.77,43.608674,https://www.adzuna.com/land/ad/5894155340?se=Yo64oKy28RGAF75XBN64Yg&utm_medium=api&utm_source=abfa41a4&v=C05ADD7BE098247A7E8C43E6BD0C2EF5B850AC23,73457.77,5894155340,"As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when your day starts and ends.If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving e…",-88.277615,2026-09-22T12:33:31Z,"['US', 'Wisconsin', 'Fond du Lac County', 'Campbellsport']",Adzuna::API::Response::Location,"Campbellsport, Fond du Lac County",Lazer Logistics,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
CDL A Truck Driver - Home Daily,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWW82NG9LeTI4UkdBRjc1WEJONjRZZyIsImkiOiI1ODk0MTU1Mzg2In0.eLYz8NUa0Q4-t_OZa2h-hJntM1cLXI-Ht2SljyhksAw,69257.19,40.61415,https://www.adzuna.com/land/ad/5894155386?se=Yo64oKy28RGAF75XBN64Yg&utm_medium=api&utm_source=abfa41a4&v=DB804CAC536D3431534C381254B1723708C1403D,69257.19,5894155386,"As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when your day starts and ends.If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving e…",-89.462774,2026-09-22T12:33:31Z,"['US', 'Illinois', 'Tazewell County', 'Ossami Lake']",Adzuna::API::Response::Location,"Ossami Lake, Tazewell County",Lazer Logistics,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
CDL A Truck Driver - Home Daily,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDE1NTM4MSIsInMiOiJZbzY0b0t5MjhSR0FGNzVYQk42NFlnIn0.ODzxs1maGjDf3JDnz3wlIOS_ZyVNdK5b2FfU1MqfMfI,72785.73,40.47558,https://www.adzuna.com/land/ad/5894155381?se=Yo64oKy28RGAF75XBN64Yg&utm_medium=api&utm_source=abfa41a4&v=74B1FBE8EA7A29F28E061D3C3C0E9B474D7A0F09,72785.73,5894155381,"As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when your day starts and ends.If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving e…",-89.00472,2026-09-22T12:33:31Z,"['US', 'Illinois', 'McLean County', 'Eastland Commons']",Adzuna::API::Response::Location,"Eastland Commons, McLean County",Lazer Logistics,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
CDL A Truck Driver - Home Daily,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDE1NTQwNiIsInMiOiJZbzY0b0t5MjhSR0FGNzVYQk42NFlnIn0.nWEm3TGkdoGxnq5q1F9AtyrkpKYg6LCuwt4hVXDSOaI,56295.06,40.241328,https://www.adzuna.com/land/ad/5894155406?se=Yo64oKy28RGAF75XBN64Yg&utm_medium=api&utm_source=abfa41a4&v=CF5850C35BE8398F7934083DA6E1A9668E2DAEB0,56295.06,5894155406,"As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when your day starts and ends.If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving e…",-89.109467,2026-09-22T12:33:31Z,"['US', 'Illinois', 'De Witt County', 'Waynesville']",Adzuna::API::Response::Location,"Waynesville, De Witt County",Lazer Logistics,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
CDL A Truck Driver - Home Daily,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDE1NTM3NiIsInMiOiJZbzY0b0t5MjhSR0FGNzVYQk42NFlnIn0.qzyD8FT8_225HabfZEgRmuOVCoR2ToaoxtVB4x3FZSk,61847.91,42.986173,https://www.adzuna.com/land/ad/5894155376?se=Yo64oKy28RGAF75XBN64Yg&utm_medium=api&utm_source=abfa41a4&v=C88F6DE18DC7D2D7BBCA27002D184CF411A3DA2D,61847.91,5894155376,"As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when your day starts and ends.If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving e…",-88.471882,2026-09-22T12:33:31Z,"['US', 'Wisconsin', 'Waukesha County', 'Dousman']",Adzuna::API::Response::Location,"Dousman, Waukesha County",Lazer Logistics,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
CDL A Truck Driver - Home Daily,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWW82NG9LeTI4UkdBRjc1WEJONjRZZyIsImkiOiI1ODk0MTU1NDE1In0.nzfiHREvyk7HsM1eFitbcr-TSo9taz-2hx6YvGjBh8E,57492.28,40.56042,https://www.adzuna.com/land/ad/5894155415?se=Yo64oKy28RGAF75XBN64Yg&utm_medium=api&utm_source=abfa41a4&v=7AC08413816E3C6B58568B9D4C17F6569656FCC0,57492.28,5894155415,"As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when your day starts and ends.If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving e…",-89.6091,2026-09-22T12:33:31Z,"['US', 'Illinois', 'Tazewell County', 'Pekin Mall']",Adzuna::API::Response::Location,"Pekin Mall, Tazewell County",Lazer Logistics,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
CDL A Truck Driver - Home Daily,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWW82NG9LeTI4UkdBRjc1WEJONjRZZyIsImkiOiI1ODk0MTU1Mzc0In0.Fp1CETtXUbueiqXUhWhc6w88gEd_gbD10mpE8yIIZUU,66754.57,43.109383,https://www.adzuna.com/land/ad/5894155374?se=Yo64oKy28RGAF75XBN64Yg&utm_medium=api&utm_source=abfa41a4&v=99A2001F53F10BFF46C097B8B733881B3AEFC077,66754.57,5894155374,"As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when your day starts and ends.If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving e…",-88.486462,2026-09-22T12:33:31Z,"['US', 'Wisconsin', 'Waukesha County', 'Oconomowoc']",Adzuna::API::Response::Location,"Oconomowoc, Waukesha County",Lazer Logistics,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
CDL A Truck Driver - Home Daily,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWW82NG9LeTI4UkdBRjc1WEJONjRZZyIsImkiOiI1ODk0MTU1Mzk0In0.66NKUi92hm6QosoNWctrMbYZmTkOhpwSX0cKNSuvO00,54769.5,40.448556,https://www.adzuna.com/land/ad/5894155394?se=Yo64oKy28RGAF75XBN64Yg&utm_medium=api&utm_source=abfa41a4&v=48051400DC6D6D5F76C85DED1D62BDE0752F9EE1,54769.5,5894155394,"As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when your day starts and ends.If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving e…",-88.718807,2026-09-22T12:33:31Z,"['US', 'Illinois', 'McLean County', 'Ellsworth']",Adzuna::API::Response::Location,"Ellsworth, McLean County",Lazer Logistics,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
CDL A Truck Driver - Home Daily,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWW82NG9LeTI4UkdBRjc1WEJONjRZZyIsImkiOiI1ODk0MTU1MzUwIn0.-RHMFiEAOvqzKar-ZkSAJ300jm7Wt6Aad6ncoEOVqG4,59846.0,43.655523,https://www.adzuna.com/land/ad/5894155350?se=Yo64oKy28RGAF75XBN64Yg&utm_medium=api&utm_source=abfa41a4&v=6C02A9757573E5794CBB0F0E7BE218E1336C3855,59846.0,5894155350,"As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when your day starts and ends.If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving e…",-89.204313,2026-09-22T12:33:31Z,"['US', 'Wisconsin', 'Green Lake County', 'Kingston']",Adzuna::API::Response::Location,"Kingston, Green Lake County",Lazer Logistics,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
CDL A Truck Driver - Home Daily,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWW82NG9LeTI4UkdBRjc1WEJONjRZZyIsImkiOiI1ODk0MTU1NDE4In0.CoI7VP8ihhasp1mxSMrfYCpF4hAN0s_PyKzdi_Q7r-M,65007.27,40.788897,https://www.adzuna.com/land/ad/5894155418?se=Yo64oKy28RGAF75XBN64Yg&utm_medium=api&utm_source=abfa41a4&v=06E882444C877384B834DBF007A212BD959A38CD,65007.27,5894155418,"As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when your day starts and ends.If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving e…",-89.428363,2026-09-22T12:33:31Z,"['US', 'Illinois', 'Woodford County', 'Oak Ridge']",Adzuna::API::Response::Location,"Oak Ridge, Woodford County",Lazer Logistics,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
CDL A Truck Driver - Home Daily,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWW82NG9LeTI4UkdBRjc1WEJONjRZZyIsImkiOiI1ODk0MTU1MzU5In0.u0aCptxCfAo1a9b0bm82kilI0ZIrLAe7LrNVzN7rbmg,58725.82,43.811617,https://www.adzuna.com/land/ad/5894155359?se=Yo64oKy28RGAF75XBN64Yg&utm_medium=api&utm_source=abfa41a4&v=D941F5B4DAF25E265B6D74CB4FB41977925157AD,58725.82,5894155359,"As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when your day starts and ends.If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving e…",-88.1803,2026-09-22T12:33:31Z,"['US', 'Wisconsin', 'Fond du Lac County', 'Saint Cloud']",Adzuna::API::Response::Location,"Saint Cloud, Fond du Lac County",Lazer Logistics,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
CDL A Truck Driver - Home Daily,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWW82NG9LeTI4UkdBRjc1WEJONjRZZyIsImkiOiI1ODk0MTU1MzU1In0.tgZfHEHXSznFA_Q9FHG8OGfgrVTSjTY5QLAJPtSlBKA,57392.63,43.30307,https://www.adzuna.com/land/ad/5894155355?se=Yo64oKy28RGAF75XBN64Yg&utm_medium=api&utm_source=abfa41a4&v=D5D8A2BD2251761A904FF99B4FCBBC2DE317F1FE,57392.63,5894155355,"As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when your day starts and ends.If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving e…",-88.004943,2026-09-22T12:33:31Z,"['US', 'Wisconsin', 'Ozaukee County', 'Cedarburg']",Adzuna::API::Response::Location,"Cedarburg, Ozaukee County",Lazer Logistics,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
CDL A Truck Driver - Home Daily,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDE1NTM2NiIsInMiOiJZbzY0b0t5MjhSR0FGNzVYQk42NFlnIn0.SVQ9NZUNMbOgR5mkj1TCvmXkQrd8lvyi4gpccT7zbcU,58926.66,43.159611,https://www.adzuna.com/land/ad/5894155366?se=Yo64oKy28RGAF75XBN64Yg&utm_medium=api&utm_source=abfa41a4&v=3D4135F5778E5AFC2E2924EFF4E8911CC61F38BC,58926.66,5894155366,"As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when your day starts and ends.If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving e…",-88.370274,2026-09-22T12:33:31Z,"['US', 'Wisconsin', 'Waukesha County', 'North Lake']",Adzuna::API::Response::Location,"North Lake, Waukesha County",Lazer Logistics,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
CDL A Truck Driver - Home Daily,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWW82NG9LeTI4UkdBRjc1WEJONjRZZyIsImkiOiI1ODk0MTU1NDIyIn0.YGrzKOhl6vYHz-_79uRR8qYzdoenJk1DxeFuY-QXm0c,60688.69,40.628537,https://www.adzuna.com/land/ad/5894155422?se=Yo64oKy28RGAF75XBN64Yg&utm_medium=api&utm_source=abfa41a4&v=AE0D148711CA243B9AEA2D9D4B3B725AC8418DDF,60688.69,5894155422,"As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when your day starts and ends.If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving e…",-89.2179,2026-09-22T12:33:31Z,"['US', 'Illinois', 'Woodford County', 'Congerville']",Adzuna::API::Response::Location,"Congerville, Woodford County",Lazer Logistics,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
CDL A Truck Driver - Home Daily,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDE1NTM1MyIsInMiOiJZbzY0b0t5MjhSR0FGNzVYQk42NFlnIn0.nB0A75-gwXfH1o9NUZsjxde41VaHt0SA9jCLffaBr7I,59117.64,43.732477,https://www.adzuna.com/land/ad/5894155353?se=Yo64oKy28RGAF75XBN64Yg&utm_medium=api&utm_source=abfa41a4&v=0D1E21BDB208C550F5EED96B2AA9F73B134BBBDB,59117.64,5894155353,"As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when your day starts and ends.If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving e…",-88.784124,2026-09-22T12:33:31Z,"['US', 'Wisconsin', 'Fond du Lac County', 'Brandon']",Adzuna::API::Response::Location,"Brandon, Fond du Lac County",Lazer Logistics,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
CDL A Truck Driver - Home Daily,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWW82NG9LeTI4UkdBRjc1WEJONjRZZyIsImkiOiI1ODk0MTU1NDIwIn0.TyL0MmsZRHWDHXa2qscgtY9eEjyyHY2wgBekyTtCHKM,61674.91,40.379699,https://www.adzuna.com/land/ad/5894155420?se=Yo64oKy28RGAF75XBN64Yg&utm_medium=api&utm_source=abfa41a4&v=990261594C88BB3C4D63D773F7F527155A503E6E,61674.91,5894155420,"As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when your day starts and ends.If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving e…",-89.534343,2026-09-22T12:33:31Z,"['US', 'Illinois', 'Tazewell County', 'Delavan']",Adzuna::API::Response::Location,"Delavan, Tazewell County",Lazer Logistics,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
CDL A Truck Driver - Home Daily,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWW82NG9LeTI4UkdBRjc1WEJONjRZZyIsImkiOiI1ODk0MTU1MzIyIn0.n57-gDbzQgzIuLSsMyd-Fa9YMNVhTkY41TObnSlj5i8,58509.08,43.234406,https://www.adzuna.com/land/ad/5894155322?se=Yo64oKy28RGAF75XBN64Yg&utm_medium=api&utm_source=abfa41a4&v=6D658411F89F2DED61462EA4B65231C23F98B592,58509.08,5894155322,"As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when your day starts and ends.If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving e…",-88.246092,2026-09-22T12:33:30Z,"['US', 'Wisconsin', 'Washington County', 'Hubertus']",Adzuna::API::Response::Location,"Hubertus, Washington County",Lazer Logistics,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
CDL A Truck Driver - Home Daily,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWW82NG9LeTI4UkdBRjc1WEJONjRZZyIsImkiOiI1ODk0MTU1MzI2In0._G70wUXGcZSSqFuX834hQLfazMdmWiwf7maApf8iU6g,59186.97,43.588541,https://www.adzuna.com/land/ad/5894155326?se=Yo64oKy28RGAF75XBN64Yg&utm_medium=api&utm_source=abfa41a4&v=F318FB82C26FA82AB35CE8D9F3D1E0E9D20AF77E,59186.97,5894155326,"As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when your day starts and ends.If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving e…",-89.066174,2026-09-22T12:33:30Z,"['US', 'Wisconsin', 'Columbia County', 'Friesland']",Adzuna::API::Response::Location,"Friesland, Columbia County",Lazer Logistics,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
CDL A Truck Driver - Home Daily,Adzuna::API::Response::Job,1,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5NDE1NTMyMSIsInMiOiJZbzY0b0t5MjhSR0FGNzVYQk42NFlnIn0.x-ojEIGE2fQQgZ8mQw7uxS0P0II3aT72fDnPg-XH9Fk,58662.34,43.054494,https://www.adzuna.com/land/ad/5894155321?se=Yo64oKy28RGAF75XBN64Yg&utm_medium=api&utm_source=abfa41a4&v=4E0ABA4CA68B605F5F62D4BE7CA7C755121AF58E,58662.34,5894155321,"As a Local Yard Driver with Lazer Logistics, you will stay in one location for your entire shift. No traffic, no long routes, and no multiple stops. Instead, you focus on moving trailers within the yard in a safe, controlled environment. This is one of the most consistent and predictable CDL jobs available.You know where you are going, what you are doing, and when your day starts and ends.If you are looking for a CDL job that offers consistency, predictability, and a better day-to-day driving e…",-89.094338,2026-09-22T12:33:30Z,"['US', 'Wisconsin', 'Dane County', 'Deerfield']",Adzuna::API::Response::Location,"Deerfield, Dane County",Lazer Logistics,Adzuna::API::Response::Company,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category,,
