adref,longitude,salary_max,__CLASS__,latitude,salary_is_predicted,salary_min,created,title,description,redirect_url,id,location.area,location.__CLASS__,location.display_name,company.display_name,company.__CLASS__,category.__CLASS__,category.tag,category.label
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU1XRHYzWmY4UkdneC1yMll6XzhRUSIsImkiOiI1NzUwODEwNjU4In0.8yOgSLdS4jO2EqRAWsMxQG4_YqlkDsLd7jBMLBhNzz8,-77.95423,135096.0,Adzuna::API::Response::Job,35.3813,0,0.0,2026-06-03T13:58:47Z,"Travel MedSurg/Telemetry RN - $2,598 per week","Coast Medical Service is seeking a travel nurse RN Med Surg / Telemetry for a travel nursing job in Goldsboro, North Carolina. Job Description & Requirements Specialty: Med Surg / Telemetry Discipline: RN Start Date: 07/06/2026 Duration: 13 weeks 48 hours per week Shift: 12 hours, days Employment Type: Travel Coast Medical Service is a nationwide travel nursing & allied healthcare staffing agency dedicated to providing an elite traveler experience for the experienced or first-time traveler. Coa…",https://www.adzuna.com/land/ad/5750810658?se=iMWDv3Zf8RGgx-r2Yz_8QQ&utm_medium=api&utm_source=abfa41a4&v=D82BFEC713ECC19BA8B9547FCFF48C3988EA836E,5750810658,"['US', 'North Carolina', 'Wayne County', 'Webtown']",Adzuna::API::Response::Location,"Webtown, Wayne County",Coast Medical Service,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU1XRHYzWmY4UkdneC1yMll6XzhRUSIsImkiOiI1NzUwODEwNjQwIn0.btwkdE9653BctV6kd2-Kf7OnIEjBByws3ibwgjTqP3g,-112.281815,122460.0,Adzuna::API::Response::Job,33.616267,0,0.0,2026-06-03T13:58:47Z,"Travel Radiation Therapist - $2,355 per week","ALOIS Healthcare is seeking a travel Radiation Therapist for a travel job in Sun City, Arizona. Job Description & Requirements Specialty: Radiation Therapist Discipline: Allied Health Professional Start Date: 07/13/2026 Duration: 13 weeks 36 hours per week Shift: 9 hours, days Employment Type: Travel A Radiation Therapist is a medical professional who works with oncology teams and provides individualized treatment plans to shrink or remove cancers and tumors in their patients. They utilize medi…",https://www.adzuna.com/land/ad/5750810640?se=iMWDv3Zf8RGgx-r2Yz_8QQ&utm_medium=api&utm_source=abfa41a4&v=7CD7B04A8C23A980474A8A1507D5BB5645549800,5750810640,"['US', 'Arizona', 'Maricopa County', 'Sun City']",Adzuna::API::Response::Location,"Sun City, Maricopa County",ALOIS Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU1XRHYzWmY4UkdneC1yMll6XzhRUSIsImkiOiI1NzUwODEwNjQyIn0.QCLUTN8QNiwy6cbTH9vaI3_Q-K6s-tCBMmFh0rLqJVQ,-113.98601,127400.0,Adzuna::API::Response::Job,46.86117,0,0.0,2026-06-03T13:58:47Z,"Travel Nurse RN - Hospice - $2,450 per week","ProKatchers is seeking a travel nurse RN Hospice for a travel nursing job in Missoula, Montana. Job Description & Requirements Specialty: Hospice Discipline: RN Start Date: ASAP Duration: 13 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel Essential Duties and Responsibilities: Provides skilled nursing and coordinates care to patients and family members in a residential setting through a team approach and based upon systematic evaluation as authorized by a physician. Observe…",https://www.adzuna.com/land/ad/5750810642?se=iMWDv3Zf8RGgx-r2Yz_8QQ&utm_medium=api&utm_source=abfa41a4&v=7535F73A0535B4CE3890317D4843C54F1AEF7A82,5750810642,"['US', 'Montana', 'Missoula County', 'Missoula']",Adzuna::API::Response::Location,"Missoula, Missoula County",ProKatchers,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MDgxMDYzNSIsInMiOiJpTVdEdjNaZjhSR2d4LXIyWXpfOFFRIn0.noUrc7e-BRQjDgozJwnvwFZ8MSKHK0LnEduE34grlZk,-110.15027,106132.0,Adzuna::API::Response::Job,34.27063,0,0.0,2026-06-03T13:58:46Z,"Travel ER Registered Nurse - $2,041 per week","Skyline Med Staff Nursing is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Show Low, Arizona. Job Description & Requirements Specialty: ED - Emergency Department Discipline: RN Start Date: 06/15/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Weekly amount stated in job postings is an estimate based on estimated hourly wage and potential stipends available for the location of the assignment. Pay package is calculated on…",https://www.adzuna.com/land/ad/5750810635?se=iMWDv3Zf8RGgx-r2Yz_8QQ&utm_medium=api&utm_source=abfa41a4&v=B40275497729E4E55FD352C45069841F32686B21,5750810635,"['US', 'Arizona', 'Navajo County', 'Show Low']",Adzuna::API::Response::Location,"Show Low, Navajo County",Skyline Med Staff Nursing,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU1XRHYzWmY4UkdneC1yMll6XzhRUSIsImkiOiI1NzUwODEwNjI4In0.1hwqzVA70ZE9IEqUtkq2AKgnbvr_gK3L2C6ijQv72rQ,-121.484609,108160.0,Adzuna::API::Response::Job,45.76039,0,0.0,2026-06-03T13:58:46Z,Local Contract Nurse RN - Med Surg - $52 per hour,"Stability Healthcare is seeking a local contract nurse RN Med Surg for a local contract nursing job in White Salmon, Washington. Job Description & Requirements Specialty: Med Surg Discipline: RN Start Date: 07/16/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Local Contract Stability Healthcare is looking for a Med-Surg RN contract position in White Salmon, WA. The majority of hospitalized patients are admitted to M/S either directly or after surgery. M/S is …",https://www.adzuna.com/land/ad/5750810628?se=iMWDv3Zf8RGgx-r2Yz_8QQ&utm_medium=api&utm_source=abfa41a4&v=B25EE752558DD8CC0715CEDDE45E0E3861D955BB,5750810628,"['US', 'Washington', 'Klickitat County', 'White Salmon']",Adzuna::API::Response::Location,"White Salmon, Klickitat County",Stability Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU1XRHYzWmY4UkdneC1yMll6XzhRUSIsImkiOiI1NzUwODEwNjIyIn0.5VUcN2WLaholT8p_ZaU__Ow2Zo1RCYx93X4hof6lgpM,-89.6439,96772.0,Adzuna::API::Response::Job,37.3662,0,0.0,2026-06-03T13:58:46Z,"Travel Registered Respiratory Therapist - $1,861 per week","Health Advocates Network - Allied is seeking a travel Registered Respiratory Therapist for a travel job in Cape Girardeau, Missouri. Job Description & Requirements Specialty: Registered Respiratory Therapist Discipline: Allied Health Professional Start Date: 06/08/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel HANStaff Allied Job ID 572393. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amou…",https://www.adzuna.com/land/ad/5750810622?se=iMWDv3Zf8RGgx-r2Yz_8QQ&utm_medium=api&utm_source=abfa41a4&v=62BB9D88D0123CB866CE363FA600484DDD4DBA24,5750810622,"['US', 'Missouri', 'Cape Girardeau County', 'Jackson']",Adzuna::API::Response::Location,"Jackson, Cape Girardeau County",Health Advocates Network - Allied,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU1XRHYzWmY4UkdneC1yMll6XzhRUSIsImkiOiI1NzUwODEwNjIzIn0.AQJ12_7MWNpZ6dfRu2JAGZIrGRHNGDDs3QPzYKVBBrc,-83.17824,93600.0,Adzuna::API::Response::Job,42.46632,0,0.0,2026-06-03T13:58:46Z,Local Contract Med-Surg Registered Nurse - $45 per hour,"Stability Healthcare is seeking a local contract nurse RN Med Surg for a local contract nursing job in Oak Park, Michigan. Job Description & Requirements Specialty: Med Surg Discipline: RN Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Local Contract Stability Healthcare is looking for a Med-Surg RN contract position in Oak Park, MI. The majority of hospitalized patients are admitted to M/S either directly or after surgery. M/S is also where patients who have been i…",https://www.adzuna.com/land/ad/5750810623?se=iMWDv3Zf8RGgx-r2Yz_8QQ&utm_medium=api&utm_source=abfa41a4&v=7F6C0BB25714A4948F4398252030219972B6F0A6,5750810623,"['US', 'Michigan', 'Oakland County', 'Oak Park']",Adzuna::API::Response::Location,"Oak Park, Oakland County",Stability Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MDgxMDYzNCIsInMiOiJpTVdEdjNaZjhSR2d4LXIyWXpfOFFRIn0.i2hWnnaZq0cY8gjEwMMbDyP_Z_aCBNWe1XSKmb3Ylsg,-96.7778,44189.96,Adzuna::API::Response::Job,40.8247,1,44189.96,2026-06-03T13:58:46Z,AIRCRAFT PNEUDRAULIC SYSTEMS MECHANIC with Security Clearance,"Duties As a AIRCRAFT PNEUDRAULIC SYSTEMS MECHANIC, WG-8268-10, duties include: 1. Utilizing electrical wiring diagrams, blueprints, schematics and technical publications, determines extent and type of preventative and/or repair maintenance required. Performs organizational and intermediate maintenance on aircraft fuel systems, components, and equipment to include fuel cells, drop tanks, regulators, pumps, relief valves and fuel accessories. Also performs required maintenance activities associat…",https://www.adzuna.com/land/ad/5750810634?se=iMWDv3Zf8RGgx-r2Yz_8QQ&utm_medium=api&utm_source=abfa41a4&v=312213CF67E50B94AA0EBD57B37632E99D5995C0,5750810634,"['US', 'Nebraska', 'Lancaster County', 'Air Park']",Adzuna::API::Response::Location,"Air Park, Lancaster County",Department of the Air Force,Adzuna::API::Response::Company,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MDgxMDYzMyIsInMiOiJpTVdEdjNaZjhSR2d4LXIyWXpfOFFRIn0.3jM2TUI52iZddgER7K4tAiL0b7G8s9_-uREYzoNlazI,-97.5561,109200.0,Adzuna::API::Response::Job,35.54388,0,0.0,2026-06-03T13:58:46Z,"Travel Registered Nurse - Medicine Specialty - $2,100 per week","CoreMedical Group is seeking a travel nurse RN Med Surg for a travel nursing job in Oklahoma City, Oklahoma. Job Description & Requirements Specialty: Med Surg Discipline: RN Start Date: 06/22/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours Employment Type: Travel Client in OK seeking Registered Nurse: Med/Surg for the following shift(s): Nights We are looking for a healthcare professional who is ready to provide exceptional patient care in this contract/travel role. Contract/travel a…",https://www.adzuna.com/land/ad/5750810633?se=iMWDv3Zf8RGgx-r2Yz_8QQ&utm_medium=api&utm_source=abfa41a4&v=A72FD90DF59795CC5A45E9B222FED88E3F73B1F7,5750810633,"['US', 'Oklahoma', 'Oklahoma County', 'Nichols Hills']",Adzuna::API::Response::Location,"Nichols Hills, Oklahoma County",CoreMedical Group,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU1XRHYzWmY4UkdneC1yMll6XzhRUSIsImkiOiI1NzUwODEwNjMwIn0.woI5P3FCCmUkOJQg3CKSEvKpPHH3zkhoSTn01A93000,-82.55,100412.0,Adzuna::API::Response::Job,35.6,0,0.0,2026-06-03T13:58:46Z,"Travel Labor & Delivery RN - $1,931 per week","Coast Medical Service is seeking a travel nurse RN Labor and Delivery for a travel nursing job in Asheville, North Carolina. Job Description & Requirements Specialty: Labor and Delivery Discipline: RN Start Date: ASAP Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Coast Medical Service is a nationwide travel nursing & allied healthcare staffing agency dedicated to providing an elite traveler experience for the experienced or first-time traveler. Coast is fe…",https://www.adzuna.com/land/ad/5750810630?se=iMWDv3Zf8RGgx-r2Yz_8QQ&utm_medium=api&utm_source=abfa41a4&v=D80316847A51F4073216D1A2D2313C98EE22A873,5750810630,"['US', 'North Carolina', 'Buncombe County', 'Asheville']",Adzuna::API::Response::Location,"Asheville, Buncombe County",Coast Medical Service,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MDgxMDYzOCIsInMiOiJpTVdEdjNaZjhSR2d4LXIyWXpfOFFRIn0.L4fu7YtlfUJOmFmrDPrrR8nuNe1uUdVO25HghI7FfPY,-112.0772,109408.0,Adzuna::API::Response::Job,33.449188,0,0.0,2026-06-03T13:58:46Z,"Travel RN Pre-Op/PACU - $2,104 per week","Coast Medical Service is seeking a travel nurse RN PreOp / PACU - Post Anesthesia Care for a travel nursing job in Phoenix, Arizona. Job Description & Requirements Specialty: PreOp / PACU - Post Anesthesia Care Discipline: RN Start Date: 06/22/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Coast Medical Service is a nationwide travel nursing & allied healthcare staffing agency dedicated to providing an elite traveler experience for the experienced or fir…",https://www.adzuna.com/land/ad/5750810638?se=iMWDv3Zf8RGgx-r2Yz_8QQ&utm_medium=api&utm_source=abfa41a4&v=82E10DBB6CEB2CE1CEAB3D5FD66D6EA065B471A3,5750810638,"['US', 'Arizona', 'Maricopa County', 'Phoenix']",Adzuna::API::Response::Location,"Phoenix, Maricopa County",Coast Medical Service,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MDgxMDYyNSIsInMiOiJpTVdEdjNaZjhSR2d4LXIyWXpfOFFRIn0.7g_zN4TACWmqGPdTDwpEtuDZUYqzAruG_2OjcKiLtBE,-108.202093,84396.0,Adzuna::API::Response::Job,36.41425,0,0.0,2026-06-03T13:58:46Z,"Travel Operating Room Surgical Technologist - $1,623 per week","Anders Group is seeking a travel Certified Surgical Technologist for a travel job in Farmington, New Mexico. Job Description & Requirements Specialty: Certified Surgical Technologist Discipline: Allied Health Professional Start Date: 06/15/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel Anders Group Job ID 1028676. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to be determined. Posted j…",https://www.adzuna.com/land/ad/5750810625?se=iMWDv3Zf8RGgx-r2Yz_8QQ&utm_medium=api&utm_source=abfa41a4&v=FC7D9FF99BDDB02D9D8F0E695E44CEE99E9776E0,5750810625,"['US', 'New Mexico', 'San Juan County', 'Farmington']",Adzuna::API::Response::Location,"Farmington, San Juan County",Anders Group,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU1XRHYzWmY4UkdneC1yMll6XzhRUSIsImkiOiI1NzUwODEwNjI3In0.HHXkOgfinTaVLznMZPMhvY-1AnQIiZYoOU7ytN3fyXU,-81.26652,111384.0,Adzuna::API::Response::Job,40.76556,0,0.0,2026-06-03T13:58:46Z,"Travel Med/Surg Telemetry RN - $2,142 per week","GHR Healthcare is seeking a travel nurse RN Med Surg / Telemetry for a travel nursing job in Canton, Ohio. Job Description & Requirements Specialty: Med Surg / Telemetry Discipline: RN Start Date: 06/26/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours Employment Type: Travel Med/Surg Telemetry RN - Travel Nurse (Night Shift) – Canton, OH (44708) Med/Surg Tele RN travel nurse opportunity in Canton, Ohio — 13-week night shift contract for experienced Registered Nurses (RN) with telemetry…",https://www.adzuna.com/land/ad/5750810627?se=iMWDv3Zf8RGgx-r2Yz_8QQ&utm_medium=api&utm_source=abfa41a4&v=21123EF93DC8900D198AE2AB892DD1CB4E9AF39A,5750810627,"['US', 'Ohio', 'Stark County', 'Osnaburg']",Adzuna::API::Response::Location,"Osnaburg, Stark County",GHR Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU1XRHYzWmY4UkdneC1yMll6XzhRUSIsImkiOiI1NzUwODEwNjI0In0.9IqAXvGT7bAuk0-C--XWeP1eOOHkHyWJRcCKX-FjYR8,-106.283852,110552.0,Adzuna::API::Response::Job,35.893777,0,0.0,2026-06-03T13:58:46Z,"Travel PACU Registered Nurse - $2,126 per week","Coast Medical Service is seeking a travel nurse RN PACU - Post Anesthesia Care for a travel nursing job in Los Alamos, New Mexico. Job Description & Requirements Specialty: PACU - Post Anesthesia Care Discipline: RN Start Date: ASAP Duration: 13 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel Coast Medical Service is a nationwide travel nursing & allied healthcare staffing agency dedicated to providing an elite traveler experience for the experienced or first-time traveler.…",https://www.adzuna.com/land/ad/5750810624?se=iMWDv3Zf8RGgx-r2Yz_8QQ&utm_medium=api&utm_source=abfa41a4&v=9EAC296F17B68E2A18DDBF8E90D7AF74B4F888AC,5750810624,"['US', 'New Mexico', 'Los Alamos County', 'Los Alamos']",Adzuna::API::Response::Location,"Los Alamos, Los Alamos County",Coast Medical Service,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU1XRHYzWmY4UkdneC1yMll6XzhRUSIsImkiOiI1NzUwODEwNjE3In0.LdIXhhjd1-QdkseC5MfIzR9QUp9hUs_rKJAOqYg2bss,-157.8294,98210.58,Adzuna::API::Response::Job,21.3278,1,98210.58,2026-06-03T13:58:46Z,SHEET METAL MECHANIC (AIRCRAFT/PAINTER) with Security Clearance,"Duties * Plans and lays out work from blueprints, sketches, drawings, specifications, and work orders in the repair, coating or manufacture of aircraft structural components * Develops patterns, cuts, forms, joins, assembles, and installs items and systems which have combined straight and curved edges or irregular curves, angles, and planes. * Operates and maintains complex hand and power tools and equipment such as sliproll forming machines, box and pan brakes, beading and tubing machines to f…",https://www.adzuna.com/land/ad/5750810617?se=iMWDv3Zf8RGgx-r2Yz_8QQ&utm_medium=api&utm_source=abfa41a4&v=1DA5ABFF3DC2BB15C95A2274A4B43E4AC6DDD04E,5750810617,"['US', 'Hawaii', 'Honolulu', 'Fort Shafter']",Adzuna::API::Response::Location,"Fort Shafter, Honolulu",Department of the Air Force,Adzuna::API::Response::Company,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MDgxMDYzNiIsInMiOiJpTVdEdjNaZjhSR2d4LXIyWXpfOFFRIn0.sX0PqkYlt68yXJklRe4lcIvOunPMJUy0Y3qvOJ0DCh0,-69.064759,75504.0,Adzuna::API::Response::Job,44.209801,0,0.0,2026-06-03T13:58:46Z,"Travel Long Term Care Registered Nurse - $1,452 per week","Slate Healthcare is seeking a travel nurse RN Long Term Care for a travel nursing job in Camden, Maine. Job Description & Requirements Specialty: Long Term Care Discipline: RN Start Date: ASAP Duration: 13 weeks 36 hours per week Shift: 12 hours, days Employment Type: Travel LOCAL ONLY Slate Healthcare Job ID f22c8abe-91be-403f-923b-288b3e7efa1b. Pay package is based on 12 hour shifts and 36 hours per week (subject to confirmation) with tax-free stipend amount to be determined. About Slate Heal…",https://www.adzuna.com/land/ad/5750810636?se=iMWDv3Zf8RGgx-r2Yz_8QQ&utm_medium=api&utm_source=abfa41a4&v=732FD7C0C6FF79ADC4916FC84DCD7BB6182CC6DA,5750810636,"['US', 'Maine', 'Knox County', 'Camden']",Adzuna::API::Response::Location,"Camden, Knox County",Slate Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MDgxMDYyOSIsInMiOiJpTVdEdjNaZjhSR2d4LXIyWXpfOFFRIn0.PQye2sumdjBKYnqhmMjq7catRPhVih1J-AtBW6H3EBA,-73.200943,130988.0,Adzuna::API::Response::Job,44.478158,0,0.0,2026-06-03T13:58:46Z,"Travel CVICU Registered Nurse - $2,519 per week","Coast Medical Service is seeking a travel nurse RN CVICU for a travel nursing job in Burlington, Vermont. Job Description & Requirements Specialty: CVICU Discipline: RN Start Date: 06/08/2026 Duration: 4 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Coast Medical Service is a nationwide travel nursing & allied healthcare staffing agency dedicated to providing an elite traveler experience for the experienced or first-time traveler. Coast is featured on Blue Pipes' 2023 …",https://www.adzuna.com/land/ad/5750810629?se=iMWDv3Zf8RGgx-r2Yz_8QQ&utm_medium=api&utm_source=abfa41a4&v=2C37FD5A5BF5317490E82C526E684B6716525254,5750810629,"['US', 'Vermont', 'Chittenden County', 'Winooski']",Adzuna::API::Response::Location,"Winooski, Chittenden County",Coast Medical Service,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU1XRHYzWmY4UkdneC1yMll6XzhRUSIsImkiOiI1NzUwODEwNjI2In0.PFTxYhrVImsJGr1gsZ7aZDQkbZmBejYwN4JP2PhMqm0,-83.934562,112632.0,Adzuna::API::Response::Job,43.976895,0,0.0,2026-06-03T13:58:46Z,"Travel Home Health RN - $2,166 per week","Coast Medical Service is seeking a travel nurse RN Home Health for a travel nursing job in Standish, Michigan. Job Description & Requirements Specialty: Home Health Discipline: RN Start Date: 06/15/2026 Duration: 12 weeks 40 hours per week Shift: 8 hours, days Employment Type: Travel Coast Medical Service is a nationwide travel nursing & allied healthcare staffing agency dedicated to providing an elite traveler experience for the experienced or first-time traveler. Coast is featured on Blue Pip…",https://www.adzuna.com/land/ad/5750810626?se=iMWDv3Zf8RGgx-r2Yz_8QQ&utm_medium=api&utm_source=abfa41a4&v=EBE09900B970858729C0EB8DBD4A27DE31E5FC68,5750810626,"['US', 'Michigan', 'Arenac County', 'Standish']",Adzuna::API::Response::Location,"Standish, Arenac County",Coast Medical Service,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU1XRHYzWmY4UkdneC1yMll6XzhRUSIsImkiOiI1NzUwODEwNjE4In0.gzTmCUzT43YjE2oOd-TVIDG6fOx_KA2rRJ-AzmXHJNU,-76.232318,104156.0,Adzuna::API::Response::Job,36.686212,0,0.0,2026-06-03T13:58:46Z,"Travel Nurse RN - ICU - Intensive Care Unit - $2,003 per week","Fusion Medical Staffing-Nursing is seeking a travel nurse RN ICU - Intensive Care Unit for a travel nursing job in Chesapeake, Virginia. Job Description & Requirements Specialty: ICU - Intensive Care Unit Discipline: RN Start Date: 06/22/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Travel Travel ICU RN Company: Fusion Medical Staffing Location: Facility in Chesapeake, Virginia Job Details Fusion Medical Staffing is seeking a ICU RN for a 13-week travel assi…",https://www.adzuna.com/land/ad/5750810618?se=iMWDv3Zf8RGgx-r2Yz_8QQ&utm_medium=api&utm_source=abfa41a4&v=4529B36F80070518A0CB77F80F23D7BBEDF65DF4,5750810618,"['US', 'Virginia', 'Chesapeake City', 'Chesapeake']",Adzuna::API::Response::Location,"Chesapeake, Chesapeake City",Fusion Medical Staffing-Nursing,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU1XRHYzWmY4UkdneC1yMll6XzhRUSIsImkiOiI1NzUwODEwNjE5In0.441GESz7Sd7V987obYikmQ1AsUjCScKKbRz3pKtjozE,-114.314272,99840.0,Adzuna::API::Response::Job,34.502866,0,0.0,2026-06-03T13:58:46Z,Local Contract Medical-Surgical Telemetry Nurse - $48 per hour,"Stability Healthcare is seeking a local contract nurse RN Med Surg / Telemetry for a local contract nursing job in Lake Havasu City, Arizona. Job Description & Requirements Specialty: Med Surg / Telemetry Discipline: RN Start Date: 06/29/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours Employment Type: Local Contract Stability Healthcare is looking for a Tele Med-Surg RN contract position in Lake Havasu City, AZ. The Medical Surgical Telemetry Registered Nurse (RN) provides direct nurs…",https://www.adzuna.com/land/ad/5750810619?se=iMWDv3Zf8RGgx-r2Yz_8QQ&utm_medium=api&utm_source=abfa41a4&v=2A646ED9E05F75737A01CB7BE0047B0486BF4749,5750810619,"['US', 'Arizona', 'Mohave County', 'Lake Havasu City']",Adzuna::API::Response::Location,"Lake Havasu City, Mohave County",Stability Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU1XRHYzWmY4UkdneC1yMll6XzhRUSIsImkiOiI1NzUwODEwNjE0In0.htLFeYbxznQ9SWQcBUZMhoVi_Mqoy84xKMgbSPf0rjk,-112.411443,76960.0,Adzuna::API::Response::Job,33.417577,0,0.0,2026-06-03T13:58:45Z,Local Contract Nurse RN - Med Surg - $37 per hour,"Stability Healthcare is seeking a local contract nurse RN Med Surg for a local contract nursing job in Goodyear, Arizona. Job Description & Requirements Specialty: Med Surg Discipline: RN Duration: 13 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Local Contract Stability Healthcare is looking for a Med-Surg RN contract position in Goodyear, AZ. The majority of hospitalized patients are admitted to M/S either directly or after surgery. M/S is also where patients who have been …",https://www.adzuna.com/land/ad/5750810614?se=iMWDv3Zf8RGgx-r2Yz_8QQ&utm_medium=api&utm_source=abfa41a4&v=428399B969B1EBB5AAB626B9DD83A41694AB65B5,5750810614,"['US', 'Arizona', 'Maricopa County', 'Goodyear']",Adzuna::API::Response::Location,"Goodyear, Maricopa County",Stability Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaU1XRHYzWmY4UkdneC1yMll6XzhRUSIsImkiOiI1NzUwODEwNTk4In0.7XWZiwbAKzIBZMl7zdyxgKOIa6wgoapfAA15fCggDdM,-86.85432,104000.0,Adzuna::API::Response::Job,40.4175,0,0.0,2026-06-03T13:58:45Z,Local Contract PCU Registered Nurse - $50 per hour,"Stability Healthcare is seeking a local contract nurse RN PCU - Progressive Care Unit for a local contract nursing job in Lafayette, Indiana. Job Description & Requirements Specialty: PCU - Progressive Care Unit Discipline: RN Start Date: 06/30/2026 Duration: 12 weeks 36 hours per week Shift: 12 hours, nights Employment Type: Local Contract Stability Healthcare is looking for a Tele Step-Down RN contract position in Lafayette, IN. The PCU nurse is sometimes also called a step-down nurse and the…",https://www.adzuna.com/land/ad/5750810598?se=iMWDv3Zf8RGgx-r2Yz_8QQ&utm_medium=api&utm_source=abfa41a4&v=54F21FBC48F7E6D9F913C224135EF712F69FA6CD,5750810598,"['US', 'Indiana', 'Tippecanoe County', 'Lafayette']",Adzuna::API::Response::Location,"Lafayette, Tippecanoe County",Stability Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs
