adref,longitude,salary_is_predicted,salary_min,redirect_url,created,description,contract_time,latitude,title,__CLASS__,salary_max,id,company.display_name,company.__CLASS__,location.__CLASS__,location.area,location.display_name,category.tag,category.label,category.__CLASS__,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJzIjoicU93dGs2VTU4Ukcwa0xzQlRfSUFVQSIsImkiOiI1NzAxNTA1ODg5In0.os0h_4BhFj3nxG8DGUSbvXaY_pfLLiyo8JV0ZuHjeDE,-90.742945,1,38695.9,https://www.adzuna.com/land/ad/5701505889?se=qOwtk6U58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=0032C38FCA09FCA8341F37F5F1436219309A3F9C,2026-04-16T10:34:07Z,"Flynn Arby’s joined Flynn Group in 2018 with the acquisition of 300 restaurants. Today we are the largest Arby’s franchisee in the world and continue grow by building new stores and acquiring other franchise operators. We are one of seven premier brands of Flynn Group, which was founded in 1999 by Greg Flynn. It has grown since then to the largest franchise operator in the world. Flynn owns and operates a diversified portfolio of restaurants in iconic, world class brands across diverse segments…",,38.486346,Restaurant Assistant Manager,Adzuna::API::Response::Job,38695.9,5701505889,Arby's - Eureka,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Missouri', 'Franklin County', 'Pacific']","Pacific, Franklin County",hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwNTg2NCIsInMiOiJxT3d0azZVNThSRzBrTHNCVF9JQVVBIn0.k6tUARYFQyYwdUH2zSvOJRFGrnbwV84tcAn0rqtX6f4,-77.191279,1,63178.69,https://www.adzuna.com/land/ad/5701505864?se=qOwtk6U58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=F9A9EF211B40F8195E626ADC9DF4B759EC478CC4,2026-04-16T10:34:06Z,"Wendy's - Carlisle is currently hiring a full time or part time Restaurant Supervisor for our Carlisle, PA location. A Restaurant Supervisor should not only supervise their team but lead it to acheive their goals. A Restaurant Supervisor will assist in the planning and management at Wendy's - Carlisle in order to achieve customer satisfaction, quality service, compliance with store policies all while meeting and/or exceeding financial goals. Applicants for this role should have effective verbal…",,40.215097,Restaurant Supervisor – Flexible Schedule,Adzuna::API::Response::Job,63178.69,5701505864,Wendy's - Carlisle,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Cumberland County', 'Carlisle']","Carlisle, Cumberland County",hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwNTg2MyIsInMiOiJxT3d0azZVNThSRzBrTHNCVF9JQVVBIn0.PXRjVwOg6ReTaQ_NX_eC4j3tVTKmNBRJW-lmZIvLduY,-77.191279,1,42652.98,https://www.adzuna.com/land/ad/5701505863?se=qOwtk6U58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=1090319A78B492F151CD19012DCC33BF4C4E0955,2026-04-16T10:34:06Z,"Established in 2021, Flynn Wendy’s has swiftly become a key player within the Flynn Group, owning and operating over 190 Wendy’s restaurants across the District of Columbia, Maryland, Pennsylvania, Utah, Virginia, and West Virginia. With a diverse and dedicated team of over 6,000 employees, Flynn Wendy’s stands as the 5th largest Wendy’s franchise in the entire Wendy’s system. Our success is a result of the hard work and commitment of every team member. At Flynn Wendy’s, we are dedicated to fos…",,40.215097,Shift Leader – Hiring Immediately,Adzuna::API::Response::Job,42652.98,5701505863,Wendy's - Carlisle,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Cumberland County', 'Carlisle']","Carlisle, Cumberland County",hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwNTg3NSIsInMiOiJxT3d0azZVNThSRzBrTHNCVF9JQVVBIn0.g9-MDcxdHD7G6JngaavXSjx8iwViz4r1Wz5QW2zbZsA,-90.742945,1,27368.65,https://www.adzuna.com/land/ad/5701505875?se=qOwtk6U58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=E9B1308D1206FB853660DF457E3FE1823790C0F8,2026-04-16T10:34:06Z,"Arby's - Eureka is looking for enthusiastic individuals to join our team in Eureka, MO as full time or part time Shift Leaders. If you like working in a fast paced, fun environment and you are good with people, look no further! Arby's - Eureka is the right place for you. Shift Leader Job Essentials: -Must be able to demonstrate you are committed, hard-working, honest and friendly. -Excellent customer service skills -Reliable transportation to and from work (daily) -Ability to work with computer…",,38.486346,Shift Leader – Customer Service Associate (Restaurant),Adzuna::API::Response::Job,27368.65,5701505875,Arby's - Eureka,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Missouri', 'Franklin County', 'Pacific']","Pacific, Franklin County",hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoicU93dGs2VTU4Ukcwa0xzQlRfSUFVQSIsImkiOiI1NzAxNTA1ODYwIn0.EVCF2l2OR1Lgs0XJjUpIvTrnFL7C8PeXUDEl4MWDswA,-77.191279,1,38763.57,https://www.adzuna.com/land/ad/5701505860?se=qOwtk6U58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=8E5E3146609F8A97C7766D2CFB7F7634995D0916,2026-04-16T10:34:06Z,"Established in 2021, Flynn Wendy’s has swiftly become a key player within the Flynn Group, owning and operating over 190 Wendy’s restaurants across the District of Columbia, Maryland, Pennsylvania, Utah, Virginia, and West Virginia. With a diverse and dedicated team of over 6,000 employees, Flynn Wendy’s stands as the 5th largest Wendy’s franchise in the entire Wendy’s system. Our success is a result of the hard work and commitment of every team member. At Flynn Wendy’s, we are dedicated to fos…",,40.215097,Shift Leader – Urgently Hiring,Adzuna::API::Response::Job,38763.57,5701505860,Wendy's - Carlisle,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Cumberland County', 'Carlisle']","Carlisle, Cumberland County",hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwNTg2NyIsInMiOiJxT3d0azZVNThSRzBrTHNCVF9JQVVBIn0.vKARmf4Rdojty8sADHP4oVRAxn5Eat6GGBEa-o1o7Rg,-77.191279,1,63678.22,https://www.adzuna.com/land/ad/5701505867?se=qOwtk6U58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=CE7854FDF00EA43B69894583E540BB50D9A8FA46,2026-04-16T10:34:06Z,"Wendy's - Carlisle is looking for a full time or part time Store Supervisor for our location in Carlisle, PA. As a Store Manager, you will assist the General Manager in managing the operations and staff on a day to day basis, including the execution of all company policies, procedures, programs and systems. The store supervisor also ensures compliance with all Federal, State and local laws and ethical business practices. You will be actively involved in the selection, orientation and training o…",,40.215097,Store Supervisor – Flexible Schedule,Adzuna::API::Response::Job,63678.22,5701505867,Wendy's - Carlisle,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Cumberland County', 'Carlisle']","Carlisle, Cumberland County",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwNTg1OCIsInMiOiJxT3d0azZVNThSRzBrTHNCVF9JQVVBIn0.dl_5Z74-t6zj6euTp6IEjkjNP13ZgYMAkY18SRBd7ms,-77.191279,1,46696.69,https://www.adzuna.com/land/ad/5701505858?se=qOwtk6U58RG0kLsBT_IAUA&utm_medium=api&utm_source=abfa41a4&v=4C8CCDD0FC95397A94658E79BC238B2F9D177E98,2026-04-16T10:34:06Z,"Established in 2021, Flynn Wendy’s has swiftly become a key player within the Flynn Group, owning and operating over 190 Wendy’s restaurants across the District of Columbia, Maryland, Pennsylvania, Utah, Virginia, and West Virginia. With a diverse and dedicated team of over 6,000 employees, Flynn Wendy’s stands as the 5th largest Wendy’s franchise in the entire Wendy’s system. Our success is a result of the hard work and commitment of every team member. At Flynn Wendy’s, we are dedicated to fos…",,40.215097,Shift Leader – Entry Level,Adzuna::API::Response::Job,46696.69,5701505858,Wendy's - Carlisle,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Cumberland County', 'Carlisle']","Carlisle, Cumberland County",hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwNTg3MyIsInMiOiJKdFBnbEtVNThSR2M5XzFOc1hKeWRRIn0.OGBTiaY10_P52Kp2yjmtA7kM0-GigPCVBFcYGLtPfI4,-90.742945,1,27182.98,https://www.adzuna.com/land/ad/5701505873?se=JtPglKU58RGc9_1NsXJydQ&utm_medium=api&utm_source=abfa41a4&v=E880D232C30AC6A1B4ECE5A10C5C6DE163C4EA8C,2026-04-16T10:34:06Z,"Arby's - Eureka is looking for enthusiastic individuals to join our team in Eureka, MO as full time or part time Shift Leaders. If you like working in a fast paced, fun environment and you are good with people, look no further! Arby's - Eureka is the right place for you. Shift Leader Job Essentials: -Must be able to demonstrate you are committed, hard-working, honest and friendly. -Excellent customer service skills -Reliable transportation to and from work (daily) -Ability to work with computer…",,38.486346,Shift Leader – Food Service Team Member,Adzuna::API::Response::Job,27182.98,5701505873,Arby's - Eureka,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Missouri', 'Franklin County', 'Pacific']","Pacific, Franklin County",hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwNTg2OCIsInMiOiJKdFBnbEtVNThSR2M5XzFOc1hKeWRRIn0.-DFziWEUKYlEtj75C_jNaPkwdkN6H9NuVbNscHuiWzQ,-77.191279,1,40946.27,https://www.adzuna.com/land/ad/5701505868?se=JtPglKU58RGc9_1NsXJydQ&utm_medium=api&utm_source=abfa41a4&v=733DBEF565A537EDA4891DF4886ED1871E214D11,2026-04-16T10:34:06Z,"Established in 2021, Flynn Wendy’s has swiftly become a key player within the Flynn Group, owning and operating over 190 Wendy’s restaurants across the District of Columbia, Maryland, Pennsylvania, Utah, Virginia, and West Virginia. With a diverse and dedicated team of over 6,000 employees, Flynn Wendy’s stands as the 5th largest Wendy’s franchise in the entire Wendy’s system. Our success is a result of the hard work and commitment of every team member. At Flynn Wendy’s, we are dedicated to fos…",,40.215097,Shift Leader – Restaurant Crew Member,Adzuna::API::Response::Job,40946.27,5701505868,Wendy's - Carlisle,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Cumberland County', 'Carlisle']","Carlisle, Cumberland County",hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwNTg2NSIsInMiOiJKdFBnbEtVNThSR2M5XzFOc1hKeWRRIn0.j4CR2LyO9DYN-6-p2ZP6so8DPuO0ph13sSnaecO1YcA,-77.191279,1,55834.39,https://www.adzuna.com/land/ad/5701505865?se=JtPglKU58RGc9_1NsXJydQ&utm_medium=api&utm_source=abfa41a4&v=5C432977ED3922B6122EB02693DF36EC7795E458,2026-04-16T10:34:06Z,"Wendy's - Carlisle is currently hiring a full time or part time Restaurant Supervisor for our Carlisle, PA location. A Restaurant Supervisor should not only supervise their team but lead it to acheive their goals. A Restaurant Supervisor will assist in the planning and management at Wendy's - Carlisle in order to achieve customer satisfaction, quality service, compliance with store policies all while meeting and/or exceeding financial goals. Applicants for this role should have effective verbal…",,40.215097,Restaurant Supervisor – Customer Service Associate,Adzuna::API::Response::Job,55834.39,5701505865,Wendy's - Carlisle,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Cumberland County', 'Carlisle']","Carlisle, Cumberland County",hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSnRQZ2xLVTU4UkdjOV8xTnNYSnlkUSIsImkiOiI1NzAxNTA1ODgxIn0.S56HoOISIp4p8ls0FeZuvN_oINV4ZpXKhltMIXXPhuM,-77.191279,1,62501.74,https://www.adzuna.com/land/ad/5701505881?se=JtPglKU58RGc9_1NsXJydQ&utm_medium=api&utm_source=abfa41a4&v=7E9B2391FE8E7DDA2E62C1509660AE093483FFE0,2026-04-16T10:34:06Z,"Wendy's - Carlisle is looking for a full time or part time Store Supervisor for our location in Carlisle, PA. As a Store Manager, you will assist the General Manager in managing the operations and staff on a day to day basis, including the execution of all company policies, procedures, programs and systems. The store supervisor also ensures compliance with all Federal, State and local laws and ethical business practices. You will be actively involved in the selection, orientation and training o…",,40.215097,Store Supervisor – No Experience Needed,Adzuna::API::Response::Job,62501.74,5701505881,Wendy's - Carlisle,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Cumberland County', 'Carlisle']","Carlisle, Cumberland County",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwNTg3NiIsInMiOiJKdFBnbEtVNThSR2M5XzFOc1hKeWRRIn0.Y0YspcGinUQg1ojqCBeMFhUCuKhz5kFGZIJsF-z83Lk,-77.191279,1,41752.19,https://www.adzuna.com/land/ad/5701505876?se=JtPglKU58RGc9_1NsXJydQ&utm_medium=api&utm_source=abfa41a4&v=70C77D37132814C2C7EAA6601A6BACABC7836C24,2026-04-16T10:34:06Z,"Established in 2021, Flynn Wendy’s has swiftly become a key player within the Flynn Group, owning and operating over 190 Wendy’s restaurants across the District of Columbia, Maryland, Pennsylvania, Utah, Virginia, and West Virginia. With a diverse and dedicated team of over 6,000 employees, Flynn Wendy’s stands as the 5th largest Wendy’s franchise in the entire Wendy’s system. Our success is a result of the hard work and commitment of every team member. At Flynn Wendy’s, we are dedicated to fos…",,40.215097,Shift Leader – Food Service Team Member,Adzuna::API::Response::Job,41752.19,5701505876,Wendy's - Carlisle,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Cumberland County', 'Carlisle']","Carlisle, Cumberland County",hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwNTg3MCIsInMiOiJKdFBnbEtVNThSR2M5XzFOc1hKeWRRIn0.XmJ5YVaVYziGmW8cUokAJ2tsFmP9F_tC4lEFzI6wFj4,-77.191279,1,55317.21,https://www.adzuna.com/land/ad/5701505870?se=JtPglKU58RGc9_1NsXJydQ&utm_medium=api&utm_source=abfa41a4&v=FA7E6ACCBB98217DFFA905C77C77F04306CC5A4B,2026-04-16T10:34:06Z,"Wendy's - Carlisle is currently hiring a full time or part time Restaurant Supervisor for our Carlisle, PA location. A Restaurant Supervisor should not only supervise their team but lead it to acheive their goals. A Restaurant Supervisor will assist in the planning and management at Wendy's - Carlisle in order to achieve customer satisfaction, quality service, compliance with store policies all while meeting and/or exceeding financial goals. Applicants for this role should have effective verbal…",,40.215097,Restaurant Supervisor – Hiring Immediately,Adzuna::API::Response::Job,55317.21,5701505870,Wendy's - Carlisle,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Cumberland County', 'Carlisle']","Carlisle, Cumberland County",hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSnRQZ2xLVTU4UkdjOV8xTnNYSnlkUSIsImkiOiI1NzAxNTA1ODc3In0.5mICTvCPkMYiGajeCAlaHZWnmK_lVnHuEziU696RQcg,-90.742945,1,38532.95,https://www.adzuna.com/land/ad/5701505877?se=JtPglKU58RGc9_1NsXJydQ&utm_medium=api&utm_source=abfa41a4&v=D26FA1D9271D22AD56D17D71587231A72081E95C,2026-04-16T10:34:06Z,"Flynn Arby’s joined Flynn Group in 2018 with the acquisition of 300 restaurants. Today we are the largest Arby’s franchisee in the world and continue grow by building new stores and acquiring other franchise operators. We are one of seven premier brands of Flynn Group, which was founded in 1999 by Greg Flynn. It has grown since then to the largest franchise operator in the world. Flynn owns and operates a diversified portfolio of restaurants in iconic, world class brands across diverse segments…",,38.486346,Full Time Assistant Manager,Adzuna::API::Response::Job,38532.95,5701505877,Arby's - Eureka,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Missouri', 'Franklin County', 'Pacific']","Pacific, Franklin County",hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwNTg2MSIsInMiOiJKdFBnbEtVNThSR2M5XzFOc1hKeWRRIn0.ugxOmW8qvGROf2_YOW1nXgT9oDfopsj88bvYL6_y0xc,-77.191279,1,65690.44,https://www.adzuna.com/land/ad/5701505861?se=JtPglKU58RGc9_1NsXJydQ&utm_medium=api&utm_source=abfa41a4&v=93C8009C36D1FC2FCA21CBB6D53F049C9B1DD4CA,2026-04-16T10:34:06Z,"Wendy's - Carlisle is looking for a full time or part time Store Supervisor for our location in Carlisle, PA. As a Store Manager, you will assist the General Manager in managing the operations and staff on a day to day basis, including the execution of all company policies, procedures, programs and systems. The store supervisor also ensures compliance with all Federal, State and local laws and ethical business practices. You will be actively involved in the selection, orientation and training o…",,40.215097,Store Supervisor – Entry Level,Adzuna::API::Response::Job,65690.44,5701505861,Wendy's - Carlisle,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Cumberland County', 'Carlisle']","Carlisle, Cumberland County",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSnRQZ2xLVTU4UkdjOV8xTnNYSnlkUSIsImkiOiI1NzAxNTA1ODc0In0.mVYEhObOsLw8X0qhQ3mO-OrjV_sCC7U46TakTGxBLoE,-77.191279,1,54898.45,https://www.adzuna.com/land/ad/5701505874?se=JtPglKU58RGc9_1NsXJydQ&utm_medium=api&utm_source=abfa41a4&v=79B1C0A880A401A67AF6719187F19675F18925D3,2026-04-16T10:34:06Z,"Wendy's - Carlisle is currently hiring a full time or part time Restaurant Supervisor for our Carlisle, PA location. A Restaurant Supervisor should not only supervise their team but lead it to acheive their goals. A Restaurant Supervisor will assist in the planning and management at Wendy's - Carlisle in order to achieve customer satisfaction, quality service, compliance with store policies all while meeting and/or exceeding financial goals. Applicants for this role should have effective verbal…",,40.215097,Restaurant Supervisor – Food Service Team Member,Adzuna::API::Response::Job,54898.45,5701505874,Wendy's - Carlisle,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Cumberland County', 'Carlisle']","Carlisle, Cumberland County",hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwNTg1OSIsInMiOiJKdFBnbEtVNThSR2M5XzFOc1hKeWRRIn0.Qhyn3oqFboz69ksf4OcXN0O6b2fzEfVZKv8Gv6sCULg,-77.191279,1,48527.62,https://www.adzuna.com/land/ad/5701505859?se=JtPglKU58RGc9_1NsXJydQ&utm_medium=api&utm_source=abfa41a4&v=082CF75A5FE87C761ADAAEB6B8730A2145C3B72D,2026-04-16T10:34:06Z,"Established in 2021, Flynn Wendy’s has swiftly become a key player within the Flynn Group, owning and operating over 190 Wendy’s restaurants across the District of Columbia, Maryland, Pennsylvania, Utah, Virginia, and West Virginia. With a diverse and dedicated team of over 6,000 employees, Flynn Wendy’s stands as the 5th largest Wendy’s franchise in the entire Wendy’s system. Our success is a result of the hard work and commitment of every team member. At Flynn Wendy’s, we are dedicated to fos…",,40.215097,Shift Leader – Flexible Schedule,Adzuna::API::Response::Job,48527.62,5701505859,Wendy's - Carlisle,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Cumberland County', 'Carlisle']","Carlisle, Cumberland County",hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwNTg3OSIsInMiOiJKdFBnbEtVNThSR2M5XzFOc1hKeWRRIn0.Hxp0wxyjID5Y-ZqgvJiPPNc6_bDqelPsR8FxSlmzVtI,-77.191279,1,55353.83,https://www.adzuna.com/land/ad/5701505879?se=JtPglKU58RGc9_1NsXJydQ&utm_medium=api&utm_source=abfa41a4&v=DE0E69D2FED1B2680B5029F3F9019D2513D62B3B,2026-04-16T10:34:06Z,"Wendy's - Carlisle is looking for a full time or part time Store Supervisor for our location in Carlisle, PA. As a Store Manager, you will assist the General Manager in managing the operations and staff on a day to day basis, including the execution of all company policies, procedures, programs and systems. The store supervisor also ensures compliance with all Federal, State and local laws and ethical business practices. You will be actively involved in the selection, orientation and training o…",,40.215097,Store Supervisor – Food Service Team Member,Adzuna::API::Response::Job,55353.83,5701505879,Wendy's - Carlisle,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Cumberland County', 'Carlisle']","Carlisle, Cumberland County",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwNTg1NyIsInMiOiJKdFBnbEtVNThSR2M5XzFOc1hKeWRRIn0.71J5XBebBWywsQqleyUJPpdbcoUqf9pp8gMALBZd9bE,-77.191279,1,42037.34,https://www.adzuna.com/land/ad/5701505857?se=JtPglKU58RGc9_1NsXJydQ&utm_medium=api&utm_source=abfa41a4&v=1A7D17A4E5AAC3437693CC9BE269CEFE4B1E696D,2026-04-16T10:34:06Z,"Established in 2021, Flynn Wendy’s has swiftly become a key player within the Flynn Group, owning and operating over 190 Wendy’s restaurants across the District of Columbia, Maryland, Pennsylvania, Utah, Virginia, and West Virginia. With a diverse and dedicated team of over 6,000 employees, Flynn Wendy’s stands as the 5th largest Wendy’s franchise in the entire Wendy’s system. Our success is a result of the hard work and commitment of every team member. At Flynn Wendy’s, we are dedicated to fos…",,40.215097,Shift Leader – Customer Service Associate (Restaurant),Adzuna::API::Response::Job,42037.34,5701505857,Wendy's - Carlisle,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Cumberland County', 'Carlisle']","Carlisle, Cumberland County",hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwNTg3OCIsInMiOiJKdFBnbEtVNThSR2M5XzFOc1hKeWRRIn0.0FC0jiIQqL2HrGm3GCSvA6lRNGLDc_6eofcMhnHlyJE,-90.742945,1,30402.18,https://www.adzuna.com/land/ad/5701505878?se=JtPglKU58RGc9_1NsXJydQ&utm_medium=api&utm_source=abfa41a4&v=84B968F45028E61AC9183A493318FED29DF56A93,2026-04-16T10:34:06Z,"Arby's - Eureka is looking for enthusiastic individuals to join our team in Eureka, MO as full time or part time Shift Leaders. If you like working in a fast paced, fun environment and you are good with people, look no further! Arby's - Eureka is the right place for you. Shift Leader Job Essentials: -Must be able to demonstrate you are committed, hard-working, honest and friendly. -Excellent customer service skills -Reliable transportation to and from work (daily) -Ability to work with computer…",,38.486346,Shift Leader – Entry Level,Adzuna::API::Response::Job,30402.18,5701505878,Arby's - Eureka,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Missouri', 'Franklin County', 'Pacific']","Pacific, Franklin County",hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSnRQZ2xLVTU4UkdjOV8xTnNYSnlkUSIsImkiOiI1NzAxNTA1ODY2In0.pwV-O983q2go0vv1vM337BBUZTjWQ37VIVLl1GAROmw,-77.191279,1,55482.89,https://www.adzuna.com/land/ad/5701505866?se=JtPglKU58RGc9_1NsXJydQ&utm_medium=api&utm_source=abfa41a4&v=C0A0280CBAFFD1DACCA2C71E090E0433D0711734,2026-04-16T10:34:06Z,"Wendy's - Carlisle is looking for a full time or part time Store Supervisor for our location in Carlisle, PA. As a Store Manager, you will assist the General Manager in managing the operations and staff on a day to day basis, including the execution of all company policies, procedures, programs and systems. The store supervisor also ensures compliance with all Federal, State and local laws and ethical business practices. You will be actively involved in the selection, orientation and training o…",,40.215097,Store Supervisor – Hiring Immediately,Adzuna::API::Response::Job,55482.89,5701505866,Wendy's - Carlisle,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Cumberland County', 'Carlisle']","Carlisle, Cumberland County",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSnRQZ2xLVTU4UkdjOV8xTnNYSnlkUSIsImkiOiI1NzAxNTA1ODYyIn0.Zii2-THMvpqIJ9Glj9h1_xeq21DJhxEhSI8t-cQw3w0,-77.191279,1,55582.35,https://www.adzuna.com/land/ad/5701505862?se=JtPglKU58RGc9_1NsXJydQ&utm_medium=api&utm_source=abfa41a4&v=53210070B3CD1A20AE68C7536F9D3E034450B587,2026-04-16T10:34:06Z,"Wendy's - Carlisle is looking for a full time or part time Store Supervisor for our location in Carlisle, PA. As a Store Manager, you will assist the General Manager in managing the operations and staff on a day to day basis, including the execution of all company policies, procedures, programs and systems. The store supervisor also ensures compliance with all Federal, State and local laws and ethical business practices. You will be actively involved in the selection, orientation and training o…",,40.215097,Store Supervisor – Customer Service Associate (Restaurant),Adzuna::API::Response::Job,55582.35,5701505862,Wendy's - Carlisle,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Cumberland County', 'Carlisle']","Carlisle, Cumberland County",retail-jobs,Retail Jobs,Adzuna::API::Response::Category,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMTUwNTg3MiIsInMiOiJKdFBnbEtVNThSR2M5XzFOc1hKeWRRIn0.hjk6JEfn55wZmNpt_aNzUZ9rfZraOPG-cL_vaiUxleE,-90.742945,1,31594.18,https://www.adzuna.com/land/ad/5701505872?se=JtPglKU58RGc9_1NsXJydQ&utm_medium=api&utm_source=abfa41a4&v=E44AAD588A6E31FA49F96AB90197542DF0A01120,2026-04-16T10:34:06Z,"Arby's - Eureka is looking for enthusiastic individuals to join our team in Eureka, MO as full time or part time Shift Leaders. If you like working in a fast paced, fun environment and you are good with people, look no further! Arby's - Eureka is the right place for you. Shift Leader Job Essentials: -Must be able to demonstrate you are committed, hard-working, honest and friendly. -Excellent customer service skills -Reliable transportation to and from work (daily) -Ability to work with computer…",,38.486346,Shift Leader – Flexible Schedule,Adzuna::API::Response::Job,31594.18,5701505872,Arby's - Eureka,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Missouri', 'Franklin County', 'Pacific']","Pacific, Franklin County",hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,
