title,adref,redirect_url,salary_max,latitude,description,longitude,salary_is_predicted,created,salary_min,id,__CLASS__,location.__CLASS__,location.area,location.display_name,company.display_name,company.__CLASS__,category.tag,category.label,category.__CLASS__,contract_time,contract_type
"Technical Program Manager, Central Operations",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MTIzNjY0NyIsInMiOiI3c2VFanRsejhSR280OUxCcE5YbWpRIn0.xz-zXrYAea9zoajKLsCp8-88VrRrzZjATwvuTLJU7Go,https://www.adzuna.com/land/ad/5781236647?se=7seEjtlz8RGo49LBpNXmjQ&utm_medium=api&utm_source=abfa41a4&v=C261A2E9FBF2685A1C292947475412CCBCF9A035,175526.5,37.798085,"Job Description Job Description About Handshake AI Handshake is building the career network for the AI economy. Our three-sided marketplace connects 18 million students and alumni, 1,500 academic institutions across the U.S. and Europe, and 1 million employers to power how the next generation explores careers, builds skills, and gets hired. Handshake AI is a human data labeling business that leverages the scale of the largest early career network. We work directly with the world’s leading AI re…",-122.466538,1,2026-06-29T12:33:04Z,175526.5,5781236647,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'California', 'San Francisco']","San Francisco, California",Handshake,Adzuna::API::Response::Company,it-jobs,IT Jobs,Adzuna::API::Response::Category,,
Retail Store Associate - FT,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MTIzNjY2MSIsInMiOiI3c2VFanRsejhSR280OUxCcE5YbWpRIn0.gRsQ2V6WUhrswXclqinana9xAqqc_bDllg4CJAm6GDs,https://www.adzuna.com/land/ad/5781236661?se=7seEjtlz8RGo49LBpNXmjQ&utm_medium=api&utm_source=abfa41a4&v=0B8A7E6EEF9D400EBB087B6E97D7990360C9CB2B,27915.61,41.279638,"Job Description Job Description We are looking for highly motivated, hard working individuals to become a member of our team. We currently have an opportunity available for a Retail Store Associate in our Surplus City store. We are looking for a friendly, out-going person to assist customers at our Williamsport , PA store. RETAIL STORE ASSOCIATE Job Summary: The Store Associate completes tasks that support the Store Manager and overall customer base. These tasks may include carrying out daily p…",-77.029912,1,2026-06-29T12:33:04Z,27915.61,5781236661,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Lycoming County', 'Williamsport']","Williamsport, Lycoming County",Surplus City,Adzuna::API::Response::Company,retail-jobs,Retail Jobs,Adzuna::API::Response::Category,,
Evanston - Part-Time Store Associate,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MTIzNjY1NyIsInMiOiI3c2VFanRsejhSR280OUxCcE5YbWpRIn0.q8E9-ocBf8AKO-fap6mL1991mVci-3vQRdJKdZjFhh4,https://www.adzuna.com/land/ad/5781236657?se=7seEjtlz8RGo49LBpNXmjQ&utm_medium=api&utm_source=abfa41a4&v=213ACB5C1EC226CBEEB9D7E3DDC084BC2F38F1DF,46335.9,42.041141,"Job Description Job Description Assist in developing sales, maintaining productivity levels and providing superior customer service, while ensuring the safety and cleanliness of the store. Work as part of a team, following the directions of managers and supervisors, while adhering to the policies and procedures explained in the Employee Handbook. Responsibilities: Follow proper age verification policies. Provide friendly assistance to customers and observe customer service policies. Perform cas…",-87.690059,1,2026-06-29T12:33:04Z,46335.9,5781236657,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Evanston']","Evanston, Cook County","Gold Standard Enterprises, Inc",Adzuna::API::Response::Company,part-time-jobs,Part time Jobs,Adzuna::API::Response::Category,,
EMT Instructor (PT),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MTIzNjY3MCIsInMiOiI3c2VFanRsejhSR280OUxCcE5YbWpRIn0.vZzFn4412ijtwcb01AEpgUzbccw4GEalzaXSpoAmlbQ,https://www.adzuna.com/land/ad/5781236670?se=7seEjtlz8RGo49LBpNXmjQ&utm_medium=api&utm_source=abfa41a4&v=91B43B78A22B54EB838D19430BD4D236E93A3291,56374.63,40.925373,"Job Description Job Description We are seeking a Public Safety Academy Emergency Medical Technician Instructor. This is part-time, hourly position. Example of Duties: Provide instruction for emergency medical technician students Assist the Lead EMT-Instructor in the demonstration and practice designed to develop and evaluate student skill competencies Qualifications: Current New Jersey Emergency Medical Technician-Instructor certificate required Minimum of 5 years instructional experience Dayti…",-74.276544,1,2026-06-29T12:33:04Z,56374.63,5781236670,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'New Jersey', 'Passaic County', 'Wayne']","Wayne, Passaic County",Passaic County Community College,Adzuna::API::Response::Company,accounting-finance-jobs,Accounting & Finance Jobs,Adzuna::API::Response::Category,,
Home Care Occupational Therapist,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MTIzNjY4NiIsInMiOiI3c2VFanRsejhSR280OUxCcE5YbWpRIn0.jsiWBxF56fjdVf5EhikkhhPTFAgD2V3tpogqHvsipeI,https://www.adzuna.com/land/ad/5781236686?se=7seEjtlz8RGo49LBpNXmjQ&utm_medium=api&utm_source=abfa41a4&v=FD8DB0475139D685274E03C5829C10344978E293,72198.86,41.010653,"Job Description Job Description Benefits: Flexible schedule Job Title: Home Care Occupational Therapist (OTR) Company: Apex Rehabilitation Location: Ardsley, NY 10502 and surrounding areas! Job Type: Full Time, Part Time or Per Diem - You make your own hours! Job Description: Join our compassionate team as a Home Care Occupational Therapist, dedicated to making a positive impact on the lives of individuals in the comfort of their homes. As a Home Care Occupational Therapist, you will focus on e…",-73.843745,1,2026-06-29T12:33:04Z,72198.86,5781236686,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'New York', 'Westchester County', 'Ardsley']","Ardsley, Westchester County",Apex Rehab Group,Adzuna::API::Response::Company,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
Welder / Pipe Fitter Mechanical Contractor,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN3NlRWp0bHo4UkdvNDlMQnBOWG1qUSIsImkiOiI1NzgxMjM2NjU0In0.oC2jGKjB0RbUJQ5XW31ro3E0JPpclFZhx2Zn4DaAahQ,https://www.adzuna.com/land/ad/5781236654?se=7seEjtlz8RGo49LBpNXmjQ&utm_medium=api&utm_source=abfa41a4&v=3CB3FCF58845EA15676BBD26739AB8F560BE920F,60865.07,37.759032,"Job Description Job Description Benefits: 401(k) Competitive salary Health insurance Paid time off Welder / Pipe Fitter Mechanical Contractor (Virginia Region) Were a local mechanical contractor looking for a skilled Welder / Pipe Fitter to join our growing team. If you have strong experience in industrial or commercial piping, boilers, and HVAC installations and you take pride in quality workmanship wed love to hear from you. Responsibilities: Perform welding and pipe fitting for process pipin…",-77.479984,1,2026-06-29T12:33:04Z,60865.07,5781236654,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Virginia', 'Hanover County', 'Ashland']","Ashland, Hanover County","Welding Processes and Mechanical, Inc.",Adzuna::API::Response::Company,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,,
SERVICE MANAGER,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MTIzNjY3OSIsInMiOiI3c2VFanRsejhSR280OUxCcE5YbWpRIn0.K5oYg0C8nmwYKFA-Ys4OjZ-3eBeBgNNsjxp93o_70cM,https://www.adzuna.com/land/ad/5781236679?se=7seEjtlz8RGo49LBpNXmjQ&utm_medium=api&utm_source=abfa41a4&v=B961C36561DC8C63F55B6B94B40CC02079843415,53667.0,35.232678,"Job Description Job Description Crane Technician Position Summary: For more than 150 years, Morgan has been committed to offering world class solutions for the metals industry. At Morgan, we position our customers for success by collaborating with them to enhance safety, improve efficiency, and deliver value through the world’s most advanced material handling systems—while building a better future for our employees and community. Due to growth, we are looking for a full-time Crane Technician to…",-80.846082,1,2026-06-29T12:33:04Z,53667.0,5781236679,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']","Charlotte, Mecklenburg County",Morgan Engineering Systems Inc,Adzuna::API::Response::Company,manufacturing-jobs,Manufacturing Jobs,Adzuna::API::Response::Category,,
Brazer - Coil - 3rd Shift,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN3NlRWp0bHo4UkdvNDlMQnBOWG1qUSIsImkiOiI1NzgxMjM2NjUyIn0.LwRKZAGO6G-sJel1niTgcDB3eHfcCXptVQlvDQv8baI,https://www.adzuna.com/land/ad/5781236652?se=7seEjtlz8RGo49LBpNXmjQ&utm_medium=api&utm_source=abfa41a4&v=EB619B2EA75A0D917E1B0737E305BE6EF8AE8A15,49015.62,35.493959,"Job Description Job Description COMPETENCIES The Brazer is a member of the coil manufacturing team and is responsible for following standard work to assemble a wide variety of coil units in a safe manner. The Brazer works as member of the larger plant assembly team and may flex to any of the departments or workstations as volume dictates. The employee demonstrates BAC’s values of Earning Trust, Embracing Responsibility, Showing Courage, and Driving Innovation , and is committed to achieving tec…",-85.012454,1,2026-06-29T12:33:04Z,49015.62,5781236652,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Tennessee', 'Rhea County', 'Dayton']","Dayton, Rhea County","Baltimore Aircoil Company, Inc.",Adzuna::API::Response::Company,manufacturing-jobs,Manufacturing Jobs,Adzuna::API::Response::Category,,
Speech Language Pathologist - PRN,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN3NlRWp0bHo4UkdvNDlMQnBOWG1qUSIsImkiOiI1NzgxMjM2NjUxIn0.kcixyvRekiFd8GeVR3bMohdT-FsHRfGRSFFyhXPSAXU,https://www.adzuna.com/land/ad/5781236651?se=7seEjtlz8RGo49LBpNXmjQ&utm_medium=api&utm_source=abfa41a4&v=977D73311066076E6FB3E8C4DDC3328B64CD9759,86031.25,36.498134,"Job Description Job Description Description TMC is a therapy provider that brings physical, occupational, and speech therapy services to long term care providers. We are growing and looking for an SLP to join the team. We want a Speech Therapist that believes in the benefits of therapy and has a passion for what they do. Giving back is at the core of everything we do. TMC is committed to our team members, helping them enhance skills, remain current on regulations, stay up to date on innovative …",-84.512716,1,2026-06-29T12:33:04Z,86031.25,5781236651,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Tennessee', 'Scott County', 'Oneida']","Oneida, Scott County",TMC,Adzuna::API::Response::Company,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
Electrician,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN3NlRWp0bHo4UkdvNDlMQnBOWG1qUSIsImkiOiI1NzgxMjM2NjYzIn0.7BoBYpb6rMrQEQoh9HLY4z9fyd3hsU-Iq-6DZxr7EQs,https://www.adzuna.com/land/ad/5781236663?se=7seEjtlz8RGo49LBpNXmjQ&utm_medium=api&utm_source=abfa41a4&v=990049A00D5278B7BFB1FA74B3E7193CDA90576B,57309.11,36.119859,"Job Description Job Description We currently have a dynamic group of qualified electricians and helpers. We are interested in adding a few talented, enthusiastic, experienced electricians who are interested in joining a winning team. Caudill's has been in business since 1973, so we have a large, diverse customer base. But, at the same time, we are also taking on new opportunities and expanding into new technologies. This enables us to provide a solid, stable work environment which also encourag…",-80.073653,1,2026-06-29T12:33:04Z,57309.11,5781236663,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Forsyth County', 'Kernersville']","Kernersville, Forsyth County",CAUDILLS COMMERCIAL ELECTRIC,Adzuna::API::Response::Company,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,,
Lifeguard - MORNING SHIFTS,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN3NlRWp0bHo4UkdvNDlMQnBOWG1qUSIsImkiOiI1NzgxMjM2NjkxIn0.bUdvIweu_cJfuvUaTe8pLtglzgruyW8G0kXUrhegWPo,https://www.adzuna.com/land/ad/5781236691?se=7seEjtlz8RGo49LBpNXmjQ&utm_medium=api&utm_source=abfa41a4&v=0573509B9179A3F42DE58FAB0E3D433641B8CA53,34198.39,40.676082,"Job Description Job Description Description: An exciting opportunity to join the Team of a progressive YMCA association located in vibrant Somerset County, New Jersey. The YMCA is one of the nation’s leading nonprofit organizations dedicated to strengthening communities through youth development, healthy living and social responsibility. With a 150-year-old history, Greater Somerset County YMCA (GSCY) is a pillar of the community and has seven locations across three counties, which collectively…",-74.56337,1,2026-06-29T12:33:04Z,34198.39,5781236691,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'New Jersey', 'Somerset County', 'Basking Ridge']","Basking Ridge, Somerset County",GREATER SOMERSET COUNTY YMCA,Adzuna::API::Response::Company,social-work-jobs,Social work Jobs,Adzuna::API::Response::Category,,
CATERING SOUS CHEF - AMERICAN UNIVERSITY,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MTIzNjY3MSIsInMiOiI0QnJrajlsejhSRzV3cU54VWtMaEFBIn0.TeLso4aOiFJUYVeUCttNXVk3lvfHfrNR-C1Ud1DgJHg,https://www.adzuna.com/land/ad/5781236671?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=E2D28F45CC795F3C9A11BD58B17E808B35740731,42444.33,38.912068,"Job Description Job Description Location: AMERICAN UNIVERSITY - WASHINGTON, DC Salary: $65,000 - $70,000 Other Forms of Compensation: Medical, Dental, Vision, 401k, PTO At over 300 college & universities around the country, Chartwells Higher Education is re-inventing the on-campus dining experience. We are challenging the norm and setting new standards by investing in high-tech, food-infused social spaces that bring people together to promote meaningful relationships and interactions. We are fo…",-77.019023,1,2026-06-29T12:33:04Z,42444.33,5781236671,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Washington, D.C.', 'Washington']","Washington, Washington, D.C.",Chartwells HE,Adzuna::API::Response::Company,hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,,
Audit Manager,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJya2o5bHo4Ukc1d3FOeFVrTGhBQSIsImkiOiI1NzgxMjM2NjgyIn0.ZiXKsYoIYWIS8Jul8S3IFvG2VnRPCSW8CRs5gJG62xM,https://www.adzuna.com/land/ad/5781236682?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=259340A62BD397240240F483F6991DD0B8EA54B6,78011.11,43.627479,"Job Description Job Description What's the role? Audit / Assurance Managers are responsible for managing client relationships while auditing their financial records for compliance to generally accepted accounting rules and standards. This includes: Analyzing client financial records to identify potential accounting issues and performing research to present proposed solutions. Training, mentoring and managing team members in audit processes. Building new and strengthening existing client relatio…",-89.770958,1,2026-06-29T12:33:04Z,78011.11,5781236682,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Columbia County', 'Wisconsin Dells']","Wisconsin Dells, Columbia County",MBE CPAs,Adzuna::API::Response::Company,accounting-finance-jobs,Accounting & Finance Jobs,Adzuna::API::Response::Category,,
Licensed Insurance Sales Representative,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJya2o5bHo4Ukc1d3FOeFVrTGhBQSIsImkiOiI1NzgxMjM2NjU1In0.bAGDt4SiNOqlV85u3heVixQnCZblAytUhYOJisUxImo,https://www.adzuna.com/land/ad/5781236655?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=AA683661E1B37D430234E3741E56739C58A79F62,134299.03,31.991601,"Job Description Job Description Company Overview: At Executive Financial Partners, we're looking for licensed insurance sales professionals who take ownership of their careers. Driven, results-focused professionals who are ready to accelerate into leadership excel here. Position Description: As a Sales Representative, you'll manage your territory, build strong relationships with business owners, and drive sales of supplemental health insurance. Using our training and tools, you'll take full con…",-102.083254,1,2026-06-29T12:33:04Z,134299.03,5781236655,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Texas', 'Midland County', 'Midland']","Midland, Midland County",Executive Financial Partners LLC,Adzuna::API::Response::Company,sales-jobs,Sales Jobs,Adzuna::API::Response::Category,,
Line Cook,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJya2o5bHo4Ukc1d3FOeFVrTGhBQSIsImkiOiI1NzgxMjM2Njc2In0.Ohk3BGKdgQ_DkTynnKkeEsLyiBtjiQGVuMKiF0lGxE0,https://www.adzuna.com/land/ad/5781236676?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=D6EEB60289F101CEB74D7ACF4145B75404B9DD5A,34852.64,39.863709,"Job Description Job Description New Oxford Social & Athletic Club is Hiring a Talented Line Cook! About Us: NOSAC is a private club. We pride ourselves on creating a welcoming atmosphere and delivering an unforgettable dining experience for our community. Our kitchen is a fast-paced, dynamic hub where teamwork and passion are celebrated. The Role: We are looking for a skilled and organized Line Cook to join our dedicated culinary team. You'll be an integral part of preparing high-quality, delic…",-77.055814,1,2026-06-29T12:33:04Z,34852.64,5781236676,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Adams County', 'New Oxford']","New Oxford, Adams County",New Oxford Social & Athletic Club,Adzuna::API::Response::Company,hospitality-catering-jobs,Hospitality & Catering Jobs,Adzuna::API::Response::Category,,
Director of Clinical Services - NY/CT,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJya2o5bHo4Ukc1d3FOeFVrTGhBQSIsImkiOiI1NzgxMjM2NjYwIn0.Nwg-e7Wy6M1gkWSu4GL4WuiL4pX5lO3OcLrQL2eA4Xc,https://www.adzuna.com/land/ad/5781236660?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=416EFFCEF81C9C9FD3619D86AD9BAD8C8B7313D4,82082.04,41.088707,"Job Description Job Description Description: Director of Clinical Services - New York/Connecticut Department: Customer Success / Clinical Services Reports To: VP of Customer Success FLSA Status: Exempt Location: Hybrid – corporate office, facility site visits, and remote MedWiz is the premier pharmacy partner for long-term-care communities that share our commitment and priority to patient-care first. We have transformed the conventional medication management process by being high-touch and pati…",-74.013473,1,2026-06-29T12:33:04Z,82082.04,5781236660,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'New York', 'Rockland County', 'Nanuet']","Nanuet, Rockland County",MedWiz Pharmacy,Adzuna::API::Response::Company,healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
Construction Project Manager (Utility Industry),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJya2o5bHo4Ukc1d3FOeFVrTGhBQSIsImkiOiI1NzgxMjM2NjQ5In0.s4INGQgDXpneS6DJXCjl16CbGI4K5Fu4wH1Bp42-44M,https://www.adzuna.com/land/ad/5781236649?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=C182C3E7CD0C59BDA7E1F2A550958151FCA0891A,67972.84,40.138611,"Job Description Job Description NOW HIRING: Project Manager – Utility Construction Industry (DIRECT HIRE) Take the lead on impactful utility construction projects that power communities and drive progress. We are seeking a highly motivated Construction Project Manager to oversee projects from inception through completion. In this role, you will play a critical part in delivering high-quality results while maintaining strict timelines, budgets, and safety standards. This position requires a stro…",-75.191389,1,2026-06-29T12:33:04Z,67972.84,5781236649,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Montgomery County', 'Fort Washington']","Fort Washington, Montgomery County",PeopleShare,Adzuna::API::Response::Company,trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Category,,
Senior Scientist I - Cell Culture Process Development,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJya2o5bHo4Ukc1d3FOeFVrTGhBQSIsImkiOiI1NzgxMjM2NjY2In0.vZRHVlV_yMdimHpUd8hGjkiTbY20wlYKcQjp4whGwEw,https://www.adzuna.com/land/ad/5781236666?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=6D87D864B0B09419E1A8B31629D22AF5B0DC8B28,122058.94,42.270458,"Job Description Job Description Company Description About AbbVie AbbVie's mission is to discover and deliver innovative medicines and solutions that solve serious health issues today and address the medical challenges of tomorrow. We strive to have a remarkable impact on people's lives across several key therapeutic areas including immunology, oncology and neuroscience - and products and services in our Allergan Aesthetics portfolio. For more information about AbbVie, please visit us at www.abb…",-71.851204,1,2026-06-29T12:33:04Z,122058.94,5781236666,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Worcester County', 'Worcester']","Worcester, Worcester County",AbbVie,Adzuna::API::Response::Company,scientific-qa-jobs,Scientific & QA Jobs,Adzuna::API::Response::Category,,
Receptionist - State Farm Agent Team Member,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MTIzNjYzMCIsInMiOiI0QnJrajlsejhSRzV3cU54VWtMaEFBIn0.zu9evobEypiz0H5dtENKEkHlq-X1FgFLM64gsaE7Q8A,https://www.adzuna.com/land/ad/5781236630?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=203D36096F4EF5D9A0CF6503624E532D9C084CBB,32228.23,30.487968,"Job Description Job Description Benefits: License reimbursement 401(k) Bonus based on performance Competitive salary Flexible schedule Opportunity for advancement Paid time off Training & development ABOUT OUR AGENCY: Our agency opened in 2021 and has grown into a team of five who are focused on education, service, and long-term growth. I began my career as a State Farm team member in 2011 and worked in two different states. Originally from Louisiana, I lived in Wyoming from 2011 to 2015, alway…",-90.861488,1,2026-06-29T12:33:03Z,32228.23,5781236630,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Louisiana', 'Livingston Parish', 'Walker']","Walker, Livingston Parish",Billy Cormier - State Farm Agent,Adzuna::API::Response::Company,sales-jobs,Sales Jobs,Adzuna::API::Response::Category,,
Technical Project Manager - Hardware (contract),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJya2o5bHo4Ukc1d3FOeFVrTGhBQSIsImkiOiI1NzgxMjM2NjQxIn0.UdUdCioxwiBLZvCAr0OhjZsNvW93jIXxEl2WqKg3gbc,https://www.adzuna.com/land/ad/5781236641?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=DFFEEADBBB2DB5B2D732FE43419F8A6AC6EA19C9,117701.62,37.445797,"Job Description Job Description Pivotal is the leader in the emerging market of electric Vertical Takeoff and Landing (eVTOL) aircraft. We design, develop, and manufacture light eVTOL aircraft and are renowned for the BlackFly aircraft the world's first light eVTOL to fly manned missions and enter the consumer market. Efficient, compact, and simple, Pivotal aircraft are designed for a wide range of consumer, public service, and defense applications. Our distinctive tilt-aircraft architecture an…",-122.157575,1,2026-06-29T12:33:03Z,117701.62,5781236641,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'California', 'Santa Clara County', 'Palo Alto']","Palo Alto, Santa Clara County",Pivotal,Adzuna::API::Response::Company,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Category,,
Insurance Agent,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MTIzNjY0NSIsInMiOiI0QnJrajlsejhSRzV3cU54VWtMaEFBIn0.G-9V7w5_vpWZLM23Nr9A9zB_rDuq3WoaRLHdUj3ZxAg,https://www.adzuna.com/land/ad/5781236645?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=3C6230D155BE0DF25D9262286CBFA4753FDBDCAF,61057.5,29.46357,Job Description Job Description Wilson Farmers Insurance Agency Do you thrive in a fast-paced environment where your effort directly impacts your success? Wilson Farmers Insurance Agency is hiring an Insurance Agent to help grow our client base while strengthening relationships with existing customers. Benefits Hourly Base Salary  Commission  Bonus Opportunities Paid Time Off (PTO) Health Insurance Dental Insurance Vision Insurance Hands on Training Career Growth Opportunities Mon-Fri Schedule …,-98.522671,1,2026-06-29T12:33:03Z,61057.5,5781236645,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Texas', 'Bexar County', 'San Antonio']","San Antonio, Bexar County",Michael Wilson Farmers Insurance,Adzuna::API::Response::Company,sales-jobs,Sales Jobs,Adzuna::API::Response::Category,,
Project Manager - MWH,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MTIzNjYzMiIsInMiOiI0QnJrajlsejhSRzV3cU54VWtMaEFBIn0.2EyYl0IB-_jfPMwTo4w5vVU2YfLsyIH7QCzpQ-cf1TI,https://www.adzuna.com/land/ad/5781236632?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=1157DB32AC810F90D1B7D5E12573C0D4FF833F22,207256.12,39.920899,"Job Description Job Description MWH is a leading water and wastewater treatment-focused general contractor in the US with a rich history dating back to the 19th century. Fueled by the mission of Building a Better World , our teams are rapidly growing across the nation. As a company committed to our team's well-being and growth, we offer a supportive work environment, opportunities for advancement, and the chance to contribute to a mission that shapes the future. Your expertise and ambition are …",-105.077006,1,2026-06-29T12:33:03Z,207256.12,5781236632,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Colorado', 'Broomfield']","Broomfield, Colorado",MWH,Adzuna::API::Response::Company,trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Category,,
Project Manager,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJya2o5bHo4Ukc1d3FOeFVrTGhBQSIsImkiOiI1NzgxMjM2NjQyIn0.Jad11BBNj9lNAH-i8DTy4vj8OoovNmy91TlIfuAlfw8,https://www.adzuna.com/land/ad/5781236642?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=444C984F00BAB2ADFB4F848D0D64787092627D4E,121480.16,43.08332,"Job Description Job Description Project Manager Chads Design Build Madison, WI Chads Design Build is seeking an experienced Residential Construction Project Manager to join our growing team. This position is ideal for a detail-oriented professional with a strong background in custom residential construction and a proven ability to manage multiple projects from concept to completion while delivering exceptional client experiences. Learn more about our company at: https://chadsdesignbuild.com/ Ke…",-89.372477,1,2026-06-29T12:33:03Z,121480.16,5781236642,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Dane County', 'Madison']","Madison, Dane County",Chads Design Build,Adzuna::API::Response::Company,trade-construction-jobs,Trade & Construction Jobs,Adzuna::API::Response::Category,,
Outside Sales Trainer,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEJya2o5bHo4Ukc1d3FOeFVrTGhBQSIsImkiOiI1NzgxMjM2NjM2In0.2F1MaLrCKgtlGfvpWlrN7VL-guhM4KcxwW_0L2J8zcQ,https://www.adzuna.com/land/ad/5781236636?se=4Brkj9lz8RG5wqNxUkLhAA&utm_medium=api&utm_source=abfa41a4&v=C55625ED70AD114629B8EAF139884A953FE8EC91,98006.61,30.410934,"Job Description Job Description Join Our Team at True North Group Position: Experienced Outside Sales Trainer Number of Openings: 1 Territory Representative Position Available The Role At True North Group, we believe great leaders don't just close sales they build people. We're looking for an experienced trainer who is passionate about developing others, leading by example in the field, and helping new sales representatives find their footing. If you find fulfillment in seeing others succeed an…",-86.912322,1,2026-06-29T12:33:03Z,98006.61,5781236636,Adzuna::API::Response::Job,Adzuna::API::Response::Location,"['US', 'Florida', 'Santa Rosa County', 'Navarre']","Navarre, Santa Rosa County",True North Group LLC.,Adzuna::API::Response::Company,sales-jobs,Sales Jobs,Adzuna::API::Response::Category,,
