adref,title,redirect_url,id,salary_is_predicted,salary_max,salary_min,description,created,__CLASS__,category.tag,category.__CLASS__,category.label,company.display_name,company.__CLASS__,location.display_name,location.__CLASS__,location.area,latitude,longitude,contract_time,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNzk2OCIsInMiOiJDalRFWl9XeDhSR1NIdXNUeEl2NnZ3In0.H8W90et3g6dalJRgh3JskrJCTB9pl1j30TfTnotN7z8,Outside Sales Representative (Electrical Wholesale),https://www.adzuna.com/land/ad/5886527968?se=CjTEZ_Wx8RGSHusTxIv6vw&utm_medium=api&utm_source=abfa41a4&v=2B94B99E939DC9820A10CE6B5CE3C168757CA50B,5886527968,1,136580.81,136580.81,"Job Description Job Description Overview Based in Fremont, CA with Branches within the San Francisco Bay area, we are a leading CA-based electrical distributor who are seeking a Senior Outside Sales Representative to grow contractor relationships and drive revenue across the SF Bay Area. This role targets medium to large commercial electrical contractors, with a focus on core electrical systems and corresponding commodities: including but not limited to: wire, conduit, switchgear, lighting, cab…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,Trueseek,Adzuna::API::Response::Company,"Fremont, Alameda County",Adzuna::API::Response::Location,"['US', 'California', 'Alameda County', 'Fremont']",37.564143,-122.004179,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0ozQ2FQV3g4UkdTSHVzVHhJdjZ2dyIsImkiOiI1ODg2NTI4MDExIn0.xOIaEbo6PZhBgTKFh4oxbWqtbUrloK3hL1gpL6OzcNw,Account Executive - Business Development,https://www.adzuna.com/land/ad/5886528011?se=OJ3CaPWx8RGSHusTxIv6vw&utm_medium=api&utm_source=abfa41a4&v=9B3C7F489473E3808F7FF2923598611C69731BE7,5886528011,1,87670.35,87670.35,"Job Description Job Description Account Executive – Hopewell Junction, NY. Build Relationships. Drive Growth. Shape the Future. AVI Foodsystems is seeking a dynamic, results-driven Contract Foodservice Account Executive to lead business development efforts throughout the Hopewell Junction, NY market. If you thrive on building relationships, uncovering opportunities, and winning new business, this is your chance to join an industry leader with a reputation for excellence. Since 1960, AVI Foodsys…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,AVI Foodsystems,Adzuna::API::Response::Company,"Wappingers Falls, Dutchess County",Adzuna::API::Response::Location,"['US', 'New York', 'Dutchess County', 'Wappingers Falls']",41.596483,-73.91097,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyODAyOCIsInMiOiJPSjNDYVBXeDhSR1NIdXNUeEl2NnZ3In0.jqYyZ3Q3dN7f4rzAB852kNAnF5zSeipyGzfVb29tdR0,InStore Event Specialist - Wenatchee,https://www.adzuna.com/land/ad/5886528028?se=OJ3CaPWx8RGSHusTxIv6vw&utm_medium=api&utm_source=abfa41a4&v=C590858C1ED87F7FDE0570AF4348576E0A5EAE8B,5886528028,1,34653.29,34653.29,"Job Description Job Description Pay: $17.13 per hour Job description: Looking for Part-Time Work? We’d Love Your Experience! Join Premier Connections as a Weekend Food Demonstrator! Are you energetic, outgoing, and enjoy chatting with people? Do you like the idea of a flexible, low-stress role where you can interact with your community and share delicious food products? We’re looking for mature, friendly individuals to help represent Premier Connections in local grocery stores. What You’ll Be D…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,Premier Connections LLC,Adzuna::API::Response::Company,"Wenatchee, Chelan County",Adzuna::API::Response::Location,"['US', 'Washington', 'Chelan County', 'Wenatchee']",47.42346,-120.310349,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyODAzOCIsInMiOiJPSjNDYVBXeDhSR1NIdXNUeEl2NnZ3In0.q7OFt708Jxjivx2YcfeHdzS11Ai_sn3RgjzqscMfRLE,Lead Finish Carpenter - Commercial Millwork/Cabinets/Trim - Traveling Position,https://www.adzuna.com/land/ad/5886528038?se=OJ3CaPWx8RGSHusTxIv6vw&utm_medium=api&utm_source=abfa41a4&v=9F3FC5638259CFEA12C766F0C6354B209E799767,5886528038,1,55952.99,55952.99,"Job Description Job Description Description: Specialty Millwork and Fixture Installation Contractor seeking Career Minded Lead Finish Carpenters who can perform in a diverse range of situations overseeing and installing cabinets, casework, wall panels, column wraps, millwork and standing and running trim in commercial and retail environments. Requirements: Education : High School, Trade School or Equivalent Experience: Five years installation and Commercial or Retail finish carpentry experience…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,Nationwide Fixture Installations,Adzuna::API::Response::Company,"Elk Grove Village, Cook County",Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Elk Grove Village']",42.003918,-87.970346,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNzk4MyIsInMiOiJPSjNDYVBXeDhSR1NIdXNUeEl2NnZ3In0.zaRL-5OyJIyogD_64Ug-SwF8F8vz1WQ4oc-OiCD7t6g,Territory Account Representative,https://www.adzuna.com/land/ad/5886527983?se=OJ3CaPWx8RGSHusTxIv6vw&utm_medium=api&utm_source=abfa41a4&v=D8787FCF3D565279FFBFAE518382D4507FD14D63,5886527983,1,62414.0,62414.0,"Job Description Job Description At Bottom Line Equipment we are continually focusing on exceeding the rental, sales and service needs of our customers. Our mission is to rent Heavy Equipment and Specialty Attachments to build better communities by raising the standards of quality and safety for all. Our growth is the result of outstanding partnerships with our employees, customers and vendors. Our purpose since Bottom Line’s inception has been fueled by a Make It Happen attitude and partnering …",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,"Bottom Line Equipment, LLC",Adzuna::API::Response::Company,"Greenville, Hunt County",Adzuna::API::Response::Location,"['US', 'Texas', 'Hunt County', 'Greenville']",33.19357,-96.128,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyODAxMCIsInMiOiJPSjNDYVBXeDhSR1NIdXNUeEl2NnZ3In0.07QK_ckGmPZ9Y8iH8wqZJr7P2KEyOS9wQPqkdKNO3YY,Electrical Panel Builder,https://www.adzuna.com/land/ad/5886528010?se=OJ3CaPWx8RGSHusTxIv6vw&utm_medium=api&utm_source=abfa41a4&v=AA69331509D056CC8FDBD60737EB9234195D0AF7,5886528010,1,52371.98,52371.98,"Job Description Job Description Assembly of Electrical Control Panels, Junction Boxes and some wire harnesses from prints. This position is responsible for the physical assembly, wiring and testing of control panels for industrial equipment. The Technician will fabricate controls to print, including layout and physical mounting of components to the back panel, wiring of all components, installation of control panel onto equipment, and testing to ensure proper operation. All duties must be perfo…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,Card-Monroe Automation,Adzuna::API::Response::Company,"Greenville, Greenville County",Adzuna::API::Response::Location,"['US', 'South Carolina', 'Greenville County', 'Greenville']",34.850555,-82.394,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0ozQ2FQV3g4UkdTSHVzVHhJdjZ2dyIsImkiOiI1ODg2NTI3OTUwIn0.cmNbplWrElwXH3GndiHdMY-OkeE_xVXIGsmOna9xAIs,Operations & Customer Service Coordinator,https://www.adzuna.com/land/ad/5886527950?se=OJ3CaPWx8RGSHusTxIv6vw&utm_medium=api&utm_source=abfa41a4&v=5DB51A2055EE4308D5C11E8220006B9E72212C26,5886527950,1,42547.15,42547.15,"Job Description Job Description If you like variety, solving problems, and seeing things through from beginning to end, you may have just found your job. We’re a growing e-commerce, print and distribution company looking for someone who is exceptionally organized, comfortable juggling multiple priorities, and willing to jump in wherever needed to keep things moving. This is not a sit-at-your-desk-all-day customer service position. One minute you may be processing an order on your computer. The …",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Automated Print and Promo,Adzuna::API::Response::Company,"Cleveland, Cuyahoga County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Cuyahoga County', 'Cleveland']",,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNzk3OSIsInMiOiJPSjNDYVBXeDhSR1NIdXNUeEl2NnZ3In0.WEpAIzak28qT6CxGOvQmify1ugmEwBk7ZWGvfkQ9LZQ,Production Manager,https://www.adzuna.com/land/ad/5886527979?se=OJ3CaPWx8RGSHusTxIv6vw&utm_medium=api&utm_source=abfa41a4&v=19C5B30A0E4915CD8F3D04F15932C888B4410004,5886527979,1,55003.79,55003.79,Job Description Job Description Key Responsibilities: Maintaining the daily production schedule Assist in overseeing the daily Production operations of our crews. Help delegate job assignments to team members and personnel. Assist in communicating with crews when problems arise. Communicate with customers as needed. Inspect all materials and equipment going out. Adhere to all safety policies and procedures. Assist in monitoring inventory. Preferred Qualifications: Computer skills in Microsoft (…,2026-09-16T13:29:11Z,Adzuna::API::Response::Job,manufacturing-jobs,Adzuna::API::Response::Category,Manufacturing Jobs,Builders Installed Products of New York,Adzuna::API::Response::Company,"Albany, Albany County",Adzuna::API::Response::Location,"['US', 'New York', 'Albany County', 'Albany']",42.632246,-73.765437,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNzk3MCIsInMiOiJPSjNDYVBXeDhSR1NIdXNUeEl2NnZ3In0.qGAVLpNTjyf7iCHxjtB86Ac3TgY518YbPmcuWOLyEA4,General Labor_ Window Manufacturing,https://www.adzuna.com/land/ad/5886527970?se=OJ3CaPWx8RGSHusTxIv6vw&utm_medium=api&utm_source=abfa41a4&v=DF23C153BD5760ACD7C64BC52A8FA138D7DC0521,5886527970,1,39207.45,39207.45,"Job Description Job Description Description: The General Laborer will work on our assembly line supporting the production of windows. This is an entry level role, and we will fully train the right candidate. Experience in window or door manufacturing is a plus but not required. Key Responsibilities • Work on the assembly line building window components • Use hand tools and equipment (training provided) • Load/unload materials or assist with product movement • Perform quality checks and follow p…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,manufacturing-jobs,Adzuna::API::Response::Category,Manufacturing Jobs,ABC Window Systems,Adzuna::API::Response::Company,"Phoenix, Maricopa County",Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Phoenix']",33.45,-112.07,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNzk1NSIsInMiOiJPSjNDYVBXeDhSR1NIdXNUeEl2NnZ3In0.5b7KUSOHeUzgH0si16QW60Wri-jySLRj9G2jcTqRK24,R&D Laboratory Technicians,https://www.adzuna.com/land/ad/5886527955?se=OJ3CaPWx8RGSHusTxIv6vw&utm_medium=api&utm_source=abfa41a4&v=81AC4BF5B07BEE906883E9109DEEAA55D39BD540,5886527955,1,44109.45,44109.45,"Job Description Job Description Pharma-Bio Serv, a global consulting firm headquartered in Puerto Rico, has been dedicated exclusively to providing services to the largest biotechnology & bio-engineering companies within the regulated industry for over 30 years. Since our inception, our services have resulted in project experience level and personnel resource base ranking among the highest worldwide. Currently, we are seeking for R&D Laboratory Technicians (QC) with experience within the regula…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,Pharma Bioserv,Adzuna::API::Response::Company,"Duluth, Gwinnett County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Gwinnett County', 'Duluth']",33.98,-84.15,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyODAwNCIsInMiOiJPSjNDYVBXeDhSR1NIdXNUeEl2NnZ3In0.K6AjfYxn4AsCyJMNZwppx5tqY4YxzLk9z1tyYCEOppA,Senior Data Center Site Selection Manager,https://www.adzuna.com/land/ad/5886528004?se=OJ3CaPWx8RGSHusTxIv6vw&utm_medium=api&utm_source=abfa41a4&v=6C2F92315E0550EF27340035D8404AF9155E0382,5886528004,1,178632.22,178632.22,"Job Description Job Description CoreWeave is The Essential Cloud for AI™. Built for pioneers by pioneers, CoreWeave delivers a platform of technology, tools, and teams that enables innovators to build and scale AI with confidence. Trusted by leading AI labs, startups, and global enterprises, CoreWeave combines superior infrastructure performance with deep technical expertise to accelerate breakthroughs and turn compute into capability. Founded in 2017, CoreWeave became a publicly traded company…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,energy-oil-gas-jobs,Adzuna::API::Response::Category,"Energy, Oil & Gas Jobs",CoreWeave,Adzuna::API::Response::Company,"Bellevue, King County",Adzuna::API::Response::Location,"['US', 'Washington', 'King County', 'Bellevue']",47.626479,-122.205149,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0ozQ2FQV3g4UkdTSHVzVHhJdjZ2dyIsImkiOiI1ODg2NTI4MDQxIn0._J6vw7U-hCOMRki39xLZxLMHYzaZA87_3gJUSp4PIUc,Customer Service Shuttle Driver,https://www.adzuna.com/land/ad/5886528041?se=OJ3CaPWx8RGSHusTxIv6vw&utm_medium=api&utm_source=abfa41a4&v=6BEBB485CA9FDDA3FBC265F5D9EB7D4AD1311931,5886528041,1,44543.72,44543.72,"Job Description Job Description Job Description Lake Automotive Group is in need of a Full-Time driver to shuttle customers and pick up and deliver service vehicles. Candidates must be customer friendly and be detail orientated. Must have a valid driver license and excellent driving record. Hours: Monday-Friday 8am-4pm Responsibilities: * Provide a high level of customer service to all internal and external customers. * Greet customers in a timely, friendly manner * Resolving customer transport…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Lake Ford,Adzuna::API::Response::Company,"Milwaukee, Milwaukee County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Milwaukee County', 'Milwaukee']",43.043978,-87.899151,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyODAxNyIsInMiOiJPSjNDYVBXeDhSR1NIdXNUeEl2NnZ3In0.r2IH_kbuTAF4UMoDAcN2agyhB7DtbSITd5M4Nw5c0P0,Dispatch Support - White Glove Delivery (On Site),https://www.adzuna.com/land/ad/5886528017?se=OJ3CaPWx8RGSHusTxIv6vw&utm_medium=api&utm_source=abfa41a4&v=7140C83703B67284CAB22F2A668EFF772CEB18FE,5886528017,1,29879.27,29879.27,"Job Description Job Description Position Summary The Dispatch Support Coordinator plays a critical role in ensuring successful daily furniture delivery operations. This position supports dispatch by monitoring delivery teams in the field, ensuring compliance with company Standard Operating Procedures (SOPs), maintaining on-time performance, and serving as a primary point of contact for customers regarding delivery updates, questions, and issue resolution. In addition to dispatch responsibilitie…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,EVA LOGISTICS INC.,Adzuna::API::Response::Company,"Carteret, Middlesex County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Middlesex County', 'Carteret']",40.577327,-74.228201,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0ozQ2FQV3g4UkdTSHVzVHhJdjZ2dyIsImkiOiI1ODg2NTI3OTU0In0.nGNRD5ve1SeEqgmE9RHSugnDVSxk_eqyl1fVU32-rjI,Director of Business Development,https://www.adzuna.com/land/ad/5886527954?se=OJ3CaPWx8RGSHusTxIv6vw&utm_medium=api&utm_source=abfa41a4&v=CA6E275E365545FE66FDD2FBB17938C7A1BF676D,5886527954,1,91881.25,91881.25,"Job Description Job Description Job Description - Director of Business Development Title of the Position: Director of Business Development Organization: Detroit Cristo Rey High School Department: Corporate Work Study (CWSP) Reports to: President Type: Full-Time/12 Month Salaried/Exempt Location: Detroit, MI About Detroit Cristo Rey Located in the heart of Mexican Town in Southwest Detroit, Detroit Cristo Rey High School (DCRHS) is a diverse learning community that educates young people of limit…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,Detroit Cristo Rey High School,Adzuna::API::Response::Company,"Detroit, Wayne County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Wayne County', 'Detroit']",42.348495,-83.0603,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNzk4NCIsInMiOiJPSjNDYVBXeDhSR1NIdXNUeEl2NnZ3In0.hctu11tR-vJRC_aplBoGw6i63au3bAf0gksj55qAXRQ,LINE TECHNICIAN,https://www.adzuna.com/land/ad/5886527984?se=OJ3CaPWx8RGSHusTxIv6vw&utm_medium=api&utm_source=abfa41a4&v=C5722A0A9F3EC7E42A7A4261D8BE88EB48BDB9F0,5886527984,1,80400.06,80400.06,"Job Description Job Description Automotive Technician – Under New Management My Jeep Chrysler Dodge We’re under new management and rebuilding our shop for better flow, better support, and better earning potential. If you’re tired of slow dispatch, weak leadership, or inconsistent hours—this is your reset. The Line Technician is responsible for performing vehicle maintenance, diagnosis and repairs assigned in accordance with dealer and factory standards. DUTIES AND RESPONSBILITIES: Line Technici…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,maintenance-jobs,Adzuna::API::Response::Category,Maintenance Jobs,My Chevrolet,Adzuna::API::Response::Company,"Salinas, Monterey County",Adzuna::API::Response::Location,"['US', 'California', 'Monterey County', 'Salinas']",36.660311,-121.649774,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyNzk4MSIsInMiOiJPSjNDYVBXeDhSR1NIdXNUeEl2NnZ3In0.HdRujHLS_DaCSo9OwdGLdRDZ5mZIiQyfSEzaLsAA7EA,Account Executive - Advertising Sales,https://www.adzuna.com/land/ad/5886527981?se=OJ3CaPWx8RGSHusTxIv6vw&utm_medium=api&utm_source=abfa41a4&v=EEB32A64B63A245A5C4789CAE1A5EBC3E612ED32,5886527981,1,94154.29,94154.29,"Job Description Job Description This position is located in St Cloud, MN. Commute to the office daily is required About iDigital Outdoor: At iDigital Outdoor, we’re shaping the future of out-of-home (OOH) advertising with bold, innovative digital and static billboard solutions. As a leader in the industry, we help businesses of all sizes make a lasting impression through high-visibility, strategically placed ad campaigns that reach their target audiences. What sets us apart? We’re not just abou…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,iDIGITAL,Adzuna::API::Response::Company,"Maple Grove, Hennepin County",Adzuna::API::Response::Location,"['US', 'Minnesota', 'Hennepin County', 'Maple Grove']",45.121489,-93.498854,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0ozQ2FQV3g4UkdTSHVzVHhJdjZ2dyIsImkiOiI1ODg2NTI4MDQ5In0.mtiQwtP8tyTQEHbsSrnHRLrC7fQhwF-en3LU1IYro1A,Outside Sales Representative,https://www.adzuna.com/land/ad/5886528049?se=OJ3CaPWx8RGSHusTxIv6vw&utm_medium=api&utm_source=abfa41a4&v=4D0BC932FAE9EE121EDB2255FB2705DBFFF96C30,5886528049,1,173545.92,173545.92,"Job Description Job Description Window Nation is looking for ambitious Outside Sales Representatives ready to own a brand-new market, drive sales, and build lasting client relationships from day one. Join in on a historic market launch, and become a driving force for Window Nation's next era of growth. If you’re a go-getter who thrives in outside sales and loves turning opportunities into results, this is your moment. At Window Nation, we enhance the comfort, safety, and value of homes by provi…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,Window Nation,Adzuna::API::Response::Company,"Whippany, Morris County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Morris County', 'Whippany']",40.823395,-74.422224,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0ozQ2FQV3g4UkdTSHVzVHhJdjZ2dyIsImkiOiI1ODg2NTI4MDE2In0.7BcmUr0AE8mR7zf1xcMUVjXMX0uMPZEMeDMEHzqDCaI,Entry Level Diesel Mechanic,https://www.adzuna.com/land/ad/5886528016?se=OJ3CaPWx8RGSHusTxIv6vw&utm_medium=api&utm_source=abfa41a4&v=9EEFEE1EA9A055F085F921EC9B8685C916EC60B6,5886528016,1,40438.6,40438.6,"Job Description Job Description Job Title: Entry-Level Diesel Mechanic Location: Madison, Wisconsin Company: I-State Truck Center I-State Truck Center is a leading provider of heavy-duty truck sales, parts, and service in the Midwest, specializing in Freightliner, Western Star, and Detroit Diesel products. With a commitment to excellence and customer satisfaction, we serve commercial fleets, owner-operators, and businesses across Wisconsin and beyond. Our Madison location offers a dynamic envir…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,Istate Truck Center,Adzuna::API::Response::Company,"Windsor, Dane County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Dane County', 'Windsor']",43.21833,-89.34151,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0ozQ2FQV3g4UkdTSHVzVHhJdjZ2dyIsImkiOiI1ODg2NTI3OTkyIn0.wEluIqqMBOZzdENEbSO_Sn_PBtVW_nJa_TKamwPuU7M,"Foundation, Conduit, and Grounding - Concrete",https://www.adzuna.com/land/ad/5886527992?se=OJ3CaPWx8RGSHusTxIv6vw&utm_medium=api&utm_source=abfa41a4&v=5BE343E6AC41073CC0BD36AFD54F2B0B8DA56FF0,5886527992,1,57583.75,57583.75,"Job Description Job Description Concrete Tradesman – Utility Substation Construction (Traveling – Florida) Company: Powerserve Technologies, Inc. Industry: EPC / Utility Substation Construction Work Area: Statewide Florida (Travel Required – Not a Local Position) ⚠️ PLEASE READ BEFORE APPLYING – TRAVEL & WORK CONDITIONS This is a traveling construction position supporting greenfield and brownfield substation projects throughout the state of Florida . This is NOT a local, single-site job Project…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,Powerserve Technologies Inc,Adzuna::API::Response::Company,"Middleburg, Clay County",Adzuna::API::Response::Location,"['US', 'Florida', 'Clay County', 'Middleburg']",30.07,-81.86,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyODAyMSIsInMiOiJPSjNDYVBXeDhSR1NIdXNUeEl2NnZ3In0.TrLo7Peazxa6KXnupUmiKKgiZ44K3qUl441SKWBAgpc,Stormwater Construction Foreman,https://www.adzuna.com/land/ad/5886528021?se=OJ3CaPWx8RGSHusTxIv6vw&utm_medium=api&utm_source=abfa41a4&v=23F307EE6B1C79FF4341FDB085BF110E6DCF4CFF,5886528021,1,72813.99,72813.99,"Job Description Job Description Are you driven to grow, lead, and make a meaningful impact? At Apex, we're building more than a consulting and engineering firm—we're creating a place where your career accelerates, your contributions matter, and your potential is fully realized. We believe your growth is our growth, which is why we invest in your development at every stage of your career. Here, you'll work on projects that shape communities, protect the environment, and create lasting impact, al…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,Apex Companies,Adzuna::API::Response::Company,"Buffalo, Erie County",Adzuna::API::Response::Location,"['US', 'New York', 'Erie County', 'Buffalo']",42.896767,-78.886385,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0ozQ2FQV3g4UkdTSHVzVHhJdjZ2dyIsImkiOiI1ODg2NTI3OTc3In0.e1-Vp_RaL09vm-jkyS1GVqIuSDEAQ_2JnPVaAh-eZs4,BDC Service,https://www.adzuna.com/land/ad/5886527977?se=OJ3CaPWx8RGSHusTxIv6vw&utm_medium=api&utm_source=abfa41a4&v=B17CC49545DD6D6983FA24D07DDEB374243597A0,5886527977,1,37164.33,37164.33,"Job Description Job Description Description: Business Development Representatives handle in/outbound calls and appointment setting for customers. Call center, collections, and/or automotive service knowledge is required. Immediate training and ongoing support are provided. You will join a small team in a highly collaborative and upbeat department. Responsibilities include, but are not limited to: Job Requirements Confident and professional phone manner Strong computer and Internet Skills Strong…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,customer-services-jobs,Adzuna::API::Response::Category,Customer Services Jobs,Turan Foley Moters Inc,Adzuna::API::Response::Company,"Gulfport, Harrison County",Adzuna::API::Response::Location,"['US', 'Mississippi', 'Harrison County', 'Gulfport']",30.398132,-89.103878,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiT0ozQ2FQV3g4UkdTSHVzVHhJdjZ2dyIsImkiOiI1ODg2NTI3OTc4In0.4dhqfwGDO0oRKYQmFzxPJfv7XDdwy2tCWZFOsVN1nEI,Account Manager - State Farm Agent Team Member,https://www.adzuna.com/land/ad/5886527978?se=OJ3CaPWx8RGSHusTxIv6vw&utm_medium=api&utm_source=abfa41a4&v=90D56898E82C85909603436891FF8AC59463483E,5886527978,1,75800.91,75800.91,"Job Description Job Description Benefits: Simple IRA License reimbursement Bonus based on performance Competitive salary Flexible schedule Health insurance Opportunity for advancement Paid time off Training & development ABOUT OUR AGENCY: I opened my agency in 2015 after starting my career in advertising sales and later being recruited by State Farm. I grew up on a cattle ranch in Lakeview and graduated from the University of Oregon, experiences that shaped a strong work ethic, adaptability, an…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,Greg Elder - State Farm Agent,Adzuna::API::Response::Company,"Bend, Deschutes County",Adzuna::API::Response::Location,"['US', 'Oregon', 'Deschutes County', 'Bend']",44.086767,-121.257448,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyODAyOSIsInMiOiJPSjNDYVBXeDhSR1NIdXNUeEl2NnZ3In0.0QV6jLshwiQzJGh7oI9q8ksuVEPrifgKKuRn4zBb2cQ,Commercial Paint Crew,https://www.adzuna.com/land/ad/5886528029?se=OJ3CaPWx8RGSHusTxIv6vw&utm_medium=api&utm_source=abfa41a4&v=393AA7004286C5B8D524F62A32B068EFE69AA1F0,5886528029,1,48382.06,48382.06,"Job Description Job Description CertaPro Painters® is looking for experienced painting crews to start painting right away! Get more local work now! If your crew is looking for immediate work painting homes and commercial buildings, we want to hear from you. We are looking for experienced painters with high attention to detail and a passion for painting. Why Work with CertaPro Painters®? Simply put, we treat our team like family. We take care of getting you the work, all you and your team has to…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,CertaPro Painters of Northeast Georgia,Adzuna::API::Response::Company,"Buford, Gwinnett County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Gwinnett County', 'Buford']",34.130792,-84.019264,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyODAyNSIsInMiOiJPSjNDYVBXeDhSR1NIdXNUeEl2NnZ3In0.Ypgir8eJksopYJGBKqtqPSZnXBJUBWcb9Twg5_QW8Fc,Assistant Property Manager,https://www.adzuna.com/land/ad/5886528025?se=OJ3CaPWx8RGSHusTxIv6vw&utm_medium=api&utm_source=abfa41a4&v=7A8B2520C658A1EA2C8BD3585EFD7275A7C4C384,5886528025,1,58979.28,58979.28,"Job Description Job Description Ascend Talent Solutions Job Description Job Description – The Assistant Property Manager will work closely with the Property Manager, Asset Manager, Property Coordinator, and Engineering and Security teams to ensure the successful fiscal and real property management of the building. The primary responsibilities for the Assistant Property Manager will be actively participating in the preparation of the monthly and annual financial reporting packages, project manag…",2026-09-16T13:29:11Z,Adzuna::API::Response::Job,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,Ascend,Adzuna::API::Response::Company,"San Francisco, California",Adzuna::API::Response::Location,"['US', 'California', 'San Francisco']",37.798085,-122.466538,,
