description,created,salary_max,id,longitude,title,redirect_url,adref,salary_min,latitude,salary_is_predicted,__CLASS__,company.__CLASS__,company.display_name,location.area,location.__CLASS__,location.display_name,category.__CLASS__,category.label,category.tag,contract_time,contract_type
"Description A Day in the Life: The Bakery Clerk plays a key role in the day to day bakery operations. This position involves preparing dough, glazing pastries, and assisting with baking tasks from start to finish. Working alongside the Bakery Sales Manager, the Baker’s Helper helps plan the day’s production, gathers ingredients, and follows recipes with accuracy and attention to detail. Tasks may include applying icing to baked goods, monitoring oven temperatures, and ensuring products meet qua…",2026-08-22T09:12:10Z,48690.8,5852498908,-116.33465,Bakery Clerk,https://www.adzuna.com/details/5852498908?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ3NYWjlTNmU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk4OTA4In0.IfaNQThWe0zeExczkTdT0bfrQzohrMHyMw9EQYN0lpI,48690.8,43.640266,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Albertsons,"['US', 'Idaho', 'Ada County', 'Ustick']",Adzuna::API::Response::Location,"Ustick, Ada County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,part_time,
"Prime HealthCare Staffing, a national health care staffing company with over 20 years in the business, is looking for an experienced PT for a travel contract opportunity in Toledo Iowa. In an Outpatient setting, the therapist will manage a treatment plan to promote a positive outcome for patients with diverse diagnoses. Schedule can be 8-10 hr shifts, 4-5 days a week. One year of recent experience in Outpatient is preferred. Prime`s team of experienced health care professionals are here to guid…",2026-08-22T09:12:03Z,172216.08,5852498904,-92.573918,PT - Outpatient,https://www.adzuna.com/details/5852498904?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ3NYWjlTNmU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk4OTA0In0.iV35ao4fUeRZugVDBxOVkwajZP279E2098fUispMXqc,172216.08,42.004943,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Select Medical,"['US', 'Iowa', 'Tama County', 'Toledo']",Adzuna::API::Response::Location,"Toledo, Tama County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,part_time,contract
"Type of Requisition: Regular Clearance Level Must Currently Possess: None Clearance Level Must Be Able to Obtain: Secret Public Trust/Other Required: None Job Family: Program Delivery and Execution Job Qualifications: Skills: Content Management, Journalism, Social Media Certifications: None Experience: 5  years of related experience US Citizenship Required: Yes Job Description: Position Overview We are seeking a highly motivated and detail-oriented Senior Editor to support an internet-based com…",2026-08-22T09:12:03Z,109250.0,5852498902,,Senior Assignment Editor,https://www.adzuna.com/details/5852498902?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ3NYWjlTNmU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk4OTAyIn0.rt8v5j65E4mUXdewA8TUptK0KPo5b45Vyq6OiuwSg5I,85093.0,,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,General Dynamics Information Technology,['US'],Adzuna::API::Response::Location,US,Adzuna::API::Response::Category,IT Jobs,it-jobs,full_time,
"Work Crew Site Supervisor In Person at our Oklahoma City, OK office Oklahoma City, OK The Opportunity Anticipated deadline to submit application: August 31 at 12:00pm CST Position may close early if application limit is met. Apply promptly for full consideration. We’re looking for a Site Supervisor to help us live our mission to prepare people with recent criminal convictions for securing employment each year. Site Supervisors support, supervise, and train work crews of 5-10 individuals, creati…",2026-08-22T09:12:03Z,48116.6,5852498903,-97.5164,Full-Time Work Crew Supervisor,https://www.adzuna.com/details/5852498903?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ3NYWjlTNmU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk4OTAzIn0.t1i_78FdfMBZE25uUFWJ2whFtQYTAZlABHp-ODCDrQw,48116.6,35.4678,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Center for Employment Opportunities,"['US', 'Oklahoma', 'Oklahoma County', 'Oklahoma City']",Adzuna::API::Response::Location,"Oklahoma City, Oklahoma County",Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,full_time,
"The future of aerospace and defense starts here. Ursa Major was founded to revolutionize how America and its allies access and apply high-performance propulsion, from hypersonics to solid rocket motors, satellite maneuvering and launch. We design and deliver propulsion and defense systems that solve the most urgent and critical national security demands. As a Staff Analysis Engineer, you will provide technical leadership in structural and/or thermal‑fluids analysis for aerospace vehicles and pr…",2026-08-22T09:12:02Z,175000.0,5852498899,-105.081092,Staff Structural Analyst,https://www.adzuna.com/details/5852498899?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5ODg5OSIsInMiOiJDc1haOVM2ZThSR1JzX1dvZm1XVHZnIn0.Z0yd4K_mzGYhT_5WkEQwnvB39-0_Ylnh7-HY4wMA-Y4,140000.0,40.308317,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Ursa Major,"['US', 'Colorado', 'Larimer County', 'Berthoud']",Adzuna::API::Response::Location,"Berthoud, Larimer County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,full_time,
"Description As a Commercial Specialist, you’ll be a key player in AutoZone’s commercial sales and service operations. You’ll drive WOW! customer service, increase commercial sales, and ensure smooth order fulfillment and delivery. This role combines customer service, sales support, and logistics coordination, with opportunities to lead and grow within the department. Responsibilities Assist commercial customers with product selection and order management. Maintain accurate billing records and e…",2026-08-22T09:12:02Z,39990.2,5852498901,-84.196256,Commercial Specialist,https://www.adzuna.com/details/5852498901?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5ODkwMSIsInMiOiJDc1haOVM2ZThSR1JzX1dvZm1XVHZnIn0.sIP6Bk4BfVfNqR9W-wv68N-iOAiX3GsQK50TnEO3DIk,39990.2,34.271582,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Autozone,"['US', 'Georgia', 'Forsyth County', 'Cumming']",Adzuna::API::Response::Location,"Cumming, Forsyth County",Adzuna::API::Response::Category,Sales Jobs,sales-jobs,full_time,
"Description 1:1 Part-Time Support Staff Needed – Area NY (BH-JP) We are seeking compassionate and dynamic Direct Support Professional to support a 53-year-old individual in Syracuse, NY. This role focuses on participating in community life. This individual enjoys going to the grocery store and visiting the library to get on the computer or to check out books and DVDs. This ideal candidate is patient, engaging, and willing to travel to his ideal places. This candidate should be willing to visit …",2026-08-22T09:12:01Z,42640.0,5852498893,-76.146107,Direct Support Professional BH-JP,https://www.adzuna.com/details/5852498893?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ3NYWjlTNmU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk4ODkzIn0.ygd11KnIlS6ZOG8lwme7OtnanfAxintISCM6tpDUW-Y,36400.0,43.008631,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Exceptional Family Resources,"['US', 'New York', 'Onondaga County', 'Elmwood']",Adzuna::API::Response::Location,"Elmwood, Onondaga County",Adzuna::API::Response::Category,Social work Jobs,social-work-jobs,part_time,
"Description Are you looking to join Florida’s fastest growing mechanical contracting team? B&I Contractors, Inc., a proud three-time winner of the Great Place to Work certification, is seeking an experienced and dedicated BIM/VDC Coordinator to join our dynamic and expanding team. Why Choose B&I Contractors, Inc.? Industry Leader : As Florida’s fastest growing mechanical contractor, we specialize in large-scale commercial projects. Continuous Development : Benefit from our NCCER-certified in-ho…",2026-08-22T09:12:01Z,83485.88,5852498891,-82.45632,BIM/VDC Coordinator,https://www.adzuna.com/details/5852498891?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ3NYWjlTNmU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk4ODkxIn0.eGB-GRb3c_tJVJg4Fv00orWzaOIGz8eZgGnvIZfvnm4,83485.88,27.955269,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,B & I Contractors,"['US', 'Florida', 'Hillsborough County', 'Tampa']",Adzuna::API::Response::Location,"Tampa, Hillsborough County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,,
"Description Role Title: Site Manager, U.S. Army – Flight School Next Permanent Location: Fort Rucker, Alabama, co-located with the U.S. Army Flight School Next (FSN) M1 Team. Initial Hybrid Location (1st 6 Months): Robinson Helicopter Company Headquarters, Torrance, California. Reporting To: VP, Customer Success Direct Reports: Technical Support Representative; Fleet Sustainment & Spares Coordinator Travel: Permanent – Up to 25%, as required / 1st 6 Months – Up to 75% Range: $120,000-$140,000 (…",2026-08-22T09:12:01Z,140000.0,5852498896,-85.718782,"Site Manager, U.S. Army - Flight School Next",https://www.adzuna.com/details/5852498896?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ3NYWjlTNmU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk4ODk2In0.qddCfmSgASNXFGRIZPZGKoNueaHdA8J-B55tZr2I81w,120000.0,31.345853,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Robinson Helicopter Co,"['US', 'Alabama', 'Dale County', 'Fort Rucker']",Adzuna::API::Response::Location,"Fort Rucker, Dale County",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,full_time,permanent
"We’re building a world of health around every individual — shaping a more connected, convenient and compassionate health experience. At CVS Health®, you’ll be surrounded by passionate colleagues who care deeply, innovate with purpose, hold ourselves accountable and prioritize safety and quality in everything we do. Join us and be part of something bigger – helping to simplify health care one person, one family and one community at a time. Job Purpose and Summary: At CVS Health, we are focused o…",2026-08-22T09:12:01Z,49920.0,5852498897,,Pharmacy Technician,https://www.adzuna.com/details/5852498897?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5ODg5NyIsInMiOiJDc1haOVM2ZThSR1JzX1dvZm1XVHZnIn0.UEzNe98qORG-845K0moQTBjIeGe07dPQNoRA9C_Xx3A,33280.0,,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,CVS Health,['US'],Adzuna::API::Response::Location,US,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,part_time,
"Monday through Friday? CHECK! Amazing company benefits? CHECK! Advancement opportunities? CHECK! If we checked all of your boxes, then this position is for you! We are seeking an outstanding Shipping and Receiving Clerk to join the VIP team! The ideal candidate is someone who can pick and pack orders accurately and efficiently, receive inbound shipments and verify products, prepare and load outbound freight and parcel shipments, and pick and distribute orders for production lines with great acc…",2026-08-22T09:12:00Z,27871.0,5852498889,-117.614146,Shipping and Receiving Clerk (Rancho Cucamonga),https://www.adzuna.com/details/5852498889?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ3NYWjlTNmU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk4ODg5In0.siIqgd8_YnzAwE0Mz1K4JWD8XfB1SGSzRWaUkWaNjOI,27871.0,34.135667,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,VIP,"['US', 'California', 'San Bernardino County', 'Rancho Cucamonga']",Adzuna::API::Response::Location,"Rancho Cucamonga, San Bernardino County",Adzuna::API::Response::Category,Logistics & Warehouse Jobs,logistics-warehouse-jobs,,
"Licensed Practical Nurse $28.61 per hour This is a fantastic role to continue your nursing career path and work within a setting that offers variety and rewarding challenges. You will have large impact by providing nursing services, training, and supports to address the medical or psychiatric needs of individuals with a brain injury, intellectual and developmental disability, a substance use disorder, and/or has an emotional or behavioral disability. Monitor the health conditions of individuals…",2026-08-22T09:12:00Z,57219.22,5852498890,-92.509891,Licensed Practical Nurse,https://www.adzuna.com/details/5852498890?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5ODg5MCIsInMiOiJDc1haOVM2ZThSR1JzX1dvZm1XVHZnIn0.aWQ-pwyIo-kGJJLcptPSc7goJkYg9jAwQb9IQb10XiM,57219.22,44.078055,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Sevita,"['US', 'Minnesota', 'Olmsted County', 'Rochester']",Adzuna::API::Response::Location,"Rochester, Olmsted County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
"About Us The Office of the Los Angeles City Attorney is one of the nation's largest municipal law offices. With over 1,000 legal professionals, including 500 attorneys, the Office provides the City of Los Angeles (“City”) with the highest caliber of legal services, ranging from prosecuting criminal misdemeanors and playing a leading role in criminal justice reform to advising on homelessness initiatives, defending civil lawsuits and claims, and bringing civil enforcement actions in the name of …",2026-08-22T09:11:59Z,285951.0,5852498886,-118.239742,Supervising Attorney (Deputy City Attorney IV),https://www.adzuna.com/details/5852498886?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5ODg4NiIsInMiOiJDc1haOVM2ZThSR1JzX1dvZm1XVHZnIn0.qghghqCOkYJDDRZAvIhwBdJ4zX7FS6sNWrJXRpwQf_U,195603.0,34.060732,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Los Angeles City Attorney's Office,"['US', 'California', 'Los Angeles County', 'Dowtown Carrier Annex']",Adzuna::API::Response::Location,"Dowtown Carrier Annex, Los Angeles County",Adzuna::API::Response::Category,Legal Jobs,legal-jobs,full_time,
"We’re building a world of health around every individual — shaping a more connected, convenient and compassionate health experience. At CVS Health®, you’ll be surrounded by passionate colleagues who care deeply, innovate with purpose, hold ourselves accountable and prioritize safety and quality in everything we do. Join us and be part of something bigger – helping to simplify health care one person, one family and one community at a time. Position Summary We are seeking a highly curious, impact…",2026-08-22T09:11:58Z,222480.0,5852498882,,Senior Data Scientist – Contact Intelligence & Commercialization,https://www.adzuna.com/details/5852498882?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5ODg4MiIsInMiOiJDc1haOVM2ZThSR1JzX1dvZm1XVHZnIn0.ZG7aEuNDfq9uewiG73Ed_UGCfwlM4GcuBVIz-98Tfak,83430.0,,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,CVS Health,['US'],Adzuna::API::Response::Location,US,Adzuna::API::Response::Category,IT Jobs,it-jobs,full_time,
"Weekly rate listed is an estimate and can vary based on the applicant's home location, VMS Fees, and onboarding costs. Our Client is currently seeking CVOR Technologist for positions in Tulsa , Oklahoma for a 4x10 Days, 06:30:00-17:00:00, 10.00-4 shift. The ideal candidate will possess a current Certification in Oklahoma . This is a CVOR Tech position in the Surgery 001 (27400). Requirements • Current Resume • Certification as required by state • 2 current clinical references • Competitive pay …",2026-08-22T09:11:58Z,31145.71,5852498880,-95.96103,CVOR Tech - CVOR Technologist,https://www.adzuna.com/details/5852498880?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ3NYWjlTNmU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk4ODgwIn0.e21ydCMXmqz7ko5CNjTJrhXmTXhyZCezKva0ZsI66BI,31145.71,36.097201,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,OKTUL St. John Medical Center,"['US', 'Oklahoma', 'Tulsa County', 'Tulsa']",Adzuna::API::Response::Location,"Tulsa, Tulsa County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,part_time,
"The Youth Development Professional (YDP) – Rover is a flexible support role based out of a designated home site while providing coverage and staffing support at other Guadalupe Club sites as needed. This position helps ensure consistent program quality, youth supervision, and daily operations by stepping in to support sites experiencing staffing shortages or coverage needs. Reporting to the Club Director and with direction from the Assistant Club Supervisor; the Youth Development Professional (…",2026-08-22T09:11:58Z,44720.0,5852498881,-120.571071,Youth Development Professional - Rover,https://www.adzuna.com/details/5852498881?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ3NYWjlTNmU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk4ODgxIn0.iqAibSOC_PFc0yHKV99Wd4E3G4V08hWRZngZtKfSqc0,38480.0,34.960795,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Boys & Girls Clubs of the Central Coast,"['US', 'California', 'Santa Barbara County', 'Guadalupe']",Adzuna::API::Response::Location,"Guadalupe, Santa Barbara County",Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,,
"Job Description Our pharmacy technician positions have undergone an exciting transformation, moving from a transaction-based environment to a much more patient-centric one. As a Walgreens Pharmacy Technician or Pharmacy Technician Apprentice, you'll be front and center – interacting with our customers and developing strong patient relationships. Pharmacy is the core of our business, and our pharmacy technicians enjoy all the tools and support – including the latest technology – to grow their ca…",2026-08-22T09:11:57Z,22222.27,5852498873,-83.020025,Local Specialty Pharmacy Technician / Pharm Tech Apprenticeship,https://www.adzuna.com/details/5852498873?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5ODg3MyIsInMiOiJDc1haOVM2ZThSR1JzX1dvZm1XVHZnIn0.m3Jk0X_ZV3Ek4Y0UvhN8SpGJ0-LRWWResT1Ip59Vxjc,22222.27,40.103832,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Walgreens,"['US', 'Ohio', 'Franklin County', 'Columbus']",Adzuna::API::Response::Location,"Columbus, Franklin County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
"About the Assignment Join the laboratory team at Northern Navajo Medical Center in Shiprock, NM, supporting high-complexity CLIA testing for the Navajo Area Indian Health Service. This is a rare opportunity to bring your generalist lab skills to an underserved community in one of the most scenic and culturally rich regions in the Southwest — the Four Corners, minutes from Navajo Nation land and within driving distance of Mesa Verde, Chaco Canyon, and Durango, CO. Requirements • Bachelor's degre…",2026-08-22T09:11:57Z,73438.15,5852498877,-108.72286,Laboratory - 18995087,https://www.adzuna.com/details/5852498877?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ3NYWjlTNmU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk4ODc3In0.eexgQ6b-a4lraBklvaEqem5-fC8RbmJiSO7UQQ5dmDs,73438.15,36.770876,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Northern Navajo Medical Center,"['US', 'New Mexico', 'San Juan County', 'Shiprock']",Adzuna::API::Response::Location,"Shiprock, San Juan County",Adzuna::API::Response::Category,Scientific & QA Jobs,scientific-qa-jobs,part_time,
"TempToFT General Labor / Machine Operator Job Summary We are seeking a dependable and motivated General Labor / Machine Operator to join our team. This position involves performing general labor duties, accurately reading a tape measure, and operating a CNC machine by entering measurements and running the equipment. No machine setup experience is required, and training will be provided. Responsibilities Perform general labor and production duties as assigned. Accurately read and use a tape meas…",2026-08-22T09:11:57Z,41586.01,5852498875,-81.98496,General Labor,https://www.adzuna.com/details/5852498875?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ3NYWjlTNmU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk4ODc1In0.loh6bSVQAu9SQSxA1gzMXtKBn7XKCLbGWcapDMOJQBM,41586.01,39.95424,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Mid-Ohio Valley Employment,"['US', 'Ohio', 'Muskingum County', 'Zanesville']",Adzuna::API::Response::Location,"Zanesville, Muskingum County",Adzuna::API::Response::Category,Manufacturing Jobs,manufacturing-jobs,,contract
Role Details Job Title: Crop Insurance Adjuster Location: Remote-Oklahoma Reports To: Area Claims Supervisor Employment Type: Full-time Job Requisition ID: 2026-842 Requisition Begin Date: 8/20/2026 Requisition End Date: 9/20/2026 (Posting may close earlier if filled or business needs change.) Role Overview: ProAg has an exciting opportunity for a Crop Adjuster to join our team in Southwest Oklahoma. Imagine joining a team that’s part of an organization that shares your passion for American Agr…,2026-08-22T09:11:57Z,49827.31,5852498878,,Crop Insurance Adjuster,https://www.adzuna.com/details/5852498878?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5ODg3OCIsInMiOiJDc1haOVM2ZThSR1JzX1dvZm1XVHZnIn0.49z-VoDEyqvJURbv8UHdgkg8lKgHjKNWcqsQXbyS0vc,49827.31,,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,ProAg,['US'],Adzuna::API::Response::Location,US,Adzuna::API::Response::Category,Accounting & Finance Jobs,accounting-finance-jobs,full_time,
Position Type: Campus Administration/ Campus Facilitator for Special Programs Date Posted: 8/20/2026 Location: Chaparral High School Closing Date: Until Filled Attachment(s): Campus Facilitator.pdf,2026-08-22T09:11:57Z,54413.29,5852498876,,Campus Facilitator for Special Programs - High School,https://www.adzuna.com/details/5852498876?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ3NYWjlTNmU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk4ODc2In0.5UQeHUMaDXQlOpn7GlwJRAJ0JcMGXeUWHK2cLfgLH44,54413.29,,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Killeen ISD,['US'],Adzuna::API::Response::Location,US,Adzuna::API::Response::Category,Admin Jobs,admin-jobs,,
"Compensation Pay Range: $16.00 - $22.00 The actual hourly rate will equal or exceed the required minimum wage applicable to the job location. Additional compensation includes annual, quarterly performance, or premiums may be paid in amounts ranging per hour in specific circumstances. Premiums may be based on schedule, facility, season, or specific work performed. Multiple premiums may apply if applicable criteria are met. Assist store manager in areas of sales, appearance, and overall operation…",2026-08-22T09:11:56Z,45760.0,5852498869,-73.498011,Store Manager in Training,https://www.adzuna.com/details/5852498869?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5ODg2OSIsInMiOiJDc1haOVM2ZThSR1JzX1dvZm1XVHZnIn0.w_cA_IWTtj01WM2m8nOGaAMNnwghBsIl_7Ao5XpND3A,33280.0,41.575959,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,O'Reilly Auto Enterprises,"['US', 'Connecticut', 'Fairfield County', 'Sherman']",Adzuna::API::Response::Location,"Sherman, Fairfield County",Adzuna::API::Response::Category,Retail Jobs,retail-jobs,full_time,
"Full-time, Part-time Description Cook Job Types: Full-time, Part-time · Pay: $15–$19/hour Job Description Crazy Bowls & Wraps, fresh bowls and wraps made to order, is hiring! Bring your POSITIVE attitude and join our team! We have flexible schedules, competitive pay, and employees who love our culture. We're looking for candidates with excellent communication skills to join our crew. Fresh food, made right, fast. As a Cook you'll prep fresh ingredients, grill proteins, and build bowls and wraps…",2026-08-22T09:11:56Z,39520.0,5852498867,-90.507174,Cook - Lindenwood Location,https://www.adzuna.com/details/5852498867?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ3NYWjlTNmU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk4ODY3In0.wdeF_iICQCytYWNv42J4sawkUyScIRuDfqReGhpPEoM,31200.0,38.800762,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Crazy Bowls & Wraps,"['US', 'Missouri', 'Saint Charles County', 'Kampville Court']",Adzuna::API::Response::Location,"Kampville Court, Saint Charles County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,full_time,
"3rd Grade Teacher MAJOR RESPONSIBILITIES: Instruction and Supervision of students Knowledgeable in classroom management Be a role model for students Write the outcomes of courses taught Attend conferences and workshops to keep current Focuses on finding solutions, is proactive, and has a growth mindset This position requires regular and reliable in-person attendance OTHER RESPONSIBILITIES: Help monitor hallways and school grounds Be involved in after-school and extracurricular activities Keep a…",2026-08-22T09:11:56Z,52568.39,5852498866,-85.71259,3rd Grade Teacher,https://www.adzuna.com/details/5852498866?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ3NYWjlTNmU4UkdSc19Xb2ZtV1R2ZyIsImkiOiI1ODUyNDk4ODY2In0.emBO_31oPUNCxC3vm7YFFs8nqe7LkPyjP1a25_pmQ1M,52568.39,42.816877,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Byron Center Public Schools,"['US', 'Michigan', 'Kent County', 'Byron Center']",Adzuna::API::Response::Location,"Byron Center, Kent County",Adzuna::API::Response::Category,Teaching Jobs,teaching-jobs,full_time,
"Are you ready to take your Travel career to the next level? See places you have not seen before? Ventura’s MedStaff tenured Recruiters are here to help you find your ideal contract; with over 50 years of combined experience. Markets have changed, but Ventura MedStaff has maintained a leader in the forefront of Therapy, Allied and Nursing opportunities. Our recruiters are here to help answer your questions and provide you with the most up to date information. Contracts run 8-13 weeks, with 36–40…",2026-08-22T09:11:56Z,101362.43,5852498868,-72.30588,Therapy,https://www.adzuna.com/details/5852498868?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRG1MNzlpNmU4UkdmUXBvaGdsSG9hdyIsImkiOiI1ODUyNDk4ODY4In0.Q5rgh15zEV_iUG24MZYlMp8JXtl5fXuEfOoO4EnWf9s,101362.43,42.97188,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Cheshire Medical Center,"['US', 'New Hampshire', 'Cheshire County', 'Keene']",Adzuna::API::Response::Location,"Keene, Cheshire County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,part_time,
"Full-time Description SUMMARY: The Truck Driver will transport materials from the lumber yard to job sites in a safe and timely manner. Loads and unloads materials manually or mechanically by following company delivery guidelines. POSITION: CDL-A TRUCK DRIVER DEPARTMENT: Morse Lumber Shipping Dept. PAY: Hourly, Non- Exempt REPORTS TO: Dispatch Supervisor HOURS: M-F, 7AM-3:30PM, Seasonal Overtime, may contain Saturdays. Home Every Night WORK AUTHORIZATION: US Person (US Citizen or Permanent Resi…",2026-08-22T09:11:55Z,62098.14,5852498864,-77.626521,Company Truck Driver - CDL A,https://www.adzuna.com/details/5852498864?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjQ5ODg2NCIsInMiOiJEbUw3OWk2ZThSR2ZRcG9oZ2xIb2F3In0.WDY2EPGAJG9jayQnYE85STg_H2Z63ynFGiOp6QIGqwo,62098.14,43.154804,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,William B Morse Lumber Co,"['US', 'New York', 'Monroe County', 'Rochester']",Adzuna::API::Response::Location,"Rochester, Monroe County",Adzuna::API::Response::Category,Trade & Construction Jobs,trade-construction-jobs,full_time,permanent
