adref,redirect_url,latitude,id,salary_max,description,created,salary_min,title,salary_is_predicted,__CLASS__,contract_time,longitude,company.display_name,company.__CLASS__,category.__CLASS__,category.tag,category.label,location.area,location.__CLASS__,location.display_name,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODM5NTIxOSIsInMiOiJmSFZuRXBtSzhSR19ldVhETEVDeHhnIn0.fiwi4weTgWBBAJKDpgHpQHWBUc197SKa8h6QDx54ofo,https://www.adzuna.com/details/5818395219?utm_medium=api&utm_source=abfa41a4,35.954833,5818395219,104000.0,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",2026-07-28T09:59:43Z,72800.0,Class A CDL Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,full_time,-75.630511,Premier Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'North Carolina', 'Dare County', 'Nags Head']",Adzuna::API::Response::Location,"Nags Head, Dare County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkhWbkVwbUs4UkdfZXVYRExFQ3h4ZyIsImkiOiI1ODE4Mzk1MTg4In0.N7bqYjdhFwoYuolVuCuARL7gOTyMdwbcHNz2S5x1x3Q,https://www.adzuna.com/details/5818395188?utm_medium=api&utm_source=abfa41a4,32.0903,5818395188,104000.0,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",2026-07-28T09:59:43Z,72800.0,Class A CDL Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,full_time,-82.916373,Premier Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Georgia', 'Telfair County', 'Helena']",Adzuna::API::Response::Location,"Helena, Telfair County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODM5NTE3OCIsInMiOiJmSFZuRXBtSzhSR19ldVhETEVDeHhnIn0.QA35-2GNBDACyS1V8b-sLQTxwnjENAWI4jZDrvup5NI,https://www.adzuna.com/details/5818395178?utm_medium=api&utm_source=abfa41a4,34.7538,5818395178,104000.0,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",2026-07-28T09:59:43Z,72800.0,Regional Truck Driver Company - 1yr EXP Required - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,full_time,-87.622223,Premier Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Alabama', 'Colbert County', 'Muscle Shoals']",Adzuna::API::Response::Location,"Muscle Shoals, Colbert County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODM5NTIzMSIsInMiOiJmSFZuRXBtSzhSR19ldVhETEVDeHhnIn0.zJ6RR5DpqJ8XPPi1IEHDyfMUf8gL3Q-gIE7hM4072tU,https://www.adzuna.com/details/5818395231?utm_medium=api&utm_source=abfa41a4,39.71724,5818395231,32674.74,"Amazon Warehouse Equipment Operator Location: Plainfield, IN Job opportunities vary by location. We update postings daily with open positions. Hourly pay rate: Up to $21.75/hr Job Overview You'll be part of the Amazon warehouse team as an equipment operator - operating order pickers, reach trucks, forklifts, and other powered industrial trucks (PIT) to handle customer orders safely and efficiently. You'll use PIT equipment to unload and load trailers, store pallets, and retrieve pallets through…",2026-07-28T09:59:43Z,32674.74,Warehouse Associate,1,Adzuna::API::Response::Job,part_time,-86.40066,Amazon.com,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Indiana', 'Hendricks County', 'Plainfield']",Adzuna::API::Response::Location,"Plainfield, Hendricks County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkhWbkVwbUs4UkdfZXVYRExFQ3h4ZyIsImkiOiI1ODE4Mzk1MjExIn0.9789gHV1MSTorUyeYPUIv2VJLUniR9fL5CR7tEKKF1I,https://www.adzuna.com/details/5818395211?utm_medium=api&utm_source=abfa41a4,32.42169,5818395211,104000.0,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",2026-07-28T09:59:43Z,72800.0,Regional Truck Driver Company - 1yr EXP Required - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,full_time,-81.790975,Premier Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Georgia', 'Bulloch County', 'Akin']",Adzuna::API::Response::Location,"Akin, Bulloch County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODM5NTI0MyIsInMiOiJmSFZuRXBtSzhSR19ldVhETEVDeHhnIn0.lDxvguRM4c-3-O5znqXynxLK4iDzhX647A8QMCz5aZ4,https://www.adzuna.com/details/5818395243?utm_medium=api&utm_source=abfa41a4,36.092683,5818395243,104000.0,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",2026-07-28T09:59:43Z,72800.0,Class A CDL Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,full_time,-76.625778,Premier Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'North Carolina', 'Chowan County', 'Edenton']",Adzuna::API::Response::Location,"Edenton, Chowan County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkhWbkVwbUs4UkdfZXVYRExFQ3h4ZyIsImkiOiI1ODE4Mzk1MjIyIn0.PplStqE-q99Bhw7hO2VeB8eiRGghZGOF4S3p-mbYZsU,https://www.adzuna.com/details/5818395222?utm_medium=api&utm_source=abfa41a4,36.186267,5818395222,104000.0,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",2026-07-28T09:59:43Z,72800.0,CDL-A Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,full_time,-85.521705,Premier Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Tennessee', 'Putnam County', 'Cookeville']",Adzuna::API::Response::Location,"Cookeville, Putnam County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODM5NTE4NyIsInMiOiJmSFZuRXBtSzhSR19ldVhETEVDeHhnIn0.yZOQ-rwXTbQ2IWdgO7OMkNYlpIfFgwcTS6T7EoPQFSo,https://www.adzuna.com/details/5818395187?utm_medium=api&utm_source=abfa41a4,41.653751,5818395187,36522.4,"Starting Pay 18.00/Hr .75 for shift differential Hiring For Full-Time shifts! Available Shift Details: 1st Shift: Tuesday - Friday 5:30 AM - 3:30 PM 2nd shift: Monday - Thursday, 4:00 PM - 2:00 AM About the Role As a Material Handler, you will prepare, process and move merchandise productively, safely, and accurately according to established production rates, standards and guidelines. You will be cross-trained to perform various functions in different departments to support business and operati…",2026-07-28T09:59:43Z,36522.4,Seasonal Warehouse Associate - 2nd Shift,1,Adzuna::API::Response::Job,part_time,-74.579363,KOHLS,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'New York', 'Sullivan County', 'Glen Wild']",Adzuna::API::Response::Location,"Glen Wild, Sullivan County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkhWbkVwbUs4UkdfZXVYRExFQ3h4ZyIsImkiOiI1ODE4Mzk1MjU4In0.jGWIamg6w6ZqVJ57KPxoylM-F7DQ52LhonXxSPlIQzM,https://www.adzuna.com/details/5818395258?utm_medium=api&utm_source=abfa41a4,34.2099,5818395258,104000.0,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",2026-07-28T09:59:43Z,72800.0,Class A CDL Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,full_time,-79.73412,Premier Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'South Carolina', 'Florence County', 'Quinby']",Adzuna::API::Response::Location,"Quinby, Florence County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODM5NTI0NyIsInMiOiJmSFZuRXBtSzhSR19ldVhETEVDeHhnIn0.fUhkGE5YevnS6S7d7nwJenL6xnIQBn7OZv7gqh6UE7w,https://www.adzuna.com/details/5818395247?utm_medium=api&utm_source=abfa41a4,36.092683,5818395247,104000.0,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",2026-07-28T09:59:43Z,72800.0,Regional Truck Driver Company - 1yr EXP Required - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,full_time,-76.625778,Premier Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'North Carolina', 'Chowan County', 'Edenton']",Adzuna::API::Response::Location,"Edenton, Chowan County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkhWbkVwbUs4UkdfZXVYRExFQ3h4ZyIsImkiOiI1ODE4Mzk1MjQyIn0.tMXt4nYAxFm1z_AZxnPnj5CaG1f-bFSqOoRxdynajSM,https://www.adzuna.com/details/5818395242?utm_medium=api&utm_source=abfa41a4,32.295842,5818395242,104000.0,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",2026-07-28T09:59:43Z,72800.0,Regional Truck Driver Company - 1yr EXP Required - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,full_time,-90.185251,Premier Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Mississippi', 'Hinds County', 'Jackson']",Adzuna::API::Response::Location,"Jackson, Hinds County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZkhWbkVwbUs4UkdfZXVYRExFQ3h4ZyIsImkiOiI1ODE4Mzk1MTk3In0.ri_7jbQ-xLN2xIG4U0TR0xIV8NDXwviv86OXWgwBinw,https://www.adzuna.com/land/ad/5818395197?se=fHVnEpmK8RG_euXDLECxxg&utm_medium=api&utm_source=abfa41a4&v=7F82DC0F1EC3354FE8A1D9E1F850C6A567372FAD,42.276134,5818395197,66212.72,"Job Description Job Description Remote Insurance Sales Representative | Flexible Schedule | Commission-Based This position offers flexible work hours and clear paths for advancement into leadership and management. You will work remotely, serving clients by providing guidance and protection solutions for individuals and families. What We Offer Remote, work-from-home career Average first-year earnings of $69K through commissions and bonuses Increased earning potential in later years through perfo…",2026-07-28T09:59:43Z,66212.72,Work From Home Sales Specialist,1,Adzuna::API::Response::Job,,-88.192027,HMG Careers,Adzuna::API::Response::Company,Adzuna::API::Response::Category,sales-jobs,Sales Jobs,"['US', 'Illinois', 'Lake County', 'Island Lake']",Adzuna::API::Response::Location,"Island Lake, Lake County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODM5NTE0MSIsInMiOiJmSFZuRXBtSzhSR19ldVhETEVDeHhnIn0.7G6vwC4zatN9uXc30Q9yCdUhdj2Cb06KfT78qP81mMs,https://www.adzuna.com/details/5818395141?utm_medium=api&utm_source=abfa41a4,33.97432,5818395141,104000.0,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",2026-07-28T09:59:42Z,72800.0,Regional Truck Driver Company - 1yr EXP Required - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,full_time,-83.363915,Premier Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Georgia', 'Clarke County', 'Athens']",Adzuna::API::Response::Location,"Athens, Clarke County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODM5NTEzNCIsInMiOiJmSFZuRXBtSzhSR19ldVhETEVDeHhnIn0.HqukKz2pHl21oR86GazWwnOiDbDB-m-CamMxNVrJXp4,https://www.adzuna.com/details/5818395134?utm_medium=api&utm_source=abfa41a4,39.88842,5818395134,43074.76,"Overview: URGENTLY HIRING CAREGIVERS in the Westminster, Thornton and surrounding areas ! Become a Caregiver with TheKey and earn TOP PAY RATES of $19-22 per hour while building a meaningful career in a growing industry! TOP PAY RATES $19-22 per hour Currently hiring for all shifts Full-time and part-time available On demand: Click Apply to complete a short form and connect to a recruiter to interview NOW! TheKey is the largest provider of private pay in-home care for aging seniors in North Ame…",2026-07-28T09:59:42Z,43074.76,Personal Care Assistant,1,Adzuna::API::Response::Job,part_time,-105.141,TheKey,Adzuna::API::Response::Company,Adzuna::API::Response::Category,healthcare-nursing-jobs,Healthcare & Nursing Jobs,"['US', 'Colorado', 'Boulder County', 'Superior']",Adzuna::API::Response::Location,"Superior, Boulder County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODM5NTE1OCIsInMiOiJ3SU9DRTVtSzhSR2lWY0lvdWJGTDV3In0.WRbNvg32taqdKVhydpK5BYQSyx7GKl426gn10DkKHnk,https://www.adzuna.com/details/5818395158?utm_medium=api&utm_source=abfa41a4,33.720723,5818395158,104000.0,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",2026-07-28T09:59:42Z,72800.0,Regional Truck Driver Company - 1yr EXP Required - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,full_time,-85.833608,Premier Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Alabama', 'Calhoun County', 'Blue Mountain']",Adzuna::API::Response::Location,"Blue Mountain, Calhoun County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoid0lPQ0U1bUs4UkdpVmNJb3ViRkw1dyIsImkiOiI1ODE4Mzk1MTYzIn0.ZNzEhaPWbTOb7oUuTScH26egDIpNBFXs5Pq8L01b02I,https://www.adzuna.com/land/ad/5818395163?se=wIOCE5mK8RGiVcIoubFL5w&utm_medium=api&utm_source=abfa41a4&v=343D355D421CBA838E8B7D48E865E39A16DAA69B,45.412672,5818395163,73765.73,"Job Description Job Description Remote Insurance Sales Representative | Flexible Schedule | Commission-Based This position offers flexible work hours and clear paths for advancement into leadership and management. You will work remotely, serving clients by providing guidance and protection solutions for individuals and families. What We Offer Remote, work-from-home career Average first-year earnings of $69K through commissions and bonuses Increased earning potential in later years through perfo…",2026-07-28T09:59:42Z,73765.73,Remote Sales Enrollment Specialist,1,Adzuna::API::Response::Job,,-122.711731,HMG Careers,Adzuna::API::Response::Company,Adzuna::API::Response::Category,sales-jobs,Sales Jobs,"['US', 'Oregon', 'Clackamas County', 'Lake Grove']",Adzuna::API::Response::Location,"Lake Grove, Clackamas County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODM5NTE1NCIsInMiOiJ3SU9DRTVtSzhSR2lWY0lvdWJGTDV3In0.8TMGJDfh9b28aJfn9aZ4OB0VJD_vYax90cjEmoLsnsk,https://www.adzuna.com/details/5818395154?utm_medium=api&utm_source=abfa41a4,35.610831,5818395154,104000.0,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",2026-07-28T09:59:42Z,72800.0,Regional Truck Driver Company - 1yr EXP Required - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,full_time,-88.818882,Premier Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Tennessee', 'Madison County', 'Bemis']",Adzuna::API::Response::Location,"Bemis, Madison County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODM5NTE0NyIsInMiOiJ3SU9DRTVtSzhSR2lWY0lvdWJGTDV3In0.mDkJ7OZC4uU61SR55lY_923t784pocje60uo8nS90dQ,https://www.adzuna.com/details/5818395147?utm_medium=api&utm_source=abfa41a4,32.409925,5818395147,104000.0,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",2026-07-28T09:59:42Z,72800.0,Class A CDL Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,full_time,-89.468007,Premier Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Mississippi', 'Scott County', 'Forest']",Adzuna::API::Response::Location,"Forest, Scott County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoid0lPQ0U1bUs4UkdpVmNJb3ViRkw1dyIsImkiOiI1ODE4Mzk1MTY1In0.CxPd5ISzTVZ0IqzX8cOJg_lA-VmnlMwU7234fJpX61Q,https://www.adzuna.com/details/5818395165?utm_medium=api&utm_source=abfa41a4,31.183827,5818395165,104000.0,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",2026-07-28T09:59:42Z,72800.0,CDL-A Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,full_time,-85.398214,Premier Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Alabama', 'Houston County', 'Dothan']",Adzuna::API::Response::Location,"Dothan, Houston County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODM5NTE0NiIsInMiOiJ3SU9DRTVtSzhSR2lWY0lvdWJGTDV3In0.dvdMfLy2j_mtRZBG7zfh9mFsPtvsCXg5Ky8jKjgQDm4,https://www.adzuna.com/details/5818395146?utm_medium=api&utm_source=abfa41a4,30.463346,5818395146,104000.0,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",2026-07-28T09:59:42Z,72800.0,CDL-A Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,full_time,-89.099686,Premier Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Mississippi', 'Harrison County', 'Gulfport', 'West Gulfport']",Adzuna::API::Response::Location,"West Gulfport, Gulfport",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODM5NTE2NCIsInMiOiJ3SU9DRTVtSzhSR2lWY0lvdWJGTDV3In0.V-BK5z251EuJuU1lg0mGJcwOFHUVt9zcZ4we0H3GlKQ,https://www.adzuna.com/details/5818395164?utm_medium=api&utm_source=abfa41a4,35.596321,5818395164,104000.0,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",2026-07-28T09:59:42Z,72800.0,Regional Truck Driver Company - 1yr EXP Required - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,full_time,-82.555682,Premier Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'North Carolina', 'Buncombe County', 'Asheville']",Adzuna::API::Response::Location,"Asheville, Buncombe County",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoid0lPQ0U1bUs4UkdpVmNJb3ViRkw1dyIsImkiOiI1ODE4Mzk1MTY5In0.gYeRIGavEtBcl6NvsAhryHM5puk4Q-O7r2iGV6SL36Q,https://www.adzuna.com/details/5818395169?utm_medium=api&utm_source=abfa41a4,34.7538,5818395169,104000.0,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",2026-07-28T09:59:42Z,72800.0,Class A CDL Company Driver - 1yr EXP Required - Regional - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,full_time,-87.622223,Premier Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Alabama', 'Colbert County', 'Muscle Shoals']",Adzuna::API::Response::Location,"Muscle Shoals, Colbert County",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODM5NTE2OCIsInMiOiJ3SU9DRTVtSzhSR2lWY0lvdWJGTDV3In0.M2K56sfXl99JUH2X7OBktOk_y9WMGX6vFlZlmbTIA90,https://www.adzuna.com/details/5818395168?utm_medium=api&utm_source=abfa41a4,32.5824,5818395168,104000.0,"CDL-A Regional Drivers | Earn $1,400-$1,600/Week | Home Weekly. Tired of sacrificing home time for a paycheck? At Premier Transportation, you don't have to choose. Join a driver-focused carrier offering steady miles, modern equipment, and predictable home time. Whether you prefer staying in the Southeast, running a larger regional footprint, or maximizing earnings with OTR miles, we have a package that fits your lifestyle. Why Drivers Choose Premier ✅ 2,500 Miles Per Week ✅ Assigned 2022–2026 A…",2026-07-28T09:59:42Z,72800.0,Regional Truck Driver Company - 1yr EXP Required - Dry Van - $1.4k - $2k per week - Premier Transportation,0,Adzuna::API::Response::Job,full_time,-85.5126,Premier Transportation,Adzuna::API::Response::Company,Adzuna::API::Response::Category,logistics-warehouse-jobs,Logistics & Warehouse Jobs,"['US', 'Alabama', 'Lee County', 'Auburn']",Adzuna::API::Response::Location,"Auburn, Lee County",
