description,id,__CLASS__,salary_max,salary_min,created,title,latitude,salary_is_predicted,longitude,adref,redirect_url,category.tag,category.label,category.__CLASS__,company.display_name,company.__CLASS__,location.display_name,location.area,location.__CLASS__,contract_time,contract_type
"Owner Operators: Behind Every Show, There’s a Driver Like You!. For more than 75 years, Clark Transfer has been helping bring live entertainment to audiences across North America. From Broadway productions and concert tours to theatrical performances and special events, our drivers are an essential part of making the show happen. If you've ever wanted a trucking job that's anything but ordinary, this is it.  Solo Owner Operators Average $175,000–$225,000 annually Less than 85,000 miles per year…",5783893436,Adzuna::API::Response::Job,225000.0,175000.0,2026-07-01T11:19:18Z,Class A CDL Owner Operator - 2yrs EXP Required - OTR - Dry Van - $175k - $225k per year - Clark Transfer,29.88516,0,-81.31398,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Mzg5MzQzNiIsInMiOiJHRWQ5a21SMThSR3QzZHRKWXNWck5RIn0.tjv72MdqFa0Z7vymUIpsuUNG-Fn25tVvDoaibxFqVk0,https://www.adzuna.com/land/ad/5783893436?se=GEd9kmR18RGt3dtJYsVrNQ&utm_medium=api&utm_source=abfa41a4&v=9DB83C7508E5D90C0743F9C933DA9EF78DF9375A,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Clark Transfer,Adzuna::API::Response::Company,"Villano Beach, St. Johns County","['US', 'Florida', 'St. Johns County', 'Villano Beach']",Adzuna::API::Response::Location,full_time,
"Partnering with Owner Operators CDL-A — Keep 90% of Your Weekly Gross!.  Owner Operators CDL-A — Keep 90% of Your Weekly Gross! Looking for consistent freight, strong support, and top earning potential? Join JTS Logistics Inc. and run with a carrier that puts owner-operators first. ✅ Keep 90% of weekly gross revenue ✅ Earn $7,500–$10,000 in weekly revenue ✅ Operate under our authority with cargo liability coverage provided ✅ Steady Dry Van freight throughout the Midwest, South, Southeast & Nort…",5783893418,Adzuna::API::Response::Job,520000.0,390000.0,2026-07-01T11:19:18Z,Class A CDL Owner Operator - 2yrs EXP Required - OTR - Dry Van - $7.5k - $10k per week - JTS Logistics,46.762471,0,-92.079296,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR0VkOWttUjE4Ukd0M2R0SllzVnJOUSIsImkiOiI1NzgzODkzNDE4In0.wOz8LhnZBCYHIrJOkbXXyWmDj-JJHMVeXRD6ZuXhP7c,https://www.adzuna.com/land/ad/5783893418?se=GEd9kmR18RGt3dtJYsVrNQ&utm_medium=api&utm_source=abfa41a4&v=5EFCF7C07A0B50E0C50037497AEF31E2326A5DC1,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,JTS Logistics,Adzuna::API::Response::Company,"Duluth, Saint Louis County","['US', 'Minnesota', 'Saint Louis County', 'Duluth']",Adzuna::API::Response::Location,full_time,
"Partnering with Owner Operators CDL-A — Keep 90% of Your Weekly Gross!.  Owner Operators CDL-A — Keep 90% of Your Weekly Gross! Looking for consistent freight, strong support, and top earning potential? Join JTS Logistics Inc. and run with a carrier that puts owner-operators first. ✅ Keep 90% of weekly gross revenue ✅ Earn $7,500–$10,000 in weekly revenue ✅ Operate under our authority with cargo liability coverage provided ✅ Steady Dry Van freight throughout the Midwest, South, Southeast & Nort…",5783893402,Adzuna::API::Response::Job,520000.0,390000.0,2026-07-01T11:19:18Z,Truck Driver Owner Operator - 2yrs EXP Required - OTR - Dry Van - $7.5k - $10k per week - JTS Logistics,40.107096,0,-88.212558,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Mzg5MzQwMiIsInMiOiJHRWQ5a21SMThSR3QzZHRKWXNWck5RIn0.uFnmUqsSODJbQPIPoEDmjaJWJFruehijPjl5QjZuaXU,https://www.adzuna.com/land/ad/5783893402?se=GEd9kmR18RGt3dtJYsVrNQ&utm_medium=api&utm_source=abfa41a4&v=0C7CBE6BF97DF7E8071FA00A8711DF5840EE7E2A,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,JTS Logistics,Adzuna::API::Response::Company,"Urbana, Champaign County","['US', 'Illinois', 'Champaign County', 'Urbana']",Adzuna::API::Response::Location,full_time,
"Partnering with Owner Operators CDL-A — Keep 90% of Your Weekly Gross!.  Owner Operators CDL-A — Keep 90% of Your Weekly Gross! Looking for consistent freight, strong support, and top earning potential? Join JTS Logistics Inc. and run with a carrier that puts owner-operators first. ✅ Keep 90% of weekly gross revenue ✅ Earn $7,500–$10,000 in weekly revenue ✅ Operate under our authority with cargo liability coverage provided ✅ Steady Dry Van freight throughout the Midwest, South, Southeast & Nort…",5783893301,Adzuna::API::Response::Job,520000.0,390000.0,2026-07-01T11:19:17Z,Truck Driver Owner Operator - 2yrs EXP Required - OTR - Dry Van - $7.5k - $10k per week - JTS Logistics,30.16032,0,-85.66974,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR0VkOWttUjE4Ukd0M2R0SllzVnJOUSIsImkiOiI1NzgzODkzMzAxIn0.SjB88hjISmd3M_i_x6z5EmRv_nvpe9ZN8eXh6IrvQls,https://www.adzuna.com/land/ad/5783893301?se=GEd9kmR18RGt3dtJYsVrNQ&utm_medium=api&utm_source=abfa41a4&v=183E494C5CB2C3EB8FB36C8962251AD85D0F52B0,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,JTS Logistics,Adzuna::API::Response::Company,"Rosemary Beach, Walton County","['US', 'Florida', 'Walton County', 'Rosemary Beach']",Adzuna::API::Response::Location,full_time,
"Owner Operators: Behind Every Show, There’s a Driver Like You!. For more than 75 years, Clark Transfer has been helping bring live entertainment to audiences across North America. From Broadway productions and concert tours to theatrical performances and special events, our drivers are an essential part of making the show happen. If you've ever wanted a trucking job that's anything but ordinary, this is it.  Solo Owner Operators Average $175,000–$225,000 annually Less than 85,000 miles per year…",5783893356,Adzuna::API::Response::Job,225000.0,175000.0,2026-07-01T11:19:17Z,Class A CDL Owner Operator - 2yrs EXP Required - OTR - Dry Van - $175k - $225k per year - Clark Transfer,39.172163,0,-86.525521,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Mzg5MzM1NiIsInMiOiJHRWQ5a21SMThSR3QzZHRKWXNWck5RIn0.9Wm5HNfeWTaXv2Ca78SE7lHbbOCA37kxocP8uF33BYE,https://www.adzuna.com/land/ad/5783893356?se=GEd9kmR18RGt3dtJYsVrNQ&utm_medium=api&utm_source=abfa41a4&v=28A167A3833CAE46B138243B7754A8D7628C6270,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Clark Transfer,Adzuna::API::Response::Company,"Clear Creek, Monroe County","['US', 'Indiana', 'Monroe County', 'Clear Creek']",Adzuna::API::Response::Location,full_time,
"Owner Operators: Behind Every Show, There’s a Driver Like You!. For more than 75 years, Clark Transfer has been helping bring live entertainment to audiences across North America. From Broadway productions and concert tours to theatrical performances and special events, our drivers are an essential part of making the show happen. If you've ever wanted a trucking job that's anything but ordinary, this is it.  Team Owner Operators Average $275,000–$325,000 annually Less than 110,000 miles per yea…",5783893376,Adzuna::API::Response::Job,325000.0,275000.0,2026-07-01T11:19:17Z,CDL-A Owner Operator - 2yrs EXP Required - OTR - Dry Van - $275k - $325k per year - Clark Transfer,40.107096,0,-88.212558,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Mzg5MzM3NiIsInMiOiJHRWQ5a21SMThSR3QzZHRKWXNWck5RIn0.WX3Bo2-8fj3HpFwEJOWoO1tIo5Z-qyvgbu8VbKLAEP0,https://www.adzuna.com/land/ad/5783893376?se=GEd9kmR18RGt3dtJYsVrNQ&utm_medium=api&utm_source=abfa41a4&v=48573CE53644CBE5B741FCC7B279BA1B8629EBF7,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Clark Transfer,Adzuna::API::Response::Company,"Urbana, Champaign County","['US', 'Illinois', 'Champaign County', 'Urbana']",Adzuna::API::Response::Location,full_time,
"Partnering with Owner Operators CDL-A — Keep 90% of Your Weekly Gross!.  Owner Operators CDL-A — Keep 90% of Your Weekly Gross! Looking for consistent freight, strong support, and top earning potential? Join JTS Logistics Inc. and run with a carrier that puts owner-operators first. ✅ Keep 90% of weekly gross revenue ✅ Earn $7,500–$10,000 in weekly revenue ✅ Operate under our authority with cargo liability coverage provided ✅ Steady Dry Van freight throughout the Midwest, South, Southeast & Nort…",5783893324,Adzuna::API::Response::Job,520000.0,390000.0,2026-07-01T11:19:17Z,Truck Driver Owner Operator - 2yrs EXP Required - OTR - Dry Van - $7.5k - $10k per week - JTS Logistics,37.005011,0,-86.455388,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Mzg5MzMyNCIsInMiOiJHRWQ5a21SMThSR3QzZHRKWXNWck5RIn0.KRhhpBEgoZNT3tvDNU7bx8wIW7bHpPo8JVLUhiWOd48,https://www.adzuna.com/land/ad/5783893324?se=GEd9kmR18RGt3dtJYsVrNQ&utm_medium=api&utm_source=abfa41a4&v=36EED061BFBF1F85E24742E1589563E86868BB9C,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,JTS Logistics,Adzuna::API::Response::Company,"Bowling Green, Warren County","['US', 'Kentucky', 'Warren County', 'Bowling Green']",Adzuna::API::Response::Location,full_time,
"Owner Operators: Behind Every Show, There’s a Driver Like You!. For more than 75 years, Clark Transfer has been helping bring live entertainment to audiences across North America. From Broadway productions and concert tours to theatrical performances and special events, our drivers are an essential part of making the show happen. If you've ever wanted a trucking job that's anything but ordinary, this is it.  Team Owner Operators Average $275,000–$325,000 annually Less than 110,000 miles per yea…",5783893348,Adzuna::API::Response::Job,325000.0,275000.0,2026-07-01T11:19:17Z,Truck Driver Owner Operator - 2yrs EXP Required - OTR - Dry Van - $275k - $325k per year - Clark Transfer,44.205728,0,-114.890244,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR0VkOWttUjE4Ukd0M2R0SllzVnJOUSIsImkiOiI1NzgzODkzMzQ4In0.ZFowuhh1tP6oANDxQMkmULlHaTDFsC3UPPQBnzSzdt8,https://www.adzuna.com/land/ad/5783893348?se=GEd9kmR18RGt3dtJYsVrNQ&utm_medium=api&utm_source=abfa41a4&v=D88595D8CA69DDF6C35181F04611D9B0195D19B5,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Clark Transfer,Adzuna::API::Response::Company,"Redfish Lake, Custer County","['US', 'Idaho', 'Custer County', 'Redfish Lake']",Adzuna::API::Response::Location,full_time,
"Owner Operators: Behind Every Show, There’s a Driver Like You!. For more than 75 years, Clark Transfer has been helping bring live entertainment to audiences across North America. From Broadway productions and concert tours to theatrical performances and special events, our drivers are an essential part of making the show happen. If you've ever wanted a trucking job that's anything but ordinary, this is it.  Team Owner Operators Average $275,000–$325,000 annually Less than 110,000 miles per yea…",5783893366,Adzuna::API::Response::Job,325000.0,275000.0,2026-07-01T11:19:17Z,Class A CDL Owner Operator - 2yrs EXP Required - OTR - Dry Van - $275k - $325k per year - Clark Transfer,41.649495,0,-91.515649,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR0VkOWttUjE4Ukd0M2R0SllzVnJOUSIsImkiOiI1NzgzODkzMzY2In0.sAfyfTTfEfcXnAVSQSAUQouZGdVKBIy7aP8dVNV4038,https://www.adzuna.com/land/ad/5783893366?se=GEd9kmR18RGt3dtJYsVrNQ&utm_medium=api&utm_source=abfa41a4&v=2AD5358DCEB814F91C781ACBD980B114A87A7C49,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Clark Transfer,Adzuna::API::Response::Company,"Iowa City, Johnson County","['US', 'Iowa', 'Johnson County', 'Iowa City']",Adzuna::API::Response::Location,full_time,
"Owner Operators: Behind Every Show, There’s a Driver Like You!. For more than 75 years, Clark Transfer has been helping bring live entertainment to audiences across North America. From Broadway productions and concert tours to theatrical performances and special events, our drivers are an essential part of making the show happen. If you've ever wanted a trucking job that's anything but ordinary, this is it.  Team Owner Operators Average $275,000–$325,000 annually Less than 110,000 miles per yea…",5783893294,Adzuna::API::Response::Job,325000.0,275000.0,2026-07-01T11:19:17Z,CDL-A Owner Operator - 2yrs EXP Required - OTR - Dry Van - $275k - $325k per year - Clark Transfer,35.21653,0,-113.982956,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Mzg5MzI5NCIsInMiOiJHRWQ5a21SMThSR3QzZHRKWXNWck5RIn0.HjgB4v4s5hmEQg2Ej-2DcwUs4vsDcrUlITrg5su5ABw,https://www.adzuna.com/land/ad/5783893294?se=GEd9kmR18RGt3dtJYsVrNQ&utm_medium=api&utm_source=abfa41a4&v=8D7D3D9790A09DEC388AF627A6B5F68ADF7D27D1,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Clark Transfer,Adzuna::API::Response::Company,"Lake Mead Rancheros, Mohave County","['US', 'Arizona', 'Mohave County', 'Lake Mead Rancheros']",Adzuna::API::Response::Location,full_time,
"Owner Operators: Behind Every Show, There’s a Driver Like You!. For more than 75 years, Clark Transfer has been helping bring live entertainment to audiences across North America. From Broadway productions and concert tours to theatrical performances and special events, our drivers are an essential part of making the show happen. If you've ever wanted a trucking job that's anything but ordinary, this is it.  Solo Owner Operators Average $175,000–$225,000 annually Less than 85,000 miles per year…",5783893399,Adzuna::API::Response::Job,225000.0,175000.0,2026-07-01T11:19:17Z,Truck Driver Owner Operator - 2yrs EXP Required - OTR - Dry Van - $175k - $225k per year - Clark Transfer,38.19024,0,-75.6948,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR0VkOWttUjE4Ukd0M2R0SllzVnJOUSIsImkiOiI1NzgzODkzMzk5In0.3MCpukHGgbQqC2vT2kYgC4XExMxB0GrIaGZLkcB1rP0,https://www.adzuna.com/land/ad/5783893399?se=GEd9kmR18RGt3dtJYsVrNQ&utm_medium=api&utm_source=abfa41a4&v=7443B47CDC81182D0B453B4EB26AE6B79643BB11,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Clark Transfer,Adzuna::API::Response::Company,"Princess Anne, Somerset County","['US', 'Maryland', 'Somerset County', 'Princess Anne']",Adzuna::API::Response::Location,full_time,
"Owner Operators: Behind Every Show, There’s a Driver Like You!. For more than 75 years, Clark Transfer has been helping bring live entertainment to audiences across North America. From Broadway productions and concert tours to theatrical performances and special events, our drivers are an essential part of making the show happen. If you've ever wanted a trucking job that's anything but ordinary, this is it.  Solo Owner Operators Average $175,000–$225,000 annually Less than 85,000 miles per year…",5783893328,Adzuna::API::Response::Job,225000.0,175000.0,2026-07-01T11:19:17Z,Class A CDL Owner Operator - 2yrs EXP Required - OTR - Dry Van - $175k - $225k per year - Clark Transfer,41.523166,0,-90.577867,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR0VkOWttUjE4Ukd0M2R0SllzVnJOUSIsImkiOiI1NzgzODkzMzI4In0.LMf6ROx2h1WX7gjR20LvxZ4qEGys9LC5EAUcjDCU8w4,https://www.adzuna.com/land/ad/5783893328?se=GEd9kmR18RGt3dtJYsVrNQ&utm_medium=api&utm_source=abfa41a4&v=C85BD63C91090163C62BCAE5382FC617C344B81A,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Clark Transfer,Adzuna::API::Response::Company,"Davenport, Scott County","['US', 'Iowa', 'Scott County', 'Davenport']",Adzuna::API::Response::Location,full_time,
"Partnering with Owner Operators CDL-A — Keep 90% of Your Weekly Gross!.  Owner Operators CDL-A — Keep 90% of Your Weekly Gross! Looking for consistent freight, strong support, and top earning potential? Join JTS Logistics Inc. and run with a carrier that puts owner-operators first. ✅ Keep 90% of weekly gross revenue ✅ Earn $7,500–$10,000 in weekly revenue ✅ Operate under our authority with cargo liability coverage provided ✅ Steady Dry Van freight throughout the Midwest, South, Southeast & Nort…",5783893298,Adzuna::API::Response::Job,520000.0,390000.0,2026-07-01T11:19:17Z,CDL-A Owner Operator - 2yrs EXP Required - OTR - Dry Van - $7.5k - $10k per week - JTS Logistics,33.97432,0,-83.363915,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR0VkOWttUjE4Ukd0M2R0SllzVnJOUSIsImkiOiI1NzgzODkzMjk4In0.M91PqeI9rkY15BCjaMXEIEn_zQkNpuIwC6Zp-qaPUvc,https://www.adzuna.com/land/ad/5783893298?se=GEd9kmR18RGt3dtJYsVrNQ&utm_medium=api&utm_source=abfa41a4&v=F6D75B6E3A80B9D37DE1B9D3B26EB93EBFDAAD88,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,JTS Logistics,Adzuna::API::Response::Company,"Athens, Clarke County","['US', 'Georgia', 'Clarke County', 'Athens']",Adzuna::API::Response::Location,full_time,
"Owner Operators: Behind Every Show, There’s a Driver Like You!. For more than 75 years, Clark Transfer has been helping bring live entertainment to audiences across North America. From Broadway productions and concert tours to theatrical performances and special events, our drivers are an essential part of making the show happen. If you've ever wanted a trucking job that's anything but ordinary, this is it.  Solo Owner Operators Average $175,000–$225,000 annually Less than 85,000 miles per year…",5783893393,Adzuna::API::Response::Job,225000.0,175000.0,2026-07-01T11:19:17Z,CDL-A Owner Operator - 2yrs EXP Required - OTR - Dry Van - $175k - $225k per year - Clark Transfer,40.44987,0,-86.927744,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Mzg5MzM5MyIsInMiOiJHRWQ5a21SMThSR3QzZHRKWXNWck5RIn0.gxagpdWX45CvLegz5os6hiXaeTtpbhv5r4DFP2RRNgA,https://www.adzuna.com/land/ad/5783893393?se=GEd9kmR18RGt3dtJYsVrNQ&utm_medium=api&utm_source=abfa41a4&v=44BF1935EEB351A8AB2FF966D8F2503238E4E8B9,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Clark Transfer,Adzuna::API::Response::Company,"West Lafayette, Tippecanoe County","['US', 'Indiana', 'Tippecanoe County', 'West Lafayette']",Adzuna::API::Response::Location,full_time,
"Partnering with Owner Operators CDL-A — Keep 90% of Your Weekly Gross!.  Owner Operators CDL-A — Keep 90% of Your Weekly Gross! Looking for consistent freight, strong support, and top earning potential? Join JTS Logistics Inc. and run with a carrier that puts owner-operators first. ✅ Keep 90% of weekly gross revenue ✅ Earn $7,500–$10,000 in weekly revenue ✅ Operate under our authority with cargo liability coverage provided ✅ Steady Dry Van freight throughout the Midwest, South, Southeast & Nort…",5783893370,Adzuna::API::Response::Job,520000.0,390000.0,2026-07-01T11:19:17Z,CDL-A Owner Operator - 2yrs EXP Required - OTR - Dry Van - $7.5k - $10k per week - JTS Logistics,29.88516,0,-81.31398,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Mzg5MzM3MCIsInMiOiJHRWQ5a21SMThSR3QzZHRKWXNWck5RIn0.Nel6Jv_UN0-T4aPYM_k1VQHPc1eDr6g3UL1gntiDSUg,https://www.adzuna.com/land/ad/5783893370?se=GEd9kmR18RGt3dtJYsVrNQ&utm_medium=api&utm_source=abfa41a4&v=8AE3D3B1C799EFE6051D6B8A8205DED0789FDC54,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,JTS Logistics,Adzuna::API::Response::Company,"Villano Beach, St. Johns County","['US', 'Florida', 'St. Johns County', 'Villano Beach']",Adzuna::API::Response::Location,full_time,
"Partnering with Owner Operators CDL-A — Keep 90% of Your Weekly Gross!.  Owner Operators CDL-A — Keep 90% of Your Weekly Gross! Looking for consistent freight, strong support, and top earning potential? Join JTS Logistics Inc. and run with a carrier that puts owner-operators first. ✅ Keep 90% of weekly gross revenue ✅ Earn $7,500–$10,000 in weekly revenue ✅ Operate under our authority with cargo liability coverage provided ✅ Steady Dry Van freight throughout the Midwest, South, Southeast & Nort…",5783893330,Adzuna::API::Response::Job,520000.0,390000.0,2026-07-01T11:19:17Z,Truck Driver Owner Operator - 2yrs EXP Required - OTR - Dry Van - $7.5k - $10k per week - JTS Logistics,41.971709,0,-91.658714,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Mzg5MzMzMCIsInMiOiJHRWQ5a21SMThSR3QzZHRKWXNWck5RIn0.MUzKzbKW1VfSk-DWdYLw_g7yVKnupstqYoyJWcoYhzo,https://www.adzuna.com/land/ad/5783893330?se=GEd9kmR18RGt3dtJYsVrNQ&utm_medium=api&utm_source=abfa41a4&v=A3124868D1BE8B1335A9D6314329F39EA484CFF6,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,JTS Logistics,Adzuna::API::Response::Company,"Cedar Rapids, Linn County","['US', 'Iowa', 'Linn County', 'Cedar Rapids']",Adzuna::API::Response::Location,full_time,
"Owner Operators: Behind Every Show, There’s a Driver Like You!. For more than 75 years, Clark Transfer has been helping bring live entertainment to audiences across North America. From Broadway productions and concert tours to theatrical performances and special events, our drivers are an essential part of making the show happen. If you've ever wanted a trucking job that's anything but ordinary, this is it.  Solo Owner Operators Average $175,000–$225,000 annually Less than 85,000 miles per year…",5783893382,Adzuna::API::Response::Job,225000.0,175000.0,2026-07-01T11:19:17Z,Class A CDL Owner Operator - 2yrs EXP Required - OTR - Dry Van - $175k - $225k per year - Clark Transfer,37.005011,0,-86.455388,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR0VkOWttUjE4Ukd0M2R0SllzVnJOUSIsImkiOiI1NzgzODkzMzgyIn0.4mdW3uwKBNqvoEZ4Trp3x-Ux2nMQe4qV-jO84o7cZEk,https://www.adzuna.com/land/ad/5783893382?se=GEd9kmR18RGt3dtJYsVrNQ&utm_medium=api&utm_source=abfa41a4&v=6F027B1A3FA996CFECD512B1E97A398AD87C213B,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Clark Transfer,Adzuna::API::Response::Company,"Bowling Green, Warren County","['US', 'Kentucky', 'Warren County', 'Bowling Green']",Adzuna::API::Response::Location,full_time,
"Partnering with Owner Operators CDL-A — Keep 90% of Your Weekly Gross!.  Owner Operators CDL-A — Keep 90% of Your Weekly Gross! Looking for consistent freight, strong support, and top earning potential? Join JTS Logistics Inc. and run with a carrier that puts owner-operators first. ✅ Keep 90% of weekly gross revenue ✅ Earn $7,500–$10,000 in weekly revenue ✅ Operate under our authority with cargo liability coverage provided ✅ Steady Dry Van freight throughout the Midwest, South, Southeast & Nort…",5783893318,Adzuna::API::Response::Job,520000.0,390000.0,2026-07-01T11:19:17Z,CDL-A Owner Operator - 2yrs EXP Required - OTR - Dry Van - $7.5k - $10k per week - JTS Logistics,40.715456,0,-89.581466,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Mzg5MzMxOCIsInMiOiJHRWQ5a21SMThSR3QzZHRKWXNWck5RIn0.GT9bs11hqkbrAi9btbNiGkVMVLWZT-P1-APl90cbZMk,https://www.adzuna.com/land/ad/5783893318?se=GEd9kmR18RGt3dtJYsVrNQ&utm_medium=api&utm_source=abfa41a4&v=C0D75A4A980C53800692F5228B7B632835AF44F2,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,JTS Logistics,Adzuna::API::Response::Company,"Vets Row, Peoria County","['US', 'Illinois', 'Peoria County', 'Vets Row']",Adzuna::API::Response::Location,full_time,
"Owner Operators: Behind Every Show, There’s a Driver Like You!. For more than 75 years, Clark Transfer has been helping bring live entertainment to audiences across North America. From Broadway productions and concert tours to theatrical performances and special events, our drivers are an essential part of making the show happen. If you've ever wanted a trucking job that's anything but ordinary, this is it.  Team Owner Operators Average $275,000–$325,000 annually Less than 110,000 miles per yea…",5783893355,Adzuna::API::Response::Job,325000.0,275000.0,2026-07-01T11:19:17Z,CDL-A Owner Operator - 2yrs EXP Required - OTR - Dry Van - $275k - $325k per year - Clark Transfer,48.304769,0,-122.641892,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Mzg5MzM1NSIsInMiOiJHRWQ5a21SMThSR3QzZHRKWXNWck5RIn0.dD4Ryz6NKHLkuYnH5vllYoq1dSmhdtVII3dAavcy9xU,https://www.adzuna.com/land/ad/5783893355?se=GEd9kmR18RGt3dtJYsVrNQ&utm_medium=api&utm_source=abfa41a4&v=BA87210E78BC85B59DF98E857A9A4DB6D1D1DF56,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Clark Transfer,Adzuna::API::Response::Company,"Oak Harbor, Island County","['US', 'Washington', 'Island County', 'Oak Harbor']",Adzuna::API::Response::Location,full_time,
"Owner Operators: Behind Every Show, There’s a Driver Like You!. For more than 75 years, Clark Transfer has been helping bring live entertainment to audiences across North America. From Broadway productions and concert tours to theatrical performances and special events, our drivers are an essential part of making the show happen. If you've ever wanted a trucking job that's anything but ordinary, this is it.  Solo Owner Operators Average $175,000–$225,000 annually Less than 85,000 miles per year…",5783893343,Adzuna::API::Response::Job,225000.0,175000.0,2026-07-01T11:19:17Z,CDL-A Owner Operator - 2yrs EXP Required - OTR - Dry Van - $175k - $225k per year - Clark Transfer,38.231366,0,-104.636987,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4Mzg5MzM0MyIsInMiOiJHRWQ5a21SMThSR3QzZHRKWXNWck5RIn0.R-ikKvK93gIv3jIQEG_aWakxSOPOJksHo49sDfJTsys,https://www.adzuna.com/land/ad/5783893343?se=GEd9kmR18RGt3dtJYsVrNQ&utm_medium=api&utm_source=abfa41a4&v=63ECA7D94830133206ADF7E7DD263DB6897B801A,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Clark Transfer,Adzuna::API::Response::Company,"Bessemer, Pueblo County","['US', 'Colorado', 'Pueblo County', 'Bessemer']",Adzuna::API::Response::Location,full_time,
"Owner Operators: Behind Every Show, There’s a Driver Like You!. For more than 75 years, Clark Transfer has been helping bring live entertainment to audiences across North America. From Broadway productions and concert tours to theatrical performances and special events, our drivers are an essential part of making the show happen. If you've ever wanted a trucking job that's anything but ordinary, this is it.  Team Owner Operators Average $275,000–$325,000 annually Less than 110,000 miles per yea…",5783893314,Adzuna::API::Response::Job,325000.0,275000.0,2026-07-01T11:19:17Z,Truck Driver Owner Operator - 2yrs EXP Required - OTR - Dry Van - $275k - $325k per year - Clark Transfer,40.0564,0,-85.6781,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR0VkOWttUjE4Ukd0M2R0SllzVnJOUSIsImkiOiI1NzgzODkzMzE0In0.LikOQ4d7nTGoS8MsTFAAZ-X6HtioRKSW6UEHlQ1X2fM,https://www.adzuna.com/land/ad/5783893314?se=GEd9kmR18RGt3dtJYsVrNQ&utm_medium=api&utm_source=abfa41a4&v=B9F30D5F61EE27AEB88D2BCF4C5622B616A9ABA8,logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,Clark Transfer,Adzuna::API::Response::Company,"Anderson, Madison County","['US', 'Indiana', 'Madison County', 'Anderson']",Adzuna::API::Response::Location,full_time,
