adref,salary_is_predicted,latitude,longitude,__CLASS__,title,description,contract_time,salary_min,redirect_url,id,salary_max,created,location.__CLASS__,location.display_name,location.area,company.__CLASS__,company.display_name,category.label,category.__CLASS__,category.tag,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUHRkTlc2bFA4UkdtRFBWcWN0V3FKZyIsImkiOiI1NzI5MzE3NDc4In0.JzJ6_lMJV2qK_BXgl31NwXJTGbh5I_gPKQ1nZZmbmq8,0,38.630539,-90.192822,Adzuna::API::Response::Job,CDL-A Truck Driver - Earn $55k-$92k/Year,"Job Description Heartland Express is Now Hiring Dedicated Regional CDL-A Truck Drivers Earn $55,000-$92,000 per Year - Home Weekly Quarterly Safety Bonus - No-Touch Freight (Must have a valid CDL-A license and 6 months of experience.) Advantages for Dedicated CDL-A Truck Drivers: Earn $55,000-$92,000 per year Average pay is $64,000 per year Home weekly Quarterly safety bonus: 1-3 CPM Dry van freight: no-touch freight  drop & hook Up to $2,000 401(k) match available Learn More About the Heartlan…",,55000.0,https://www.adzuna.com/land/ad/5729317478?se=PtdNW6lP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=1E53DA526AB2B8C5F96F6BC71B1E75B8243455DC,5729317478,92000.0,2026-05-14T10:10:22Z,Adzuna::API::Response::Location,"Saint Louis, Saint Louis County","['US', 'Missouri', 'Saint Louis County', 'Saint Louis']",Adzuna::API::Response::Company,Heartland Express,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyOTMxNzQ5MCIsInMiOiJQdGROVzZsUDhSR21EUFZxY3RXcUpnIn0.getReYtst0eolDOiAyHT971wDKAY7baoWEZaAKtdteU,1,33.592326,-86.289422,Adzuna::API::Response::Job,Local CDL-A Shuttle Truck Driver - Home Daily,"Job Description Ryder is Now Hiring Local CDL-A Shuttle Drivers in York, PA Get Home Daily - Earn $1,300 - $1,400 per Week Pay, Home Time & More: Earn $1,300 - $1,400 per week Hourly Pay: $28.41 per hour for the 1st 90 days Paid weekly Local route, get home daily! Comprehensive benefits package Shift & Job Details: Schedule: Monday - Friday NO WEEKENDS, with 6:00 PM start time Hours Per Week: 40 - 45 hours per week Deliver To: shuttle to Morrisville, PA Tractor Type: Day Cab Trailer Type: 48' o…",,55468.5,https://www.adzuna.com/land/ad/5729317490?se=PtdNW6lP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=BFAE5ECBE368689AED66988E11369BFE09F9A48A,5729317490,55468.5,2026-05-14T10:10:22Z,Adzuna::API::Response::Location,"Harrisburg, St. Clair County","['US', 'Alabama', 'St. Clair County', 'Harrisburg']",Adzuna::API::Response::Company,Ryder,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUHRkTlc2bFA4UkdtRFBWcWN0V3FKZyIsImkiOiI1NzI5MzE3NTAwIn0.P3GWoOLfmYzZy3Ike38zvnnlJwewFZShl9D-HsywbYA,1,32.372413,-81.311499,Adzuna::API::Response::Job,Travel IMC/PCU Registered Nurse,"Job Description GLC On-The-Go is seeking a travel nurse RN Intermediate Care for a travel nursing job in Springfield, Illinois. Job Description & Requirements Specialty: Intermediate Care Discipline: RN Start Date: 06/08/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours Employment Type: Travel GLC is hiring: RN IMC/IMU/PCU/STEPDOWN - Springfield, IL - 13-week contract GLC – Named Best Nurse Agency 2024–2025 We connect nurses, nursing professionals, and allied health professionals like y…",,110811.02,https://www.adzuna.com/land/ad/5729317500?se=PtdNW6lP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=9623C11CAF7CC91701245B19036E0BCA6496C262,5729317500,110811.02,2026-05-14T10:10:22Z,Adzuna::API::Response::Location,"Springfield, Effingham County","['US', 'Georgia', 'Effingham County', 'Springfield']",Adzuna::API::Response::Company,GLC On-The-Go,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyOTMxNzQ5OCIsInMiOiJQdGROVzZsUDhSR21EUFZxY3RXcUpnIn0.Gz6A9C01gFQOB74Mhuts-KQrRnBaQe3G8LvSiDZQWQA,0,41.596908,-72.047187,Adzuna::API::Response::Job,CDL-A Truck Driver - Home Daily - Earn Up to $90k/Year,"Job Description Sysco is Now Hiring Local CDL-A Delivery Drivers in Columbia, MO! Earn Up to $90,000 per Year Including Base and Incentives Home Daily - Comprehensive Benefits We offer our colleagues the opportunity to grow personally and professionally, to contribute to the success of a dynamic organization, and to serve others in a manner that exceeds their expectations. We’re looking for talented, hard-working individuals to join our team. Come grow with us and let us show you why Sysco is a…",,0.0,https://www.adzuna.com/land/ad/5729317498?se=PtdNW6lP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=3979B75F101AE6CC3109BBEB5B2828D48B0BB736,5729317498,90000.0,2026-05-14T10:10:22Z,Adzuna::API::Response::Location,"Versailles, New London County","['US', 'Connecticut', 'New London County', 'Versailles']",Adzuna::API::Response::Company,Sysco,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyOTMxNzQ4MiIsInMiOiJQdGROVzZsUDhSR21EUFZxY3RXcUpnIn0.RZHwFO1jvgJv3HNZmQGqTxlQHZ7tDEbv8qJxCLA2eiU,1,37.73604,-120.93549,Adzuna::API::Response::Job,Clinical Manager (RN) -Maternal Child Health,"Job Description Job Type:Full Time Shift: Days Responsible for the day to day operation of assigned departments including staffing, the delivery of clinical care and physician satisfaction while meeting budget expectations of the organization. Specific responsibilities include meeting cost targets as stated in the department's approved budget, staff satisfaction as measured by turnover and the annual employee survey, physician satisfaction as measured by physician satisfaction survey, and patie…",,86258.41,https://www.adzuna.com/land/ad/5729317482?se=PtdNW6lP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=8EC4C4FEBD22B3783B7A5933E4A85D4EF7B0B03C,5729317482,86258.41,2026-05-14T10:10:22Z,Adzuna::API::Response::Location,"Riverbank, Stanislaus County","['US', 'California', 'Stanislaus County', 'Riverbank']",Adzuna::API::Response::Company,Emanuel Medical Ctr,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyOTMxNzQ4MyIsInMiOiJQdGROVzZsUDhSR21EUFZxY3RXcUpnIn0.9z2oCv7fjFUdqzycf1w1dlNabm0JkQFIUdXqElqetYs,0,44.553864,-89.567606,Adzuna::API::Response::Job,CDL-A Truck Driver - Earn $55k-$92k/Year,"Job Description Heartland Express is Now Hiring Dedicated Regional CDL-A Truck Drivers Earn $55,000-$92,000 per Year - Home Weekly Quarterly Safety Bonus - No-Touch Freight (Must have a valid CDL-A license and 6 months of experience.) Advantages for Dedicated CDL-A Truck Drivers: Earn $55,000-$92,000 per year Average pay is $64,000 per year Home weekly Quarterly safety bonus: 1-3 CPM Dry van freight: no-touch freight  drop & hook Up to $2,000 401(k) match available Learn More About the Heartlan…",,55000.0,https://www.adzuna.com/land/ad/5729317483?se=PtdNW6lP8RGmDPVqctWqJg&utm_medium=api&utm_source=abfa41a4&v=97BA0AD4847FAE22D62155C55ABF49A6AA5A0357,5729317483,92000.0,2026-05-14T10:10:22Z,Adzuna::API::Response::Location,"Stevens Point, Portage County","['US', 'Wisconsin', 'Portage County', 'Stevens Point']",Adzuna::API::Response::Company,Heartland Express,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkx3TFhhbFA4UkdXNmY2aW41LWhYQSIsImkiOiI1NzI5MzE3NDg4In0.D_T_HgZ2jEJaCLdYNv1iVKt9r9TVCHIpll269V4YPaM,1,37.761962,-87.259761,Adzuna::API::Response::Job,CDL-A Truck Driver - 100% No-Touch Freight,"Job Description Paschall Truck Lines is Now Hiring CDL-A Solo and Team Drivers! Solos Earn Up To 64 CPM - Teams Earn Up To 79 CPM Split! We appreciate our drivers so much that we gave them the company! Anyone can say thank you, but at PTL, we put our appreciation in your pocket by paying you for the time you served, regardless of your MOS. PTL – 85 years in business and growing! A valid Class A CDL and 3 months of first-seat experience is required for this position. Top Pay & Benefits: Solo Dri…",,135050.89,https://www.adzuna.com/land/ad/5729317488?se=vLwLXalP8RGW6f6in5-hXA&utm_medium=api&utm_source=abfa41a4&v=E053CADC0B22170A14D8A01C77BE5FD276DAA821,5729317488,135050.89,2026-05-14T10:10:22Z,Adzuna::API::Response::Location,"Owensboro, Daviess County","['US', 'Kentucky', 'Daviess County', 'Owensboro']",Adzuna::API::Response::Company,Paschall Truck Lines,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyOTMxNzQ5NCIsInMiOiJ2THdMWGFsUDhSR1c2ZjZpbjUtaFhBIn0.TTXP-IQO0hNuiY8scEtFGWd20I6jLTUsVeEEQEccxlY,1,35.045022,-80.998158,Adzuna::API::Response::Job,Paramedic,"Job Description Up to $20,000 Sign-on Bonus Based on Eligibility The Paramedic is an essential position accountable for administering basic and advanced life support and stabilization procedures to patients at the accident or illness scene, and during transport to medical facilities. It is the expectation that the Paramedic will exemplify the highest professional standards and continuously fosters an enriching, supportive and dynamic team environment. This position involves delivering the highe…",,41919.84,https://www.adzuna.com/land/ad/5729317494?se=vLwLXalP8RGW6f6in5-hXA&utm_medium=api&utm_source=abfa41a4&v=977D1733E744D8D17E278DE819F69C0AE7EB2A7F,5729317494,41919.84,2026-05-14T10:10:22Z,Adzuna::API::Response::Location,"Fort Mill, York County","['US', 'South Carolina', 'York County', 'Fort Mill']",Adzuna::API::Response::Company,Piedmont Medical Center,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkx3TFhhbFA4UkdXNmY2aW41LWhYQSIsImkiOiI1NzI5MzE3NDkxIn0.Z9DhpaSYFS2lmKUJlqQNcHke_MZyJfxr7_eOdSVb-3M,1,40.179817,-76.178839,Adzuna::API::Response::Job,Local CDL-A Shuttle Truck Driver - Home Daily,"Job Description Ryder is Now Hiring Local CDL-A Shuttle Drivers in York, PA Get Home Daily - Earn $1,300 - $1,400 per Week Pay, Home Time & More: Earn $1,300 - $1,400 per week Hourly Pay: $28.41 per hour for the 1st 90 days Paid weekly Local route, get home daily! Comprehensive benefits package Shift & Job Details: Schedule: Monday - Friday NO WEEKENDS, with 6:00 PM start time Hours Per Week: 40 - 45 hours per week Deliver To: shuttle to Morrisville, PA Tractor Type: Day Cab Trailer Type: 48' o…",,62393.06,https://www.adzuna.com/land/ad/5729317491?se=vLwLXalP8RGW6f6in5-hXA&utm_medium=api&utm_source=abfa41a4&v=B06CC80A9B02FDBDC5D4F566847C10D8C4308547,5729317491,62393.06,2026-05-14T10:10:22Z,Adzuna::API::Response::Location,"Ephrata, Lancaster County","['US', 'Pennsylvania', 'Lancaster County', 'Ephrata']",Adzuna::API::Response::Company,Ryder,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyOTMxNzQ5NyIsInMiOiJ2THdMWGFsUDhSR1c2ZjZpbjUtaFhBIn0.1BaukYcY1-PswQVtMI0KhwxjccnliXpE3i3iOehr2s4,0,34.213396,-79.820616,Adzuna::API::Response::Job,CDL-A Truck Driver - Home Daily - Earn Up to $90k/Year,"Job Description Sysco is Now Hiring Local CDL-A Delivery Drivers in Columbia, MO! Earn Up to $90,000 per Year Including Base and Incentives Home Daily - Comprehensive Benefits We offer our colleagues the opportunity to grow personally and professionally, to contribute to the success of a dynamic organization, and to serve others in a manner that exceeds their expectations. We’re looking for talented, hard-working individuals to join our team. Come grow with us and let us show you why Sysco is a…",,0.0,https://www.adzuna.com/land/ad/5729317497?se=vLwLXalP8RGW6f6in5-hXA&utm_medium=api&utm_source=abfa41a4&v=23D338B0F82ACDF61040DF5BAE18BC9233350D7E,5729317497,90000.0,2026-05-14T10:10:22Z,Adzuna::API::Response::Location,"Florence, Florence County","['US', 'South Carolina', 'Florence County', 'Florence']",Adzuna::API::Response::Company,Sysco,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkx3TFhhbFA4UkdXNmY2aW41LWhYQSIsImkiOiI1NzI5MzE3NDc1In0.EheSYcLMcGc8zmdTV4r3t5bfqC57Rbqtr2Dum_giNMc,1,,,Adzuna::API::Response::Job,Registered Nurse (RN) - ER,"Job Description Up to $15,000 Bonus Based on Eligibility Anyone traveling more than 60 miles one way to Holy Cross is eligible for a travel stipend of $60 per day. Welcome to Carondelet Health Network, where making a real difference in people's lives is at the heart of everything we do. Beyond just medical treatments, we believe in the power of genuine connections and heartfelt compassion. It's what sets us apart and makes us truly special. When you join our team, you're not just stepping into …",,96256.66,https://www.adzuna.com/land/ad/5729317475?se=vLwLXalP8RGW6f6in5-hXA&utm_medium=api&utm_source=abfa41a4&v=854AB34BA190522C712AF4362833F9933B128C08,5729317475,96256.66,2026-05-14T10:10:22Z,Adzuna::API::Response::Location,US,['US'],Adzuna::API::Response::Company,Carondelet Holy Cross Hospital,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkx3TFhhbFA4UkdXNmY2aW41LWhYQSIsImkiOiI1NzI5MzE3NDczIn0.-zHdgeFYoeO9_8_co5_3Cvg9p7AEeqqX6OKz_JBXh4c,1,31.781559,-93.693794,Adzuna::API::Response::Job,Registered Nurse (RN) - NICU,"Job Description Up to $15,000 Sign-On bonus based on experience Under minimal supervision, provides nursing care for a group of patients assigned to the nurse based on matching the patients' needs with the nurse' competencies. Completes established competencies for the position within designated introductory period. Other related duties as assigned. - Assesses human responses and adaptation to actual or potential health problems of the patient, family and/or significant other - Institutes and i…",,27854.5,https://www.adzuna.com/land/ad/5729317473?se=vLwLXalP8RGW6f6in5-hXA&utm_medium=api&utm_source=abfa41a4&v=7B5DF30713244C223FA8A514E121D7DE0AC45321,5729317473,27854.5,2026-05-14T10:10:22Z,Adzuna::API::Response::Location,"Converse, Sabine Parish","['US', 'Louisiana', 'Sabine Parish', 'Converse']",Adzuna::API::Response::Company,Saint Luke's Hospital,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkx3TFhhbFA4UkdXNmY2aW41LWhYQSIsImkiOiI1NzI5MzE3NDc0In0.HCQyVQP6sfNQIbsXcJaM21kUsCOrjjfjVDfSe4yKNAQ,1,40.622942,-111.490817,Adzuna::API::Response::Job,Registered Nurse (RN) - ED,"Job Description Job Summary The Registered Nurse provides professional nursing care within an assigned unit, delivering individualized, age-specific, and direct bedside care in alignment with the nursing process and patient needs. This role collaborates with interdisciplinary teams to coordinate care planning and ensure optimal patient outcomes. Serves as a clinical leader by assessing, planning, delegating, and exercising independent judgment in directing other healthcare staff in the provisio…",,72776.85,https://www.adzuna.com/land/ad/5729317474?se=vLwLXalP8RGW6f6in5-hXA&utm_medium=api&utm_source=abfa41a4&v=1EC24BFCFD48EB7F3323E898F5762BA6FCB936F1,5729317474,72776.85,2026-05-14T10:10:22Z,Adzuna::API::Response::Location,"Deer Valley, Summit County","['US', 'Utah', 'Summit County', 'Deer Valley']",Adzuna::API::Response::Company,Abrazo Surprise Micro-Hospital,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkx3TFhhbFA4UkdXNmY2aW41LWhYQSIsImkiOiI1NzI5MzE3NDk1In0.WHZhqFPIfBEgvJtzglQl-L0ObG636XnXCAl6obrayi0,0,41.177017,-92.250734,Adzuna::API::Response::Job,CDL-A Truck Driver - Home Daily - Earn Up to $90k/Year,"Job Description Sysco is Now Hiring Local CDL-A Delivery Drivers in Columbia, MO! Earn Up to $90,000 per Year Including Base and Incentives Home Daily - Comprehensive Benefits We offer our colleagues the opportunity to grow personally and professionally, to contribute to the success of a dynamic organization, and to serve others in a manner that exceeds their expectations. We’re looking for talented, hard-working individuals to join our team. Come grow with us and let us show you why Sysco is a…",,0.0,https://www.adzuna.com/land/ad/5729317495?se=vLwLXalP8RGW6f6in5-hXA&utm_medium=api&utm_source=abfa41a4&v=D6189973912800807B7588065CE087D1CC12E184,5729317495,90000.0,2026-05-14T10:10:22Z,Adzuna::API::Response::Location,"Martinsburg, Keokuk County","['US', 'Iowa', 'Keokuk County', 'Martinsburg']",Adzuna::API::Response::Company,Sysco,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkx3TFhhbFA4UkdXNmY2aW41LWhYQSIsImkiOiI1NzI5MzE3NDkzIn0.L4H16DF_dE_nFU9KH3kUe1XITuPsF-ne0ygwIz4g6lg,1,37.581461,-83.648793,Adzuna::API::Response::Job,CDL-A Flatbed Truck Driver,"Job Description System Transport is Now Hiring Flatbed CDL-A Drivers Flatbed CDL-A Driver - Most Weekends Off! Earn $52,477.88 - $107,445.00 per Year - Full Benefits Now Hiring For: Experienced flatbed CDL-A drivers Regional route Most weekends off Driver Benefits: GREAT PAY PACKAGE Earn $0.68 to $0.72 per mile, depending on experience Earn $1,009.19 - $2,066.25 per week depending on experience, routes, regular attendance, and length of service Full pay package also includes other accessorial c…",,58657.47,https://www.adzuna.com/land/ad/5729317493?se=vLwLXalP8RGW6f6in5-hXA&utm_medium=api&utm_source=abfa41a4&v=B2E89615A003DF3C6659506C28717EE213D657E9,5729317493,58657.47,2026-05-14T10:10:22Z,Adzuna::API::Response::Location,"Saint Helens, Lee County","['US', 'Kentucky', 'Lee County', 'Saint Helens']",Adzuna::API::Response::Company,System Transport,Travel Jobs,Adzuna::API::Response::Category,travel-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkx3TFhhbFA4UkdXNmY2aW41LWhYQSIsImkiOiI1NzI5MzE3NDc5In0.Bga0M_vbJQf5jclVbWfdSuZDmxDWzWu0MESIHodwR70,1,37.868058,-122.285237,Adzuna::API::Response::Job,Registered Nurse (RN) - ICU,"Job Description Job type: Full Time Shift: Days Hours: Position Summary: Reporting to the Nursing Director, this position is responsible for planning, directing, coordinating, and providing high quality, individualized patient care using the components of the nursing process Minimum Education: Bachelor of Science in Nursing preferred Minimum Experience/Skills: Recent two (2) years RN ICU experience required; CV ICU RN experience preferred Licenses/Certificates/Credentials: Current California RN…",,93431.55,https://www.adzuna.com/land/ad/5729317479?se=vLwLXalP8RGW6f6in5-hXA&utm_medium=api&utm_source=abfa41a4&v=32D5303372EA3B4B1C137E754288E87C5D2B45DF,5729317479,93431.55,2026-05-14T10:10:22Z,Adzuna::API::Response::Location,"Berkeley, Alameda County","['US', 'California', 'Alameda County', 'Berkeley']",Adzuna::API::Response::Company,San Ramon Regional Medical Center,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyOTMxNzQ3NyIsInMiOiJ2THdMWGFsUDhSR1c2ZjZpbjUtaFhBIn0.c224gqK6IycG0jRLBR0B70ith4-KYmpm1EdL5gm_3Uk,1,26.149798,-97.913611,Adzuna::API::Response::Job,Registered Nurse (RN) - CCU,"Job Description This position may qualify for a sign-on bonus. Full Time, Nights Job Summary This role provides direct clinical patient care. The role will assume responsibility for assessing, planning, implementing direct clinical care to assigned patients on a per shift basis, and unit level. The role is responsible for supervision of staff to which appropriate care is delegated. The role is accountable to support CNO to ensure high quality, safe and appropriate nursing care, competency of cl…",,53308.65,https://www.adzuna.com/land/ad/5729317477?se=vLwLXalP8RGW6f6in5-hXA&utm_medium=api&utm_source=abfa41a4&v=20F31E4708AA9ED52956BAE46A44A9C90D16239E,5729317477,53308.65,2026-05-14T10:10:22Z,Adzuna::API::Response::Location,"Mercedes, Hidalgo County","['US', 'Texas', 'Hidalgo County', 'Mercedes']",Adzuna::API::Response::Company,Valley Baptist - Harlingen,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkx3TFhhbFA4UkdXNmY2aW41LWhYQSIsImkiOiI1NzI5MzE3NDg1In0.jZUOLzClh2LKIMYlcK2Wga9UPKOTtItfpT26MivoqJw,0,39.286121,-87.537315,Adzuna::API::Response::Job,CDL-A Truck Driver - Earn $55k-$92k/Year,"Job Description Heartland Express is Now Hiring Dedicated Regional CDL-A Truck Drivers Earn $55,000-$92,000 per Year - Home Weekly Quarterly Safety Bonus - No-Touch Freight (Must have a valid CDL-A license and 6 months of experience.) Advantages for Dedicated CDL-A Truck Drivers: Earn $55,000-$92,000 per year Average pay is $64,000 per year Home weekly Quarterly safety bonus: 1-3 CPM Dry van freight: no-touch freight  drop & hook Up to $2,000 401(k) match available Learn More About the Heartlan…",,55000.0,https://www.adzuna.com/land/ad/5729317485?se=vLwLXalP8RGW6f6in5-hXA&utm_medium=api&utm_source=abfa41a4&v=4E7DA0EFF7D25810D031C2368511115E2DFFEE65,5729317485,92000.0,2026-05-14T10:10:22Z,Adzuna::API::Response::Location,"Prairie Village, Vigo County","['US', 'Indiana', 'Vigo County', 'Prairie Village']",Adzuna::API::Response::Company,Heartland Express,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyOTMxNzQ3MiIsInMiOiJ2THdMWGFsUDhSR1c2ZjZpbjUtaFhBIn0.LD7Kt4b7NyXpJdxwlJtVA0MsJ0Z-fWmDc64xGnclfdQ,1,42.535743,-113.792795,Adzuna::API::Response::Job,Local CDL-A Truck Driver - Home Daily,"Job Description J.B. Hunt is Now Hiring Local CDL-A Company Drivers in Twin Falls, ID! Get Home Daily with J.B. Hunt! Top Pay & Benefits: Earn 83 - 85 CPM Drivers in this position over the last 6 - 12 months have achieved annualized earnings of $84,606 New hire training: $20 per hour each day of training Holiday pay: $300 per day Safety training: $20 per hour Local routes, home daily with 5 days on & 2 days off Paid online orientations Paid time off Qualifications: CDL Class A License At least …",,63852.08,https://www.adzuna.com/land/ad/5729317472?se=vLwLXalP8RGW6f6in5-hXA&utm_medium=api&utm_source=abfa41a4&v=C1741E844DA05B3EAC531B12C9ABB9166B0525D8,5729317472,63852.08,2026-05-14T10:10:22Z,Adzuna::API::Response::Location,"Burley, Cassia County","['US', 'Idaho', 'Cassia County', 'Burley']",Adzuna::API::Response::Company,J.B. Hunt,Trade & Construction Jobs,Adzuna::API::Response::Category,trade-construction-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyOTMxNzQ4MSIsInMiOiJ2THdMWGFsUDhSR1c2ZjZpbjUtaFhBIn0.JWQ6qm_imgw32sKBpkFwZW_x1ROXv9WB-dnFNr8NgcE,0,34.735989,-80.088119,Adzuna::API::Response::Job,CDL-A Truck Driver - Earn $55k-$92k/Year,"Job Description Heartland Express is Now Hiring Dedicated Regional CDL-A Truck Drivers Earn $55,000-$92,000 per Year - Home Weekly Quarterly Safety Bonus - No-Touch Freight (Must have a valid CDL-A license and 6 months of experience.) Advantages for Dedicated CDL-A Truck Drivers: Earn $55,000-$92,000 per year Average pay is $64,000 per year Home weekly Quarterly safety bonus: 1-3 CPM Dry van freight: no-touch freight  drop & hook Up to $2,000 401(k) match available Learn More About the Heartlan…",,55000.0,https://www.adzuna.com/land/ad/5729317481?se=vLwLXalP8RGW6f6in5-hXA&utm_medium=api&utm_source=abfa41a4&v=6E3700F724A63D7F5837120348FE213526186C9E,5729317481,92000.0,2026-05-14T10:10:22Z,Adzuna::API::Response::Location,"Chesterfield, Chesterfield County","['US', 'South Carolina', 'Chesterfield County', 'Chesterfield']",Adzuna::API::Response::Company,Heartland Express,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidkx3TFhhbFA4UkdXNmY2aW41LWhYQSIsImkiOiI1NzI5MzE3NDk2In0.Z14LItpIsF4wUZxiYVUGWgzLAi_TZwjXGAESHVZ3v5Q,0,38.675321,-91.769619,Adzuna::API::Response::Job,CDL-A Truck Driver - Home Daily - Earn Up to $90k/Year,"Job Description Sysco is Now Hiring Local CDL-A Delivery Drivers in Columbia, MO! Earn Up to $90,000 per Year Including Base and Incentives Home Daily - Comprehensive Benefits We offer our colleagues the opportunity to grow personally and professionally, to contribute to the success of a dynamic organization, and to serve others in a manner that exceeds their expectations. We’re looking for talented, hard-working individuals to join our team. Come grow with us and let us show you why Sysco is a…",,0.0,https://www.adzuna.com/land/ad/5729317496?se=vLwLXalP8RGW6f6in5-hXA&utm_medium=api&utm_source=abfa41a4&v=694D7D774F10EE6FA836082D6463320191C2D50B,5729317496,90000.0,2026-05-14T10:10:22Z,Adzuna::API::Response::Location,"Chamois, Osage County","['US', 'Missouri', 'Osage County', 'Chamois']",Adzuna::API::Response::Company,Sysco,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyOTMxNzQ4NyIsInMiOiJ2THdMWGFsUDhSR1c2ZjZpbjUtaFhBIn0.dqxRn_rAuRUWLLFEztFJVbR--XpO9MZzmOujZxCshPM,1,41.960304,-90.465133,Adzuna::API::Response::Job,CDL-A Truck Driver - 100% No-Touch Freight,"Job Description Paschall Truck Lines is Now Hiring CDL-A Solo and Team Drivers! Solos Earn Up To 64 CPM - Teams Earn Up To 79 CPM Split! We appreciate our drivers so much that we gave them the company! Anyone can say thank you, but at PTL, we put our appreciation in your pocket by paying you for the time you served, regardless of your MOS. PTL – 85 years in business and growing! A valid Class A CDL and 3 months of first-seat experience is required for this position. Top Pay & Benefits: Solo Dri…",,135742.61,https://www.adzuna.com/land/ad/5729317487?se=vLwLXalP8RGW6f6in5-hXA&utm_medium=api&utm_source=abfa41a4&v=EFB4DD9585C9EFDA12F8E817B13020C1FF94BED5,5729317487,135742.61,2026-05-14T10:10:22Z,Adzuna::API::Response::Location,"Charlotte, Clinton County","['US', 'Iowa', 'Clinton County', 'Charlotte']",Adzuna::API::Response::Company,Paschall Truck Lines,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,logistics-warehouse-jobs,
