description,id,salary_max,salary_is_predicted,salary_min,adref,latitude,redirect_url,longitude,title,created,__CLASS__,category.__CLASS__,category.tag,category.label,location.__CLASS__,location.display_name,location.area,company.display_name,company.__CLASS__,contract_time,contract_type
"Job Title: Sr. Embedded & Compute Software Developer Location: Remote - US or Canada Compensation: US: $130,000 - $160,000 USD  Bonus Eligible Canada: $110,000 - $140,000 CAD  Bonus Eligible This role is open to candidates based in the US or Canada. Compensation is location-based and will vary depending on experience, skills, and local market conditions. Who we are: Lynx delivers modular, open standards-based software that transforms how high-assurance, mission-critical edge systems are built, …",5849582315,136858.92,1,136858.92,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWnRCTDFwNmM4UkdnZDlYMjZHOVlRQSIsImkiOiI1ODQ5NTgyMzE1In0.C8LDvTT2wD43qh-IRUM_P6z_jl6_OvIkdHtBpHdhN_E,,https://www.adzuna.com/land/ad/5849582315?se=ZtBL1p6c8RGgd9X26G9YQA&utm_medium=api&utm_source=abfa41a4&v=DF3D029740AB5E42655C33BADDAA9C9607BD8B6A,,Sr. Embedded & Compute Software Developer,2026-08-20T08:33:04Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Location,US,['US'],Lynx Software Technologies,Adzuna::API::Response::Company,,
"Mission The mission of Speechify is to make sure that reading is never a barrier to learning. Over 50 million people use Speechify's text-to-speech products to turn whatever they're reading - PDFs, books, Google Docs, news articles, websites - into audio, so they can read faster, read more, and remember more. Speechify's text-to-speech reading products include its iOS app, Android App, Mac App, Chrome Extension, and Web App. Google recently named Speechify the Chrome Extension of the Year and A…",5849582312,209762.4,1,209762.4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWnRCTDFwNmM4UkdnZDlYMjZHOVlRQSIsImkiOiI1ODQ5NTgyMzEyIn0.enJNMErcQ6BKyd5uDPZFxCUpEqxqqa09gdYz9wAS5jU,30.320233,https://www.adzuna.com/land/ad/5849582312?se=ZtBL1p6c8RGgd9X26G9YQA&utm_medium=api&utm_source=abfa41a4&v=E552E2DDC55299BB16AB5B63D196AA120164A173,-97.865683,"Senior Software Engineer, Windows/Desktop Applications - Austin, TX, USA",2026-08-20T08:33:04Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Location,"Bee Cave, Travis County","['US', 'Texas', 'Travis County', 'Bee Cave']",Speechify Inc.,Adzuna::API::Response::Company,,
"We're building a world of health around every individual - shaping a more connected, convenient and compassionate health experience. At CVS Health , you'll be surrounded by passionate colleagues who care deeply, innovate with purpose, hold ourselves accountable and prioritize safety and quality in everything we do. Join us and be part of something bigger - helping to simplify health care one person, one family and one community at a time. Position Summary: CVS Shared Services Resources LLC, a C…",5849582275,98069.07,1,98069.07,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWnRCTDFwNmM4UkdnZDlYMjZHOVlRQSIsImkiOiI1ODQ5NTgyMjc1In0.C3kZAITTrZm5V3Ztt5bbEgOe0gxlZLjVMklB-OwQeC8,32.8137,https://www.adzuna.com/land/ad/5849582275?se=ZtBL1p6c8RGgd9X26G9YQA&utm_medium=api&utm_source=abfa41a4&v=28EDB249394B2B4005864A45BDB30621EE94E35B,-96.9485,Sr Machine Learning Engineer,2026-08-20T08:33:03Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Location,"Irving, Dallas","['US', 'Texas', 'Dallas', 'Irving']",CVS Health,Adzuna::API::Response::Company,,
"Mission Speechify is the easiest way to listen to the world's information. Articles on the web, documents in the cloud, books on your phone. We absorb it all and let you listen to it at your desk, on the go, at your own speed, and with tools that make learning easier, deeper, and faster. What streaming services have done for audio entertainment, we're doing for audio information. And whatever we're doing seems to be working. We're 1 in our category, and experiencing exponential growth. Overview…",5849582281,227115.03,1,227115.03,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTU4MjI4MSIsInMiOiJadEJMMXA2YzhSR2dkOVgyNkc5WVFBIn0._JVtRjjFVKXw71znpek2ox42Wmrq0CB1dANRr5wwkC4,32.726967,https://www.adzuna.com/land/ad/5849582281?se=ZtBL1p6c8RGgd9X26G9YQA&utm_medium=api&utm_source=abfa41a4&v=318000F47ACA264F730CC1F4891FE90695210232,-117.164709,"Senior Software Engineer, Core Experiences - San Diego, CA, USA",2026-08-20T08:33:03Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Location,"San Diego, San Diego County","['US', 'California', 'San Diego County', 'San Diego']",Speechify Inc.,Adzuna::API::Response::Company,,
"Job Description Our Dallas based manufacturing client is looking for a Data & AI Governance Lead. This is a foundational enterprise role responsible for building and operationalizing our client's Data & AI Governance capability from the ground up. JOB RESPONSIBILITIES Governance Buildout & Adoption Build company's enterprise Data & AI Governance operating model, including governance roles, decision rights, stewardship responsibilities, escalation paths, templates, operating cadence, and adoptio…",5849582278,153040.3,1,153040.3,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTU4MjI3OCIsInMiOiJadEJMMXA2YzhSR2dkOVgyNkc5WVFBIn0.Ua2snaRthcFiW403uRUBrIEczWK_Pw1Yccv6QE6TsFM,32.956727,https://www.adzuna.com/land/ad/5849582278?se=ZtBL1p6c8RGgd9X26G9YQA&utm_medium=api&utm_source=abfa41a4&v=91BD25BE21EB69711D15675FB011BC9AA8E0DF0A,-96.839876,Data & AI Governance Lead,2026-08-20T08:33:03Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Location,"Addison, Dallas","['US', 'Texas', 'Dallas', 'Addison']",Bravo Technical Resources,Adzuna::API::Response::Company,,
"Qualitrol Job Description Role: Sr. Process Engineer Location: Fairport, NY Why this is a great place to work It all starts with the people and the culture. You will love working with colleagues who have a genuine desire to innovate and solve complex problems. This keeps us wired. Our culture is one of continuous improvement. We each come into work every day striving to make the organization a little better than it was the day before. We ask the tough questions and push each other to be bold. T…",5849582269,89039.5,1,89039.5,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTU4MjI2OSIsInMiOiJadEJMMXA2YzhSR2dkOVgyNkc5WVFBIn0.demPAbOCZOhquYDPkEl0xl2TbIxDcAwd4aiORd9S_pE,43.088572,https://www.adzuna.com/land/ad/5849582269?se=ZtBL1p6c8RGgd9X26G9YQA&utm_medium=api&utm_source=abfa41a4&v=F96EF5527FA6036BD2ED43D1BC3843FA36332F86,-77.432766,Senior Process Engineering,2026-08-20T08:33:03Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Location,"Fairport, Monroe County","['US', 'New York', 'Monroe County', 'Fairport']",Ralliant,Adzuna::API::Response::Company,,
"Position Title: Manager, Application Engineering Position Summary The Manager of Application Engineering leads a team of Application Engineers and Technical Support professionals responsible for delivering world-class technical support, application expertise, and customer solutions across the product portfolio. This role serves as the bridge between customers, Sales, Product Management, Engineering, and Operations to ensure exceptional customer experience while driving continuous improvement in…",5849582276,152349.33,1,152349.33,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTU4MjI3NiIsInMiOiJadEJMMXA2YzhSR2dkOVgyNkc5WVFBIn0.x2hnpP67fw3sjh1FWVxJLCc4KB3mlYF5hZWxAPCbJiw,42.48774,https://www.adzuna.com/land/ad/5849582276?se=ZtBL1p6c8RGgd9X26G9YQA&utm_medium=api&utm_source=abfa41a4&v=364712CAEF463F3BE8C6528303C16F5C3E10F2DE,-71.51844,"Manager, Application Engineering",2026-08-20T08:33:03Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Location,"Boxborough, Middlesex County","['US', 'Massachusetts', 'Middlesex County', 'Boxborough']",Ralliant,Adzuna::API::Response::Company,,
"I. Job ProfileJob TitleManufacturing EngineerDepartmentTempering PreassemblyDirect SupervisorLead SupervisorDirect SubordinatesNoneII. Job Summary? Responsible for improving pretreatment product quality, reducing the scrap rate in the pretreatment production process, enhancing output; III. Job Functions and Duties NO.Representative Duties1Analyze and improve manufacturing processes to increase efficiency and reduce waste.2Develop, implement, and optimize production workflows, layouts, and stand…",5849582270,59266.11,1,59266.11,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWnRCTDFwNmM4UkdnZDlYMjZHOVlRQSIsImkiOiI1ODQ5NTgyMjcwIn0.A_JgRCtiGSXqZlf1MEv3tVTr09V7ZqXZ1HEBNcu-pWA,39.720697,https://www.adzuna.com/land/ad/5849582270?se=ZtBL1p6c8RGgd9X26G9YQA&utm_medium=api&utm_source=abfa41a4&v=AD034F7E75201EF1D5442EFC855E44793E5EF071,-84.19362,Manufacturing Engineer - Tempering Pre-Assembly Dept,2026-08-20T08:33:03Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,manufacturing-jobs,Manufacturing Jobs,Adzuna::API::Response::Location,"Moraine, Montgomery County","['US', 'Ohio', 'Montgomery County', 'Moraine']","Fuyao Glass America, Inc.",Adzuna::API::Response::Company,,
"Overview Provides automation, electrical engineering, technical, and process engineering support for facility and continuous process lines operations Responsibilities Reviews engineering logs, production performance, and data to troubleshoot operational questions and problems. Provides electrical and automation repairs and improvements. Acts as a resource for quality-related items (coil research, production and engineering logs, sales questions). Responsible for documentation such as print upda…",5849582282,103707.41,1,103707.41,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWnRCTDFwNmM4UkdnZDlYMjZHOVlRQSIsImkiOiI1ODQ5NTgyMjgyIn0.sooKQFrfQgIF2e5pIq5eU4dBffx5RcHEzpg8u9NmLEg,40.444374,https://www.adzuna.com/land/ad/5849582282?se=ZtBL1p6c8RGgd9X26G9YQA&utm_medium=api&utm_source=abfa41a4&v=F17EC6988C5757E35EFC69B343F9AE45F8232708,-79.941817,Electrical Engineer,2026-08-20T08:33:03Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Location,"Bloomfield, Allegheny County","['US', 'Pennsylvania', 'Allegheny County', 'Bloomfield']","Steel Dynamics, Inc.",Adzuna::API::Response::Company,,
"At U.S. Bank, we're on a journey to do our best. Helping the customers and businesses we serve to make better and smarter financial decisions and enabling the communities we support to grow and succeed. We believe it takes all of us to bring our shared ambition to life, and each person is unique in their potential. A career with U.S. Bank gives you a wide, ever-growing range of opportunities to discover what makes you thrive at every stage of your career. Try new things, learn new skills and di…",5849581838,194815.77,1,194815.77,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWnRCTDFwNmM4UkdnZDlYMjZHOVlRQSIsImkiOiI1ODQ5NTgxODM4In0.JxS1i0hEqPuESPsG8KuU_hTarecZSKfN9ClpnKJYjO8,41.9613,https://www.adzuna.com/land/ad/5849581838?se=ZtBL1p6c8RGgd9X26G9YQA&utm_medium=api&utm_source=abfa41a4&v=CD4B595E17166F63D47D1A489C07FF48B6503D15,-87.8849,AI Platform Chief Architect,2026-08-20T08:32:36Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Location,"Schiller Park, Cook County","['US', 'Illinois', 'Cook County', 'Schiller Park']",U.S. Bank,Adzuna::API::Response::Company,,
"Job Req ID: 107365 Job Type: Full-time Work Category: Onsite, Application Close Date: 10/04/2026 Sponsorship: Not Available Compensation: $27.25 -$27.25 Duration: January 2027 - June 2027 *Important Information* Applications will not be reviewed until the application close date. (Please Note: This internship is a full-time opportunity requiring a commitment of 40 hours per week). Gallo Privacy Policy We are GALLO We're a family-owned company with a 90 year legacy, that's consistently recognized…",5849581845,58366.41,1,58366.41,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTU4MTg0NSIsInMiOiJadEJMMXA2YzhSR2dkOVgyNkc5WVFBIn0.UMOZqkYBuf46IeVFuyVYZOIJkSNbxfsn2dpHkSXeoVM,36.84102,https://www.adzuna.com/land/ad/5849581845?se=ZtBL1p6c8RGgd9X26G9YQA&utm_medium=api&utm_source=abfa41a4&v=DED7B4904E43D9E99FE74A5C4E04671ED11586E5,-119.80044,Engineering Internship (January-June 2027),2026-08-20T08:32:36Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Location,"Fresno, Fresno County","['US', 'California', 'Fresno County', 'Fresno']",E&J Gallo Winery,Adzuna::API::Response::Company,,
"About Carrier Carrier Global Corporation, global leader in intelligent climate and energy solutions, is committed to creating innovations that bring comfort, safety and sustainability to life. Through cutting-edge advancements in climate solutions such as temperature control, air quality and transportation, we improve lives, empower critical industries and ensure safe transport of food, lifesaving medicines and more. Since inventing modern air conditioning in 1902, we lead with purpose: enhanci…",5849581834,123114.73,1,123114.73,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTU4MTgzNCIsInMiOiJadEJMMXA2YzhSR2dkOVgyNkc5WVFBIn0.cu_W2Kie1WEPje9FTPXX5FJGbep2dbgPbeSIPDhXixU,40.89095,https://www.adzuna.com/land/ad/5849581834?se=ZtBL1p6c8RGgd9X26G9YQA&utm_medium=api&utm_source=abfa41a4&v=A3EB53354F2C6786A999C28FA6EC2409803B1A06,-74.1315,Associate Field Engineer - Automated Logic,2026-08-20T08:32:36Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Location,"Clifton, Passaic County","['US', 'New Jersey', 'Passaic County', 'Clifton']",Carrier Corporation,Adzuna::API::Response::Company,,
"Role : Software Engineer -II ( ) Location : Dallas, TX ( Hybrid role , NO 100% REMOTE) ( LOCALS ONLY) Blue Yonder Defense Solutions Company, is the pioneer in multi-party supply chain network technology, and is changing the way the world's Defense Organizations make business decisions and provide critical logistics capabilities to the warfighter. To realize our potential, we need highly intelligent, collaborative people who are committed to solving challenging problems in a dynamic environment.…",5849581805,137096.67,1,137096.67,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTU4MTgwNSIsInMiOiJadEJMMXA2YzhSR2dkOVgyNkc5WVFBIn0.jHqEbS0bbaRMhh9ULmQtiwQ6A-ViCUkJelJ2zLcofr4,32.760168,https://www.adzuna.com/land/ad/5849581805?se=ZtBL1p6c8RGgd9X26G9YQA&utm_medium=api&utm_source=abfa41a4&v=84CE62D88F3D822498D415D5EF3FB173F49F65D0,-96.765058,Software Engineer- II ( ),2026-08-20T08:32:35Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Location,"Highland Park, Dallas","['US', 'Texas', 'Dallas', 'Highland Park']",Blue Yonder,Adzuna::API::Response::Company,,
"Duties Description The New York State Education Department's (NYSED) Office of Information Technology Services (ITS) is seeking candidates to fill an Information Technology Specialist 3 (Data Communications) position within the Microsoft 365 unit on the Shared Platform Services Team. Reporting to an Information Technology Specialist 4, the incumbent will serve as a senior technical resource responsible primarily for Microsoft Teams Phone and Microsoft Teams administration, while also supporting…",5849581822,64951.07,1,64951.07,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTU4MTgyMiIsInMiOiJadEJMMXA2YzhSR2dkOVgyNkc5WVFBIn0.AlC8ZnPPXPwsqfik7uZ9ymi-kxnR9pPC8EzriDq9crY,42.64469,https://www.adzuna.com/land/ad/5849581822?se=ZtBL1p6c8RGgd9X26G9YQA&utm_medium=api&utm_source=abfa41a4&v=8FBCE6622F053410F7911DEEAE27FCAD167D853F,-73.80007,"Information Technology Specialist 3 (Data Communications), (NY HELPS), Box PIMS-1162/01716",2026-08-20T08:32:35Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Location,"Elsmere, Albany County","['US', 'New York', 'Albany County', 'Elsmere']",StateJobsNY,Adzuna::API::Response::Company,,
Job Description Must meet agency inoffice requirements Salary commensurate with experience and qualifications TEXAS WATER DEVELOPMENT BOARD'S MISSION Leading the state's efforts in ensuring a secure water future for Texas. WORKING AT THE TWDB See why our work makes an impact ! Find out why the TWDB is a great place to work . Make a positive difference for the state of Texas. We encourage you to apply for positions that match your qualifications. The Texas Water Development Board (TWDB) offers a…,5849581809,128161.37,1,128161.37,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWnRCTDFwNmM4UkdnZDlYMjZHOVlRQSIsImkiOiI1ODQ5NTgxODA5In0.x7eegVxLomssfUApRmpCf8uP98By1eE1O4v9kGBuR2c,30.320233,https://www.adzuna.com/land/ad/5849581809?se=ZtBL1p6c8RGgd9X26G9YQA&utm_medium=api&utm_source=abfa41a4&v=AA5545389137334C74A79845837CD1A48CF9127B,-97.865683,TWDB - 26-122: Application Development Manager (Manager IV),2026-08-20T08:32:35Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Location,"Bee Cave, Travis County","['US', 'Texas', 'Travis County', 'Bee Cave']",CAPPS,Adzuna::API::Response::Company,,
"ADVANCE YOUR CAREER. ADVANCE THE WORLD. At AMD, we believe technology can change lives for the better. It can heal us, entertain us, and make us more connected, productive, and understanding of the world around us. And we're looking for talent who feel the same: people who want to leave the planet better than they found it, those who don't shy away from humanity's challenges but are determined to help solve them. AMD is powering the next generation of supercomputing, high-performance computing,…",5849581827,122420.79,1,122420.79,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTU4MTgyNyIsInMiOiJocHBDMTU2YzhSR3dCZTYzektNRXR3In0.xhm9KykTA47WycWCKSrzvQvypJd_liDEUULCGd4hJmI,30.320233,https://www.adzuna.com/land/ad/5849581827?se=hppC156c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=E8FC4AFC3D13CF4987774EFDE28034905BAE1F9C,-97.865683,Sr. Systems Design Engineer,2026-08-20T08:32:35Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Location,"Bee Cave, Travis County","['US', 'Texas', 'Travis County', 'Bee Cave']",AMD ,Adzuna::API::Response::Company,,
"Work Location: Mount Laurel, New Jersey, United States of America Hours: 40 Pay Details: $96,130 - $155,950 USD TD is committed to providing fair and equitable compensation opportunities to all colleagues. Growth opportunities and skill development are defining features of the colleague experience at TD. Our compensation policies and practices have been designed to allow colleagues to progress through the salary range over time as they progress in their role. The base pay actually offered may v…",5849581819,148441.4,1,148441.4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaHBwQzE1NmM4Ukd3QmU2M3pLTUV0dyIsImkiOiI1ODQ5NTgxODE5In0.Ki7RI-JpbBwdfaULhzHDp8CHcDRAsQ25Z6PEAnmL3zc,39.958025,https://www.adzuna.com/land/ad/5849581819?se=hppC156c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=7C40F6EC2BE6365809E7A8AF2913DBFB793F33C1,-74.898485,Data Scientist III - FCRM Risk Modeling,2026-08-20T08:32:35Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Location,"Mount Laurel Township, Burlington County","['US', 'New Jersey', 'Burlington County', 'Mount Laurel Township']",TD Bank Group,Adzuna::API::Response::Company,,
"Summary This is a public notice flyer to notify interested applicants of anticipated vacancies. Applications will not be accepted through this flyer. Interested applicants must follow the directions in the ""How to Apply"" section of this flyer to be considered. There may or may not be actual vacancies filled from this flyer. Notice of Result letters will not be sent to applicants who respond to this flyer. Learn more about this agency Duties Help You will design training course to meet managemen…",5849581811,208221.94,1,208221.94,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTU4MTgxMSIsInMiOiJocHBDMTU2YzhSR3dCZTYzektNRXR3In0.58LpCnmXK63XJ4hLdD4NHxEiYmx2nauD2099NwNLRH0,47.579936,https://www.adzuna.com/land/ad/5849581811?se=hppC156c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=658D18086D79D429AB061AA4C95047C5C9C299CB,-122.704232,NUCLEAR ENGINEER,2026-08-20T08:32:35Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Location,"Kitsap Lake, Kitsap County","['US', 'Washington', 'Kitsap County', 'Kitsap Lake']",U.S. Pacific Fleet,Adzuna::API::Response::Company,,
"Position Summary About LMD Trust and Safety LMD Trust and Safety safeguards the Spark Driver ecosystem by building and operating programs that reduce fraud, protect customers and drivers, and enable sustainable platform growth. We run a data- and risk-driven operating model that blends technology, vendor partnerships, and cross-functional execution to deliver resilient, compliant solutions at scale. This role is central to ensuring identity workflows are stable, defensible, and continuously imp…",5849581824,123303.55,1,123303.55,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaHBwQzE1NmM4Ukd3QmU2M3pLTUV0dyIsImkiOiI1ODQ5NTgxODI0In0.lGN9QgLAsSlzobS2dtD3vQDUZao_iD-owYVq9NLbwKc,36.3645,https://www.adzuna.com/land/ad/5849581824?se=hppC156c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=6E0619BFEFBA4F456824CFB30DF48F130DDD504E,-94.221751,"Director, Technology Operations -(Digital Identity) - LMD Trust and Safety",2026-08-20T08:32:35Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Location,"Bentonville, Benton County","['US', 'Arkansas', 'Benton County', 'Bentonville']",Walmart Inc.,Adzuna::API::Response::Company,,
"Overview We are designing the grid of the future! The Distribution Planning Engineer II will support utility distribution planning initiatives in a client-facing role. The engineer will work closely with utility stakeholders and EPE leadership to develop and perform computer modeling, technical analysis, and engineering studies related to electric distribution systems. Responsibilities include conducting distribution planning studies, short circuit and protection coordination studies, system de…",5849581810,113701.91,1,113701.91,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTU4MTgxMCIsInMiOiJocHBDMTU2YzhSR3dCZTYzektNRXR3In0.pshUVDz56lUNd-d899vccVoDlg2NnHc8FL1cw-m4l6I,30.320233,https://www.adzuna.com/land/ad/5849581810?se=hppC156c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=DBA8C41BE626326F0B2CAFB634247F67FF7CFEA1,-97.865683,Distribution Planning Engineer II,2026-08-20T08:32:35Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Location,"Bee Cave, Travis County","['US', 'Texas', 'Travis County', 'Bee Cave']",Electric Power Engineers,Adzuna::API::Response::Company,,
"Summary This is a public notice flyer to notify interested applicants of anticipated vacancies. Applications will not be accepted through this flyer. Interested applicants must follow the directions in the ""How to Apply"" section of this flyer to be considered. There may or may not be actual vacancies filled from this flyer. Notice of Result letters will not be sent to applicants who respond to this flyer. Learn more about this agency Duties Help You will visit construction sites to observe cond…",5849581813,117322.38,1,117322.38,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaHBwQzE1NmM4Ukd3QmU2M3pLTUV0dyIsImkiOiI1ODQ5NTgxODEzIn0.67oi_Rib6jwlNHJu68hFtGuOqxww_LYtgc01er1zzxc,35.631186,https://www.adzuna.com/land/ad/5849581813?se=hppC156c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=3D1F8896FB41E922F61EAB7C497D3EF035DBFE1E,-79.472486,ELECTRICAL ENGINEER,2026-08-20T08:32:35Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,engineering-jobs,Engineering Jobs,Adzuna::API::Response::Location,"North Carolina, US","['US', 'North Carolina']",U.S. Marine Corps,Adzuna::API::Response::Company,,
"Senior Application Developer / Technical Lead Position Summary We are seeking an experienced Senior Application Developer / Technical Lead to provide technical leadership and hands-on development across a portfolio of enterprise customer service applications. This is a contract-to-hire opportunity for a senior full-stack developer who can manage multiple applications, lead technical initiatives, and collaborate effectively with both onshore and offshore development resources. The role will have…",5849581807,138973.58,1,138973.58,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaHBwQzE1NmM4Ukd3QmU2M3pLTUV0dyIsImkiOiI1ODQ5NTgxODA3In0.bdRB_LHEvzdC6U9zi-s65CcpbqpHwOoN3f2DroGCUyA,40.0758,https://www.adzuna.com/land/ad/5849581807?se=hppC156c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=0827F22E1187BBBA53E69C8D5F86F05D4F8B307E,-75.1277,Senior Application Developer,2026-08-20T08:32:35Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Location,"Elkins Park, Montgomery County","['US', 'Pennsylvania', 'Montgomery County', 'Elkins Park']",IntePros,Adzuna::API::Response::Company,,
"At Zelis, we Get Stuff Done. So, let's get to it! A Little About Us Zelis is modernizing the healthcare financial experience across payers, providers, and healthcare consumers. We serve more than 750 payers, including the top five national health plans, regional health plans, TPAs and millions of healthcare providers and consumers across our platform of solutions. Zelis sees across the system to identify, optimize, and solve problems holistically with technology built by healthcare experts - dr…",5849581812,169289.86,1,169289.86,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaHBwQzE1NmM4Ukd3QmU2M3pLTUV0dyIsImkiOiI1ODQ5NTgxODEyIn0.5kHUbXjGC14L2p5fsIWZUM-KwHmu0wEhlj8m6hgg4oM,40.288232,https://www.adzuna.com/land/ad/5849581812?se=hppC156c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=5F96C0907E58E9B77B6380938EDFEF754D12FF57,-74.617769,"Manager, Software Engineering",2026-08-20T08:32:35Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Location,"New Jersey, US","['US', 'New Jersey']",Zelis,Adzuna::API::Response::Company,,
"Job Req ID: 107500 Job Type: Full-time Work Category: Hybrid Telecommute, Application Close Date: 10/18/2026 Sponsorship: Not Available Compensation: $26.50 - $28.50 / hour Duration: 10 week Anticipated Start Date: June 2027 As part of the first-round interview process, qualified applicants will be required to submit a self-recorded video using Paradox, and complete a coding assessment. *Important Information* Applications will not be reviewed until the application close date. Gallo Privacy Pol…",5849581815,49763.77,1,49763.77,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0OTU4MTgxNSIsInMiOiJocHBDMTU2YzhSR3dCZTYzektNRXR3In0.fj9VnCXBpfSJfwjvGzi8GlfxS8IoJCri5fu3UE5PhYU,37.62163,https://www.adzuna.com/land/ad/5849581815?se=hppC156c8RGwBe63zKMEtw&utm_medium=api&utm_source=abfa41a4&v=0729F186FDB0AB87519195D948A1DA99F08BD8D2,-120.998592,IT Data Analyst Internship 2027,2026-08-20T08:32:35Z,Adzuna::API::Response::Job,Adzuna::API::Response::Category,it-jobs,IT Jobs,Adzuna::API::Response::Location,"Modesto, Stanislaus County","['US', 'California', 'Stanislaus County', 'Modesto']",E&J Gallo Winery,Adzuna::API::Response::Company,,
