description,latitude,redirect_url,created,contract_time,salary_is_predicted,salary_max,__CLASS__,adref,longitude,id,title,salary_min,company.__CLASS__,company.display_name,location.display_name,location.__CLASS__,location.area,category.tag,category.__CLASS__,category.label,contract_type
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE Responsible for upkeep and maintenance of warehouse-related equipment (i.e. pallet jacks, highlifts, forklifts, batteries, etc). This keeps day and night warehouse operations functional to ensure efficient shipping and receiving of product. JOIN THE US FOODS TEAM! Ready to build a career with a company that’s leading the foodservice industry? $28 -…",42.841206,https://www.adzuna.com/details/5812403474?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:57Z,full_time,1,45125.09,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VRZzJLbUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyNDAzNDc0In0.9eFhIEFnTEVQ9Oo92e2FefMnQ26TY_rZpmZ7XTfG6C0,-84.162043,5812403474,Electro Mechanical Facilities Technician,45125.09,Adzuna::API::Response::Company,"US Foods, Inc.","Morrice, Shiawassee County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Shiawassee County', 'Morrice']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE Responsible for upkeep and maintenance of warehouse-related equipment (i.e. pallet jacks, highlifts, forklifts, batteries, etc). This keeps day and night warehouse operations functional to ensure efficient shipping and receiving of product. Join Our Community of Food People! We help you make it! US FOODS® is one of the largest food distributors wit…",40.904456,https://www.adzuna.com/details/5812403475?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:57Z,full_time,1,50371.74,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQwMzQ3NSIsInMiOiJrRVFnMkttRzhSRy1nSmxENDFETU5nIn0.mcpBf9R7bpwuKjPs7ewBmy7VGSjF0pDS2iqV7SuhPYc,-75.70696,5812403475,Maintenance Mechanic,50371.74,Adzuna::API::Response::Company,"US Foods, Inc.","Jim Thorpe, Carbon County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Carbon County', 'Jim Thorpe']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE Responsible for upkeep and maintenance of warehouse-related equipment (i.e. pallet jacks, highlifts, forklifts, batteries, etc). This keeps day and night warehouse operations functional to ensure efficient shipping and receiving of product. MAINTENANCE MECHANIC BECOME A US FOODS® TEAM MEMBER! We help YOU make it! US FOODS® is one of the largest foo…",36.292313,https://www.adzuna.com/details/5812403476?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:57Z,full_time,1,44023.3,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VRZzJLbUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyNDAzNDc2In0.5hLDDJbHYzYMtlfCWjCzKlR5f6cXDnhusJPNm3ACEyU,-97.288335,5812403476,Maintenance Mechanic,44023.3,Adzuna::API::Response::Company,"US Foods, Inc.","Perry, Noble County",Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Noble County', 'Perry']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE To provide a safe and reliable fleet by performing preventative maintenance and proper repairs on all fleet equipment. ​ JOIN OUR FLEET TEAM! Tool allowance included to support your trade. Our Diesel Mechanics start at $28.00/hour DOE 401K with 2% automatic company contribution plus company match up to an additional 6%. Medical Benefits Start Day O…,35.699211,https://www.adzuna.com/details/5812403471?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:55Z,full_time,1,63664.01,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VRZzJLbUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyNDAzNDcxIn0.pZChLch-vTvnKYzAzHxGKquNRzPsJLDh6zWyBH1q0fM,-86.101055,5812403471,Fleet Mechanic,63664.01,Adzuna::API::Response::Company,"US Foods, Inc.","Woodbury, Cannon County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'Cannon County', 'Woodbury']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE Responsible for upkeep and maintenance of warehouse-related equipment (i.e. pallet jacks, highlifts, forklifts, batteries, etc). This keeps day and night warehouse operations functional to ensure efficient shipping and receiving of product. Join Our Community of Food People! We help you make it! US FOODS® is one of the largest food distributors wit…",40.480467,https://www.adzuna.com/details/5812403468?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:55Z,full_time,1,44018.6,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VRZzJLbUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyNDAzNDY4In0.kDO2NUKb15JKh5BEITzq6_p7YZvsIw2K9drccjomd64,-75.758111,5812403468,Maintenance Mechanic,44018.6,Adzuna::API::Response::Company,"US Foods, Inc.","Lyons, Berks County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Berks County', 'Lyons']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE Responsible for upkeep and maintenance of warehouse-related equipment (i.e. pallet jacks, highlifts, forklifts, batteries, etc). This keeps day and night warehouse operations functional to ensure efficient shipping and receiving of product. MAINTENANCE MECHANIC BECOME A US FOODS® TEAM MEMBER! We help YOU make it! US FOODS® is one of the largest foo…",35.218005,https://www.adzuna.com/details/5812403465?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:55Z,full_time,1,50875.43,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VRZzJLbUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyNDAzNDY1In0.pvJGTVvnN8-hAf6K9GA3jfLrju18dHKdZkkxqpB5aMk,-97.416789,5812403465,Maintenance Mechanic,50875.43,Adzuna::API::Response::Company,"US Foods, Inc.","Noble, Cleveland County",Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Cleveland County', 'Noble']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE Responsible for upkeep and maintenance of warehouse-related equipment (i.e. pallet jacks, highlifts, forklifts, batteries, etc). This keeps day and night warehouse operations functional to ensure efficient shipping and receiving of product. Join Our Community of Food People! We help you make it! US FOODS® is one of the largest food distributors wit…",40.349946,https://www.adzuna.com/details/5812403469?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:55Z,full_time,1,44837.76,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQwMzQ2OSIsInMiOiJrRVFnMkttRzhSRy1nSmxENDFETU5nIn0.Ek_uiarrdgqv_ZKPzww1fC0BReACo8nuJTODFYqAxEM,-75.447882,5812403469,Maintenance Mechanic,44837.76,Adzuna::API::Response::Company,"US Foods, Inc.","Sumneytown, Montgomery County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Montgomery County', 'Sumneytown']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BECOME A US FOODS® DRIVER! Ready to build a career with a company that’s leading the foodservice industry? THIS POSITION DISPATCHES FROM OUR CHAMPLAIN, NY YARD We Help YOU Make It! $15,000 RETENTION BONUS FOR ELIGIBLE NEW HIRES! Our Delivery Drivers start at: $31.19 per hour Increased to $36.71 per hour once training is successfully completed 401K with 2% automa…",44.939304,https://www.adzuna.com/details/5812403467?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:55Z,full_time,1,82300.65,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VRZzJLbUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyNDAzNDY3In0.9h6Zp5CKw9MaYnkeaXLDqshYi18OTIXJzllVA5A96RA,-73.021255,5812403467,Delivery Driver - Champlain depot,82300.65,Adzuna::API::Response::Company,"US Foods, Inc.","Beaulieus Corner, Franklin County",Adzuna::API::Response::Location,"['US', 'Vermont', 'Franklin County', 'Beaulieus Corner']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE Responsible for upkeep and maintenance of warehouse-related equipment (i.e. pallet jacks, highlifts, forklifts, batteries, etc). This keeps day and night warehouse operations functional to ensure efficient shipping and receiving of product. JOIN THE US FOODS TEAM! Ready to build a career with a company that’s leading the foodservice industry? $28 -…",42.5057,https://www.adzuna.com/details/5812403466?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:55Z,full_time,1,52032.26,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQwMzQ2NiIsInMiOiJrRVFnMkttRzhSRy1nSmxENDFETU5nIn0.CfsXZ5e0u9LU9G0VLJ768Ej5WTuepJHptwOkdawxty4,-83.625877,5812403466,Electro Mechanical Facilities Technician,52032.26,Adzuna::API::Response::Company,"US Foods, Inc.","New Hudson, Oakland County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Oakland County', 'New Hudson']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE To provide a safe and reliable fleet by performing preventative maintenance and proper repairs on all fleet equipment. ​ JOIN OUR FLEET TEAM! Tool allowance included to support your trade. Our Diesel Mechanics start at $28.00/hour DOE 401K with 2% automatic company contribution plus company match up to an additional 6%. Medical Benefits Start Day O…,36.21111,https://www.adzuna.com/details/5812403463?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:54Z,full_time,1,63360.43,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQwMzQ2MyIsInMiOiJrRVFnMkttRzhSRy1nSmxENDFETU5nIn0.4SyVIbSHCuLtwJxG_X12C0eNPAdBLEMDExbNghX_JUQ,-85.817709,5812403463,Fleet Mechanic,63360.43,Adzuna::API::Response::Company,"US Foods, Inc.","Mc Clures Bend, Smith County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'Smith County', 'Mc Clures Bend']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE Responsible for upkeep and maintenance of warehouse-related equipment (i.e. pallet jacks, highlifts, forklifts, batteries, etc). This keeps day and night warehouse operations functional to ensure efficient shipping and receiving of product. Join Our Community of Food People! We help you make it! US FOODS® is one of the largest food distributors wit…",41.209144,https://www.adzuna.com/details/5812403464?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:54Z,full_time,1,42281.07,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VRZzJLbUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyNDAzNDY0In0.mMFlq7WKz_HQH9du1F64S4oiVkSCsIOHYiohFpnNBsI,-75.233375,5812403464,Maintenance Mechanic,42281.07,Adzuna::API::Response::Company,"US Foods, Inc.","Barrett Township, Monroe County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Monroe County', 'Barrett Township']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"Merchandiser Our merchandisers are the heart and soul of Jacent. They're on the front lines in more than 17,000 stores placing just the right products, building displays, and working with store personnel  right in their own community. Our people are what makes us special and makes us the 1 impulse merchandising company in North America. We are looking for individuals that align with our culture pillars of We Always Play Offense, We Are Solutions Oriented, We Deliver Legendary Service, We Act wi…",35.091816,https://www.adzuna.com/details/5812403462?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:53Z,,1,42451.78,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQwMzQ2MiIsInMiOiJrRVFnMkttRzhSRy1nSmxENDFETU5nIn0.lByY8PeQUWqZbvu7xi01VwEFKgLa8O7GmcUi6vigaAk,-77.014593,5812403462,Merchandiser,42451.78,Adzuna::API::Response::Company,Jacent Strategic Merchandising,"Bridgeton, Craven County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Craven County', 'Bridgeton']",retail-jobs,Adzuna::API::Response::Category,Retail Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE To provide a safe and reliable fleet by performing preventative maintenance and proper repairs on all fleet equipment. Compensation depends on relevant experience and/or education, specific skills, function, geographic location, and other factors as applicable by law. The expected base rate for this role is 33.80 per hour. This role will also recei…",37.793547,https://www.adzuna.com/details/5812403459?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:52Z,full_time,1,82065.52,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VRZzJLbUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyNDAzNDU5In0.dYd_nudUOBFJkEKaui3dj1caXEN0MLSFqwWHa5BZKPw,-122.419329,5812403459,Associate Fleet Mechanic,82065.52,Adzuna::API::Response::Company,"US Foods, Inc.","Nob Hill, San Francisco",Adzuna::API::Response::Location,"['US', 'California', 'San Francisco', 'Nob Hill']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! Our CDL A Delivery Truck Drivers start at $27.11 an hour as well as Incentive Pay. We are looking for Delivery Truck Drivers who relish the chance to push their potential, grow and reap the rewards of joining the US FOODS® family. Current schedule is Monday through Friday starting EARLY AM to finish. We help YOU make it! US FOODS ® i s one of the largest food di…",35.269809,https://www.adzuna.com/details/5812403458?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:52Z,full_time,1,73005.84,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VRZzJLbUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyNDAzNDU4In0.zFVL1z4APalllHx6dyuga3HaA_QI4nuIkHmC1V1vXtk,-81.104754,5812403458,CLASS A DELIVERY DRIVER,73005.84,Adzuna::API::Response::Company,"US Foods, Inc.","Lowell, Gaston County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Gaston County', 'Lowell']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,contract
"Job Description ConGlobal is the go-to expert for multimodal, industrial terminal operations. ConGlobal has been firmly planted in the intermodal industry for more than half a century. From the time Malcom McLean brought the shipping container to the world, we’ve kept our finger on the pulse of the industry and the needs of our customers. The result is an ever-growing list of services that meet ever-evolving needs. We are passionate about innovation and continue to lead the industry in developi…",37.92599,https://www.adzuna.com/details/5812403453?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:50Z,full_time,1,39500.11,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VRZzJLbUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyNDAzNDUzIn0._nbcqlHg763OONmUPh3KXFQnT6MDPo5653MBTyIgTro,-122.334111,5812403453,Car Loader and Unloader,39500.11,Adzuna::API::Response::Company,ConGlobal,"El Cerrito, Contra Costa County",Adzuna::API::Response::Location,"['US', 'California', 'Contra Costa County', 'El Cerrito']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE To provide a safe and reliable fleet by performing preventative maintenance and proper repairs on all fleet equipment. ​ JOIN OUR FLEET TEAM! Tool allowance included to support your trade. Our Diesel Mechanics start at $28.00/hour DOE 401K with 2% automatic company contribution plus company match up to an additional 6%. Medical Benefits Start Day O…,35.714734,https://www.adzuna.com/details/5812403455?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:50Z,full_time,1,64356.13,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VRZzJLbUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyNDAzNDU1In0.rghcGyy256X-D8y6XaamDBCTRzbNTfeY3l3NGq5EA90,-85.446065,5812403455,Fleet Mechanic,64356.13,Adzuna::API::Response::Company,"US Foods, Inc.","Spencer, Van Buren County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'Van Buren County', 'Spencer']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE Responsible for upkeep and maintenance of warehouse-related equipment (i.e. pallet jacks, highlifts, forklifts, batteries, etc). This keeps day and night warehouse operations functional to ensure efficient shipping and receiving of product. Join Our Community of Food People! We help you make it! US FOODS® is one of the largest food distributors wit…",40.742152,https://www.adzuna.com/details/5812403456?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:50Z,full_time,1,49174.62,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQwMzQ1NiIsInMiOiJrRVFnMkttRzhSRy1nSmxENDFETU5nIn0.Aq40ZaXLPTtkUM4ogmNOQ3D7uaO47j504e11lfBJ_4I,-75.82759,5812403456,Maintenance Mechanic,49174.62,Adzuna::API::Response::Company,"US Foods, Inc.","Snyders, Schuylkill County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Schuylkill County', 'Snyders']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! We Help You Make It! Schedule: Part-Time 20-30 Hours Weekly Evenings and Weekends Required Pay Starting at: $18.65 ESSENTIAL DUTIES AND RESPONSIBILITIES Front End: • Ensure all customers have an impeccable CHEF’STORE experience by developing and maximizing relationships with the store’s customers. Utilize all tools and skills learned in the CHEF’STORE Way traini…,47.43378,https://www.adzuna.com/details/5812403457?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:50Z,part_time,1,38186.84,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQwMzQ1NyIsInMiOiJrRVFnMkttRzhSRy1nSmxENDFETU5nIn0.b77Hwh-gc-4L_f-kEABxRwy36tGfxExKGk5tL0M82OY,-120.32922,5812403457,Grocery Retail Sales Representative,38186.84,Adzuna::API::Response::Company,Smart Foodservice Stores LLC,"Mission Square, Chelan County",Adzuna::API::Response::Location,"['US', 'Washington', 'Chelan County', 'Mission Square']",retail-jobs,Adzuna::API::Response::Category,Retail Jobs,
ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE To provide a safe and reliable fleet by performing preventative maintenance and proper repairs on all fleet equipment. Tool allowance included to support your trade. Our Diesel Mechanics start at $40.00 – $45.00/hour depending on experience! 401K with 2% automatic company contribution plus company match up to an additional 6%. Medical Benefits Star…,45.535817,https://www.adzuna.com/details/5812403445?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:49Z,full_time,1,174994.33,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQwMzQ0NSIsInMiOiJrRVFnMkttRzhSRy1nSmxENDFETU5nIn0.7IMnHoaa_-n7y_48hbe-fyfy4fb38zvbi4fiX5UL_cU,-122.946294,5812403445,Reefer Tech,174994.33,Adzuna::API::Response::Company,"US Foods, Inc.","Orenco, Washington County",Adzuna::API::Response::Location,"['US', 'Oregon', 'Washington County', 'Orenco']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"Job Description Aramark Healthcare is seeking an experienced Retail Manager to oversee day-to-day retail dining operations at Houston Methodist Cypress Hospital in Cypress, Texas. The Retail Manager is responsible for leading all aspects of retail food service operations, ensuring a high-quality dining experience that meets client expectations and company standards. This role oversees daily operations, including food safety, customer service, merchandising, and financial performance. The ideal …",29.982268,https://www.adzuna.com/details/5812403448?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:49Z,,1,60542.15,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VRZzJLbUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyNDAzNDQ4In0.SuWNB8BTyDOvY8vx1aigNkH0ANiDL305DC1SGCFb0sY,-95.654869,5812403448,Retail Manager,60542.15,Adzuna::API::Response::Company,Aramark,"Cypress, Harris County",Adzuna::API::Response::Location,"['US', 'Texas', 'Harris County', 'Cypress']",hospitality-catering-jobs,Adzuna::API::Response::Category,Hospitality & Catering Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BECOME A US FOODS® DRIVER! THIS POSITION DISPATCHES FROM OUR FAIRHAVEN, VT YARD We Help YOU Make It! $15,000 RETENTION BONUS FOR ELIGIBLE NEW HIRES! Our Delivery Drivers start at: $31.19 per hour Increased to $36.71 per hour once training is successfully completed. 401K with 2% automatic company contribution plus company match up to an additional 6% Medical Bene…",44.383503,https://www.adzuna.com/details/5812403446?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:49Z,full_time,1,67028.05,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQwMzQ0NiIsInMiOiJrRVFnMkttRzhSRy1nSmxENDFETU5nIn0.H8zyQ2QFrhI0NKgQiL8hGUG1XcuJipr_a9x4Sslmhjc,-72.44054,5812403446,"Delivery Driver - Fair Haven, VT",67028.05,Adzuna::API::Response::Company,"US Foods, Inc.","North Calais, Washington County",Adzuna::API::Response::Location,"['US', 'Vermont', 'Washington County', 'North Calais']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE Responsible for upkeep and maintenance of warehouse-related equipment (i.e. pallet jacks, highlifts, forklifts, batteries, etc). This keeps day and night warehouse operations functional to ensure efficient shipping and receiving of product. Join Our Community of Food People! We help you make it! US FOODS® is one of the largest food distributors wit…",41.110993,https://www.adzuna.com/details/5812403450?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:49Z,full_time,1,44167.21,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VRZzJLbUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyNDAzNDUwIn0.XqXQbpnrlRaBMQqq0MaUn5A-9CDgILoV1llDjROodhQ,-75.463022,5812403450,Maintenance Mechanic,44167.21,Adzuna::API::Response::Company,"US Foods, Inc.","Pocono Pines, Monroe County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Monroe County', 'Pocono Pines']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BASIC PURPOSE Responsible for upkeep and maintenance of warehouse-related equipment (i.e. pallet jacks, highlifts, forklifts, batteries, etc). This keeps day and night warehouse operations functional to ensure efficient shipping and receiving of product. JOIN THE US FOODS TEAM! Ready to build a career with a company that’s leading the foodservice industry? $28 -…",42.648084,https://www.adzuna.com/details/5812403447?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:49Z,full_time,1,55813.09,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VRZzJLbUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyNDAzNDQ3In0.hGzyr8SVdsFjPbBHNY69MwFS-PHbZTCyLn8LCOUVEus,-84.177271,5812403447,Electro Mechanical Facilities Technician,55813.09,Adzuna::API::Response::Company,"US Foods, Inc.","Webberville, Ingham County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Ingham County', 'Webberville']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
"ARE YOU A CURRENT US FOODS EMPLOYEE? PLEASE APPLY DIRECTLY THROUGH OUR INTERNAL WORKDAY CAREER SITE Join Our Community of Food People! BECOME A US FOODS® DRIVER! We are looking for Delivery Drivers who relish the chance to push their potential, grow and reap the rewards of joining the US FOODS® family. We help YOU make it! US FOODS® i s one of the largest food distributors with a culture and history of promotion from within and unlimited career growth opportunities w/ ongoing job skills and lea…",37.638678,https://www.adzuna.com/details/5812403440?utm_medium=api&utm_source=abfa41a4,2026-07-23T10:09:48Z,full_time,1,78321.88,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoia0VRZzJLbUc4UkctZ0psRDQxRE1OZyIsImkiOiI1ODEyNDAzNDQwIn0.O-i0W4FeL9LSAqDvoLZBA5B-zKelw8Jw_61G4tLTqkY,-77.620043,5812403440,Delivery Driver,78321.88,Adzuna::API::Response::Company,"US Foods, Inc.","Ridge, Henrico County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Henrico County', 'Ridge']",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,contract
