adref,description,salary_is_predicted,__CLASS__,longitude,salary_max,salary_min,redirect_url,created,latitude,title,contract_type,id,category.tag,category.__CLASS__,category.label,company.display_name,company.__CLASS__,location.display_name,location.__CLASS__,location.area,contract_time
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1NTk0OCIsInMiOiJYZ1V2T1plazhSRzJaT2RHdGExQkFBIn0.-7heES8d80o4i5icgjHylKyOtWwt9KpgEN9_ZUZsmrg,"CDL A Truck Driving Job - OTR Company Driver | Reefer .     –     DRIVERS WANTED — MORE PAY. MORE OPTIONS. MORE CONTROL.  Tired of one-size-fits-all pay?  It’s time to drive for a company that lets YOU choose how you get paid.  NEW FLEXIBLE PAY PLANS  Whether you want steady miles, big bonuses, or percentage-based earnings…  We have a plan built for YOUR driving style.   MILEAGE BONUS PLAN (Run more. Earn more.) • Base: $0.61 REEFER •  $0.10 per mile BONUS after 9,500 miles (paid monthly) • Up …",1,Adzuna::API::Response::Job,-96.798344,113355.66,113355.66,https://www.adzuna.com/details/5862355948?utm_medium=api&utm_source=abfa41a4,2026-08-30T12:47:07Z,32.786999,Class A CDL Company Driver - 1yr EXP Required - OTR - Reefer - Artur Express Inc.,,5862355948,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,Artur Express Inc.,Adzuna::API::Response::Company,"Highland Park, Dallas",Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas', 'Highland Park']",full_time
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWGdVdk9aZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU2MDAxIn0.aWcUMQd6lDVSOAgNnXDgmAowthCXeCNNT2OyYAbGeIY,"Job Description Job Description Border Bank is seeking an Electronic Banking Specialist to join our team. This position has the flexibility to office at any of our current Border Bank locations in Fargo, North Dakota, or Badger, Baudette, Clearbrook, Coon Rapids, Greenbush, International Falls, Middle River, Roseau, or Thief River Falls, Minnesota.The Electronic Banking Specialist supports the Bank's digital banking channels, with a primary focus on online, mobile banking, treasury management, …",1,Adzuna::API::Response::Job,-96.181147,68632.95,68632.95,https://www.adzuna.com/land/ad/5862356001?se=XgUvOZek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=55ED825AE16AB31413C48FF3E3163AE7F5CCD87E,2026-08-30T12:47:07Z,48.119135,Electronic Banking Specialist,,5862356001,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,Border Bank,Adzuna::API::Response::Company,"Thief River Falls, Pennington County",Adzuna::API::Response::Location,"['US', 'Minnesota', 'Pennington County', 'Thief River Falls']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWGdVdk9aZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU1OTMxIn0.XP-IbRO9MDm_UfNKqRPBF0lHx3yiMbnelY-iUM1L0vQ,"Job Description Job Description Accounting Specialist (AP/AR) – Bilingual (English/Spanish) Location: Broward County, FL Compensation: $25.50 – $28.50 per hour (based on experience) Position Type: Full-Time | Temp-to-Hire About the Opportunity A leading distributor in the automotive industry is seeking an experienced Bilingual Accounting Specialist (AP/AR) to join its finance team. This role is ideal for a detail-oriented professional who thrives in a collaborative environment and can effective…",1,Adzuna::API::Response::Job,-80.126109,34009.62,34009.62,https://www.adzuna.com/land/ad/5862355931?se=XgUvOZek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=3EAD6D7F7934CC2BB462A5B87F80934566367616,2026-08-30T12:47:07Z,26.027582,Bilingual Accounting Specialist (AP/AR),,5862355931,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,5th HQ,Adzuna::API::Response::Company,"Hollywood, Broward County",Adzuna::API::Response::Location,"['US', 'Florida', 'Broward County', 'Hollywood']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWGdVdk9aZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU1OTU0In0.QhOHTn1srCKLHQ8XG2uNSmMIgo31kpA2llMce9YldjE,"Job Description Job Description Are you a seasoned Registered Behavior Technician (RBT) seeking the ideal organization to join? We're actively seeking enthusiastic and devoted RBTs to become valued members of our team, contributing your expertise to support our clients in achieving their unique goals. As an accomplished professional in the Applied Behavior Analysis (ABA) field, your skills and dedication align with our dedication to providing excellence to our clients. Perks: Same Day Pay! No m…",1,Adzuna::API::Response::Job,-83.649932,25038.79,25038.79,https://www.adzuna.com/land/ad/5862355954?se=XgUvOZek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=46CD47EF17F810661ED9384DA4B65B8F939D595C,2026-08-30T12:47:07Z,41.04422,Findlay Youth Development Hero (RBT),,5862355954,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Heartland ABA,Adzuna::API::Response::Company,"Findlay, Hancock County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Hancock County', 'Findlay']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWGdVdk9aZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU1OTA4In0.gWp9-Y-t_2nOdTgxYXVMRlu4GevpCPjgtn7z9_dAfk0,"CDL-A OTR Truck Driver | Earn Up to $2,100/Week. Now hiring across 22 home-weekly regions · Seats fill fast — same-day recruiter callbacks APL CARGO INC EXCELLENCE IN MOTION SOLO CDL-A REEFER · OTR · HIRING NOW 22 LOCATIONS WITH HOME WEEKLY 34-hr restart at home · check if your ZIP qualifies REAL MILES. REAL PAYCHECKS. APL Cargo is hiring experienced solo reefer drivers who want steady miles, a truck that runs, and a company that answers the phone. Straight talk : this is true OTR — you're out …",0,Adzuna::API::Response::Job,-81.98496,118040.0,85800.0,https://www.adzuna.com/details/5862355908?utm_medium=api&utm_source=abfa41a4,2026-08-30T12:47:07Z,39.95424,Class A CDL Company Driver - 1yr EXP Required - OTR - Reefer - $85.8k - $118.04k per year - APL Cargo,,5862355908,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,APL Cargo,Adzuna::API::Response::Company,"Zanesville, Muskingum County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Muskingum County', 'Zanesville']",full_time
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1NTkwOSIsInMiOiJYZ1V2T1plazhSRzJaT2RHdGExQkFBIn0.fnbINfHodbnqE34pkMPA_XkgKcEAe_I4aHeJQWUqidg,"Job Description Job Description CNC Machinist Pay: $30-40/hr. 10% shift differential for 2nd shift hours Shifts: 1st (Mon-Fri) 7am-3:30pm 2nd (Mon-Fri) 5:30pm-2am OT Availability Description: Cannonball Recruiting is seeking experienced CNC Machinists to fill multiple roles for production and job shop facilities in Pennsylvania. Industries include aerospace, marine, and nuclear/power. Equipment includes Haas, Okuma, Doosan, Mazak, and other name brands. Job Duties: Set up and operate various CN…",1,Adzuna::API::Response::Job,-75.339123,40479.08,40479.08,https://www.adzuna.com/land/ad/5862355909?se=XgUvOZek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=69895C09D3927C0F7736851A2D796A4CDD23CE8F,2026-08-30T12:47:07Z,40.24408,CNC Machinist (Multiple Shifts),,5862355909,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,Cannonball Recruiting LLC,Adzuna::API::Response::Company,"Kulpsville, Montgomery County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Montgomery County', 'Kulpsville']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWGdVdk9aZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU1OTIzIn0.ijts3yrbYBwbVWaV8RwsI7iDZaW1pRwVz36LRC4ibRU,"CDL-A OTR Truck Driver | Earn Up to $2,100/Week. Now hiring across 22 home-weekly regions · Seats fill fast — same-day recruiter callbacks APL CARGO INC EXCELLENCE IN MOTION SOLO CDL-A REEFER · OTR · HIRING NOW 22 LOCATIONS WITH HOME WEEKLY 34-hr restart at home · check if your ZIP qualifies REAL MILES. REAL PAYCHECKS. APL Cargo is hiring experienced solo reefer drivers who want steady miles, a truck that runs, and a company that answers the phone. Straight talk : this is true OTR — you're out …",0,Adzuna::API::Response::Job,-81.6316,118040.0,85800.0,https://www.adzuna.com/details/5862355923?utm_medium=api&utm_source=abfa41a4,2026-08-30T12:47:07Z,38.35127,Class A CDL Company Driver - 1yr EXP Required - OTR - Reefer - $85.8k - $118.04k per year - APL Cargo,,5862355923,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,APL Cargo,Adzuna::API::Response::Company,"Charleston, Kanawha County",Adzuna::API::Response::Location,"['US', 'West Virginia', 'Kanawha County', 'Charleston']",full_time
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1NjAwMiIsInMiOiJYZ1V2T1plazhSRzJaT2RHdGExQkFBIn0.hdcTllwFE1ZtDwQc-4BDNfE9cNGTCwHW_qauOSQOWKA,"Job Description Job Description REGIONAL DIRECTOR OF OPERATIONS The Regional Director of Operations (RDO) will accomplish the company's goals and objectives by holding administrators under their direction accountable for census growth, resident care, state and federal surveys, positive employee relations, a defined return on investment, an effective business plan, and implementation of CCCN programs and philosophy. The RDO must be strong in planning and control so s/he can manage daily issues w…",1,Adzuna::API::Response::Job,-88.750365,82505.45,82505.45,https://www.adzuna.com/land/ad/5862356002?se=XgUvOZek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=C4A402A212F2117743D74CC43662AF8875023A52,2026-08-30T12:47:07Z,41.929474,Regional Director of Operations,,5862356002,admin-jobs,Adzuna::API::Response::Category,Admin Jobs,Longterm Health Management Services,Adzuna::API::Response::Company,"Dekalb, DeKalb County",Adzuna::API::Response::Location,"['US', 'Illinois', 'DeKalb County', 'Dekalb']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWGdVdk9aZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU2MDEwIn0.waieCjffLNRJGjtnTaDBOL8pYaFdLikKpucePlxM6to,"CDL-A OTR Truck Driver | Earn Up to $2,100/Week. Now hiring across 22 home-weekly regions · Seats fill fast — same-day recruiter callbacks APL CARGO INC EXCELLENCE IN MOTION SOLO CDL-A REEFER · OTR · HIRING NOW 22 LOCATIONS WITH HOME WEEKLY 34-hr restart at home · check if your ZIP qualifies REAL MILES. REAL PAYCHECKS. APL Cargo is hiring experienced solo reefer drivers who want steady miles, a truck that runs, and a company that answers the phone. Straight talk : this is true OTR — you're out …",0,Adzuna::API::Response::Job,-92.491794,118040.0,85800.0,https://www.adzuna.com/details/5862356010?utm_medium=api&utm_source=abfa41a4,2026-08-30T12:47:07Z,43.999708,CDL-A Company Driver - 1yr EXP Required - OTR - Reefer - $85.8k - $118.04k per year - APL Cargo,,5862356010,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,APL Cargo,Adzuna::API::Response::Company,"Rochester, Olmsted County",Adzuna::API::Response::Location,"['US', 'Minnesota', 'Olmsted County', 'Rochester']",full_time
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWGdVdk9aZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU2MDA0In0.uvCK4AxJ_qYRF-i0yJwL33eevAbuPn-T09RRUERU6XI,"Job Description Job Description Do you love working with children and watching them grow every day? If your answer is YES , you might be the next star on our team at Building Block Resolutions (BBR)! BBR is a fast‑growing ABA company dedicated to helping children, young adults, and families thrive. We provide compassionate, evidence‑based 1:1 support to children diagnosed with Autism in home, school, and clinic settings. This is an entry‑level role with full training provided —a chance to grow …",1,Adzuna::API::Response::Job,-117.719779,47158.82,47158.82,https://www.adzuna.com/land/ad/5862356004?se=XgUvOZek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=B7BDF9BB795AC177D24CCC52B850C355512A863A,2026-08-30T12:47:07Z,34.096676,"Get Paid While You Train to Become RBT! - Earn up to $1,200 in Annual Bonuses! - Claremont, CA",,5862356004,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Building Block Resolutions,Adzuna::API::Response::Company,"Claremont, Los Angeles County",Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Claremont']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWGdVdk9aZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU1OTY3In0.KQcK-P0WFVONGiVreg_AR23ALWQzlfIso0IKxiDrMN8,"CDL-A OTR Truck Driver | Earn Up to $2,100/Week. Now hiring across 22 home-weekly regions · Seats fill fast — same-day recruiter callbacks APL CARGO INC EXCELLENCE IN MOTION SOLO CDL-A REEFER · OTR · HIRING NOW 22 LOCATIONS WITH HOME WEEKLY 34-hr restart at home · check if your ZIP qualifies REAL MILES. REAL PAYCHECKS. APL Cargo is hiring experienced solo reefer drivers who want steady miles, a truck that runs, and a company that answers the phone. Straight talk : this is true OTR — you're out …",0,Adzuna::API::Response::Job,-94.572672,118040.0,85800.0,https://www.adzuna.com/details/5862355967?utm_medium=api&utm_source=abfa41a4,2026-08-30T12:47:07Z,39.103829,Truck Driver Company - 1yr EXP Required - OTR - Reefer - $85.8k - $118.04k per year - APL Cargo,,5862355967,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,APL Cargo,Adzuna::API::Response::Company,"Kansas City, Jackson County",Adzuna::API::Response::Location,"['US', 'Missouri', 'Jackson County', 'Kansas City']",full_time
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1NTk5MyIsInMiOiJYZ1V2T1plazhSRzJaT2RHdGExQkFBIn0.07zEBuPUpYSLd4PJ8H5IwvEEL_Fss4R8eCKSIRHLXOY,"Job Description Job Description:\n\nJob Description – Coach (Part-Time)\n\nClassification: Non-Exempt \nManagement Level: N/A \nReports to: Head Coach \n\n \nSummary/Objective \n\nThe Coach is responsible for delivering scientifically designed Orangetheory Fitness workouts within OT Group Holdings, LLC studios while creating a high-energy, motivating, and results-driven member experience. This role requires the ability to effectively coach and engage multiple members in a group fitness setting …",1,Adzuna::API::Response::Job,-86.998316,29220.23,29220.23,https://www.adzuna.com/land/ad/5862355993?se=XgUvOZek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=4DBB23D21D86E7CB70F236FB50CCCDE082E73198,2026-08-30T12:47:07Z,41.452914,Fitness Coach,,5862355993,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,Orangetheory - Franchise #0318,Adzuna::API::Response::Company,"Valparaiso, Porter County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Porter County', 'Valparaiso']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1NjAyMCIsInMiOiJYZ1V2T1plazhSRzJaT2RHdGExQkFBIn0.cz5UGZJy1GObQ2OdZz0LrDTVm6BNrdqYHH9fXKVMvM8,"Job Description Job Description Automotive Quick Lube Technician / Express Technician Auto Exchange Chevrolet Why wait to make a career out of doing what you love? Some of our best master technicians started as quick lube techs. So if working on cars gets your gears moving, contact us today. As a quick lube tech, you’ll start by being responsible for inspecting and lubricating vehicles quickly and thoroughly. And with a little hard work and dedication, who knows where you’ll be able to go? At o…",1,Adzuna::API::Response::Job,-87.413909,77427.12,77427.12,https://www.adzuna.com/land/ad/5862356020?se=XgUvOZek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=8FD8F870A605908DB9A397858764CDD245B416BE,2026-08-30T12:47:07Z,39.466703,Automotive Quick Lube Tech / Express Tech,,5862356020,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,EasyCare Recruiting,Adzuna::API::Response::Company,"Terre Haute, Vigo County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Vigo County', 'Terre Haute']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWGdVdk9aZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU1OTg5In0.KV1kRPhRN6k7NpZoq_lLP1VbDXuUekXySu4cw28dYqM,"CDL-A OTR Truck Driver | Earn Up to $2,100/Week. Now hiring across 22 home-weekly regions · Seats fill fast — same-day recruiter callbacks APL CARGO INC EXCELLENCE IN MOTION SOLO CDL-A REEFER · OTR · HIRING NOW 22 LOCATIONS WITH HOME WEEKLY 34-hr restart at home · check if your ZIP qualifies REAL MILES. REAL PAYCHECKS. APL Cargo is hiring experienced solo reefer drivers who want steady miles, a truck that runs, and a company that answers the phone. Straight talk : this is true OTR — you're out …",0,Adzuna::API::Response::Job,-78.892692,118040.0,85800.0,https://www.adzuna.com/details/5862355989?utm_medium=api&utm_source=abfa41a4,2026-08-30T12:47:07Z,33.701976,Truck Driver Company - 1yr EXP Required - OTR - Reefer - $85.8k - $118.04k per year - APL Cargo,,5862355989,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,APL Cargo,Adzuna::API::Response::Company,"Carolina Forest, Horry County",Adzuna::API::Response::Location,"['US', 'South Carolina', 'Horry County', 'Carolina Forest']",full_time
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWGdVdk9aZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU1OTgwIn0.xRj5Li6hgMTDZ0Eu-KtZ-fcfssetEe-RvatKhdEFV8U,"Job Description Job Description Benefits: 401(k) Employee discounts Health insurance Paid time off About the Role: Las Vegas Valley Mental Health is looking for passionate Licensed or Pre-Licensed Therapists to join our growing team in Henderson, NV. This is an exciting opportunity to make a meaningful impact in the lives of individuals and families across the Las Vegas Valley while building a rewarding clinical career. Ready to be part of a clinical team where your voice truly matters and your…",1,Adzuna::API::Response::Job,-114.939821,68615.67,68615.67,https://www.adzuna.com/land/ad/5862355980?se=XgUvOZek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=4D6C7EFBDEFF1ECA674979558508A04E74D2AEF1,2026-08-30T12:47:07Z,35.960734,Licensed or pre-licensed therapists in Nevada,,5862355980,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Las Vegas Valley Mental Health,Adzuna::API::Response::Company,"Henderson, Clark County",Adzuna::API::Response::Location,"['US', 'Nevada', 'Clark County', 'Henderson']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWGdVdk9aZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU1OTg4In0.chRtuDa2qZhYVVWsHj8BAb8W-_nAsJd0ku61cPxElAU,"Job Description Job Description Benefits: Bonus based on performance Employee discounts Training & development Licensed Massage Therapist – Clinical & Wellness Massage 100% Chiropractic – Jackson Twp / Canton, Ohio Looking for more than a typical massage position? At 100% Chiropractic, massage therapy is an important part of patient care—not simply an add-on service. We are looking for an outstanding Licensed Massage Therapist (LMT) who enjoys helping people move better, feel better, and achiev…",1,Adzuna::API::Response::Job,-81.377061,74983.92,74983.92,https://www.adzuna.com/land/ad/5862355988?se=XgUvOZek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=EDA807D0DE756A3A959F5461B2578B00A4EE09C6,2026-08-30T12:47:07Z,40.798829,Licensed Massage Therapist,,5862355988,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,"100% Chiropractic of Jackson Township, OH",Adzuna::API::Response::Company,"Canton, Stark County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Stark County', 'Canton']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1NTg5NCIsInMiOiJYZ1V2T1plazhSRzJaT2RHdGExQkFBIn0.R7H1MXnySuO7OOzET-ufhporyic96vUJyp72pCMkIPs,"Job Description Job Description About the Firm We are representing a well-established boutique CPA firm based in Naperville, IL with a tight-knit team and a culture that has kept people around for the long haul. The firm operates as part of a broader platform, giving the local practice access to national-level resources including a dedicated recruiting team, operations manager, and back-end infrastructure that most firms this size simply don't have. Despite that backing, the local team runs wit…",1,Adzuna::API::Response::Job,-88.143778,94471.16,94471.16,https://www.adzuna.com/land/ad/5862355894?se=XgUvOZek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=53FBA87C9C705AEC86791D245E61BADFF27AA30F,2026-08-30T12:47:06Z,41.760632,Senior Tax Manager,,5862355894,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,White Tiger Connections,Adzuna::API::Response::Company,"Naperville, DuPage County",Adzuna::API::Response::Location,"['US', 'Illinois', 'DuPage County', 'Naperville']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1NTg0MSIsInMiOiJYZ1V2T1plazhSRzJaT2RHdGExQkFBIn0.sEIciczB0ITuAfkr-XJEZWH5fX0eVddKGtcdzOO8j9g,"CDL-A OTR Truck Driver | Earn Up to $2,100/Week. Now hiring across 22 home-weekly regions · Seats fill fast — same-day recruiter callbacks APL CARGO INC EXCELLENCE IN MOTION SOLO CDL-A REEFER · OTR · HIRING NOW 22 LOCATIONS WITH HOME WEEKLY 34-hr restart at home · check if your ZIP qualifies REAL MILES. REAL PAYCHECKS. APL Cargo is hiring experienced solo reefer drivers who want steady miles, a truck that runs, and a company that answers the phone. Straight talk : this is true OTR — you're out …",0,Adzuna::API::Response::Job,-98.49954,118040.0,85800.0,https://www.adzuna.com/details/5862355841?utm_medium=api&utm_source=abfa41a4,2026-08-30T12:47:06Z,33.908741,Truck Driver Company - 1yr EXP Required - OTR - Reefer - $85.8k - $118.04k per year - APL Cargo,,5862355841,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,APL Cargo,Adzuna::API::Response::Company,"Wichita Falls, Wichita County",Adzuna::API::Response::Location,"['US', 'Texas', 'Wichita County', 'Wichita Falls']",full_time
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWGdVdk9aZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU1ODk3In0.SfDoVKnacGfiq-hZYvIDA06XCj1ZEiXX_D6CXzLzILc,"Job Description Job Description Searching for Real Estate Agents in Oakland , California – New or Experienced! We are looking to bring on enthusiastic, motivated individuals to join the Coldwell Banker family in Oakland, California. Applicants without a real estate license are invited to apply. You need a license to become a real estate agent before being considered for the position. If you are unlicensed or in the process, once your application is received, you will be contacted by our partner…",1,Adzuna::API::Response::Job,-122.214332,72151.98,72151.98,https://www.adzuna.com/land/ad/5862355897?se=XgUvOZek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=7182362B1F61507D4E0B52D77BB9BC549DC84A0A,2026-08-30T12:47:06Z,37.772927,Become a Coldwell Banker Real Estate Agent - Entry-Level and Experienced,,5862355897,property-jobs,Adzuna::API::Response::Category,Property Jobs,Coldwell Banker,Adzuna::API::Response::Company,"Oakland, Alameda County",Adzuna::API::Response::Location,"['US', 'California', 'Alameda County', 'Oakland']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWGdVdk9aZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU1ODc0In0.3K5BPrqjHAAFInFAFyEAePv5VjAIZrZk0X5XRNVjNfY,"Job Description Job Description Benefits: 401(k) 401(k) matching Dental insurance Health insurance Paid time off Vision insurance Benefits/Perks Competitive Compensation Paid Time Off Job Summary We are seeking an Accounts Payable Clerk to join our team. In this role, you will manage the company’s bills and ensure invoices are paid in a timely manner. The ideal candidate is detail-oriented, computer savvy, and has a strong understanding of accounting, payments, and purchases. Responsibilities R…",1,Adzuna::API::Response::Job,-73.445401,49583.47,49583.47,https://www.adzuna.com/land/ad/5862355874?se=XgUvOZek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=DB6BAAACEB367F2AB4409F018C776456652F7167,2026-08-30T12:47:06Z,40.7326,Accounts Payable,,5862355874,accounting-finance-jobs,Adzuna::API::Response::Category,Accounting & Finance Jobs,NATIONAL COMPRESSOR EXCHANGE,Adzuna::API::Response::Company,"Farmingdale, Nassau County",Adzuna::API::Response::Location,"['US', 'New York', 'Nassau County', 'Farmingdale']",
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWGdVdk9aZWs4UkcyWk9kR3RhMUJBQSIsImkiOiI1ODYyMzU1ODYxIn0.lonZFt7eqVioQVbMAiikFA0SeP24-gSnaSY3RHatc3k,"Job Description Job Description Our client, a leading certified MWBE low-voltage contractor based in Milwaukie, Oregon, is seeking a highly motivated and experienced Fire Alarm Sales Consultant. The company specializes in fire alarm systems, CCTV, access control, and data cabling for commercial projects and is expanding their operations into Washington State. The role involves a blend of sales, project management, and technical support for fire alarm systems. The ideal candidate will have exper…",1,Adzuna::API::Response::Job,-122.688215,74819.12,74819.12,https://www.adzuna.com/land/ad/5862355861?se=XgUvOZek8RG2ZOdGta1BAA&utm_medium=api&utm_source=abfa41a4&v=40452380CF69B74479F64C5DDBA82B785E716B79,2026-08-30T12:47:06Z,45.505603,Fire Alarm Sales Consultant,,5862355861,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,CareerPaths NW,Adzuna::API::Response::Company,"Portland, Multnomah County",Adzuna::API::Response::Location,"['US', 'Oregon', 'Multnomah County', 'Portland']",
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1NTgxMiIsInMiOiJYZ1V2T1plazhSRzJaT2RHdGExQkFBIn0.zmbxJkPBIZWbqJeXU7hgf_g7xT4wtyz2ASSnmn4iabE,"CDL-A OTR Truck Driver | Earn Up to $2,100/Week. Now hiring across 22 home-weekly regions · Seats fill fast — same-day recruiter callbacks APL CARGO INC EXCELLENCE IN MOTION SOLO CDL-A REEFER · OTR · HIRING NOW 22 LOCATIONS WITH HOME WEEKLY 34-hr restart at home · check if your ZIP qualifies REAL MILES. REAL PAYCHECKS. APL Cargo is hiring experienced solo reefer drivers who want steady miles, a truck that runs, and a company that answers the phone. Straight talk : this is true OTR — you're out …",0,Adzuna::API::Response::Job,-79.113721,118040.0,85800.0,https://www.adzuna.com/details/5862355812?utm_medium=api&utm_source=abfa41a4,2026-08-30T12:47:06Z,37.394082,CDL-A Company Driver - 1yr EXP Required - OTR - Reefer - $85.8k - $118.04k per year - APL Cargo,,5862355812,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,APL Cargo,Adzuna::API::Response::Company,"Madison Heights, Amherst County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Amherst County', 'Madison Heights']",full_time
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg2MjM1NTgxNyIsInMiOiJYZ1V2T1plazhSRzJaT2RHdGExQkFBIn0.B26wwCj1d84-D2vi_R9k6Lkszjm0-AnOv5XlpErA0HI,"CDL-A OTR Truck Driver | Earn Up to $2,100/Week. Now hiring across 22 home-weekly regions · Seats fill fast — same-day recruiter callbacks APL CARGO INC EXCELLENCE IN MOTION SOLO CDL-A REEFER · OTR · HIRING NOW 22 LOCATIONS WITH HOME WEEKLY 34-hr restart at home · check if your ZIP qualifies REAL MILES. REAL PAYCHECKS. APL Cargo is hiring experienced solo reefer drivers who want steady miles, a truck that runs, and a company that answers the phone. Straight talk : this is true OTR — you're out …",0,Adzuna::API::Response::Job,-77.992724,118040.0,85800.0,https://www.adzuna.com/details/5862355817?utm_medium=api&utm_source=abfa41a4,2026-08-30T12:47:06Z,39.491129,Class A CDL Company Driver - 1yr EXP Required - OTR - Reefer - $85.8k - $118.04k per year - APL Cargo,,5862355817,logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,APL Cargo,Adzuna::API::Response::Company,"Martinsburg, Berkeley County",Adzuna::API::Response::Location,"['US', 'West Virginia', 'Berkeley County', 'Martinsburg']",full_time
